-46381646,-36588832,-4584342,6572250,-45881301,-11041254,8703789,-12274621,9718239,-19428766,15611258,47963087,-31094509,23328496,2763567,-15914824,34514844,24818703,5254953,-27033892,-29929503,-20028346,2851238,-35486564,11803519,16427606,-7048558,13517239,-10269322,-8555650,28685544,9465545,-12656732,15843765,-57072201,35693559,29974196,-79091,-22064929,-31536244,12663541,30665066,18760492,-3988063,-44629478,-6196811,75296259,-48398479,5323367,-34646857,-11795521,-18087378,8709337,55389211,-3218414,-4073194,44482557,6930570,3050597,-27990299,-19103782,-25155857,-21342530,-56483200,9773130,-3624289,-3052110,-3780143,-7557268,22615234,13839148,47259543,5768514,-7257111,48637991,-33016379,16785987,14872694,-45286305,15059211,-13135279,71651521,3207818,-41375802,15794332,20196555,-8845447,-1387281,60769634,21915044,-39491493,14927488,-22218937,23843493,22023412,35642614,-20934756,15414242,16991264,-8838658,11975384,-2294380,50169052,25117508,16179277,-10807257,-14712505,-5351100,-17007402,24566096,15044093,40158854,-52920966,20571135,26030257,-34257584,15810927,3494887,25803700,24313346,4917172,-2021050,25470131,-10849355,-9606617,28096526,-8668317,31150352,8687023,-24179889,-19250193,-24696941,-3207475,14707786,-14780060,47610011,-16699372,-9370756,-27164364,33115010,51837405,-34891246,-31913455,27546480,14827115,2409630,-30635316,3802246,-59781973,-57640951
-2930332,9393353,-4096528,-24604934,28977135,18387063,-16625388,61177390,9184156,13104680,8656525,10862244,30258305,9983003,-14769182,-3056151,-46496895,13537973,-2840872,-31496489,15178351,12483141,-16314620,-25049222,34154188,28715281,74327,16449305,37795244,47692575,-42483511,5758731,-24788330,13246190,-25764776,-26672754,-18040001,34919358,-12888595,-40371169,5788212,-47763655,257528,-26301084,-39245573,-53623845,-15566519,9144794,29983373,-9230976,-8249972,15331951,-8686516,-23339317,-47676880,-46045462,-38694884,-38065552,-42873888,45725050,-49730594,-18653610,-9146023,1003544,-40338823,43307629,-14641195,-4938737,9363287,-40215868,-37379512,17937105,-12443154,-14128521,25072349,1985563,41692139,16118391,-16805270,31366319,-11460336,-619322,-14633695,9564522,-10654803,-3786493,-559640,21531543,-60796766,15544260,27841964,-41863901,-25291161,36850639,25294551,8818982,44256699,-17040759,5127065,12952528,-11150754,-6965150,-59721252,10998197,-3520255,8099989,-5703443,-11129637,-16480110,-16298958,-10586992,-9975096,-19583874,-1319778,-962586,-34773937,29524972,-41284144,-17769372,-15888758,-21388855,44813540,-76438102,10288142,36981479,28740165,-35910528,1856043,11664182,-5450489,28443357,42812857,-41947317,-21461167,8025701,-32956899,38972371,-23717636,-4962444,-2436590,-17162435,-44895494,10223585,-1439529,-2012497,30198008,-11046443,-19122910,17622087,9668648
-20601040,-17714925,1566790,46594880,-27852680,20674041,-10956640,-12472939,24678119,-52504571,-22494852,17703189,-35298783,26016216,-26026581,7876767,49073538,-45078867,-1132208,56823936,-16292975,-27838474,3882100,18776328,-2837028,95568276,-14220489,10066859,-15683317,-7225194,-1262009,19078836,28173983,-7334910,9634017,-20227571,45530741,-94892723,-11333236,31555191,-11397287,65522649,-21900515,33851122,28607889,9855868,-31604423,-10604294,23811263,405840,-25614272,38608739,53697182,-78913,-11546566,5522455,-40642006,-20070018,6463330,42831768,14436836,31087638,11612081,-3118631,66104274,-38980274,-2400432,-27295229,-22809480,59809465,40881740,-60107054,55956925,-52630994,30094737,-44756251,9801320,-7894460,25812417,-53057868,52865049,-8614536,-31660719,16397004,-15606588,-6640774,12702252,-1425145,7630131,-21068724,-25460765,3985023,-24727284,-54736486,26605707,-9715523,-17433,9359997,-21059191,-40581641,-26716666,17852147,1385973,-20961914,-5095819,18279304,-48433707,-17215870,-31686563,-9533768,17409110,-31254755,-38818239,-1196662,41243974,35893057,-39082708,21277991,16408691,9344095,-38047263,-27657250,33986254,-6240569,-50401965,-36922159,-16760721,7631111,33824798,-10359648,-8257668,-28384540,6325309,-25705328,-16060237,38400587,-59519481,-173349,-22969571,27125740,4128882,11163405,10052066,-5201720,8520165,-52454575,19483938,246490,-11114525,-39179683
-2569742,-3333,-3821796,-22254814,245961,-36083959,-35726673,-11953397,12110369,-10165900,19302177,7319014,7516566,-9366037,37664361,-23578200,-9240502,37706960,13965714,-9181040,15189097,5517094,13557451,-2886283,-17387310,-50992168,-2744753,-5832700,-2994346,-20789932,52669438,20873895,-8902360,-3710081,5834996,38626220,-3620140,35284253,4999257,-14089598,-22777059,-9590143,6921815,-9285072,11912028,-12664970,782578,-10548319,4627133,13084865,-27997982,9918567,5135225,8293948,11645447,4592561,-3198029,18899708,23172976,-2999925,2994582,-5307954,-5255442,3682589,-10318902,-10208595,-10427277,3567064,-7851075,-2325822,16527599,39621238,31278285,31047483,-16997992,-25802389,-31932776,13406433,10783143,4610551,2142375,-1958196,-11287846,7836538,-6267267,4995395,-25248503,-34282249,30119647,13773220,-4185604,16009910,-40129866,-4272720,-156385,3379751,-5874256,24698583,4190973,5836078,31085332,5240751,16642583,20242127,7648591,-42836558,-3900958,-5202590,-8241191,-7041478,-11151525,-15664007,21322215,6098575,9095582,-3370510,-19559421,25497676,19789451,33186160,11514119,7247617,7429579,10630958,40665156,32054410,34427868,-7498223,-3011002,-47980143,-12265908,-24395101,4209493,41552402,-16597870,32027949,3403888,16488991,-749487,-7015649,26623847,26086726,13275328,33070064,-19279012,16642481,20642142,4147584,-9380816,-18539357
-21898537,-65956785,15748762,-38311808,-5311108,-16828535,-29159739,-31087573,-9276020,-21356630,26583107,46944182,-34743201,-25372189,15558234,-2384760,53644035,32161127,10593984,1707511,-32500038,35668784,43807145,14800099,-6008091,-12478787,5758820,12107732,-34673575,-22150509,53750528,9561926,31667817,1139109,-13578009,38503458,23525101,-24432287,-26939407,5629856,-8660387,38594505,36391283,-5217570,30802646,1827814,21994239,1167782,-25024624,11946191,-10046138,5413502,42698,-1996149,-18674085,-337405,19694212,59180572,-25047641,10494497,5702958,-12063649,32244291,20202317,27718749,-70680183,-52676401,19378881,-34308766,21139403,-22209498,45418629,10359641,14976280,29187506,-41574883,22161028,-2161816,-32383399,-10330970,-31821758,680620,-8288128,-13781486,5601718,17879486,-42614293,-28172160,70767383,-14885042,-51073404,10403660,-26543697,-27121231,-923471,-13221228,250566,6006565,10858922,-4035404,46216164,-2914604,61822440,-9331071,18890740,-10361989,6874347,-36583813,-32074516,38925576,13465575,57373949,-40502577,-22686146,46429497,-15635465,9352603,20920590,29522853,20319588,969424,-28244333,387187,-12914711,-46603931,-4073250,31598437,-22913390,-11617995,-45191264,-14736777,-43220257,18361821,24304086,543617,49905723,-21841049,-53577502,-10981003,43778685,32820408,7075294,-23711009,8112849,-10916776,9575479,-31959388,13090609,-20659219,-19465341
832124,-4285544,3423276,11945570,-14311698,4747439,-27093505,-23595334,16926687,-12141070,-7707079,39686093,-49781677,-1922727,-56672677,-23366906,-2277677,-3917611,6938553,32965682,-437165,8924763,27756784,-17124443,-4232570,-2131834,-18794584,25744712,-10178846,-4569145,13659791,36094766,49571609,-15129090,7160032,29823891,-23912892,-40817009,11869978,-17082586,-29798782,44634699,-71762294,8780637,52614449,-27756156,-30525252,-8614663,-30944152,5503805,5758590,51240536,23265256,-24837038,-25953462,-20014100,11488309,19192589,-104933,28671057,-11145859,-5770365,10524601,-34676131,32265443,-50608396,-33770971,-3803505,-52240131,48541254,55545776,-78886591,72209638,-6512852,-20978330,-35127922,-15663999,-17456503,5087963,-20665781,8745688,10558876,-35238197,-494808,-11635661,34972149,13000618,20251150,-13997017,-33205365,4297567,47019800,-4501696,-44939906,-28384214,-46378332,-7633685,50060567,10807862,-18805920,-5511158,36844866,-13822338,-10082053,-12301086,-8804720,-6458435,-25265672,5359684,-29331968,15704375,-23173543,-14762398,-24424111,3815378,26860894,-63690757,1004194,-1920499,-1136633,-42592287,-8859571,19148365,33969467,-13329610,-7566941,36792953,11548107,-15588746,-29842422,34919700,-2386237,-5521285,46888408,46865453,56890837,1091106,1750593,-24504797,9434722,9514670,20132818,7951826,22517784,6755554,-16990151,21163586,-3376302,-8096996,-318595
-10328493,-8576726,16458053,-17424127,17013603,-4456505,3986698,-18551521,2352636,-3856923,-861786,-19450693,19271123,-22792464,18358132,-7188292,14368519,5282061,-31626320,21065494,-14241952,24057603,-41285184,-8971325,1011444,-33683452,-9749126,-16526907,1333627,13010377,-15193801,-600287,31074971,22901967,-9299086,-21246211,4297956,-7304971,24120650,-5981813,-216901,-13776543,25491121,5453245,-32074067,-25438219,12229772,44818836,20252423,2492704,-11136464,-10285257,17400692,14093328,68302456,32440917,2141745,20005686,-14787102,14852110,23962835,1008001,-17508462,20619812,-7362120,-2810625,-25680900,-25897402,12305385,-34800982,-21090071,15260019,-54729135,40119293,21243165,5372236,11432390,12110828,-7181090,-7324696,-35398798,-23263062,-32341329,-16153041,-714734,-4620926,-7746835,5341282,-11466204,22163643,5877365,-34090774,-19902302,6568712,24521484,-11139468,11639492,-15090273,46994165,-9057644,-5457123,-33465227,-19333246,-20304088,-17038299,27383024,23142711,17323735,14008354,16872161,29348816,-5898584,48376594,3510658,-5753605,-4407967,16052942,-39661007,23418884,39902163,-7152957,6981694,-27512522,-15792172,25771719,11191687,-6341687,-5118328,-3573417,737664,-25133412,11751286,-15203568,6369229,14110326,-6856862,32592991,9741180,7626273,-5011876,28601994,-9514957,-4130409,14951302,-15721009,-12945206,-17590914,7420197,35459622,9088902
3605905,-6677859,8042020,-6341725,-20645392,13134600,25298601,-7531505,-42611463,-16880678,10886596,-7480465,-28373747,11076051,-19471441,-42947746,17599773,-18343998,-28160339,-26271462,21318698,50539113,5810462,-32399578,18369496,-9219183,11951441,45833987,-52579511,-19976440,4203334,-10281713,-32373649,7612691,-39167256,24197563,13286045,-6750692,45974162,-7566983,24239842,13617572,12410384,-61156235,12357204,26118783,16497374,17494924,-4000240,-10381388,-5430748,-27684775,-58126964,-28613708,17981773,-24973810,39583351,20038708,10205490,-24628523,-19739500,41212799,-9211399,-26073951,-37163935,39462407,-48851779,-2596140,39315244,-9671038,-5329688,5797647,-20278500,1594022,4580498,2359290,32150201,-3667828,-4726629,-33339533,-38076758,251657,-1241006,-37290164,40799230,22034389,-31180857,32888938,18607273,-10910446,-744303,16470312,-17129989,777373,10139073,6377650,-47683761,-1093958,21364646,-3475613,59455191,16193428,43914879,-18488233,12875761,36122412,69261877,-8045644,15929551,-3850890,-22750174,39760492,45997452,-3580591,-30387115,-37411952,-20048395,24540472,-14523386,35642193,27529421,-31062777,8491486,49213274,37633718,-6757810,-7267210,-1945990,-11818947,42131720,-45803182,585757,39618852,21531165,32491896,-26798812,13667829,-4614675,-31942876,-16602675,-6707684,13685215,-73991221,-25723336,7396981,13635256,-60446777,13717937,26949585,-48706239
14433460,15411199,-1614696,-50079231,10796237,-57302254,-68912341,18867651,1230189,-25900963,-10479141,64687403,49320501,-7618447,71586977,22526127,-1627742,57725663,41031341,52018881,24881221,28327986,57850740,-8533791,-18541872,-28339662,-1185604,18611112,18896582,-11850675,53384590,4509826,18156652,-13469403,-9619988,68195926,-27919746,26071074,32625318,1275575,-64401454,-12591193,36326999,12094411,45698394,2691338,-8565112,-58217901,-41449881,4298991,27005512,48025985,44166760,-34345089,-61652960,-31120193,17678124,-25985842,45524285,6044381,-50151098,3302806,-18991627,17833898,13888648,-26771378,-22433345,-25699986,-17972439,-8574950,-25127697,4150871,12818566,20167857,-19089423,-13511086,3691302,48166941,-24037948,-17828536,-14336324,4932139,-3781462,42497234,-5246749,14446360,-13816415,-51722665,39115917,22576666,-27884418,-19723481,-37863214,-35608889,-3257201,-1005431,15272651,12535318,-3761194,-9172421,-9502455,-47247626,-17026148,22892966,3085716,-58738377,33992097,12604963,5815462,-44327448,15344852,-11298137,7490947,-9327189,24125109,20180628,-24414103,-15380174,29625754,5685881,-4003432,-9322123,13938730,-2730310,-9813078,67053913,42127907,23189676,16295918,-24740660,-1426756,-835492,14088558,16435038,-15779988,52687612,-15733295,-3040928,-2317227,17334093,16586937,8881277,68095483,73436579,-5756230,-8569815,23923736,68982572,-11839488,30988351
-7855786,-28888786,22823779,-16160146,-19276718,36407252,10308794,-28315959,29865428,-29929084,-136776,8728228,-26751603,-24627763,-8007380,-19848434,35840830,-10875729,-4647067,22147084,-3688948,15528744,53210638,-4530469,11565400,-10037460,36403928,-5462967,6008460,-3294831,26851185,4147739,22283575,1937573,41019527,-19026365,889027,-36007253,-5817189,27425813,-5646488,46910235,8477579,-8260388,-4764297,35102024,2024015,28992441,3214847,-16729236,-25561384,4582595,-31525543,-28484630,23981502,1375139,26327354,17246748,-14606070,20109691,-10270290,-1380305,21995198,126150,20792028,-24254915,-10373858,2070598,-14924117,16589046,26614456,-2964398,-5467839,4037882,-17309674,-5890739,-37247619,-31903037,15419198,-18478084,8175730,-19297962,-33338479,18903319,9624246,42528743,3510913,-4068223,14365012,-315682,-23689829,-3396052,-22145339,-42652245,1207725,-16458634,19179093,3574818,20287500,35899515,24054200,31167028,42801003,4226055,-29302785,-3580998,3267964,-21595207,38125018,-9810224,-50900663,27226682,21663315,9946201,-9120602,21716136,-5776860,4196711,3297451,25012438,23595987,-2316151,-45650450,19559402,3275511,-8867967,-12353096,3582301,-6085097,16668305,-6925941,11849419,11017045,12923590,31259630,19131297,-5345706,1896247,-17566776,8132006,-35238729,-45357463,-338681,-21084170,19223505,-13245436,27658563,16021866,9186866,29366704
