-19988409,3240938,8070973,27454044,26600933,-27282654,-4839647,21559726,1374852,-20028695,29400832,16526196,27367654,1945315,9101907,27005159,-50237076,-31474201,-2061810,-17288972,-28499380,38679790,2531144,7717739,4541426,22961668,-30205354,-1264331,-30067033,10423532,19679351,24813709,17660095,22160376,27520209,844519,-8293075,26916545,-23225128,-35538173,5867715,7794734,-13616600,-13353931,-29555450,-7841193,-358505,11595642,2214511,-133885,-21236127,33976396,-15140428,10847120,-19341926,36876299,9213142,-14994657,-5820553,-47879111,-8925827,3180081,16871565,12416262,-15721917,-21398153,1518839,4638342,50321754,-7161856,-19652988,-4484046,-9161560,1779866,7926117,-19280566,20421619,17135536,606093,1160148,11942943,-36433497,2303316,26296989,-1847896,30296219,11621479,-1859645,-23471486,-1523688,-28154,23514369,8583607,-49737461,25851632,15137747,-16083637,-14371018,23563739,10760533,-207225,-9966444,15262887,-9079793,-31939711,13539996,5906974,7595448,12308986,12271263,-19332921,31203418,20325644,-37861323,17797088,4945293,7324101,46984385,32656956,16124237,17969086,-25109595,-35413359,-10024929,-13536440,12277690,-24057053,2987979,3153039,-30072493,851165,2316144,-17965216,15138497,1444677,-3254087,-5060096,-8818953,16411278,-17696027
26523853,27215832,7773404,4964220,38603917,-41531271,2248179,-31492132,-46962219,-2493176,-3026123,-14708865,18338329,20738397,-3391541,-13338053,7889524,45373589,-16525052,-27158736,-11194312,8759078,4363630,476275,-8222961,-8386047,-5054956,16932290,-2015777,4511029,15863630,1063562,-28350228,-15785276,14833410,-26834617,9713263,-5848517,-48612458,-14421678,-23552638,-2721054,-17475659,-12356456,41635967,4003926,23059497,2713932,-20531827,19430359,-11558466,-27011767,16715783,4331572,13280238,9722855,-21082457,9460595,-8006102,163464,-11457748,-2279900,-20233892,-26026030,-4268931,-6032988,168484,21208486,-14424425,-30595264,5945187,8174861,16122436,18880461,-13372434,-2496399,-28571331,-1273880,6290179,-42924176,-27266074,1091695,21618884,6471098,-22200095,-6002945,-2358928,-24416013,-789698,-16421173,-4497832,27349543,-21647217,-4737963,2896256,4286695,-2272989,-4099145,-10851194,28599328,-22864768,-17234106,-9066812,9630648,474105,-7171852,-20855395,8836578,-11840727,7731498,-6496450,-42407312,-2476330,-22706347,-4417847,-30677050,-10162125,2934752,24347920,-26828872,46454087,1489815,9123057,599810,-22181538,-20988852,17673408,-14666936,-3603066,19062211,-401477,15244064,-15558110,-22841409,-35107654,-13248381,-12810860,-7025224,17083017,18433050
-31091290,-9743360,-22898547,-4136550,-10920796,34039184,14082886,-1076374,3437899,-30406135,-24708100,-16617376,12373811,-2995589,38001348,11034622,-17857351,10658093,39344882,20892648,13113458,27354025,-8501138,-3083981,-8506629,-16869413,-24794115,-21347304,35093870,29194030,-4019458,45053954,-6210108,-3757661,4983650,6430792,579952,32604848,20828371,-13654862,-29806996,-30303910,9336777,-4615137,-24225265,-5531545,-26770356,-41422792,10800206,9960692,-11906534,-33051329,-3446127,25808365,5224071,12197340,35733175,-5546806,14469071,-31681132,5339079,-43909125,26905659,30035720,4193683,-9313059,-1313674,6413445,18127236,-13987426,6194393,-14247552,-18510816,-19506497,-12910966,15849216,6119637,-18206507,15585494,36646848,-10123215,8872606,2638308,8788398,25428746,543022,-21119027,8944301,-2516612,47947984,-7983701,-16211827,-16252123,-26043310,1808295,-13414039,12529349,-13368783,24494202,8050606,1521085,-19376043,6773871,-960391,9817470,17453575,11824714,-9469695,32815205,22386877,-6129542,6287688,18015340,-6786881,980774,-10107408,8408484,19519347,5757649,17090184,10968645,-6389434,-44138884,5339224,-16910673,27132959,49528683,1077432,4535947,-20163483,-6791762,13578029,6823845,-33323914,-17187520,9358447,-5848397,-1027018,-29361908,-43395604
11533146,480091,19330185,-3136152,26728499,-8416497,1391386,1070070,-1494152,-29439742,1917575,-9642930,24612286,15619272,30573201,-19424217,-1107922,229919,-9069255,-34197731,-40699545,-460302,45138768,-5535677,-7355083,4905494,-51844283,28213519,39387495,12808390,-21504665,6641039,1948365,9625610,33310180,-17487197,1342910,-10470348,-35252358,-10575944,-16530466,7769224,-20921453,7182424,613651,-11576206,-39028739,-1421648,-26720947,6287528,4587199,-14293525,27756183,-8515075,5397691,28792146,245832,-16174827,-40295727,-8180399,16915128,-3985867,25753287,28993749,-43000584,-49395927,12147995,31614734,-14360830,7208943,-523949,-27243964,10421510,7554050,-4763080,4942214,-5022236,-2935592,11295489,-12055554,-35309668,4054098,10085983,-14188070,23438171,13275753,3781390,-9618893,-1209229,38309570,-33680189,24714454,10676721,-25077717,14178825,18307017,-906448,-22516630,10673438,23852119,-7779053,-18605376,33351425,5268934,-6708748,5241013,5000728,13239934,10559124,-8867300,-12485597,36758785,16745979,21527167,-11845631,-34005487,4592404,22126866,17808437,-21113550,31724166,-8749256,-103405,9032609,-21509073,-6109499,-1481037,24778480,14792896,-5068652,2348497,13954080,-21981443,-4000345,-7783530,5673370,-13621749,12772183,12158829,18716965
8843997,-6923599,-15915249,-39934249,-6260823,1603978,4477861,20365485,16730524,27415743,12091722,9686444,-16942387,9434178,23253828,3011979,28066231,23521619,-28688535,772013,3686861,-29479239,-12747810,3510182,-26533290,-2840307,-16540462,21955796,-601042,-30955965,-51176701,-3034130,-21624848,-2699308,-26756424,-1942997,17945140,8722038,40042769,38111376,25849957,-39887270,11989624,402562,32236494,13307886,2464145,-579175,-23785749,-25646147,-6925716,-10621800,17084492,-38379416,-14056371,-24476032,-9395972,-1005801,-630879,47531548,8180112,12441732,4768430,-19972385,-8765539,39693821,3849500,-8309994,-9030388,17485842,2323596,-22786947,-63102784,-18254370,-12001411,-16075107,3520826,18962330,10110554,35302727,-40000716,-5274684,1756733,-48593602,13736543,-1252761,921254,6201509,-1677616,3408568,5939889,-10158657,-14403340,11754332,-5685998,5882655,21341186,-43079755,16062581,6985638,14996987,6419274,-1846305,9755105,2436033,-9299652,3942322,10377290,-5526997,19773394,2883969,7446926,4461741,-7710134,18117936,42493488,-34184090,-7492757,8521051,6443358,-10432880,-39495396,26634845,13702172,1546544,3820578,-489582,-16190554,8714594,18295390,41309947,5953377,16569805,17184375,-8801859,-22257925,-8808632,-38116442,13360267,-38706387
-27999425,15539747,-26386264,40096195,-23799645,11869028,-45431155,-2464964,-6531097,-7597379,26892687,45271920,38148189,-16519836,-1849275,28796630,5087996,7191901,6094862,-10967130,11996426,7942244,-8193019,-3214567,15717019,26848243,5461627,3938493,-10621125,17825860,40090466,28685543,1432181,-1945456,486514,30508205,-54145492,33701236,21535126,5381151,-11997948,-18123236,4893771,128915,-15878316,-6393081,-16203809,-36343335,35376168,7088306,-15895762,-8673222,-19379417,42578699,-23516922,-2858743,27282671,-24606807,-15588174,-13980790,-16486301,-39145571,7032118,29350726,-22033592,-2952103,-23441750,-12483309,4839337,18834305,-4893580,24251856,-20573600,3749639,-3698598,40135559,17465554,17098500,-670488,538,-16063302,3835536,2028526,-19796191,-7471925,11110736,7738011,31062052,-14918176,-29123765,-44451256,-11205008,30491158,-4485891,3981241,-43111892,-32452861,-27507827,-3940628,-10029266,-14527408,-6097632,18736707,17444547,14747315,2191961,30476748,7702264,35268341,2567960,-1090994,2840886,19704406,7109189,-31589223,28938167,-10080791,17235304,11271215,17912931,-19819474,-15057343,-33461071,12792891,7587077,184062,19444566,3905362,-21083164,-43938097,3630240,35497247,-6667402,-36551764,1300614,-21189828,-3936832,19372084,-16811578,-39041895
29899720,-13057228,6974349,-7945263,-6210393,13494592,5807325,26597002,43435639,-13138333,-19749036,16252838,-36130750,-4639836,-9593389,7147113,4724717,-23789014,-29540407,-50694751,-50433437,13452716,24328120,20280740,20616583,42306099,-16440239,17527642,10923501,19933783,-27822893,-12704873,21531146,-18199011,-1024501,-26922735,24354690,-67122080,-26466488,-5292654,14720826,32448794,28521812,-372464,-25827396,30017761,-21978807,21047955,-10338108,-792549,-14515481,16194727,-8920876,-26243859,23565399,20596143,-11093693,-19628418,-7895659,15769850,38074668,-11328423,18494976,-5133851,19368730,-15318921,10360464,18631843,4600278,617277,19878639,-1448186,14862142,-4740911,-22505126,-36594955,38646651,27462619,-15724095,19863659,40461222,21933482,-21054735,3259945,-16529846,-12522968,5031896,-6402627,-10222881,7876974,33262310,-19487331,8331697,6451823,-18648860,240481,-16089048,-5046231,-28323637,-9651122,299826,-21725771,6837886,-11537160,2065940,-17112198,-15660940,-10659019,-11058741,-6981978,13491941,2469413,-17820193,22360980,44357474,-21810666,-17363880,10818508,-12853992,-11863763,-22010001,34880581,9456596,8860656,25978138,-19501079,-10822384,9980857,17566044,4888607,-18577645,3537246,7563526,-9969001,-19391567,35020066,-18347630,-4760454,13661358,36158081
14639002,1209237,31711591,8627466,18049208,-13375763,-12672181,-26312538,-36334295,36765580,13936988,-38770019,-4698955,-18481145,-24359893,-15959890,26398027,18847093,-9685539,-47847130,-32046746,1429312,27908183,6415202,29987378,-23187120,11549417,-5898400,-5967425,-44554819,2208055,-3498660,-7896285,-17928187,-8321299,-3988583,6934288,-17639686,-23783481,15794106,-11495921,7342440,-26432764,6836098,31788129,-21756109,28167432,33049166,-39616703,-27222700,-18860219,21533743,1892262,-14786441,956449,-12098179,-17419936,13573216,6126432,-17553687,-5636688,-7838271,-14942685,-31772310,5720565,-14486167,54825760,13580815,-16361597,2950003,-8224545,-33217841,11583046,5576875,18627904,-24143024,21153079,20884498,-21428689,19336,-27163635,-17736941,-7627061,-4924803,-13059338,29071808,43529582,-23667292,-7445575,-5424002,272306,23146725,27422005,4777853,-17372261,28655130,-1933997,7365515,11567161,25677404,-10674687,30542600,2964199,12000095,13463462,2244502,-13988498,-33938550,-34742613,-51884566,-24667962,-1307322,-24340359,470334,-22588316,-18814178,8234763,5676992,11144057,-20337899,-2014733,3577729,14261813,10964753,20525536,-9576193,1792073,-2971119,12491614,30619827,41226961,-18853473,9588879,36797514,13675886,9401993,17354421,13571374,38799680,38393436
-18399768,-3994682,11527115,13126183,3151687,-29619284,-15893524,-5084859,4025460,7241893,-2373603,-21597976,6620303,23344760,-6769717,11274532,-20763605,436123,790461,-11003461,-10580868,9442306,7747794,13584474,19145749,19730523,-12437287,-8572243,-28406708,-2310665,-2724216,54811709,2781745,30897764,13429812,-4594593,1751698,-537156,-17147315,28732396,-8505866,-6685118,114748,-11283769,3391782,8253178,-2274757,-3989687,-13858325,366632,8760322,14422041,-10068556,33542933,-14976449,1205990,7669987,-20377264,20792291,-35712983,-19170710,-7695334,-15425234,-31144498,-8668102,-9932875,22915424,1852597,21027939,-1291301,-24087878,32176927,26301212,19204939,16871006,-31975833,6490050,23370629,-16870422,29090297,26713055,-14299818,-1473301,19309347,-20091940,40292134,23948207,1702034,-16107746,-19739740,4744828,17057442,23873538,8606145,6731858,9034558,-25445388,21517780,4365789,25801170,-4488087,8993872,-2080716,22472701,-17183522,-24336460,-21189563,-17469399,2520972,-7059144,-30164767,14539500,19202339,-39578622,-351820,-30410874,45620287,6370671,3988046,21834259,14413913,465391,2428798,-15571091,10737913,-2645285,-11721366,22465259,-28669100,-19651073,26767007,13695834,-2271288,18632807,9176294,3805277,25160497,27668796,-5266400,11454232
12626721,-17700918,-3517079,-16033225,22324486,26639406,10163079,14793858,12633056,-6832153,-2099417,45550697,-29390839,-24095933,22082883,-16945140,12406142,29082277,1686159,23091948,10488376,-32586742,-9551568,31814619,-31949368,11527858,34265507,34739241,8705742,38007457,-6644788,-34035828,19227265,-19563396,4437636,28474392,-15774173,1401570,1298972,-29710388,26348544,5049922,19793650,-22214192,-14069341,34440439,7240570,-5039374,63510816,-25506688,4197136,-203584,15081610,-7008520,-479348,7841435,6055733,-6340381,-2050037,31472263,55358950,-8252386,10334242,-6422487,-28005065,1496278,-43262427,10497682,-33586098,4798860,26872338,-42973817,-11559144,-56805817,-24427118,36034030,-8387370,-15446307,14868782,-28362260,-5665720,5112091,-18763864,-20579169,8280753,-23081768,8268270,-18939959,10322467,3641686,-32428098,-30925876,-18779621,29881412,10390328,-21535171,24631271,-38905860,-26033769,-12143342,-45522,1754117,32012135,-16077311,-3750032,-14089855,36211644,16398083,21616977,-23754704,20115119,-57928962,13684098,19512937,-19691226,42766967,-4137001,15783331,-6963411,-49125229,-397952,-11089135,35269638,-3420661,-13936913,13089548,3760554,22896576,-5074661,20833096,-44622767,-3386502,29584058,-17487664,-30100483,-6462501,-14582885,-25920379,6947473,-40968704
6014320,-26579038,30529938,-16883678,16340096,21277468,21320016,11450975,13134162,24493443,4286026,-11505456,-19892637,-24188495,-12483157,533905,12003328,-36201248,-6328627,29562375,2843043,1231369,2906101,-17867164,757067,-14950257,5434062,-11565063,-15785557,-45538486,-8837590,-26751725,17210966,13958066,-23358300,-6673132,13093123,-5389456,-6226945,15415471,-21246435,29793203,2250398,2633005,13035520,-10710351,12539946,22743516,-22210424,-10077718,-24640224,24066855,3167396,-10282111,34819723,-32016557,-2269344,9830180,20325236,-19804219,-498426,10340461,-4840453,7078626,18352288,29423213,38354486,4681658,14974511,175218,8034462,-21630752,-1607733,-30309015,-525078,-38828045,-12080023,6298949,-25802611,38396730,16655362,-32697431,-24160843,6612348,2546734,3567566,-3176349,5365295,-5548933,-695110,23580913,-15241905,-17174496,-8908085,-23858767,-3695751,54660553,24014812,9529029,4825838,15559996,6440507,-25391198,-21357412,8961174,843626,-28235639,-45153613,-10479516,-7490753,-7218912,493867,-25223684,-6884598,2110063,-11605072,31831182,1361298,-20152248,-15073305,-17424626,1334078,30131073,14819681,-13826805,2019194,-16603123,-3828606,25077392,9120865,4589302,-4086125,23585485,38406724,-9511758,19811094,-8240401,26356184,9554047,8363370
14291214,22198365,6410080,21606003,-8431506,-16990509,-37397793,6727387,-20187144,29716800,14173097,-482752,-7239634,-54092925,-53529697,2444834,19674471,2441746,47041,-42859853,-5684628,38246378,-24052737,-8262033,21570623,5700965,13778439,-5634170,-9658810,19855900,14529768,-18482686,9269886,6514603,-3695440,-5600805,-14782846,861898,12871051,-19593091,9833832,10827288,-22952129,-5718957,833318,12960983,-368250,17476513,-10611324,-12354792,-39739771,2451009,-26909297,-25886861,-25438489,-27189865,10549366,-15315720,-23476785,6093953,-37028165,-14963808,-21098656,-10476661,37696970,531896,2643994,19992213,5693553,-14524509,5180905,-1622136,-24798048,18733722,14481272,-8895902,-11926394,12863938,14585,-34498171,-15695216,-21933585,11600440,-3572535,-45130499,-21391360,1642592,35522224,-34107685,-38240293,-2922654,9743995,30759078,8814464,5148664,5346875,-27427250,-15425193,-15463449,-13923719,-179454,-8351060,-2265820,30623013,-9387237,5567340,-19748181,-449678,-13655197,-39457870,13048487,-7648339,-13444776,15893106,-13526436,2675255,659426,20191911,24885398,2657883,-9877174,11734222,-14791931,16966773,9419298,-22904334,-15921572,-34275141,11495652,5929532,6837956,1940942,-3264923,-19440967,-18101060,4832395,16781466,-16904451,28613556,13792235
