-7596023,9448149,4401395,-869112,1688550,2032714,3398988,582883,-2694782,-10842891,4968773,-5225714,-5847975,2937737,-4729722,14471736,-776106,6076644,-7430635,1234677,136349,8261683,7475496,8721977,5761433,-7549066,-2442495,10210183,-1845523,1036946,-9965893,3066319,-8057453,-16185587,3834672,-2171294,1897563,8665716,-2476509,3626283,11170294,-771284,-5940809,-1494758,6538267,4610985,3833576,-42685,15513227,-311591,-3857840,-3996853,3822472,-4975393,-4144451,677372,-1339820,17528599,4960341,14262901,4050463,-6076992,5143440,-15501902,1085532,-3169896,8319471,-7041722,13311020,-806504,3878228,7922471,19691599,-16946511,-6370173,-6540282,15548145,-4914018,-1089818,21070436,-13900243,4751138,1236392,1085850,8138043,-14539842,1189577,-5156951,3688196,-11166757,-4129052,2705876,11660488,3754428,792142,11252689,-3908078,4456604,-10620082,-1588284,-8658283,9880045,-5148219,90423,-6926405,-5052326,4686651,3580450,4075826,-8970571,9258211,2157321,-10800656,5232327,-2085958,-16885806,-1273449,-7932057,2439947,6830032
-6958049,13564069,7769344,-4285541,-2172339,5270362,-6968882,11468291,10372860,-9300016,11529068,18404287,3147099,10852375,-2280063,-3985427,2135972,16855125,-807991,-5938150,-13019815,3196045,-9837657,8587757,2148763,9454572,3133918,11487547,4399507,21086904,-3671674,-1270576,-898702,3772829,-3715750,-5904631,489661,-1853173,-1511937,-5857297,883144,-1515006,-3737382,-8583641,2489638,-1209569,-10025178,17140975,12159210,-1042929,14448485,305892,-12467439,2805300,-2786337,414321,-3246491,-5874233,-1563356,8559706,2081328,-7388548,18821571,-5843693,7979550,11776910,-6548748,-1778658,7835143,-15393918,-10587020,-5828069,-28256,3996584,-20859732,-611492,-8239784,-8755904,7980439,10511465,-7073999,-4244196,-2107382,-1376504,-478384,-3047175,2037130,4280217,-15105965,-6264576,-11905828,6528810,16410102,2781715,-7148915,-1054917,15093886,3352453,3896591,-6449770,2861431,1628861,-9817963,-7517789,-6418171,-5180865,3603105,4779958,2226993,-114424,2534283,20458237,-11623755,-7858153,-5372655,613681,-4449090,4310899,-3985723,15910463
1805605,9293075,-708719,-4935000,3261233,5159400,-9318571,6344750,-1678650,-6221097,11026702,3677673,23387379,-3472889,12221656,-9085839,9465163,-778630,3830495,-13133226,14967023,12286122,6390589,-3856498,-12366472,11572190,-5902376,-14149635,12987882,7737472,-1716906,11819279,-6352135,8885940,1288534,-4859725,-8580415,5901468,6888710,-9863861,9036851,11156082,3403325,-7628959,-16189045,1231355,15714857,10123185,-13322931,-9472539,1754344,7087977,-12015348,-7465681,-8070140,5525550,-7340123,-12517497,-13401311,7128702,-21077478,1410179,21649128,-11917091,-2192522,7221856,-10265702,-3886438,2498307,8039269,-15259179,-5419662,-12508575,16458156,-6398408,-13957031,-5695812,-12875962,-5952037,-12851046,5462405,-4639590,-16498011,5207374,-15152250,-6189034,-255434,9443486,-4931686,9632218,-7522475,-1130102,-6891012,3053332,-17246045,-13607994,-529369,314934,6659515,5132355,9898224,-9076678,-14705367,-11510264,-6685974,12306339,-11788660,-20335645,-7625921,11327874,-784294,-7691701,11587166,-139823,4886472,-191269,-9211733,3681337,-21357175,-13503300
2526367,9273097,12832860,-1364892,6829525,5018690,1818184,-4091030,-8903456,25833438,4623504,17017651,7763188,-6837579,11902274,-11440734,-7889702,19961761,-172640,9585141,3612135,-1757514,-11339012,-58756,-10509248,-2378306,8895835,23537772,4985762,1929001,20648061,3525888,4374729,-11773596,2239344,-5629490,4820459,-3915849,-13340129,5551181,798432,10947366,2006476,-10314717,-3385412,-18252863,-11748763,-7539927,-5001845,-6229266,15935858,-14770532,12253068,-3959228,4902566,1668274,832045,-7604242,2081607,-3770828,6631151,-17115951,-1511248,3012897,10695635,-11613073,-5147848,9211687,-3123827,-5055042,11581209,-7945489,17663737,21522860,-4171374,-13691825,-2628770,-11632952,6587937,11659768,13758981,-5511484,-9689766,12480270,-23263475,-5480565,-9031082,926367,-2730008,2677460,5773953,6780295,14564698,5358636,-5426414,12068026,-6725132,-13671352,-6999241,1913812,-20129267,-996958,3549939,980552,15669209,-5206449,13810359,8012105,16751075,8496998,-5992129,-66962,-6663595,-1481371,-19334154,12616157,-9094294,3007748,3066355,31042446
-3088070,10302086,-1729524,-961794,758484,15514989,6332372,5852912,-9903011,-6192958,7348002,-12018012,8683270,14369401,-1233380,18263955,-6581169,-2441842,-9768226,-2733736,-12604485,-1818714,6978829,9117900,13300953,-2377009,-3004449,101718,-6943564,-1323147,4631077,4461248,-10225793,1949495,3906623,-7472333,-4813260,13951734,8827453,-8996172,18181349,-1766936,-5139704,8366951,-5912280,8955510,-1439180,72134,10732645,8392248,-7223785,-893746,-1064854,-10130264,-25945122,7920891,-4395532,2140674,4190662,24432560,2094416,-9062338,3085050,-23854484,-888032,3869807,1146545,6257089,14635455,3424322,-5651715,-2900082,-439228,-5926821,9565558,-13805814,-2802157,-9905720,-15541108,4449083,-6404291,-4677131,1937665,18376925,-5648850,-824162,-4404049,-7657182,1473486,-12694155,2030678,-4541401,11252108,2635418,-4909006,8300792,-5635775,6115928,4231924,-7007986,4448271,13101614,-3171130,-6593991,-5394725,11454555,8994208,-9834882,10520722,735672,6244629,9232656,-6865068,5188581,-9146723,-4661444,-10188479,-10191117,-6584286,11436321
-1451949,-8314226,-3369278,-2531912,-2914290,5764822,-11537419,11789211,12486639,-7220437,-17110978,-12377722,-6919612,-498153,-24738514,15699824,-4134257,-3341814,5349443,-10078710,-17076779,-24257749,2563501,-2508809,14431599,-18722044,-42917,-15093095,-1303707,-2316720,-17557696,-7377080,-7102036,3747930,3489954,-5749146,-2703985,-9934039,-13308900,2733546,-4923742,-14036764,-8767960,25738425,21423864,-1728521,-15466076,4795826,6704306,-15911589,-12886634,23355773,5616870,10375570,-8285440,16477347,-21255935,6700934,7195565,-4982494,-1797025,17176342,-11836924,2522260,-7928976,4284301,-3621679,11898603,-2703848,-4808579,-10445043,7854208,2072676,-9310268,5675427,11830433,2004779,18835640,-839077,-2397763,8574805,2256543,470489,-5638818,-354220,2212931,-3337652,-8813704,3782577,4021098,703949,8711957,-6370568,2684219,11870527,9516545,-6172833,-12895418,10309150,-330701,1216024,9891472,-5029700,10117877,8706004,-6876849,-22528882,21596256,618822,3343176,13097156,11425599,4212266,5624823,10087472,9472689,-1823237,-4225307,1323276,-6862929
11985883,8329254,7434812,-7743687,-9233134,-5724441,6087168,-13768778,9105164,9879631,8670397,21509161,7148478,-3072026,17333784,-16567490,-8693350,14386302,5487209,716046,-1617379,10313852,7904781,-395942,-15123102,2616471,8621258,3910144,6405978,-1775664,13501121,10394525,-15511103,-1767596,12294968,-6660406,3493301,-9812915,-11423761,1373965,5727853,11897508,11994713,6172421,-10433315,-31816493,13110591,12597798,-642634,-1096458,23257128,-10416881,-7793393,-5704088,4616505,7418752,-3374542,-2681925,5201969,3846034,-6057374,-4505,418393,1866859,19578481,5385735,11490307,-11018311,-1761769,5004887,20546438,-2746035,15454768,15861952,4142167,-6704567,-11644022,-7087318,7894395,7016557,18379080,12727549,2589595,10266617,-17908746,-4050035,1824004,6298624,5001061,120556,-7059229,-1549638,8041223,8991837,-5487937,-9760238,-11909735,1197608,2410605,88176,-7856302,-9968822,-1047406,-1230535,11833248,-13947431,10707319,-12173303,-11154880,9052241,-9461765,-194706,-5529051,13201239,-12537515,2095152,-12941449,11031776,-6835339,18131065
4868568,-9748591,10698713,1303425,7647338,-7338807,-4329775,256191,4737737,-671196,-7781459,6608981,-7580468,20334734,-11111000,-12844014,-7391704,-8002414,-2684915,4457466,-16062738,-1746205,-4776045,18376770,4133757,-6613551,6548773,1824775,-3931098,4006512,19942,6515974,15669927,3140213,11750242,-4880275,-16041060,3013449,450145,-920020,-9590840,-8088625,-3888023,-1091058,-236157,497468,1141528,150478,9506447,-4745287,-7247138,11903017,-8289533,-2028527,558620,6633424,8035279,-18052027,791481,-8083223,6115014,274209,-11077166,-3396540,-5905338,-17412722,-792387,-19902359,5533107,5161567,20350994,2840717,-12455607,-8785285,-116891,-6515547,-13996688,8140484,12551744,-19961400,-5476599,16641238,-6079970,-5525247,9429354,1794230,6523747,-11751612,-2439411,-295874,-190806,7261330,-1172012,-7589206,9459517,-1848366,16783090,-11152752,-500398,-17624820,4119881,-11059882,-16289332,13703331,-4089810,-15908930,7971730,6229237,6014804,8181796,1527931,5442861,-12653592,-13946432,12332080,4680335,7468614,6723814,-2250311,-11347675
1553264,-8074116,-6449059,2747726,15894031,21124152,-16134532,12724140,-5628112,-5039288,-10582777,-11206739,19522278,-9861402,-25464598,27057803,-8804736,3391871,4268656,-23386378,2948647,-13271409,-406645,-6541402,5270856,-4968718,-22677078,-7340282,1661847,6555236,5198690,7812343,-11186898,10352518,-4773445,-12767358,1577912,-3092541,5629639,-16666529,10930323,-943528,-1685560,5862262,9824053,-6316571,-15624630,-13473611,-11826828,-8220468,-12328565,9546425,17328240,1292434,-13324213,12734459,-11810506,-6795016,4716454,-287546,-9489714,8322808,-15903240,3908409,4938401,-6854636,-5478179,-510468,-5299623,-4172486,-8026144,5803602,595205,884033,6284586,3938641,3026715,-7398998,-57626,-13089102,5003194,-18941963,-17480973,5464123,-11928835,-5779538,-6639874,202522,-2202582,-3566369,8865551,14188052,4259056,43484,7774836,19858570,-17285079,737193,-6181413,8946173,2389625,17812614,-5836048,10257353,5344569,3731313,-12372693,10812028,-9501934,15340990,218956,1442331,12109406,6963392,373086,1068878,-7015659,-446691,-5434777,-11327695
-9907917,-2122699,-1100884,4189062,2604006,-3532748,13937047,2764601,-4158502,10908432,-8741755,-4385573,-14950981,14653441,9468493,11256880,-4160192,-5309760,-5740009,-1979851,-7254699,-4923080,-608806,12547865,-3916212,-10062867,7139718,7790202,-2591318,-12465160,4392263,-4558147,19324928,-8011317,-2105220,7593921,1364053,9875332,907753,-1251551,481322,-5033671,72910,-8928835,-4029767,1298918,2966386,-3816902,-566722,2307436,195274,-7263775,11397686,-1358916,4700238,-3468395,12191864,-876527,12929546,9474115,17889323,-342587,-10526502,8213447,-2898476,-1471153,14762487,3565253,76631,-12237914,13808565,-2609735,2169913,-4564965,2310044,7042203,-1185808,11883509,-6691934,8163179,-14715020,7096818,22100473,4167158,2302124,14198628,5068643,-334233,10802229,-5831285,-7804233,-10928292,-1539200,-8257290,-3815494,3874929,9998086,-651297,-13360197,-945902,-7359849,-3065898,17867207,5909750,1721063,6528072,6672799,10429984,15941851,-14086027,-5575803,1570792,-13238907,-16640877,-14021150,-2527221,-2509150,-6497782,12028186,12979082
164883,10982624,-17889649,-7011224,-26463640,-1311196,11662662,5876227,-3520946,17392442,5798206,116378,19192544,-3721741,25870459,1265631,2754194,1395174,4693492,4305776,1333573,-5698359,-3348481,2906031,-3128389,13745030,4425207,-13055415,-5589270,-7170842,-15653264,-11553080,-2841404,1052781,-3914487,22301873,-6899617,-7303416,6475947,15654093,-2387063,11180629,16990466,3857377,-14758432,11049160,6320807,12886986,868791,5010676,-2672290,4286765,-9367203,-10685576,3196385,3243636,-3388432,2736372,-6114653,5671944,-21307474,-8065453,7437852,2175004,12719110,9688173,-4587620,27188063,-408001,7923148,-14317641,-8479941,-8369178,-1150861,-1605407,-2360777,-626784,3645243,6625899,-4136643,-11323323,-1346453,8435166,16925874,-9066268,20837839,-10755015,-4551393,6685225,-12552983,-6340795,-11954415,-13204653,7155131,-2903153,-5254512,9806903,-6340214,4617203,-6710100,4424107,2281993,7196532,-19549632,-7030825,12495279,-13530122,-9043927,13147742,9960133,-3006810,-3331228,10453113,14415054,-3667365,-4125432,-9965663,-6883817,-1907905,2338487
10684765,-376529,999396,-8069923,-3433466,3980792,-16040666,-5176850,-5368492,-1203376,-3968003,-1157527,5765640,-8986437,7871330,7319420,-10447836,-3428368,12909472,-2103960,10775027,-14140219,-5603089,-939162,1264652,12865807,-12846906,-10168884,-12887999,16603958,9854724,-3740229,-8379925,11139455,-10548004,15905482,-21141662,-2299732,17492872,17869895,-16678577,-10094985,-4086179,-6941453,-1148456,-4600354,152882,-1405812,-12899009,7940905,-4431332,-167767,14171627,4016895,4491121,-3502873,-4709434,-1157802,2662222,-23261638,-2107009,-16597218,-5783420,-13173033,-4423250,-13952820,369834,-6787326,7301230,19646024,-12501317,10907388,-12835294,-817669,22104199,2098305,-1494466,2760142,509118,-15365792,6304695,-58646,-20817305,10934291,-1866582,13815639,-7106590,11166658,-11593700,-9293660,3490229,13156245,1915724,5682417,3795295,-5651339,10060895,-3306599,-8563347,-3824619,8139678,9330390,-8924168,-12134283,6626372,-8325278,-2170389,-5961001,-3918398,19899690,-3823367,-14154763,12032619,5159228,-10331839,2173271,3051756,7077477,-16675884,-6918175
6314410,-16785122,-4504438,6149261,6714476,6547738,8569312,-8751774,-10681588,10975001,-15748350,-8942132,13483839,-5820376,-7149075,4907531,-12904156,9228230,4860628,-776128,5994856,-9057377,822234,-1981595,9617891,-15562568,-5604528,-698325,7070819,-8018468,6246682,-261173,-21202,12728518,1897486,-788545,11109686,-609867,-6163010,1184637,360428,-2242564,-2413543,15168621,20696406,-12957570,-1415049,-25585071,-8015830,-2500847,-12535884,2513832,16478346,347241,18488,19773110,-1247021,-10935227,690073,-4028516,-3508329,15257113,-12204241,10483405,-9725520,-23216,7021843,6493553,-1448677,15989553,616345,-8496895,3143902,-1853937,9037429,8369725,-1498885,2638390,-10761580,-10511734,2870209,-1029128,-1966959,-10645837,9019565,7288980,-337108,9906511,8012430,-4152520,4160979,1635476,12021964,-12096102,10571506,7434895,-10783627,2965575,-12337645,-4439757,-1284987,11840187,7780128,1336348,25277045,9024184,7262166,14413653,4871132,2749476,-2520065,-3473166,2414024,7734920,2003543,9917707,-3853503,12992498,14927724,-18916808
-15812316,2811694,-7966038,12758064,723576,5853852,-5649323,12044615,14556592,-14692110,10999021,-513520,-23641626,-5804014,-10218269,8528538,841758,10156021,459905,-8649067,-3528009,243885,-9721507,-14752621,13522435,7918718,-5255090,1127427,1424517,5132075,-9217238,-4901677,4895186,9506374,-11571191,1125328,3231592,-14744097,-7152566,-5789411,-1777401,-970067,210852,-9874063,-6360665,16750518,-22064959,4341297,3787970,2537810,9825470,2338861,7992054,-1623139,8231522,-4191771,12407422,10511053,3581354,1200243,5169301,17305481,-1988485,11384361,13137942,3925573,-7309547,9129952,-16607326,-16007223,-16207241,-441792,-7378376,-6878800,-13667365,16322891,7150458,3261260,10147505,9788406,-2233376,-10277701,12108248,-2482604,6601091,-7380065,-808672,-7623821,-8629685,5572886,7669155,-354241,5675956,1939375,4448936,7430001,-7609339,3448640,-652788,14338206,6662772,-11038075,12570433,11645246,-4433721,-8814017,-11122779,9415054,-6386728,-1902198,-5013754,12542553,-2543762,-13898734,189110,6063692,12588455,-3863336,16243500,6002087
3367027,-11108553,-428772,-93926,-4789777,-15525622,10011607,-8304177,3204038,-6049548,-4053480,-9327180,-11208423,8449975,1915968,-7256289,6756535,-20019767,-4033630,-3595174,-14151261,13109778,17965055,428160,-2602045,-6005270,-1544867,-8358845,5994296,-8071321,7944114,873688,3547030,-6950386,12139605,-8114623,10829770,703028,-3458070,-4482587,12844275,-4748640,2062071,4515430,-2510813,-3200708,13787641,3591847,7231731,-4813220,-19361494,1462647,-13512792,3221839,-4914875,-6023452,5725785,3061514,-4641981,6174013,10696224,5862771,3059632,9315385,-13670238,7507122,-127483,-8539871,4150231,11548609,4396242,226256,-10893143,-5791204,-954241,-3657848,1471057,1523612,-9265554,-4649592,-6255389,8279369,15550692,-7865584,13239127,-2121705,15933307,-1151508,5770994,126944,-11808488,-5950261,-863864,-17893939,1252603,-16317367,-389199,6075405,1214519,-7061908,-2542675,-9551774,7477525,305914,-6704276,5984050,5990027,-2207767,-3938515,-20656664,11865702,-1645316,-4586903,-3130714,14975781,-12000912,774356,2708534,3175792,385873
-2415844,16690751,-9351387,887944,-29058,25927092,9818104,2112608,-1617170,-4888950,15952467,-12936636,14378657,12035160,-4764177,4642330,-8672001,7151926,-13194027,-7176051,-2798641,3172245,-4865046,5981566,-2019221,4461601,-491699,4277620,15260635,-5234951,-1557385,13873503,-12948412,2699785,2727154,-26219730,4397591,9796616,11662005,-6864993,30862154,9126155,-3221719,2008774,-4271807,897321,2221071,-1928105,3104255,-588095,-89173,100415,-3279662,-10803137,-30108867,647853,-3446586,-5282173,8684627,33885744,-11014776,4006593,-6048647,-10402867,15573642,18889125,-1222188,8618587,12196849,-2362392,-6113287,347722,14744496,-1660992,-3839903,-12392724,-2632361,-15365091,-6541186,15472795,5160853,-5488510,8740323,4293960,-11966903,-22752741,-13645420,-6683244,7909826,-9153317,3391584,-14849475,2236071,3822595,-1500158,10970112,-2330131,-2460962,8857511,2953447,-7220925,30249,-2045774,1273515,-3812483,3599467,-1684112,-11674412,-915863,712440,6422504,2215229,-5947835,10797061,-5474693,4013453,-19368837,-4426462,645925,7835986
