-63797,-20931,102833,12602,36568,-1770,94680,47359,-57117,18624,-53720,-44963,-139287,-29064,-23119,-36589,23080,72375,20832,1624,79947,-9083,36687,-89211,-60376,46363,32297,52046,18580,9164,-60415,13141,63474,-9157,-42612,-16170,3110,20837,9797,26161
-19790,-30237,128086,-26050,-28084,-33186,-22321,51015,78484,3431,-99431,-97350,-52254,23140,19550,-2708,4964,21638,77422,76631,32963,24431,52854,-15344,14185,26146,46137,39959,81173,30332,-748,34544,27176,-33572,19009,4407,-26175,68072,11013,-40221
-19640,37998,-14129,18009,-26742,-29790,35156,51575,25891,-26601,9760,38059,833,-33856,-61762,16718,-22793,-34008,-99019,-27211,-7268,-31460,-11851,-9852,-19878,11688,33219,189,-18407,40452,-6686,-79188,7233,-26749,54410,-30921,28704,-54589,30939,12866
-39168,-30659,-1195,12111,77755,118224,-115907,-13974,27056,35836,53432,146489,-102654,-15580,39288,-22242,-22691,60157,-48049,80926,-15391,-4147,61212,58943,-19080,8849,47608,27160,20694,26472,1685,6764,-14580,30163,-22691,-31274,1137,-25645,48116,-32421
-29056,-7664,65532,45528,14192,68967,-75118,-2095,-51401,-28765,43674,49129,-40809,25858,32044,-36038,-19288,70394,6487,46680,15902,-70815,92290,95700,15069,-1839,-38599,-53523,-1959,14309,-14380,-85521,-110216,-37830,-6753,61545,-32798,71078,-8855,26268
9166,29739,14208,24737,-55781,-125314,131524,8905,-88013,-48805,-13059,-14365,58375,-6396,17117,123208,-29853,4366,30552,57827,-100255,-52259,52536,22926,-3327,-8728,31075,34077,-48104,42715,-15130,-6495,94154,29695,97284,281,5389,-34622,-57567,-37854
6422,-33007,26430,-4696,-23292,-101324,79661,44267,887,-59019,-26999,-42023,26485,-21387,-65355,-20716,-22156,-63731,46522,-6567,134623,28631,30180,6875,-17954,-54234,48389,32714,21707,-67445,-86992,-45028,108387,-5102,24583,-57321,49736,-39280,-79225,-23073
-57930,-13629,67329,25975,29956,18201,32112,-6194,-35329,23690,-46377,37052,-95131,53797,67152,15345,-19706,39002,4842,84529,11626,-60961,11491,-518,-10983,-54887,-12017,-20447,2240,63521,49944,-1892,34070,7110,10981,-50826,5340,29506,59164,11638
38334,-10756,15824,-47605,29312,-43007,25515,27813,-88854,-29196,-21580,41122,-49417,-43369,-48205,-35304,-16373,5253,-39787,36416,16928,-31865,-15741,-46987,268,750,-11378,35272,-71284,-43990,-57811,50652,-58117,32230,64718,-39785,10325,-13532,60563,42177
26844,-111141,7744,11765,35161,32048,-39898,57504,14889,-11798,-62319,93130,-42033,50510,15384,-30285,-6757,138328,-30250,58616,-67390,84801,-29130,-80246,-32183,3161,-6240,26687,-22118,-28104,12809,48958,3951,-47200,-42399,13271,-18523,62720,-19198,7901
42789,-12746,-5473,-55248,20514,-65934,6829,-18471,-9444,63912,-1580,-66236,-5554,6700,-43235,34414,74507,-9854,-23298,-16783,73321,54450,555,-120567,14936,-8659,-16633,4764,47088,-10500,-77428,8379,-29413,21797,19639,44286,23286,28739,-14070,-51738
43628,-55433,1480,-50357,-31068,-14072,-15719,-11105,-68363,-43709,-19972,-29461,-7049,95808,11294,-32449,-17274,33316,43489,29833,-36238,57705,-48370,-56825,-13058,25955,-68822,19871,-2938,3776,-9277,28523,-71850,-43909,-15167,-30728,-37235,23968,-24379,-36658
20401,-22107,3560,-1100,21363,17292,65237,49883,-62914,-33568,3527,-28982,-59934,-100845,-45285,-44927,10915,31183,88533,60515,-45372,83973,38662,-41211,53908,26339,17805,-45362,-74322,-67412,-22432,-3885,-41543,-73035,-26458,-8725,-56432,-100126,-63146,53668
-58222,13158,-10092,9516,134917,-4508,-71842,31570,-31037,-21923,-26389,43072,-1689,10029,-77222,5644,138286,-54470,-82219,-83667,29943,-58840,1007,-92638,-8658,-93821,-6905,15858,-32184,-5433,-47325,84552,-78291,49292,-29592,2348,-106846,-32856,37742,72561
-37774,23555,-29675,-80276,16202,-52776,15190,58334,31952,-56594,-64144,1922,9576,5906,-54509,-11741,5136,-10751,63018,26807,67587,15044,6302,41707,-32069,23272,8738,50512,21677,-62719,-14511,3356,90284,-94394,42145,-56820,-90916,14067,27165,59930
59821,-62848,-23355,-97798,-88565,-39967,-43636,27595,88889,-31671,-118065,-19201,44910,55319,25409,-29212,-64627,16540,5754,46175,-71093,45171,-902,-36106,60685,33188,-16188,28397,642,12840,-44440,-9432,-45112,-52503,102914,-32405,4439,127916,72934,-67811
-4152,5051,-6883,41037,24589,56878,32003,-22111,-40336,76847,-11969,-43242,34309,12093,8379,-40298,26980,74925,-7077,-32250,-49132,35043,-43637,22424,-77465,-30,-47910,59545,-5033,-34179,17001,-42377,-17988,19347,-91110,25286,17106,-45442,48083,79735
25393,60812,-15473,-41573,-13926,-1261,55415,-18877,-77610,1981,67588,-1531,-87600,-101847,2933,-48393,-13685,16089,59088,-13344,100073,-13992,30979,34658,-26434,17863,58926,-43217,68160,-361,40054,29452,-4485,-6055,48437,-2667,54552,-34572,7958,31729
29696,23007,-20559,-50796,-5351,-17888,8545,20321,46480,21339,-57524,-20073,-4837,-15473,30628,59779,-26245,58655,6560,49790,46352,16196,-12549,-36281,468,39922,-89931,-19258,-37992,30968,53735,55430,25757,-81908,4047,10940,34236,33253,27325,-19447
-54689,46181,50898,-83509,4108,13847,-23626,8238,5145,87353,-36014,-27065,-48305,53852,17261,-64253,-77333,-32644,92240,62465,5146,40478,47776,11076,2202,26334,-93401,-514,19141,17261,-67124,12249,64212,-800,20606,-7809,20271,15688,83136,128826
53657,-114540,49553,-27991,19401,88201,-54758,90248,59340,-36110,-59239,-3097,22590,-20030,-4851,-139535,3593,-8704,-26707,-17547,-53963,104533,-133986,4639,32877,-45343,49409,-30450,-65338,-89753,-6817,-44331,-30592,-95030,-1225,-60408,-106828,-2511,7700,-22724
-14210,-902,-20216,23138,-77222,17203,-19564,-137677,117018,48553,11546,-14216,43639,193251,10253,107747,33660,-101659,-77412,-112043,-13307,7122,-127192,-67295,17748,94111,79927,-49153,85955,60361,160588,-11523,30756,26959,-47242,-26904,-65677,104933,52170,-24307
-52621,73794,508,54416,-84802,-27805,84495,-106708,-32052,-44411,-13769,-106810,-7814,-27317,56927,-29949,108489,-65048,29784,-16553,4096,13714,-31899,46508,55297,497,34314,-8189,-33101,9805,133773,-12613,27681,-18853,75079,45247,-8827,-104764,-27479,-27487
9206,-43669,52520,25110,43412,34468,-84762,-27573,-57464,-10772,71966,72181,-34736,21670,47824,-2309,30204,19209,-24470,1007,-66265,21650,4867,74175,15109,-83685,-11208,6419,22476,-37665,-332,87392,-960,-39024,-29167,-39484,-44145,57564,-76865,55483
59887,-25151,-31922,-40576,42187,27460,-38592,78744,-9873,39733,84058,59147,32325,-17503,-11530,-23475,-136427,-521,-40575,-48332,31617,-52613,-32295,-17617,-78604,18917,-86203,15825,5535,-44747,-45950,-25290,521,-12934,-81927,-7156,-4749,-3178,28378,69829
