-41024,-42198,63644,56229,-52454,14204,42703,84047,-7807,31905,-6493,58826,51250,45491,181328,99915,-28308,3141,118326,-179566,19963,-26925,14652,-139964,151374,-43364,-190437,-76453,130160,-99070,151052,-82694,105440,30412,67446,84367,-117882,37820,58004,-116146,10291,-146447,115324,73865,9192,-190558,84842,-63548,-136706,189869
60533,39926,-103863,-66072,28226,8620,42246,-95691,-75623,163606,47046,19666,-48967,112196,-441,-23798,-143300,85421,-113647,-65135,70333,132771,-135796,151870,91615,-103658,-24567,31970,-102577,280577,142344,-6820,-51912,-192623,-67653,44844,24976,-244999,-115442,36095,-127481,262199,-58742,54274,49472,66688,-157593,-115676,95589,-257783
65992,-13110,-158424,-58666,85040,6041,-29932,-120111,62724,25968,127097,75331,-158880,-2020,-11233,86950,-56407,38337,-200266,-7607,127123,8203,-39427,-196753,10605,-139856,-6259,165426,-136525,-43816,-26303,140,-47115,-98854,-109551,-41007,6147,-77952,-50732,-26894,-63595,87435,1363,146383,274738,204282,46459,-131670,167077,-2247
-68242,66451,14544,-101460,-110105,130654,8632,-9990,83624,-175053,-121000,67879,-140268,-142471,-10519,78456,108399,36328,69819,93300,-57392,128847,13197,-79996,-50977,79001,134094,145849,62606,-35959,-31357,-166009,223279,12421,-51934,169210,-187961,28295,-61378,133064,83908,-284824,113680,-44649,33796,48461,78253,-69578,26493,-19590
-34372,-99271,-14620,-52651,110439,-99499,63798,108388,-183190,21361,162660,-70505,-2073,249941,-128373,80115,-211777,-38918,-210357,119001,-6236,124190,38254,126023,-228704,29608,-66419,41300,119407,-8919,125121,4089,48633,-77375,-54781,-176140,-99241,-164412,3379,-16403,61717,135519,-89464,-58323,98142,265731,10587,-40952,-90193,-32215
-112916,46632,119527,80144,80903,25116,98807,137892,31197,133144,34393,-87615,129205,82217,117217,-76307,46269,26124,93624,-79432,-141780,82350,31889,-90639,5587,46571,-143486,-104281,-42996,79338,-124409,-18486,15168,111779,109027,-56047,-112733,-225850,31851,-226668,6771,-84401,5803,132669,-76737,101109,193390,31826,108095,83715
-108298,-71501,195952,77045,104563,-54093,-63283,124015,252019,96946,-100102,-176155,82602,160706,139885,-39142,123060,137206,138343,26884,-118295,-62256,235017,-134514,-79385,205355,23227,-52586,177832,-49734,-381941,234046,-112658,-112585,-3134,-135487,-26053,57490,-158933,-57324,26616,-89493,-105988,-8300,23409,-6580,-10209,107656,181670,387707
59571,-22128,-11896,128095,-65953,3484,88816,119085,-88854,-79341,-62115,-88393,-17500,-59422,43465,100577,-101030,34281,-146053,234306,-208045,-175934,73978,53526,95831,84354,-142218,-119109,143961,-365602,118835,137293,-204577,53640,-118941,-138722,-237680,-10916,218380,51686,62725,-109179,117681,-31258,-153313,180236,-108465,58876,-66295,-13699
-37466,15161,29658,135086,-107512,57946,153524,43012,-59410,10092,-20323,-12563,55436,98752,-78554,-125073,241688,77074,179152,59555,-111993,103842,110142,-147916,72718,-190471,-173377,152208,59965,-70644,35037,121338,127702,-25170,-113366,31197,-23237,56640,45467,-79995,-137614,-143250,81892,-177037,40348,-86793,-47545,46886,-163926,-46575
99566,-16755,-12606,123995,81616,-63816,168779,-32906,-11502,8700,76488,-85894,-9890,-23226,-86763,-154996,45212,-51441,-55385,-2024,-53552,96288,-21996,72248,100643,-221630,18948,-125016,-46239,108362,42941,118903,-211059,66098,-86379,92375,-100590,53925,122261,-67896,-152088,41064,12001,77610,-133550,105736,-165541,-130536,83933,-112229
-111919,36340,3661,129392,-47442,-111829,153221,89916,-2317,116232,-14330,-11033,25672,107760,115221,-92817,44539,-80653,105043,104841,-31426,33402,-12921,40202,-58874,-110584,-40809,-259963,-11605,-73105,116900,43748,-90120,26069,89375,-59479,-160302,229385,3835,-82001,-27330,-272,109864,183917,496,-12015,51175,103369,34059,10964
-32669,-62434,-51008,-107886,-49759,-5463,-86679,-42425,-39186,-81069,30606,125347,-63025,21936,-67907,34300,-110346,-110180,-149665,8036,206691,-45906,40132,97065,-133391,38511,73107,97865,114314,52018,3164,-78763,143542,-110496,-8059,-59385,45202,36466,33904,13824,30109,149085,-89447,56974,9707,-10570,-119139,105727,25799,86024
-101570,59386,130422,-95247,123768,19556,-88380,-72198,125120,-246585,7995,188488,-56741,7448,134807,9929,-76223,-118534,-5550,100585,134396,-2847,-55901,191384,-166323,159464,113730,29236,-36399,-29975,-15706,-212680,-59796,-108165,-88234,49112,51246,146041,134887,-70327,-17238,-102941,-61606,-38580,12473,6278,126405,9366,41996,-45365
42402,62932,226214,-36214,88040,42796,-115120,217384,-94977,-111396,249949,1138,301080,-36083,-73740,8406,125256,-664,-53022,48307,-222259,-142406,175529,9938,-134735,197524,-75603,-72491,-27357,-40822,-150075,-88185,83510,89094,-86380,99219,238188,228231,158789,-117132,273072,-233065,41613,127687,-42527,-363862,253643,41390,-35896,209665
35426,-152556,-163731,102411,-258659,40818,-27251,-88381,76232,-279237,-13216,-34299,-303950,-121045,-169262,-1538,81715,-167301,-102928,17299,303351,142955,-37117,32063,-63480,-114057,-25420,123548,-45438,-113828,200180,-212991,238404,243752,102510,85329,-206046,-36438,244239,106949,97426,-344,-9719,23690,-204368,78689,-22577,-251382,65210,2141
98661,37551,62179,212604,-117472,-18308,-11023,-93501,-60300,27550,60558,188877,-64874,179575,173287,-32016,-28268,-93499,44726,-151942,7495,45890,-178575,31726,96188,-3283,30277,-171977,-1200,28827,121672,-77599,-45181,-29314,5177,115414,103796,43093,-67856,-133992,-134590,164212,-10179,-148082,189619,-235089,-26784,-7229,-159759,-53819
86430,-134595,-70605,141281,-132662,-47311,-418,120269,-45605,-2204,78430,-56006,-51991,29271,-28007,-92276,149538,-255111,-213574,94916,-47314,124662,-55689,108758,-205235,40347,160415,63407,147126,59747,8945,154966,98848,104256,90090,55979,98818,35920,109415,-45618,95071,29916,-104654,-12962,66623,-87422,36163,-131768,-40277,224726
43556,-75326,113388,285327,18924,-87927,-23711,-75520,128036,-188709,-97892,-62208,13231,-93104,-46252,-162505,172930,9051,165011,-172551,-41068,-35647,-46783,-23320,183790,-19314,-35782,66033,-68224,-219400,9872,34133,6537,226418,-77970,-55578,47048,71889,57506,-123760,-141327,-21817,-26259,-171779,-55161,68674,44598,50785,-96213,-218
79667,11678,47580,98169,-173871,10377,-11751,34244,58703,-75222,-131710,-76707,-182465,-56047,186846,120138,116127,-29682,160792,-93740,67268,-37612,38928,-80814,48737,58978,-128763,8601,-24875,-3866,-82912,-43580,136868,-55672,78131,31132,-103270,36107,-16309,47749,-207616,37019,-38578,-62428,-164180,87005,-105127,-291751,-84191,-38500
11489,-14115,-115615,-136151,12938,125036,66013,78768,-19030,13551,36237,-57636,41819,-101740,-46402,-42821,54575,-18623,-3323,168361,97493,195125,6350,21778,38348,-81019,142680,10204,29364,870,13546,33908,-54875,-18401,111714,9556,57391,-104919,-1761,64454,-31750,-62416,54356,56294,-10126,67883,-100675,-140423,122766,-32594
86008,85139,-31472,105352,-18288,-52534,-54112,-33206,-93893,2621,87622,-167595,-112367,-36360,-81312,-18242,182054,-50919,163850,-82316,13551,-40224,-81366,-26488,-36898,213022,54330,90451,6420,-80949,-69761,286078,231199,276778,-144662,-140469,40916,1481,24928,-279595,-97131,-44538,444,-17845,-52502,15225,-129211,22688,-43996,11263
12336,-70796,-46184,-40510,-56793,77808,-72793,-131110,2009,-121797,81005,182719,-124607,66450,-149542,77343,28251,-47132,-63247,5638,21630,-70582,-113056,-16588,-125004,136558,132426,117983,-62618,-36753,43303,-98337,-69991,180208,-48450,57880,-16046,75137,118196,-52948,42478,86624,-43431,-165198,115418,-60433,41848,-37301,-83756,91955
50563,108853,84825,-84560,-11844,-42702,72267,76704,-64726,8298,-29091,-96277,-50344,-50864,-75734,145921,-101612,178628,88390,-100608,-49909,-52524,200536,-96565,198483,5937,-94821,-35142,-66335,243931,-83450,66939,66952,-148573,104451,164798,71314,-65318,-83571,246003,26948,-100582,-26387,-30380,-74030,181405,-167707,-81427,-11482,-236088
71483,106936,-44979,-135331,43247,10597,-259883,-76346,26247,56181,-83070,20023,288222,-268146,49474,153022,-118419,121474,73769,-109457,5142,-233529,-124871,40839,-117171,34850,51426,78218,-161019,-42688,-54092,-45399,247839,24228,-70648,87783,74274,34617,-38828,138873,178023,-939,23875,187115,43532,-118386,74077,218409,74754,-17580
275,116734,-26956,-153571,68094,265841,92459,-229609,-95729,-78595,213747,9868,-135029,79241,-201294,-43872,33073,-76064,56034,-2673,73210,170393,41356,-54088,-118583,26443,-29614,-77368,73098,312125,-74676,-229430,-15975,189860,-99771,38583,-61110,86356,-10003,-141442,-109445,-59494,-97897,-194256,6167,20644,58431,104443,57821,-73412
-112938,105438,95789,-51345,295,2040,7495,26749,19132,145004,-77205,47382,-20278,59449,68996,-47377,-157529,210556,90185,-129278,53357,-52992,80571,12971,274635,-146887,-113843,-137400,82995,-41960,-7061,-71885,-107316,-205802,137174,81400,157616,-11802,-59370,40810,152140,-20340,-2073,88283,35238,-18695,-4381,71749,-108787,23803
32664,56798,-141165,31080,-85584,-123801,-7376,-27171,-38193,102545,-197195,-166406,65378,-231514,187911,212484,-62743,-237841,3582,-93691,23669,54288,226691,59252,-7500,-162828,-127421,-109916,131295,-7037,141179,-56724,39112,-21592,187252,25655,-149215,13486,-203305,11093,-3876,-32545,91467,-9626,86271,6420,-34002,5506,124353,-92773
96408,28048,3055,-28160,69674,191029,-65833,-135377,181535,-138560,17856,160683,53432,72358,41738,214743,219503,240420,239098,210958,51489,-31014,-60730,25212,197608,-176005,167144,9411,-26154,11365,12225,58453,-20078,176950,78077,82270,-5337,79670,103397,-53061,-18282,1625,-94522,-129692,68234,-33645,-202678,226871,-159834,15661
75876,18186,-114404,-59282,-177848,819,-89265,39802,-62949,94795,-48413,77885,138187,83210,51127,-53123,-53011,19613,-49561,-17270,177367,-63968,41335,31003,-163795,-145436,120904,-49445,-27948,187906,42043,-99774,24550,-211332,15719,149686,61129,-39742,90585,169409,-39561,205050,-68331,-71900,-15913,-46542,-214010,-166747,-91601,-24106
-75995,-113981,37921,52054,-2013,-61648,-81642,73836,59951,94234,-176094,-20311,135969,110129,159048,88485,32085,-2175,139299,50681,63366,-122540,-17224,48757,7596,15950,-237246,-121179,48785,-177246,106958,-96292,-22002,-48886,2103,12389,37708,-1388,-213708,31676,14398,109875,-3618,18136,-39391,-33261,46792,210512,-219628,172983
-24128,138816,-55666,66627,-147445,28146,110438,105404,-144267,63389,33388,133560,61311,-22436,168262,21746,6035,47075,-172175,66336,-137282,108092,-24373,217127,19676,104787,65006,-29051,-38704,-37432,-57366,-79449,16266,-103033,98904,-190854,-49468,-84828,-120738,108356,82091,167052,-78776,155237,135493,240,67746,71674,153085,-35339
-99499,-131697,160654,74054,64465,37561,-61655,-17037,319991,-152384,-50601,-20045,-165673,151087,99517,-74482,150019,2501,162981,-131518,134719,271020,71734,-182471,17566,-26757,-32985,118847,69029,22567,10292,-135972,-10351,-112777,-153056,93670,-46932,-44730,-120491,51006,-234748,-4721,-33525,46244,120423,-57319,-13984,-98850,-65731,2131
-92430,23391,38167,-41863,-41418,-3025,124081,-77450,-184839,85526,-54478,88420,130890,-86885,-114460,-70497,-27324,-30850,120860,-14918,-12562,-158492,-58527,-62018,109397,111003,-127956,-53644,30989,-67269,17121,15382,163941,96214,-51880,65441,-82192,18496,25629,-3963,119148,91381,83846,40180,-150989,-50220,-127960,66092,-136590,76560
67510,-70339,42212,37296,-13354,-6353,-123208,-7991,44633,-87042,-36974,107832,53697,135245,78454,112416,-38457,109862,-55844,60941,-3853,-53677,26403,62170,5684,-94173,-13763,-3109,-160181,-27224,178079,55098,2728,-15410,-22368,-26246,117953,55351,49656,3986,-47269,1746,-64943,-48423,1878,-169096,63970,63251,-128474,-50305
101987,58967,-2381,64268,4347,28406,42732,108426,-221406,98768,319311,22140,-44447,216731,-24784,-26909,108615,-44171,-158174,-24686,-69329,72067,-93603,26526,84028,74959,-105641,-3718,-33944,146783,2538,-72229,-6280,40013,-67600,-68701,224431,-106444,106050,-270495,-69598,110273,33456,-115560,-12492,-44816,136893,17838,-73500,19179
-9880,78571,82598,-94777,127626,146988,165496,21408,-65430,-59666,276015,226655,56153,110200,-133262,-103237,86288,-6571,-94829,45501,10240,105299,83219,-76781,117324,16230,-76352,95220,4500,17850,-84829,-24704,-48219,-147716,-69134,140148,9913,-42503,-14373,-117162,145009,-74762,86460,-37898,144036,-1255,121165,6791,-75840,71164
-79747,-23468,-148312,-137857,117750,24957,85424,-169400,-99662,197610,83333,56252,17563,-57000,-140375,-57291,-51632,-79454,22843,118415,6909,-87352,-280309,-161141,162306,-21197,-79552,87498,51145,121401,-66081,27717,-82306,116812,168325,-255327,-49833,-52698,12110,32737,-8496,77214,111671,7711,521,-69166,-78301,146851,114111,161635
-84088,-153133,6198,55155,277480,-255365,-61465,-191607,23243,56045,-27558,-123851,92519,11082,-259358,-127507,-148653,-209927,-41169,-86275,-79814,-30259,-326755,48366,55425,-165168,76416,-69195,-11639,119487,161161,83416,-61936,207837,43861,37744,86664,12081,-4174,-122129,13381,31281,66,-3200,28330,142144,213237,-10872,-43307,-65770
69043,-59788,-62706,38398,-101864,-92857,-45636,-25512,5885,-58608,-53435,-51966,-108740,-6855,-166591,-55872,9041,69134,-36522,-52821,-659,-59012,44943,62198,-82473,-112488,134590,19874,-130238,11291,62371,-7860,-31951,180564,-22801,147047,82368,-11335,131054,-78071,-19610,94278,-65804,-104183,-92128,100612,-64564,-87333,-224649,-109446
-54682,-128904,85913,-79670,64905,-107398,110527,30807,164178,-231143,-24972,136949,-226938,-110709,-177378,-163556,148085,-231597,-92822,28075,113872,125675,-90455,118226,-10833,31110,20909,297281,-225055,135296,-56041,-187347,32547,-202225,100661,207486,-49870,185715,-17823,152994,84570,-25257,-19984,9610,52999,130136,-58799,-288612,-183456,-82768
