5869284,2831200,-11697964,15763208,12535538,-2198970,-2546875,-10717405,-8641686,-1584140,1468905,-6354271,-1872123,-537542,7818607,12074797,2855253,10865871,-2215657,-1254021,11593034,-2457618,335333,905135,-8308227,-9872286,-7972580,-7531925,2928329,12820859,-10599959,-1389126,-399857,4489989,573333,4771549,-6518992,9849465,3612239,7857340,7681401,-4684372,-1952530,3206732,6378454,1350890,10931226,1899006,12430222,5354686,9387613,13315941,2361858,-13001378,1540335,-1730572,-5785288,12008561,7733803,-333258,-7023723,7381888,2240631,-1450204,4907455,9875037,14483698,-2159448,3231063,2285087,7810337,-1881441,-2311191,-3160103,1247563,4984648,9094198,6878768,-13672426,-11168907,4368387,-1008565,4886737,5920881,-9887025,-11474920,-3348355,9795164,6424929,-11274408,237480,3790990,8800315,-5904010,-12995481,-1390779,-4238436,-5605240,11815158,-3422242,4672281,4064017,-5361944,-590575,5714348,1661771,-5856302,9536177,-454176,6345924
-6665055,-4921180,8645176,-9306142,29730,8038286,9811826,1522977,358970,692208,2868469,3170156,3302010,3602307,-721117,-130227,-3905843,-4147641,-5615002,641272,-8914250,3892026,-195751,-110840,4460701,2310067,2979836,3681777,-5624007,-1232931,3673305,-3612398,10877887,-6545073,232963,-942302,11911257,1591719,2523197,2300528,-2357197,-5855,7246531,-3927675,-5733901,-1656450,-12256269,498422,-3209326,4266740,-4019287,-3198133,-1746916,4879848,2533860,5844757,-3215047,3577546,2086908,3239627,3550201,6166108,-2929076,3272071,3113466,-4437199,-8784238,-1874945,3366700,-2767603,-6553524,1155650,893278,285251,-8476748,5312537,-3679417,-5503482,6065520,10288986,-7748626,4696243,1678451,-5153988,-2805835,10248643,-13006657,5166091,628974,1063115,3599290,2600316,-6845847,-7750309,3768945,1756833,-3540415,2444485,3042436,2427048,-9965961,1032871,-898787,-8441476,8094844,4810502,6373806,-5263581,-3721152,1368337
-10541224,-2963718,3575472,-1767998,4344675,4047448,5920934,-6201718,-1923151,-1531762,4058986,-4895867,-5302683,2314482,3842371,-1409611,5929261,1640666,1962089,-3239392,-6831903,2964518,896785,-1346413,1104643,914437,3091922,1291063,-10433867,1581770,-2073776,2172162,1135967,-32302,-3263749,2066891,2938435,-5122120,-875918,-97902,1216197,-2343371,1777566,2945927,5862690,-8146107,-3437611,-4578570,-3005922,-2205590,2439374,1910868,4695393,4171966,-8101151,864137,1297667,-5396995,5337734,438821,-355787,-1420538,-4234222,5693681,-2146937,-2375843,-7049266,-6295910,-4327797,1560508,-2099629,2183624,-1263369,1286528,-2323616,1018826,4166551,-4407153,6121253,6563817,5321633,3945236,7143409,5510438,-10011067,1493735,-7643401,-1625696,-3141150,2728725,11778911,-870419,-2244277,-7662988,2276166,-1651013,-2352527,-1990036,262453,5255287,-2387998,1285062,1535581,-872413,-1858938,-2384952,-515991,-800716,-5217684,3955124
4374748,-93579,-2029246,4191217,3526536,-811379,-675864,2204126,-1613422,-817370,-2298995,2493373,7607714,4575068,7385627,3765545,3037849,-3546898,-5668171,7810495,-3524104,-926809,3797090,-2361370,3032937,892264,-7900831,753179,9300461,-6037140,2673220,2723815,5346282,2651430,-5307491,2457222,-9894320,6468278,-3737366,1474487,-3565889,1897372,2003606,-972189,2483103,-3296925,873038,2589808,2627900,382057,-8853949,702487,-2134478,-1549727,907950,-4136052,-9152537,-3536597,1680949,1622855,-5508137,2763206,667982,-1830065,5092951,2431139,1102825,-8436564,343107,2744770,6907748,-102406,-5046067,-12039402,833508,-5845318,6276560,2133439,-6241658,-4216150,-4924405,5332859,-8447432,-1726505,2156289,-2470783,2564942,1129960,4888106,-1913724,-6143642,3165201,6832104,-7978328,-6627937,4923414,-447986,-6473315,-3628885,-5786632,2606635,6329601,-7776336,-2808895,968045,10579642,-3662139,1698066,-1016943,3350187
2078002,3039367,-5759149,4544278,9410710,3128357,510913,-8200886,-2555530,1408354,-5061410,-7926160,-3574897,1605098,-1224294,-3586490,12407929,3877779,-2200988,699372,2466371,3727119,-1419084,2028447,-2079895,-1072383,1965214,-4560937,2620123,2765942,-6782494,8296876,-1273891,-1194886,6575893,5684025,-5678061,-1178966,-1188069,-1276184,-1715595,-3439816,-5658078,7894768,3279144,1776822,6877055,-3433271,4993699,-5944999,5677679,12124008,3637422,-5143922,3233976,2308838,-5678945,3738922,6933723,6119411,-2541585,6982555,752126,2371113,11856516,5970258,2836468,-4888408,4774400,5500687,10058757,3591266,-10928805,-10491447,875082,9259916,-8485498,2811435,-3342220,367922,7350438,2709973,8809028,12313361,-4038982,-8480979,-2211992,10816385,5782208,-1656948,3109171,119951,9495950,-2822234,-7471412,-1622359,-11065382,2555059,6684701,5365420,6421287,11447717,-4136183,-3208169,-596872,6529858,-8845793,8210090,-8177672,1486028
-6089080,-2085050,423762,-1151595,5251989,-8614178,-9294613,-13547363,-5960817,4199239,3567541,8752411,-9777381,-5502593,-11587879,-4904289,5127656,-305891,10724860,-10408839,-3300763,2458874,3003974,8562824,-16013792,-2691719,-992855,5828643,-6444481,567493,-2639655,2820361,593322,7249840,-8950020,4338352,5599352,-7932637,-2940447,5508014,6768136,-10716364,-12205690,-11216424,13438966,-14341650,508825,-8730241,6772163,-9703573,15554719,1431105,-1640001,-2687354,-8366376,6682987,5310002,2841957,5595143,967494,-6785146,5019572,-2343622,1252208,-3362786,-4343682,3347328,-6384757,-4008088,-2664698,-12722330,228104,-3552420,-1611994,6170314,-2627568,6125878,983072,-2544315,-5518763,9839249,2000223,6758661,-2739099,-11004959,-4553095,-847914,-680925,2792111,10842906,4480297,-737150,4770343,899124,-7732579,-353873,-1591884,713728,-10388828,-2621607,11776932,-2633567,-5003143,10351314,-4860547,-4237413,-4607925,772473,-11257881,10375260
-600004,-2326244,-6757004,10361645,1650267,-1214720,6068514,8509504,2762015,-1257110,-6159313,-1909525,1610813,4001983,9596865,-5965818,-8312622,9832908,-1223930,-6442213,2761463,-12567393,-4046724,1547126,2371070,12152830,-13717580,3386683,7644477,-4493239,2633098,1288616,-906240,-1923080,-7705801,-5149645,-19598099,3373141,-5861830,-2213435,-4063973,9040291,11956146,4053862,782941,-1998693,-1994635,10215559,-1128136,5926414,-6539090,-9443813,5808134,2351366,69256,-7109887,-1990286,-22638996,2203773,-13883618,-5565308,-9195520,-7720525,-2150963,6015673,1473700,-1583972,175263,-1709354,10465604,6798757,-5379345,-3509563,-5009346,-4437263,-7018016,8909626,2589608,-3495049,3608412,-7235463,1300021,-14261635,5779971,8664039,-2277149,8189737,-6327725,-3579643,-4829321,-6794363,-1103192,-1894110,-7768551,-3035793,9376678,5400060,-7513965,-11625323,-2397061,-5040510,-178372,-5862872,5016779,-9125069,1552811,1427707,5840532,-937665,3005897
-1291215,4139467,7848113,2026011,-2337484,-122516,-3653169,-3707371,-1045134,-3214120,-75088,683961,5270081,1553838,7297426,6156456,966997,-7240619,-2847061,-1322761,3729150,-1660988,4275620,-2140637,2235994,3762168,4392522,3088423,-4624946,274707,6428911,-1063416,3335210,-298007,-6141516,7113624,4476133,-2830891,1669141,3198720,4930513,-1385252,-5170386,4650240,-3998270,7906309,1745434,-1614399,-1607004,-1526736,-5665031,-2117292,357019,2463087,6888479,1913711,4617052,1161933,6481972,5751219,-1570245,3972731,-1501635,-2832325,-5142551,2390555,2217009,-434683,861741,-536156,58197,4004354,5561136,8642159,156341,-8958461,-3909485,-287261,2465727,-8584878,-1516114,933070,1626671,-1871986,7886240,-1895956,-8730778,-4038816,1693635,-2500271,2097010,-3286551,-1691681,-2610601,-6060518,590496,2254663,-1349374,4379467,-1063690,-3047280,-6119186,1685810,-8241793,-4115589,-98113,-983194,-1147007,-1390710,-975727
-3587553,461754,-71181,4787309,6080690,560378,7308261,-2896239,-3379938,5305575,292975,5441038,-3463706,270652,-828863,-5683072,8130541,1473726,2324880,-8094775,-2085620,1613436,2361483,5462213,-3854983,2095740,3396807,2842469,-5559476,-7681226,5205498,10666485,510809,-1887267,-8440474,8507033,-2525413,-1029507,-3348592,537973,-2187605,-2764051,-4129177,-1716805,2495318,-8897388,-4044008,-2103837,-2616734,-1581823,1252453,1973515,2879928,1316829,-2301619,-454854,-1900796,-6923137,8955007,3869492,730253,3627364,-3004955,-302576,4220030,2073187,4216869,-7263185,-2396009,892572,3053626,1640273,-10665245,-5112452,-114982,-2832110,-342936,-4246556,-2102354,3322057,-785853,3428121,4584006,2079543,-5313507,631383,-3109030,4237551,2510744,9516482,-498242,-3178684,962285,-1001321,-6143650,3223982,-4073521,4415698,-4395742,-1641339,2342659,7150544,-3552217,-1247882,346068,5449936,-6925215,4046873,-14173923,2448365
1485267,9184943,7684726,-5352066,-5561134,-3148050,-8889448,24144,-12571703,10041906,-6849739,-5230949,-3597097,-6792452,-7220953,6164225,4868846,5401617,-8257831,-1046666,194518,9768177,-7491299,-3360776,-4935224,4803992,6795419,-2145410,-4659706,7141029,-460644,-6923342,-1993882,3089962,2119190,1460054,7549005,3225476,7151925,-774880,2435676,-1672970,-12712054,-4136635,1393176,11157067,-10365692,2189846,-4062984,-6548234,11168160,-3489894,-969830,1937764,5713663,4394220,5882343,4782421,-6596615,14471282,1164400,1477718,11671230,-712787,-5773603,-7796841,-3725135,13801848,-987554,-1775519,-8213423,-3622109,9691676,1330565,-189144,7912946,-8534872,10230321,8830196,3047945,-1524419,498398,5909782,4224670,-7594646,6230733,-2346025,2994055,11577072,-5089043,8273251,-8303711,-9312384,-1669554,-594282,-9868548,-4862995,3098671,10530130,6047571,1931776,-5953465,147056,-1380004,1316998,-3109145,-8750198,5194812,-4819900,-624316
7470542,411789,-7570291,4687443,-3601397,-6354263,-5844122,1752138,7807989,6078623,-4940275,7219803,4236301,1187828,-3897466,4393379,-3523625,1237018,4825433,4677854,-3976,-10417923,8273545,-1831769,4750279,-2295543,-1517888,2719549,10590607,-3941332,2366524,1149972,-6005592,-3634411,-1272601,-3299717,-13574182,5396871,-3019410,-2214367,338711,10858722,7833274,-1587557,3349203,-1922155,4167994,-395948,295033,-263380,-1517985,-7439934,8671251,-693305,-2692683,-10052963,-4447539,-8473519,-3274110,-7303337,-7103709,-4173585,-4008688,-2740557,-4414279,-1521804,2143170,-1436538,138076,-4704846,1384034,8774762,-3558720,544467,2981212,-10828785,5406065,-4130196,-7673369,-6600473,86463,290697,-10544794,-5702429,17966928,265551,4735560,1467590,-6730101,2583217,-6474327,-7944364,777475,6084241,1207185,9001663,4560793,-3153938,-8381796,-4097277,1720402,-2528481,351374,-1318744,-8262892,4148699,-2720483,1107566,3362613,-1316105
-2341261,-8802909,2905697,-5793547,1809103,-1749351,-1969587,-91718,3691607,-9447354,-1506319,2595525,-1182154,5009076,-757720,1670696,-12987663,-3013564,3139578,-96745,-2716089,-637701,906630,-3646688,-5173039,1968137,842007,1000170,-4515330,-6152654,-9641204,3004324,11402457,6833795,34359,-8609363,3820118,-3234007,-3071862,67145,-6660136,-10021578,7305024,-6648363,-5043468,-4988614,1377837,-6115141,-5784768,-2326561,274103,-623504,-7381382,1564829,-7122088,-1910589,2081328,-7175306,-1982639,3916358,9498823,2132152,-1424108,5839337,-343089,738496,-8864444,3482068,-4969838,-6217632,-6358768,4512596,-5188364,2256648,-1029515,-6609825,11414494,-9991911,9874401,-2442649,-2378440,-2866933,-8140266,-7559510,5870232,-4256229,-637241,-668114,511403,1378701,2691312,2518798,-2015908,1649765,5864562,-1335070,848798,-651456,-3675559,-13077407,2764829,-4656168,-8079731,4423437,434639,-1586283,9674915,-6933912,128006,2603495
-166581,6471053,6187750,-2667723,-4473421,-5206780,-3441969,420565,1384443,6657454,-1259701,-433462,-2722347,-6600201,5934853,-8424852,10623555,4260391,576536,-9762632,1723317,8500270,-3560491,9520889,-4217714,2213295,6890938,-4326745,-5992583,1325094,-1567503,3980279,-765645,3216333,-3685718,3764707,3967773,-3499712,2077916,2171163,465424,3991880,-6957054,5739277,-33083,4886925,-3914494,4237587,-2889627,-6064634,5672122,-2202719,-963501,4579739,2427237,4908265,4992612,5105712,2092549,-5711992,-4213095,6271495,8622857,-1031403,-6792729,-10174409,3546080,-144479,1176104,1692712,-352151,-6852597,9135140,6853432,2828618,8693923,-7446645,7725792,-2616915,-3207235,168360,3603195,7990648,-1080042,-1333751,-3218674,-4523179,-2002579,4783747,2837553,-1151554,-2001948,3312842,6603515,-222778,-7593207,-4998048,-8712785,7159287,4451587,4933732,1435938,-3876065,7685335,1789299,-5150928,-4420604,128791,-5316596,7720413
5320894,-511837,3619652,-8707157,-3853115,-3454083,-234343,5738791,-2308611,1246224,894161,2891328,647973,-10096559,-7486901,-2249730,1088925,-7715361,-9810619,10508292,4214270,10745124,-6330520,-2496645,2500841,121603,-1504342,-2632463,-2273961,3631985,-1192442,-1996422,-3340527,189520,9821739,-69637,3565916,1290118,5331997,-1521131,-1013043,-3331517,-11810451,-4897977,4186887,8536132,-2377926,-262180,2204172,-2026093,4046707,5155134,-8951052,-229243,10728717,4263742,8698207,5966945,-13990415,6890700,7013229,-5754254,2419717,-9938455,-2098205,3047836,-2668655,5516497,6684930,-583947,-1404528,-11767680,2054855,-4995150,6051541,3862937,-7854503,6827733,-2362854,640491,-1281380,-2894455,-409539,-3536085,-6827792,8637999,8758554,1266362,3814997,-2116417,365372,2829094,-3213038,979876,3750480,-7651152,2190060,9440206,-3643582,3203807,-5062463,-5709738,6034176,-1091101,-866888,2941695,-6770121,6080433,1189182,-2070796
2924847,-945990,1219373,4011876,4663045,-4994689,-3114909,-1677417,-5561226,-11780661,5563473,669061,-2198107,-612392,-1801960,6008416,-8071618,4806291,12880138,-3344755,9922917,206651,-3148487,5330034,-899938,-8023626,-507037,-6405988,-1240268,-1200246,-3044042,-6458421,5927960,10545379,1883935,-2117652,6252739,-3354800,3172027,-1749290,-3574394,-8973539,-1913419,-221374,4726090,-6392180,5627841,-10431188,2065369,-2312041,3385728,3101259,-1579,-9970650,-6441384,6824102,-365582,8378716,4726244,1924490,9113731,562301,-2429078,1558273,5482445,-567587,4135727,4756018,-6996275,-5457458,3445535,2526941,4047464,2142870,5336618,-3633237,473986,-4022870,-2013558,-3705769,2402090,-3215363,3313546,1424088,5792739,-9150056,-2391999,9404992,636996,-20158,5052454,-2650516,6238746,6866703,1296549,-4651383,1198822,4114397,3919640,-4731099,833727,3974202,-3896763,3567661,8736168,-6494595,2461270,-5230252,-1805193,-3836522
1692362,-1319814,-11789170,9135080,4716141,4314360,-514369,-171150,2001860,-9357320,2615787,-5717753,161874,13275607,8661848,3371924,319383,4251163,4086346,8267429,2496937,-11251660,7493823,-838666,9412516,-7941050,-12130659,-5154595,10427124,-2283431,-381651,3820587,605698,3696811,359004,-3481086,-8543652,5113748,-4617624,-3064722,1473270,3294040,7474583,6335055,6304446,-10357582,5087822,6155804,8493300,7389627,-6591168,6529216,2605190,-2662633,-10678414,-1350927,-9771372,-1026387,8403692,-4931708,121037,-2794938,-4150655,3444573,5495134,6498289,3291373,-7415570,-420835,3068583,5603240,3446937,-6829441,-5253734,312352,-2556506,12379043,-8203246,-2025415,-2805124,2630266,-3196628,-3614830,9020468,1164087,-8042270,402714,-1335112,-6775745,-3500491,2557739,5609706,5769141,-4305823,2527174,9086455,1454644,-5694804,-4634490,-6225857,-3246228,10957332,-3299799,3225268,-770227,5250550,4918029,-3979684,4277629,2871299
-2989314,-662535,-5858334,6138189,-416858,2478868,-3617807,317058,-1687362,-5177830,-4799735,-7770802,-70589,8638877,-1176149,-4505515,-10145917,18268539,6106003,-2750237,2168159,-6760925,-3946301,-545838,-527921,-2897300,-6055240,-7954089,8674082,1149997,-4288994,-450046,-1199600,-2286120,9098900,-2741540,-3192169,5238629,-2765260,-5340288,995221,4671416,15506625,-3235100,-3722141,-3515028,-1415519,2855678,-5134613,1655204,1130665,-1731931,1644421,1486600,-6800315,-2151591,-3320430,-1999313,1178460,-8899206,-6254019,-7541103,264220,9273103,2503691,-4119427,-3534950,5103075,-7328348,-2263788,1973416,3190639,-4481453,2733114,-4283119,5478773,4852493,-2110491,5284844,97608,-4589018,2731418,-12716076,10328375,4095797,-4520330,3825257,-4742393,654510,1195334,-3345362,-2117899,-551579,-3728721,8487272,4505246,6704868,-7105741,2181476,7729243,-1942787,5654365,-9905698,7608053,-1533689,-3820541,10877492,-6382312,2515449,1138982
8146023,1724990,-1461044,-11622739,-7398170,-5931209,-10787665,-4492891,13145471,2807289,-1015783,-2044034,-1597321,-3280101,-5772512,208644,7560138,-8178500,-2539447,8987124,2698871,4135944,292214,-4386423,12703173,-3844299,6962537,-4655667,-1344432,4607406,-3384142,-7019402,-4116292,1368389,6445065,-6337087,-1475489,-2429384,4007604,449408,-613570,3762754,-11189198,4454489,5964266,12188015,7826024,-3712463,-532438,-5948913,7544034,1888326,-8416940,-6412115,3696148,4048965,-30614,10455258,333009,132736,4349551,2233087,9489764,1528869,-6286029,-5860573,939057,1346806,7636833,3746274,-179261,-6960282,9196992,10986625,9452929,6645771,-9405569,4277485,-4666574,-7770186,3166655,-5727852,2109152,-6666717,-329727,-2253905,4976320,-1040163,-5304647,740783,3454534,8207970,650843,9307171,4549782,-6790331,677037,-2780767,4961786,-4571440,5750216,-5284347,-1605997,567608,-224208,-1735261,-2647534,-2994691,7443721,-665582
-7538263,-10400208,4323731,-5725341,5524020,-4487621,4253330,-5622066,-945503,-2142946,5272705,8180932,-319415,-4677011,-1138826,-4477069,-1869194,619897,2637257,-6429961,4127114,5833646,-2883401,4125653,-5895921,1686493,651046,7013839,-10739334,1214186,-5883922,6334910,562779,-1919542,-4807470,4719971,3406225,-3296165,328522,7455905,-1575311,-4430943,2295746,-6945395,-2458734,-3003097,736674,-5678740,-3097983,148270,2353197,5507762,268750,3962211,1961258,6084810,7411667,-2986340,5857107,-2963773,1722284,-1337563,-3127016,-2133516,-4921202,2247868,-58462,-1532531,-4495188,-4584191,-9075145,-5706674,-854913,4769167,362623,-1069338,2182449,-1413805,-2232282,-1647119,1890646,1822029,65612,-4609419,-1405009,-97257,-2769876,-6390877,3123298,3811638,1833878,444905,3444810,-2260374,-3236934,-4895604,2348558,-145615,-8206185,179031,-824965,-7038979,-3816402,8134599,-6340097,-1226840,-459635,2851439,-6597930,8526825
