-932,-1688,-601,-1073,474,156,-579,-699,-1680,2344,-645,2739,-402,-199,-2403,-66,231,337,-984,-150,-528,-1490,2683,1009,-3053,-1183,74,1140,-344,-671,524,881,844,1319,575,919,-426,475,481,-1381,234,1164,547,162,985,297,366,1293,1680,-1753,-28,-1475,-674,-1119,983,2297,-1323,504,-104,-724,494,-651,1455,1496,-182,180,-154,-204,14,-1609,532,-871,-294,274,-1065,557,-54,1961,-1026,-345,23,90,1743,475,-915,825,-1287,-885,-1987,-1405,2312,-1133,649,-1346,-1170,331,-1504,419,-1040,-103,-598,1208,-1443,-200,1280,1095,622,-1683,-384,-1893,-1350,-2942,50,131,1645,-2358,1515,467,-1614,2045,-731,-1057,954,886,-470,-48,149,-62,463,936,-1678,515,-858,3036,1174,4031,-1220,-2441,65,-8,701,-904
-161,527,1213,1475,136,1927,2700,-450,-85,33,16,2366,1071,1257,179,-3266,942,-1706,3006,-3307,-1411,-230,-533,639,175,1785,2463,-1750,-560,-20,-426,-5033,1233,1468,-1308,-1063,-1118,-6,-1406,-2275,2272,-1912,-1091,355,2017,-3181,-741,574,-1204,1661,318,1645,-2027,-528,1472,-634,-1546,-113,3959,629,-2367,-1312,949,679,2417,-2571,-2146,-1017,1034,-1158,-2420,1833,2034,-659,-1873,-245,430,3975,-1699,-1066,213,-1785,-453,-1524,-455,-1796,-2572,-2501,-1224,-1052,998,-969,-1130,-1714,-3788,2731,-71,916,-265,-4,-1861,2280,1093,-85,-1013,-1152,-1219,2972,2036,1169,-2007,-1276,268,-1130,1112,1429,175,627,-1192,477,-1809,393,-930,677,-1484,-823,1041,1464,2133,1819,359,1267,1488,-732,406,87,-166,-2388,1970,583,910,-1855
1412,118,545,3064,1419,1166,-377,821,-668,-2415,1417,-1542,-808,1551,804,-678,1026,991,-1749,893,345,589,-1411,-1212,329,-723,-1708,2290,2312,-2210,-348,-3953,-79,1227,-946,2575,-1457,-130,-1514,-803,-920,151,-1313,-847,-1707,-755,561,-2529,-1917,1315,-2713,2933,76,1414,1010,-2718,-48,1193,625,-1260,883,-57,-110,-610,232,1077,-2712,-1499,532,-1619,1284,-2964,-1450,1234,-1941,-417,1010,-924,-2946,-95,2360,75,-762,412,-1529,-745,-2120,33,-128,40,934,-519,1121,905,-3743,-1835,-1004,-1282,-1941,418,722,767,-64,-380,-913,-449,-3514,1638,572,546,-1482,1024,680,-1563,-1083,654,-902,1799,-1245,-1278,-238,-130,422,901,463,-604,-2494,-69,-753,-89,-913,-79,715,-2368,-2705,1933,56,-1415,1042,-2089,1725,1785
2446,-617,-798,2687,2087,-400,-2835,697,-267,-4589,5399,300,307,-478,-1501,-4457,-2363,-99,668,-2758,-1823,-2241,-3369,1205,1230,2208,218,-2920,-924,1292,-487,-3734,-1443,1659,-955,1070,-10,-1214,316,-3883,340,-1822,-1768,1019,-1859,-2718,-1068,-1737,-1893,98,-297,1048,1990,-307,6032,-546,-1666,1523,-484,116,-221,-140,-3288,-1856,560,-1727,2374,-480,-3059,-1649,-1056,-647,-1791,902,-4789,278,1693,3516,-3007,-613,-596,433,2659,1354,1480,-1112,381,-1212,-6230,181,1895,-264,-1057,-1047,-1984,-1206,-1270,1228,1090,-1629,1813,-500,2419,3988,1352,657,-350,1410,2348,-1645,-486,-615,2282,1880,4089,4046,-266,3901,-417,-3910,645,-76,1703,-701,798,-238,1464,1747,1955,-850,-4233,1454,1379,560,-1405,689,-3446,1750,1762,-3,-959,-1275
530,287,-154,-107,-1556,-1982,-2250,827,-1317,2175,558,-334,128,-527,-21,-1382,-2319,796,-993,1446,-954,643,-995,1626,-864,-1815,-1860,138,-1592,775,-1799,2309,-1484,-445,502,-42,819,1597,-110,-2782,-2676,-805,1331,734,-21,-1466,1168,-1124,1130,-1426,2219,-698,2436,-2119,1309,-1607,4053,175,-4931,309,2649,1443,-4348,339,-1749,2158,1639,-293,-1667,1702,2675,197,-2882,-1482,-1550,-4748,-984,-634,-156,468,-2315,1678,-1085,542,-1145,1475,2361,-1323,-1314,-490,-130,-811,-455,-294,-126,-24,-2334,2053,651,-139,503,835,-2360,983,198,-959,2217,677,-2193,-1942,5326,-2442,2359,1736,-210,-819,-1873,-944,-1414,-11,-112,1050,-1548,2009,2688,-755,1850,-429,1156,-108,-3426,-244,1180,3921,-587,2811,-1080,230,-2105,930,-2601,-829
1860,560,-626,153,771,-744,361,-1473,-571,-428,-3364,-1748,632,-223,3504,-125,1990,-48,-1677,733,1241,-36,-2300,2803,1813,-1107,-2404,-2446,-775,-368,-1784,-507,-2534,-593,684,1844,-1598,-724,727,452,302,-2264,-526,1262,-556,-213,728,-1959,2829,1088,641,-1352,748,-1510,26,-1741,520,355,1017,1697,-1331,-338,941,-161,1251,-257,-110,676,-3505,1802,694,-1740,-1715,931,1062,1614,122,-66,-526,498,-1736,186,1290,-1248,1190,297,1443,-425,923,-1682,-791,611,-2170,-1516,257,-676,-2499,1931,1788,2717,-1192,-512,646,-1166,-2445,458,-2,1508,164,530,-85,1143,-38,-524,-1723,2473,-2477,2417,-2119,1275,-1205,1909,-1647,-834,1520,-991,-1716,-2214,-436,-865,991,162,2296,-3499,-1317,-320,1193,-1759,319,-760,143,7613
-3378,-3674,1672,2168,-2122,-904,-2699,-30,-1316,729,2634,-2392,-3079,83,-2005,917,-805,726,-1614,-388,29,236,2050,-507,-1104,-2583,312,4403,3151,810,1703,1638,248,-2467,2744,1153,3111,21,-1440,-1867,537,809,-1805,354,-1521,3118,815,1342,-250,1860,-3937,-745,954,198,-657,2040,1794,208,-2512,-2308,2407,-4383,2030,-3073,-2060,-1244,419,-1382,1627,-432,69,-2525,-220,1208,759,482,-2869,-2634,-2080,-516,-51,798,-617,1725,-1311,3796,1950,1025,2297,304,-390,2707,262,2416,3057,-4099,1467,-3418,-2340,-2891,336,2412,-342,-2693,-214,1054,961,-1074,-2621,-3816,2794,-1322,3503,-1006,344,224,1437,1858,1978,-257,2369,-2094,5314,986,-3215,-383,3168,-963,181,819,1014,-917,-4428,3126,-1369,774,-3495,265,-2202,752,-2861,-3039
3546,290,-3200,-1263,856,1024,-2701,2070,2597,-1542,2523,-514,2025,-405,-509,-1477,-466,-169,1027,2965,1473,94,-429,4096,-913,656,559,-472,1505,-1627,-1686,1780,-1424,238,-1706,-332,365,1545,72,99,-99,-439,2215,-1353,-1951,383,-2336,-1388,1137,-123,1366,-365,4722,960,1514,-3110,-2223,698,-1518,826,-507,1927,-3838,-87,1330,1023,2170,-2428,-3433,-1837,3909,2684,-1245,-1898,-46,-49,1163,2095,-1468,517,-987,1347,1660,2853,2365,460,-1053,1558,-4447,-256,1912,-1451,390,-2025,-974,-353,-1104,2165,1506,864,1050,-1995,1587,2587,3850,-75,1513,-549,876,1679,63,454,867,1616,1804,1654,-363,2304,-3068,-2381,2548,1057,-2511,-1183,4229,-997,-417,527,600,280,-3633,1182,1785,-987,1126,-640,1124,2070,-746,568,-2638,333
-1513,-2145,-2065,-879,90,161,1754,1802,-1076,-370,-2699,-632,226,-187,309,3181,973,1776,-1805,-1362,-2507,-2463,1757,-1722,1445,-1490,465,411,160,-912,687,-355,457,1195,4454,-1480,1544,-45,1559,1479,-1122,940,-368,233,1761,3918,2309,1977,1071,-207,141,-1636,-1239,-2261,36,1794,-2957,-313,-512,-946,-157,1242,-1849,3382,-2373,2551,747,669,-686,-2809,-3160,-1265,-642,2512,-568,1309,-1354,-508,-367,-2042,-1881,1316,611,-1130,-256,-65,1879,2146,-289,-559,-296,-2212,-1353,-1247,1296,2581,-2154,-2230,-12,2942,318,-774,-330,829,-1238,-31,1228,-726,2331,-1124,30,-1717,-603,-1657,-987,-1840,511,1602,1459,-1983,-3446,2303,964,52,-4124,2397,-163,-1473,-2319,-2215,930,602,1754,-899,-153,60,-2132,94,-1085,-806,-1066,678
-3323,-3407,171,-860,-2264,-3335,855,-2553,1210,1094,-1867,-1856,-1991,-182,-859,1874,741,-371,-4228,-3156,-63,-3100,-1384,-999,-816,-738,-1015,-302,-1015,2575,1267,-1073,1694,599,1788,-891,512,2482,-696,274,-914,631,2758,2487,-1225,1297,936,2330,2083,-2839,1019,-243,-3749,-3298,555,1016,1960,-231,335,744,687,-224,3054,3795,-3622,2807,-694,1798,720,1567,-1477,-3499,-328,4049,2792,242,765,-1743,-1298,-1304,-1260,510,-1078,288,1608,-164,2103,457,480,-2723,-220,-1125,487,-1530,614,-585,25,-1355,-1211,2381,-687,-1559,-2215,-3680,-2113,1449,995,-703,-713,-618,1325,-2524,-830,280,-2162,-780,-1479,356,-85,256,-4512,-1373,3530,97,294,2508,-2686,801,2332,-62,1547,-2272,-1076,-1464,425,2749,-680,-1895,-728,1670,-1677,1266
1066,726,-667,676,-553,2053,-534,315,-570,-392,1124,974,1258,780,3378,1015,597,-3862,1768,2206,-737,4151,-744,1615,453,-1358,-3133,1774,2665,-281,-1033,-24,-1069,-851,-361,-1834,1087,-2979,-809,322,2075,-588,-1570,-145,711,270,611,-2419,-1219,-1141,-1535,1055,146,1441,-2643,-1810,452,898,-2696,-2338,-1679,2949,-353,-432,3481,-452,-697,-1723,-1969,-1078,1521,2230,186,-3294,-1410,505,-971,-936,-670,-2735,448,-3047,-852,100,-1163,662,-23,-908,71,102,1660,2778,-329,-99,818,-1225,865,-3922,-1183,-2497,338,2283,1997,1887,1638,915,-3175,1891,-1680,-1380,524,1394,1045,-1090,521,-1010,528,832,1400,2441,2221,-1126,-2568,1901,1284,-2546,4108,-1362,-2344,-149,712,3073,1731,129,846,-1288,1428,-1660,-1965,-160,-1115,-526
1640,952,1305,1463,-565,809,170,-1685,1986,-66,2870,-4233,-727,-1767,2030,72,1581,-2623,627,-593,-925,-41,-2726,-768,2954,3183,-922,-603,5653,498,-189,-2840,902,1384,-1863,1234,-251,-1639,1734,-1436,-327,188,1629,1540,-2867,-2952,-450,-1507,-1317,783,-2051,1985,-329,3856,596,-860,1282,-1280,-1380,-316,-264,-805,-1068,-1256,-667,311,-591,-759,-1361,3662,838,-1225,-553,116,882,-654,-3853,157,-76,980,3607,-442,3013,-1264,3617,-3913,-1326,-638,1460,139,48,720,-1462,1894,-2070,1700,2514,-608,1727,1475,1847,-928,1162,-677,-1123,-100,2,-2437,827,-352,439,4223,-900,-1113,-2505,611,1062,-1893,706,391,2459,465,-390,-1483,1718,2055,2118,1367,-360,-1373,1508,1046,-1597,-818,-348,-2486,-1010,1624,-747,-180,-308,-3
476,653,2487,1392,1479,2195,72,-1292,-825,-521,983,2198,1374,1696,-79,-1769,-518,-2356,1794,-1533,1397,526,-203,-1475,-1744,313,117,352,604,-1122,56,-1911,-239,1047,-1322,-656,-1014,-467,629,-1147,1511,2007,-1963,1034,1492,-4021,-2492,174,-3108,1718,-984,1731,0,2526,-930,924,-1977,408,1703,516,558,-2165,2905,-841,684,-2474,-1781,-1876,1067,204,-95,-298,22,543,-269,-482,647,4468,560,-385,2884,-1335,579,832,-503,89,-836,-1838,1379,588,1070,-1162,-687,1279,-3814,1097,226,-978,-134,-1577,187,604,1332,1232,971,-320,-981,1424,-1041,258,-2106,-428,428,617,1672,1029,277,-592,347,544,580,-1567,806,574,330,-2071,377,1376,1949,2995,241,350,-888,388,-294,-896,459,1475,2398,-547,3579,-689
593,3141,2201,-2416,3016,873,641,-511,-1021,313,-1846,3098,3098,-103,1787,395,-628,220,1586,-496,1098,125,-67,678,699,2073,-882,-2786,-263,-836,-1441,420,-70,-124,-274,140,-2692,-3219,2384,845,1229,119,-1264,-998,2270,-1682,1761,34,82,-925,1061,237,-1764,2664,-3208,2791,-417,-1782,3911,-485,-1049,520,1808,-214,2206,-1812,-2374,-787,-2414,830,464,2733,-998,792,-1196,924,2976,3912,897,-1293,1502,1698,1222,-1546,-979,-1572,808,955,1074,862,-1813,-1477,25,2791,-747,-1396,-664,2215,1020,485,682,310,1082,1397,-1306,-2988,-687,-1291,1292,-137,-3112,488,-859,1006,1954,-581,1642,-1674,496,1066,-99,-832,-1487,-2510,-767,1670,1281,-244,-712,912,1099,-535,4922,1997,-938,-2812,-661,1662,-978,-2591,3379,1897
-1252,-2953,-1131,1459,-332,-1831,-2136,1696,-1140,-2867,2152,-1395,-219,-1103,-1671,-813,513,110,-3134,-671,158,-3213,-97,-361,-142,804,211,377,-478,1170,28,-916,1509,-412,-67,-643,1368,2795,-971,-1742,-1307,-1292,-13,2843,-528,2160,887,-1021,947,-838,-780,510,-42,-3627,1643,1949,158,1481,-2190,1189,327,-2725,-768,566,1095,916,4299,650,603,-1206,-569,-1335,-2023,2285,-2802,-2187,-705,333,-4399,-2097,-1856,709,823,924,2026,2575,2392,617,-2941,-3352,244,2754,-1475,-832,-711,-831,-1633,-1846,536,-1093,-1,122,1608,401,-1379,-72,2914,1717,3227,-2157,2732,-1172,2376,375,-266,1157,-732,4034,1158,-1881,-1393,1009,1322,1090,-2531,-992,993,-18,-1706,326,-768,869,-305,885,1693,2806,-1897,-775,329,946,-776,2801
-1010,-1584,-3337,-256,-466,-2558,755,-2106,663,-1423,2262,348,-3002,148,-1274,-723,1630,666,-273,-1834,309,-1778,-229,-1412,2640,-894,-1345,804,1224,1588,191,-1645,3362,-990,-708,739,4656,1169,537,-329,-1284,-2252,466,1514,2411,-286,-603,-1917,2409,-543,-1074,-777,-595,-374,-1624,3299,-528,-1989,-2218,-1367,-1165,1583,-1596,-693,844,-759,1883,-1197,885,-137,583,1405,2493,860,-917,1873,1296,-1500,-554,1043,-1094,-1636,-1280,-521,907,-939,367,1690,-638,3098,4170,3111,665,-275,2021,445,-744,-3232,2684,-3134,689,-609,1945,1221,2324,3215,-297,-1083,1142,-883,2374,-639,-1258,-3508,1586,356,-1997,3489,1263,-304,-742,-659,-754,-824,32,-1194,1482,99,-1584,-2385,-3385,1874,-2321,-262,735,-221,231,-471,-2019,1835,-1560,574
-1272,-968,408,425,-464,-364,-689,1561,1243,-197,-259,-1724,1265,426,-2097,1381,-1248,2013,1505,-859,-1116,1237,988,570,1612,-1016,1231,2048,1793,584,-1887,962,-1369,-530,458,-34,-520,571,-74,474,1655,-1942,246,-713,-1683,597,2057,307,828,452,-770,-1402,1044,1445,1363,91,83,-1110,1007,-1618,-68,-1556,4,-882,852,-197,-1218,528,1703,-1600,-1211,1609,2130,-659,-60,544,-665,-1422,304,-1284,-4518,992,-722,-1342,-1477,420,-227,2644,860,704,-1351,815,2002,1630,1996,-724,1959,-214,-2877,-766,2447,-1220,528,-1868,-837,62,-93,1487,-458,-534,-1281,-772,850,-804,-311,1250,2560,-642,2119,-2164,1982,496,1503,-1451,-2027,2271,129,-1254,2173,-1302,2011,-1384,1904,1767,-1308,-1395,201,480,-230,594,-2408,-2634
-895,-2206,1229,175,1236,2969,-3384,1092,-2232,-678,3150,3540,2162,1802,-2151,297,-2300,-1386,-44,-1145,-1381,74,-269,-712,-3374,-2916,402,1050,-2221,-109,3201,-1085,1128,930,1164,-2223,679,203,-1767,-1532,1490,2925,-1253,-1314,-1754,747,-2284,662,-985,-1924,-2807,-1014,-519,-410,1454,740,-1253,2545,1679,-2265,-551,-540,72,945,-603,-1597,55,-888,1822,-3563,1077,-762,1039,2132,-3477,210,3274,2942,-2049,-3876,1307,6,1363,1925,-4098,2523,-288,507,-2160,835,-857,-2758,-1145,-968,380,-2051,1119,-2248,-3783,-741,513,1391,1807,1740,951,1296,-1927,3554,945,-2049,473,-4862,2261,3493,3002,1459,2279,3428,-473,1450,781,-2205,522,3068,-2938,400,1058,1085,227,2953,746,1176,1067,2227,52,-308,-220,1297,3532,1266,809,-3353
1309,-1490,-1842,1482,2089,-632,-1071,1747,1670,-4306,2048,-2110,-656,-547,-2261,-1288,-2117,515,-1519,-1203,-2115,-2325,-1789,404,1600,1817,1803,-2672,-280,-194,-1553,-2168,-2561,2843,-343,-272,613,1331,1606,54,-149,-1835,-552,48,-2887,-984,-467,-1475,613,1694,-1586,-673,2305,-1074,4109,62,-1825,2818,-1085,1550,-1336,-246,-543,-1529,1159,197,1857,512,-958,-1791,-2739,-6,-1559,929,687,1648,-1281,33,1457,-439,-1725,733,1925,3524,1538,-77,-364,642,-4303,-392,1738,535,-1059,-1760,-1401,724,594,265,1520,804,1012,-3444,1919,1490,1484,1646,681,870,1324,-94,-725,592,66,-403,635,3621,-749,2125,300,-4950,-1276,2324,1224,-1154,3054,1191,-1216,-327,710,-2507,284,-1157,830,-1798,-1383,-1,-635,311,1138,-596,-719,2214
-1146,-1789,2055,-1101,-138,965,-670,-2986,-495,2528,301,-839,1644,400,-126,2513,-666,-2080,-2339,-2205,-1185,-1772,-2084,603,834,709,-407,878,3336,376,1040,-1146,2453,1310,1420,-548,1288,-1165,2602,1064,1766,1458,2222,-862,-588,-75,-2116,-420,2209,-1565,-128,61,659,575,-2402,1588,976,-50,668,925,-1767,2383,463,11,117,-473,-787,-16,287,-843,1433,-1193,774,3740,2582,70,-1201,1898,-1592,-1739,1152,3133,1520,-750,797,-1071,1680,2362,2030,1251,-965,-3,85,533,1864,-310,2505,147,2773,1281,4033,-955,1775,-61,452,1454,417,-163,1192,-1488,1962,-2161,-1056,1566,-577,1199,1838,-2080,301,-172,1920,-697,530,-1921,1059,2502,595,-1507,1317,-584,1544,-1204,1883,949,-750,-1810,-174,3107,-1488,428,-355,189
-301,-1126,324,1636,-1389,-1842,130,-2508,50,1248,-567,-1289,-1243,1302,230,-2029,1292,-118,-2922,-1452,118,296,-727,-404,-905,228,-1377,2076,459,-368,36,-448,-563,203,-1500,683,573,1729,538,-2050,-28,-2331,1108,1186,1634,-2630,-501,-727,1996,1033,1662,227,1302,-660,170,-911,2585,-1554,504,939,1322,-1596,1993,-276,-1172,169,-1309,387,782,1384,680,-1861,18,581,2647,65,113,-1308,-2673,881,-1833,634,-736,-1255,900,3097,-782,-3196,1449,-3453,1257,1627,-855,-300,-1829,400,-1934,624,1445,-874,-493,14,262,22,574,-1261,275,994,-656,625,-157,820,202,-2238,-1790,400,-3028,-652,-1736,1616,1304,-842,93,-965,1145,-1125,-1776,-1594,1847,648,-2416,98,1723,31,149,3079,-1832,-2071,284,-1287,-620,684
-48,-423,-856,886,-24,655,177,2576,1261,-2444,2198,-1428,307,-905,296,2767,1218,1815,968,618,-1394,1739,1651,-2928,1191,-1555,1488,2202,2859,496,537,-1729,545,1898,551,-984,-1025,2190,-2089,-411,-2707,696,-768,734,-1445,-249,-74,1353,-1308,166,-2181,-190,-1219,2150,1252,445,-2081,-2138,-1770,-3081,1352,-995,-742,33,-1261,892,-1727,176,905,900,259,15,700,-962,-722,985,-1043,30,-851,-622,-158,-263,1189,-2325,-105,-1239,-2169,1789,239,426,-1359,-726,958,691,-70,1013,-254,-2235,-4009,-1214,386,-1677,1244,-1316,-1744,1090,1045,-1955,3166,-2011,-879,941,-728,7,-2550,-1001,2448,456,1549,1795,-248,-2040,1807,488,-3597,1459,429,1063,-2721,-679,1595,320,-793,1601,1745,8,-391,550,953,698,-374,-1445
