-497,-841,-237,80,-168,479,-151,-676,-791,89,-766,1271,566,79,585,656,646,629,-110,166,-636,198,-8,259,-396,257,-613,49,881,302,129,-79,-933,1569,-639,87,1574,-1437,-537,-147,862,-716,899,-1371,-98,143,20,-1537,381,1032,66,1007,-616,-299,-1242,-162,147,-1471,419,193,-519,-472,-809,918,256,-759,276,-207,-1438,481,766,-292,-828,1396,-663,616,1202,579,-640,-88,389,823,-578,43,920,163
1664,7,633,-1077,847,-446,-1330,-1125,-432,896,-498,897,-1147,-487,-1142,100,520,-876,-706,-756,10,-597,2063,1170,315,-641,-384,166,409,278,-520,367,1064,-1729,1582,192,-1945,399,852,-264,885,-930,-987,-46,1083,251,-836,139,436,-1041,-91,-488,-2052,-1611,1260,-269,2074,-47,201,-872,789,-645,102,154,944,-137,-1350,306,673,-1919,1039,353,869,147,-166,167,441,-1252,-1024,2063,334,69,230,-11,-1380,-637
-425,-1641,107,-1114,1527,382,400,203,-4,374,-253,1535,-1973,-748,1065,167,-487,-959,167,-241,-1080,-568,-87,159,-724,-550,1060,-554,746,-1175,1538,-1190,-92,543,-718,-948,261,-941,352,424,1519,-1148,-458,575,-998,211,-1239,-713,-387,1445,1205,-779,364,-551,549,-14,796,-464,-1644,712,1397,640,642,-595,269,64,-267,1295,-516,221,1270,-520,105,817,-337,120,911,804,-980,944,27,885,-186,507,314,-1443
-559,-537,-2047,1848,164,-1084,1617,290,-725,-1857,-193,-597,168,229,1425,-513,-661,869,2415,508,-2142,1816,453,480,501,1331,-1416,-96,-1161,1854,1444,572,-874,-376,362,-1718,529,-2548,469,699,-1466,-1038,1434,-1436,-1998,-474,1954,-1846,666,686,-1524,-237,921,521,-2245,147,-224,1151,-1472,344,136,-494,-28,1430,-398,610,1607,345,-2121,1811,-204,-2219,-1671,2449,984,1214,-407,2016,-437,63,-282,-729,489,1226,1066,161
289,-259,223,-816,-24,-719,243,-64,-1737,-388,-1067,220,-52,-1456,479,986,729,494,16,-1646,1058,-184,1194,294,-35,493,222,-270,-516,344,-801,-446,-320,1126,-500,-302,-316,412,-215,704,-150,-1559,855,-1497,15,-27,842,-445,1253,-989,-305,1481,-71,-696,-244,-5,-90,-952,156,-151,-520,-529,705,1378,492,-396,-517,557,-1595,-932,-1086,206,-475,303,114,-268,1084,-480,-1572,554,882,-115,-159,-574,672,254
-677,1072,199,1279,594,-587,151,886,415,-988,-1259,207,147,299,-9,-303,-349,1859,-247,1180,-1083,-1187,74,720,982,-25,486,799,448,-405,535,305,-783,544,1054,176,-400,-1194,614,-503,-380,-533,1052,-320,-374,12,1616,-1167,-622,494,-948,-379,194,848,767,1311,178,-329,87,1288,-330,-291,-498,-483,-1229,-283,-682,-740,-1403,1062,276,-9,-209,1809,-837,564,1803,590,-511,177,1278,-941,-1046,-177,560,458
-483,212,995,-40,147,240,-78,460,-268,-971,-919,134,127,180,667,-1112,-87,304,30,-106,-170,-206,382,-1114,-232,51,450,121,-377,215,-208,571,-169,-800,771,-482,-194,-356,515,12,-508,542,-537,-918,27,-61,1095,-246,500,-310,963,-138,-367,-588,383,996,299,-1050,-730,103,-710,-536,-568,48,-1049,-20,-310,-282,-952,475,106,388,-540,-335,23,-933,267,-436,-52,-180,-367,754,-522,227,-7,-460
483,-546,-642,175,-989,355,-370,-612,-1703,-1037,18,356,-225,601,-30,260,252,-654,46,-571,313,-429,606,-287,-290,743,431,422,-1237,773,-614,-748,-1323,701,-544,521,512,-640,-1492,223,101,175,739,-263,-941,443,-286,-987,468,441,-423,232,-744,292,-694,-95,116,-27,956,-448,4,212,1118,995,539,344,382,-485,-201,-623,-5,-574,-220,-538,805,552,-283,253,359,-1005,-425,-124,988,-590,262,-43
-1467,-1434,527,1310,-659,242,-116,-1099,333,-386,402,-1423,278,1021,1671,281,-1192,-429,-54,2530,-921,330,-421,-698,-221,-11,-2765,-296,-531,477,1628,694,-2502,-125,1271,604,490,-1140,-131,-924,1060,-923,855,349,182,637,677,12,1777,1348,247,1257,-1362,1456,549,655,-826,-604,-710,-257,1379,269,-876,-282,110,1176,1243,1966,-941,-364,1534,-474,-28,1376,-1072,86,1057,1256,848,2,-318,1184,-756,1062,-4,-365
-1122,-1227,113,840,-1481,306,85,-20,-914,-376,493,-788,509,-129,567,1815,514,-654,1035,-791,107,322,-361,175,-1915,-276,-1557,253,-692,-820,19,-902,-578,588,-1385,707,2102,710,-989,-132,682,337,512,-265,759,463,238,1248,1431,144,-107,1244,-690,1064,-252,-227,-1590,-849,1037,8,188,835,-736,263,-21,944,528,-481,-600,-1122,181,-1222,348,100,841,-155,943,777,574,-129,540,1269,332,1085,-326,420
191,1487,483,267,-297,-1024,1101,1472,336,-1453,813,-410,-634,961,-875,-770,-282,569,-81,317,1605,-84,-50,1443,-52,-362,1174,642,-395,-316,-921,1188,-213,-1277,265,317,-891,899,75,1006,-1628,1667,892,-1017,-1246,286,1231,833,272,249,-1061,-1774,509,680,111,-614,-63,1114,112,322,-1329,-1749,864,665,106,873,-151,-1368,-671,449,-897,514,1005,-560,-487,83,-1219,13,-383,-70,-167,226,1463,-818,175,740
357,474,-43,211,-578,353,-601,554,-186,-171,-181,-463,861,720,-58,-524,1663,-898,153,219,-708,-722,404,-138,999,620,-1561,476,-97,149,-346,1219,592,-852,191,653,-314,213,688,-772,-199,304,18,1171,1549,-318,235,42,63,1143,-262,-18,-500,549,568,711,210,-233,-25,-263,865,233,422,133,676,-1,112,-425,1018,-122,-686,-395,47,172,870,-472,109,-180,920,333,-695,-38,568,-322,445,-408
1229,29,-853,-336,788,-196,-294,1090,-1000,-907,250,-429,-1196,-295,261,-956,-12,639,-116,-181,339,78,130,254,858,495,443,-1411,-341,81,-799,-95,512,-1333,-6,-1276,-1026,606,-36,883,-174,-735,-298,803,-965,-117,467,-333,761,-447,197,-257,-1204,346,675,260,-620,-439,-862,504,829,706,-284,531,-290,405,-356,-725,423,217,-108,-1398,458,-1257,478,19,-827,237,925,-128,477,272,323,6,-465,-319
548,210,320,254,-650,-531,-79,-777,-116,10,292,1000,314,162,-314,-982,-1542,190,-1106,290,160,307,901,1624,-1287,-322,-137,801,151,-639,-697,277,-150,1327,857,552,596,307,-374,-942,-1512,317,187,-690,-667,1208,694,-1113,-924,51,-1402,-505,815,725,238,-1393,-472,-55,348,-1764,-102,-599,262,500,467,-201,133,430,710,735,1220,-291,-180,-1054,-1171,74,226,-926,-374,535,-112,-714,-908,-358,-525,1499
417,816,195,529,-128,347,659,-599,1217,-181,1654,611,-1077,544,-2556,870,-598,537,-14,1519,-567,1500,330,698,579,-780,298,-285,-675,251,155,664,106,-1345,735,-1258,-1156,851,-115,-636,25,131,-663,100,-681,714,97,408,-783,-47,-1174,-1706,-724,-602,92,-1089,483,1717,1015,-649,476,-1420,375,268,928,829,441,-365,1310,-594,421,-453,807,-743,284,-107,-842,931,7,-1135,-935,-726,1497,-208,-219,1426
362,470,-708,656,-523,286,-262,-801,620,-126,192,-322,350,1678,285,-249,654,556,510,545,-856,507,-497,-503,442,926,-2072,286,-904,526,-349,849,-402,-1011,-183,-609,-409,-97,-697,-391,207,-255,282,-384,-779,-603,408,-17,-774,-804,-1667,604,-588,-757,-1422,-377,-737,44,335,-225,-203,-1089,-1287,614,793,-164,-406,-645,244,-273,-1151,416,1485,1118,854,816,-570,390,-76,-563,346,-314,859,484,-611,313
670,-1027,-258,-150,1327,-677,1669,152,323,692,216,-118,-1276,-908,1050,-269,127,777,-333,-18,-527,474,-111,-7,1565,711,-980,-568,-487,-757,184,462,579,339,-782,-1799,-1060,-750,812,1155,-691,-313,-1508,-90,-724,-1023,-171,-672,-413,-623,-225,-408,-240,-1013,-366,-639,1686,-81,-1807,-246,67,302,406,-234,1103,668,-129,642,-53,96,-1081,-57,208,-1173,389,661,-801,734,-727,1085,-590,-380,-612,993,-1415,-1428
102,-904,168,-33,-147,331,-350,-372,-1519,-790,-254,554,-743,44,164,-297,-37,-995,736,-674,-295,-554,884,230,-182,582,373,354,-758,-169,-255,-314,-755,-39,303,-330,65,-400,-808,-79,-324,201,-260,-305,-1046,508,-153,-644,673,72,761,93,-301,-269,580,676,203,-288,193,-470,974,-437,766,-103,780,-221,-39,552,581,-557,547,-1064,-148,-713,643,-365,-148,459,-330,126,2,929,-30,1063,-520,-674
-651,764,-511,217,-842,1098,-936,548,-770,-811,-1556,298,1231,1022,-356,943,859,760,83,-212,557,-187,-579,-266,-876,180,551,529,127,648,-439,-30,-988,1301,-513,-217,1010,445,-449,219,-125,100,1378,-545,790,329,830,-40,-574,1016,-514,195,1109,436,-952,772,-122,-440,1334,2244,-1070,-841,-232,1212,-1227,-58,532,-1301,-829,546,-198,239,-797,731,272,168,825,360,383,-1143,1205,271,362,-489,1501,164
429,-57,-402,-662,251,93,-124,-171,-966,597,-27,550,-243,76,-272,763,814,59,935,-360,-216,-868,-381,-292,552,62,333,-258,318,-327,-1029,99,429,337,-752,-79,574,-297,-583,986,491,-926,698,559,-281,543,394,-217,-878,610,197,-1214,-374,-260,-72,-210,295,-282,647,-51,-1446,-499,1022,594,-581,-403,-405,-799,-183,213,-1766,809,604,194,1009,544,195,1216,18,-657,960,-919,263,-547,-73,-198
-560,-113,1470,-1226,-92,-743,1588,3,859,-423,1565,-309,-79,-1390,732,-851,-1338,-1260,100,452,1049,354,-1,-105,-1341,-1580,6,237,831,-827,783,-41,-92,-418,-559,503,89,515,447,131,98,1004,169,-757,400,811,285,1401,1388,-1264,-523,-250,215,370,-147,-374,-950,-64,78,-1573,-194,166,1101,490,422,-70,1106,1230,-638,-546,-976,-789,-541,-883,290,-1860,-1194,-1111,-1699,-1055,-2530,301,5,348,545,370
-416,-614,-518,14,363,-98,788,-865,452,1863,1078,-138,47,-493,-195,548,-289,-70,1398,-78,221,405,-1209,-1298,192,-284,-348,570,-131,-598,409,-293,141,1315,-768,-513,1111,-1626,-525,375,-25,-955,195,76,470,-40,-1968,18,-484,-563,800,23,-71,-142,-1010,-144,419,31,-11,-1265,-903,1452,9,-923,21,-1172,215,40,-486,554,-818,499,-504,340,326,846,-29,191,-79,-436,243,-1059,-69,-225,-981,-667
668,545,8,-1007,-595,158,213,-455,644,805,854,-197,620,-1446,-1971,753,-650,-692,-53,-1244,1621,308,901,911,-550,-998,1199,44,539,-563,-388,312,1740,86,-175,151,284,1388,-257,37,-141,1185,-591,480,922,48,-919,934,-240,52,27,-71,1891,-1062,126,-622,431,1216,1184,-573,-671,523,614,-759,-244,-225,267,1033,1046,-1433,-692,272,-217,-1605,1238,-213,-542,-1259,-377,-839,820,-1426,893,-325,-894,452
-655,-389,224,56,-329,1276,164,-212,-334,-1304,-378,1575,-715,29,-458,1314,-715,960,-763,809,-775,302,308,92,-735,-1194,935,-680,275,594,452,-173,-1028,760,311,-1018,-65,-666,141,-199,965,-131,478,-673,-964,1147,379,-491,-195,1343,-217,-229,577,-41,-769,-28,77,-38,367,927,56,-811,484,844,-812,498,960,760,-280,221,1089,-518,-519,925,43,-198,1190,1266,-11,-1762,143,1200,-417,-550,983,150
472,-226,-647,-16,-1225,-54,442,-292,-1085,-594,1218,-924,508,-1094,-10,-76,-729,-193,498,-53,795,381,221,-279,-327,206,232,-317,-581,-80,-356,235,440,289,-333,340,160,216,-648,188,-1454,-136,184,-99,372,1094,-162,451,1063,-319,-915,503,-201,256,152,161,-1055,598,1060,-902,-459,1186,-246,573,-327,-123,698,515,552,31,-532,-1095,-1086,-1036,821,-564,-1049,-341,404,-1285,-1449,-422,218,96,-234,811
-1582,158,853,-139,364,1401,-1025,-977,1143,586,-1049,323,1765,-202,-818,314,-62,-700,864,264,-199,104,432,-301,-1375,-1484,-64,1147,1272,137,167,-155,248,21,1655,1686,1313,-697,750,-530,833,341,-182,70,394,39,-1101,947,-69,192,1219,496,-219,-563,255,1699,290,-1141,912,1145,-886,-254,-522,-1490,-1380,-1288,1365,159,177,252,1891,984,-1307,695,694,-1072,272,193,-536,-1715,121,691,-66,954,-232,-1107
1324,1152,-22,-1393,907,-402,-2196,-520,-878,638,-609,-643,294,278,-179,-1404,294,-1365,-232,-456,1624,-291,422,-620,136,871,333,462,-389,591,-715,-148,-913,-191,824,506,-515,1812,-613,3,228,-1810,-54,266,941,-901,-379,373,-583,-1567,-942,135,-1270,208,921,1469,5,-1302,563,-327,840,-44,44,-468,383,-1503,68,211,859,-1196,-776,-73,-133,-634,352,254,-597,-1326,372,17,300,-343,347,-1295,569,-8
-371,211,1890,1041,-31,-372,-21,-703,-162,-202,-35,715,-1155,334,-255,-264,-1601,789,-660,995,-618,-291,338,-381,787,559,588,476,-663,-688,603,720,-1283,-424,1823,-1060,-649,-528,1530,-463,-620,977,-29,-1620,-839,1292,654,-1216,125,-1484,-576,124,-1069,91,1690,-640,1134,-508,740,-1511,-356,-1484,-698,-1407,1082,-1220,-909,-15,420,-552,1093,-393,223,-189,-825,-434,2241,647,-95,357,226,-325,-831,-8,139,305
-806,-312,252,27,-709,180,-67,-106,-272,192,-195,319,435,-2,-68,797,328,-505,786,-840,40,-673,-594,-50,-534,-456,873,909,600,-233,83,-1054,80,373,-415,984,679,-328,-147,-393,388,1025,817,-520,141,-23,-692,633,74,26,758,-353,594,46,-789,199,-4,578,868,82,-457,161,-164,-16,296,-550,-391,-435,-390,-605,282,927,-215,599,-443,-202,255,-833,-690,-299,454,667,92,600,240,-428
777,1158,1450,-216,477,-656,722,352,-281,-213,735,789,-204,-858,-1591,-416,456,1136,-987,161,728,-390,1439,1163,2211,612,385,702,-143,-1638,-1423,1843,769,-162,1251,-531,-1492,517,10,-107,-441,1069,-336,183,-902,455,518,-184,438,19,102,-350,-828,-681,1100,125,763,-1015,1617,-830,-1454,-390,2044,-593,976,-450,-714,-324,914,-462,-661,-446,862,-1581,575,87,34,-571,-558,-279,197,-2353,-244,-270,-378,710
68,-1277,-1067,-195,169,245,558,-298,973,1369,481,-16,-683,-650,103,2071,142,-11,-619,389,-435,405,-446,1072,152,-1100,-1011,-937,570,485,887,-1307,-24,361,-925,-544,383,-800,471,381,1447,-766,80,1377,546,-706,-512,944,-927,1092,-951,-78,728,-608,-94,-1302,235,837,-1137,-295,1366,908,-15,-681,-95,655,451,1551,489,-683,457,111,555,982,-587,908,529,308,-164,1077,828,-85,205,732,-248,-754
-714,-208,1270,246,67,-216,426,-1764,2118,1004,-43,82,1294,511,500,-889,-613,-707,-227,1281,-1210,297,184,643,-389,-899,-1626,727,1548,1032,1074,1108,106,-1010,1159,2023,346,-1690,805,-1528,167,1160,-796,-1624,359,-421,-641,71,226,151,220,40,-611,-870,-482,-385,1351,547,-262,200,-1098,-987,-841,-84,389,-433,1165,701,78,-80,1207,1034,-78,466,-54,-200,-304,532,-1878,-158,-1412,126,-254,686,-239,81
-535,-873,-503,330,240,467,-33,-418,-342,-214,577,32,-1221,-248,92,1045,60,-556,759,112,305,-521,0,-523,-24,751,407,-101,-544,-1191,699,-663,-1782,585,421,-826,-439,-1180,-156,-181,1433,-746,712,299,30,755,-1684,539,1299,-102,14,1590,-432,-88,692,231,-414,-73,638,-477,1080,1142,-186,-1945,244,-954,11,-98,-326,-1329,532,-628,46,421,288,432,120,148,-363,-407,68,-726,682,982,525,-676
-208,292,-33,-338,-711,1834,-330,1002,408,-1032,-1302,1420,2,-114,-217,314,981,423,-161,-895,-124,-1954,764,239,-984,-524,532,-307,-629,-371,-860,355,476,647,-1325,-548,193,-256,1722,-752,131,1310,73,613,693,32,-33,-216,-898,1269,478,833,1445,-900,538,504,-762,-363,147,-162,-163,543,-186,-669,-1540,623,-304,-572,532,882,527,-305,1232,471,446,-1407,142,-813,689,-450,768,463,-286,-553,85,-891
163,-584,-1110,-229,637,306,-14,-440,551,613,414,163,39,-808,218,-136,-547,812,668,126,-836,894,-372,1238,-1083,-286,-87,-929,788,-106,97,-838,764,-483,-96,-580,594,172,-638,-1146,168,-789,-481,-289,-908,-454,-493,1021,-92,-447,-32,17,316,-1323,-683,-26,-1060,410,341,716,728,786,-2247,-288,-669,-338,-255,-231,769,440,32,-748,821,28,1135,-362,-1179,-288,-953,-513,796,483,-132,1798,-1715,457
-405,65,716,-324,863,-488,50,-717,1566,917,342,-678,748,182,138,-882,-706,-366,-364,675,1332,1105,-872,-120,513,-300,-878,1039,485,371,666,733,-288,-553,1192,1174,15,-275,565,223,-136,410,-90,307,-238,-382,-1063,471,1158,-871,961,15,-1056,-854,84,-605,876,314,-338,679,-551,595,-316,-182,488,603,676,78,-276,-900,1386,731,-851,170,-1419,887,-818,-981,-640,427,-420,-127,145,395,-75,-410
-123,-761,279,-557,560,-35,427,-1306,907,780,-216,833,596,-388,1165,-1505,-1416,-798,299,13,-1259,625,-16,-261,-865,10,-628,55,119,944,1503,777,764,113,96,38,1167,-555,962,-1094,-409,278,-1602,-910,-579,111,-676,-1474,-784,529,895,-522,797,-946,-600,-680,1142,14,-811,-358,-494,1038,-172,539,-111,359,343,1417,740,398,247,-269,-70,611,275,600,-732,125,-1373,407,-1449,-219,-714,465,-57,321
935,-878,-814,-256,1773,-1291,201,532,-1398,989,986,798,-2113,-370,658,-1033,-176,-616,1415,-935,112,-1302,-1836,-430,1026,506,527,719,-14,-1886,-94,-1037,-347,1410,-491,-999,660,-816,33,946,-238,-1005,-71,623,-746,593,-1412,-806,-31,-835,518,-1985,-2165,624,60,-908,421,-19,149,-1057,505,2702,728,-400,892,-812,-1316,-2322,-183,-206,-927,-1081,57,-162,-919,1340,-718,-103,-423,1316,-219,-1313,-1110,232,-31,-823
248,-624,-738,1180,10,-717,-154,93,-982,388,590,-1563,-1313,431,-1089,518,-834,-681,726,-516,1185,-24,-463,-802,80,558,856,501,-450,-985,1253,-970,-511,635,360,-950,175,763,-1258,1315,-489,-141,-400,-150,-33,834,-805,85,1567,-220,395,280,-370,1058,799,15,952,822,-457,600,451,1053,-599,-587,424,-615,-345,-801,-223,-837,44,-517,-333,-1911,-236,1886,309,688,1329,907,409,40,416,795,-1029,-645
977,159,427,-757,372,-1168,-545,-170,150,190,879,447,-1225,474,-20,-1304,-773,-2966,-420,-882,-43,348,-41,403,-707,-216,1106,-14,56,-25,1151,-588,-824,-860,693,206,-627,2089,-106,-1610,-549,782,-680,-109,264,624,-675,-39,-240,-346,-715,-952,798,478,49,-555,206,1335,-436,-1712,2730,-276,640,-229,1748,-582,-190,632,1361,-1038,185,-769,255,-352,-1390,-359,-522,-1465,-216,1145,-1463,220,477,-1540,406,1417
-649,-345,732,340,-1184,197,383,46,645,192,103,-574,1059,-893,-659,110,-779,-137,-399,-282,704,-472,907,296,-1322,-782,-428,194,1108,-1058,150,33,1377,862,-206,796,842,544,564,-832,93,1775,-173,279,902,917,491,-205,1056,346,739,1720,1530,174,754,-254,-826,-17,-271,-214,-414,753,-176,133,-589,365,-210,492,-532,-124,620,164,-473,-1448,82,-630,371,-827,507,483,-120,23,-1482,1068,-1099,-308
1274,-873,-718,-1084,-372,-241,46,-1589,-601,1627,1128,406,-349,257,-222,-225,-437,-1409,595,119,-483,-192,16,-551,-14,-322,-427,-412,240,902,754,14,374,481,-1074,-619,769,-133,-1438,-38,403,-904,273,-49,-345,636,-424,-933,-756,1079,-396,-1131,-73,-960,-1098,-843,1208,874,-93,-1590,194,60,975,1800,967,-328,169,315,868,171,-1434,205,443,97,546,835,-288,48,125,-84,-715,-445,372,-1305,-732,272
-823,555,851,1641,-156,233,1550,672,1138,-1036,-523,599,-1105,919,-839,502,339,1179,110,158,-1300,-970,-874,-879,1063,-1005,605,1584,-584,-932,190,366,787,-751,268,151,-1537,-1451,276,99,-1109,2183,-241,-309,-763,562,16,455,-367,-459,-471,-1235,-493,476,-16,-495,895,22,-453,155,-1383,-1277,-98,-192,281,-661,-1122,-1000,-934,848,-877,1339,-245,-181,409,-467,103,1255,-1038,-692,-1170,189,-178,360,-896,507
684,150,-595,1967,-679,-1897,651,135,-1633,-1083,1012,-346,-766,458,22,-560,-770,551,1114,133,-1077,761,417,723,494,674,-1178,513,-768,-270,-83,758,-378,-271,698,-1023,-323,-632,-166,-50,-2062,-140,1169,-1491,-930,1225,1539,-1238,1346,-1387,-2186,-626,-1430,1850,-445,-781,-243,556,210,-2007,188,-365,-769,1357,1489,-448,-668,-755,-1045,1053,-84,-2256,-395,79,-112,211,275,566,439,833,-459,-1242,-47,121,-276,1642
662,844,-1592,-249,1407,-952,1085,1933,-6,105,-475,-365,-936,-537,-212,639,955,1710,461,-842,1538,-313,-1038,1842,758,-300,1023,532,-170,-400,-1283,-1194,766,73,-1359,-1009,-434,10,330,2246,-874,-897,1134,-370,-741,-1908,-71,625,-1305,-1436,-1647,-1733,352,898,-566,-560,311,296,-690,1416,-1021,4,361,-600,-541,206,-109,-1568,-1200,598,-1398,-555,541,-166,561,936,-1184,389,-1179,216,1690,-811,917,-164,-261,-1051
-441,503,735,-271,-1210,96,655,305,556,-1018,-41,-72,977,-64,394,242,-201,-993,-139,46,-268,-273,36,244,-479,-1214,-33,95,231,-4,587,1054,316,-270,-156,807,643,1073,693,-201,-900,1341,433,281,690,922,1140,522,339,1194,-908,-48,1742,216,-938,-496,152,395,828,-409,-219,-839,811,635,101,425,759,1442,-35,-102,-680,543,339,247,-8,-1925,624,-192,-455,-1216,-429,-712,958,-1559,1281,741
