-776,-1130,470,26,-463,880,910,960,-1851,-206,-2599,163,-1312,550,67,-1899,623,168,-2126,-115,4042,-1457,1822,-290,-1570,-1082,1777,1260,-683,318,323,1536,-2844,-471,-2218,44,-40,2379,-1954,3381,-1153,-1130,-1538,2276,-265,1722,-1746,-2576,295,2473,911,-1990,959,-727,-1393,1263,1281,437,-4,-1915,-115,1809,1185,1471,1695,414,-1324,-874,-1931,410,1141,164,-1402,-1681,422,-3488,1599,4315,1280,2041,2230,2808,506,-2362,-2743,863,311,-444,-213,2513,1373,984,805,-998,37,405,-522,-394,-881,-1297,3840,-1652,140,-944,24,-642,-1025,152,-3486,487,-95,2249,1495,-3598,-2079,-1993,2369,-736,-4065,1431,-1535,-530,52,2148,-867,-815,-1685,513,767,2086,-848,-42
415,-382,-250,1741,-2903,-265,221,1105,938,-785,-1053,-1531,-1159,193,1334,361,-704,729,2211,841,-943,864,-91,-104,-452,-1275,336,1771,-436,-2313,-316,197,332,59,-62,-466,2697,395,386,1442,-10,-813,102,1041,-1022,-1156,-599,1390,-497,965,1722,30,2411,-1369,-506,-985,-359,575,-104,512,-850,-192,559,-1744,-1431,-912,1522,-1072,-3050,-401,376,1405,-1763,-128,496,-1139,3497,2117,-517,929,-2365,939,-925,-1706,32,-442,-53,-7,2012,788,267,-664,131,1113,-648,-1105,-1648,1581,460,-1124,413,-941,826,-2427,2225,-2067,-766,-953,-1340,962,80,1468,449,148,-1694,-1291,808,-565,-1824,-553,-1419,1550,-864,-2745,-1081,-2268,-1009,311,1958,1419,370,-4
-771,-357,-2309,712,738,-2020,570,-357,-606,-328,75,215,-1370,-1866,-439,1865,-830,1633,-153,-2471,302,629,1821,1201,1252,-2255,561,-959,1051,-61,528,408,3186,452,-1331,-1476,-429,-365,320,1784,-247,911,-461,-3269,675,1346,2852,1096,-1002,486,-816,-302,-752,-1335,33,1251,-1557,-858,-2104,-4598,-1790,1769,2323,-1324,-1260,379,2952,308,-82,-1629,1080,21,1769,238,-200,26,2311,-269,170,-10,-613,570,1317,573,1648,-257,1507,2108,-182,1008,743,983,4549,478,3843,-1223,350,-518,1746,1829,375,-3021,-727,213,1734,-992,-684,-10,2265,68,-1761,-1624,-574,803,-432,635,-849,-567,-469,-1587,227,2314,613,-1270,593,2165,1425,-781,587,-1256,-310,483
-1552,-78,660,-864,1305,1070,-840,-2286,-2465,645,-640,1713,4222,-1815,897,1003,-885,-518,-3074,162,16,-2238,-221,-800,-1899,1897,2851,-882,-1631,-137,1736,-1340,285,736,-183,888,-316,-626,-2123,-1104,508,786,-3224,-2376,660,2570,777,-3828,-1541,-2063,-2450,-2266,1051,828,-1122,602,4194,1212,1596,-443,-1221,-1048,259,255,4492,986,-1660,321,2560,908,611,-2139,492,-1660,-2618,-1627,-1972,-1816,469,-1893,2842,-1428,339,1412,-1614,-143,-1168,-373,210,-219,2608,2433,317,-1667,-140,-1546,-2374,2145,3314,568,1523,-46,2038,677,-352,490,-2172,101,-1432,-1613,308,1471,2870,-3150,1177,-1552,1196,645,-1604,1230,189,318,1354,3454,1180,1047,326,-507,-4671,1700,-603,-1747
-590,-3490,-13,-74,-2273,640,55,2889,-639,-1669,-832,2078,-232,-138,-1220,168,2641,-2021,-81,-1200,622,-429,1825,2289,-977,13,1913,147,-3664,-916,2325,878,-268,-726,-298,1400,134,1789,1110,617,-1511,-1703,1439,2089,-2947,-2256,-1430,-393,1293,1116,1666,-1001,2574,1099,348,-1237,-26,-1192,-1484,-471,-1981,588,782,2138,1121,-1293,2079,-472,-2612,-1529,303,2754,-3482,-700,-1868,-1098,-358,298,2729,-114,1750,-3529,-2276,-1374,-184,-313,1033,-3169,-1500,-293,1059,794,-2103,969,-71,114,-1464,468,-943,1439,-545,659,970,790,-1588,-1427,-2897,-1376,-1175,-432,1455,2261,2163,-902,2434,-2005,-1638,321,1285,-361,-1312,1560,-2759,-965,-1654,-2999,2430,3521,-49,3107,-944,872
-520,-2201,1578,-928,2320,1099,1897,-1570,549,-2651,-408,-2026,-1464,1979,-323,-912,1873,1364,-367,-561,-522,1035,126,-3087,-1157,4312,2308,-1179,-1242,1473,-1252,-411,-679,-1503,-249,2403,-3050,-346,2936,-2289,1157,-4022,-147,2129,-3227,1517,702,-256,941,2278,4068,-518,-510,2631,1120,2794,-3315,779,1293,692,-4218,282,-1012,-480,1702,-1402,3217,-4402,-21,1553,-3090,-1668,1592,-1878,1680,-516,-1501,-3343,1212,793,1343,164,-2132,199,1765,1346,-595,127,-1309,-955,1036,395,805,-1341,484,-768,-1328,340,-1643,-202,3274,-1885,959,-3159,911,1813,1818,-360,-615,-197,-740,-252,-1112,-1677,649,-2823,424,469,-1505,1324,920,2845,-1544,2059,-3573,-2188,5410,1923,-2730,1696,-1308,-1046
664,-2176,-811,-1489,98,11,1876,161,-604,1708,-163,83,-1856,-968,21,134,807,-1721,500,1803,857,-420,-1233,-2265,827,2014,506,1737,-406,605,838,913,-2787,681,-461,2436,-1553,-3593,915,-121,-693,-1138,1839,3881,-4102,3121,-623,1203,-1001,3191,1515,2344,1225,599,-24,1360,-2460,1624,-1180,486,-1459,-969,345,341,-2411,-1700,2745,-479,-596,51,-435,-2156,-3482,294,1203,-1830,-565,945,224,2652,-78,173,-575,-1224,-1412,1058,-2800,-378,2413,1647,-1472,1195,817,162,1259,-16,-1629,517,-1313,-1213,1578,-1911,1328,-916,-1511,2149,536,-1617,1413,1080,2125,-230,-33,-2747,-1035,-638,258,1011,-1352,1357,-886,2159,-591,-835,-1884,-1530,461,414,-524,-635,741,-125
847,3017,-733,2792,-287,-1201,1460,-1377,2160,593,-440,-2118,-4574,-1363,-851,-2313,-161,1825,1721,277,1717,1337,1870,-100,1605,-1941,-783,36,1233,3988,-2962,69,471,-1383,-965,-2019,264,-1623,2048,1983,-194,1085,951,909,1505,-199,2068,3,1698,1001,-313,-484,-1067,-1731,431,2211,-1159,-901,-1402,417,1819,1351,-1068,-2265,-3700,526,854,823,-937,1338,101,-1469,1632,-984,2610,-623,-35,2668,-987,290,-1271,1033,3523,876,3958,-693,2081,1878,-573,2326,-3330,-2881,1709,-191,-779,-104,3591,-1872,-414,1820,-1045,-1054,-2676,-152,536,14,908,2341,1553,981,-2346,-2020,1,1809,-2752,-1819,1994,-1127,-761,-461,-535,-1437,1060,-593,-483,1783,-601,-1713,2972,-3941,2968,2421
1598,1430,-645,2174,1077,-803,1441,-355,1784,-90,1008,2437,240,-1291,927,-1371,1231,-1128,-3,-302,427,705,1752,604,513,-739,1196,-958,-491,2746,231,1971,72,-1023,1461,-2549,2589,-66,1892,-95,-298,-2249,240,290,2905,-720,-123,-675,1037,108,401,-2028,-1289,849,-218,-1166,-1230,-822,-1655,1790,1714,-194,-1477,-1595,-332,52,252,-359,-1526,2391,261,-1310,-792,-403,-83,-611,387,-1067,839,1029,-2378,-624,2363,-958,1608,-883,-356,-1266,-55,1021,-503,-524,242,-1425,-84,460,3198,1958,-281,2470,1954,-1149,-526,-404,-1294,630,-890,1144,1697,1119,493,-2393,419,-2688,317,-608,278,-1344,-263,-1168,617,-3602,3933,-155,1244,-530,330,-1670,-546,-238,991,1015
-2414,720,982,-2000,655,627,-31,355,1356,90,3934,820,-97,1033,-521,3824,3123,1050,1584,3643,-1661,-1440,-958,-2170,3104,-496,-1828,2311,1015,2993,2806,-2039,994,-671,-877,1052,-2133,531,2479,-760,133,-624,616,187,-678,-2569,-827,3048,-1118,-5107,107,-766,-80,2774,893,-1569,4529,1107,3873,1763,-1950,1496,-2763,405,1945,-500,-1221,241,1457,-249,-1,-1995,3708,-521,-3302,3562,-1246,-135,-594,-3030,943,1922,-1983,474,-2623,2842,-1282,739,-2833,-2921,1143,638,-1400,-312,-722,2439,-368,-1775,-88,1062,-902,1181,928,717,-3264,-2525,-1016,-423,-403,-52,1525,-535,-1060,2284,1188,1430,831,2484,2536,1986,-1428,1233,-523,1547,2473,1476,-1394,2324,-1507,-2735,1284,2223
2215,-40,1643,-708,199,123,-3867,770,-976,1390,-2137,-86,1988,-636,2867,104,-1269,-637,-805,-151,-3163,471,449,-1896,-1381,1301,663,1129,3111,-2219,2138,-2000,-111,-473,526,13,708,321,-1379,838,1032,2334,1277,2138,-8,-563,504,1724,569,-1399,1117,-1334,-1322,-627,4,612,791,945,982,387,1369,1663,-2047,2390,358,-2923,-399,1878,819,-1725,970,-520,232,-883,2511,691,-356,-3367,-1340,-645,-2595,913,-47,1452,617,-1022,1327,-817,2152,-2141,-351,1593,-655,-82,-1195,-1070,-346,-154,594,214,1584,-1339,-919,-1636,1998,-658,3791,209,1587,-609,3723,2546,-907,-2277,1994,156,1384,2848,30,-997,-1106,-670,4011,-28,-2166,562,142,-2418,-395,-2288,-1622,-432
3203,-278,673,-103,-407,-1353,-2367,111,-2447,638,-3122,192,2393,-1701,1082,-285,-3829,-2027,-676,-1973,-2687,-2424,1985,-1724,-1095,1554,2053,652,1235,-3092,-1403,-3607,-2364,4030,-338,-393,112,-2397,-2249,-384,-1724,563,-1249,-748,-837,1008,-2758,1428,-1936,1402,942,819,-3229,2424,-1390,-1348,890,-1051,-685,1457,-244,-238,767,2697,-585,-3455,70,562,1695,-233,-2191,-107,-1517,2436,446,-161,12,-1923,-1639,1209,-3357,-2892,238,754,339,-2092,-831,124,1505,433,-2627,522,172,-1962,-1848,624,-1779,3888,1128,-2956,3258,-206,-3853,-2098,2405,1478,2601,1189,2102,-2687,513,3015,-281,-1220,1479,-1711,716,-1355,2163,1312,727,278,2341,-123,-190,-494,-3351,-834,237,684,-163,-3482
1067,-564,-2034,1629,-2852,3614,-3327,12,-1861,2524,-1361,2163,-167,-2027,-2989,2313,-75,-1398,-2369,560,-1177,51,647,2338,-945,3376,-599,-352,548,-1467,2075,289,1559,-1712,-3474,1902,180,1352,-240,1858,-1946,3670,1192,-2787,-328,2658,4666,-1112,-738,-151,2481,160,590,-4405,600,-661,-99,-4266,-2080,-6147,1094,1671,-669,2148,151,868,-4991,1963,2802,-2189,-982,956,-493,-2875,-1409,-2358,-1107,-1637,306,3643,2984,1852,3097,1261,1224,393,407,-913,2541,1601,995,-2967,467,1484,-1593,3,-1081,-3010,-1277,2434,1179,502,-358,2402,1697,1606,473,-2531,4302,-814,-1763,2146,-533,-2362,-1335,-915,3398,-1654,-3396,-1534,-3520,2425,155,-623,-1811,892,-1570,66,284,-1092,-3416,-2373
905,-44,-397,4148,-875,803,-717,-1241,-76,-302,-2746,2466,922,-3796,1194,-3122,-607,212,-2733,-3077,185,376,3537,1561,-1460,-1342,-157,-2195,-1401,605,570,4,-178,465,762,-3552,660,1101,402,2264,-693,-358,323,-1505,2042,258,1698,-1910,972,1302,392,-2076,1420,-700,1110,-1001,1619,-2009,-2266,-134,-934,840,-1421,-2371,992,2403,266,1694,-1381,798,1016,1538,-1328,-1941,-974,-3023,1404,-2736,1428,136,-159,-2128,3942,1400,1652,1056,1437,-764,-820,4752,458,217,1920,-102,220,-1947,1150,1242,-387,2907,3685,-2712,-831,238,-330,-347,-2031,1592,1863,-2560,-2130,10,1873,-3112,1342,-3948,1749,-1953,-1954,-1993,848,-2132,3091,1678,-1293,783,1232,-2376,1123,570,59,-4487
877,-312,1203,2561,-1046,2952,-1303,-424,-219,-387,398,2179,1933,582,-678,-253,605,128,-540,1001,-1651,1059,-1256,-1610,-1130,971,-711,-879,646,-570,1828,1338,1238,-2290,-323,1351,1277,582,-298,-1405,-681,-1012,-2066,-989,1793,-1860,-2945,-1165,-411,-3062,4337,-1286,-886,2383,3506,-1740,1370,-2059,353,-363,-116,-669,-1139,-2272,3163,2834,-3050,-1595,986,-1099,-1037,1088,-2027,-274,-792,-87,1923,-3199,2403,235,-909,-2122,-436,-632,-258,1367,-1935,-498,-1087,1770,1000,2020,-3752,-197,-3065,-1192,203,-119,-2634,-1363,2477,-2655,535,-30,-2173,464,421,-300,1808,73,-879,1374,-194,-1759,-305,115,-472,204,-2286,-1646,-914,-2117,785,1488,223,-4338,366,-1324,-707,-303,-2678,-3329
-594,1034,-784,2141,-1090,983,1981,-2576,2489,-472,-705,-121,-2,272,-797,-437,-1997,-708,-692,-306,2128,0,-2192,1143,671,-1571,-1989,2559,659,369,-1779,3226,-2028,1057,1900,-952,3645,1288,514,-283,-520,-1160,-1132,341,1152,295,1014,238,940,2143,-241,-275,-1134,1697,-1139,-67,-967,-1771,-2723,1738,129,35,-1338,-2765,-475,-921,-1633,-203,-1416,3297,-468,1549,1788,-557,2055,-413,-207,497,909,1048,1583,-522,563,-156,583,708,-1393,-1961,854,177,1670,-2702,485,-441,-115,634,-690,373,1197,1833,1772,2061,-824,394,-1168,1149,523,323,28,-1633,-2231,-313,830,-323,-2959,-62,1044,-1359,-813,-595,2066,-3364,-1366,-1987,-411,2179,264,-1114,-401,363,-639,-1314
-2446,2057,689,-1,1650,-1229,2520,-489,2191,-1511,1319,-2314,-795,2365,614,1520,332,2199,1788,232,1414,-1101,-3243,-920,1154,-3039,97,1343,-647,3569,506,1588,1046,-636,852,610,-1619,-434,-438,2268,460,391,-1589,-1265,132,-256,785,1063,1390,-2980,-1900,-1949,-495,1471,-1361,-802,1855,145,2000,-310,-1374,162,947,-2721,578,-1583,1179,723,-2033,-1074,926,1705,2769,-818,891,2339,2816,1015,1303,-1499,110,-189,207,-2692,-759,1618,561,1410,-1831,-1680,1268,-158,824,-1561,-56,-289,136,-1297,2301,1288,34,-133,286,729,-980,-1479,1619,692,-1056,-253,-1994,-2135,-1257,1831,-2432,581,207,-513,-1010,1836,2116,-2575,-2093,1790,1984,364,1399,-553,366,75,703,1895
700,833,-2636,4312,-1328,-478,1708,1307,2469,-469,483,712,-2664,181,-3711,145,2650,390,771,1389,-385,1746,1801,1886,2659,-899,-3754,1921,620,3444,-335,3157,157,-1751,94,-3540,1976,175,403,1807,-427,-392,940,-566,-389,-2354,9,-390,1264,-2697,2289,-2431,-1218,-295,2081,1045,-794,-4344,-926,475,-2944,-361,-305,-2536,568,733,-2303,-230,-723,-81,833,1412,2190,2514,-1863,-1457,288,1249,1519,1403,-1635,114,996,-922,405,240,1985,806,-476,2196,-252,-2295,-269,730,-992,511,-430,-1575,-2105,3713,-358,329,-937,1667,-1792,896,-1572,2494,445,-1329,-278,-820,1340,363,659,-1520,-1597,-2041,-383,-2742,941,-2487,-10,-3580,933,369,-1273,-1402,1740,-1147,3040,1310
577,1145,759,-1850,1272,-377,-2233,319,712,-1345,-1338,-1725,1857,4010,346,841,-1707,-1546,-1052,-709,-1093,862,-923,3388,-673,1758,314,-316,933,-2034,-227,2133,92,-74,4279,317,-782,726,-1925,-965,1739,756,-2598,-242,538,649,1907,-406,290,-555,-2200,-1103,-1898,-1988,-2845,1199,-239,-1871,864,-1642,3065,-2160,1489,1841,-133,-4397,-1466,2199,-1053,-98,98,3116,2731,-2335,3266,1288,-1049,-591,57,1038,1014,2420,1005,520,555,-3686,2850,-2053,1968,-838,-479,172,1294,-720,-1002,-724,1266,484,1899,2814,-1489,4565,-775,893,3130,2118,5054,460,-1287,792,73,1525,-107,1741,-1377,904,197,1157,1669,873,2276,-2711,-243,-1205,1168,2072,-1708,-940,-1151,-53,-2731,-506
-317,254,-899,348,844,-902,2270,-482,16,-292,-751,-3114,-858,3018,1263,-1767,952,17,-530,-827,3072,832,667,-879,700,1194,-2388,-652,215,-953,-920,2349,220,-60,1193,1347,-213,1302,-225,-1252,1433,242,-1457,-1258,416,1763,1151,796,972,-2380,-1304,-69,-219,-834,-1431,2745,-2931,617,13,-1727,-1399,-1115,2737,-574,-1388,380,2394,-2356,-624,920,1135,-1245,929,462,162,2003,2638,1915,-213,1060,117,803,-445,-1480,-196,-1504,20,-19,1079,692,-1214,1724,2284,-584,433,-911,649,286,-387,-1918,577,1719,2103,-5,-1467,648,-146,-573,-2811,-281,3086,987,-2156,-1600,45,1578,-893,-1116,-593,-3199,-153,651,93,-1830,1407,313,862,880,1831,168,553,204
618,-743,1240,-2503,-281,1630,-4314,-676,-1208,1234,-2522,552,2028,-53,2702,-960,-2794,-171,-2107,-2106,293,-84,371,-804,-4520,-1711,2197,1812,1029,-560,215,-2969,-4273,-515,-1108,3933,-795,2087,-1929,-1059,1058,2934,1077,2642,373,820,2385,5,2219,1665,-591,-1836,-1887,-1113,1290,-1066,994,-416,-616,-348,3030,1798,-696,1597,107,-3243,-583,1574,-923,10,66,1054,325,-3160,1719,-2654,-2291,-222,-338,2444,827,2888,2644,1506,-658,-526,807,-1991,620,301,-428,164,-108,-2166,-472,-104,-1328,-156,1001,305,1235,-268,-1172,-1521,3250,702,4592,-1129,115,-135,456,3360,2067,423,684,-819,-556,1978,-1194,2361,342,-836,1014,1917,-5802,2763,998,-1359,-1194,-1155,-1102,-1132
311,-1002,190,865,-1602,-86,629,-2248,898,-4603,810,-3369,509,1686,-684,1287,-254,2696,1919,3310,-1093,1675,1013,-523,856,3337,344,-2675,1144,1071,-1407,-1017,-1191,1231,640,-2379,-187,1329,2774,648,2831,-1471,1865,1770,3090,411,2314,-1279,253,-4063,-2315,89,2194,1599,641,3554,831,628,770,2791,-1408,-2282,778,145,2745,-3455,482,530,-2605,179,-1129,-1064,1171,-1039,3336,1898,2889,-764,-1708,-860,-384,-1148,-927,-589,2203,-664,2360,841,-3276,-2557,-1970,2587,1073,-1378,408,-391,-1477,-1832,-1218,106,-1761,3459,409,-364,-868,-1418,1947,-1146,-2182,-111,2284,334,-1529,117,-2831,-557,-2424,1280,326,1790,358,-194,-238,1858,369,-1783,-875,-1249,-968,-2029,655,2152
1191,-1617,-2157,1025,-2052,-230,-863,2814,-1029,69,-803,2031,350,1087,-369,1874,-161,163,-1071,-1517,361,256,1240,711,-417,-1131,311,3074,1553,-1911,672,158,538,816,135,616,1593,3098,-1307,552,-498,1122,878,-1003,-563,-415,-1507,645,-823,-881,2037,-332,-817,417,1501,-2477,-1368,-3804,260,-2793,-748,-377,1109,1534,-240,-1703,-93,543,1760,-2342,1140,1872,-499,2255,-1811,-486,2919,-55,-1549,1863,-843,1042,72,-574,-3697,379,-697,338,506,829,1163,-638,-406,1674,45,605,-369,-437,719,-2311,1323,-1756,744,29,172,1380,-1104,-1511,-282,-66,-817,1858,159,-1379,1279,-156,-1010,-861,-487,-965,-775,-312,-2039,-828,-405,-724,-1096,-330,2574,299,-1734,535
969,-1099,1987,178,-2211,1963,-2493,-774,1936,-2990,1733,564,1885,-2462,-203,-928,-1124,900,924,845,-1325,1558,-119,-1481,-228,-1955,216,-2293,587,-1106,-1944,-2722,-1005,303,1944,-2096,-384,1925,3518,-1431,-1285,-583,1440,2560,3098,-2361,1217,579,1231,1548,-561,1571,-445,623,1699,747,1571,2309,-1378,222,2290,1597,-5005,-823,-1330,-2381,2918,-703,-2640,-2318,-3905,2555,1131,-1891,1203,1859,-3003,-2040,1555,-517,2061,612,-39,2783,1594,217,2575,-2851,-3115,-653,-1054,316,-496,1686,1522,-126,816,648,-1243,1335,-779,1245,-2821,-302,3182,-939,1675,1885,155,552,-148,95,363,3832,560,41,358,711,2098,1350,1526,-1009,-84,-157,-3204,183,622,363,-2036,-1661,1062,157
344,979,-1060,1541,275,-515,369,-2328,-2488,-1310,1306,-2700,140,1334,-1735,-1014,3266,1177,-861,588,-537,1627,1209,-670,2320,2690,-568,-3300,-1894,490,-2000,-537,3971,-1971,-876,-2116,-367,127,913,-595,-512,18,-981,-3251,1129,835,-271,-996,-2675,-3920,-591,1512,-131,-1702,-1732,1380,892,1865,2830,-315,667,-1518,1921,117,2493,2458,-205,-3393,3543,732,15,-1962,914,778,68,-1380,3258,-349,-3053,-432,-1494,-2399,-2095,-2631,-1662,-4730,2063,2267,-312,387,-2545,2450,-680,-467,-629,-1342,746,637,1612,-2935,-4043,-664,2636,-867,-983,-476,-234,-3358,-267,-1298,-568,-137,-2074,1279,-573,615,-2216,497,-1319,-1663,-1276,-449,61,2301,4225,-3258,-1301,-844,2281,-164,445,333
