-307,1272,1364,126,-1840,-933,-615,-484,1210,-1140,117,-1030,1315,-1003,958,775,495,-657,-2418,61,-1554,-1072,193,-558,1387,457,1279,-665,1114,428,1916,21,-358,-180,106,2356,-74,-1059,706,668,-241,-495,635,253,-2343,-1806,-2520,-768,1469,-1591,-692,830,-1871,-784,322,2048,-668,-1997,280,287,539,413,2082,-20,-1273,-1362,-43,-1263,1343,507,-716,-786,355,3359,398,86,-580,-915,483,-1713,513,-1947,-133,1159,411,-1546,-42,-190,1055,-364,-1268,-1649,1128,1554,-190,-1198,-375,1409,-637,2759,564,499,730,-512,-1688,-1393,-765,-702,585,293,1120,256,-44,1188
748,1062,282,-608,-76,1770,-281,-1042,-1763,-1668,-1386,-172,-3752,-1992,275,-895,1578,-470,1607,-796,1998,-2687,868,119,34,121,-970,-630,-1137,-53,-379,-1661,-673,575,69,324,-933,318,381,1003,-1318,1259,-917,47,-308,123,1467,1099,-36,-73,-1293,427,1743,772,-520,603,-1920,263,-68,-30,-675,-1111,331,538,13,-737,1061,787,-1837,-2553,-906,178,-401,-1107,-617,1005,1875,73,191,1134,-339,1300,1869,101,-642,-100,493,-198,93,-491,-596,-147,1140,-1329,-1623,-188,857,-206,1342,-538,-1415,-100,186,-601,-1805,-428,-916,-920,-1341,-282,74,-447,300,171
-468,1043,-189,459,-623,-483,13,-217,-319,132,386,1071,-963,346,-223,28,1173,50,451,1781,-11,586,1439,-941,-791,239,25,1754,1065,-26,818,-1292,63,296,-540,-516,1349,-799,1864,-2264,358,-300,1231,193,1163,-862,444,-92,645,716,375,-497,-528,-90,716,666,1442,-853,-177,-989,-1105,-73,759,588,531,-875,782,-253,311,624,-639,568,1027,-30,111,452,-457,-161,727,-61,-68,577,-87,-848,-1381,1517,1678,-2079,72,822,91,494,670,-533,-48,497,-654,-2270,-1078,-837,1424,-1588,-1042,694,-259,-945,0,-1880,1934,700,-795,-1025,-43,286
-643,1039,538,-163,-162,-1750,-2812,-913,-1107,-16,842,854,1654,97,-114,216,-990,1114,339,-157,43,1659,820,26,-1127,-1223,9,246,464,-1473,1212,136,-56,-6,-636,-723,-484,1164,1286,-1925,-447,558,278,-610,471,-1449,1278,547,591,-547,123,120,1187,670,-101,-34,1204,-970,93,843,-982,378,1372,410,-1712,-405,1155,643,-342,1189,16,2173,829,1010,-252,178,-1599,-267,837,2340,-1510,2468,-110,-626,-377,605,-241,-2343,-1397,1696,-155,-1021,-326,522,-155,-1824,-202,-1605,-1586,-1269,-521,-161,-1075,988,790,872,-112,682,718,1243,-62,890,-359,-2260
-494,1264,-141,-669,327,816,708,145,-1161,-1586,977,-343,-520,-1314,895,-5,2140,1058,40,-479,-107,-799,-24,-671,227,-211,-1302,-1624,-74,-488,-502,-2134,-1627,679,990,1142,-1861,-1959,1037,-607,723,967,1067,-565,460,-304,-85,221,310,-168,-495,-134,-636,489,-529,-1104,150,1615,871,368,-47,-603,1480,809,-491,-81,-459,-635,1123,-615,1014,-1162,-15,-756,-1349,-119,1067,-841,-1249,237,-1114,382,-978,1121,-837,-1008,1744,113,585,-361,585,161,-589,-30,-627,1197,902,-308,-1389,-475,-5,-1016,-790,-1135,-624,-517,-1462,-811,-56,-970,996,-927,128,111
40,409,-1427,1632,1200,323,68,-382,-227,484,-81,65,-562,-47,-272,2298,1199,-14,458,656,90,201,-279,860,1108,144,-233,82,-793,851,783,-125,490,2106,97,-1264,1592,-595,1114,-212,231,1955,333,-1866,1774,-516,848,353,-257,-233,-1931,-1082,281,-11,-457,1411,-1848,1278,-155,-288,1,-1071,754,-569,1352,-483,-1606,1181,170,-174,1775,-200,513,-1663,-1349,52,702,-421,-1711,1387,-1927,2728,1004,1783,1219,664,-659,-591,1225,-45,1404,2357,2010,119,181,1111,424,-2569,631,-1571,608,-1126,-750,-9,53,1437,-772,-147,1544,-1426,-551,261,1512,32
227,-68,-785,-1570,-2536,835,733,808,-464,-1062,363,-264,-1014,-749,698,-895,507,-2132,-883,1469,-1243,-1687,1677,-1646,-1558,702,123,66,161,888,-386,-1413,-572,-493,2213,541,-738,-207,-384,140,-153,-390,1583,-504,-1937,-419,-82,-1635,-1703,-868,412,1351,743,1495,1564,187,-775,-468,-50,-1016,454,1126,839,-218,-866,-1837,178,-219,155,-77,-259,515,-275,994,559,-437,-597,1481,1026,-1585,444,-1594,260,535,-670,-668,1915,632,-337,2027,102,-2263,-732,452,1021,-1536,678,2110,-1065,2188,-887,352,1885,-94,-3546,-344,-329,-2238,-855,-275,-1845,-1559,629,-50
1241,-121,-602,237,-1837,-856,166,-1346,294,-106,1691,-635,-388,-721,-1089,-595,-319,-310,843,-1347,-721,-423,-2104,-1856,-266,621,845,-183,1137,-1053,940,-272,339,-532,1661,-1213,1242,1270,364,94,-778,1377,404,62,-1960,103,-1645,-856,-638,-119,-26,542,-11,-675,-189,425,-934,287,-454,-808,1820,483,-496,276,137,-2383,2259,-1182,-152,-833,-548,442,-1164,561,1387,-729,-1024,-382,-332,113,-141,-322,639,-2,1346,753,3104,-192,-1007,1182,-1738,386,-183,1101,-1403,1400,-960,-490,-450,409,426,122,75,-845,-1249,630,727,1202,-1038,-917,-1118,-1394,-265,-716
1354,-896,-216,-646,-468,887,333,523,-1706,443,848,-569,-1062,544,-1261,80,-804,-1490,1486,-439,1204,-1456,268,-936,324,-1362,101,761,-1361,-366,144,-1109,1304,-1184,2618,-520,-317,978,-164,494,713,1711,-143,-1195,-979,1046,-355,-243,375,39,-417,2002,806,487,-418,-1447,-1173,1379,-777,-84,-156,1826,-854,111,1247,-668,1383,-131,-1862,-921,-451,225,-1931,-734,-784,467,-36,1050,1076,2102,-563,208,1419,-113,1559,672,269,754,-1255,942,-192,661,-359,-59,356,1300,168,421,318,507,-732,31,760,-1422,-292,-286,305,2334,-1180,-1205,-2171,-1088,-344,-1496
414,-982,-287,-1523,1026,1087,153,766,-966,268,-1510,492,-518,-388,412,-1113,1457,333,1812,-2398,2486,904,1223,1962,711,72,-1714,-115,-404,-599,-1180,1865,-409,645,-290,-375,-631,-631,-1809,-10,1145,-660,611,-312,872,777,2337,-104,-378,-411,1104,248,2047,914,543,-9,25,1787,1010,595,-973,655,-633,200,-544,1320,-1198,-190,233,-761,25,-36,460,-1876,831,1485,1892,-353,-899,1727,1482,468,1452,-413,-1409,-470,-1527,87,-438,-858,130,449,-1229,-1174,2,-204,1127,916,2372,-68,-3460,-1425,0,1104,1284,783,-397,650,-2238,571,-1065,224,-310,-257
1116,-2183,509,-166,2629,1479,1452,927,-1176,432,-1346,364,-1778,1245,-2509,-1298,-508,-307,750,-838,-937,-2443,1127,1647,3258,-139,-537,1031,-1113,-551,-1939,2083,-330,12,-1050,-2251,-466,383,-530,2078,386,-1195,132,-1402,389,707,377,2186,-146,104,-981,-469,2561,-524,-614,-2344,-795,1345,-258,2075,-583,589,190,1500,1053,666,339,-1372,-1199,-2387,460,-1807,1,1120,-790,489,2167,1642,-579,-756,1052,-212,1430,1007,647,-1768,-1809,2117,1536,-1762,2755,-512,631,-1350,-2820,-826,2759,393,3723,65,-459,-1178,151,-2928,1239,-786,2024,1611,-1604,-385,-571,-830,1641,175
920,-1931,-560,871,917,-1216,-736,-1913,1581,2959,2135,1237,2380,-461,-1280,948,-2533,174,192,-1880,-1202,-1061,377,-462,-247,788,864,-506,353,-750,-912,1067,1491,-631,-1119,-1476,1054,-152,529,1326,651,1559,1509,-174,-443,-616,-455,-204,809,-925,1177,-1090,1768,-545,-1739,-1729,598,562,-2612,3324,363,431,-89,-592,-838,-205,421,-1570,1686,-371,2565,-577,207,8,633,-1562,-565,2057,-84,480,-1003,1556,380,1091,2403,271,-1168,2045,658,-42,-224,305,-2685,-124,-1229,977,899,721,969,1868,-829,1366,-1026,-128,1265,444,697,736,-423,-1735,-491,514,1365,-78
860,-1631,-2482,-747,-2100,92,586,285,661,251,30,1061,-667,960,-968,-748,-59,-446,-562,-169,-716,-1997,-820,-631,-441,659,-880,608,921,1382,-824,-1090,918,-1044,1985,-80,1127,-32,-28,-577,-602,-119,2282,-29,-221,-486,93,-593,-1287,-1474,50,-493,-501,769,966,544,518,301,53,-420,860,424,-575,-963,-822,-1857,3009,432,-284,-34,-243,1274,-1828,-240,917,122,-378,-1298,381,-675,1363,-1222,452,-1441,879,1768,1490,83,-1500,-231,-136,838,-176,159,1499,1336,-969,-385,-479,1103,379,-674,-390,-1865,-1778,2322,-91,-304,76,101,-2200,-94,1539,630
170,-193,-942,45,73,43,1194,-714,1213,661,714,-479,146,-563,1587,1155,1807,989,-792,153,-984,524,5,307,90,-17,-2332,-218,794,-544,373,450,62,433,-204,1031,1444,-2667,882,-1193,530,676,1235,508,-506,1177,-887,-598,-471,-2986,1285,-566,-2419,123,907,564,-1273,529,-853,-1507,796,-1034,-149,1016,509,-279,-1163,-1015,1467,765,3401,-1113,50,-27,292,10,340,637,-869,-586,291,-994,697,1235,-912,-175,1198,1085,-1206,-531,7,797,837,989,-855,1361,-1414,393,-169,913,2429,-257,-734,-210,-1215,-538,-1131,-2150,712,-215,1915,1413,854,1579
-1292,226,114,-1748,740,-511,-1108,-845,-1021,-940,794,247,1107,-1330,688,-546,520,449,225,-409,963,-259,639,-858,1006,-1333,-1986,-675,-158,489,623,-484,627,430,412,215,-2454,-991,250,-1720,-602,103,53,-974,884,50,980,46,-123,-1414,926,-1117,-112,534,1626,-759,1252,-342,1261,-240,-1407,-863,1324,1042,-2016,651,-42,1184,-647,-17,543,-507,506,815,657,-1152,562,-55,1694,911,-1271,110,862,-106,-1189,527,721,-1003,-289,625,163,-820,-1181,892,-755,-1079,785,-909,-840,-53,366,579,-107,-773,475,-190,-713,-15,292,-978,1355,-647,937,983
513,-1034,-2899,687,-259,300,800,1995,-1462,1456,2063,-188,495,272,-186,61,340,1271,82,873,-325,-680,-1371,1472,-638,277,-2391,249,-625,-733,-1108,238,-759,50,946,-1855,-293,-407,1389,-1537,55,1128,1358,132,2439,-709,1510,-510,450,-180,-1131,516,-1146,384,-509,-50,-757,2784,384,-619,610,-2,789,-35,394,-1375,-1391,-740,554,1129,2505,572,-1865,-1609,-1137,-674,-1029,377,-1600,1044,224,-732,-396,157,1422,432,187,-358,-1438,109,427,448,-1407,666,1173,903,-1215,-1406,1454,-1207,-2374,-171,-1516,600,348,1355,-1028,87,-961,-594,-464,212,464,71
144,1751,779,995,-850,-1803,-3250,-1541,-419,59,-666,1491,655,-189,1344,1140,-1060,72,904,695,243,426,363,-244,-2739,-356,792,-1485,-130,-20,642,1662,-231,1265,-1733,-400,367,1357,1452,397,-299,1249,-1522,88,129,-1406,1172,432,1705,575,-945,1187,1867,370,-1128,391,-126,-2394,1259,252,-333,-817,1362,672,-850,439,433,307,-290,1728,-546,1422,1238,-673,-953,-226,-495,-823,846,1739,-2705,1650,-1169,-2287,-974,-545,-1727,-2768,530,1513,-597,259,-302,192,-983,-3451,-320,-532,134,-2233,-830,-238,-625,1950,787,-189,692,-823,600,1234,-6,1758,-1451,-1371
-293,881,514,620,-115,104,1353,120,523,-881,-1232,842,-1093,-343,12,675,-1206,-709,-997,-31,-344,1205,1234,-2228,960,-40,3204,-693,155,2955,951,-1133,-504,1215,-95,909,253,-938,-2062,1684,-273,-870,-621,1929,-425,723,292,564,-158,730,207,-1528,1671,1330,-645,1173,110,-785,971,-900,-165,-1153,-76,67,596,1241,-1444,-320,718,-531,-1638,163,1115,252,-287,1016,1090,-803,2268,-928,1332,1563,2495,-860,-687,-1175,-658,901,2811,30,1096,543,58,-1442,663,-330,1864,370,-181,-2211,-33,283,1190,33,-1118,25,818,-1015,2240,1230,734,-1111,732,302
738,-11,29,1483,-288,-88,371,556,1125,-576,-743,-524,55,1507,833,789,-628,-620,-1298,1656,-1799,787,-73,-864,-1520,732,744,-172,540,369,-2160,55,-879,-264,-1095,104,793,577,-748,806,1528,-2342,-268,632,-423,-1236,-1879,-511,-1420,626,-1502,464,461,279,134,-69,-1572,-946,-434,565,324,1172,-1669,-1796,202,700,-48,1247,103,1396,-644,1607,-426,-488,365,238,401,86,200,-358,1087,-183,-1491,-33,-41,-879,-910,-4,-921,-1391,236,-848,1184,-784,1040,-675,-2000,-141,-660,-17,759,1249,139,996,-1425,-640,859,376,411,143,1098,428,58,1093
-935,1025,647,-34,-96,46,571,698,95,-396,263,474,276,464,39,531,-1247,1875,-1607,-995,226,590,1188,747,636,-100,1772,-733,994,-253,-601,-193,-525,-924,-809,1489,-583,-1383,-400,-784,118,-1082,-1067,2746,2,-988,1036,671,722,-211,-1153,-1270,169,-1268,-2043,1412,1016,-648,857,-210,1770,-1652,-831,-579,-460,1167,-1919,-293,1146,440,1481,128,-785,584,555,653,1146,-1638,-184,552,455,-657,808,238,-317,-1344,-1498,1093,-464,-1312,-1572,32,889,378,-265,468,676,1033,1032,-626,390,396,-478,-415,-323,-449,607,-1279,-760,2684,1979,1575,1060,531
212,-274,482,1030,2365,-277,1733,-1219,-230,674,1531,89,217,1461,-1562,689,-848,1698,81,-1811,721,1898,-1105,134,269,475,617,-822,129,-161,398,369,726,876,-95,-1285,1131,-1726,208,-605,1196,-95,-134,790,167,1089,-778,179,429,669,1427,-497,-60,-1986,472,-1464,-15,505,415,1163,47,-2128,-676,-274,987,617,-826,-1325,1727,-1099,2919,-1661,-766,788,783,1163,96,1143,-1132,83,354,-644,1001,497,745,-286,-178,2128,291,-1399,1069,2140,799,-157,-523,2284,667,254,170,-770,1109,-45,-452,-1238,1352,-651,-761,1203,144,-789,-174,-1441,-295,747
-711,1745,-412,1476,716,1421,1003,151,-657,-643,1144,-692,-347,-587,-373,146,1760,1535,-806,-30,970,-259,1138,1038,997,798,-899,206,222,271,-1394,-1516,-914,-857,577,-267,-604,-2201,879,-2065,-595,-333,661,1487,1726,-1440,470,1524,229,916,-1750,-1286,-1045,-2218,-1233,2737,-1468,1701,335,-827,571,-623,758,107,174,-1957,-2212,-972,1291,1138,1258,-1224,-708,55,-928,100,315,349,-895,-33,444,-380,-615,2120,-811,-1132,-82,-990,-444,-1475,460,-97,2193,-269,188,683,-687,-1072,226,-1130,-78,212,-206,-1047,-454,-1086,-1208,-1796,1192,-182,3064,-781,1342,1968
454,920,1709,711,809,-100,103,-1803,257,-745,815,-1358,576,-613,-1079,-429,-110,795,444,-2493,-133,694,-1972,-589,126,-168,1243,-460,940,-956,-48,-507,-148,-968,308,-62,-1482,-660,1408,140,-1029,689,-511,-237,-351,1303,-1614,771,252,1388,24,184,-133,-1692,-832,-579,-58,294,-34,242,-21,-1391,688,948,980,-1159,-257,-1390,-690,618,-139,-2525,67,1568,-1005,-1378,-1742,215,-458,-210,-559,454,-877,1683,1116,-451,1120,364,232,96,-277,367,1509,115,-1908,175,-67,303,21,915,2014,-839,685,-2323,462,-723,752,1028,-53,-222,1610,-1368,95,-1019
-807,-1468,-2573,-1033,-1051,-764,1048,1329,-459,265,683,2106,998,696,637,-1437,687,232,102,478,701,210,706,-1276,-119,565,-1049,-87,1264,1014,-965,-752,263,-933,0,-1901,10,-62,-305,-1527,181,-1100,1423,498,1785,-2130,1246,-1363,260,-890,2575,-790,-1080,483,1489,-388,1703,1927,1107,-522,-514,108,-413,-1204,-2553,-843,143,885,1934,-322,1336,1024,-1531,865,2252,668,-278,-892,160,-472,1171,-2178,265,-677,-1330,1388,665,-1226,-1368,-2042,996,-68,-2853,406,2262,-274,-637,424,-873,-212,-1195,1972,253,409,642,1337,-1369,-528,-148,487,-1487,630,985,3225
143,-1,219,-925,-1042,409,-618,-492,-578,-897,-68,316,-1984,-1155,729,-792,-1574,-197,-97,254,-808,-1299,-499,-2056,-1594,-643,12,-162,242,-415,261,-2026,507,-779,-684,916,-1782,702,296,419,-1136,15,-193,415,-370,189,695,-471,22,-868,-340,1044,-106,1281,588,-1801,971,-1455,-490,715,205,-639,-499,-95,-1449,48,1731,828,-1712,-909,-11,1713,-505,203,-71,781,1,468,1349,-1040,-44,-899,-330,173,323,-92,1871,-1582,-354,1066,-223,-1827,-1522,-340,730,3,11,481,-843,1096,-196,1462,411,-832,-1518,-232,-817,167,226,-424,-1335,-488,-937,-1305
91,72,-409,864,44,-236,-206,210,458,-1217,-1988,982,-234,1049,-733,-607,-398,-247,757,-66,197,-260,-1470,-483,677,-877,364,671,-271,262,367,259,-169,485,217,-1464,484,2199,-346,1078,98,-1232,-1690,1824,1574,-63,625,1950,324,1699,-1108,-1325,1864,-62,-1837,965,157,943,1758,59,-367,-2310,651,431,-223,-243,142,-227,-2481,-326,-960,1353,-496,-773,-1289,-1065,781,-2450,-242,-609,-19,2015,-145,-534,-659,272,-355,270,163,-1110,617,1286,1363,-217,190,-386,84,-1446,6,-3944,508,142,574,-329,1134,2165,822,226,882,-210,182,1,1109,924
671,187,-31,1179,-1069,-1008,-893,136,-921,2051,869,39,1638,844,-670,1526,-672,190,1211,1287,80,221,576,-320,278,58,770,1226,-467,511,577,742,1335,-1035,529,-1439,1435,1810,1114,-403,171,946,284,-395,438,-1455,-754,-550,465,1790,-787,191,87,-298,-1185,-779,1078,-1264,-913,-1281,-156,1435,1254,125,709,-779,889,-235,-867,390,-839,1179,-110,804,-30,-1574,-1966,-863,894,865,-901,1098,-959,-936,820,25,-893,-1302,663,1346,621,806,-1526,553,-1358,-1499,-1462,-816,1191,-1378,-489,539,175,990,378,-344,1436,229,1664,-759,18,-25,-1154,-1392
383,1062,1014,668,368,-1205,-26,-1090,78,-1637,-361,1016,-1485,-18,437,-447,723,14,905,-617,-150,-513,-1402,-384,-501,102,106,-1737,1087,-487,-1,70,-1047,1609,-984,24,688,582,1841,587,1210,-255,-1059,344,-547,-743,-1143,975,891,303,-327,92,-243,-590,-35,-1259,-336,-957,1907,2135,-937,-1636,369,-10,-236,973,951,-1479,-262,-2268,-172,83,546,697,495,335,1531,-450,-1000,184,563,580,-243,-1186,-1875,-629,315,-421,725,-1475,99,1657,-167,-482,-2420,-191,10,-1171,-966,-1078,1205,-1987,-136,576,-119,-1191,-268,693,-467,699,102,128,-452,672
-308,462,-352,1007,1928,836,1334,-774,-169,-1090,1254,-969,-404,550,-2382,-827,-135,1298,-230,-1059,232,1011,-868,833,843,273,422,-168,-21,-748,-2272,-444,-1081,211,439,-1117,-128,-664,-490,-186,64,-287,392,-825,690,142,-15,1055,-1215,943,-1441,-1392,278,-1827,-613,712,-1593,1200,803,-361,349,-1485,-1053,-333,1165,-999,-529,-16,151,559,303,-1191,238,-1041,-1412,-384,-201,443,-538,128,-1158,801,-549,1550,987,269,1264,1210,-554,149,259,973,2006,-720,-1171,1254,594,-2386,-1087,-916,1862,-49,-670,-1948,96,-82,1010,1245,10,-603,1633,-2155,1117,753
-135,1636,520,-80,-715,1229,639,-315,-1763,395,495,-650,-122,-379,144,449,322,1340,1002,-967,2833,1374,1354,19,-53,545,302,-659,-1984,982,292,-519,1010,-885,1936,715,-811,-217,-795,-318,888,328,-516,1458,364,774,603,-841,-674,578,-86,198,398,-1031,-325,2434,-1171,43,76,-3126,1170,-567,-613,518,993,-895,-1570,915,749,431,908,-642,191,465,361,572,-894,-1234,394,1166,-816,234,892,1246,510,-667,806,413,103,-1294,-845,1901,-288,-388,-398,110,-1229,989,222,-746,-559,270,1401,1087,-714,-493,-350,-1139,1253,-339,386,-993,-1367,-1037
