2271,339,919,4415,-214,186,4949,201,-3881,1797,1215,773,328,3519,-163,-3088,-4412,-751,-1134,998,145,2230,-1514,1506,-2921,4012,-630,2709,1996,1280,421,1293,2325,5545,596,961,1043,1676,-987,-325,2475,-2664,-1160,967,1685,-1055,-261,-255,-3957,-490,2754,-992,299,-1214,-391,1877,1053,1959,446,-1912,432,1161,-760,-1285,-243,142,167,-3748,2848,3,-3019,733,1362,2119,2416,3371,663,-4466,529,-193,145,-1444,3098,1810,-2150,-2317,-44,-3857,-4189,-527,-1484,-536,-1276,-2108,-4856,180,-668,-933,3270,-1189,301,-1258,2926,358,918,-9,-2749,-666,-2033,-1160,1039,-4032,-1294,937,632,2561,-389,14,-1520,-3395,-485,-3067,1466,1151,-1479,-1027,2608,-2912,6325,268,2510,418,3262,1523,-4131,-141,2416,-551,-1162,776,-1201,-532,-526,-3097,-621,3965,3306,-807,-989,-1820,-272,1535,1909,-3351,1649,-1309,-3384,1063,-378,-40,910,-1366
485,530,3434,34,1750,-3022,-2006,1450,-2361,-992,1414,-3883,2254,-4403,3105,-2968,1308,-593,1847,-4657,-1192,82,-285,1924,-3702,3746,2362,-1182,-35,2893,1181,-1741,-1759,-74,-3299,4718,-5838,3101,-3046,493,863,2198,429,-545,-2336,-996,-7538,-1259,644,-1348,2604,-3621,-4458,-787,426,3594,2235,-1124,1441,1051,-214,-1349,28,1159,720,-3772,-610,782,-1065,1256,2383,-4060,441,-1338,948,-1369,5041,-489,907,-386,3232,2928,992,4805,-3381,423,-462,2962,-5381,467,2559,-878,-1752,3866,-1568,2295,-4357,1342,-771,-653,-2058,-2909,-3154,-2428,-2979,1022,2548,-546,355,-1328,5650,-347,2636,4708,-7080,-4585,-225,1251,3266,1360,722,6081,703,2216,-526,-5740,-464,-3193,-2155,6589,3663,-4493,-1378,1919,-1384,4021,-143,5749,350,-5309,1073,-3486,3284,39,3049,6583,-8529,-4802,-5134,1326,2080,-3825,222,6967,-1325,1616,-2397,-3054,2073,-256,-2395,-3441
-1173,1888,995,-2422,-365,45,-3381,1685,-753,-1347,-720,-354,-3002,-759,-5504,-1343,-2499,5152,-3616,1425,3471,-4967,-1826,6699,-1734,1645,-808,-5285,-3417,-3627,-763,-5080,-1483,-5709,2692,1988,-7408,2168,-97,1860,5390,3208,-2393,5027,-412,5726,-1035,-3816,5954,-3467,762,106,-3188,-1610,-704,904,-2834,1971,984,-311,1042,-3388,4963,-77,7023,-136,848,-4267,-2966,-4217,-3910,204,-3303,100,-4230,-789,4449,1275,-4274,3669,1069,529,4891,4056,-813,-3499,1120,-2178,1951,1206,945,3872,7199,341,-252,349,-5838,-2582,-539,3082,1368,-463,-4462,-2337,-2370,-1555,-2091,-354,1745,3940,-1505,1754,5224,1959,-2434,-4193,-115,2180,1637,1221,3232,-833,2155,1624,-2185,-2154,3844,-1046,-4169,8376,279,-3018,-1984,-3803,2098,337,707,816,548,-4735,5037,-1159,2908,494,-3591,3291,-6265,-638,-2781,-4306,2596,-1363,-91,2211,983,1548,-1288,732,-1438,-3968,-3862,-2961
-4771,-1111,634,-3557,3120,-2615,-4208,2409,937,-6591,-5376,583,1845,1069,-4227,917,903,752,-3494,3019,-3753,-6311,4663,523,5358,-3894,-3560,-2578,-289,171,329,-1372,-2742,-4333,228,2314,-540,-4159,-3566,1421,-447,4657,-2497,-941,-1807,-4719,-1887,1562,-1936,1438,2400,3491,403,6386,3329,-3451,3272,-3298,2553,1288,-755,-1529,-1505,1096,3175,4722,3087,-430,-3255,3111,2140,-115,-3767,704,2473,2121,796,2940,3474,4780,1105,-2458,-1792,469,-5148,3038,-3438,-2139,1528,-2859,-1905,-760,-287,5890,819,169,536,-705,-2959,697,4233,-558,-2388,-2551,1895,416,-1226,-1755,-943,1246,-234,3590,1944,-2398,-3104,4674,-475,3632,-3044,5297,2005,-1396,-1170,-1375,4520,-1602,-1859,-1027,-7188,268,-59,-4256,142,-4448,-2978,-1081,-322,-5405,1819,3002,1135,2246,89,-202,3099,647,1861,1601,636,-379,-3853,3307,-4226,2955,-3818,-1708,2687,4609,-322,-2109,-61,1349
1491,3296,-3007,1039,-2116,3790,3031,-1984,-357,3982,-2703,-3170,-2002,-5060,20,1153,1362,926,-5036,2827,8415,1795,-6546,-1433,173,-98,1126,1229,2332,6172,3357,-3243,4392,4356,8049,-5531,-5082,159,852,-130,-3172,4460,1338,-2418,1349,909,3069,-4853,4824,-3955,-439,29,5601,-1404,-1186,-3524,-4784,-2290,949,-4632,-21,-383,7377,-1657,2855,-6971,-788,7515,-72,912,-1976,556,-1506,-3119,-4957,496,656,-1178,2684,-4758,-5764,3725,946,5303,-365,-1935,5941,1581,-3326,2476,2077,514,-969,678,1070,1537,2105,-3334,-690,-5024,-1021,-2874,-3411,-349,-1842,9255,-291,2874,-2464,5339,-3563,5508,8150,-2411,-1517,-3954,-972,985,6465,-1459,-4027,15,814,445,-3735,1948,2739,1103,-501,-490,3643,-3937,-3330,1147,6136,3383,-5429,-122,3805,1066,456,4232,2247,-320,19,3929,-4823,-3165,4409,2134,3805,373,4039,-2467,-3512,272,-1291,1881,2083,6793,-4239,-3872
-3121,6627,-5284,-672,-3281,-7731,-2472,5287,6921,1718,28,1319,-2978,-4059,5071,-1010,-1383,2241,3438,-3657,4530,-1507,-4015,-7143,323,-2432,-2180,-2633,-8259,3103,2188,-3183,-4789,-63,-1014,1534,2403,-3929,2375,3762,-5015,2509,-6821,434,-687,-56,6817,317,1803,-198,-347,-4842,-2412,-1230,-3022,-125,732,-4697,-220,691,-991,-7980,-1800,1435,-578,-4171,-804,9018,1743,-560,-4774,-3240,-4473,18,4937,-1150,3316,1840,-1248,1593,-2908,-3112,-3643,-4017,4217,1762,-6130,2987,4750,7212,3296,2570,-5331,-4451,-3592,4033,-6871,-1730,1851,-5213,-1477,-2661,158,3960,4123,7096,2026,-4929,-2273,-5564,3558,2472,-311,72,-4869,-1909,-3362,-1432,914,-6409,-489,3062,-2701,-7689,1704,-2443,1056,-1059,-3668,11491,-7162,487,-1319,-3985,5474,7516,2774,961,-1689,-3073,-641,-2415,5179,576,-6053,-4594,-6825,-4383,170,-9025,6535,-3090,-1988,7991,3292,3538,-4,304,102,-3716,-11,4800
3357,-4615,180,-4101,505,5723,-2993,-5206,3492,1322,4656,-2618,5069,114,-4005,390,270,-394,2468,624,1525,6729,-3989,1164,863,-2982,4493,-126,1903,-2566,-3278,2481,5449,750,1882,-3186,-2499,2611,4873,494,-1784,23,3609,-581,2340,-339,2242,-1941,6964,1552,-919,4743,3087,-2691,-760,-5087,-1496,-933,9,-4633,-71,2181,4007,-697,2000,-1111,-151,-4477,-291,1049,719,5089,-2000,-4960,-6223,1100,-2888,3449,2133,-1158,-826,2220,-115,-2308,6567,2182,3214,676,-2729,-3557,4013,-4005,3993,2178,3305,-2568,2968,3138,-270,4168,508,-1,-2317,1926,-1157,-3429,3728,3380,6113,1872,-3506,393,-1254,-2066,220,2047,-1993,-1374,2050,4031,-2329,-1476,3404,7523,-167,4368,549,5546,-1861,-3209,5734,529,-2021,2253,1527,-4363,-451,652,1970,2263,1948,421,-6189,779,-3422,-3401,3117,1814,2782,3342,1407,1783,-1808,-6582,153,3865,826,2569,-773,4447,1040,-1310
630,4781,-2858,1755,3888,79,-166,1485,798,-903,-908,-1081,-998,-940,4752,2026,-1726,-2288,3372,-3719,3875,-3877,-1575,-3161,-6797,2910,-4508,-5100,-243,-1675,-832,820,-3223,2968,6706,1896,2822,-1654,3459,-811,-2760,3853,495,-2460,638,-6,999,6578,-50,-895,-90,-1090,1937,-1581,2090,3388,2462,-2105,1519,3342,-1958,-2129,-2607,-2948,-2819,-3612,-624,-2384,-1022,-2155,-4319,1658,124,-3921,5957,3524,-2338,-3762,4733,-865,-2218,595,-2488,2781,37,2149,-1567,-4670,-586,-959,3471,3078,-4755,2482,-5510,-4006,-3216,-3373,4792,1943,4278,2069,-159,-5755,-1240,1767,-4427,-3323,64,5307,1618,-2081,-1521,3533,1417,-2420,2519,-1850,-2629,-2873,400,766,-3669,-7084,-579,-4873,-2611,-4176,1656,332,-3579,517,1641,-3438,-1654,3824,3809,-3137,7747,-244,56,-3832,1997,-6327,1000,2785,3026,-1686,5918,-2030,7275,-1732,1269,-2169,3365,406,-1420,2461,-2715,1674,-509,-1829
-2060,-2048,274,-335,89,-2379,-783,-4453,-1044,-2841,111,101,3546,-1030,-4561,-71,-1522,4454,-157,-2632,-2996,122,-238,3048,143,-1803,2817,-2118,1004,-5696,-3481,-66,120,526,1176,4773,-1828,-196,-1249,-2887,-1049,232,4103,912,-4168,-2849,-1654,3037,736,-1917,-5996,1946,2099,4152,717,-2141,34,-156,1190,553,1249,276,-250,2354,481,3394,2628,-825,-4998,-2385,1916,1989,690,-1318,-395,3767,2655,-2617,4138,-559,4381,-2521,-3905,-2875,1665,4969,997,1159,2225,-5140,-1736,-58,-1287,3040,29,222,857,-1920,1665,5923,4572,-173,3753,-1632,-452,-3362,-834,-108,2107,866,-3744,-256,548,2682,2706,2894,3678,3363,-3444,-1379,354,939,-1131,994,1065,4935,1479,-584,-4520,-1174,1087,2994,-1690,1378,-3436,306,1770,2801,848,2146,1488,2870,23,-2934,-2753,239,4987,1012,-1326,945,1031,984,-736,-4331,1640,-869,2537,1611,-4230,2433,-1331,-753
94,2658,-4139,-5483,1253,6505,-2820,4860,1872,-202,-3931,3012,-6071,-966,3784,1368,1222,-3752,3343,2948,909,-2077,721,-2731,418,-1152,-3145,-1828,1717,-2371,3374,-794,-510,-971,2663,1973,844,6015,-1543,331,-889,7203,-1174,817,1229,2000,4338,-2670,142,-886,846,-1879,640,1634,-5518,1142,-609,1415,-1427,775,-3148,3521,3610,-324,3918,-3794,-2987,-1584,-1077,4011,336,-1595,-2362,1017,-795,-3488,-126,2418,-461,3984,-2485,2148,-1631,1756,-1614,-3475,-46,354,-3818,-2049,-975,1317,6965,202,1053,-176,-2344,-199,-4143,-6438,-4672,811,-4606,-1596,-998,3341,-775,1720,-292,6174,1473,4192,5391,-3010,-3256,-3723,-2787,-137,3452,4772,-1991,571,1311,-3306,-3023,-1480,2603,-2803,1073,2342,-1951,-1738,568,294,3021,-265,-3394,-1434,-824,-6574,-1042,-3522,-200,2117,2418,-768,-6597,235,4858,-778,-770,1473,-2485,3974,-429,5383,-753,51,-900,-1005,-2998,-2874
-1878,394,36,-3383,4700,1114,-5539,4920,2923,-3038,-2544,-985,-1625,629,69,-292,-295,-562,-753,5418,2826,-4033,-3177,-2350,-1321,-1592,-2074,-5734,-1999,-2130,242,-2629,271,1588,6156,2886,-2184,2912,-299,5405,-136,2913,-153,2247,-3474,-1759,-1721,-137,-3619,-902,428,1547,-4216,180,38,1252,-1069,-283,-3304,-371,-1395,-1144,-1545,-61,113,-1713,1034,-1756,993,225,-322,1869,-383,-95,-595,-653,1769,332,-2809,1946,2673,1424,-3756,1483,-4794,3553,291,-31,-2822,-3938,-2418,-413,3322,-2733,241,847,-554,3320,-3492,-3701,846,-3891,-2191,-4679,647,1200,-3950,-2334,931,4772,68,-2753,3569,841,-6415,-324,457,-133,707,-699,7422,-2995,3544,413,-1202,-2158,-2135,-6142,2766,3713,1647,-2728,-474,-4303,-3101,1392,1782,276,-635,-1999,5976,1079,1254,-2009,2857,-1377,-578,-618,334,-994,-769,2524,-3655,5342,1581,470,-4165,1996,5005,-6337,-992,-716
-63,-1356,2327,1143,-173,-1655,735,-308,666,329,-1383,1701,-346,1670,-2663,711,3534,1576,-2225,-1532,-3358,-333,1889,2445,-1257,-1258,2095,1945,-2362,-2032,1588,264,-3084,-4157,-5526,-2675,2190,-3381,1500,-1631,-2249,-1351,411,-3266,1712,1192,-101,527,-182,-23,1356,227,-784,-1105,-749,-938,-2077,-684,-2665,99,-704,210,-3460,1682,-276,4029,-360,-668,1634,-1022,4626,-1064,1589,3568,-310,-3261,925,1278,-1412,-1125,81,1479,1951,-1672,3044,-320,451,331,3860,1417,-5455,1109,-380,-393,-105,1148,4206,-1418,897,1062,-790,2097,306,1563,815,-1452,841,-85,-722,-38,175,-1066,-2131,-36,3749,-1020,-218,1136,-3706,591,4074,-466,-1371,-2692,-1425,2634,-1778,1268,1333,-38,-3767,-1538,-189,-4878,-632,-1223,-1302,3630,-345,1703,-202,566,-2163,58,624,-1580,3228,3360,-1473,-2825,-2889,-2148,1871,1263,-4963,-402,182,-3236,527,-5876,1313,4005
1034,-1212,-2052,-950,-3207,1160,2071,-2991,1482,1577,3166,2754,960,2318,-3039,-4052,-743,3549,-517,-1203,2795,2851,-2721,451,-2274,-760,3348,239,-2045,-2521,-1608,3808,3882,759,734,-2645,3453,1743,2261,106,2027,-1935,-1502,2501,-1672,-2416,2545,3575,2112,3677,-240,1403,-483,-430,-3627,-2813,-3390,-1108,-1680,-1557,2491,-1007,-137,-483,562,-459,-3979,-3278,5106,-2370,-6444,2399,-1791,3817,-1389,157,103,2437,-1950,2084,-1931,-2868,3122,-3757,5970,-241,-512,-1153,1916,-756,494,735,1009,-867,-2790,-2464,1734,1717,-2124,-770,-1124,1615,3316,3412,-1431,-638,-3387,4292,3224,-2341,-3449,-113,-1102,-2630,3375,4232,30,-2101,-2299,-6359,-3280,-4782,-1771,1285,713,4810,1145,1052,791,195,-738,4649,-782,-910,1271,-2256,3639,441,1242,820,-151,2911,-3873,-2754,-5166,-4898,3529,-1962,677,-969,2217,-1609,1034,-3437,-320,3216,-3511,3247,-4580,2609,1839,180
623,937,-638,3760,-2557,74,602,405,-1294,1286,1212,-3761,-1889,-3316,-160,-3017,-1038,1631,636,-2183,1740,1999,-1514,1789,-1261,1296,4620,-1468,-281,906,-1607,1238,-2033,-2197,-2222,1462,-2824,4547,-1560,-1,873,-394,1889,426,3924,1807,-1377,-3057,3671,-4070,847,-896,-1145,3766,1026,2249,-2644,-1732,1471,852,4241,-2110,886,3042,-2197,-1026,-2811,-148,1331,-3499,2667,-1314,-80,-1170,-1446,1126,1750,290,-568,-1864,5204,3467,1751,2921,2530,-956,-3281,3997,-2264,2701,1138,-3103,1619,-2911,1751,922,-103,-1622,209,401,-2221,-1637,-2467,-3508,334,404,1579,2251,1684,1103,229,-624,4091,105,558,-1226,5003,487,281,-714,370,-1868,-2869,3000,-3466,1037,3995,2902,858,57,1672,4609,715,158,-427,-1959,135,1234,-234,-3650,2882,1346,-128,744,-2193,1521,-1450,-529,-4067,1429,-1456,-1604,2293,-494,-618,-302,-2805,-2896,2170,1849,1548,-357
225,2939,-1731,3656,1495,750,3332,1460,-1142,-1136,-5152,3356,3165,-3259,4477,250,-2114,52,2455,741,-1764,-1519,902,203,2597,3274,-2014,-1983,1165,-1103,1547,-1147,-1889,2574,630,2223,-3878,-391,-3763,-1986,-156,3476,-1291,825,-1187,-1638,-4811,3950,-2598,127,-1135,-1909,47,3880,955,5950,3644,1848,2496,-1765,-1735,1768,-5302,1597,2237,-2723,87,-2397,834,292,-2451,-499,-541,-1311,5380,-926,-1870,-2078,1684,1120,-900,-1324,648,2641,-266,-983,-1586,-4994,-1106,-4533,-1253,1146,-1832,3632,-3174,-13,-4341,-37,-365,5473,3096,748,8860,372,-1207,-4934,-2526,-4832,-961,-4479,3738,30,-2686,4285,260,188,1262,885,330,726,-2638,1647,-4443,-2600,-2294,-3319,-2697,262,628,-803,-3550,2856,3574,2725,-5180,2579,1356,-4624,-2848,-2838,-2667,-1058,6102,1653,-2723,2471,3828,872,2153,605,-229,1112,593,-1227,6261,-4155,-107,1024,-4522,4228,1947,1087
903,-421,-27,-1910,-2541,8398,5300,-2002,-2492,3417,-660,3841,-468,-904,-2088,-950,-3221,-4767,616,6019,5612,1121,995,2368,5502,1237,-3979,5816,4032,1218,-2238,-1804,4354,-1606,3718,-2905,-302,4500,-2874,2895,9863,1122,1562,6275,-1496,-995,398,-3145,1557,5115,-517,4554,2791,-892,-397,3208,-5523,3185,-2680,-2028,5765,3034,4893,-6422,1106,-1689,-1582,752,3285,1854,-5083,1959,1254,-32,-3411,-6103,-2283,2839,-2156,-528,-3135,2101,6360,3114,1076,-2861,3524,-1385,-766,2033,-267,4297,5253,-133,3708,-5304,271,4938,-2930,3200,177,5846,-560,41,144,2043,-3104,4861,1627,862,-3998,9013,2378,-1838,2207,-1523,-6018,939,1265,2525,-4018,-7588,7841,3418,-1195,-483,1734,750,877,-2228,6915,5384,-4812,6800,4460,-5216,-5126,-2286,-2158,-1385,-3791,2952,-2261,4305,-955,919,1873,2077,-362,5428,-4440,4188,942,-6639,287,10,1909,-3574,-1317,1831,-4806,-5667
