1283,112,-4946,3840,-928,1164,373,5077,1573,-2434,-1471,810,-316,-1051,828,2513,-523,2082,-520,1730,-2410,-3527,381,-2670,-819,-2461,-2675,-2715,419,-200,-796,740,-91,1136,609,-1177,2292,-525,-5305,-155,765,-779,2821,894,2184,-3150,-2174,-1293,592,1165,-1744,1597,2168,-503,2278,-939,3006,2691,-2707,-3030,2154,448,218,1031,2091,-736,1855,1558,-3994,-423,156,-735,-2364,750,-279,-1657,-3542,-128,3367,-772,-860,-1165,-599,-2066,-304,-1860,47,-2561,307,636,2895,-2022,4658,-101,-2107,1723,5091,-970,-54,4463,-825,965,2012,-1358,23,-199,668,377,-454,-219,1012,-687,1150,2008,-444,-1172,-464,1298,571,177,1905,-2827,-2299,-3894,-1853,-684,295,1637,2180,2953,4004,911,-4051,2637,477,-1729,-3021,2356
1533,1096,-2119,1050,-140,-1374,-1958,2617,386,159,603,135,788,4032,-2232,1219,1357,912,-812,2358,-2674,-2823,1648,4768,98,-604,-1250,-3082,875,1424,2620,648,-857,-1200,-1297,-2141,746,3173,-346,974,-653,-629,3884,-704,98,-949,1756,17,1162,989,1273,990,-1954,1041,3746,172,967,-3639,2125,1071,2584,-337,680,-1334,2035,-478,-1659,-428,-2037,-1783,-11,4042,-1203,-2991,-637,-492,-687,245,-3409,807,-745,-1097,-1610,-1897,740,1652,592,-485,1389,2500,3306,-577,942,-1400,1927,-1797,1204,-1350,-242,-386,-2347,-1535,502,2851,2591,-3575,-373,2701,2485,-1651,-147,1583,3025,2158,918,-304,-3272,235,-1301,3141,203,-1122,1743,-199,-3137,1282,2223,-981,-325,-239,1432,1638,-1046,-893,-439,-414,-1343,1406
-1526,407,687,-114,640,-302,-3519,-1483,1601,500,56,1480,-1686,-569,3179,-345,688,1500,1216,-944,1402,2264,481,1034,508,-1297,1777,449,663,-402,-2879,837,-430,2335,184,2617,1674,-662,-1062,830,1239,209,1682,-2177,1807,-1188,1049,416,-759,547,2941,814,-637,-2716,-1763,-1951,-1558,-2138,-469,-378,2451,1281,159,1744,1654,-565,670,166,-2079,-691,2247,-2131,-2052,-1709,2240,2236,-972,2258,253,914,1546,1913,69,1298,-1849,-634,-953,196,724,69,-3390,-378,-18,-1889,-1390,3405,146,-2556,127,-1711,-297,898,2427,888,2297,1217,-2127,-822,-1274,1070,-1377,658,408,-1105,178,-998,984,909,-2122,1028,690,11,-821,262,1586,2953,500,-84,-269,-789,-1588,48,979,-82,-2862,-618,-1543,-1106
1302,-1376,-963,861,2634,2207,324,2237,2245,2518,77,-189,-2952,825,-1769,1711,2084,790,677,1244,-1876,-1505,3393,-58,-1192,-421,954,-2893,188,184,721,-2182,-1287,-1803,-1150,2455,2133,-590,-836,2980,-1420,-1710,1261,134,1255,-784,1920,3267,-89,-3371,752,1136,1119,297,-1216,222,1368,1933,-2599,-1485,1918,-1073,817,501,1481,-702,-1364,2012,1702,582,-1310,-3202,-1058,-3409,-1354,1246,693,671,-1898,-1512,1224,272,-625,710,-2359,-1371,1419,40,837,962,1568,-340,36,-1136,-829,1501,-494,463,1814,2268,794,-1039,1313,263,985,1330,1756,118,4396,-1136,-581,-1642,1561,538,-2445,-155,1329,-272,1887,26,3972,-289,-657,-655,2029,1950,-475,33,-2477,-367,3490,-19,-1595,-747,2858,2019,122,-538
-2295,-498,1330,65,-1380,-868,-1925,-926,2027,-957,1383,1104,-1359,251,1644,-225,-1230,-183,388,-250,3045,1173,-4135,-2301,1147,-2360,-933,70,713,-1260,-2565,1877,-1763,4296,985,144,694,-829,422,-2907,-4519,1899,183,-2863,-932,3002,-243,-1180,-896,1949,977,-503,-1649,-1886,-984,-120,-4810,-4023,1204,-1531,692,-2336,199,1197,-1056,-2684,-850,1738,-1877,-1237,2606,-1198,-1110,402,4113,1493,-63,1043,541,1392,-1712,1897,-622,-1994,1994,-3477,1291,2275,1619,-1783,-1967,4409,-3212,505,1437,514,306,-876,-348,-1695,720,2086,-131,1982,2123,-47,-1664,8,-3498,647,449,-868,-1948,-2405,-439,-211,571,3105,-624,3,1833,-1582,1332,-282,884,4323,1456,-2130,-2175,-2394,-998,2647,-1969,2216,-1880,-1419,872,484
-1123,1256,1907,541,-3033,-649,2326,-873,-1013,-213,-120,-573,2248,-1382,49,1065,-454,930,746,-1323,-286,-1477,-1839,429,2671,1141,-2848,1368,-1410,1168,1543,-2939,380,-611,682,211,-2288,721,2919,-3557,1019,-1236,678,1767,-2440,1004,-412,-2097,2982,2369,-2781,-1475,-2816,-1830,408,-1252,168,-3193,1175,-96,51,-2176,261,-1287,-1201,1728,275,-3596,-944,-799,-208,570,3330,-1705,695,-1047,520,516,-244,-691,-1000,-2511,955,-3261,-3001,2298,1278,1858,-2656,105,1002,-28,601,668,-1867,-893,1655,-966,-2106,-2210,898,-591,-2213,-341,-3406,-298,-78,-1472,-30,531,1742,-934,-1806,759,2120,1133,-255,54,-102,-312,-726,-723,1373,-124,262,-729,3199,-1180,205,264,388,-835,934,950,-877,-444,438,3547
2178,-2314,3796,-1610,288,-470,3898,824,-4673,2185,739,-5205,1032,-523,-2603,57,3219,-2923,-2240,987,-2486,-137,4460,1680,2830,1301,2458,285,-3494,2436,1420,-694,2995,-637,330,2552,-2324,-371,960,-1310,2564,-3475,-1714,2565,-624,1911,-3619,4902,-613,-5650,491,-389,1813,1466,-1225,1874,180,-328,-1337,1346,-890,-1502,2307,-4703,-3133,3295,-2696,-2566,190,556,-1885,2056,2794,-1256,-2674,-202,3993,861,-2427,-1988,2151,-1159,-400,1450,531,1209,370,2435,506,-1650,-371,51,-3049,-536,-602,1399,-3294,924,1263,-1193,261,-2345,-136,1960,817,1270,2037,1344,3086,-214,1289,-1590,296,1757,-1524,2077,718,-977,1197,1056,-1623,92,2006,1127,793,-1539,-1104,118,-3666,103,4142,675,676,936,2208,2710,185,315
-860,-898,-544,-305,4200,-1196,-714,-161,-5379,-577,1009,-222,-116,1170,-734,-3333,941,-821,533,-443,-924,-163,2865,530,97,3410,-967,-425,-2274,1279,1815,985,3589,2980,1158,1566,1253,-2563,-660,-3132,4261,2235,210,1893,-1190,0,-2688,592,-1555,-3135,1413,833,3895,2306,-2916,2090,-1228,673,1654,1171,1641,2263,3119,338,-2323,2276,-3030,-728,-3337,-1275,-967,1248,1012,959,-1181,1401,3452,4558,827,-1783,45,-1833,268,1802,6,187,-346,-1414,2405,2027,-2984,551,2036,-1377,-958,2308,-1184,408,1950,2195,-1689,-3871,3363,-623,1888,-4445,-2719,430,1832,257,1135,3291,3167,3177,-643,2191,11,-5779,-1139,3559,181,3775,70,2137,1208,-5342,1103,-512,648,-775,-666,1916,822,-768,1590,894,-382,1126
186,-1883,-1061,2490,-541,-1656,2166,1284,-3202,-2645,812,-258,69,-3221,-2922,994,-122,-401,-295,2230,-1057,-3162,-1159,-2888,300,1631,-837,-3365,-1226,1190,2438,1180,3171,4064,1816,-4282,524,1196,-3165,-1421,1839,2269,1899,3927,-1647,2684,-3486,-3114,684,2236,-4849,-1356,-575,1379,-796,3045,-1275,2150,437,-2651,-1084,-939,823,-760,-690,2119,-1231,-1257,-3095,1329,-1783,-891,5443,1438,-4581,-2148,2318,1852,1378,-1469,-3547,-3749,743,-1713,2350,-604,2307,346,-1362,916,2958,-164,1348,2322,-1862,-1064,2816,1325,-3178,3257,-1768,-1461,87,-386,-1016,-261,-1092,2066,-257,340,2497,1348,-2445,-1179,1305,2049,979,-189,1557,-437,-942,-2948,589,-609,479,-3176,2159,593,3750,-817,2187,302,960,1237,2246,-687,-3227,2390
1639,-1220,-79,765,890,-1276,2943,3072,-3329,-1374,912,7,3365,1578,-2028,-2187,-929,-3056,-806,867,1378,-885,991,299,741,1552,-952,1524,2378,453,3304,766,2248,1109,-1059,-3597,1233,2991,-4315,475,1237,200,-2512,1561,-1662,-334,-2574,-793,130,1082,-2560,392,2646,2392,-1495,1282,-1809,3408,461,2140,-460,-1163,-2285,300,-589,215,-452,-3954,-1273,1420,-253,573,152,6064,-2451,-1975,397,-430,-102,508,1547,947,36,1663,3656,2230,1384,-1807,-667,1456,1270,-604,-852,-414,3793,-1792,-932,1116,-540,464,-2449,2791,-1883,1046,1260,-6807,-2211,1942,651,2180,-764,-1741,-1427,-113,-202,312,1173,-3371,2120,3975,272,718,639,-686,1897,-2663,-737,-3867,2836,-390,1366,2565,1049,642,3098,67,-449,-725
559,612,-1473,506,-2277,1599,-488,-2289,415,-333,1460,251,-2034,-1552,1151,120,-3066,2554,2605,-496,2740,-1417,-244,-3072,-1189,410,-2082,-537,-837,-933,-55,-493,-1214,297,2161,-1275,1206,-3659,1687,-147,1252,2680,-1584,2969,9,895,1261,893,-185,-946,253,-323,-1878,-194,-1166,1821,1485,515,1383,-3270,844,363,-368,5215,-705,-907,1771,2371,-2226,1942,-1943,-1735,122,-329,202,-197,-1207,-1224,1733,-190,481,-4032,144,1809,-926,-858,-1111,1906,-2173,2427,499,1544,1505,-152,-3225,-877,1508,1077,-1326,2481,-1480,-1198,357,-3082,-1596,2653,1358,393,564,-1481,2675,1326,208,367,-1166,-1735,3501,-2210,-684,-1210,606,1193,-557,663,2116,-434,3260,853,-818,-1522,-1304,594,-3158,605,1480,-79,-1432,617
-2502,1655,-2699,-323,-901,2986,1925,352,4000,-191,1498,1008,-2442,-1089,-128,1723,-2011,3190,-1907,-1427,-2002,-2529,600,-2364,953,3125,-5040,-1173,-3372,1528,-766,-1773,-769,1800,-4401,-925,-1446,-3813,2516,-2254,-3233,1516,-143,756,-509,2217,4213,-450,-972,3137,-152,860,-3226,1140,-2191,-465,-1321,-2530,1445,-1133,1151,1135,-2747,624,-1599,-969,1483,1979,-625,-2595,-1028,-2949,440,-125,-2338,-2583,1982,2766,1274,2755,-4977,-6319,-1256,-1100,1659,-708,1392,2132,-119,-1006,1796,1806,1459,1108,365,-980,3817,271,780,-1147,3371,791,-84,-5457,-3476,1505,-1687,2736,-51,-894,2365,414,390,2080,-958,-864,-2852,-1851,-115,-4300,1049,19,2756,503,1771,1515,3292,-771,-2961,454,1543,-1978,-1487,-1292,852,-288,527,5868
-121,3054,-709,-793,-1577,94,-2005,-720,1443,-2244,3521,-1953,-1481,-1678,1294,940,-962,109,3019,-1749,4685,625,219,-1310,359,-503,7,-735,1839,-3773,1500,-2064,-548,101,-1480,-85,38,-767,-658,4205,-390,1321,-1241,-356,1380,-2106,1955,-1011,-272,264,803,-943,-1443,-1531,732,422,-1583,2294,-347,571,977,194,-4010,3162,2313,250,1981,1121,3058,-147,-2119,-68,275,-258,193,-1508,-3387,-1077,1486,419,3614,2481,545,3944,-3007,-1795,505,1267,-1786,928,491,329,-657,-1147,-939,-2257,1280,513,-2380,-1975,-2033,1792,834,1153,-1575,560,368,-707,1868,2807,-1044,-51,-635,218,-2054,-2945,2018,-4,-950,-733,858,860,-2269,723,1475,701,-907,2172,3586,782,-2139,3167,2279,-1434,-1737,2225,-67,629
-1195,2636,779,-271,-1936,-1310,-56,-266,-2821,-1241,629,-543,1310,-320,669,-2005,-1412,-1633,-683,-267,1522,1411,99,-1222,-1156,-738,-1141,3237,-510,-248,1915,-744,2757,313,1834,-2867,2569,53,-1354,-691,529,-477,-656,-555,881,1892,-669,-654,1311,737,973,369,-2100,1805,-444,15,-76,-695,362,-377,570,-1505,1276,-252,-911,2491,2465,-1689,-354,-1732,1389,1616,-871,1304,2163,1159,-311,518,-50,2148,1080,54,-413,369,234,685,413,1011,-234,1571,-1064,256,1421,485,1339,-1113,-83,450,-2296,-1880,74,-1918,-3132,1534,2400,-13,-982,-1628,-1346,2241,2236,1106,-265,-922,-32,-214,-492,636,-1119,73,-1806,1461,-1700,-587,-458,-960,797,-442,-959,2313,-560,1731,357,-979,-942,-2236,-607,1289
347,2975,557,1264,-2713,1085,87,-321,1152,-941,1506,-2257,-1153,575,623,-253,755,-314,2820,-2261,3396,1361,1442,2545,204,-834,-464,-3416,2771,-252,826,73,-640,-86,-961,-1044,1011,72,780,2316,460,-977,-1078,143,1811,-1495,676,-1153,1559,1690,821,-4487,-3161,-2382,3891,561,-2920,1931,-544,650,2621,1073,-1898,-1679,1824,3300,1291,-217,1976,483,-3463,-1439,-616,-1035,-88,-36,-79,-3533,620,365,2055,-322,-767,-1768,-4470,1484,1517,2433,-1358,-213,2824,-1664,-2431,457,-2669,-4123,3120,-4900,-3056,-845,369,2080,-420,816,-2030,-901,-442,151,1508,1286,1417,1969,743,2192,-3230,-527,1341,-2425,1419,2333,270,1021,148,370,340,425,422,1947,1912,-2410,-556,914,1766,-3769,-2240,-352,129,1486
-2413,454,1707,1002,340,-1911,678,580,927,-171,-2190,2077,-103,-1184,2055,-1053,714,318,5457,-3903,-210,527,-2772,-192,-433,-4516,206,513,2290,3473,582,-1581,1056,-492,-851,1582,2486,69,-467,-127,1443,-336,-863,-4166,-910,-2127,-1969,15,2149,461,-3920,-3387,1484,-2032,-950,-1066,-1994,-2084,571,-846,1476,-3204,131,-641,967,-222,-1167,-2695,984,-675,822,-3915,670,-291,2547,-1483,-771,1664,4869,2446,-458,2199,-1432,-2923,-2939,-467,4757,-2121,-1855,-255,503,-2566,2146,-1442,-1665,-1042,3835,-913,2916,754,1767,1664,-1222,-270,-1426,-2495,-1984,-5578,-4113,3791,-32,881,-3731,-96,2604,2313,-1085,102,3438,-32,3354,-884,-610,-1812,2548,805,-3848,-658,3167,-335,2230,1092,2448,1293,-1719,-811,1334,-675
-419,937,-1158,2954,-3481,-2018,-249,2636,-233,-680,1457,1635,50,1680,425,1059,-1175,633,1260,1621,722,-1688,-1189,-263,1597,-793,-2316,-1648,870,-312,1772,-872,-1882,2948,35,-2458,2746,2480,-2769,1133,1033,-305,2178,-2108,-1643,1353,1178,-1343,-1259,6617,-37,-1426,-1407,-239,2231,1048,-1248,-4671,-157,582,4313,-3351,1301,-2137,205,-1155,-338,-1600,-4669,-892,1581,-1551,111,357,-672,91,-522,1523,-235,1415,-2400,-664,-2467,-4178,350,-1214,3691,-1003,-2460,3288,3227,1434,822,-1414,153,-1255,2817,-1203,-3234,-815,490,3317,-103,3518,-75,-4426,-2801,-358,780,-480,1982,-2225,-2846,-798,2948,-2694,-333,2391,-1773,2833,953,-3352,-805,-3898,111,5355,3318,-1775,-194,-127,2717,2740,-776,5043,642,-1031,-1417,-1081
-314,-2954,763,1050,1143,3555,1580,-112,1995,3046,-1271,-221,-1136,-759,2393,-562,-1753,1706,-3143,1771,-473,888,1516,-2340,1429,3056,-88,-1121,-3111,220,-3816,917,-1238,2534,963,2294,-417,-2636,888,-2192,1066,658,453,2693,589,460,573,2101,-675,-1150,3566,559,-26,115,-4049,-361,-2072,-1146,-1428,-747,-353,3841,679,-1661,-3765,292,2652,874,-1176,3742,-633,-4123,-321,182,554,199,1781,1622,-1894,-1469,-1099,-2575,279,-289,642,16,-2551,1588,-1673,-2881,-1930,581,-2958,4520,-3199,3577,-2069,-1903,1263,1937,2798,2194,1741,-3009,63,1238,59,1111,-569,-717,2132,605,3260,2118,1249,-972,-332,2972,822,-2450,582,61,2784,2149,2646,1414,2489,-1607,-1783,-2130,-410,-3118,-962,310,2029,1840,1457,-1930
101,338,-875,1199,-1155,2641,2719,721,869,-1722,1036,-889,892,-656,-175,2955,-714,-134,641,-1545,424,-1694,1569,-2127,1753,1997,-2146,1670,1320,1090,1907,341,-1499,796,-747,-1056,-2301,716,414,-423,395,1,-3377,801,606,3140,-1438,-697,831,136,756,-1287,-950,1056,12,-1487,-646,-659,-695,528,592,1062,-1742,-828,-1396,-1107,574,607,-590,-1245,296,-517,-573,558,-2122,-2652,-1165,-553,-3,1538,785,-3006,195,-1030,470,1256,281,446,874,-2049,1218,813,617,694,-384,-1481,768,614,-935,-264,1111,1501,1432,-463,-2657,-466,466,3159,330,-1230,378,-2282,-2434,1426,-1320,147,-564,-2998,963,679,-1232,-1627,762,364,554,641,1322,-928,-733,-831,3062,-318,-390,-1303,1443,-866,852,2192
-905,674,-543,1726,-741,-1111,-1246,1724,2411,-2265,-134,242,-1751,-3326,-483,1882,495,-781,480,2684,98,-2678,-1334,-247,610,-853,-570,-2350,2238,-3670,1822,-1412,-1927,853,658,-2135,1865,1283,-2230,1037,-2957,-658,1033,-1269,-751,-1585,1258,-2906,1116,1018,-2435,-846,-1330,-2642,-1237,-912,-3857,1645,-1183,-1526,-391,-226,129,2655,1939,1256,2614,214,276,-441,870,-692,1623,309,2156,36,-2206,-733,1740,1257,-660,125,152,-1650,352,-787,1426,1696,174,267,1038,636,-1188,2270,1852,-781,3026,-145,-646,1334,-1318,860,-1901,1566,1522,554,1177,480,-92,2665,-1859,165,-1827,-1830,-136,-2128,-528,3389,720,-928,394,-2119,1638,-2974,388,-906,952,570,2981,3,2482,146,1169,1940,-1287,2447,-897,660
-1418,1724,-443,-1571,1232,-31,-2393,-2575,1423,-1131,-1471,1333,-1702,-959,-7,-342,714,-1710,1321,-1340,407,458,-532,1313,-4579,-1008,1699,1622,2910,-446,688,1497,-710,-1848,-811,548,1058,-2655,2804,1250,-3288,675,-3054,-2249,-1568,-711,1106,-2103,978,-955,1436,33,194,-523,335,-1274,591,1009,444,71,-712,1150,147,2852,-162,651,721,2187,3157,-608,-479,862,-1994,850,2662,86,-1739,1229,1046,2001,-40,-526,1970,405,84,-510,-588,53,4106,-1057,-1872,496,1360,-541,2569,504,-2076,1605,455,-1353,-1826,-3107,-1025,-1368,1950,2638,-198,379,-1633,714,-2478,1084,688,-4002,-875,1340,-102,-931,234,-213,-453,1895,-2053,624,-30,-1391,-1907,835,-881,-1053,-1335,-538,909,-715,-129,-456,208,-256
-993,400,166,1951,-573,2352,1510,-330,-304,253,-3119,3713,2835,-779,111,880,-1688,2261,-1208,105,-756,1492,-606,-66,2232,643,-2185,2043,-1975,-1819,446,1045,1941,-224,4066,289,-580,-284,-2560,-48,3009,-1377,-1534,-571,2059,409,-1948,-810,1056,944,132,367,260,417,-1088,-3146,1267,373,323,-34,-224,-957,-1117,-2532,-1899,697,1759,-218,-1867,2756,2325,185,-418,2147,-1626,1236,-1213,-1212,533,1421,2627,1463,769,1001,877,-640,179,-1497,-2295,1247,-295,-1938,3924,1522,-527,2812,-1496,937,-1661,-76,392,1304,796,-1127,-58,-763,2640,-91,-379,399,-1174,-803,389,-1602,1842,328,1571,-1098,-4041,-845,-907,-236,8,-1022,1660,153,2291,605,1470,-1042,1242,446,-347,2246,1915,-2686,-1040,-1068
903,-704,936,-1003,-1347,384,4278,2076,-1372,-1634,1403,-2204,1756,769,-1338,-1092,-264,-3310,-319,-2254,888,-98,-40,-856,1410,1509,-2213,2685,-985,761,2646,593,1524,567,-567,424,-754,960,1241,-3817,684,830,-4005,590,718,1581,-1962,-1838,1921,-882,111,-495,931,987,-1553,53,-2381,107,-1760,-566,-2232,-1421,50,-408,-1537,1674,311,-2117,-1704,-2537,-1288,-1872,346,2685,959,-2110,2794,-1291,48,-2111,423,-2103,413,-1561,1723,482,1973,-60,1230,-4070,-300,1980,-2120,1394,-961,-1222,559,-840,-1739,-730,998,381,-2285,-1165,-484,-641,-20,-345,-476,366,290,-1396,-316,2571,-4242,1234,-906,-2401,3832,1145,-904,-1125,199,344,255,-595,809,-3005,-1285,1221,1441,25,811,-605,497,1854,392,4691
