989,-267,-80,1234,-327,-189,319,-1036,187,729,-824,-1593,-31,1873,1289,-18,-251,670,115,-344,-83,-40,-975,-18,-147,-980,-290,921,302,-622,-250,-1303,1501,578,986,404,-58,-819,1885,-4,212,1814,25,219,-271,-344,328,-781,-809,370,357,297,312,-1306,466,314,404,229,-115,1041,1784,1314,-593,-1440,1184,-112,993,-46,-150,-154,-492,456,-697,-549,473,-543,290,-506,-266,-425,488,-120,1723,-32,580,86,655,470,118,-274,1865,-167,1129,875,-916,-1861,536,785,-145,-119,786,205,-695,-17,982,961
1508,1137,1583,872,-820,-556,176,-554,-679,844,23,-28,1047,-122,1606,412,-15,88,94,-1397,-167,196,1371,-106,766,-104,-1068,-29,424,1079,-2043,-724,1176,2540,-653,-2336,-352,667,378,-646,1181,-578,-1041,1879,23,129,-1234,308,-18,-1574,1387,-1157,-1054,-217,1280,147,-1231,-1272,-1056,-187,641,1721,63,-21,-467,-1043,904,436,746,-104,-670,-477,325,1005,135,614,-736,194,453,1015,-474,-1511,559,1489,-883,889,1325,1989,771,-1129,1950,-198,384,899,410,-129,1306,-729,-467,-540,2911,-1424,-1338,774,642,850
717,1893,1505,1050,605,199,-1167,-243,181,1568,1316,-293,1405,26,918,420,443,-1642,1595,-138,482,-1895,-1012,588,-667,1774,-1161,-535,-368,-1357,-822,390,-240,774,1339,-1461,1901,-666,-150,-134,513,-322,-2451,164,82,115,-265,718,-1672,-1934,147,-1127,-526,-891,517,-1477,1409,1058,281,-180,52,1399,88,-528,-665,-263,-1073,92,893,168,312,1272,1205,1477,262,-206,169,1255,-672,-216,-372,1125,902,498,-568,1159,134,1489,861,-348,1207,-8,-1855,2412,106,1026,1533,389,-396,-914,1597,-1330,-669,-1270,-1687,541
-771,332,-415,-290,56,699,-1403,1184,939,974,1016,326,588,-1065,266,-1115,794,19,1175,55,150,-396,-1615,1177,-226,964,-843,201,-74,-77,511,-741,430,-637,-950,405,1075,-250,-137,-648,967,1528,880,-1973,-941,-22,1427,233,98,-745,682,1276,860,320,534,-1173,1046,317,251,767,-648,119,-4,462,344,2049,-1855,-705,136,574,637,415,771,-412,1419,-86,1047,371,667,39,479,1630,-240,158,2331,510,-1528,-350,-1632,921,-1407,-320,224,-1038,553,-505,1693,-210,-58,-665,-61,862,-637,-1062,-1115,-2067
1078,621,813,406,262,-1939,-655,-2000,746,2065,-1375,-834,628,831,1081,298,-953,-450,1326,-166,-761,-1601,-146,-158,-150,-156,-847,976,-1514,-1495,-225,818,768,267,544,-461,570,585,1226,803,-379,-1221,-268,154,572,913,-1587,-564,-453,-1433,750,1898,-216,-391,-54,-526,465,-393,-505,-1180,-411,469,-209,-46,-1796,-1285,173,1130,-692,669,48,636,874,1106,-439,-404,-680,-359,-880,-1429,1504,588,1021,1169,-629,-112,500,607,440,-51,555,-1476,361,1661,-272,-749,-195,728,1297,-2040,322,813,-784,-27,1324,652
221,151,-278,548,582,902,332,-522,371,504,230,-535,-710,-200,-62,1063,-278,822,-432,113,800,-241,-59,564,170,866,979,266,-470,-100,-1061,-246,-1315,-427,-823,432,1376,-1232,110,-254,78,1124,457,-1282,7,-881,1052,498,-173,-983,185,1952,350,-522,-618,-619,-35,201,-220,-24,1554,591,425,-2038,1575,-175,1011,-437,-1023,-76,-221,-151,-965,334,212,299,1370,-68,203,409,-280,-5,359,-294,1596,689,-520,247,24,1226,-47,-34,419,21,196,-1290,471,657,200,840,-1073,731,-115,-487,818,353
-502,1773,2013,-1057,1123,1631,-227,1848,149,-2048,1496,1906,-340,-1498,-1606,1649,2795,736,-1179,1463,315,-1660,-1234,-666,-174,2034,-520,149,1724,-372,-631,878,-401,-2272,1179,142,1986,-2221,-1679,-574,-2502,1139,-651,-1600,-1404,-1717,787,92,137,-670,-1169,-141,-213,2111,-1079,-468,-465,2406,1666,832,-1071,-1179,673,-306,-1153,-1105,90,-203,122,1028,-7,1530,-464,-60,-170,-660,1335,1257,-1054,303,-1592,1217,-512,-492,-39,1155,-1523,-749,1377,805,-309,1263,-1579,483,-1179,1103,-69,485,46,598,-784,-1523,1030,-291,-1785,-1809
-723,554,1467,-152,-892,-178,756,552,-2148,-3068,-3277,717,-219,-272,-430,322,-805,490,-1162,-967,-746,9,2456,-227,-153,-18,-2582,1389,2587,821,-904,1295,1802,555,-21,-2012,-651,614,1060,-2359,447,-255,956,384,-1359,414,-490,-343,-418,476,389,158,-1196,3058,609,1471,-2236,414,588,922,259,-1539,-41,-537,547,-1078,1234,441,-2300,-1000,-141,704,518,1027,-561,948,-2304,-1294,539,-124,-578,-1310,-1535,-690,290,1312,-68,1739,1803,-1166,-272,2178,-95,296,886,-819,2717,-860,-682,-597,980,-1153,1360,1320,1470,508
-652,-724,-982,1994,100,-1456,-1360,185,-1211,154,580,908,-664,1396,18,-577,78,-3098,91,-1206,1735,-2180,-44,3126,761,1531,-733,1284,-150,803,64,903,279,407,729,1039,109,2901,-158,623,2701,50,-169,-341,1330,978,664,70,1257,52,-905,-645,798,1989,-1002,1964,-138,1263,1132,-1729,-987,43,1928,-1093,675,-225,200,-84,577,210,-105,1905,218,-135,1259,282,529,1150,475,-1193,1339,820,601,994,-855,194,177,1364,-179,-1351,-866,293,-723,555,609,1365,988,181,703,1161,1905,-1963,870,-181,76,494
-102,-148,-63,-1151,-1811,294,981,245,691,-119,-1057,438,-81,-1508,1534,-1454,-421,1076,-1219,729,1050,3021,1321,-1437,1469,-371,-899,426,1286,861,965,-309,274,579,-1201,-1253,-1551,-519,719,-550,-275,-1372,1581,1166,-706,-623,-619,-850,-59,1419,-1125,276,-703,1492,8,675,-983,-238,-706,327,893,789,-9,561,-17,1742,136,1462,-141,-779,-340,-1128,2012,750,-1080,740,-937,264,1443,2594,-376,-281,-884,556,-120,-183,-224,134,-202,-415,318,1068,515,-1168,-979,168,637,-769,-1096,63,262,76,725,1051,579,1759
-371,942,915,-1148,748,1539,-788,3633,-540,-549,3212,-430,385,-2104,-684,-54,830,-719,260,834,249,-232,-232,819,-1206,1145,200,-1232,-469,831,38,205,-150,-204,84,1277,1122,-549,-668,-1318,-991,-700,-1350,-779,571,-74,-133,974,1557,-1454,-1102,-1553,209,-205,908,-2019,1627,781,675,652,-481,827,233,1676,-1085,695,-1544,-739,2047,433,-308,-460,-319,-958,-522,-466,642,1898,157,1375,-1971,87,-1387,216,715,1632,-619,601,1069,652,203,-22,-999,851,-299,9,-267,240,-1302,434,1658,49,749,-1857,-1967,-1490
123,5,-385,879,-578,824,-780,1101,-509,1544,2161,1083,1107,-864,-272,309,765,-326,1307,42,369,311,-773,-1336,-69,1022,382,-745,353,690,1196,266,-43,2233,1131,27,290,373,320,-940,348,-1141,-764,-563,-209,-828,2061,331,304,-895,341,-94,924,131,-285,333,101,105,1976,-858,-163,-66,-412,588,107,983,274,-106,290,-79,323,-1271,513,1963,877,-664,2368,742,1189,1368,-592,658,1218,237,579,102,673,817,-87,-332,-648,-660,-811,1221,304,881,209,596,-251,855,468,-472,-1034,-1302,-1830,-377
-368,-314,695,221,-1020,9,-677,-137,-1380,244,-42,1185,1108,717,-229,150,-368,-979,1119,1277,-59,-544,-1336,-638,461,-994,508,736,119,52,-202,-8,131,866,313,172,304,1627,397,182,392,209,-1726,-301,-1606,-351,95,918,443,-79,766,-407,-252,40,1257,1192,237,229,1113,-204,683,286,397,-170,-35,-200,-572,353,-1048,-21,638,994,-973,1442,1554,-1218,-287,-248,353,-1488,831,-1106,903,419,474,659,-1035,218,255,-292,82,370,94,-129,1415,27,645,-410,-400,1962,1131,-485,-1200,-769,590,-438
-271,-4,666,402,-843,145,-481,1586,-716,-151,664,410,447,-276,-905,-107,1455,-252,836,-878,-132,-909,-260,-33,21,530,-602,65,-274,1069,-533,941,947,1175,2137,467,-612,829,-18,-942,826,-419,36,1531,630,-152,797,304,-254,-1507,131,-1769,978,1428,40,1742,1113,368,1593,764,-461,-1029,-257,-233,-45,-169,-798,-1354,441,-526,1155,367,617,911,1031,532,2054,295,733,1261,-349,153,-360,419,420,1023,198,1878,-33,-521,-254,-354,-904,861,-152,885,1203,434,-1025,-361,1575,-1163,-250,-132,-2007,371
-75,319,675,-46,509,522,-127,-705,-298,412,61,-114,1728,730,375,390,-620,29,1229,1968,-498,-1027,-1320,-1050,-1130,-828,563,-618,-1031,-496,-2056,-460,-474,-195,1347,1236,1933,-943,-461,744,-923,228,-1213,-1482,-735,83,-572,1133,-658,282,467,571,-105,-651,156,301,-65,262,361,-427,615,141,-97,-292,-1099,-1314,-763,-1006,-139,-534,706,236,-912,727,934,-1548,-1000,140,-965,-1160,280,-5,471,-213,982,715,-818,-1234,-253,720,1582,-46,226,-352,561,703,-559,154,-1344,-692,-1233,176,-1521,-909,463,-545
-8,-632,221,-77,-1161,618,1605,549,1070,-480,-561,-826,-145,-765,1773,71,-533,-392,1092,-1170,507,311,-1025,899,1376,1375,477,1113,-82,242,-1419,-538,686,1113,-50,-856,-1908,-589,794,19,-96,1250,585,2267,-27,-11,301,-691,-829,-548,137,-1825,299,437,-569,-684,1184,-324,-1285,813,351,678,-939,-739,270,-656,-1083,4,1167,289,-659,81,539,-1046,-1400,1393,1420,284,687,1087,1576,266,344,211,30,-439,865,847,-9,-161,271,656,222,301,-801,832,1316,716,429,200,-206,-42,-331,-480,-1539,159
262,-1765,398,-193,-1153,274,604,1435,-305,-493,412,-528,-199,551,-227,-997,521,393,-425,374,-507,7,-1552,-1398,621,-1165,1432,67,97,1528,-1412,-446,557,901,1575,831,-352,-591,433,493,-839,370,41,601,1600,-553,977,-1859,-506,116,1068,-1889,1169,-316,-585,342,1358,-354,-1017,1598,1172,-505,-639,-422,-819,469,-2000,-2314,532,-1525,1571,311,-649,-1269,516,-1414,1986,-1299,-99,1656,599,-324,-220,96,697,-17,-266,330,-374,-295,1428,-623,-684,-681,-259,1785,-2699,1157,-2181,1071,-71,-27,-1398,464,-2353,-435
-902,94,-1584,-36,147,397,661,176,-858,-558,536,-532,-1209,46,-366,7,-374,-799,434,-1285,-493,1727,-621,140,-870,601,68,-349,-256,-565,1704,1327,411,-1395,-1313,807,-465,1165,158,860,70,-180,497,-634,616,-41,174,-1063,1210,-86,-908,-76,-374,-258,569,-181,-119,-905,1454,5,-798,-926,-369,1009,970,1026,794,-944,-273,1139,123,-421,276,-1209,-80,1983,-634,-148,-290,-416,87,50,210,-276,-1663,-1708,215,-1868,-349,235,-915,-89,929,1099,420,-692,651,-1192,931,-999,-1253,-159,1404,1239,539,194
262,100,734,-576,592,-2598,-666,1122,-268,116,-393,-638,-2077,659,-1658,-1306,2177,1250,-239,-1755,161,-70,1444,9,-1340,-1,-1129,407,-724,-1666,1052,214,290,-399,60,906,-79,62,-103,-990,-783,-3079,1610,148,1224,670,-598,-2062,587,-1830,202,1026,951,1332,-198,214,1192,749,-611,868,-1927,-596,-863,-485,-2273,1162,-965,-885,-588,1524,1301,-22,-806,-1217,-1141,1174,1672,-862,239,148,1057,120,-1971,740,-534,-226,-285,-67,926,-2909,-510,-1000,-172,966,-2598,-1276,-2078,1152,892,-859,1598,728,2051,267,-151,166
-49,-339,-738,-335,975,621,605,1320,-616,-1451,1314,-1705,-479,497,-541,-858,340,-1199,214,459,-1891,-115,-856,1276,-1359,-1076,-301,-1138,-940,1371,-22,-1514,-1599,824,437,1979,265,73,20,1275,-221,-1525,-813,-237,748,-624,-399,627,1038,-487,8,-1825,-547,-2016,490,-613,359,-1193,1142,-877,-547,-777,-647,1039,-1336,23,51,-1257,1643,219,471,-1319,262,-1599,-367,1091,-164,-55,-922,-950,-1068,-342,-1578,-1271,-841,-227,730,-611,1171,933,301,-954,-186,-1159,-311,15,-1993,101,-264,-1005,-347,1607,104,214,-113,1235
-105,264,537,419,1028,-456,389,-2292,777,256,-3703,760,1802,-579,291,960,-273,2664,-574,2185,412,308,1100,-1869,-1158,-1999,-44,1443,-224,-404,-226,964,-127,390,552,-2942,97,-1553,-1425,-943,-861,-560,1053,137,-3613,1001,-1161,-1993,-152,2175,408,7,-1410,-160,-284,1327,-1599,-804,338,-1652,753,-41,-1783,-985,1222,-2362,1447,831,-983,-1225,203,-305,764,1754,618,-2247,-1581,-362,1281,52,876,-1425,1810,-1386,968,90,226,-310,180,131,-215,413,530,-103,616,-68,-633,996,-663,-1975,362,52,-156,930,761,-656
-743,283,4,-1095,29,81,348,357,1237,-1622,-876,690,132,-1005,60,-286,1462,-200,197,147,-460,-136,191,1310,533,-249,-1088,375,931,120,1404,187,-214,-320,92,-705,-2553,743,-1118,218,1007,-547,1219,1746,-1800,150,-427,645,157,701,-1054,-1926,-768,732,47,391,-31,-196,12,-401,-1444,-1770,-294,1069,23,-291,274,1008,414,446,-822,-30,1467,-1129,-1074,1034,-873,-49,198,-714,663,-394,-454,-590,-887,416,367,-576,520,-809,-619,-103,234,-1310,-887,69,619,-33,1889,-512,-168,-647,1163,643,-1133,-450
648,558,-808,1842,1357,1002,-1875,287,-931,693,1616,-284,-694,-529,396,395,450,-1036,-1841,202,848,199,355,628,336,750,803,-492,2139,-133,668,-142,-207,-814,97,456,1079,-292,1343,292,796,71,-1829,-736,827,-478,-20,683,-1060,925,-486,603,-2071,-654,388,-1080,655,1112,1336,-134,1120,491,304,-2334,1913,596,1618,-115,-794,-267,-1238,-468,-294,806,266,-352,512,1201,-1083,1231,-1691,308,92,-671,-875,606,-195,1249,1045,-849,301,-30,-2080,849,643,-688,1817,693,-785,1005,1308,955,925,-493,411,499
-1301,608,107,-300,-700,1163,777,493,-1900,-2582,-181,2217,-473,-574,-456,473,607,-665,28,46,-69,-111,13,216,1281,25,-278,150,2698,852,-389,985,-278,229,-593,-100,394,755,287,-1068,-1038,1538,116,-177,-1290,-1198,1211,1223,776,-242,-1145,422,-975,2308,1010,2916,-2303,-280,1728,-217,-162,-1546,665,-560,-364,-867,767,72,-817,1826,-251,-106,-993,-1006,-227,1753,-945,143,-1518,-991,876,-832,-384,-1016,-572,699,199,-4,1428,-528,-986,1501,117,-764,1733,681,1308,406,-334,777,-132,-644,616,-830,922,-83
822,172,310,744,2725,-509,1155,-265,1155,-26,-760,-1760,-1269,-1758,1324,2156,-297,418,-408,513,545,-755,287,584,-1206,1959,1578,130,-1915,-876,-256,1216,-490,1166,-316,288,762,-3415,-1242,817,-2402,-1417,649,-136,189,1936,-516,-1051,1525,-1109,-538,1030,-120,-1099,-2169,-1913,-1216,-686,-1560,-2411,495,1149,-573,-581,-1305,-1328,1018,1206,533,372,-564,-136,-1268,-1350,-3173,317,1527,75,709,77,254,369,1506,-468,-36,1506,947,215,2255,2197,-514,665,555,197,-1469,500,-1606,1913,1143,-1769,-1509,1510,829,-1609,-500,276
-315,113,365,-1102,-494,-302,-957,168,-448,-292,-280,-990,-1376,-199,-820,-597,-195,-320,-476,713,-1104,558,-638,-156,1295,-426,-567,952,-750,1623,215,150,-297,-2434,-1434,1424,432,1223,1814,590,314,-565,-755,-311,440,-1487,-569,1253,1109,607,-1709,572,-872,-171,743,623,85,1942,218,628,-436,-1513,478,-188,670,-636,1020,-285,-459,270,943,-1001,924,309,-650,378,-2611,-1796,-976,348,-1281,-1458,-2319,196,211,1063,-355,-93,51,-71,-651,-201,1954,319,158,-1031,2014,-1623,388,-66,1085,1164,-379,747,1683,131
-803,-2094,-1353,637,219,-23,1661,1091,-212,-1695,-292,-1254,644,1133,1427,-832,-1094,-698,1265,-934,-393,-160,386,2434,-603,704,-979,-195,-318,744,-308,-900,610,1568,1033,2704,-1501,1407,-800,648,787,-141,705,-268,360,2349,-282,-1385,355,169,1308,-2523,536,-119,-410,-513,238,-1965,-1472,-194,-318,560,-722,-1049,-161,-1930,-1035,-130,359,-767,-1631,362,-2453,-2034,-268,613,1098,923,890,-2119,439,195,-872,-1222,589,370,961,41,-175,-1372,1764,170,324,-1159,-362,101,-1942,325,1208,661,-957,-844,-609,-792,-736,-1792
768,-343,725,126,-988,-331,787,163,-1338,-608,-1116,-1234,59,1901,51,52,-1078,-397,553,-75,71,-126,-306,-902,-942,-498,-414,-649,-407,291,-675,-109,121,1594,-921,217,-445,207,1352,-1280,-786,-771,-253,742,966,-719,-415,-748,485,-748,513,-548,1848,-1139,1755,213,-202,-887,126,-7,184,-433,-204,-157,374,-1027,584,-917,519,-636,455,-630,818,63,-180,222,-301,-1548,479,346,1511,-1479,-523,74,789,594,1309,1833,640,-1642,1127,-1366,401,727,593,-114,9,196,-963,-313,1938,928,-454,-471,538,1990
995,1091,2468,-2119,-499,431,1710,207,187,-1324,-867,1331,459,-1213,-1064,2482,-627,2014,-619,1113,-362,-463,580,-3914,-1018,-923,1243,-10,-1735,-786,-1792,719,788,49,-1513,-1865,-338,-2076,432,-1354,-4420,502,184,131,-1380,-1558,-1605,-508,1217,-1952,310,900,56,722,809,-508,-747,-753,-351,823,288,423,122,687,-1104,-671,-83,-127,461,-354,-176,1309,-737,386,-1783,-589,-742,-891,440,102,296,-866,1246,892,431,-77,-1504,-1018,1572,1998,960,28,-250,-381,-943,-385,-2125,933,-1455,-338,-682,384,762,-366,-291,659
432,-1082,1247,-602,-616,-476,1141,1963,-930,-1705,295,-382,-1346,-1271,-1454,1786,365,657,-200,-499,-2219,-233,32,-2117,-1,533,-725,-362,-1688,1835,-200,780,1214,245,441,1528,-1493,972,1634,-683,-1435,-1230,76,406,1810,-886,74,-327,220,-1327,1003,-2922,1223,-34,-10,305,1022,-734,-37,428,625,-352,-111,678,-371,-1422,-44,-1624,1415,-559,-407,-1677,-1659,207,-822,-242,-313,-1842,-203,824,-608,-1214,-327,946,-542,667,551,555,966,591,664,-193,1182,460,-808,954,-1307,1024,-96,-75,-85,429,-1504,317,-1053,-404
1049,945,1875,401,681,-177,797,359,-1008,-126,707,-283,88,-439,-430,1778,-92,1060,-787,-770,154,-43,718,-1426,-685,485,914,-1342,-561,272,-2783,701,-195,1899,64,-1352,915,-1050,-1489,-1296,-1455,-557,-1385,835,216,616,-1220,32,326,-603,1523,-522,-569,-27,-754,-734,-1140,-49,-381,507,939,404,-904,-333,-574,-1508,-110,-884,771,-328,187,295,-611,82,60,-142,-180,-618,165,1409,-1615,49,301,1111,-1205,1355,-564,1407,493,1090,1117,499,-776,1089,44,39,-1241,156,-1914,-619,745,-1163,-341,331,-1218,518
-161,31,-761,-546,-159,-657,-1287,-334,10,1383,1206,-472,-812,583,-825,-1635,694,183,226,-632,-984,1023,-440,-336,433,-579,118,-378,-312,-338,537,-676,-457,-2354,-789,921,892,273,211,607,280,-553,-459,-667,1516,-644,-11,337,272,266,-339,1264,-724,-526,650,-220,951,1053,-663,968,-996,-1046,-115,377,-835,602,71,-698,-228,770,879,26,739,-997,-220,719,-571,-774,-1753,586,-847,-62,-1646,666,-573,-581,-354,-1315,-938,-360,-371,-977,1401,685,210,-552,58,-942,645,-484,-581,1178,-247,786,778,-907
632,-250,-278,957,829,-1627,-1773,-134,971,493,-851,-559,-2371,-1902,46,1353,992,-1595,40,-1575,107,-712,-40,962,449,1120,143,1513,-525,-139,1772,604,168,204,-936,-582,-1316,516,2379,1448,1810,-766,152,1218,312,409,-417,754,-224,-194,-1479,267,226,476,-1933,284,-133,1723,-270,164,73,-42,1115,-277,2290,144,1757,1258,434,1136,276,-771,533,-96,-1523,499,907,104,-489,27,-623,-793,-232,-116,-828,384,616,1462,880,-1249,-1693,-471,765,-77,-144,-1246,2166,-668,2067,-16,753,499,376,1195,919,415
970,39,-319,-785,-650,377,938,-215,955,-493,1033,-77,-1095,-471,1044,56,19,-466,663,-1566,-1252,-818,725,37,2691,886,442,645,-524,545,48,-1856,-295,1077,-2186,541,-1207,1045,1322,632,-1092,818,-209,460,-6,-1722,-1080,576,456,-988,-789,805,858,1016,-7,62,-14,-234,-538,512,-1070,174,1016,-509,-793,-374,1241,1854,675,1501,-1376,-695,-823,-848,-1327,-69,848,630,-1545,-146,-880,-1350,-1013,-794,-442,1092,1694,-573,981,-1461,644,-1065,481,20,-1440,-1309,-486,-322,2208,372,288,157,562,-789,925,514
-441,-319,499,-1760,-1262,-824,182,-767,5,-51,-1305,471,857,1243,-232,-1419,-1945,-165,465,867,547,166,1158,-783,602,-814,326,769,-1684,-31,-1225,-127,1036,-1764,-647,148,477,674,833,287,-758,-41,-474,446,148,501,-1706,-935,582,1043,-968,608,-69,245,835,264,207,157,-2060,366,-591,444,634,191,-842,433,-1792,413,158,-1475,82,479,622,642,-1695,-1828,-1759,117,-341,-627,907,-1443,-1565,1073,332,-1402,-84,-994,-728,-777,187,-62,251,-92,455,157,282,-551,-87,128,783,-262,236,514,616,-102
-2290,143,101,-1903,-1073,1725,977,2560,-1336,-1657,1085,243,1853,-943,-409,-1537,-1809,-1636,2183,332,-275,16,1332,2400,-1447,851,-1773,-379,-1497,1734,-1472,642,-211,-359,-286,1585,442,2179,-956,-1104,525,-43,-721,-2233,140,783,-857,724,1909,-1208,-369,-1406,1703,1137,1317,-137,1515,-961,184,-269,-572,435,1222,2002,-1814,-478,-2723,-807,1288,-73,304,1176,-379,-455,801,526,-872,1899,679,-229,-1075,-885,-1815,-704,1213,35,-11,-138,90,1416,-723,1258,225,-412,2400,919,402,-1429,-906,830,406,-2304,-862,-919,-572,-501
-1160,-15,856,-29,1632,374,154,890,1053,-2047,-926,-61,479,-1886,91,2122,966,-1934,1384,1707,840,-1437,-1585,2296,-1846,1352,-254,466,-1704,-257,-1124,632,-1064,-220,1396,-440,-226,-468,-1124,1645,197,-133,-911,992,-1294,1486,-264,1072,-110,-856,-757,-3350,-429,198,-1713,-237,107,936,-429,-635,746,564,465,146,865,-2082,-933,866,1812,-165,-842,565,-1068,-981,-886,286,714,634,424,-1797,203,-732,-184,-1098,-310,920,-469,1181,1410,1365,-371,996,271,-1214,605,1463,907,604,229,-411,-116,-1149,3,687,-1807,-966
