263,811,498,231,134,547,-468,25,-897,-913,1304,-201,120,-80,94,-376,109,-31,472,849,928,572,607,531,444,397,72,-387,-534,653,809,-150,-576,475,-6,330,-79,-582,-364,-875,-1044,-854,111,85,937,202,433,-227,569,-231,516,-29,275,709,378,-99,350,681,-1113,495,-151,369,-424,-544,884,517,411,29,1357,819,753,-437,16,-289,-349,1009
672,653,-1091,1358,-94,271,247,101,102,-693,766,341,-144,719,269,-586,116,-454,-71,-66,508,-729,512,537,687,-177,915,-1587,-91,-88,37,440,-797,-120,-194,1883,-81,-241,140,387,-13,-272,845,-445,799,-709,-564,-10,697,449,-429,394,-129,693,104,127,-153,177,244,572,-339,118,-660,376,-74,1100,966,430,345,-517,956,-1059,748,258,770,1143
-147,171,542,-839,-1,359,-250,27,-974,-654,528,-224,-273,305,577,-999,366,-677,273,747,445,-93,-161,464,191,-672,-425,-437,31,978,789,880,-129,-120,-8,-315,230,-507,-859,-844,-1017,-138,-80,-168,151,-195,60,271,-549,-871,377,-244,602,1012,63,253,-356,27,-1255,-174,-399,456,239,-849,455,823,865,-1108,561,790,256,186,143,564,-104,157
-406,24,441,-647,925,-138,251,-583,-525,-76,-522,-596,-440,-834,762,-519,-96,445,-610,-667,-8,849,-146,-416,150,897,393,-357,679,-68,415,14,913,-331,-871,305,277,-734,-867,186,196,-28,-257,89,-204,541,-166,125,-820,-687,-649,304,-143,-379,-85,-514,-463,-333,-548,-518,-306,80,-370,-160,-201,-762,178,444,889,260,367,-1174,-402,-390,678,144
554,-101,-891,112,-329,-560,967,-264,-514,-481,592,-214,-652,158,-325,-161,-167,-635,-206,515,753,-286,411,477,1017,-579,579,-386,124,330,-454,8,864,134,142,105,439,11,-920,-483,-127,174,289,228,-432,-324,247,477,727,-164,-280,-683,6,-549,-89,-473,320,-489,-237,441,-908,-213,-635,296,-1162,350,784,9,63,-789,-483,-30,84,-20,1093,-145
604,-177,-495,223,429,-786,886,23,-661,981,-361,-365,-182,-496,-135,404,-466,-60,-81,319,1073,-542,-785,5,439,-204,1433,-192,110,252,248,-191,653,-383,208,-179,196,-49,140,127,288,-565,1226,-555,119,-60,616,-640,-426,-41,-938,612,-762,-600,-77,-1006,-983,76,616,-919,-295,486,68,-741,331,-211,-754,1218,-708,-13,219,-266,-542,390,70,606
-194,-1197,-432,-74,-1291,-767,-424,348,176,29,-592,36,189,662,-1035,400,32,237,-611,214,406,-1240,-397,387,-334,-1507,-528,99,277,593,250,-203,-304,-317,372,-247,1221,642,540,-36,809,377,925,-346,-655,-377,-528,1279,-383,-287,708,-354,32,-1088,-322,-386,1491,-468,466,-37,317,-9,330,28,-224,120,270,-100,-811,631,12,354,538,1234,-288,-707
-683,93,-877,787,616,122,65,-245,965,130,269,-135,-321,656,159,-114,-73,828,-549,-859,706,120,1115,-817,86,-304,1471,-936,-271,-1176,82,-437,12,-369,398,844,347,-127,-10,-654,584,239,190,-426,-640,-288,-375,231,420,-709,528,-563,93,-672,-893,88,-585,295,1339,528,-63,42,-877,233,-317,304,681,137,146,70,877,-1422,569,-606,-126,127
433,-110,624,-80,-84,-757,267,374,-691,-214,-471,-20,-249,-661,-708,343,-221,-94,-451,-287,-1246,250,-964,247,-174,189,-351,85,-131,817,63,-467,1438,-36,213,-518,-495,843,109,1153,-51,-314,870,-320,-202,863,-181,-86,-338,257,-453,282,-522,590,319,-194,813,463,-291,69,88,336,-1524,-282,-200,642,-878,1141,-854,-622,-715,1135,-137,295,-1226,158
-481,-746,771,-669,49,270,-469,-1157,-492,460,-766,-404,511,-1090,129,583,-633,-256,919,178,-514,886,90,674,-625,-260,-948,857,351,45,681,-136,624,-166,-689,-699,88,180,46,747,137,523,-90,382,-238,625,120,-518,-364,280,192,275,136,375,81,-109,-579,455,390,-820,770,-338,-445,-71,-54,-711,758,134,-390,93,-241,146,-635,-870,-114,-747
-155,251,341,-766,382,-342,168,213,-1079,-100,932,12,-394,-17,-296,-948,-243,400,1156,36,381,1122,1412,-372,-17,-592,-446,-1392,706,560,124,-491,764,-276,163,-407,245,-507,-841,-530,264,-878,373,300,-699,-482,66,-324,808,-880,18,-889,1244,-56,-521,-221,-585,-465,-656,-113,-1710,-230,-133,-438,397,378,841,-217,260,240,-161,-272,1005,-391,-345,623
435,74,43,-517,546,332,-175,346,-822,-177,875,472,670,202,797,173,123,-270,32,344,-102,-617,-50,743,-273,120,-352,72,-705,255,-906,349,-295,-452,1,135,-331,-335,-112,-37,-50,384,-117,408,-1052,-1041,414,-263,-599,-157,-199,532,-557,750,650,-83,60,975,-708,-140,847,616,1383,-664,686,202,-410,562,-1221,832,-488,485,-257,-19,442,648
-374,-101,742,307,-41,809,-730,-128,-31,-956,-348,-412,-111,356,-618,357,-79,-466,425,-696,-562,298,-794,174,-149,1408,351,620,826,703,589,-840,-323,769,-827,-156,819,-311,-79,-694,-205,600,-1234,246,728,1275,-407,-93,-67,-108,473,-412,554,-99,-173,-422,481,-166,-525,-630,591,-270,-225,-722,-178,-436,-45,136,503,-189,-253,797,9,-466,-306,-77
-288,-758,-47,610,904,834,-819,-38,205,-319,-486,-104,-561,381,752,323,-79,-68,-1486,-1025,-224,-400,-1029,444,2,596,801,86,515,552,-983,-765,532,-560,-523,778,277,-605,507,-604,185,603,-152,-1086,-1160,-985,274,-223,-21,-712,508,603,-1023,-542,-13,-336,276,181,2405,-1015,694,-604,249,-606,1142,638,-1294,1091,-790,1183,-593,258,-324,-202,-21,273
-115,96,-5,-297,320,-14,89,326,-454,-511,918,560,-19,771,1,113,-798,-408,920,-876,218,157,371,-408,-712,596,462,-645,-759,873,-292,-445,-680,-834,-989,693,134,21,115,-759,482,77,-907,354,-728,-115,-548,-414,-370,-825,490,-511,394,-378,-702,-786,-1161,-535,-548,394,-190,273,-37,374,-504,968,124,16,-124,510,-105,-426,-99,-500,-26,792
-431,768,710,234,20,-243,-216,1156,991,69,-423,696,-235,342,531,110,-173,-561,731,-948,6,725,84,-270,-621,454,242,58,185,-557,1094,535,-988,602,-493,168,-555,7,-348,83,-432,271,-673,-55,1026,686,-694,96,186,662,328,-570,-369,-108,-546,504,-90,25,-443,-110,-112,-298,69,-490,-634,-372,585,-799,313,23,597,-227,139,915,-135,148
197,-405,-94,-285,-864,-223,402,139,-261,14,75,-659,-288,-751,-286,89,233,-632,217,538,712,516,853,746,-26,-573,-364,110,-986,1115,-477,-6,433,76,235,-39,-77,32,-283,99,-162,-129,259,34,451,-49,625,979,596,344,-513,-26,-283,-210,1286,-349,895,-510,-916,269,-323,-429,-749,-366,-244,-120,-253,314,619,572,-462,35,223,-684,-67,-17
-139,-252,68,-165,1157,1158,-1410,-1221,-538,-140,-887,-327,310,-129,1184,-853,-72,-344,-400,340,124,46,519,588,-612,-516,-280,-72,635,26,89,-200,340,232,-621,-149,279,-799,692,-431,581,1654,-1201,-57,-591,-875,312,52,-620,-341,-604,84,-282,31,729,92,-469,995,-127,-973,534,-247,22,576,520,441,97,-703,-160,157,-382,-496,-548,399,800,-767
44,-27,169,277,-540,-4,-96,660,240,-198,66,-215,-243,111,324,1080,-73,-427,377,-768,191,625,31,362,302,-76,223,210,-584,19,363,7,-752,-470,224,122,-757,-225,244,623,37,244,-487,69,-154,-151,82,903,-3,137,622,-265,70,-708,629,418,959,-514,-381,-146,47,-290,39,3,597,-697,107,343,-294,59,76,-141,236,162,-56,-77
342,873,97,428,194,-343,-431,1790,192,-617,411,1242,185,834,1061,518,-171,160,265,-2121,-192,87,-208,371,-510,132,801,-545,-1025,440,274,989,-953,-1115,-911,388,-1263,-36,-328,130,367,-59,-1130,1003,-462,90,-516,-85,-1168,224,347,-215,-82,738,282,-136,531,-550,-1489,-538,1168,366,1030,-321,144,662,1110,180,-360,216,797,-297,-404,265,-114,481
252,359,168,4,-103,-71,361,279,-213,66,518,105,-385,701,-114,-30,470,-461,990,-46,865,559,274,-250,-193,-33,493,-866,136,-520,1,229,-571,514,-469,41,-120,-323,-217,-107,226,-210,-371,524,49,24,-318,18,-305,-233,-309,-910,800,309,-484,-422,-1332,-92,-1034,-716,-1285,-584,-7,-453,-427,75,399,-696,-368,68,-234,-81,641,-303,56,-326
-486,-134,-188,-620,-91,51,953,501,861,681,-485,206,198,-690,1023,256,499,-207,428,-648,-632,88,191,9,206,534,-167,401,243,46,109,1149,-665,-368,44,-151,803,198,-577,-156,-361,-68,-926,123,141,-362,-389,44,-192,441,-724,802,-77,101,975,614,18,-109,964,499,173,44,1389,-501,204,-1236,248,-270,633,-805,-92,35,-361,-723,613,445
-527,-231,296,-911,482,95,-402,-130,-750,-643,181,-245,-142,607,-58,-108,-544,-278,-422,-90,-65,-89,-129,-676,-456,-434,-396,-430,-556,560,315,-215,163,-40,388,-241,102,-14,66,-993,-137,240,-551,269,-820,458,-575,444,-190,-315,757,115,-500,-755,-339,109,-764,14,-767,225,206,619,381,-528,-177,593,65,-742,235,586,-109,378,-241,364,-274,-61
857,497,-360,1032,-141,464,-206,600,726,-170,80,-76,-294,81,444,-42,291,-337,-174,-101,-10,-708,-133,632,73,691,1130,-245,-237,-101,-324,557,-547,15,-400,746,-770,-463,403,691,-9,192,90,-195,484,-1153,-52,570,-539,502,-392,477,-644,156,798,104,870,122,-205,-1640,-172,-65,-811,-255,-154,614,-297,482,-656,-494,-106,-31,555,110,266,109
