-1143,-2313,-1184,314,-946,-1030,552,1559,-209,-966,286,-467,-96,-496,715,227,971,132,-752,1666,438,312,1333,-250,1243,-216,742,-1936,-1473,-991,-554,482,-2577,118,1388,-1213,603,-135,-1297,1411,-1888,-1553,-1569,1320,-1933,141,1081,-1255,227,-2761,1150,-225,210,-1468,1926,-1832,1843,-2420,318,2192,1529,1189,1938,-1530,-950,1434,-237,516,-1064,1122,-1670,734,594,-1082,955,-391,947,-314,165,1797,-565,-78,-1652,-660,-579,-146,-1440,1455,-1350,-2652,48,-531,20,-176,-92,1324,153,748,705,-2172,1013,2786,2480,-213,1286,-1302,1428,-1254,1506,-1490,-748,1315,1943,-872,-392,1405,-1189,2474,1000,-1676,-643,-162,2120,-480
943,777,3464,-1735,118,-1818,1110,776,70,-1774,2360,1500,1633,-1482,931,865,861,-487,3095,-3153,2061,-1930,1794,-163,-70,780,-869,-1960,-1541,-1142,1409,-154,344,334,-1745,-1480,1090,-2385,537,1094,-1730,-2924,328,-758,-613,-127,745,1151,-511,1684,44,-98,-855,74,-3017,3082,1919,-1252,-2145,1760,-1175,1075,-1914,2033,1307,-1504,838,1336,2108,1081,-1207,-1333,1586,-652,1688,1245,-295,3148,-77,3817,-2373,-2379,1509,1279,1801,-997,-433,-64,-3213,1498,-595,1785,-2660,-1771,-685,2219,-922,-996,-609,1235,912,-1044,89,-2731,688,-2178,-2410,-636,-2148,-1112,1162,764,-2325,1690,-1161,-1258,-536,-1341,574,2045,2499,2096,2230,1257
-1068,397,854,-1870,-1125,361,-1625,-1008,1630,-671,-391,520,991,783,1325,631,608,-2950,477,200,80,-1281,686,-1649,-590,-1283,756,-690,-1017,-440,-1240,1727,-323,-1602,1899,-1341,565,-467,-1278,815,-384,-372,425,-832,-1559,-154,1080,-1586,170,612,1182,1781,-1616,-1776,681,-45,756,942,540,1584,-411,-804,209,-1760,-523,-984,-636,-695,-219,-431,512,531,2121,-390,575,314,135,-358,736,-390,807,848,-778,-2291,524,-2375,-605,-919,-31,-566,1391,-1397,1591,-1148,-18,-770,1320,362,767,733,332,1403,408,914,-1877,226,1375,2741,1002,1429,1237,226,1010,-530,1179,-2062,168,2303,-1954,-1187,1313,-32,1080,596
-1986,-2114,-1792,-2003,601,-2374,2375,-1674,938,2116,480,2105,-2097,2754,-409,-530,-1480,327,-1076,608,-2364,-437,212,1057,-87,455,-1072,-3210,1069,822,-665,-595,-563,-380,1116,1835,-988,-296,743,732,493,-1054,-643,-641,161,-801,-2019,-1075,527,-1163,350,-457,-854,-1997,-765,-515,116,-2997,-1189,1538,-1622,2726,2506,-818,-182,1744,-24,236,-1186,-3470,-2608,-1016,28,-293,334,741,-712,-639,-1094,1987,-1589,-1175,862,507,-573,1525,1675,-1877,669,-1553,1609,269,-633,-1528,-1942,972,-1400,88,615,-1516,-1433,-129,2048,2708,-1153,258,-173,1300,2855,-1630,-610,2090,1155,838,-709,85,407,-2269,265,1400,-705,-604,1130,266
1371,2128,1119,-7,339,-1950,-1272,539,278,-1199,482,-239,249,-972,-1556,-117,703,-92,-417,-1530,-1974,-1591,1116,-3225,-1156,1033,1892,980,553,413,-262,1251,46,143,1807,-134,1730,-1313,117,-405,-2292,932,495,1575,390,1043,-1050,85,-792,-1550,-997,-140,1093,1827,2751,-769,-848,212,-111,-1028,-1275,1119,-771,510,-2245,-1937,63,-443,1959,2445,546,2589,1283,965,1106,-1463,836,-1198,2489,1425,3203,-1171,-178,-1574,-559,-477,-768,1348,829,-470,-144,-1583,-1380,81,-1137,-786,1856,769,518,-398,323,-220,1035,-1308,-1869,-289,2100,1699,-3050,-761,353,-1416,1568,528,116,-30,74,1262,1060,-1043,456,-1825,-561,-1730
924,436,2699,-2171,119,-2716,387,-20,1120,-2811,18,1113,-889,-2038,3221,996,2219,-361,1373,-778,528,-2069,2263,-345,729,1156,1111,-2118,489,-423,1542,1548,-1851,-332,1295,-2735,13,-2248,-516,429,-911,128,381,506,-675,287,-424,349,1003,235,1074,859,857,-1355,468,2049,1473,-853,-542,2003,-861,1738,-1100,-427,474,-1817,877,903,-281,755,320,384,425,294,403,656,-10,2640,1107,2466,-1165,-795,328,-379,249,-885,-2488,-1219,1066,1227,1428,1095,-1030,-719,-377,810,-1143,-532,747,-262,80,-179,2300,-1989,7,-2847,-704,-954,-1534,-575,261,385,1833,-101,1960,60,-106,1935,-530,-210,586,545,3421,-83
-695,581,286,362,286,1317,-291,671,1000,743,-228,-49,1305,846,-1487,1151,1150,-1199,-674,1054,-453,-1370,-1430,19,-1551,-127,-386,-987,-1090,370,497,466,1503,-1784,1261,-735,1480,-362,360,-1217,266,-53,-528,158,-684,-1043,-903,6,301,-396,-1057,-364,487,1375,-133,1488,-576,-558,1511,645,-948,81,1692,727,171,329,-586,2327,375,-1412,178,347,1001,-902,-1268,-940,796,-111,-137,135,2475,1059,3177,-1278,-247,-823,848,-429,-709,-95,-969,-325,1242,-461,-1226,-493,-1251,-981,-409,-404,96,1237,-189,2007,-622,279,784,-122,201,555,-1307,153,-967,-504,862,605,-2335,-277,-228,-837,282,-1389,-1884,-46
248,158,520,1163,-820,11,-1475,-1204,-1711,-627,-330,1323,-1668,569,-400,1039,-742,-1426,2485,628,838,1378,1396,1554,408,-240,586,739,1419,-2484,-715,-71,-1030,-738,1058,1691,-167,2555,-33,828,497,1570,347,35,-1284,1786,419,-12,-696,-902,178,223,862,-297,1208,952,1327,324,953,-161,-707,-1979,54,-1054,-384,567,477,-1780,393,70,1358,-236,-1327,308,-1018,1576,937,-712,-1928,-1375,232,-1133,434,2193,282,1868,-3036,843,-1520,160,-37,-822,-803,409,1295,1732,-405,267,628,176,-1072,-1510,-1082,-1364,824,-1438,224,-787,293,1749,1009,1630,818,508,176,364,-1065,2170,395,507,-264,1484,902,-146
537,-513,463,-1285,-1064,-111,1328,-37,1645,-134,426,737,-915,-874,2380,850,1747,-274,-838,-189,1134,-1082,905,-439,552,-424,490,-243,-58,-1089,4022,1139,-1489,-192,1001,-916,-375,-527,-918,803,539,94,-1052,-282,-132,651,-284,-173,-150,424,244,507,-1117,-724,-636,-46,1053,-273,-1472,998,1172,1116,643,-2028,1900,-516,-409,1220,-1746,623,827,-811,1445,1006,290,97,-2,1820,-454,-361,-1439,414,660,-1014,1854,-167,411,497,-112,-546,-1287,539,1012,-141,372,190,-917,-2483,533,-744,1971,3,607,259,50,-870,-392,-490,98,-532,-880,-169,-1313,1727,1132,520,436,-465,182,797,-154,1175,1283,485
2065,286,-31,1403,-1117,1701,-1385,-470,-3422,-1414,-427,-1448,1720,-1249,706,-356,187,1724,235,-435,1816,3291,-1602,-264,484,-1197,1285,3244,-984,-1054,671,-953,660,1210,22,-2211,-141,721,136,48,223,1324,2078,718,787,521,1381,1926,-1506,3096,-1669,93,219,1503,-1246,-793,-1405,2310,-418,-2192,1341,-181,-1204,312,677,-239,432,71,-2542,2325,1903,-1588,-1657,-2009,317,31,148,695,-1306,-3140,-1656,-1661,267,1567,-770,13,-220,145,830,-395,-2916,905,-244,2086,1819,-2626,-845,-151,967,1171,2096,-694,-2929,962,371,-1209,-3218,-2919,-582,1638,-408,-2036,-1304,377,-681,464,627,52,919,456,711,-601,805,1141
1638,862,1922,24,1560,-2715,448,-41,-250,1314,1501,2035,-3081,-1034,-418,924,244,416,1049,-2692,-355,-635,162,-301,-81,400,-1569,-1142,214,28,676,-344,-646,-13,-1828,1911,1068,-1541,39,268,-1189,-895,4,-272,-1157,-170,-310,-508,-1714,-196,-263,252,1939,1705,-953,2022,813,-2195,-2595,-947,70,1967,-90,1424,1177,-1105,2284,-817,3297,88,-739,-913,235,608,98,-453,-247,1151,-30,2425,-1042,-2208,-342,86,-1536,2047,-983,973,-2029,164,222,2211,-682,-897,-1658,734,-761,-2029,-939,497,227,-1308,-266,-1490,1369,-315,-1350,-1339,68,-2207,-506,-373,454,314,1151,573,-224,-367,608,1464,99,136,-1601,-1355
1033,1221,3236,303,814,-97,-2219,865,-465,-252,1318,1042,335,-709,-371,1002,1254,-767,2281,-1181,1548,-971,-467,720,17,1127,-721,-436,723,-708,-1234,-781,2334,-76,-1011,-594,2821,-183,469,-1921,-854,-1757,-205,436,56,-43,1244,-906,-2739,123,-406,272,596,2406,-1012,1992,-587,-651,472,352,-269,-118,121,2907,303,172,854,-206,1813,1174,-1575,-849,-231,769,-844,-509,-267,1981,-935,-102,1935,-2621,1349,-27,-391,-211,-3068,-189,-2491,580,232,-755,-919,673,839,1703,287,-973,-242,1694,-210,-1301,-397,-2138,77,170,-808,-772,-1270,1630,-310,245,-798,-1856,656,406,-2040,-19,1348,671,1593,905,-745,365
