-1236,1233,-1684,2030,-565,2017,2587,-2349,1764,542,-2399,-39,-687,-561,834,1610,-1265,1624,-914,1406,148,2435,-1063,2388,-3804,1490,-293,-421,279,271,-1842,1700,1177,-688,530,657,124,-66,-1027,-1229,-355,-503,-239,1942,-213,726,305,679,351,-205,34,-2273,569,-1012,623,-77,-366,2406,1202,628,-576,245,-1918,-3089,-667,-2325,-1119,-1902,198,728,431,-1009,-337,-1150,2448,1244,77,367,-339,1865,-281,132,-1667,-2772,615,351,-2851,2727,325,162,1988,-1798,389,204,2338,1494,-441,-3780,-482,278,-1553,-1137,-963,424,11,2208,-834,1520,-403,-190,-3734,-1610,-1634,-2233,1212,-2570,2419,1724,-3452,-1971,-1306,1215,1270,433,1387,836,2226,-10,-12,-356,-283,-1783,-873,-3120
1737,-1038,239,-1373,-1564,-272,269,-1343,2078,-476,741,1650,1223,439,518,493,136,422,280,-1718,-140,1241,-2211,-2077,13,888,1457,524,511,689,1488,-172,1394,-716,1923,1103,478,-467,-2021,-1536,688,-375,822,304,-1638,-829,3267,1545,-1651,1280,3700,297,949,1353,1534,1081,68,1654,-548,367,1293,1429,-3088,-738,1284,-2464,-353,2133,446,-1519,438,-922,980,-326,932,-989,109,-1508,978,-463,131,-447,1430,-1140,-3366,-287,-1013,1725,875,874,223,2841,937,-1120,89,547,-4248,-1503,658,1465,746,3133,-1193,-120,-362,-345,-526,1006,49,-817,-631,1086,162,-1438,128,-103,764,1026,-525,-2184,-117,-1413,518,121,1103,-1095,2285,-583,-676,-2440,181,-494,-3431,2098
745,1410,-1695,-467,-1215,-1632,546,-394,-828,445,-595,389,2366,-165,1041,566,3783,1826,594,203,-237,-145,-254,167,-312,0,-943,-1489,-2138,2808,343,-99,-1127,-1353,642,1003,341,344,-2069,-856,2955,-1659,-2181,1219,-1122,1248,-1339,1625,-1752,2409,166,420,2358,-452,-2127,-479,-1338,104,-38,-215,1659,-609,394,-799,2111,1741,-622,-614,-2393,-1012,-1221,328,-2059,760,-604,508,-773,-1548,352,-827,-938,404,215,-384,273,438,219,1471,-178,37,-966,3018,1918,1679,1808,-109,658,-980,2284,2114,-931,3465,-1054,631,-1244,-1229,-521,-1499,-140,-1018,992,-1375,150,-303,659,-2311,1397,966,-950,-1380,-741,574,2227,328,3399,-327,2127,-171,-1842,-69,600,-2770,1574,2313
393,1439,325,843,-533,-412,2061,-2044,-1683,2163,-1394,-1831,-475,798,-68,585,-645,149,969,-334,-935,-263,444,628,-2285,2373,-648,-1597,-1456,520,-653,608,-845,-1016,-1202,997,284,-1334,-875,1603,-243,-503,83,2416,321,-1476,859,-355,452,1021,148,-1861,-805,-3069,-1108,-2161,2745,-259,114,162,375,-1561,-71,-647,28,-1269,465,-447,1476,-1754,-2321,-619,-1174,393,-656,-355,-369,339,-1340,-762,-2485,2420,-1618,-136,808,1829,2138,2083,-999,1176,-863,-57,1095,1549,2220,-85,-11,-1168,-1087,73,-1130,-586,1010,838,-275,694,-326,878,907,208,-1544,3,-1571,425,332,-933,141,-1431,-1106,-189,-762,1992,1941,1997,1205,2084,1061,-1233,-1208,1155,330,-731,1167,-3895
35,-1253,877,-1627,-1016,-1941,-1055,2956,-247,-1465,1911,-1329,-232,732,-2102,-1122,-203,-2011,-144,-918,674,-836,-99,153,2483,-2711,-2324,-1226,3620,359,-1865,-93,-3135,2660,-606,-1541,1419,383,3508,2988,-1105,3238,-1432,-1767,1919,300,352,-1785,-2743,-1498,343,283,-1221,1201,-1459,1029,1301,-2342,-1844,2380,448,660,836,50,1991,3065,812,-581,-156,-345,-881,748,-1041,1120,-3279,-427,-816,41,25,1827,2452,1381,85,2908,3162,-1437,-192,-1891,-406,-1609,-1618,-1495,-12,1,-1200,-449,-1156,-54,-1523,-730,336,1219,2485,2562,702,-3542,-1539,-1826,2582,-1663,4239,-1859,2647,-1168,-2152,-603,-1554,-1524,1508,485,731,486,-270,-1366,-494,1151,-1986,-705,1136,772,-577,80,-1230,904
-1168,1177,1287,1643,-2129,984,3637,-588,-1625,4884,-1184,-2674,-2548,1493,-1888,-1390,-1315,-1756,2813,-892,-850,-203,319,1399,-2170,1793,272,-2891,-1382,1944,123,-1873,1010,1830,-629,3334,1408,-382,-1264,218,-261,451,-10,1736,3119,-915,1257,731,510,744,-940,-4528,495,-2355,-2410,-1149,1929,509,-361,-1543,-1382,240,-582,-1254,287,1272,-854,-1080,2868,145,-670,-2408,-53,-1253,-1256,-1816,934,2663,-1735,2300,-109,505,724,253,2131,1413,1218,-1093,-876,2222,2918,-2547,-2833,-595,-216,68,-3004,-3744,-1529,-2323,-2983,-283,1778,1426,221,265,-1222,3724,3628,-1004,-147,-2532,86,-1008,734,-2348,176,-1131,-1291,-1372,-655,615,3864,2083,-2197,3254,-2335,-314,1371,230,-321,1891,-491,-1700
-294,-433,1609,714,-142,-740,-1557,2281,262,-187,2258,-624,308,-294,-1182,-736,769,-2180,854,-1144,1625,695,1754,-424,139,-1046,-1426,-503,-572,-1333,3377,-701,-190,510,1184,-1081,-1028,1016,2084,1339,-963,491,186,-2317,689,858,-390,-106,-84,9,955,1494,377,712,1334,1948,-1078,-3389,-1699,66,787,734,1422,2128,1397,1140,1723,-118,-1560,-1726,2185,-2351,213,-270,-723,865,528,1831,-167,-2581,-59,633,1536,3136,98,-261,680,-331,791,-1167,-2304,435,663,-364,-1980,795,-1302,575,-485,-722,741,-1486,-14,-220,449,-1538,-798,217,-380,-1783,1677,28,1099,1001,-1071,254,99,97,-1421,377,1178,870,-1339,-41,-554,379,-1769,1730,-1346,596,638,1487,1841,1008
416,163,498,-886,2851,-1,-1657,987,-2244,-1274,-123,-2859,995,590,-273,-2509,-2708,-2144,2132,2733,-2003,-1547,-778,16,1112,-2291,-473,91,-1662,-1252,531,-2487,-352,461,-2969,-1236,1444,-1300,1498,-970,-1382,1469,2644,-2003,-2168,4515,1169,-1650,1339,-2279,-1569,1901,-3430,1104,27,1893,1227,-4441,912,1329,-913,-1061,-2476,1628,2237,970,603,-1339,-575,2035,-71,-1125,-1248,2844,-810,820,-5286,768,-1061,-3494,-1255,1555,2546,427,-2033,-1572,-2327,-2874,192,1137,-1138,-1594,1274,481,-3364,-1055,-137,804,-821,64,976,-155,2292,-773,-134,331,2187,-748,-407,1865,360,-802,2704,1665,-1948,2540,651,-1732,-636,2421,1613,1939,-1512,-436,-683,-288,-1713,1217,1094,-502,41,2262,-47,263
-2505,-359,-1289,2146,1051,4379,-4703,-3503,-2605,1462,700,-819,474,-3140,892,-4205,-2,-43,-2706,1870,772,4276,-1551,160,-900,149,-440,2905,-515,1315,-267,1793,252,110,4220,863,-2954,-2538,-733,2007,-2572,-3547,678,525,1545,-1760,2118,-4348,2549,-2060,-206,593,-1690,-1290,-818,-865,-461,153,-1992,-712,2335,-2237,-1533,316,-458,475,540,2077,1315,-3950,5419,-2499,-2928,114,-604,-629,-284,-378,-1703,-2890,2972,435,-528,-231,-2220,277,2328,2886,314,-263,-1493,1490,-691,-88,-1491,2108,3978,-157,499,-1734,-1346,2977,-99,-1112,-3667,42,264,3902,1157,240,-672,4142,-2842,1730,1700,-2531,138,-523,-2984,2869,1012,5107,-2033,-46,270,-317,151,-1605,2009,755,1855,-966,2035,-3019
-1131,-628,979,183,1434,-777,-1932,-1242,-3967,353,-741,-2317,-162,-671,-76,-4149,-1150,-3105,1419,348,864,-754,221,818,-221,-797,-452,-273,-3463,-566,-2264,974,-927,944,1928,-1484,-1912,705,597,4,-841,-1582,-208,-126,1480,-302,-1198,-2646,2330,-1649,-914,-89,-949,-718,-2071,295,-178,-1879,866,-2689,1885,600,-2155,253,1556,2178,-769,-1686,-2562,-1238,375,-1414,-1159,-1120,-1370,1363,-1165,597,-2217,-411,-2582,-446,-447,2414,983,490,427,-1334,-464,-157,352,-2253,-148,612,-768,1691,2637,-131,-1304,85,-1090,828,983,665,-835,-3143,-826,334,-1172,-2547,845,-206,-710,2191,249,-203,-667,-3423,773,-3,1067,1866,6,1821,-906,292,-2359,-1838,1553,3526,-179,1597,4004,959
-289,545,518,194,1286,995,1513,-650,-1516,2559,-729,181,1073,-1248,1212,-948,-1798,-2285,-392,-316,108,-992,-406,-634,-100,132,-1331,2112,2634,703,-3013,-1841,15,4349,-1920,777,-609,-3563,1043,113,1090,2661,1992,2448,1335,-1142,-373,-425,-1198,-1923,-1337,1256,-2666,-995,-2243,-1035,3236,764,-1662,-605,-98,-2125,-1642,294,138,566,-33,-1694,484,1537,1678,-2644,-57,-654,-1628,-1506,-717,-2056,-189,-317,-1855,-1437,317,-1172,-486,-790,-769,-973,-1716,1987,-670,-3155,-3100,-2669,-1811,1955,557,785,-1938,-1352,254,-1376,2717,2299,-84,2104,1736,1262,987,2452,2177,2211,-2069,-581,-19,997,-1695,-333,536,3684,-1285,-1369,307,718,-3355,-2208,-1256,56,3353,76,1562,1594,295,364
-1995,-1116,-1108,-250,1009,694,-2461,-1167,-1254,-1865,-1329,332,1038,-482,612,-2102,-1961,-1097,-3358,2810,2165,564,-1610,1771,-2114,-1755,720,1534,-177,-457,268,1960,-642,69,2382,-771,427,-85,2702,3384,-4609,-337,-735,-743,390,-455,-1019,-426,2150,-1465,980,1383,-1574,445,908,2149,-1028,657,293,-361,1445,369,-1607,-2042,885,1807,415,-373,-269,3890,1377,-133,532,-2144,-1184,1791,-91,2288,791,1586,178,-475,188,1170,363,-1768,1284,3015,-1232,-3851,725,-3420,-167,-1587,-747,542,2566,681,-269,3497,3989,268,-1073,-1439,-59,-1801,-2590,-2548,-1480,-906,-1116,796,360,1237,1334,-1849,-555,-1663,-2748,58,1730,-1026,-1522,-2194,-438,-921,203,-895,2628,2226,-775,-1632,-783,-1600
-1121,-1515,686,-930,1577,480,-1145,-2993,-1179,2020,340,1171,357,-4090,831,-3339,-1049,-338,-1903,2220,-170,-677,-1982,2015,1625,-3,1245,2592,-1277,3003,-1730,610,-562,838,976,-933,-2366,-172,194,1182,-1924,1664,2221,1938,-704,-1690,1518,-3772,2295,-2913,-1537,-2046,-1602,1502,-3582,-2189,-89,1247,1339,-1520,-324,-1930,3,-336,29,1273,-309,2286,951,426,-375,-1216,-657,1412,1256,-831,-539,8,-1657,-265,1131,-3470,-359,-1652,237,-658,-161,-2591,692,1067,800,698,-1744,-318,2250,1419,2738,1794,-907,1269,-2190,3104,-184,-3259,-1289,-1659,1041,-1264,-3153,-1239,-353,3673,-1648,1583,2565,-2911,-1081,-2449,2484,935,320,335,-3692,1112,79,-2194,-658,-230,2040,2417,1905,-1034,258,-414
-1297,4336,-1687,1184,-1870,2154,-2025,1783,-2943,1415,570,-2168,962,-845,119,-1282,2690,1848,932,4581,1527,2346,2062,1181,671,-2878,-3845,-3532,-3153,1820,-375,-1812,440,-1331,697,-388,-1020,-198,-2811,-1706,315,-765,-1123,997,-4486,2419,-2499,1075,-1225,2433,-163,-954,-2112,-2156,-1554,1922,944,-863,-1711,2902,227,3631,3925,-506,-1016,3333,540,812,354,-265,81,-238,-2927,3348,-960,-2102,-2200,1489,-568,2013,-721,918,281,-695,-798,131,1916,-587,-859,-1036,1908,747,2793,3204,613,-1562,-6,887,4384,1188,-1236,-72,741,1034,-1155,-45,2611,598,1743,2463,959,-2871,3595,1377,1662,-244,1126,583,-2393,1261,327,4055,2104,-3865,3710,3172,325,1210,-2163,-2260,2010,207,3972,-851
577,730,2236,1492,-1017,-2924,3445,994,1990,1309,1864,82,-1223,1897,-321,3043,2442,1659,1840,-4045,-2049,-2456,3649,-53,-1816,3986,1079,-2027,-3085,-2399,244,-306,278,279,-800,-907,478,1196,-985,-1871,3127,-1189,1141,2439,1236,745,-263,745,1813,1821,-40,-372,-481,1450,-1967,485,1449,-2059,-815,-2025,-24,-741,1723,-984,-2218,1139,-1570,-379,1186,-2343,133,-1713,1341,-2538,-495,-49,1873,1103,-1874,-1856,-1809,-1043,-1498,1285,-1285,838,1343,-1271,2336,2498,-495,63,-900,-539,1565,1685,-1615,-3194,165,-1688,-2427,-1545,-3764,590,-588,-277,36,2416,-85,-639,810,-2679,-1397,1668,-3263,-1510,131,1697,-685,-372,-274,-564,2384,2061,417,1110,-2140,-919,-1733,1440,1244,139,1678,515
251,-2419,2053,-273,172,-1610,257,-806,-348,507,1511,8,-1827,1958,686,-1205,-1980,-412,50,1161,-2713,-1686,1290,-6,579,1663,3322,-134,1993,-1374,173,2266,-1333,-1758,398,-197,857,1112,580,1192,672,1341,-93,325,-595,-1565,935,-2691,5090,-541,-500,-55,-1507,1250,208,-247,209,1765,3655,-2393,1419,-2068,-33,-1265,990,434,721,2197,1274,546,-1868,-891,1840,-1029,-1874,-706,733,-993,30,-2936,199,-864,712,772,-431,1510,3532,340,2136,-65,204,-1370,-1387,-2210,-928,515,213,2904,-1797,-564,322,-1250,-2835,-1584,82,66,-771,-2012,-548,-153,-1387,31,-1344,2539,751,-213,-1307,-1793,410,-248,-156,-656,1153,1250,-1283,-663,-2032,-2239,848,3597,-1503,-376,2,57
1283,1788,-1217,1858,-1107,346,2308,182,1444,1027,2133,1563,2892,-1650,355,336,3677,540,-786,-545,1931,650,-566,840,468,1097,-1655,-1444,-863,247,-956,-1764,-1227,-1536,8,-441,-1656,-2716,-1669,-192,2180,-1028,515,2515,-456,683,1674,-583,-1741,1907,34,226,-280,518,-2108,1083,761,334,-819,873,-262,-1353,243,648,-585,2918,-242,-1011,467,314,1494,-169,1295,877,775,-1974,539,-590,1096,1020,538,-400,1450,61,-1899,-1277,-826,1689,543,-197,-1314,3003,-1111,-639,2323,1822,-1385,288,48,77,-768,627,450,-746,-1983,-72,21,336,-1327,999,1743,2092,939,-2275,604,-2907,216,1033,-491,1513,-278,-66,3159,-348,3840,-801,-250,1357,-1064,522,2207,-3400,782,32
1759,1412,-1685,-1138,372,454,2793,1945,2741,69,814,2389,-1017,169,-512,4661,2358,2501,2262,-2706,-642,-2843,-187,-777,1393,-121,917,-858,2574,-228,-243,-3010,2130,2194,-1051,-1504,-267,-1808,-2008,-2984,2909,437,-54,-107,-348,1794,-190,3248,-4353,2267,-1915,-126,-98,1082,3163,-2600,-325,1243,45,471,-3208,-1370,183,504,-3958,-2433,-1283,841,658,716,1344,1103,-201,1045,1145,-2184,1070,-2198,1842,2768,488,-2543,-1066,-3089,-611,-382,-3294,-3855,-899,2262,723,1041,-1777,1487,2932,-2459,-2661,-221,3543,-346,-42,-93,-1490,2740,1471,2196,2994,2540,2012,3346,239,1340,1856,-1206,-1663,3246,-89,2278,3229,-357,-2161,-2662,2377,-965,-2181,534,-93,2685,-1456,-4732,1403,973,-1861,226
1445,1208,-188,1570,3312,-2208,688,1172,-207,-836,1075,1163,2477,1443,-419,411,3156,-2819,2745,-2274,282,-994,2583,-1833,182,3652,-616,1303,-2898,-4520,3774,-1628,979,-2874,-691,-828,-562,-2064,-1011,-185,2421,-2947,-449,-2345,-926,919,-1538,-55,179,2594,295,2535,940,932,1972,3808,-3470,-572,592,-3230,1627,-2138,-1817,3746,374,273,1071,-3928,-5460,-22,27,-183,2349,-867,1112,-927,346,-2182,2134,-2623,-2132,-727,1605,1594,-2086,-1145,1405,438,-1561,-2879,-4255,1552,1179,-527,-359,2826,16,4425,-294,-1751,3036,-5036,-1450,304,3962,1213,1014,2267,-3068,2235,992,2897,330,931,-2054,4283,958,463,-834,3721,164,-118,684,-1140,-822,-1096,-4991,2704,-961,1383,1910,1586,2859,-251
-382,-1540,2290,-3184,-93,-841,-740,-1805,554,-278,-801,-1196,944,-1014,1193,-1227,-3495,-20,-1899,2604,-1907,390,-3601,-489,-2459,-1765,2330,-513,1014,2287,-426,28,-225,2660,-1307,-238,2906,951,1850,-1273,-2557,5066,1933,1922,-916,958,1980,-2963,-183,-2695,809,235,-4193,290,-3310,-1186,2399,-929,952,941,-1924,-435,-193,-1952,1066,-1018,794,1328,4655,-31,-1034,-1541,81,61,-1876,-1959,-3970,1880,-2275,-2169,-730,-1358,-1744,-2582,-1663,890,8,-644,-636,2083,2549,-3100,1039,-1788,336,47,521,-3546,271,2610,-372,4200,-562,-1385,-1065,-316,-6,-1655,1682,292,-474,-3109,-1206,2927,-20,-2329,-980,-542,-792,-54,1228,743,-2445,226,1370,525,990,-2088,616,-1452,2236,447,-1825,-565
714,1419,-2191,1550,981,1410,1630,665,2546,-2935,-1141,-802,1905,1469,-737,-621,1103,461,1263,-191,1992,1850,-2662,-593,-468,1718,55,-2162,-269,-2080,-515,-1380,1936,635,-2008,390,2365,-887,-1625,-2735,2138,473,-900,-115,2268,2255,-82,2155,-2948,2838,533,676,492,868,478,1447,33,1198,-266,-25,-1074,-633,-3938,260,-1734,-2801,767,-4030,-1006,541,941,2397,1081,171,14,-1461,-771,463,1436,-185,-879,187,-559,-3198,-1357,-2326,-3040,781,-899,-394,665,408,-813,329,379,49,413,-1960,932,985,413,-939,137,2533,913,2695,-267,1355,138,2711,-639,-1683,2160,-1196,829,1089,1102,423,-1058,-1036,-2100,-1793,1884,-2654,2237,-1720,321,1787,1978,-3467,759,-261,-2260,-1252
1868,-1063,-1597,-2885,-823,-172,886,603,23,2503,-2252,1256,447,247,1165,4052,-795,1779,-591,-537,-1058,-1160,-2928,-1223,1610,-792,3432,1200,6620,-122,3530,-3,-600,267,785,1920,4078,-875,4021,1928,1583,2517,790,-3048,4758,2233,425,2231,-4374,478,1771,668,1823,1599,1735,-6174,-461,1629,750,618,-1428,-4447,1205,-760,2714,-238,-3121,901,2014,2484,-354,559,1491,99,-675,-359,2775,-366,1604,-593,219,1145,-407,303,1963,3383,-392,1505,-470,1238,-1222,207,-1792,-2371,-402,-3809,-57,244,833,1410,907,1850,1129,3103,1365,3045,-2120,-2308,3260,-1407,1381,668,-2266,-1834,-629,-1242,-100,964,2762,-346,-794,-3672,202,1484,-2009,-818,2562,-149,-2279,120,-2184,-1160,-3568,-927
607,670,1544,3806,-1985,2697,1183,778,1429,210,1253,-48,-646,959,860,-1609,1657,1291,1985,-365,1618,2506,-1178,-2449,-280,441,-2269,-701,638,-499,1203,-1871,3152,514,-1422,-133,-1124,282,-2425,-3176,2212,-91,-991,258,-1627,-1761,813,2477,860,3136,-409,-1070,148,-135,2308,464,-1143,90,-1136,-310,332,2257,-809,-104,-2822,-1340,1060,-47,-738,-1152,1731,1107,820,-614,1645,431,1008,-2068,1392,-988,-233,803,2686,28,-2002,-966,-2471,-999,2147,1229,1433,-389,-1265,-1278,-1973,-558,-2018,-665,646,-3224,-352,13,-1069,-101,-731,734,1782,1247,355,1972,-1383,227,-1900,-2035,830,3084,2884,87,-1364,-1266,-1300,1860,1023,461,140,2009,-1011,2048,1342,452,1338,3181,1477,1501
-862,319,872,-528,419,441,-1179,563,-1207,3497,655,-520,-1636,-2036,-1250,-914,-877,-3059,3204,-281,-261,1284,2371,-895,1238,172,-2156,1166,335,-852,641,-244,265,-405,1269,-1338,-2123,999,56,-964,215,1205,2333,-957,-462,2012,-82,-570,-1422,-615,-498,-388,1763,-137,-26,571,740,-2005,-2565,-1512,-81,765,1763,2926,1989,594,-775,1021,-802,-2037,1026,-2355,-611,3061,1339,-643,927,-9,-820,-185,-587,-1423,-502,562,1292,1865,-155,-2108,68,1537,-575,962,-528,-869,611,1461,-1462,446,1430,-3379,-874,1079,2395,1519,1150,910,89,2132,1607,192,2087,-674,-431,-2058,403,229,1215,624,1164,779,1053,252,-765,274,-3197,1601,-871,1521,-920,216,-738,2030,3289,223
