-404,-1775,-1080,-469,108,686,-2301,1359,3006,2267,677,-1806,124,-213,-968,-964,480,-1323,-484,-742,1927,-540,-2094,757,452,280,-1371,-1248,-1130,334,271,-1720,-602,695,-1606,-643,-2241,-3765,-1414,-475,228,-2072,1591,4135,-1170,-14,1815,583,2680,-1611,-2041,-1458,1117,41,-1171,2229,-745,-127,-1020,-1188,1241,-1972,-1737,-3238,721,1033,-806,-5336,-1500,-2486,-3313,970,-864,-2731,-112,330,-3779,1144,1679,815,-384,143,29,-619,-377,-853,673,377,-2895,1646,548,507,-1519,789,708,-754,1547,-2247,1307,-374,-1543,-418,150,2046,-587,1357,1498,2712,-468,3904,-2189,-1322,-836,-1600,-877,-1911,2054,2587,70,-153,1084,1227,13,2557,1070,-462,797,327,2067,492,3477,2501,-3136,-1013,3056,661
-136,223,-1001,791,-580,-2083,2105,-2864,-256,-65,-213,-1108,-873,-2499,306,2317,-2363,1979,303,-2051,-586,1404,-406,3292,13,2433,-757,2383,-69,3363,-2123,-341,2657,2644,2302,1272,1327,681,1241,-742,-2210,-1555,1178,-1515,-861,-1099,-511,1175,-11,1914,65,1531,-836,-2020,-256,183,204,-538,-589,921,179,-355,-1230,515,-2784,415,-808,1037,830,406,1559,-894,0,387,-1916,-699,897,-917,-1327,-1839,267,387,952,-1343,-351,-1899,309,360,1742,-1870,-962,-2669,-869,205,1009,1893,-43,2036,809,-991,-515,-895,-154,335,1435,-595,374,-1940,2751,-1090,325,808,-1229,699,-925,2533,-620,1276,2450,182,-990,321,471,-1132,1681,-2108,1882,1029,140,1764,-1068,-47,1600,296,-1477,-906
266,874,-1736,2130,530,644,-568,-763,1004,1925,-23,-2795,-1996,-2331,-633,-1360,843,1688,-451,-1554,1267,-1650,2512,353,142,-1343,-340,-634,2029,152,-1002,-729,-315,1541,2311,-1671,-2144,231,-653,-173,-86,1693,-8,-953,-1990,-1207,1285,289,-554,-172,-2400,2268,264,404,-515,636,518,-557,440,-143,1613,-832,-1085,-3442,132,2126,-102,2633,1020,-3131,36,-2127,339,426,38,592,-170,508,-333,-1316,582,933,1168,-3180,-622,-1042,464,3771,-634,-88,151,-1821,1233,-340,1120,1699,172,7,1494,-2549,977,2490,-1120,3163,1413,-345,941,-2487,-222,-65,447,43,252,1185,-509,71,1600,-626,2109,1452,764,1387,-1500,1134,1440,1115,2860,700,-1407,1167,-969,-700,39,-988,-352,-250
-1499,543,-1779,1465,1968,-3914,685,2981,-842,483,-1004,1067,2051,-2324,-1473,-691,2317,34,-3301,1179,-449,-409,-1616,-1150,4046,-457,-623,-1641,-1469,3146,-46,1105,-1547,-1182,831,1377,-1891,1460,-310,-2446,326,-2952,1207,1707,1747,-2889,-338,-1127,-569,2940,-654,-1532,1321,-2019,2929,-2845,-853,-799,-3158,-1732,842,334,349,-1682,14,1509,902,-1533,2593,1334,-998,742,-3047,-3452,978,-795,-1981,1688,-354,-1945,-1987,-383,-1873,679,-1645,2991,-880,115,83,4316,2789,-622,-792,1653,-425,895,-1503,-818,-969,-320,638,-852,-347,-597,2513,1040,-3722,419,692,1296,-4142,-1150,1791,-1499,-1077,1874,-2176,1622,1612,-1113,-2452,4066,-2146,24,-3260,2492,-1061,201,755,-1883,-492,1792,-1201,993,1364,-562
-1105,-481,-450,-738,856,2188,1883,-116,-51,1825,-725,672,-250,1303,-1259,-1549,-1672,157,-121,-1897,-226,-506,-73,389,123,471,-290,-418,682,315,-2756,-212,533,2083,1296,-360,-698,-5548,-1321,-657,225,-2600,-1569,2010,-1747,1746,-1198,-1515,-945,91,964,36,777,-1800,-1401,1405,-1320,-550,1508,3416,3180,1340,-2005,-82,-176,77,403,1238,-952,291,-678,779,1370,1020,-1141,1240,-1590,-1130,3344,2173,-758,-265,1788,-3186,1495,1357,334,788,42,284,-2269,624,-188,-306,-55,2636,2495,-65,-539,1211,974,-812,1926,2490,-842,-133,-461,-600,-988,-1273,-166,-1744,-446,449,-1401,-914,-2566,918,1008,953,992,-514,2093,2733,-664,2027,3087,-1720,1154,207,-289,-173,-993,-540,535,2122
1742,-368,2658,1393,-2356,1085,-2330,514,-505,1011,2458,-115,-2777,348,835,3324,1059,1695,412,-365,2510,-110,1573,-565,90,-1102,571,-1658,733,-4153,191,-2184,106,2238,755,-1481,1243,-1503,1,2124,-3493,876,-3905,-1170,-985,-2420,1224,-2669,2699,-639,3,3329,-349,4038,-1692,-1400,-899,-1728,1266,1489,-596,-1608,-30,194,1179,-1235,-1354,2308,643,9,1160,1500,1261,178,-135,1999,-313,-1261,46,1172,-1772,3044,2252,993,-1638,-1424,-2987,-236,-74,1463,1567,1955,1527,-2100,-434,835,-1830,88,1190,275,-156,-207,1225,-892,2708,586,2059,-1812,9,-196,1377,-98,-2277,548,-94,-913,2218,-3522,-336,-262,-1917,1949,-3413,-2526,761,493,-284,-387,612,2475,-2931,331,789,-65,-92,938
-5218,-959,-1374,-3122,-81,23,2217,-2823,4,-2301,-700,-1531,-178,-1175,98,1156,1362,-2322,779,-1295,-1954,-4063,-2499,-2195,1129,-39,2839,1220,2245,3553,-4207,1593,2952,1568,1929,-1020,1194,362,-1684,201,2733,2160,1689,115,-1845,2579,238,1449,-191,-2432,860,-495,-334,-1964,-2671,1285,272,-1947,-727,3882,1303,148,-571,-1,-3897,3007,223,-228,310,-4236,-2408,307,-155,335,-1686,1272,-246,263,-1219,1007,1160,2567,1491,-350,960,-1283,1421,1102,-407,-1598,-2018,-2211,-1985,272,-2289,-1818,1423,-2583,291,-451,-570,1393,-3119,336,-3076,33,-777,-1780,-2696,-1205,-1617,4117,167,-626,74,-312,1213,775,1617,-1573,1283,984,2737,-762,204,-972,876,-1035,-324,2214,-324,-1207,-1305,1519,-619,300
1492,2286,-438,-1863,-2718,-977,267,1912,-1275,-989,2911,256,1662,-701,180,2029,1002,-469,-3311,1672,192,3489,-3053,-2475,1243,1748,-1509,-699,-2378,2248,1679,-1782,-389,-1071,-3812,-563,-1898,-3018,-483,1106,-2626,-3430,1545,1525,498,-1833,-1052,-706,596,124,1381,364,-663,-1728,1605,-1711,-3648,-956,-208,-1601,-4733,778,-1367,2102,1008,179,830,-3432,-2121,1124,-1587,422,843,-1360,1047,-2114,-1165,2484,-966,366,2502,-590,1321,549,-1787,-41,-2696,-2356,1106,-1820,-154,2078,-3043,-661,-196,-1524,-211,1787,-1894,2677,-1550,-1222,2292,-1017,1602,1356,-1485,690,360,1001,-1107,-1260,-950,-2630,-2435,-797,-1586,1508,-1446,-1229,258,-1363,903,-3715,1212,-1723,-2016,1279,1729,220,15,860,-1443,1817,1903,25
457,-1381,898,-713,-1341,-2235,-1874,1276,294,-761,1863,-44,813,-1773,-119,976,-1210,-933,-1350,-331,597,764,-1257,-1850,-852,914,-27,-1522,-552,702,2796,2168,1303,-966,-1029,68,-543,547,1596,1310,-980,-1701,-41,1492,587,-380,-421,214,1817,716,357,370,-33,-290,1903,-1511,-1093,-1534,-1076,-1233,-3385,-2165,977,78,-1626,-1332,379,-3668,248,688,-994,3580,-514,-1432,1409,-988,-1529,2535,-932,1800,-1354,-2248,827,2371,-756,357,-1,-3883,-1577,-308,2659,-940,-2393,-459,-1655,698,1147,963,-293,-489,7,1672,1187,-391,1713,-377,1181,3348,451,1808,-2960,-1273,1037,-1859,-1127,1081,2331,2783,-2993,279,1675,1114,-357,-287,-1283,-2900,-3092,-332,1191,-2351,-1237,-1049,-375,549,4318,-1008
2465,152,-642,3956,465,-2221,-1660,625,1424,933,-1038,2136,-2373,-2440,1225,-2034,-3160,370,-25,-2624,-563,-349,-245,1738,515,2237,-1307,-1914,1334,-213,86,-2330,-3878,-456,-1319,556,-2672,-38,1756,-2295,1980,-503,-453,-303,-527,-2312,1031,1683,1275,3416,-1496,203,396,2579,2558,1296,86,462,-3111,-437,1653,702,2252,-411,-591,-2502,-2574,1290,1358,299,-71,956,-299,-61,1918,250,-1571,-417,524,-1196,-465,-355,-4396,-946,-1073,1435,1725,-181,-1294,747,1961,2333,-1225,-533,3445,5903,119,537,994,288,-1,1861,-1325,1449,1385,885,-953,-1448,1781,428,-632,-3599,3181,4083,657,4428,-566,1427,805,2204,845,1045,-1089,2620,-372,-1338,430,1513,-503,-3454,930,-359,-1800,657,4498,-426
-1238,-773,1022,-1540,-1630,1188,-71,901,-940,1152,-491,-2056,2451,591,-147,1442,1589,-347,2522,696,294,-1092,-1946,-678,273,-1797,-250,1285,1375,1220,-249,-158,242,-2287,1532,709,-920,-531,-751,453,-278,-1556,37,-63,-363,1158,941,-900,630,-2294,568,-269,-1484,-545,-871,234,-1532,-3687,140,1447,-329,731,-1386,490,644,-1283,-669,-1021,-210,661,-1214,2731,-120,-506,-942,-615,-1209,819,1263,350,-1838,804,2701,174,3806,511,-1045,-2138,1012,-1044,1138,851,-1066,-552,-1651,-1087,-99,-1725,483,695,842,-697,-438,-674,-201,1933,557,-882,532,-229,-309,2464,-391,-1744,-837,-606,-376,-561,708,-2651,-382,1379,706,-76,519,1223,-2458,-1049,2033,-804,-186,137,907,-2422,325,2511
-285,-392,-726,-433,1021,219,-1700,1078,-1091,-1734,-323,1350,645,-208,-566,-909,-730,33,-505,-1570,-793,-3034,950,-707,-537,91,-665,262,497,547,-1295,128,764,-1063,-821,-1978,533,245,-687,-700,672,1644,-2982,341,1419,11,400,-1402,1303,558,534,-670,1389,1180,290,1325,-1043,1548,-1980,-935,870,-1139,-172,786,-874,230,-1339,-1010,-754,-357,-1124,2111,-1404,767,497,2247,-1848,-1465,-79,1996,41,254,-1083,192,-2724,1847,1041,-446,-1609,951,-185,1718,-427,45,-1019,-702,-1577,1137,-634,195,-325,-649,-296,1714,-103,-899,463,1911,-2542,160,706,635,1319,281,617,-170,1419,790,92,-1862,942,237,1614,880,-576,-709,-1720,-1090,522,962,-650,-1428,-991,-660,448,87
-516,-1042,330,1368,-105,-2698,-356,3519,-1405,110,-2515,3976,1420,1545,-570,-534,2291,645,-1786,1769,697,487,-1586,-2518,2597,756,-77,-3807,1585,1020,571,-1015,-3048,-2233,-521,-376,-1596,-858,-554,-1603,1304,-1905,-315,-497,3488,117,-1934,-3132,999,523,1127,-403,868,1000,3360,-2949,649,740,-1036,-1401,-95,1872,-1155,1470,1435,1356,-1203,-696,4557,2003,-2840,2323,-3041,212,1182,-1186,-672,-555,-322,1500,-2682,3335,-1907,-783,-365,3249,-301,-2794,-473,2466,3406,-640,161,-1510,-670,78,-1013,383,-1179,-2235,1189,-1252,544,1102,-188,697,-1817,410,189,944,-859,-2893,3853,-790,-1173,2819,-334,2264,187,-3960,-897,1811,1260,-1192,-4106,1960,-3222,-857,1495,-2460,-588,337,-3034,-119,2018,198
-1314,-1069,-1610,967,1548,-1549,-1202,408,2373,-48,-216,-856,784,-604,-345,-1727,1200,-1119,-842,760,92,776,-2192,353,949,733,444,-31,-741,1699,1580,318,-1985,617,-372,1368,-1093,431,1701,-1101,1565,-1364,2559,697,464,-528,392,2460,1175,347,-1025,600,703,-1768,980,165,897,-1588,-2567,40,1554,-1238,-30,-994,-227,980,115,-1634,1855,-1769,-2544,-542,-334,-3755,-237,-1365,-2460,444,408,-2048,-40,-989,-2077,319,-225,397,487,392,-121,1195,1854,-333,-1206,-245,1130,-282,-162,-1970,804,-1772,-1539,1768,-2986,-118,6,1282,-943,1294,278,127,-1873,-2288,2282,1550,1680,1547,625,2532,1556,362,-1332,1731,-78,408,-856,-115,-322,-1897,699,-213,2001,241,-969,2001,1520,356
-1603,1521,-797,-2206,-145,185,2616,-855,-1167,681,-29,226,1399,-79,-603,-1548,1162,-1415,-312,2171,-275,1338,362,558,1315,-1763,-292,1726,958,662,79,1453,-108,-511,97,717,117,826,-776,1068,-286,1452,2994,-877,-1976,1542,-3953,1692,-1338,-1148,2051,-649,-157,-2358,-511,-1502,986,562,1109,882,-164,173,-57,-938,-956,1366,2141,934,1220,746,527,-1201,78,914,-1248,-264,602,1258,1583,-338,3028,-1243,3319,-2590,907,-334,962,1940,3446,-763,-1372,-1798,796,219,1195,-120,-119,-659,-1652,674,-525,-851,351,-199,-713,-678,-2349,753,-2289,-1993,1686,671,-834,-1619,-1031,-2917,-2310,300,-485,-146,-729,-1987,999,-2124,-513,2783,1052,344,250,988,-1323,-1181,-344,-429,-3037,518
1012,-374,-218,1130,9,501,-2096,-687,1970,1558,2313,-1432,-897,-2647,-309,-39,-2490,789,1863,-2925,990,8,1046,1122,-550,-20,1805,489,-293,-1113,-1474,-183,-804,1828,2306,-1184,676,-3781,2525,1330,-1109,193,-2577,2755,-2948,-2697,843,591,4683,2628,-2573,909,63,734,-2809,1711,-1734,-1806,365,2166,2831,-1865,-1319,119,-1168,-2600,485,-1647,-972,-1825,661,1822,224,-613,1468,2806,-3315,-672,1237,-535,1785,-2619,-330,931,-692,1051,-1274,-763,558,14,65,1895,955,1437,2738,3720,-2066,115,618,2095,-495,-75,2553,1305,737,1139,-464,62,-765,-383,-1021,-902,288,-1017,-33,61,3753,-290,1508,2678,226,1580,-3291,193,335,1046,2691,-405,1749,1437,-1788,379,-1419,-1829,3202,-439
-1028,-3094,1462,-342,3483,-411,851,261,-1990,-1172,-2747,2139,573,1514,-2934,58,-897,-3018,3103,154,-1411,-2723,1499,2230,-1811,-587,2041,-647,-1072,-2121,270,-1467,-1768,-1869,-1539,208,1142,1210,504,-2336,4088,2368,1551,750,1674,1104,-1239,-182,-229,-1160,1366,-1560,1320,1240,-3629,-243,1785,3332,-3,-1417,-61,-1134,-2253,-3226,374,2443,-999,535,98,-474,1250,916,-766,2359,430,-151,1645,-971,-1699,1179,-1047,151,-1431,816,-281,-697,2940,131,-996,-108,-1465,444,172,-141,-1044,-2477,310,576,1069,496,-139,-2701,1724,1911,-565,-1853,1171,2529,-3484,753,525,921,138,433,474,741,359,-924,-1563,188,-1484,-1414,982,3828,-4413,-1431,-1128,579,-995,165,596,368,983,-1157,487,580
920,374,-802,-1633,34,954,-1033,-1292,-526,-3299,-84,2658,2061,1190,-1163,-2289,-1086,-2436,-1264,1042,-1864,1233,1497,21,15,1132,-1606,-270,-1598,-1699,190,601,-537,-604,-373,-1778,466,960,1683,324,381,-589,-443,-4006,2192,-537,-2888,333,728,277,1924,12,708,1788,2766,985,1087,1671,744,-2679,-1699,-659,707,-303,719,-2470,670,1431,1893,1018,-2155,896,1448,1090,-1847,3509,911,-1439,-112,2287,1022,-932,-1298,1375,-464,-618,525,20,50,-409,-1420,142,928,-717,1603,-114,-1998,3119,-111,-419,-1718,115,30,-53,1819,-2954,1022,3521,-801,-1134,2655,-1112,-823,1027,402,1204,-821,268,-964,-424,2531,-1529,1203,-994,-2183,-1418,335,-1570,-2184,992,655,-2298,-589,-153,-593,668
2062,-305,1051,-432,-3906,-887,-573,-33,940,2005,1483,1566,-4230,180,3855,2324,-2629,1708,-3150,-1441,1808,-2315,-604,-1924,-990,3270,-1437,-879,763,-2878,714,-616,1439,2377,-2638,-2878,-97,-4407,-1798,-535,-1496,18,-183,59,-1237,2724,2449,-2258,916,-125,-2432,-200,221,-188,3804,-1297,-859,-274,-784,893,1007,-14,490,-975,-2691,562,-1511,-1593,-1157,-394,1809,572,-202,1134,1841,-1249,477,1062,-2132,452,1989,-1177,554,-1673,-338,-1139,965,-1766,-1141,-754,762,-335,-505,-711,1574,2292,2546,3404,-3432,2087,446,931,1751,-1765,-1370,-1155,901,-2453,-331,213,-569,-209,250,-448,-3044,1888,2702,-337,-2667,-1231,4144,-310,-1141,-250,3624,-2808,-1761,1364,759,751,-978,-692,-207,669,3113,-763
1925,2763,-12,-452,-2697,4047,402,-1168,-1329,-2138,-94,-2031,2276,-716,1759,-1292,454,3671,446,-753,1321,2383,1845,-1489,575,345,-424,-1307,1867,-2344,-2502,-919,2631,323,337,-1930,285,-2111,1823,1141,-1761,1652,-1874,-3198,210,-1577,-205,561,-223,-841,-212,2673,1326,2472,2022,5381,-3790,-3036,2291,829,-548,2087,-560,2156,2684,-2341,-935,2978,-3649,-1088,-1975,-1298,6285,871,-963,1550,2773,-2453,1796,611,-281,1854,2756,-2244,2273,-810,-4129,1734,1526,-3590,-45,2725,-685,-1129,598,332,1727,-1783,385,-866,1086,858,505,-1678,-2562,-220,1243,-609,470,-953,893,-1438,-4031,2189,450,-1335,2255,617,852,-2016,3280,280,-1061,-695,3260,891,1948,1501,-1114,116,1913,1404,2345,490,-928,443
3405,3725,-217,2549,-1140,833,-1502,1068,2712,-768,2867,502,-2554,-96,79,1451,1461,813,-2503,799,1478,2603,484,-1965,-211,-156,-775,-3281,-1682,-2243,1600,-1640,-2095,1256,-2330,1048,-534,534,-684,1805,-1886,67,-2463,658,-1282,-3742,1890,1076,2632,3558,-12,1031,-1689,4032,-338,-2317,-436,1359,-908,-1559,1366,1237,1853,1932,2850,-989,286,750,-1244,1969,2394,-990,1541,-862,1275,673,1066,2094,1348,-739,811,1796,-957,3634,-2841,-626,-4277,2179,-2691,1748,-1078,3663,1043,2110,-1632,275,-2228,-1191,-3,478,592,1568,-1151,-1944,2987,2090,-838,-1835,2784,3538,-547,-1589,-302,-692,833,-789,-678,-2732,-1423,3524,-1188,-800,-2027,-1109,615,2346,2945,13,-689,-252,472,3792,753,3458,-244,-1277
234,-565,-139,2394,3634,-1178,-707,2106,-1254,-704,276,2344,-370,-631,-3574,-889,931,-1966,1599,-92,-1579,-186,1318,1105,1870,-1197,1570,-3808,-60,-360,177,-3521,-2853,-2577,-1477,750,1118,-255,-709,-1989,1684,1546,-1249,3676,1752,-3647,-1658,-239,2930,2101,1870,-553,3827,4499,-1038,418,-434,686,-1977,409,334,-1546,-1123,412,1286,122,-718,313,714,981,-990,815,528,-795,1383,869,-2321,577,-962,1416,-1283,1855,-1473,1021,-3441,-234,-353,-818,-600,2836,201,3831,-1001,1319,19,115,-3289,-1605,1086,-262,-927,-1571,-6,6172,3251,-85,-697,3548,-1193,511,-313,-1523,2001,-447,-1536,1848,-877,-916,-670,1143,-3428,-99,-845,610,-3610,1995,1465,-2313,-1139,20,-2143,2296,-3032,-432,2274,1129
-837,-521,-123,814,2767,-925,952,-90,-1537,557,338,-1332,305,-805,-2809,-80,582,-188,1349,-930,222,88,2311,2219,807,-145,1679,1633,-515,-56,370,337,179,-759,1206,1195,1667,1010,-292,20,324,559,934,773,-1585,-1318,-3272,347,-288,-520,135,-23,1006,-825,-1565,-1159,2241,-1042,834,1306,-990,-2950,-2108,-2045,-1637,1645,1465,1786,3259,-1103,281,-1463,-643,399,113,-232,463,663,-1947,-206,1269,-1069,906,-968,-1446,-1235,936,1359,2062,-24,447,-1733,370,-180,-52,79,-1624,687,1194,-1109,-172,676,1292,3180,1456,-1238,1562,1313,-278,-1272,-229,795,593,-1701,-836,798,3,-1607,-558,1571,-1820,-978,-667,-540,-1891,939,1929,-1342,-1328,335,-2714,-1605,131,-1472,681,-654
