339,-1885,4424,1103,2716,-1295,2994,-1587,2583,3773,-482,-5076,-3427,1130,3369,-1397,82,2814,764,3753,3458,2557,489,173,-1015,2899,2281,3985,1952,-1059,-4460,4907,2759,3254,-1780,-3970,1499,215,-4611,761,-309,-189,-1162,-2460,-352,-468,-1487,603,-777,37,1918,-246,-277,4500,1296,-2170,2080,-1888,1903,1040,-607,2107,-407,-1995,-4796,243,5,1054,-3658,-2209,-1607,1608,-1179,1947,-781,953,-2007,-2496,-1842,-677,-1068,1014,2077,2727,2731,2290,-1381,-3701,-738,3222,1762,-1275,3184,817,1527,1599,1942,-574,-1426,161,-5595,-3469,-236,2863,1722,1093,-245,4446,-627,1468,-2856,-1193,-64,18,-1737,658,102,1699,-1886,1823,-3557,-1636,-924,-607,-3194,389,-758,-2807,1214,515,3209,-1292,-1675,47,-4903,-1207,3151,1652,1158,211,-482,-1103,842,3248,2560,-2940,-2237,-844,-454,-2022
-1286,2197,-4242,-191,-1304,6740,-3105,-2818,-2323,-1922,5104,-3233,1514,-319,-904,-1075,1813,1383,6772,3068,-1865,7056,-1617,-354,-2235,5750,1146,3329,1517,-1531,-2560,-3050,-1702,-3270,4617,1585,4659,11,765,2822,-1559,-1187,-24,-690,2967,5784,-3346,-3448,2801,2546,-5316,2425,6255,2431,-1769,-1162,-1136,-883,5497,-1055,-5111,-978,1318,-3689,2817,-2436,-1809,3774,-965,-1022,1108,2953,2098,3753,1336,-2548,2620,421,-30,-719,1317,-1576,5070,465,-614,3177,3398,4023,-1182,-2369,6356,-553,-3290,4335,-4147,3791,-3634,-4055,-2937,-5249,-1756,2283,-698,517,1286,1141,5408,-1819,-1076,-1011,-3414,-1786,-2269,2673,-1120,-903,-1479,-1608,-2917,-5702,-3533,2000,-3981,3010,-1218,765,38,-2152,443,427,-3578,2616,-178,4563,-4459,-4402,2246,2076,1355,-6275,917,-1021,-1937,964,110,1141,7563,2905,1479,-1389
-2113,1464,5495,1949,2380,1138,-1437,-1409,2693,-2545,-1384,310,-77,4210,1743,750,-1927,-833,-561,69,-1089,-2142,-3828,4400,-2201,-2256,1057,-1851,981,-6386,-87,2548,-212,3211,890,556,2467,1279,-2460,-2530,-2768,-507,129,-6197,555,-2881,-1942,-110,1328,-2865,1005,-3736,-278,714,3514,828,1776,722,-223,2014,2531,2354,956,-1622,-1950,2185,3676,-3424,-33,-229,-1714,-1758,-1271,-6252,2521,1414,-1853,-17,1382,-2908,1355,2075,318,645,2079,1449,-1293,1189,1031,2218,-1888,1231,742,799,3042,-1819,825,3043,1441,3443,947,2367,-147,2134,2438,548,-998,2364,629,95,-2596,-107,3251,-2043,3313,1596,500,2150,3804,2246,-104,1434,3698,-1718,3380,1032,2650,-325,-155,-2251,3378,-4210,-1245,-2661,863,3896,-2967,3340,-3148,-363,1650,-2953,3816,1143,331,2098,-490,-2993,-430,-3347
124,-2042,2087,2880,4545,-1560,1407,-2282,4034,1574,-2828,945,-781,-662,2188,2858,771,3172,-355,-538,2628,2167,-536,406,126,2725,-4911,3247,-2721,1874,1708,1512,-2179,3196,1670,1775,-1049,-1111,-5162,2121,-2228,-1792,4276,437,807,-3618,-3626,-483,292,-897,1097,-1223,870,4693,1463,-3020,2453,-3903,-1705,-772,567,1287,561,819,-1160,-2266,-4166,-502,-1003,-190,2806,-2833,1279,-1015,-2261,3268,-1034,-2882,-1053,1305,-1368,-550,-190,1745,4379,5305,-1231,-3759,-2042,2027,2103,-4126,3868,343,935,749,-4318,2092,1219,-1121,-3236,-1417,-1167,-592,-1900,-2343,-2273,-2649,2582,-406,-268,-893,-352,-3903,-70,-469,522,-1099,-2390,1812,-166,-2066,-3260,-1559,-182,148,-292,483,203,-643,5959,-938,2850,-788,-277,-1118,1036,3431,423,1203,-426,-403,1321,1455,3553,2335,-2894,1704,455,286
920,-470,-2899,-2316,-3961,-522,3769,-2517,333,-603,-1322,-4139,721,167,574,2093,-2340,-2267,1786,-392,-553,2569,914,-2514,-1066,-161,-1462,448,405,2639,-183,1504,781,-2576,633,1216,-295,-1926,-2005,2107,26,-811,3553,2683,-1430,1710,514,3452,1524,-140,453,2068,48,1413,-3881,-568,314,-317,2635,-799,663,-3200,1158,-2005,599,-3508,-1205,357,-121,-598,-697,1862,-1368,3892,85,1718,638,2415,5625,2486,2275,-475,179,-2475,1165,4905,2732,-763,-167,-12,4111,2245,-526,-2170,-849,-683,-1919,339,1380,1512,-3720,-3739,-2355,970,924,-2666,-430,-4772,2078,542,3198,-1014,-3101,-2895,-3155,720,-169,188,-2286,1324,4039,-4202,-1004,889,-4302,-457,-3558,961,-2830,1550,946,2038,2182,-1107,-1645,-641,-1458,-903,5990,-2932,-1395,1262,-4226,2623,-1775,-323,4061,-256,3798,-885
432,1224,-136,1289,-825,-773,1822,-1572,-404,-2089,-1717,345,-1511,880,1559,-2598,-1430,-935,-2937,-3089,-1278,-260,-180,-598,-548,819,958,1108,-1376,3389,307,243,2142,-489,3178,-1079,-746,-161,2519,-133,-1643,784,1515,3719,-540,-528,2470,3528,2223,-3557,2272,-2277,-2964,-1346,-36,455,812,-2371,-933,-153,412,-22,394,1507,304,1722,309,625,604,674,1138,-1838,202,1169,1130,1248,1890,-1264,-306,-475,3314,-1098,-1818,-1514,-1823,-1299,-1967,83,958,-703,669,490,-972,-1546,-2818,-2264,-2338,-916,1186,-1052,-336,-298,3153,-290,341,-2802,1125,-16,-542,-227,2673,-621,383,-3394,1844,1423,200,1117,898,-1539,2508,-2359,-1398,-1664,-1395,-1240,2531,3629,-2628,314,227,-2026,1532,-1664,388,1333,-993,-2144,153,758,3494,577,-1546,-1243,2965,150,-789,491,730,2204
1816,2281,-978,-1029,-2538,-1044,1511,1035,-909,3244,439,-3441,1376,-249,-1743,-111,129,-1864,-1360,-2800,800,249,2207,-2203,-3818,-1533,-517,1004,1260,-2922,-533,-531,955,-6357,-3817,3742,895,888,-2733,-2225,-654,-2192,-1465,2048,-3168,3039,1059,1092,1491,683,1502,-72,-1148,-2147,-258,1244,1710,-199,-329,-608,-2147,4680,39,-611,-1004,309,-1790,-102,357,3234,-3298,442,-418,3317,-940,3279,243,1923,2665,-313,2766,1325,-1299,170,-2683,2170,-1733,-1216,-1080,-2703,2898,1365,1232,-509,1519,411,89,486,-600,729,-681,2098,-1390,3614,663,744,-4182,-201,-2074,-701,-777,-1057,1953,1302,-650,998,-3059,-1994,517,978,1816,-1566,-1821,254,-3437,1174,-2789,1405,-1722,3215,-2819,2637,-914,1393,-489,-230,-1238,1149,590,-3703,-2117,771,3976,-448,217,1487,587,2180,-2771,-329
2428,486,-592,1153,-465,-1326,2367,-361,1532,1110,-1047,704,252,-1948,-1960,310,1138,-1965,817,606,-654,3389,531,-1317,146,-179,1741,1002,-3684,3620,46,-1033,-838,-2459,1069,-878,1631,1435,-2248,1527,-1677,956,674,1623,293,-315,-1335,1666,4699,253,-498,816,-3005,2688,-1099,-2034,621,59,323,-1777,-1033,2608,-960,1381,-1578,1481,-272,12,519,-3909,-1306,808,665,3099,-846,152,2322,-4513,2853,3171,3075,-2489,255,1418,-2604,2232,450,-2827,602,-83,1925,-2193,-1633,-503,1001,-2501,-2834,2273,753,-2144,-3037,-2411,72,-805,-908,-4357,-700,-2936,670,-15,1954,-188,-1502,-1722,-1344,-87,1461,605,-986,2640,-2215,-2552,-3744,-350,1423,1079,-3104,1365,-260,-721,354,1661,983,-362,1435,-2492,-1104,1652,1750,-788,128,1728,-2786,-99,3524,-2201,-782,2433,3113,-245
-506,282,1858,4052,-1563,-626,977,2710,-1232,6825,3981,-35,2423,2734,2338,2674,-2253,19,2702,-803,-2640,880,196,-1736,-560,244,3932,221,5174,-1413,3112,-2097,1019,-1784,-2626,-1792,2048,-3738,4836,1970,-3187,-1917,-4635,-336,-2118,2556,1956,1317,1473,-3079,-21,-838,-4713,-182,1591,2301,3117,2129,65,1899,4002,5275,-927,-412,-66,359,364,385,-3238,2291,-2371,-32,3275,2620,566,155,-357,1018,-1562,1920,-2254,3489,-1325,486,-2777,-1713,-794,-4067,-3893,-1960,1164,-1020,6735,1568,-396,-1143,1504,-226,1783,978,-540,2346,-90,-1558,-1220,308,476,3078,-392,1911,-588,3608,1656,973,736,-28,-1665,3146,5104,-387,1568,1446,-277,-2494,1345,3551,-292,-1805,-3456,-4413,-2665,6115,-1133,-979,-2728,3219,4008,1362,1927,582,-454,-654,401,1535,-458,540,2467,-1340,-2987,-1637
986,548,-2022,-3354,-454,-1044,-733,2531,-990,-2580,-2493,2775,1022,-854,-2679,674,-393,-1532,-1942,-3396,297,-2917,377,-351,1326,365,-1324,261,-2673,1095,-409,-1039,-9,-1674,-2335,2251,-1807,-133,-1165,-1337,-61,-552,1831,956,958,-123,484,544,-3607,-855,710,-2399,1636,-1873,1325,1335,-432,616,-2182,-245,-2309,-163,-116,439,-220,305,1897,-3442,3718,71,1772,604,2838,199,147,232,-269,2105,2799,953,-2606,1248,-1898,1529,-782,-1038,718,884,2188,-214,-1571,554,-1707,-792,-1088,-1846,-2032,2252,325,624,-12,-2919,976,-1047,-1236,-1798,1058,-4366,2836,3628,4312,854,-1074,-2411,-2571,2528,-975,-3171,-2789,-242,-234,-837,-2255,-727,-534,-1528,-824,-676,1097,656,-1817,-1651,246,-2298,4773,-1374,-2997,-3327,-1603,-2722,-160,1853,-3743,111,-4186,-1233,954,42,-325,2521
3244,1875,-198,-919,587,2722,1284,-2178,-3495,-3165,-3303,-1720,2491,2720,-1196,820,-1880,-162,-2639,3652,767,4305,-535,905,-2374,-494,-11,1235,-2987,88,-2918,-1164,363,-809,1546,760,807,4171,-1867,-1046,3359,3533,123,455,-782,-101,1391,2890,1566,3271,38,-2882,2113,4664,-105,279,-2495,-2992,148,-3052,553,-443,-3489,-1339,3291,1230,-2372,689,-2164,-2906,2022,182,2074,1332,-4379,-1109,-3466,-25,-753,-3845,3479,-1711,2753,-1179,2094,-1236,-593,3349,-1169,-835,-1065,-2786,-3082,828,4404,1091,-2174,432,-1162,-530,-3673,1480,-2353,1792,3175,3417,3489,2634,-2236,-453,242,2767,-1954,143,1749,2352,-1754,3651,544,528,-3729,-472,-3136,-522,3092,130,-2504,-1337,931,1317,2324,-3416,2762,242,-1939,-3162,2851,2831,-113,-4880,1452,1531,2324,1939,2349,549,-1047,273,575,-2757
66,196,2485,791,1181,498,2671,-1357,780,-362,-3326,678,-525,2561,-796,1894,1621,-653,-315,311,-193,102,-855,1905,-1997,-2415,-777,-3056,443,-1638,-1511,297,393,1147,-165,-592,1828,1984,-3235,-2109,-1986,1304,37,-1694,1199,-537,-625,-60,3090,-1968,3348,-186,367,1987,5590,-1363,-982,-2919,117,-854,919,1312,-3247,-2342,1846,-1266,-275,371,-1379,550,-2623,-122,-185,-264,129,380,-802,775,1751,-1742,37,2290,-477,871,1763,-782,-2977,-2793,-2639,-900,-584,-1421,4719,1791,2671,-355,-1396,1031,615,-395,-493,-584,-1755,-714,2730,3156,-688,-1055,108,-396,-603,1046,1771,-716,20,1216,-1857,317,292,3949,-1557,-1939,471,-1709,3933,-403,-6344,-1004,-1326,-409,2082,-633,-214,-1532,-184,-1547,-1662,1646,-1444,485,598,-224,2414,368,3044,2608,1203,1330,-3615,110
-580,1094,1336,4163,1544,2290,-1374,121,68,1122,1612,1537,2118,863,2116,-124,104,470,2138,1487,598,305,30,1358,-783,2401,1322,-423,912,-676,-1051,1414,3522,1868,2040,-1485,2066,-365,3952,96,-158,-324,-959,-2918,542,-947,1563,463,2033,1591,-3728,-2277,-441,2446,2848,-934,1704,-152,2165,644,-73,2621,-1377,815,-811,1062,-56,3461,-1168,-1053,1348,738,1715,-3096,608,-1095,-708,-1136,-1076,2404,620,617,1200,2104,1296,783,710,1205,27,-1138,1755,-1932,1275,2598,-2840,-1352,-1325,2394,2074,-1355,250,3552,352,-165,738,-884,4795,2474,-98,-2069,-1405,2129,2231,2028,3425,54,821,2243,-218,-1737,-758,3205,-2048,212,1709,2008,1895,-436,-313,-4339,-3,1319,-1081,-2182,-667,-872,1686,-1159,-636,-378,686,-3684,1993,331,-769,-281,2448,-249,386,-2050
289,2182,-23,-182,-417,-4705,3371,2209,2312,-92,-551,-3587,-1222,1803,-883,-1959,-3258,-1410,-1785,-3379,1496,-789,1747,-1973,3434,831,-775,-2300,5088,-3272,-5598,6114,1664,249,1290,2962,-276,-688,-1792,-3038,1281,-501,1331,4141,-846,-243,4551,-2305,-1945,-2607,1254,-2278,-2709,-5386,-1188,2820,2077,-963,-3606,5207,901,1673,-2633,1417,-2213,1978,1108,-2230,127,3787,3514,203,-1550,357,1021,257,322,1317,-3119,-1816,-1602,-1167,-2794,590,-1196,-2634,-2175,-775,4639,-221,696,5519,2557,798,-3763,-4317,1573,-608,-549,1008,2411,-932,4060,520,-3009,1791,497,1382,-1510,3861,1791,-5499,3040,-2274,636,4615,-1214,2327,30,1566,2577,-96,-993,-4393,-2245,-2977,4184,-1751,-310,3329,2327,-868,756,-1472,-923,3297,561,-1865,-1810,-333,1423,-6322,-146,2227,-503,-998,-1838,-1795,1957,1744
-1234,3410,3735,2303,-3582,1949,441,-541,1705,-1044,-2800,1688,-527,3867,1866,-550,-2551,-2170,-942,-2737,-2943,-3465,-3148,2814,58,-246,3397,-2549,2571,-2161,-1642,1588,1605,213,-233,-5282,1462,-1645,1000,-998,-2787,2174,-3747,-2997,2326,1361,4405,1831,2331,-3357,-140,-3719,-43,528,2119,2562,5547,960,4218,4799,4650,2340,-2515,-3115,2095,1905,2637,-39,-444,561,-757,-1197,-1915,-1368,4979,-443,21,968,1676,-2099,1959,239,-637,-1292,-1777,-1109,-1422,-759,2191,1321,-1021,1302,1149,3369,-1414,-1645,-1992,-1554,504,2436,-343,-3648,1788,2419,3545,-1944,1703,-993,562,3494,843,-350,426,1360,767,4128,-724,1361,3762,4651,-1231,-2042,1677,-2122,1513,1157,-685,-371,-2603,-5407,-2070,-2399,-1051,-2438,-1313,4399,-2730,-423,-1039,1682,725,-2981,-1471,995,-262,1126,1164,-452,-1986,-3408
-1218,1688,1611,1188,3430,1247,1507,-5079,542,-3846,-1575,-1888,-4321,1018,1097,-3670,2576,-1313,-1828,1782,2545,4138,-3326,5612,-2536,1339,1152,2394,-1651,-1175,-3491,2203,-530,768,5786,-268,3071,2185,-1713,-457,-2352,-462,2666,-3179,687,-2272,-1479,1964,2540,-1737,1430,-1470,615,2697,2475,-2190,-1300,-3068,833,-1417,-813,-1463,809,-707,654,638,1612,291,-927,72,481,-241,-2945,-2375,920,2984,-1010,-1055,1072,-5306,2793,99,2106,1457,-100,2752,-576,4803,-965,2904,2612,-1038,-2043,1779,919,-624,-3312,-3150,-1402,-2264,-1489,765,325,3715,1364,799,659,-227,1118,-2158,-2075,-3106,883,-1836,2770,2535,2440,174,1138,-891,-520,920,-1269,1172,-330,825,3701,-1766,-763,-8,3165,-7406,1267,-726,-2720,-1107,-1390,311,-1149,-2310,2363,-3061,201,917,2409,1695,-658,-1681,761,428
-1055,-947,1038,901,2522,-1241,-1913,3161,2546,1521,-1578,3006,704,53,-2335,1529,-408,2380,312,2753,751,6,-99,3486,-318,-1366,449,-2889,-146,-1096,-714,17,-505,454,1601,-515,1123,697,-2582,-1792,2258,634,40,461,1415,1683,-1328,-4196,-1677,1775,1533,-2194,886,-910,4242,1711,-541,-188,-2060,1651,3041,3652,-3648,-2065,-2999,-968,1394,335,-447,-478,1861,-264,1808,-826,-719,-2940,994,-814,-2855,289,-2488,-566,-3131,-42,-312,-479,-1881,-2485,-1334,-372,-928,-393,1995,-319,521,-848,1381,5172,-1832,727,4035,167,-1549,-2756,-1176,1691,-1136,-1715,-333,2101,-743,-190,1583,-1167,510,-1744,592,-520,1049,1903,-2135,866,-1261,-2590,1585,-1200,-777,1675,746,-515,393,-1043,2320,-1294,4943,3354,-98,551,-3302,4796,-3164,-1126,4202,-178,1309,-2117,-2228,2226,-2330,-2012
-840,-284,-599,2532,-1184,883,695,-532,-203,-256,1162,-1177,3496,653,100,3484,-3367,-793,3842,918,-90,1676,-315,1670,2219,1506,3531,-1071,2117,-1467,-55,-742,2888,-1723,4531,33,3523,-1539,900,1509,-484,-1619,-193,2032,-32,3247,1837,1314,3285,-1280,-1861,-250,-1684,-841,3313,647,-1498,26,-543,602,3401,-1703,-2688,-1444,3963,-80,311,2090,409,25,1100,236,1308,1041,-469,-2496,1097,1586,-2400,596,2340,-879,-2931,-2818,428,882,1610,-1818,1362,-120,3371,-817,-33,1242,280,-3549,-916,-702,-696,-1944,2247,1278,-466,-1952,-419,-1059,-98,-2248,3176,2671,2094,2620,-413,-2038,1372,-1583,-426,5009,-202,-1634,1597,-2103,793,-3410,1697,250,1073,-713,-2073,-2897,1023,2045,3415,-668,-626,4150,2065,2454,-438,-113,1461,21,-398,4236,-2103,2201,640,934,3700,-1514
2083,748,-225,25,1427,544,-2895,508,2814,-1986,-1240,2351,617,-3640,-3397,2942,1307,-2122,-1567,-2551,73,-2579,-38,2162,-2516,1081,-435,187,-3121,-391,-500,-1768,1539,1839,1637,3073,327,-477,60,-1961,-415,463,96,-1823,80,-703,-3379,-486,1285,2062,-3636,-1552,-2092,647,614,-689,-1029,-1087,-1345,-305,-3304,875,117,1767,-2310,3196,988,-1675,1677,-2510,-996,3060,1156,-2153,-941,-2392,-1005,71,-234,-236,774,-1813,61,2244,-932,-2149,4109,-713,2459,338,-954,-2574,-4730,2245,-100,-2134,-2796,2660,1946,-2722,906,2626,-962,-613,4078,-2927,170,1072,-858,-3658,1504,2223,272,1765,757,-37,511,-1652,-1445,-2176,-4377,1894,106,-834,1205,-576,1360,2507,1081,1731,958,-1110,311,-1438,5794,-1061,-2510,-1006,-2870,-2148,485,52,-120,-962,1833,-1592,606,738,571,-1236
