2128,-583,-3193,686,472,-1705,-777,513,229,2930,6485,-3391,1354,680,164,-3802,-4409,427,-2400,2105,601,-4624,2296,522,-72,-1962,2684,-946,-642,934,-4476,853,-2690,812,-1088,170,-2221,2307,2003,3333,471,105,-1107,-1349,-2031,-473,1104,1027,-3143,1889,-541,1117,-4806,-1704,-1535,2387,-1304,-2094,1409,-2814,981,-170,-2953,2155,461,3044,-2145,414,1316,-2012,-32,-4818,1157,1062,2209,3127,43,-4454,1426,-6137,-1040,4025,1496,-3142,-736,-652,2799,-3812,-1793,-418,-1169,-3902,-457,-573,505,2414,1032,-2197,25,-1281,-3515,-1190,-1674,1728,-995,3904,-1567,-2797,1195,885,-1539,4085,-725,-2135,-2263,2571,166,1790,2143,-944,-4408,-3540,-2555,45,-3201,-2080,2704,511,-2236,-2003,3584,3271,-2433,-1149,3319,1951,-311,-1235,-1450,-163,-1382,620,1757,-181,-5540,-1636,2045,-5107,-593,45,-3126,4159
-707,-1103,-746,2307,-959,4890,3524,2181,3353,-809,-1640,3844,1338,719,-936,552,-300,1514,5471,-1537,-4236,2347,3251,1981,-1994,-622,-4861,2181,1168,-1254,-230,-1271,1717,-1312,2227,666,-1807,809,-1723,-1696,2462,-672,-2964,-2974,-432,1249,-524,-912,-147,2541,1227,1594,1927,1161,27,-179,3298,-188,-591,-1023,-2,3893,1831,3460,-4775,-3537,1540,1711,-706,638,-735,1813,-1635,-2191,1157,1871,4077,7255,-2181,-1131,-141,-2401,-2855,-24,-1652,358,3915,-617,3257,-553,4671,251,-419,5099,2418,4665,-5697,476,-1225,-2215,5004,-1592,-1643,1610,-2070,2903,3769,-1960,1852,466,-2290,2596,2853,1411,-2186,-2040,154,-3762,-1732,5307,-1822,-2057,-1819,70,5174,593,-2401,-490,-3281,5184,12,-1602,1103,2855,-1021,1357,-837,-1902,-900,228,-774,2574,-917,-562,-503,240,-779,238,-1387,-1154,-3017,-3121
-1887,-2131,-4028,4068,-110,2322,1358,-1971,3340,785,1937,-35,703,-2926,-1491,-1743,52,4596,2665,1784,-2864,-1441,-562,1544,-2110,-2386,-3409,2545,-141,-282,957,-459,-3568,3111,2086,1599,-972,649,-951,2158,1067,-2070,-762,255,-4594,-434,-701,795,607,2060,1494,-732,4076,-2057,2944,-1927,-313,-1979,1533,-2943,655,857,-2051,744,-2595,-2537,-807,240,-2036,-651,3741,2343,-65,197,3859,2560,-1933,-498,-18,-2219,-5072,1409,-4007,-2370,-26,1983,-918,-5811,347,-1504,1145,-4402,-1422,787,1489,1251,-108,-81,-3557,-2639,-2386,-2702,-758,4937,-2145,-201,2307,-486,-313,894,-2106,153,3772,-277,-5226,-627,2407,-1006,-63,2864,-1863,-4160,1519,-1746,-1567,59,489,4,-2658,402,-477,2374,-1091,-462,683,1966,1048,-3985,609,1442,-444,2422,-3325,1556,-1437,1065,1394,-3196,1469,1331,1081,-1963
-4222,-3813,-1400,922,-174,-290,1146,1481,2741,-1719,-2333,-800,-1560,-1075,-5880,2359,3239,437,-1578,-744,-634,2253,83,-2328,-93,744,582,571,2252,-2053,1273,3614,-4787,4449,-949,-3374,2523,1418,2530,900,-1232,4670,1430,1696,11,-1785,515,95,1266,-1915,22,-2885,1401,-199,1108,-1425,-935,-2593,1295,-2335,-3629,-1557,82,2341,-2455,1462,636,3216,-2812,-2273,1412,887,-1125,3468,606,204,-829,-2492,-2056,2379,-2118,3697,-669,3094,-2472,-1080,-4914,-2021,2919,3910,1960,4268,1232,58,3519,1779,4016,556,-5562,1061,3023,2712,564,-940,-2217,-3114,3354,1196,-1543,2588,3683,-3375,-955,-1664,-1846,3522,-5880,250,1137,2592,-237,-1297,1677,-755,-48,-2457,-611,-1699,534,-2144,-791,-1934,4872,-1611,-3664,-831,-3065,-3188,3243,3550,2526,-2688,-2298,424,1083,-830,-391,1400,-1609,750,-541,-917
684,1826,-981,-330,178,44,-653,-2222,-2086,225,809,-1356,-602,-1233,2857,1088,612,3567,2912,744,1979,1314,-131,-2944,371,-1808,-3617,-1375,-1964,2533,-390,1090,453,1804,-931,-1054,-2399,-1841,-1444,1896,920,-1320,-1835,1262,-1446,-3314,-149,1199,2517,2388,-2548,1677,-1792,-1740,830,-1,1637,2068,666,2860,-2702,-207,-5407,-2580,1715,1439,-2126,893,-856,-3716,2094,4281,-341,-1369,1208,-3961,-2819,-1320,173,-3565,-1481,4088,2154,-2340,1785,1078,-680,-1991,305,-1750,2116,-2611,279,110,-2316,-1081,1856,1007,-6,69,-1833,456,-1303,-3074,-841,82,1579,-1153,2350,749,-1887,-68,2174,1575,-1693,-1131,1520,801,1524,53,787,-707,1008,-3282,-2759,1209,-859,272,1487,49,-1414,-385,1479,-3156,-945,2357,-1337,-806,-2125,897,-1734,-715,-1219,3498,158,-2748,-1657,-1345,1029,2566,622,1441
531,-1561,518,213,761,-3240,-2891,4660,-2636,-2386,-3020,-982,393,1112,3244,508,-3957,4698,160,-666,1293,2037,-975,973,2106,-227,-971,2241,129,2722,-2459,843,-1963,-4661,-3010,358,-861,-2391,1855,2075,2523,-3647,-3122,-3081,3161,2707,-479,-2019,-2022,2712,1630,-1501,-6027,737,-1725,938,2303,3688,751,3765,1633,-735,3166,1569,-2117,3619,-414,-3602,-3692,-1470,1567,-2890,3560,-382,1952,-1555,1795,-568,-1670,-347,1520,3359,887,2732,1244,-992,-250,-572,3618,1189,3073,1863,-1541,1599,-307,-1536,2761,-2073,-1104,1956,3458,-659,-2289,-4282,3017,-1845,459,1208,3863,505,-2217,2456,-1119,-316,3236,-5147,-306,-1146,5051,66,-996,-1192,-758,1659,143,2279,136,1983,4055,571,-5391,1831,2644,2152,-812,-365,239,4678,-192,4469,18,-650,876,1868,-1182,-1681,490,-2209,-2184,-849,-1477,1010
-1549,-3160,-2415,3385,-1881,229,1687,4274,60,-2936,-287,-2527,729,3,829,974,-1913,2751,1712,1508,119,1192,-1165,-2979,749,-2329,-1028,-1374,2881,840,-594,-765,1073,-4051,-2713,1943,-1089,506,2806,721,-723,-2997,1575,-1077,3233,-4192,-1362,-2849,-3766,1219,2251,-1625,-756,-4438,-1722,-112,82,1696,-325,849,-5963,2306,-418,-1494,997,745,203,-5921,-2095,-2501,792,1491,2845,-1258,5271,-1557,360,2753,-720,665,1992,3239,-3419,-2860,2218,-1821,-717,-1877,4622,-1147,3972,3980,-1594,1037,116,-681,576,-103,1623,556,-224,228,-1195,-596,-1927,-3485,110,-470,287,-934,-161,2741,2835,-3043,-195,168,-3783,-1438,-226,-756,-617,-253,565,1380,-849,4065,2815,-1452,-2488,2130,-3554,-1759,2388,3304,1390,-431,-2769,520,-3550,1985,-393,636,-284,1003,-857,-1151,-1595,1151,-2379,-3168,-2010,2149
-3670,-3927,-820,2840,-4727,2494,-1973,-390,2513,-664,278,1005,-2711,-2064,-1803,3235,6361,-3511,-127,1072,407,-2905,4758,185,-1389,1845,-4199,1330,3804,34,6504,-891,-6600,-2160,2585,1431,1863,-1360,2258,-982,-727,1457,5075,4727,756,902,1420,-1816,2686,-2009,-2088,-7146,4549,-4722,5475,-6513,-1121,-2823,5019,-6865,-1550,1426,2604,1607,-503,39,1427,3460,-3301,556,-774,-671,-1819,811,78,1511,-4585,-2339,-1585,-622,-2067,-2810,-3976,2731,-5674,-1149,-1422,279,1630,4025,-615,4656,-1698,-2663,2075,-676,2597,422,-1499,-1374,2321,3469,3694,1450,-2867,-4745,1583,2946,-88,2583,3205,-316,-999,-1123,-2178,307,-472,2096,-2925,-2930,109,947,-52,-1283,57,-23,-1299,1586,439,-3130,520,-3783,-1690,212,504,2210,123,476,739,3545,-3183,-4976,621,-331,3234,3387,-1164,3785,4834,255,2360,-1470
-2354,1124,3189,3073,9,608,1637,561,2100,-4891,-1737,1156,708,2985,2683,-4278,2567,-720,911,-1091,-362,2357,-2876,-3552,-597,5047,-3634,936,-915,-3338,4955,-629,1888,2659,-1611,-2762,1409,2900,1739,-154,47,-104,-2400,-1232,3071,5418,1854,-1176,2884,1308,-4213,970,2113,2009,-4462,1523,-2005,1222,-1589,824,-1231,-767,-340,-1559,800,-2358,1358,-685,2723,1266,1395,3844,-974,611,-745,1674,-1267,2191,3234,2946,1404,-909,-2117,-3216,3628,-1875,1276,2302,-840,-3350,914,-2013,-588,-678,-2577,-2230,-229,-1487,5299,-1538,2091,995,-863,-1939,479,-927,1965,6001,-2163,-2440,3413,-3284,-1314,-2906,-422,-1341,-945,-1453,-3142,137,2520,-5319,2708,-868,-303,-1032,-1474,285,-2799,534,218,-378,1713,565,-632,2739,6884,-5185,2459,1259,-520,1623,-260,-2041,6243,-350,-2836,4293,-2198,4535,3392,1440
-2470,-2962,614,1935,-1349,-3545,-5657,1378,-965,-370,-454,1843,164,697,-164,2345,-1905,2004,-1832,-959,2308,3717,-2610,452,-651,2452,3601,3929,-1364,-3296,-1074,-1296,-497,-639,-1239,-2760,333,1472,669,-3016,-1273,-5068,-1928,1611,546,-115,-290,4634,-556,-2069,4945,-3853,-3979,-3440,-1902,134,-3996,902,3054,-1891,-96,-5712,-1595,371,734,13,1181,846,-2895,320,-834,-451,1720,1742,1330,-3066,1393,-1642,-1450,2976,2017,906,-1951,4785,-984,-2,-998,388,-1134,160,1742,-327,1888,1019,-3414,1060,1496,-1110,-1433,-97,3113,2171,-2588,-4315,-1613,-8,-3248,1527,3410,-176,307,1464,-298,499,-3828,-1878,4077,451,-812,-192,-3631,-4930,-56,-4744,-2240,-1691,-233,3973,944,-2948,-621,2959,815,1089,507,1465,2398,2460,2289,2011,2728,-6423,-1535,1443,-5356,96,3076,-3508,-195,-2220,1249,-2826
975,335,-307,-2564,1686,-1850,292,1011,-2382,3591,1458,-2633,-866,2017,-1937,1047,-998,-1508,-1577,1196,-402,-1553,1061,1177,-1802,-2330,1926,-2089,-2244,2014,-713,1056,1596,1892,-1275,-931,-468,802,-303,34,-1133,-1391,-2290,-1109,-943,434,-1407,-1087,-4981,781,1644,2172,-1243,1704,351,1710,1514,852,-2351,-1235,2417,-790,421,-3204,-1220,-82,-1820,971,56,-1951,4932,-1339,1108,-952,-51,-532,1412,-2674,1429,-3707,-1036,-2339,774,-1388,-723,-294,-162,-2846,-1099,486,-152,-1819,1316,102,-535,-1889,-33,-4177,-1735,-3091,-2780,-2841,-490,2799,1606,-1884,923,-1245,422,-1498,-3624,-1237,-360,-1188,-2407,3214,-430,-1526,1471,1494,1113,497,102,184,-5328,-1466,3643,601,-1314,-20,2590,2227,-269,-4758,-958,57,-805,902,-1287,-2755,503,1876,601,46,1543,-522,2050,-2273,-1627,-1298,-140,-185
833,1674,-1055,-503,3367,-699,2719,-1151,-3562,377,-1325,-2121,960,413,-1604,-2106,1684,-1239,-2041,-310,1810,-635,-1960,-1585,-797,-363,-329,-3701,-973,-1767,-224,-915,1277,-292,-3133,-4799,2512,2380,-1783,574,-1931,1000,-893,-2263,1054,575,711,-467,-7231,-1059,1182,-470,-411,3681,-611,-657,1445,2181,-1985,1938,-1009,-447,-587,-2171,1964,1702,-2772,-2642,637,3626,2247,2144,-1048,-2454,534,-1043,818,974,3267,1883,-811,-640,752,-3437,1857,-313,-2,655,-926,2572,-2436,182,-1390,62,1504,-2654,983,-2409,259,-4324,-5867,-1853,454,78,118,-2163,1032,-533,1770,2745,3657,-164,294,-876,-1273,2232,-4357,119,2813,1631,-1409,-870,3068,3532,-4919,-1172,2713,-1380,-3217,2712,2101,1022,77,-5400,1568,592,1322,-861,-3515,-1551,209,-509,-1856,3622,1553,-2407,2415,-480,-2423,-334,2583,2483
-95,1537,505,471,-732,3201,173,-2039,-1615,3411,-1225,-1567,-2484,2624,813,3236,-1749,-3420,3372,-1547,-2368,3037,1354,-4779,-4182,-551,-3127,-1061,1586,1675,775,-105,-385,-936,864,928,-52,-2350,-3038,-1542,-1089,2787,2708,1259,-3334,1224,-3604,1079,410,1282,-329,-213,567,-1898,2228,-34,-742,1704,-1776,1149,-988,1848,-1618,825,-1668,-3780,1818,3671,-1692,-1562,-1316,-428,3165,-5589,-1398,-1342,297,-1611,-195,-1039,2159,-3765,636,550,-1280,-584,1399,2885,3656,-844,2584,4223,645,-3490,-2677,1194,-49,-2527,808,784,1421,3655,2000,1188,-610,1641,1549,-2218,1978,-605,-2900,154,3022,109,-712,3350,-882,2128,-1230,3855,323,3029,-335,963,1639,2546,2216,-1349,1272,-343,970,-4001,908,1695,-410,360,-1392,1878,1023,852,-2931,282,-1010,-1257,3725,290,777,-967,855,-2499,-2769,-1522
-1926,2123,862,-490,951,-1071,-1888,-72,-3159,-2083,-3567,-475,-1486,3058,-1375,-1282,1196,-4019,-1209,-2599,360,1403,-761,-1303,-1772,4035,17,1218,2056,410,-327,-2936,1044,-951,3435,-1508,1619,2118,2331,-767,-3525,841,-2432,-1234,4462,5037,-727,1712,-1513,28,1780,613,-3935,-206,289,-482,213,2348,1620,-395,-899,-3204,-2782,-2033,631,1698,-1466,564,-1675,978,-1581,2045,144,-833,-1226,-2285,-1622,2112,513,1423,3063,1755,-1818,2674,494,-2581,-2839,605,-83,2980,-664,897,3018,107,1458,1854,2943,-742,1957,764,285,1266,-2868,-2429,1175,581,1697,143,2124,2983,1171,-1126,-2036,987,1029,1736,-2385,885,2955,277,-2801,450,-481,3082,3715,1406,1285,4374,-124,-466,3956,-2258,-3072,-1549,-275,2153,-784,4345,1219,2776,2173,-5459,32,-1244,-872,-249,3213,352,-2859,-1043,674,-1274
-1772,1223,194,1874,-2598,1014,2986,6578,55,-2646,-1897,-2067,3405,3368,749,-3290,-797,-1087,-1772,-1022,-4525,2595,1631,-591,1766,401,-638,-1519,-3732,-2440,-2187,-1619,927,-1337,-2408,1085,-105,-720,1917,624,-1819,-1794,101,-2029,4603,2009,506,267,-670,767,275,-732,2221,1450,82,1636,2612,-476,422,1426,1768,-97,1718,2225,-1228,-785,650,-542,1175,-1472,2554,-2640,-120,-2551,-2015,-1931,915,4705,1591,2795,3162,-1449,-991,-1473,42,880,1499,2533,-1941,-2103,2764,5231,3969,4232,2024,3760,-2189,1342,-679,694,1958,-2780,-4188,-428,3645,1654,504,4602,-3579,1933,-942,-569,1139,-372,-2012,2845,-6387,864,191,1126,-3587,-2396,1283,2805,796,2329,4290,-230,-1027,650,-3632,-3389,1669,2140,2486,-3933,809,719,-817,-3524,-1239,-1123,1057,-6717,1425,5798,-1149,1409,-2809,-1599,-2470,2364
-60,-1357,-554,-144,1826,-1037,2593,534,1634,199,1524,-1629,1034,-681,-1959,-2481,-783,352,-3113,-224,-956,-1600,-2042,-453,515,1006,3526,646,-988,586,-1406,-890,-115,1102,-1572,793,-1024,1626,774,1796,439,-642,-2485,-433,-2058,845,2370,-301,-1975,-495,317,617,-601,34,-1652,2948,1996,-3089,-509,-702,-608,-8,889,1223,-1395,-499,-3042,-2285,-1775,-294,2280,1220,-1340,2040,370,2025,911,-3184,-1395,294,-2739,1872,-415,-1160,38,1835,354,-1624,-1823,-180,-306,-128,-927,-2478,1537,-1004,-1661,-484,-2772,-783,-1871,-4344,-935,553,1131,1927,-1634,1075,-3203,1110,2594,-327,433,1034,-914,1575,-1679,-342,1993,2930,-1491,382,1186,-810,-4370,-300,1655,-347,-892,990,2613,2659,-621,1315,-956,-540,1500,-3928,-76,-884,3682,2109,-4027,-377,-1238,-1832,1410,-1576,-3324,1058,-347,3569
-152,-508,-1234,-756,-1718,-503,-3124,-1805,-504,991,72,4315,-2000,-427,-1053,-68,-313,-674,1347,3944,2904,-1606,-1124,2887,932,458,3306,-1366,2323,-278,-1632,-1250,1350,-261,2896,-1871,-518,-408,-652,-849,1153,-2001,1477,3761,-281,-2701,1241,379,2392,-2778,685,1628,-1076,-522,738,-2263,-1317,-687,-2043,-948,542,-27,-1095,1843,804,-290,1606,318,1186,291,-1607,-1518,-315,2406,1778,-168,-1655,-1081,-421,-3917,109,1279,518,2056,-60,-1859,-1110,-1928,1366,-447,1864,-1825,835,-560,-168,-990,-824,3319,-2114,-695,-1199,-7,1149,3,-2432,841,-2641,-3065,-1726,420,-98,4041,-949,1014,567,312,1421,-1583,-111,-1418,-238,1034,155,-2856,22,-471,613,1661,-1627,-2258,1049,2668,-2806,1807,1659,2987,-2666,-2288,-1568,1155,2334,-3316,1116,1218,-5280,-2449,1135,40,2097,73,824,-2136
-190,279,1079,-3127,3062,-3530,17,-1684,-394,658,208,-1804,169,-522,-2964,3501,-1788,-89,-3284,591,3741,516,-1186,-3456,199,-1988,1275,-172,-2124,-2419,-2397,2764,-31,7208,-1872,-2829,1112,1180,-190,-2158,-1715,3450,-559,2383,-545,-2475,-2817,4627,-1743,-2155,-1002,1895,-1008,-372,1700,2018,-2660,396,-2596,808,-4051,-1552,-3584,-299,-876,412,712,1371,-634,-4271,516,-745,1012,1342,826,-942,532,-4178,575,1011,2369,1362,3549,-552,1112,1615,-2435,-838,-2206,-1977,-696,1496,-764,1241,-1220,1,2966,-2639,-300,271,-3229,472,-192,-1266,-256,-522,676,460,1036,-2415,3360,-2028,-1049,430,-549,1695,-2954,1287,1120,3589,1512,-60,-729,-5099,-5815,-2359,3453,-2728,813,999,-208,-193,1330,-4705,-3307,-493,-442,930,-88,1136,3211,-1047,-2088,67,-84,66,2358,-1126,-2858,-172,1408,-520
