-106,81,46,-497,-61,-191,-431,98,-185,422,-119,-600,418,547,-379,-358,-35,-403,464,148,214,403,-417,-172,-226,317,949,-452,44,652,79,12,166,-388,58,-340,83,333,-31,-495,-177,-101,40,209,488,20,-283,603,430,-525
130,-86,150,-18,-238,148,356,-95,-237,-179,502,-77,-384,-2,71,25,309,407,-589,-45,394,165,-243,-329,-46,-419,99,126,-472,401,228,-693,328,421,477,-213,680,-180,183,340,-571,43,-147,-316,-103,400,345,-330,95,942
-588,-437,-436,419,509,315,487,845,56,-433,-42,-80,399,473,499,-294,-185,184,83,-198,275,595,1066,165,-609,-510,-27,548,-692,-319,-638,-642,-427,799,-358,276,-115,-296,932,-351,-117,448,-171,-17,-712,-515,-305,-90,-609,46
1157,75,314,474,335,442,-184,-214,-274,212,511,1185,-117,-708,953,449,857,410,-282,640,-725,-268,-224,774,-903,1018,485,-408,283,-510,519,-293,3,348,427,129,-547,535,-202,180,-522,661,756,389,417,782,454,367,-266,-25
-758,-667,-412,-129,266,-745,378,-410,-428,-309,208,-376,283,123,520,28,-364,224,260,-510,635,477,148,525,112,106,524,-194,-530,-179,-460,-423,-668,-556,575,-83,350,70,81,-570,379,1099,791,-646,-1189,-445,-370,71,39,105
56,102,-51,-925,264,316,-315,-216,-149,27,-36,-138,-49,684,59,-263,730,-123,789,-472,734,-237,173,-140,-707,-430,991,-562,398,150,502,-223,332,75,396,-973,-26,-213,-878,46,67,-107,563,43,482,25,-429,129,153,-390
546,306,34,498,-256,9,-460,245,570,437,227,242,-413,-302,83,1081,-786,-281,-526,932,-569,344,323,-25,358,736,-263,462,556,-639,-406,523,-776,-352,92,549,18,-347,291,-263,-357,-131,-277,547,672,865,77,-92,56,34
244,416,-13,441,-88,59,299,201,115,-217,389,-47,287,24,-9,1,-694,118,-632,144,0,339,246,68,262,227,-180,-575,-45,23,-135,356,-251,262,-588,774,-108,-679,14,22,-879,-132,75,713,-74,31,-307,-229,147,598
283,127,-54,311,-335,92,-52,141,134,171,-34,338,232,163,245,179,-73,119,-204,470,219,-169,73,185,161,-368,447,159,-210,272,-105,-50,115,645,-431,-158,-25,337,198,357,335,-84,244,197,445,35,-72,-157,69,236
22,-45,49,233,-301,25,72,-160,16,339,175,-666,483,69,-110,147,-589,-226,-191,-331,-346,98,559,209,869,445,462,-79,268,-390,220,80,-865,-132,15,190,-238,-134,191,48,-80,387,-433,237,34,-302,-29,-555,-576,51
83,580,411,-960,-313,-74,-563,429,187,-530,37,15,-84,-479,-256,-489,251,162,835,210,368,-490,-749,-355,-522,-349,-268,-931,238,827,88,-441,356,-776,488,-519,-45,115,-197,-98,-357,-402,-418,261,-289,-273,-264,409,159,-365
-79,-403,48,59,31,173,-79,-554,218,-229,-186,356,-238,11,-565,-234,-236,-674,252,-570,434,-81,167,-196,312,197,-6,69,246,215,267,31,454,23,285,4,-115,-754,-186,326,337,-259,-273,-92,-291,-229,-418,-19,-381,167
-449,-70,-1073,-151,321,59,529,-213,390,-624,31,11,-170,972,774,-102,396,854,-393,-241,193,284,162,-83,19,351,-478,-325,-538,-414,95,-664,-784,621,1,641,171,467,-525,-543,-347,378,207,279,-102,591,-472,259,242,419
-300,-667,-501,-437,732,441,-363,-266,-206,640,-188,353,-78,275,833,-761,321,-331,-46,-975,-60,-443,40,246,-710,-59,88,115,41,680,796,-459,-149,27,165,-397,-653,664,-225,-609,839,-59,-65,133,694,456,11,305,191,-441
227,78,-65,595,-880,-797,-16,-428,24,-410,464,-36,386,-386,21,630,38,-33,-127,262,-91,-21,-927,58,104,101,-343,-1,-213,-371,-263,454,-217,338,81,484,274,-106,-74,429,167,305,325,-183,196,38,659,-265,-553,-31
125,-35,763,-243,363,-415,-142,-93,-727,217,-213,-349,60,-684,-67,61,303,-16,-115,167,-406,539,-495,302,59,358,391,-326,264,-338,-96,613,791,-467,834,-236,-207,410,79,-175,93,110,228,-92,-351,107,-103,416,258,-244
151,401,15,-512,-59,373,-238,-150,626,-792,-543,356,-431,64,-191,516,-37,-217,67,-87,-163,-690,-133,50,194,-275,-607,247,404,219,463,161,648,-377,-6,118,621,111,219,25,233,-6,462,814,401,405,50,242,55,530
213,-56,-182,169,268,297,-190,-55,-218,707,-254,420,-446,121,-89,-17,261,-483,-321,222,-325,79,213,-184,-92,148,-100,42,258,156,335,-71,223,-296,-788,216,-54,292,208,262,436,-572,-155,387,581,207,107,399,395,-275
-266,-543,-86,1,277,29,-276,-59,297,194,-28,249,-379,347,-327,-92,-369,-198,214,301,-147,338,256,251,211,154,522,521,-48,-20,-381,260,425,-43,505,353,-678,-322,-1,-483,488,250,43,43,139,97,-162,67,327,267
49,-76,48,124,1,2,86,0,-134,48,189,93,-89,-135,-2,-64,47,-10,-34,192,-64,255,152,103,-61,1,128,134,-411,-237,53,-161,223,263,-48,-90,167,-199,162,186,-302,160,212,312,418,226,228,-329,-251,72
