-596,281,92,-1651,327,-385,-646,-84,-239,-122,835,-622,909,-71,1545,144,-546,-311,-447,-193,-241,-649,39,97,1084,1716,-891,-1217,468,138,-395,-362,704,-1559,527,233,451,1669,347,261,-116,882,-190,-811,-721,-570,-949,-368,-345,160,652,-308,557,243,-705,-1455,-359,288,88,282,-1336,-160,1504,14,-227,-193,-1,-248,-250,1100,-771,154,102,-1186,-507,665,1420,893,108,-832,-107,582,216,451,679,-165,215,-810,315,-452,-467,105,320,768,200,830,780,-1415
607,1686,1030,-567,844,271,-37,434,-2355,711,-785,-431,-456,-1105,-373,365,-1115,-69,247,-746,-396,-667,-2253,1473,450,-1724,1468,-2,-1015,1474,-976,-1184,-584,-1151,1240,-141,304,687,330,-1422,-801,18,191,45,-1046,-120,-447,280,481,632,-1220,-28,-1909,-32,690,454,-156,1224,-526,629,-254,-719,-139,1946,1321,-1527,135,370,-1099,175,2389,1223,499,1208,-148,-1585,-261,1992,-220,-205,-1025,1120,920,654,-1060,1098,-272,-1368,-674,-1182,470,-696,-904,-432,-344,61,-860,157
-525,439,-1381,-36,-261,450,391,1632,412,685,50,1426,-182,76,-489,-1285,789,-49,-200,-82,1755,1044,1176,-53,-245,162,177,-292,702,-101,219,-405,507,214,-486,-400,87,91,-157,-1010,-403,566,386,-303,-1399,-753,-414,160,-1110,-1712,-1139,-817,-563,357,199,26,-382,-170,-354,-625,-580,366,-1169,173,400,392,-248,910,-103,16,-1507,-495,1202,-231,-384,753,-148,-236,805,-175,-1124,505,353,599,-395,84,-340,-552,-57,1131,64,-461,-133,167,-785,-265,-176,-125
496,-336,49,198,-399,31,-52,-248,-304,-1528,-574,-91,1334,1369,28,1007,632,-1282,-672,119,-308,-224,-777,217,523,-379,823,-956,179,101,-628,-720,890,368,297,593,-278,-146,1669,-223,-455,1131,236,-901,412,650,-1059,-581,478,401,-1,678,452,-869,407,402,1136,376,975,-381,-304,289,-129,-725,85,-150,62,-215,-508,1108,57,-343,841,919,-1143,-127,0,12,-1114,748,694,387,-56,-496,1063,250,-1233,-671,1065,-253,583,-774,-497,-369,-233,606,134,368
-963,188,-1439,-348,677,654,1226,-275,441,-360,-594,-392,978,442,-59,-765,-1112,969,-436,936,-59,-663,-510,-106,-438,2109,-508,259,-23,49,374,-871,-266,-794,-1017,-72,59,-877,269,-124,10,-792,-543,-166,599,202,-685,-640,-676,356,-719,729,-1669,1206,-1548,482,-557,369,-528,-1558,1205,22,383,315,-469,-502,-387,177,-76,226,-822,421,995,472,-404,107,340,-693,1307,-1038,109,-108,1004,1912,247,584,1373,930,-293,405,-98,730,-47,40,955,317,-820,-112
-1589,232,-438,1146,-1717,-469,-780,-869,831,683,-314,317,359,497,906,-1366,-400,304,-515,640,-1033,1496,1036,330,-533,-275,-287,1500,-463,-1365,460,198,-227,491,620,-34,-770,-309,-1687,467,-1893,-1367,-971,479,1001,-507,-1015,392,934,-1633,-179,1427,-1068,1160,14,796,385,-1731,289,-727,855,1176,-392,-392,-150,-206,-358,-801,-399,-1583,-210,242,563,937,1219,142,-387,-1492,436,-373,-287,-868,470,1071,-429,198,-666,94,52,634,-272,-414,-1530,-1400,-2053,-310,-664,-1097
-696,-669,96,-799,-327,-1494,318,-601,-25,-690,490,-216,886,759,804,-539,-139,-788,-10,309,-56,-330,-148,-1285,-360,981,-300,-367,388,-1511,-599,-733,1305,-395,-163,995,-38,-79,-344,1071,972,981,-21,-608,-28,-803,446,-330,-257,948,-122,-18,468,-200,-277,-37,631,-183,-373,-54,-216,-1395,1358,-887,-303,38,-855,28,-49,-182,-839,286,153,-3,-816,229,1405,-206,264,-387,-797,362,595,175,733,0,276,158,1326,-572,98,343,-410,381,303,122,-86,-450
1459,343,1186,-424,288,-177,-724,-188,-32,-1248,-1223,-328,-338,290,-1003,-263,1458,-88,1102,-681,-690,242,-636,-31,599,96,954,-402,-1226,441,-1387,-639,458,101,-634,-172,-1496,-1673,-248,249,220,-1067,385,-886,-686,875,-184,1186,767,920,1096,-212,1446,-1480,32,265,1899,92,541,1547,-1336,-1251,115,5,-562,-360,596,-436,-140,-93,34,-947,-593,704,-159,-521,-655,1210,-1183,1195,1413,-406,-1390,-2002,598,100,545,217,193,-1287,375,-669,241,1667,122,-887,-573,887
463,-104,-1608,1575,108,1323,290,1328,-156,313,-47,150,521,422,229,713,780,749,524,840,161,328,857,2292,-820,691,-427,-1173,111,1739,24,914,-17,-795,-350,-1309,-283,-584,-215,-39,-1530,-550,-208,-851,-900,642,404,-1152,599,-471,-353,1361,-1095,993,-1301,-517,-572,1088,1473,-359,211,28,-1181,-89,282,158,189,184,-130,1924,-1096,125,666,391,-1075,-436,130,1095,944,-93,-158,-234,1638,-903,-416,584,-660,799,-728,552,543,256,-213,-2,1400,-1017,286,577
553,605,596,521,764,933,-157,586,79,196,-1040,224,-18,293,-818,1333,-1254,1234,-998,608,-1086,-44,-6,173,-292,328,-43,354,-171,391,918,-386,-679,-68,-892,-219,-219,1157,1133,404,-963,-1023,908,-208,289,1009,714,486,-437,238,219,951,-504,219,-185,626,-35,1196,440,-334,-525,-164,-343,675,-3,474,-792,-605,-186,856,374,260,-633,449,-41,-586,-509,721,-892,880,-254,-2408,-312,-733,340,1187,-552,1752,697,-883,-98,462,404,-324,844,-345,-613,1114
291,764,828,179,82,-328,-438,336,-1291,99,-4,-1017,-459,100,909,-232,-295,-555,1781,-37,-414,-45,153,-368,808,-514,-283,-281,-744,-640,-1612,444,295,585,1144,-224,25,605,-186,-972,-1292,-377,-146,-172,108,13,-723,1876,365,950,-60,-139,325,-699,-84,1706,827,1423,-432,-587,-1485,-144,-473,173,854,286,518,-440,-856,-756,1701,1252,-794,1685,-517,-656,129,581,-1088,-684,85,6,-83,-173,-35,-92,-295,851,55,-1163,-1121,-929,-768,78,199,-299,-332,-841
-405,-84,959,-820,638,-369,548,-814,-527,-667,559,-142,400,331,391,526,128,-1426,-74,64,-1316,-361,-751,86,867,-469,1163,-343,-811,97,148,-303,899,937,-8,-71,303,190,275,564,-786,-941,-408,-477,719,-12,-1131,-139,49,540,437,679,466,192,-582,212,217,-755,917,-607,1555,343,705,-606,-682,269,710,-235,-277,125,483,-826,-652,-310,-510,-140,251,-524,1012,-577,-580,143,-859,398,92,-1133,160,-29,1561,252,306,473,-1147,-1256,-182,877,-116,128
982,205,-248,-443,678,589,-96,162,-361,-784,128,-58,-1425,-425,-853,-830,1195,-1459,753,-2024,-588,362,-488,400,-275,-423,614,-921,-363,253,-506,-637,-589,-311,-361,69,-561,-1082,127,-1615,645,393,-605,-396,-1562,-558,634,184,-191,1392,882,-880,-161,-873,-195,-99,1172,585,-1012,-30,-406,759,1139,326,-172,-13,141,433,736,524,-77,-1011,-737,812,-1580,-386,-148,891,743,-586,987,462,-1057,-90,-426,153,1545,143,-489,33,249,771,-357,1125,-32,-358,-880,-213
86,-127,-718,1485,-611,640,-1046,-109,632,118,338,601,351,-319,1252,-44,-107,1806,-791,1337,-978,663,1372,159,-1775,-44,-686,448,566,59,780,-155,-305,-28,-350,-53,43,376,-518,759,-368,680,-819,627,116,-640,452,189,238,-1325,-1205,1509,-561,1232,410,-328,362,113,528,884,-680,374,158,575,-295,-338,-1260,647,419,-1546,-788,169,614,11,1101,539,-338,-224,-485,2007,-548,-836,-507,-619,874,856,-144,-404,-924,201,272,-376,-20,-381,-649,-1381,-971,-1156
585,-238,-573,119,1846,376,1364,970,723,375,-219,527,188,-253,-777,778,1027,820,375,1268,614,-1586,284,245,95,-475,676,-726,-407,440,948,805,235,-124,-609,-792,611,-919,576,608,296,-245,179,676,252,753,-413,-267,283,399,755,-484,-381,-586,-1654,-161,-1073,57,1420,-758,672,41,-59,-245,229,1193,-728,90,-712,1417,441,-316,-129,-526,-61,-195,-793,365,392,-746,-1277,1,882,361,-433,-594,652,611,-279,821,505,-648,443,-60,1184,506,598,1137
489,133,174,-122,-137,45,-716,756,7,194,-377,-624,-797,-409,319,1174,75,398,-822,1015,-1022,86,181,248,547,-70,119,69,-1066,-43,-88,223,0,-1599,-190,681,-505,1039,607,362,121,67,957,-333,-587,267,1525,51,-783,-353,-555,394,-335,-823,-1166,-414,78,-405,454,1025,-210,6,893,-242,-416,388,68,410,-473,378,-657,-788,-474,404,236,-94,27,19,-141,220,164,-1474,-53,-959,-23,-43,202,372,338,-1089,53,294,-386,-993,1076,-171,-86,-499
490,102,-842,89,1247,631,1132,441,931,-1363,-810,759,1455,941,51,-325,1048,211,-132,184,1063,54,932,-1072,-498,764,159,-694,1015,-54,-1142,664,988,1053,-105,-514,26,-415,545,-274,754,-49,-341,-977,4,-410,-1618,-341,462,-676,616,-281,853,-1109,-1349,1272,350,944,80,-1217,-582,-140,-967,-1182,-1236,731,-1015,-192,-261,693,-503,690,805,865,-796,99,-120,1166,314,-612,232,1595,-995,-160,1306,-233,-209,627,146,-323,874,-833,-9,448,1315,-107,-452,823
-225,-758,-518,407,8,738,836,82,-656,-486,322,-810,164,40,797,1208,-749,-296,-396,-3,339,559,-842,253,-386,-90,480,-624,1214,-1345,448,1390,-971,78,363,-1174,83,1455,229,54,209,860,-292,38,57,-573,511,-1062,-330,232,344,861,-521,594,-603,377,-698,-751,-355,-355,240,943,26,-259,-1011,-248,94,1430,-37,28,-1092,494,-514,281,-480,223,-351,-75,620,-398,-849,491,-582,668,-105,309,-72,380,739,341,-518,872,-93,-315,836,-504,521,322
-69,-737,-303,-774,510,-924,563,227,447,246,179,-1227,-769,-604,541,-165,396,252,274,1524,-389,-466,-723,-358,-105,-46,-503,-682,-675,-635,-1046,443,165,-597,350,454,167,-449,127,1312,1687,-122,1335,-6,98,1045,894,116,-368,563,-188,857,-62,205,-1658,-1161,-163,-1047,-939,683,203,-393,1569,-838,82,1049,367,790,-1141,740,-83,727,-1068,-1601,-258,1370,1632,734,1535,-1981,104,-1099,264,550,-1037,-1448,876,362,-504,-596,1073,32,702,-146,1758,490,1257,-966
170,-29,96,-258,619,-294,-386,-1270,410,-397,-646,68,1123,-358,-344,355,-963,1071,-38,264,-274,-834,-565,288,-423,557,-194,-319,565,226,652,-62,432,-594,-746,444,-4,-1083,-240,804,581,469,-242,-410,-342,726,153,-593,524,1021,-186,216,-742,184,-258,35,846,-464,920,561,191,-1007,-176,-303,-653,-380,-920,188,-333,204,-254,92,118,-368,522,-658,470,-105,686,1251,-883,-808,-17,668,1063,506,723,-409,418,275,168,-11,191,988,600,-36,524,1098
1065,-1529,-2225,1765,1048,1455,2017,640,-31,-1081,360,-85,672,404,-69,437,389,1073,237,988,1500,-69,433,71,-1415,169,-140,-2633,1710,291,270,573,-1563,-780,-1185,-1201,119,-321,446,-604,790,361,-1503,-321,-579,-1053,1130,-1092,555,-200,-562,-347,2,948,-432,416,-727,899,460,-366,1432,560,-610,-93,-727,-767,-814,1242,705,1946,-629,798,-423,606,-480,-43,145,514,2472,-773,-342,1935,-142,323,137,-441,-221,231,-919,835,525,-23,1350,-542,1240,-1179,-684,1348
1456,4,1020,630,-427,597,70,794,-1068,138,-611,-25,-1470,-1240,-1021,1224,629,-413,221,-254,-767,-989,-1012,-56,-33,-1736,-145,58,-505,174,589,70,-865,531,208,739,198,-534,512,-141,-117,22,2032,1554,175,585,1117,-672,774,-954,-422,-126,-931,177,770,128,-196,72,-494,727,172,358,78,256,1699,-389,483,93,-37,-383,952,-26,-772,12,351,185,-573,-206,326,952,-200,-374,-937,-817,-618,474,-978,-779,-675,-593,81,410,-442,-101,-158,-877,643,467
-852,-1056,-904,-31,-833,-1372,381,-61,858,-432,940,-45,191,599,-262,-314,773,-1073,-36,-163,1607,298,367,-1039,-608,363,-1187,-778,340,-185,-1395,540,-425,-121,1006,-631,-129,208,223,1378,131,-170,76,-1536,-360,-946,789,-919,-22,950,349,106,-298,-206,-367,-1242,-2050,-457,659,502,188,-1097,607,-1255,-1234,226,-1112,681,753,1606,-200,-1045,454,-800,640,1177,534,353,-230,-1804,51,854,881,-673,-593,-1131,-943,870,322,885,-791,238,-695,417,533,-249,338,230
-81,-992,772,-614,-842,-985,388,-76,-406,258,176,358,-874,-1242,-71,732,106,314,411,291,122,-727,-81,-2328,1121,-808,-511,1028,-84,-498,-410,-655,-810,1478,-121,180,1564,-463,-134,919,626,906,2620,1155,648,211,1273,256,-383,-396,-706,-416,-9,-421,-471,-580,147,-1156,-720,990,416,-325,400,-384,144,422,1252,1330,-11,-1239,-493,-488,-501,-1277,393,1161,-373,-237,420,912,-524,-630,-345,-223,-127,-1042,-299,-781,891,104,504,683,122,-405,63,-364,798,-243
-157,1471,536,-841,1259,742,-620,307,116,942,-137,169,683,-224,-29,768,-1420,294,-1353,-553,399,-341,-1188,1650,108,-143,1250,257,460,1079,1213,352,867,-411,1083,156,-242,2236,804,-276,561,7,-502,270,-35,794,-781,602,-1354,115,202,4,52,-191,418,-80,-813,-107,569,354,-1159,220,-355,2001,851,489,-1199,-1009,-960,222,714,896,177,-56,483,-760,-59,-135,-912,841,268,-251,-421,250,-642,556,577,-582,-895,322,512,-157,422,259,-785,2052,1149,523
461,34,970,843,-618,-835,-178,-580,438,532,-1247,327,421,310,91,836,-536,-55,-634,1082,-260,-23,414,295,195,-1258,709,282,-1395,-439,512,403,1018,-209,218,1133,460,-166,-459,617,1330,384,201,84,1332,1853,915,743,838,-501,-596,-270,-225,-499,405,301,169,-590,-177,-396,-316,-587,-263,-920,461,312,-1,-610,-1684,-858,1406,622,-270,520,80,260,-501,-1547,-967,723,537,486,872,-494,1143,-124,644,-357,-528,-517,1046,-874,-1016,-534,142,-67,-902,480
-533,335,962,-802,-313,-943,-1135,-764,611,283,346,268,131,-125,382,87,57,-299,-348,-1279,-358,441,-332,221,-104,40,-219,492,-384,47,-308,289,1308,392,1044,951,-87,264,-864,1014,510,-111,284,287,627,107,59,-466,128,408,616,-229,1044,-1075,128,-603,-12,345,127,198,-248,-53,880,388,62,743,-417,-947,-87,-222,-111,-997,-777,-306,389,-603,549,270,-543,-206,564,-891,-373,-1002,-505,-641,48,-838,-63,-51,639,615,123,634,-1105,1397,629,-544
688,-883,-185,881,-442,1131,922,-267,-1450,-87,-724,-1318,-247,-921,296,1245,-950,1271,1205,631,-154,-1001,-1120,125,627,646,-266,-348,-226,150,88,13,-1471,-478,-468,-145,233,-600,-1120,-892,-723,-307,-303,1243,114,352,1056,-64,597,147,-782,304,-209,1580,-388,-204,216,-309,-593,-391,1356,805,-93,1352,727,-760,1407,729,475,-1069,237,967,-553,350,1020,-687,-475,-808,1484,-108,680,30,-80,960,-464,-161,255,121,-1038,-531,-695,1198,540,-298,523,-98,-97,420
51,976,839,-1128,1153,336,238,278,-293,158,486,289,-146,-236,-266,431,-340,-587,-218,-893,397,-508,-317,391,326,-290,16,-224,-118,454,528,-129,256,140,773,74,1438,1194,226,-555,6,-222,-192,-158,120,-577,-565,33,-306,680,58,-1146,653,-1257,99,-551,-271,1250,-116,-234,-245,145,117,623,-213,101,225,-365,-261,186,1218,-362,-348,-441,372,-1000,-596,-405,-195,318,586,384,260,544,-808,11,738,-36,-1147,188,177,-159,-127,-49,-30,1244,24,115
-1229,471,-451,352,-1216,-555,-285,787,422,-43,-398,698,1281,2410,399,-992,105,-931,-1023,910,-233,933,820,-568,-329,1440,-287,207,133,-1297,115,96,1206,298,-229,224,5,440,40,1362,-1003,-223,-940,-321,416,-524,-525,434,-211,192,-662,1750,-850,405,47,827,812,-937,-102,-1620,-809,-870,-728,-924,-110,126,-694,-684,-83,496,-62,-491,1924,1224,-784,-64,-15,-1163,-1210,1170,-21,-830,1340,-561,1138,1320,-1433,1519,1492,428,-1417,-677,-1990,944,-327,-604,-407,-336
