1160,-399,-319,569,-223,-409,1171,684,772,-157,-273,130,1065,1713,676,-335,1733,1015,138,994,1107,-69,356,-951,370,-178,-363,-305,-496,122,-319,-49,-62,30,-760,433,-626,295,166,814,-482,-1335,712,-405,-954,-85,-422,283,-709,188,298,851,-780,783,-955,-842,1335,288,-406,-319,391,-877,-997,70,-173,-193,-566,-230,-268,-1053,-438,463,607,-357,-580,-1345,166,625,892,-1400,5,1437,1124,1064
-911,1133,814,1712,-75,-1000,-1066,1539,-599,-1115,721,371,-761,125,-733,-264,508,-364,-345,-356,-941,-1270,-677,-1060,-1025,-702,1342,-54,619,-347,1406,183,-34,1094,672,-995,1163,649,468,-1221,1980,807,-249,-665,-44,-749,419,-987,221,-284,-925,-84,-93,1183,-1021,-216,-926,-539,-744,-1553,212,473,78,-587,-392,12,342,-163,-110,331,-992,-748,-808,-623,220,267,-165,252,201,441,-1173,626,158,-1490
-1304,1026,-102,640,-363,7,-630,553,-59,539,-324,-718,-1171,-309,163,-466,867,-691,820,-540,-23,471,679,-384,-859,467,397,-457,-94,464,23,465,-76,20,230,-620,191,639,569,-804,26,671,352,-419,47,-55,447,242,147,-817,-46,-409,1468,-753,-53,-225,-150,-910,-748,40,973,-1387,-1280,919,364,604,322,-114,-714,1479,-349,-259,-1266,439,-342,-274,-12,-599,35,704,-1609,-228,-1679,-90
-89,-1481,-915,-805,990,731,799,-701,106,-822,-104,-480,350,793,296,-252,-1278,-330,-232,702,1117,133,-87,768,263,28,328,1037,1617,-341,-201,-303,960,-1079,-389,665,-159,-703,550,-192,-1823,-1077,-862,-530,-1172,428,273,175,677,657,282,-1397,922,-497,-408,266,-16,-479,1584,-283,-1084,355,-157,933,-715,316,-221,52,-1600,-13,547,1051,-421,-141,679,-385,-103,-415,174,-409,-177,251,576,1215
35,974,-1222,821,-1609,-780,-1404,151,-1361,1202,-944,75,-740,814,1517,724,47,-302,-11,-558,-173,-16,-199,-472,-330,1665,980,1074,-1063,504,21,127,676,767,615,-121,-284,641,1120,-327,-323,50,482,-256,580,1026,-129,616,-274,-147,-607,849,-522,339,1035,-1330,366,263,170,1897,233,-305,433,-423,264,-936,161,-327,-308,-846,-316,32,97,55,617,-580,35,-644,-1188,841,1369,45,-45,-53
63,-1785,-828,-317,370,540,868,-561,110,734,1,767,1165,1801,1318,399,69,1012,-475,665,356,399,234,299,-122,-1655,349,63,733,1070,-369,295,1147,-1180,1298,1853,-368,-875,-815,106,310,-260,-984,-466,-627,-602,-569,1312,-485,-476,345,81,729,791,-287,1,-505,1265,1075,-683,-323,1135,-961,-804,159,372,-1376,-628,-750,-399,-14,641,502,-1563,-35,-477,776,298,39,-206,1399,1082,1186,-70
314,188,242,492,-324,-527,-56,-11,-361,-449,152,1105,-358,489,-137,592,1171,1938,-210,-38,-305,-973,-204,-475,401,-275,-54,-81,-481,-599,418,-345,-449,68,536,529,19,369,-198,589,-48,-753,-447,-724,-244,-395,-239,-336,596,1399,-1466,496,-535,1264,-167,-272,496,726,-610,1012,123,1004,1055,-1506,-858,-862,-406,-733,1078,-843,-708,-904,957,-638,758,595,41,-691,-43,-145,1014,346,1410,114
-511,503,315,236,-407,-348,-73,771,-963,-638,501,408,-38,1081,653,-34,9,-302,-676,521,-209,-329,255,-577,37,-384,146,443,-181,-495,1369,-353,521,1177,131,954,689,228,670,-264,182,-207,26,893,-106,604,-137,-655,461,-572,-73,-291,551,1229,-93,-639,26,1148,603,39,-862,422,819,-393,-431,-232,-538,-907,-137,-322,-975,-644,893,822,746,1044,-914,-1332,-399,-181,775,210,427,117
-870,308,294,727,969,1373,90,-734,27,619,-423,-545,810,-1352,490,-589,-51,-1226,775,435,624,466,1114,-315,-237,-2,-761,-801,566,310,752,798,-606,-59,207,-1152,1067,-287,233,-558,-110,901,-617,71,187,-1073,-606,-404,463,-615,271,570,-17,-75,550,-451,-1083,7,-690,362,267,-870,440,1308,-991,-145,1014,123,1183,-462,300,974,-493,282,-839,-405,-553,-604,-668,-864,-1212,-467,-1138,-1072
-131,434,-571,-335,-305,-378,-630,-1251,189,604,-137,283,-467,-911,-31,-28,878,46,-34,-61,1159,-315,364,1116,-201,-295,-165,90,-1114,1629,-122,-101,-449,376,264,109,-214,481,821,-181,-1217,970,688,807,1127,189,-1307,181,375,56,41,774,344,-87,96,-472,705,712,260,1171,-193,-782,-229,45,-1144,-1410,-550,457,1054,375,657,-184,397,-664,602,401,-838,-497,-536,-450,1494,445,-407,614
1051,-181,483,-468,300,231,982,-68,-917,1274,-1253,-836,1503,-822,-143,694,-821,-1113,1266,-33,-149,-358,-503,-1070,1340,155,-1821,-241,-636,629,239,-988,-224,-525,-346,420,-1190,73,-2075,655,319,-372,-462,-94,92,-149,705,-672,-162,1185,-781,1311,-1061,-177,541,-67,-836,-608,-234,-112,-331,298,471,-431,1122,249,-316,883,-488,-652,-282,-722,508,-236,-443,370,567,435,250,-215,-1035,7,264,-395
583,-1005,-215,-112,1043,155,781,387,722,-538,840,-491,-186,-209,-1172,545,337,528,-188,286,445,-565,-11,728,313,-304,768,-816,625,-515,1091,592,-190,-880,-143,494,-191,31,-1118,-425,142,412,73,-359,-540,-1030,-179,249,118,-1120,-628,620,118,-141,-857,1255,244,-319,-23,-1014,-40,672,-527,-94,-631,811,-218,939,650,182,1286,491,-503,-320,405,-1036,-479,745,1463,176,-136,414,385,330
296,486,214,-156,489,399,177,-121,-37,-573,1030,8,143,-88,-806,-478,451,-1264,-474,-612,-63,-543,293,185,-1033,-116,339,-296,635,-200,412,760,468,356,-737,-425,1071,958,850,-470,-838,488,485,1064,-103,874,-1065,141,1381,-11,-989,-1357,-965,-508,196,561,-358,-40,-82,-554,-126,-743,1641,881,-1612,-237,-48,125,758,3,1213,509,206,649,825,609,-566,-731,-715,-702,-51,62,-675,-407
90,738,-8,738,-1569,-1230,-826,701,310,553,-648,-33,-1274,-288,508,-526,1861,527,902,-1318,-47,-1307,82,-1067,-241,1466,869,-74,-995,-659,-432,-327,-803,156,813,842,58,539,495,-612,651,-26,-307,-1466,260,-1,78,965,-631,-56,-967,793,-454,178,-690,498,288,749,427,1546,888,-620,-833,-1960,-487,126,62,-351,624,425,592,-1132,-737,-791,21,-1580,1576,-287,862,1569,114,330,488,259
78,-47,-54,805,601,-468,881,288,758,186,-763,-1156,1501,206,56,-1157,1798,209,1556,-98,1366,-14,441,-77,193,-77,-1414,-498,-961,-458,117,640,-129,767,-1059,314,-308,-753,386,-673,-48,357,668,-402,28,-1720,-27,446,-817,-515,-746,524,-2092,608,-750,457,-131,-397,-925,70,-54,-770,337,-458,-589,839,-227,-837,-216,249,345,643,-972,411,-241,-1314,157,110,-215,-756,5,815,487,45
68,158,-202,118,517,308,-35,-527,-32,1117,-362,-1484,778,-97,718,-1413,276,-1012,888,-184,722,1737,-632,457,778,552,251,-967,-392,354,-121,961,230,-892,-118,-94,-346,461,0,-388,70,-30,246,1045,942,151,-889,715,205,224,-1015,-86,-1085,-760,1353,833,-309,512,970,242,663,-525,640,-378,-785,78,-174,-156,660,32,534,1118,-543,160,-280,190,528,1563,-1695,-1,784,89,-806,-220
816,-23,-588,-261,-187,-649,-99,482,-595,625,-380,-465,1,-321,-867,1009,-515,-134,-111,-22,-70,-868,-122,408,620,755,-661,368,-1213,-98,-100,-128,804,616,-272,296,-569,360,-14,122,-21,662,982,-551,713,604,661,248,-1022,224,-387,1646,-735,1098,526,1226,503,430,-63,520,-600,13,252,-993,1412,-364,248,-61,13,529,1193,-254,-386,-730,788,-139,-283,965,-357,571,-133,-359,640,-439
-620,397,-37,-243,344,-682,159,-27,-466,-255,408,-1146,-863,661,-683,-229,-177,-32,1272,-884,740,-96,-581,1383,303,-391,-61,-681,415,-451,14,695,465,478,-439,860,304,816,1117,-120,-113,836,734,256,-978,-576,972,716,723,918,-1543,-348,-377,-184,-773,431,-736,-342,1198,49,-364,562,885,-856,-1019,-64,-1220,-451,-528,820,1026,-461,-216,653,686,993,-315,-676,-935,652,31,-662,-620,-91
-571,-155,587,-316,-20,456,57,561,-700,806,-868,90,-100,-439,232,436,261,419,1036,-129,-841,449,171,-1013,922,11,-215,-464,-172,-594,225,-144,-236,-651,1452,222,-514,179,-887,205,183,-710,-404,-754,349,710,748,-311,123,52,375,691,2016,-192,-152,749,-390,-654,-36,280,1374,1018,-121,-925,1199,1331,-884,-207,-633,1792,-813,-1277,229,320,-114,569,-231,-30,806,368,-851,-1399,-93,-30
262,-265,-172,-661,-168,19,-74,-1692,987,355,197,163,-511,-777,238,-805,652,42,-542,929,949,721,574,702,235,-305,-593,117,275,213,-485,-518,-1607,-100,294,984,313,60,499,890,-498,81,73,75,1042,248,-942,349,885,300,-456,220,-442,49,-216,-129,-89,1387,623,660,64,-95,-329,-124,-121,-905,-473,734,1363,-30,948,26,411,-522,47,1799,325,-444,-319,-453,869,991,-324,1122
-898,205,1449,-265,-166,-81,99,-830,477,96,-576,508,989,-690,1242,-811,-183,-518,1700,-190,-782,133,-31,-725,-28,-1417,-507,-74,901,399,-394,752,-444,152,288,775,495,917,179,57,1636,83,-821,-25,-922,-12,1175,356,-368,715,849,-148,344,-679,-479,127,-719,-281,923,-179,-105,-385,276,-281,-957,639,331,313,-246,-69,-800,-1118,566,-192,-162,964,178,-1143,-13,-428,81,-483,130,-692
1202,-203,397,-1940,-1696,-290,530,578,511,-78,-620,333,607,110,-347,434,-550,-159,-699,-1037,-218,-1334,-14,-162,470,1011,151,-859,650,-226,-873,-684,-590,681,-444,277,-626,-409,269,142,-409,-570,537,1119,-873,1055,1322,117,-221,677,961,-415,786,138,-684,1392,1080,758,784,-152,484,772,302,514,234,1839,-884,674,-11,1391,554,-593,1348,920,-1068,-598,723,-853,1596,-125,-204,-741,412,729
620,460,733,313,-439,356,187,1044,-142,11,647,788,-24,425,-469,-140,-67,-967,211,-274,-478,97,-145,-298,293,801,331,-154,-525,-72,-756,-162,-314,-284,448,188,526,-195,442,384,285,-27,117,-426,788,1764,-384,-571,48,-245,95,613,-106,-615,-551,279,-401,134,142,-514,434,-616,-350,-890,-287,-141,133,607,508,-29,155,20,42,-359,67,-622,537,971,614,-344,-558,785,-609,167
16,-616,-544,35,-456,-305,974,1303,509,-799,-380,287,356,1417,-946,671,-191,559,81,82,245,-990,154,429,605,242,1039,-487,181,-400,-102,-986,687,1321,-225,-92,12,-1449,864,166,-82,-522,-176,-1330,-733,141,1127,73,-696,-31,746,569,633,928,-1166,609,-101,-461,137,-300,842,289,-1334,324,329,879,-600,-1265,-1385,744,438,727,-521,356,255,-1959,-275,58,442,-697,-754,470,378,825
-510,1479,1013,-319,-1043,-220,154,1218,-1322,369,334,38,-603,-675,119,608,-969,-1657,266,-1214,-1112,-710,522,-969,547,331,-733,456,-1177,-1037,484,-712,368,985,409,210,48,794,464,64,-153,445,140,-622,701,520,351,-721,-603,404,-470,617,205,-524,315,-19,-619,-327,591,821,-893,-1047,608,-936,40,-70,485,681,-344,-20,-17,-1344,277,740,-492,581,-1055,-1103,-278,1453,-153,-698,-1327,-344
1443,955,140,79,-1688,220,714,3,-608,1641,-997,438,267,378,406,1429,678,-495,331,224,-737,-956,652,-1636,1091,505,-552,-593,-952,1093,-362,-478,-237,-90,423,916,-541,1419,-978,1575,-769,-253,138,-1118,100,681,-108,-68,-49,1593,-264,1788,-473,41,552,-1061,552,1205,-734,1784,942,-929,-190,-1135,355,-1133,839,481,866,-1276,52,-751,567,-195,-289,478,424,-585,230,-420,59,989,114,881
350,-25,791,-719,-563,-246,1185,301,179,254,-127,-231,876,-62,496,-911,478,-516,430,-1336,-304,-534,80,-1351,-151,-247,-828,-212,113,-1175,-697,-281,-407,-381,-29,1628,100,663,-690,481,-348,-147,-220,-253,-775,99,381,432,-1028,1519,-1490,-202,-497,268,-482,905,-557,937,423,25,-235,-577,376,-1430,-133,930,-786,-557,-259,-119,615,-509,405,-39,119,17,965,-1144,-330,138,113,573,434,-1107
539,716,63,73,-1090,393,487,217,260,801,-31,753,418,613,231,436,765,-37,-984,155,-970,-89,1000,-961,399,383,211,-359,-1196,155,-1090,-923,-184,435,-948,183,340,595,228,1508,113,163,-5,-1318,968,409,-263,-675,-1511,-195,383,747,-226,-278,716,-489,-210,1321,-1247,315,806,-537,-797,-201,703,-463,97,848,973,236,214,281,1560,-77,-343,-513,342,64,125,-240,-154,158,-971,945
-1003,644,1093,-250,-951,-1094,-1092,114,454,-1128,229,34,-1945,-793,-196,-1064,-161,687,40,-1586,-422,82,-512,219,46,460,489,180,737,-1354,199,-14,-1044,1327,237,-739,702,-618,643,602,1719,-408,80,930,-269,38,472,-484,276,338,-66,-949,396,-779,-1008,64,-667,-396,884,6,200,964,1634,-871,-735,966,339,-63,-373,499,-1439,-2035,-467,464,-1094,1173,-247,-1171,960,1328,434,-1186,365,5
188,3,90,628,850,1274,355,-268,-273,-189,-361,184,994,318,-147,-536,190,-225,36,-74,-170,220,-239,-272,389,841,-646,694,-221,-671,-699,93,650,21,-408,-515,425,-923,-239,107,-601,-1331,-955,-190,-342,34,-503,-738,552,663,-68,-756,-943,-159,147,-509,-547,-94,-1064,402,-944,294,266,514,-596,-115,550,296,123,-745,171,378,207,286,138,-773,379,105,-216,-477,-215,-20,21,1089
8,228,29,-36,386,380,753,-484,-160,716,-683,-778,-156,-1135,39,578,847,764,1531,-1,658,104,760,-924,1309,641,-1505,58,-1041,-867,138,-68,-19,-700,221,281,-1113,225,-1094,168,-1219,285,-426,-605,-206,-448,188,442,-19,1030,-892,620,-375,-977,545,-20,98,-90,-343,1236,525,-392,832,-599,170,-509,215,-298,300,-663,213,-292,-135,917,-583,361,-210,-679,-577,219,116,-950,-579,415
553,-421,-1128,1520,401,-468,-1515,-851,452,711,-378,-751,-749,469,-8,211,461,1144,-76,1930,484,777,-485,748,-216,337,1876,-294,-197,1929,767,574,-186,-392,268,88,-390,424,-684,-569,909,295,-377,-492,1179,-669,-798,187,-54,-1288,117,336,-663,114,782,-1039,272,-736,-394,-361,1248,665,-1479,-354,660,-649,1125,427,84,-498,-220,876,-1450,-557,934,108,295,1910,759,-1,47,792,-32,261
-47,-563,-487,-228,-145,187,-772,-1137,-447,1247,-1459,175,322,-22,268,-182,-606,-195,-960,1106,119,834,-666,-35,235,-706,-401,1273,94,1430,-832,217,63,196,797,401,-131,-194,-674,1050,433,-1023,-119,-471,105,115,261,74,92,619,1399,1102,1067,777,238,-1105,-715,551,222,138,-330,1196,-1723,242,1394,-785,-179,473,-466,559,-663,-733,121,-2118,-70,596,773,239,190,-78,48,398,67,527
-696,-978,-529,-615,377,823,-12,-1231,-303,446,-545,528,463,-143,1678,-378,-837,-6,350,180,792,1397,147,949,-114,189,-1043,1002,255,389,202,146,261,-1206,617,-6,-120,-1263,-13,26,-785,-821,-400,189,470,616,129,360,1052,-408,1105,-194,1082,-283,573,-174,-422,226,1766,1218,-183,-35,400,1022,-19,-471,-572,-277,-474,-615,-200,-67,-334,23,10,-136,390,-834,-622,30,1187,-464,803,-162
89,-1048,-695,-117,287,-127,654,508,111,-410,188,-841,614,1046,530,-826,-837,-439,-239,535,1206,275,232,818,-220,36,802,-37,439,-548,-20,-771,-375,-182,-113,771,177,-634,287,-1106,-404,182,-511,-424,-269,545,-190,429,-1,-1211,-414,-311,-480,1226,-665,391,-134,608,720,-779,-777,70,-772,96,197,848,-840,-1257,-378,401,776,1567,-896,-145,579,-1447,1321,536,102,-17,-187,1067,-473,-972
-517,-609,-145,459,1016,-148,-732,-299,-212,240,296,84,-63,-183,515,-417,-316,-822,751,837,-80,887,-181,-82,-1186,-1178,-211,1137,-562,1233,732,141,579,-192,1309,-410,302,-403,146,-449,926,126,-309,144,1193,35,-134,482,8,-1761,263,-857,-480,-593,606,-684,-996,-1122,782,-1274,-390,-763,-1064,403,686,-329,365,156,-1357,430,-1157,349,-810,-902,303,609,-419,1090,33,610,-208,379,-12,-1430
-289,427,547,418,317,213,-139,483,-541,-976,-245,-594,338,768,-459,-1360,-926,-969,413,-16,625,620,-1295,910,720,704,438,-225,389,-934,291,554,-251,1140,-772,-571,1094,-719,1400,-166,138,-1351,259,440,-585,247,474,-427,1124,702,424,-182,-348,271,-380,-590,-600,-590,433,472,-766,846,620,378,-1237,425,272,-701,709,170,-157,253,-204,633,307,-535,426,96,-355,-535,-355,23,-436,908
573,380,799,257,360,1011,1397,490,-489,791,-157,-479,366,414,288,11,581,-664,1584,-174,-382,-85,-131,-1430,1256,350,-345,-1847,-147,15,100,-480,-98,-957,-21,286,-7,1210,-1249,1357,17,-848,-249,-924,-248,227,351,-320,253,1955,-965,1407,110,-966,372,-222,-791,-138,215,183,243,-563,125,-587,-1125,-995,259,473,767,-451,290,-315,858,-17,-482,-125,953,232,545,220,-1636,-328,14,33
525,-54,-74,571,143,-250,-42,241,728,-243,670,672,358,1375,811,-570,1329,963,108,234,212,-130,-350,766,-482,303,-755,-518,-728,285,111,310,-216,-259,-76,126,204,423,562,192,842,-838,1360,-142,48,-25,-617,334,-434,-325,370,-346,-343,189,-761,319,691,359,-213,-591,-215,288,-311,685,-714,-890,220,912,588,-215,91,-30,526,-552,-659,-646,496,669,524,-107,167,66,1376,24
235,149,405,1325,-50,237,-428,1082,-1151,-523,-701,842,587,1099,-64,262,-847,654,844,-97,-575,-719,236,-488,459,420,-473,384,-900,-346,146,-500,293,1073,209,-1383,1113,-2012,900,670,326,-1088,63,-905,211,796,-26,-1634,165,-161,745,-207,-817,1181,-571,-964,-475,-719,-816,208,-10,758,495,206,519,307,1421,-950,-141,-560,-1428,86,-670,-324,-335,-1130,1248,220,338,-546,-518,-877,1395,-877
615,-586,344,-389,81,365,-141,-188,500,175,129,143,311,159,355,-453,208,590,-322,7,-320,272,-148,149,-521,-38,-527,-200,352,-323,-313,1119,-413,-1017,565,914,298,47,-349,-537,164,-673,371,429,-459,-29,-358,684,-152,-317,792,-1144,97,-293,-432,851,297,407,-122,-460,-243,816,33,-286,453,1273,366,495,660,125,499,2,290,8,-477,81,997,472,386,-238,-43,-129,216,263
-317,-113,-745,667,44,97,42,4,350,34,532,-424,-593,1270,1470,1025,-458,1289,155,513,868,716,499,1185,578,741,764,-1026,1541,1259,85,599,567,-599,-720,-732,-890,-375,595,-580,1181,308,819,95,-1009,-757,-395,271,-7,-1714,366,632,991,-735,838,-1639,972,-642,-415,-501,-507,249,835,590,-179,413,690,994,-634,-1133,-808,-548,225,285,-187,-835,-335,-1162,1272,899,89,-456,506,220
-122,541,359,-149,-502,-1051,114,772,276,-162,-108,-934,-154,-1032,-160,-382,1258,88,119,-346,55,-935,388,-1270,319,91,462,-371,-966,-851,857,-286,-509,95,-503,591,-70,1356,-455,-817,-85,987,241,797,641,-297,-428,-214,-682,-449,-1082,244,224,702,592,1058,699,994,-214,456,1041,-691,255,-1509,-297,651,-40,-745,431,953,-59,-508,133,1294,521,236,-496,-282,85,939,210,189,506,31
1705,732,1578,586,473,505,520,1639,-1638,854,1016,746,1679,1330,64,203,-182,-1640,1556,-528,-986,-539,-1117,-835,-151,-309,-1152,-1375,-1054,662,-148,1317,1267,-678,-543,1339,262,1105,-205,200,1261,-191,1789,680,870,715,641,39,-184,-76,-418,908,-1306,-78,761,297,-714,-133,617,-862,-1499,-856,471,-1252,-480,-492,-327,1022,1620,-673,881,-649,1447,300,813,-602,1251,1298,200,214,-578,-625,34,-1318
-130,765,267,483,732,807,624,513,-1204,177,-50,-202,758,160,-560,438,-165,-761,515,-14,-170,-46,-624,-395,423,-249,-674,-36,-506,326,-491,-472,941,13,35,-579,-266,465,-547,-801,-1289,439,-168,135,177,-288,145,-587,1002,1052,273,624,116,333,233,-1014,-602,-596,-1330,155,-641,-626,212,-109,168,-39,-127,-46,-519,-163,461,-620,577,978,1141,427,90,155,-966,-269,-1000,-242,-1068,143
-150,142,-278,376,50,-57,160,416,-174,-687,-77,37,160,593,-1292,210,-239,-29,-584,131,436,-402,26,241,488,16,387,1182,-475,-841,-33,502,447,1133,-362,-248,868,-528,711,84,-306,490,-101,-542,-713,-332,-126,-351,-83,117,-24,114,-398,236,-951,-406,-655,246,-814,-149,341,1268,-484,588,98,256,112,-226,-706,503,316,215,-529,-74,-88,-1186,-481,123,-373,-1052,66,1042,-656,1143
-173,-30,466,-220,96,-393,-711,-863,543,38,-909,-870,297,-613,494,-1185,-561,641,430,-217,187,825,-525,103,393,-23,-611,589,184,-380,-924,839,-501,105,-842,333,-213,-264,-186,571,581,-894,567,470,-684,-604,-172,-12,-1527,652,953,-835,-139,-955,-235,163,233,-891,-254,-280,-347,1031,-69,178,161,943,683,275,-1057,385,-1196,-834,-337,-738,-1078,303,583,-45,355,-163,22,-710,-138,161
129,-987,-1100,55,510,-448,-482,-281,59,623,-320,-1796,-518,41,313,-168,-592,-4,-207,952,1531,157,1128,-212,-273,86,655,368,397,856,665,542,741,-253,-491,1059,-861,-178,456,-1341,392,1131,182,391,-363,-37,-584,706,-894,-1373,-538,-384,18,-73,1173,-70,-478,-1206,467,-692,-383,183,-662,-37,1166,463,-50,-165,-863,-106,-39,977,-737,-961,-286,-1039,526,322,1052,682,-150,26,-315,-350
439,-270,-1366,-11,-834,-629,401,-684,1075,594,-547,-596,320,554,587,967,701,1576,-1172,406,8,354,568,644,512,-16,942,520,-531,292,-615,426,-147,-162,-653,226,-446,653,-390,-111,-483,1077,-98,-997,-132,-1221,-864,628,-1956,-381,-91,1001,-332,439,-14,-118,1423,795,-873,759,982,145,-540,-1108,432,1014,891,373,-329,-694,599,700,134,-29,68,-1043,-145,-176,439,163,1349,1542,462,706
176,-379,836,-130,622,-100,-522,374,-274,-813,-108,4,498,-479,117,-1502,20,-283,-43,-258,-67,202,-870,-773,-607,-471,-505,423,3,-1427,263,156,-940,-137,105,-19,-242,-341,-264,-85,-441,-1465,205,1402,-285,198,-210,-605,203,273,376,-824,215,231,-1042,166,74,-619,366,-866,-707,573,290,107,-641,444,-351,-287,328,402,-778,13,28,-272,-1004,169,201,846,468,108,490,-263,181,-184
-160,336,726,23,241,429,255,-291,975,-613,910,-488,-641,-367,-154,-1071,-95,999,93,-146,1030,1373,873,508,301,544,110,-893,938,-1325,-942,1534,-270,-561,-1280,-380,449,-486,179,-83,315,-322,563,835,-417,-163,-932,-9,232,-16,-476,-653,-629,-339,604,-551,416,-393,-27,157,323,-757,783,-191,-422,-70,88,-941,1140,-989,434,534,-211,943,-1354,159,250,-407,57,164,128,-496,-655,-447
-360,-974,-178,-568,250,-512,-195,-378,962,-411,-411,-21,707,-257,-1275,-918,-103,887,-1490,-136,14,-60,296,472,-344,-1467,684,431,78,358,-881,-191,122,928,-573,-544,351,-1518,-491,-39,1082,175,-698,-5,-300,-499,-256,-182,-703,-804,585,-841,-195,1403,48,1174,-416,366,-745,-1649,493,895,-890,409,1035,939,-847,-1148,-685,1482,-489,359,-561,-1796,-763,-507,880,934,820,-1098,138,665,-181,-920
377,39,76,342,-367,155,-31,-92,1534,-389,125,282,-701,-384,-802,-472,989,1167,-491,581,941,-206,1042,-115,271,791,313,-391,-139,-34,-1002,247,-203,534,-462,-274,451,-787,524,172,54,574,-222,-163,285,322,-674,-197,-968,-31,877,-35,-3,200,-558,73,325,648,-602,535,916,-389,-848,-391,82,-344,687,-414,1100,-270,574,791,-646,-513,-881,-837,-42,459,623,-734,-99,-345,-413,930
