-3929908,-1184758,3353815,-470084,-472063,2015740,3149726,-24862,3622565,-9782,2272253,5141981,754631,-758441,356801,1032172,-270995,-554769,1006478,-3109795,4167549,-378053,957668,-968188,-312940,-3020725,-2093107,4538601,1464334,-3249131,-6127230,-2480915,730824,1993852,762823,520983,783244,-592938,2297017,-830048,4127087,270000,3926638,-901671,502602,-1579773,-3584114,-2043940,899966,2036758,2152163,-2767663,3131568,-4503514,-666007,-2364189,582195,333584,2537900,3898816,-3753276,-210251,-2241757,-2011626,1270533,4980119,1825546,-132872,123864,-621930,-1212248,-980857,-1235555,-2371962,2695676,5406522,455222,4071328,1097532,-1774883,3774198,1439833,-3495579,1193609,-1926155,1079975,-604871,558927,-5625614,3358115,-1852377,1051160,2017943,-2987827,4178740,42354,656086,116059,-640754,167978
6130411,568449,-522084,4331708,454339,108332,-878680,2663875,960953,1738926,-1387456,111195,-807834,-597816,4435154,-5478163,5540003,55813,-3742755,5106172,15889,-3374134,731649,5349493,-1674474,-598829,-5461630,-843439,-16568,3399718,-1470081,148400,2739072,-395737,3444684,4326515,-4755112,-1334284,-4443864,2857000,4600658,1643741,-4460267,5481159,-2924361,5442935,-3621871,2616791,1856485,-3709457,954053,-2899888,-6524401,-977109,-4220060,2108318,1003999,2587847,257706,-1784724,1181002,-465280,-2385577,2996716,-1648508,2628177,438881,532027,-1564906,-1515478,6777739,2185773,-2427589,848717,1760846,-1495640,-2861917,-1298756,-2589499,803449,-917182,293655,4454099,-1039681,2846506,2855654,-1894479,-2096148,1137816,-2206655,2674585,3618032,-1056847,4743912,-3573236,1405416,-4556796,-7991396,-638312,-2431306
-785891,-3596585,-5480168,1969656,-4816540,-4399920,1503860,-1887750,-3707799,812925,-4847104,-7221313,104733,-6747753,997749,-7747,-3182696,4698908,2188631,-447656,1434854,-2728491,1396197,4517799,-2489365,95332,26133,-577342,4399010,375027,1123665,-1648186,4031775,-281297,-3533067,885291,1457052,-1446465,-1479869,3855951,497014,3586895,6686781,217617,4741370,1318145,980924,-1971487,-986064,-8470285,-91213,1336880,1060436,3820247,-6376417,-2497864,-134253,859456,-872415,-1631815,3860510,-2187983,-1249682,-3821823,113126,3648142,-1596292,-2666680,-3052875,5083781,2606791,-310932,4169632,211559,1056191,-3142046,-872696,-2990695,867626,102645,6262219,-574518,2262814,1038935,349167,-3242572,-3147433,6126701,814085,-1988598,-5647467,-1346768,2222728,2934601,1806999,-1778839,-5517201,-6882605,3994494,6186933
468156,2177712,1609323,-347780,4113457,-4911434,-35736,3205204,-3129227,-2378754,2151653,-6939091,809268,1134696,2004395,-4275139,3226505,4105067,43326,1046304,405598,2455224,-501725,-3924384,402612,-3391686,6128703,4863946,-1830426,1153268,261921,-2556980,911764,91171,-6367555,734010,1515497,1918940,-475932,4141274,3615431,-629875,-2285107,3561373,-2940526,-3125910,2621787,2415387,351547,31789,-3595168,2679379,1612634,-2356898,-124655,-3275849,-3386796,-1036446,-525279,-5434414,1059443,-2878871,1075718,-2958235,1977854,-6873005,1910416,4084511,-322427,-671906,4858394,7127542,5378096,-1224568,-3407157,873302,-2000453,-1162939,1018171,3596091,1275190,-4960912,4638092,-2055542,-3505363,-792098,-3334735,-796969,2336355,63243,-4303513,1549283,-1032660,3456886,-684481,2648612,-3370687,1036194,86334,3040083
-646119,-4387262,-4284620,338852,-6200333,-1141143,1524233,-3780403,-136575,5097875,-1966209,-1122915,1027506,-2224363,1958480,5285157,-1973123,2833500,4644818,-4851968,2259584,-1248233,3314772,866988,-1986728,3641713,-2880367,-2129549,4067077,-4807516,-1950238,654649,-538889,641772,-2715654,-625355,-1402783,3117943,1415313,1060762,-1371302,-1666886,6941167,649249,199945,1809746,-1835235,-187355,637220,-3754592,2367312,1233082,2334594,2375231,-292705,1231935,700477,573854,-969808,-3124016,-2113616,994265,-537994,-1050242,1204490,5340160,-193712,-4099713,-753092,401087,-3931594,-6038745,1232998,71836,5745498,-141726,-3098659,-284558,-3260298,597275,4070686,-208655,-1222456,1550682,3695987,-1001256,-2533318,4645245,-1971334,990969,-3231141,524254,6530027,-6832959,1502680,-93297,-1137489,-2953896,3016724,-354859
3986386,1111632,-1585808,151337,3357054,3330450,1906010,-1791355,445403,4386746,2736498,2542203,959328,-349764,1948263,-875229,276091,-2211880,-2320548,698609,-4386641,-1081878,4221941,3083354,-225120,5225539,-220602,-767715,-1561049,-4585909,-2075532,1173564,-3956388,-747136,3744675,5677,-1599744,-1677206,-1881809,171837,697281,728563,-456462,656505,-1307205,-3292225,-1104296,2131023,1105439,-1046887,1138079,-3386079,2735750,-3163283,-35209,-327604,-2387871,2562981,2658972,2210050,-5525534,5845607,-999286,4156188,485250,-921777,2070920,-1475854,-1569011,-5554945,-3797790,-2020878,-4754335,541210,2845607,288450,-762762,333951,-3279864,1695322,-2872255,-1958512,-143431,3214192,3016371,-370024,-120809,-1625472,-528184,747685,-234115,-1178714,-4878895,1066705,-4875912,550941,-2984705,-1752765,1536046,-385976
-62530,1913779,3086669,-3164700,3284977,-613609,-826637,1439601,25365,-3874587,1233197,-327180,-2072146,917381,-690601,952814,-2344255,-3665808,639241,3330005,1697679,-1183864,1000098,-5573452,599746,-3347670,-1001418,2154933,-2228086,1969,2754313,-3052719,-3728236,292487,297133,-2530651,4249681,1904585,403393,344796,472026,342125,-1091428,-878923,1172550,1494454,3188225,-1821308,-4808998,4144649,1320044,3260007,-1607779,260019,-2024133,3359120,-2033216,-4616762,-285188,-612369,1836056,2435967,189071,-2716586,-79347,-4684266,2054332,229884,5528943,248614,1963502,-656977,1309830,1671020,-159871,4841460,1289952,-522549,2348352,4938517,-2761015,-2546323,-4464235,-2260519,-542952,-199390,1637255,-782960,3121051,-495795,1828136,-285040,2315621,942732,2986241,389156,-154363,1821864,1624255,-3185819
-3504390,-1958314,5141983,2401436,-4017091,-1727710,-2148851,5418153,-1835378,-3652803,1784809,3221268,5571021,6039592,3898691,999362,4470655,1390845,-986824,-267604,3095609,-7296431,-3588268,-1259707,-2708380,426219,-4013112,-1921182,6412127,1489171,591668,-1779925,-2199153,3955038,992057,6010601,-8573336,-2385707,1660083,279137,6375362,1442272,-505883,-1726325,1261003,1918589,-6804059,4588593,-2668448,1885385,-1866033,1051413,-5448409,993868,-693582,1186433,-929973,2970479,318683,-4875555,550945,-3764651,-1378822,-4908989,6032677,5415409,2021028,-151789,-2301321,1872125,2647719,1285016,2301203,-2608671,-6897647,920269,-809318,5200148,-1971601,138188,1314751,-883229,-3669009,-2084929,-1983370,2173294,7115557,-2733391,1993613,530948,-2016221,-993213,2134030,-2334670,-743831,-7547753,-810969,-2045356,-4617232,408262
3195187,1498353,-4410568,-2235619,-900696,-3041182,-1839143,826290,-2626691,2873572,-2244404,-1036773,1129359,-2117492,1783835,-3316844,627607,-929929,1976336,25751,-259355,4880128,-2338231,3220540,-2083852,827853,197854,4073291,-1204686,765035,229083,402733,2556130,-2618128,-1831193,2187907,1556481,-1513128,-2299780,-964182,2688063,-1315380,-724488,712849,1343942,2902606,3185973,-4172904,2549742,1712905,743981,-3708249,-4111421,697124,-1443218,1491834,4212908,3477603,-1967935,-1370515,-734146,3948838,-796626,3173288,908595,2961738,2229846,-2218268,954516,855233,-2609618,-1345944,1551925,1089051,5042939,-4808045,2978305,-3309428,-2059256,-5015069,187941,1585783,4353533,1647571,2193586,-1589189,-2384924,-3291145,-383891,-1653939,-1128199,-3532729,519898,-76637,-571252,327256,-2538746,1465306,-238144,-1612797
-2403387,-2056761,1236057,-2177076,4122569,3129877,2970663,-1506192,625971,-2391429,-2460369,254690,2223480,3085692,-2692740,-1184023,-2951612,-4066261,1704047,453093,-3450675,-3862707,2388227,2331751,104295,-2650036,-3987950,-537753,-1052597,-481476,-4860187,-1297223,338977,4851503,-2652496,-5274747,961424,1815034,-106403,-578813,-3653580,-180596,2315650,-5238025,-1565441,-1252874,-3292715,1990273,-1485557,-1480773,-1900207,-901912,1188447,-3720253,-5732027,-127567,-3636935,-587310,2911898,432465,-4535033,-521757,1217057,-1919168,3073400,-1063820,-4892651,500214,-4752292,-2021334,2793033,-1208064,1529824,-989416,-1605889,1636375,-1047115,3759783,2093052,4184107,-2825606,1502163,-4185390,-1031564,120059,-4198317,1630993,2388627,1709154,3008464,4332923,454014,-1977720,-1861898,4254281,-3385818,1446399,-351485,4682080,12875
172248,-2734188,-4465645,-364901,-208082,4008043,2156918,-5502986,3997484,3954187,-2425455,-751076,-2222386,-4899564,-3817744,1869444,-3259597,1125173,1064633,2196,-1342499,129467,391954,1728547,1311451,2453633,-1672355,-4427734,-1232246,-1820238,446104,3051361,879376,1048976,-2339680,-2868836,2106920,-1165606,-2955224,-2098844,-8377654,-3880137,1881228,-838056,-3188156,129640,4527965,-407841,314665,-4234644,-1661891,-125246,3140042,544547,-578715,-1521511,717763,-3999394,-1524216,3748836,-2153546,-2430856,18110,978720,-1518398,-732318,-4112506,-476171,-2780169,629596,-1252781,-2532585,-1301832,-1681976,-74599,341753,-374859,2060295,-873869,3116333,-1939126,4809235,3641676,1350314,494752,-2367112,-2464293,6024401,669318,-793413,2693914,2006588,-739108,236477,5447288,1521145,601565,370888,5712539,53519
2512774,4517019,108430,-1231935,-825382,-5213773,-1608894,1560107,-5764661,4190232,1706396,-3108738,1412634,-636105,2353751,-255278,3445151,1757094,-41535,-848300,1126211,946460,-2448425,-43638,-4937627,-951377,-287526,-954918,540400,5105822,-2733607,896615,172206,-744455,-1502258,4056696,-1791186,-3266661,-1723290,1114091,7579116,-3499936,-1355379,-210331,-2994237,34440,419209,738484,2752784,-2592438,45101,-3227944,800897,-3155081,-1434815,1265830,1561886,3728891,4616836,-4534274,2114528,2299038,-2377591,-1610688,1281820,-1378967,3635335,480126,944423,-1137794,1578145,-368544,-433228,-1923091,1524620,-1307386,-5412884,1514007,-3190021,-5126144,1085796,-4754790,2855515,-1524773,-3301108,-187554,-2512493,-7018505,-4197641,2289481,-557300,-2991343,-1903699,-553577,-4793718,62368,-3407660,-2704419,-3560992,-2032159
1923180,-870396,-4469412,513497,-2450877,-4932008,-3104724,-3075055,-4831000,3001194,-2135957,-273828,1639611,-331098,95317,-1606847,-675274,3487570,1518813,233527,-323622,923324,-2947694,1308508,-2048071,1916388,617694,3252389,-2012951,-732290,2460101,4532042,6745345,1276163,-1455997,2224208,-522281,-4400171,-398309,490561,3995534,-4492572,2401592,-3183328,2509631,6981767,5888207,-3094038,-1143154,-1662941,507968,4128256,-2511003,4749807,-1621030,4913813,4192658,-2687370,-3793958,-1574071,1642575,2527571,-816997,601630,-861760,2264779,2165830,11458,-450548,3889601,1614423,398344,-985825,-2302826,2386502,-3376573,2633325,-4341726,-4286000,-1632395,4960192,252909,3891256,4512273,-40447,-283609,-2467115,2119868,3885082,-4948742,1867987,-2700506,3843887,1396140,6602643,-1878425,-6872519,599033,-4628229,509153
-250267,-5027181,-1107825,1428984,-3970039,3622708,-1308481,-833185,5517841,6328811,3858467,2037630,5773289,900971,-3402706,1114762,2153950,292660,18500,1517474,-4393126,-3209173,-1057706,4615454,-1336459,1316128,-5356451,-2640458,6757625,-4644212,1191383,3190555,-332763,2426934,-3302071,1644890,-5435766,-1018056,3954684,-3005033,523322,-4354423,1688247,56746,-1690974,-2677755,-941903,3898740,-521436,911833,1724807,-3473876,3143199,1833124,3067381,-2400719,-3636409,-133923,-2577253,276369,-399655,1334827,2502480,1020128,2718758,3342599,-2680257,-3446610,-3903474,-4329276,-3464161,-2774350,-1457470,-1775374,-296752,2530995,1170210,584821,492735,3565027,-922114,2493348,2328676,4521609,-835046,1569194,-2738468,-956360,-3094079,2919029,-1956507,-3425815,-3833200,-2038774,-2623558,1358906,1793544,-3447642,134275,2521637
3003291,-699738,-1151578,-2471421,5725443,-877343,-1047926,-4594403,-8599480,-3389287,542678,2590981,1203625,4674659,876041,-40473,3585114,-971307,798525,4046780,-1033196,-19342,405487,3805832,1105133,583888,-801544,1346660,820072,-2992486,-782428,2215821,2129537,7139019,4865569,-490843,1008341,-1590205,-338956,-1968123,3876790,5984912,-821405,-5265817,4927360,2063353,-404698,-955495,-1018007,2573278,4301530,1396100,-2024712,-48004,-2110042,738619,991506,-4897797,1175246,-4452206,-2779903,5035208,-2698883,874458,2984128,4796205,3939101,3244669,-2431239,-1113314,601722,1815078,-3521305,-1935290,5615991,-426864,1115986,-4597947,-1900905,2688219,1192859,-2982297,-5736635,1813108,4089249,1551437,100354,1272131,8593702,-522129,4322962,-1267172,3261072,-4702218,6487433,2253843,-4271182,-848636,-730939,479261
-2008471,-4889479,-3509674,-3878342,-892023,7163623,8331439,-6537626,3246381,4307510,3185344,2923926,-2162600,-3862968,-3010113,6485331,-1882362,2427031,2879075,1564132,1729011,-6299853,6419098,3047821,2887154,47693,-8210626,-1865036,1569085,-3178225,-3481550,1468764,-3777313,5478599,2370325,-4155480,2953221,3978,2410383,-2824219,-2490493,1655,6121930,1758549,2937751,-1521577,2286125,-3037991,-74214,-3279602,3150009,-469823,4513051,2085733,-2597975,-5290439,-2506183,-6986500,-68512,2007172,-3855,-2194814,3315806,-1648877,2232036,1604630,-1083371,-4728022,-4751586,-1457367,-7529007,-8571099,567728,-2665002,4632721,5767294,-2170061,2001781,-498295,5971972,-887271,-310418,-3738956,-2544790,6822140,-5335891,-1889209,2331411,-528823,3931506,3272647,-170486,2871604,-4104101,1950430,-1300607,-859047,-2836585,7463771,328647
5517278,-35338,-4342415,-1750922,2813638,2873164,832144,-6129961,-2452777,7573706,3292327,1146300,2323024,1197894,-741589,4327646,-2692080,406861,5914214,4870960,-5217439,-2196083,582567,1746090,4305948,3774892,-2310170,-283053,-4497571,-3899288,-1252027,5542188,-151573,1710116,2712021,-2268307,-179174,2759193,1389027,-2943816,3445110,181524,-1215753,-1513490,1319093,-3775136,2778137,740948,1528998,-886784,4344247,243104,3966951,287198,1617275,4569957,-1885607,-6344229,-1289047,-3227039,-2444715,1772672,528598,7845896,-298487,-1973271,3417565,-193940,-443381,-7417350,-5113731,-7244053,-1013411,-5272841,6846459,1708504,973392,-4550829,-1532719,2183450,-2720719,-2824141,-484710,4108880,7849339,-8003100,-855373,-119563,1679325,864968,4229668,2037512,-86487,-971466,-3895128,-462878,965813,-1095923,883164,173180
-55104,-682465,1903740,2124107,-929775,-444090,-1572747,148240,3962009,-1631042,2260933,1505577,-867580,-1175649,-2960399,-459504,417500,46446,-1518000,2659278,2328061,2641539,-247484,-3019883,2093061,-2829976,-907518,-1284910,-1557901,-474125,63517,-1214248,1441893,-1700304,3112108,672675,3634023,2580689,-2911429,-2369842,280059,2645924,-501456,-522691,2807060,-1618532,2400678,-1892730,-5822375,3107182,3558301,-382337,-1348029,-545258,1272014,1137569,-1041759,-2138633,-1074325,-30595,2743143,-2297643,2082016,3179732,-4098032,348347,204789,681603,3700694,252555,729330,346644,-626488,-403382,223627,-1258665,-4796833,3415979,1096489,-214280,-629395,510854,49139,884673,-1570400,3859143,1973140,2532967,436371,485825,1610,-197614,2403109,2639518,-266551,2388132,3126840,353295,-2783809,-1263469
-721521,-3817333,-1463324,2074387,6263637,1068114,5270309,-6165378,-1495050,-748036,377056,-1923668,917619,1343332,-4513294,-3245792,-757670,2047714,301006,-4237954,167626,3338229,6967485,810229,3529358,3055609,4734606,6162823,1368739,-5324497,-1464798,6447564,2435774,3369665,-885681,-4108280,2026363,4866434,-89416,2278179,-3589274,3525109,2960764,-1688005,-3260569,-4248748,-880839,6584097,2381824,-2765536,-4158700,531870,6066482,-2349445,82060,-3844506,-471246,-5515863,783261,-2294982,-1380983,-3278647,-1788467,1970478,2629568,-21611,4273124,1336771,-3208484,-981055,-243546,3607279,-2138339,-4466801,2239085,3691005,-7782854,-1518602,4035999,4077050,-238057,-1223422,-4042960,5136248,-712578,-5842860,-1707010,5775592,4033627,4885537,-3165973,-1885071,112243,-354672,5791412,2276997,2188726,-3284978,2062176,4879311
4979161,-301237,-6427862,314225,1792467,393102,5672,-4079372,-5344816,3911411,-2404012,-2784629,-1535450,1172870,-1537637,379937,2145661,3822215,1604468,1681353,-2519638,975044,1547482,6647323,1439554,2487390,4229557,-1815787,-2155976,-1286438,1267174,4664764,3187467,590838,583876,1504394,-3719475,-5165285,-2476578,-392952,-983702,1034438,-283494,-882711,-1581542,3354030,3387773,1263894,4476609,-5682709,-758007,-1265626,-3577729,-1257465,1512588,-2516719,3886523,-3017013,-2495919,546290,-869480,-137152,1311235,2078538,-2028476,842119,2014458,347496,-3992136,-2604618,1416359,1992595,-2575629,994357,1370338,-1353609,2042159,-7197450,-2207255,-1308562,-603456,4215432,3938470,4565551,3079631,-2181163,-4348690,2387666,2295084,-3431486,1931004,4280836,-3091723,-125453,5130707,1432290,-671282,-1523170,-1782685,4551811
-985488,2419607,298490,-702958,352186,-85758,1696836,-4078123,-3962619,405799,3034327,1760651,100463,384234,790724,5855409,1326545,3341785,-2082445,-1997654,2683254,946587,-128179,1492920,-2854271,4418674,4533300,-2433543,1920455,-2363284,-2721061,593218,-782347,415436,1950654,2256327,-4618644,-2558813,-655580,1811143,4857923,-1010172,2055762,-1684962,-2109993,-4833103,3054606,-2441908,2405574,546262,-2244034,-2351213,6961525,3817617,4801560,-107420,4547213,2226353,3455111,-3598457,-1538087,-2136925,-2737313,552574,1843220,643826,914259,2883068,-1560297,-918835,-4150300,-813522,-4619591,-1729190,1480409,3124000,-1092635,3170172,-1778494,-1448112,1380475,-5940233,-2702186,1270206,1762183,359603,4393724,-3420173,-3025878,203825,-3027989,-295933,-3578063,-3740951,823408,1334998,2963290,2638583,-523920,3781183
859895,-2703183,643057,7058754,-3310551,845904,1256110,1670157,5500161,1098274,3078927,2354766,1980836,-2434872,1795935,-1402959,1483692,3035689,-6403030,2419893,-1139825,-2605473,2559044,1959378,-298772,2786630,-3742946,-369511,3098140,-1667652,-3702973,592332,-1893228,-2048096,5211325,3745293,-6025337,-368871,-534882,-668124,2735909,6184051,-65588,6653122,-596764,1625695,-4469204,4366978,-1102864,2172868,2828712,-4235844,1969041,1891925,-338444,119914,1682329,2537255,-2079688,903381,3499335,-3979579,1863391,2943803,-966420,-807153,-964185,-375245,2301543,-14865,496941,-3192107,-795181,-2607933,-357847,521673,-4247079,3506777,-1141930,1205830,-2295855,-1580990,-1666928,4226053,760235,2437167,2725839,-1784510,343418,-678411,-2097763,-2640362,-4944500,1399912,-4184675,132127,-1931139,-3726439,-577609,-2026629
3329176,1930730,-2504877,1664597,-1369596,-2444102,-2725858,-1824619,-2290787,-681441,-5372017,-5059885,-4441746,-1135812,-2061479,-1310565,2041064,622147,-2796053,-1081936,-400044,3108793,-2717733,4590172,-1251563,-935768,3169819,-5433250,955473,6032398,-1320556,1939992,2954931,-2229438,-1009778,-106368,2190853,-754257,-2923715,-2031820,-424681,-3734091,-657394,1035361,291284,4088928,3542997,-2077301,-976852,-2346263,-3670069,616014,-1411988,394491,3195870,6509583,1363898,1815046,712659,-3877423,5224688,-1640236,-1286668,4401351,-3584925,1731108,-3583302,2444055,2935079,1296720,4006093,4327369,-3728296,1661516,1289741,-4178345,-3489715,1751930,2165013,-960802,1159061,412028,2275221,1589270,1098182,3811680,99503,133799,393930,-3707870,4079359,-654245,-746307,2686997,-375490,5155186,923462,-3259816,-2492596,-622644
