27097858,-9474793,11164721,3863016,6274619,-7998387,982752,15227429,6205531,19133299,309420,-11030776,7304299,2974837,-20370236,-7258104,-4550049,-16842049,-15767756,-4900326,-19366732,-3014169,-25923336,11183771,3760781,-10121684,12413937,27736957,3123921,-4624338,-28955280,-11745247,6487555,18611093,-7537522,3330135,-2007905,-14351568,200205,3734620,-2833342,-10653955,22052479,4248695,11924535,5270900,21692343,-12042108,-21283416,5050185,7946091,-16853631,2958930,564279,24143179,-6994667,-3285103,-1443078,310715,10458561,-4117062,12665548,-41373900,-11453079,67379,-6197603,-8799342,4565342,1614521,-22755298,-276292,-5838161,17893890,-3809791,-2079030,2729543,-6915312,-8358483,-5414176,-6841036,5797569,-7473426,-15384694,-3751476,19687802,-18967248,10183044,-14253581,26498628,-10916989,-20589934,2068677,933632,-2822078,19083946,8637697,12855984,-3929459,-5966056,-19425801,8109261,-5132773,-25477144,-4134320,10577544,6047791,21987324,4118465,-6291711,12031476,-972447,123559,-17879920,-23271509,-12943311,2920354,-7309128,-5896407,-15698832,-1039926,14728208,12800508,6341816,-11079243,-3328808,8181910,-4228212,-9590350,-19197560,31140314
7245266,-7773118,14936841,-201800,-1351988,19580433,4655168,-19420845,1024972,-1848632,-5995248,-8543515,-18331096,13700053,5465739,-9512425,-2002867,-3621295,9578183,1674432,11853037,8991400,1009284,-8213113,-11407325,-9999995,5983599,5692538,11939893,1823820,-13547728,23340344,-4807185,-1499144,5623109,20542061,8528042,-4082579,-16015411,-11108914,-2277540,2843750,-2954175,16639605,16748304,13223488,10000986,15700456,-16734116,-10806956,15846702,22390446,6521158,-2967628,-4659547,-15461135,3174925,11437342,-5472766,-5575676,-11901364,-3651047,20806930,-5283199,15605116,-11228788,-29028420,-187254,-15768385,-4475432,19032329,9653324,-848973,-13054919,-12977371,4072819,8106915,-20579912,381567,-12484143,6135220,-15328258,30314757,-4495476,-33579263,3789326,26690263,-1495113,-5437571,2896999,-5313085,7608372,429690,-1777487,-18150226,9808373,-8711223,-7150994,14576568,16819578,-21848282,859539,12837613,9878412,-9356700,14039914,17994323,-9431476,-12621069,9411974,-2014415,-11303416,-5035191,-2439716,-28068938,-22585831,7424386,23792050,31685781,6997018,4000117,-704570,4386520,-10959887,-1559161,9191977,14977150,-1864056,-23015714,-6889687
3649533,-11145423,-4275180,-7188121,1317421,-9092321,-6494918,6201789,-14830108,13311044,-7746819,4201479,8922161,-5282069,-2660052,15877707,-11300581,15413128,-4084028,-5651067,-4474060,-7195768,-13183436,-187780,-6661668,-3446557,-12273763,5960475,4779270,-3758426,17245694,-10738449,3096746,4478114,3089255,-3928336,-13908958,-17909702,4490553,26330245,3333035,-12701820,5766435,-10024384,-12422132,-16943248,-4765580,-6261017,-3742513,-1690231,3010226,4761741,3875250,5936863,-20392710,-4958848,10673458,-15582895,4247432,-1778646,6239620,-7686853,-16472442,16856116,-6524204,1612689,-1138557,-8534785,7972458,-119815,3442906,-1010713,-3991430,-13898995,9359873,-1258901,13632770,18095989,7039197,-13396324,-14278827,6884676,2657253,-2442062,-5584203,-13835213,8990635,-10319305,3594844,-3158299,2509547,5576986,5298537,17303948,8179429,15147981,-3781125,-2073488,-12633604,4345498,6522249,-7085620,2341406,1368090,-1480007,27351644,-2749137,-7694509,-6779307,4321922,-9599959,-8837387,-4209802,-5808670,14813757,13014162,-9617853,-5139221,388490,-10264227,-10550353,-1267139,-4365,12931100,3454602,-1882691,-8462872,-617439,-5387728,-2943513
6221203,-1621778,-2020675,-13953135,4396122,20414137,-17494027,-4649142,-14832983,-1134370,-9627810,827056,18886323,-16124155,20313953,-28900636,-10502391,32665331,-18069627,-5641811,7183168,-11551794,-730017,-12286507,5400109,-1641761,5130069,-9646971,-1535829,788474,-14242523,2205746,-8211415,4932658,4041676,2369838,340202,1372166,-128553,14762107,-11856189,12314177,-11151243,3165974,9735505,-14664310,13722780,-158342,2447535,-8909224,13350878,17752629,-8161029,19260695,14287175,2933913,119884,5418679,-13843218,8097289,-12936938,-31891674,-13133034,2428458,-10097875,-10043621,2752530,10567975,1052062,760014,23645893,-1002028,16136975,-14925210,3675689,5181443,-17490282,1243974,-3062545,-13055151,11509764,3395520,13493516,2879322,13734081,-20231924,-27547954,-1874822,13687220,-2258611,14026892,12410599,-1394623,5815374,19817607,12608076,-1688617,8844693,4658042,4869767,5838543,15500660,218956,-8718504,-6256338,11349781,1272756,1216654,-21698296,17044824,-1002708,-643678,-20669482,7634265,11117179,7044661,18309124,23062856,-19637699,11449967,-7447512,5087780,7368013,10234539,-13482382,-9738399,-4356971,1206786,6430254,4913152
-1430817,-10049645,5785031,9686619,-28953580,10487609,-15333896,2022593,-17076016,-16043568,-28986326,-18137803,-4992171,3589875,-8137051,-2565404,4698519,-8587237,-7189916,7426111,11502524,-8615529,3224173,13664039,24349300,12274284,-3321261,19562390,-7637828,16018821,7188741,-10845207,5009761,16964017,9070060,12213410,-29899421,-23260100,-20741385,14017244,-288695,960764,-33896819,3593977,-25699742,215118,-5239516,-11699023,-4820387,-10939012,-7112461,-15346954,7751092,-5512469,-6818957,-6004282,-16208431,9554778,9191632,-9896610,42128,-8142024,305649,24694174,-105753,10074012,4729115,12182101,14014541,-7824476,-23411407,3486809,25997824,-8068572,-14373522,-3425954,14936647,3475500,6331385,-1284007,-16835577,11071751,15815522,-21994260,-12588411,-4343638,3373225,-19749397,-11863595,15204787,21444504,-15329134,-25779290,-6392996,-19575846,4605391,-6201308,-6705365,-2850179,5190370,13765928,7819279,-8838309,3006061,-4352081,10997573,-9533528,3787731,-5129348,-3303770,14090490,6220970,1487612,9539806,15286813,5210873,6597236,5411076,13359661,27949119,-17032127,-8661510,-17902209,16705327,18049775,-8948617,-7344114,58365,18170002,-11871882
-6017603,-8297914,-14588992,9713795,-25054496,-1596727,14009428,-3546297,1979509,11130531,-703695,-15588098,10252574,-21798946,5540976,5016258,3570373,-10099691,23564651,14116828,-1200264,1600427,10599581,-11408293,-16763639,5853477,8091775,-4184139,-3763167,-11853006,7064092,-5259218,-14485360,-17427064,13322340,-5393986,-21785168,-24010271,11067305,-1601500,-5722890,15684309,4601982,-1373400,566965,-14795248,-13646972,683022,2370632,-7493808,-20714305,-1314563,-2385202,-2496517,-25249351,9279924,-7987103,9785289,17465684,-2322274,-11716113,-9280735,-2327784,6829521,-11494579,36549,-14218573,12298291,21265512,3524094,9075233,4144920,-9697358,781435,3975356,21261475,8353105,-7183825,11482165,-680962,-9735992,-8530626,20435935,-11221913,1050843,5686317,11557727,5456777,-5841952,2461869,16519008,5204949,-2542020,-12740958,-16412363,-29795497,-2650656,-7008053,-2160127,8761098,-13097816,-3870036,-600244,8480121,-22054442,16268423,-5917867,-10291215,8565690,-20330215,3003850,-1372824,-13474661,-2216213,19458150,13725820,24067948,6402612,-10859372,11407830,-12070486,-15851493,-2209400,15388886,-106650,8507953,-15809017,149192,27282656,-20289642
503381,-310632,18085060,-13355782,-12689452,14122473,-13891969,-16248773,-5631202,-11873283,-3103988,1536049,-2156933,8220007,26699413,-11423407,-10410281,-52334,-19303305,6806537,7561734,-1998875,-3194986,480249,-2287572,4401081,4238892,7497104,-4086143,-9203888,11820906,-5288737,4689670,-18062884,-139942,17791869,2410070,-6647343,-16744594,1642161,-7823317,-12446473,-4193104,-3927327,7921537,-7797251,11464111,9478017,9138609,-8276567,4571326,20683356,13410584,-3776532,-10468276,22182619,-1869260,9445949,-3839891,32729553,-24279126,-17055510,14347610,23471410,-19445911,-1850934,-435235,21905484,397909,1146768,-11209164,12794633,-3490061,-3342703,6605258,-20064727,-12298638,-21342261,-2341040,-8807802,9152377,-18936117,5589214,-13793390,-13798053,-2418869,3496889,10738069,-15208580,14994786,-3495564,3495092,-10600536,-19311479,-10776160,12997910,-27854980,-13052612,2221357,8567343,-16226486,1914840,-12955643,10957159,-4543726,-21021249,14768006,-31689809,-22933230,27057058,2717552,-12609131,-3586090,3837943,-4930352,-3613089,3144681,28171359,-123741,-876620,-4010555,-8905117,-10661984,-10890519,11614400,-9077167,9067949,-9920460,5154213,1443325
-16503253,13975232,16338239,-13430515,7571084,15250686,-32044455,8370557,-13802592,-37246973,1424128,-23972538,11439649,-6012176,13239335,-29153142,2624541,101802,7999304,18031275,35635179,-9267705,22425167,11526941,45904018,968061,-16005295,-9961771,-9397463,14895934,-18582334,10161456,12165624,-8147659,-5426632,12607745,6070226,2076281,-19436858,-1373492,15088349,3994511,933102,715469,-14932803,-18625209,19753214,12861742,5256372,8085437,7726233,-2253098,27962194,30097192,-12453213,-1637839,-29350859,-2296381,-17240902,4102329,8759519,-23044360,28273369,-21451170,-3018147,331634,6115577,-1086571,5642926,19397446,-9026477,12410693,33744356,-23046185,-2069067,-21310195,-7397947,-21240938,2352593,-4687733,2935690,-21737330,-1933074,-891909,-386,-16088681,-20831285,-5447408,-22105463,-18865442,16201934,-5323876,-17989080,-19632078,-16040011,5359274,8796089,5873254,28619402,12484182,8649153,-2156185,32768737,-8925465,7229891,-8751782,-9617673,5006688,-9584886,4042178,-17095675,-10953980,7542801,22678841,-486952,6579512,6864152,11433128,9376578,-1243282,-7111672,35513692,7292915,27592460,-3516294,-10639357,19773497,-9149001,-21388153,2170549
14347811,-10803762,-7218765,-6795719,-2229719,9270308,3602254,7389039,-10564696,-17758279,-8992703,-2579918,6705717,1962178,-14665996,-4513046,-2482195,5799057,-1959842,-8453594,1908836,11663759,310383,3812535,-713661,-25126841,-17426976,-1208050,-10499456,-7219740,-10091896,-6038559,898751,4350789,13795311,-2819486,13526087,20663939,-1011242,-16970410,-3403258,-8593409,-7729537,55718,6284594,8069862,17140785,-3686596,14286047,5806834,13978708,3350025,13931913,-5776743,-3358895,-6635745,-21770758,12875689,-3843257,-14337634,-23515282,-2353994,3580290,16002473,-1044630,-23848213,-10839889,-7255597,-16282246,-71164,2821898,3898400,3437636,-12074064,2090049,-8799610,-7718491,-1911006,1757419,-7529124,-3506149,-7132755,-8906393,-13522716,-13263537,7266721,14536722,9121747,2155311,-2145538,7732856,5349718,12732810,11564470,11853474,-7030389,3316028,6981076,-5901598,-10460145,-1203767,6812374,18041473,483043,-27152567,29571997,-19386422,7080349,-3206132,15792384,3011594,-5798119,-19750190,687627,7002023,15295635,-16281974,-1548766,6445368,2270714,18011794,-12898553,2397218,-25541455,-23524674,-4849554,11538143,11302018,-13685813,-3095033
-5303803,18511630,-24901668,13866822,5988575,-799702,-5474659,-12698831,-23927447,13448180,15121702,11710798,15618568,7798597,7841309,4908360,-29948153,-8756811,21104793,-2401807,9136051,13825024,-21994428,-8636089,-2897934,2040775,-27365123,-3295306,-15510431,1735112,978435,-7301169,7422463,-19440421,-3923824,-3377639,8759794,4912093,-28799734,11297620,20321116,8000980,10744303,28817120,13433576,-10683279,-26077633,18308748,599187,-9231780,-5877806,28606835,7058661,-2109733,-12483233,12255713,7623842,-19071964,11569260,-5303688,-708942,17164634,8864865,-11509384,9383887,-2041448,3061208,5016115,-533393,18782406,8776921,-11230128,-14413950,-8069926,17933490,18405290,4876887,2630043,19120396,20750218,-471506,7070454,-28202690,1561396,-27682108,29728440,-15733059,7913471,882826,6358754,6764034,913591,-833533,-476124,-15286448,-23645578,3292404,21329157,-7263372,-5087687,2691114,-14383772,-10558228,12700094,-1732045,-16280506,4733201,-4143063,7305488,5653862,14566462,-6503793,34685999,-1904936,-4461412,-1799654,-58079,1505052,7170481,-10009344,5421972,3051543,-12827984,4677377,15424804,-11234826,-6246644,22203128,-14334692,-4784804
-11288442,10833213,-10624102,11597080,-16083905,6971173,-7184770,-18048411,-6099180,-1248088,18411669,-8283527,-1159826,4882684,15252996,-200259,8890113,4572424,4477036,7217730,5889810,-13564219,1470359,-7625722,-9582644,4426555,-15712668,-16845578,-14310869,6638930,8611051,2495921,-12909165,2204064,-5691360,10466874,-13554923,-4670214,9105411,-6471994,6883841,7817715,-10437921,14052640,-13243874,-16818837,-10473990,3962140,-5517476,-9940330,-8220689,-4037674,-8232933,2708498,-3376750,17508675,323069,3567758,234740,7344825,-8125726,-2405650,2446766,-3628639,1145493,15733132,-1472296,10801386,-1046765,9097032,-15401982,-7235141,4454074,-684875,22426866,3221795,1975678,-5779962,-2739399,-3628378,7515201,5013951,6452489,-8814265,140090,8031434,-7335305,19138991,-4783571,-2641644,11113714,-11559095,-7251924,-2847490,-16051637,-2142891,-13052578,12142649,-12645533,-6190967,-17660185,1516416,-10246959,16299476,-6291262,-10589483,11895329,-6506916,-8222712,-5468292,3745351,13035864,-2868832,18147806,2123936,14938197,16405621,3099432,-6427713,4820688,9072630,-10056389,1539625,13097671,-4491099,-19006103,15596288,3253973,9646019,-13772796
2688202,15591839,-4686006,1510043,-312863,16188670,-16157848,-4699690,-6518863,1074762,12284901,3909472,3426963,-6085836,1982479,-19868790,-10823779,2933212,5116056,-2265863,16446873,-766756,-4378448,2404598,8392184,1646554,6908777,2730537,-14111420,-7713957,-16714910,2195146,-3694808,-21923,2862833,24634483,6355062,15132332,-19884718,-10392770,-23252502,-10964749,-2978583,4991672,-11719112,13884745,10586584,9431681,-9290484,-73034,-7835010,-7520135,6705726,6812859,4931385,20170374,-16839095,9364631,-19745531,-4095995,-9036745,-9400415,-3564548,-9923572,-16176349,-6230137,-23717400,23203628,810701,-9024785,-1047205,10259402,-333214,-100210,7449271,-10160195,-11205336,4669718,-8205626,-17747388,18165934,-2722311,8170499,10796077,2368143,6958030,-7787244,33450439,-21997503,12846149,-1394959,1292226,-8693640,1489049,-1153916,-14913887,-18131253,-13594043,15492765,-15056673,-5106786,1273349,-8262675,17124218,-7630618,-2962892,7650209,-14219641,-1727415,21194906,11272661,2367747,-10161675,13616766,18266564,8904956,1231829,8460128,-9343636,12424819,-12948934,3963188,1475241,-30844,-7978063,-10493539,23158692,10832100,-13476288,-10897001
11943567,5919311,1659809,-18345075,14839404,4823793,-24058342,5138729,-23967728,-9164861,-9731055,10800307,-3594719,6679877,16913208,-22482119,-18067284,20318532,-4526903,-9685667,1929747,-12512279,-15637855,-15431870,-4445193,6215609,-16162618,-7817498,1419225,1363775,-15337264,-1098245,-583337,13622244,-1652980,15081281,-10523493,20179631,-21042523,18790964,-15093405,1973036,-19832003,21757560,-1331560,-170502,796190,-1103161,-11277936,8526522,1185638,29613566,4830756,34946,-1704324,13306425,5558977,-6832667,-2057987,-10946893,7654079,-27612478,-13622672,1666917,6536745,5464926,12594120,4295325,-6506962,-14039734,11850836,7705683,-4157967,7505964,13504641,7794482,-21819885,8154892,-7305518,-8604959,-4733129,11438331,10017587,7932243,-7982824,-9183202,-19591080,12356331,-5400889,22654113,-17480439,-2648825,-3826414,6495124,14738888,3849145,-19931057,-11337585,8665439,5276148,-13925076,6379343,-6966382,19196599,547390,17585252,-4832665,-490556,-15060643,28993667,8773088,9247014,5580049,1503056,17824780,-255780,-5531370,3508645,9884830,-1271496,3549084,7596998,-4224036,-19337250,11252046,-12570398,-7435584,9414726,-601209,-13592847
15032182,-3591446,-8062773,15901321,-2753833,4475264,1499741,199418,-2300865,10210519,11556383,-3529562,24520435,2601399,-432098,2883478,-2442869,9736544,9486756,13061917,14723832,-18635191,-9994198,2830193,7099474,-18851741,7097148,-3601211,-10434038,-11951064,-19816019,-12216136,914414,-4016763,12174877,12720972,5859631,-7969619,-4110232,-8730401,13347691,1637327,-6547419,-4113890,8155641,4058040,17665319,3028729,5085563,4209413,8102822,-22995784,-12122821,933629,15410757,-5011322,-10835500,5594678,-9408224,-6852902,-10798168,-2000670,-20118581,-927009,9281232,-14493530,-27909423,-11705537,-20437736,-19470724,13099865,5932800,12989151,-6972903,-14134965,9947448,-1113635,8725047,7831597,-15781450,-860163,16350030,-18035552,-3112748,10154381,-16474704,-7697069,5749709,5702481,-11999930,14588091,14444917,-4426292,-1970538,13329090,4010621,-3952733,19487022,14453643,-19374226,9265734,-5192746,-3811613,1975894,-10402067,16263186,-10254006,10788341,-8040700,6893663,29695355,-2446562,-1008516,19573822,13352700,23710301,10267190,-8240468,-9766119,8019421,14624769,-1427692,3085853,1482654,-11555901,-6917884,9618748,2916467,-13726474,20864152
