2462,-1104,-4993,-3152,1021,-1702,-1486,6,2196,-2366,874,2758,-108,-2513,-4222,449,-503,167,5876,-270,533,2297,2454,2605,2574,1669,-1311,4581,4248,3128,-4068,-2663,690,-4097,1738,-1688,-1559,-3729,-597,1703,5560,594,-533,1473,-657,-4877,-1780,-1138,-2524,-656,-1468,-1795,3447,398,76,1876,-1142,-2806,484,-4544,-4508,3440,-2707,1796,567,4584,2941,3098,-1358,4879,735,1621,3063,1423,-1546,2649,-2070,2685,-1514,205,3706,-1453,-1393,3048,3564,-1954,4849,5349,-451,-3853,1886,2632,-1461,5284,-123,-2010,-6348,1851,-6832,2683,275,-61,-2553,1971,3410,-3177,499,-699,144,74,-935,-1388,-2060,-900,1418,245,2011,-1921,982,-1387,4222,2935,457,3573,2243,5649,-3457,-3104,-2994,6400,118,4324,3582,1962,1391,1519,4303,1815,-3442,-28,15,-60,-4026,267,3152,-960,-3872,349,1225,2548,3507,-5109,4411,-682,2067,4072,44,2706,1957,-1498,4044,-127,-4255,-819
-1999,2978,-1362,-1751,1437,-5596,-1829,-68,-1117,101,6171,-456,4206,-3806,1998,2118,-4222,2280,719,2617,2462,5618,1551,-240,5509,-904,1399,-4350,1107,-856,6753,-6509,-837,-933,-4533,3116,98,3250,-1421,5076,-1836,3360,715,-24,-117,-2000,230,4178,153,-2563,-1367,1505,490,307,-1826,3025,-3950,-729,3127,1582,2517,563,1100,2648,1820,1111,-653,-5155,-2112,2185,2137,-854,-2346,-2136,1497,-1758,1352,-2318,5706,-3093,-3238,3859,-3433,-638,-1127,-400,-1188,-120,-2962,-5359,1206,-902,-3314,2178,2090,2856,-497,7439,-210,3462,1815,1102,8480,2156,-3504,6477,-1327,4198,2754,-2617,746,1700,1649,1631,1458,-4310,-324,-1123,801,-3968,-2687,1458,4389,-2611,3191,-211,2820,-1769,-6024,-609,-499,-1628,1660,-2925,1692,-6191,2370,4159,1954,-2586,-219,594,2436,-4074,1652,4960,-1671,-5142,-1211,-1677,-2316,-524,-4023,-2205,4460,276,-1135,-1729,1982,-2108,1940,4415,-1533,1773
3479,2133,1568,-1622,2944,-3408,-4556,-4467,2563,2732,12,2547,1514,-842,884,384,-1219,1583,-4039,-154,2050,5683,-2029,-726,3997,478,961,-2370,1617,5109,-3266,797,3081,-551,-516,1092,3587,-4164,-2007,2829,-2513,4003,-2782,-1034,-1162,-352,2217,-2115,3574,-547,-449,2976,-3412,-1758,-1134,2533,-2325,258,-3060,-691,1272,428,3102,2832,-4200,-2667,-1968,-1257,-1224,-3411,-2080,2721,-3064,-3876,-90,3136,2342,-396,2526,1499,375,4407,-986,-1975,2719,321,-2307,1306,3494,-1553,-466,1982,4944,-2024,-1187,2341,-3220,-306,5702,1019,459,-3619,1813,-674,-4518,4601,805,4171,-7,615,5905,-1711,-1384,3453,-4365,-2534,-1159,779,1678,-906,2397,4579,4414,3654,1054,-2915,150,2949,-1817,4150,1655,698,-400,4829,-4913,374,-1503,2485,2277,2405,1518,-2752,-1645,1797,-2679,1219,4300,-2739,225,2518,241,765,-2923,-680,-35,-558,-2948,-447,4260,-688,-2487,4552,306,470
1348,-5457,-1907,2844,180,1730,308,-1481,-1265,-3704,-2719,2819,1820,3959,-882,-1796,1715,17,1920,2937,-928,258,3669,4345,-1143,-3149,-2353,-938,-2294,6195,-1984,2884,1853,-2129,2776,469,2262,-1672,-3381,-405,4629,-2374,-779,-905,2093,3857,-2793,312,-1706,1238,-4006,2922,521,-2499,-706,-2350,1182,-2816,2795,-71,-3793,739,-2641,343,663,-249,4234,1668,107,2770,-1437,-617,1821,1877,-313,-2626,-2460,4707,574,387,1810,2017,-1387,2457,2675,-1400,3437,295,2532,1475,1691,915,-677,1757,-30,-2260,355,-1760,-3027,64,933,2356,-517,-3986,-1283,-3620,1975,-4798,-158,-1089,667,88,557,-3167,21,266,1784,1344,678,-651,1607,-754,-2090,549,234,1320,3060,-76,454,-2214,224,553,-1167,568,-459,82,-895,1360,-3291,2920,-162,-2539,-2063,-675,-141,349,5399,2506,-457,1420,3701,-3675,-1945,4825,-3310,1395,-731,-193,-878,656,-1269,-3130,4170,2017
796,-1924,-3692,1489,2667,1225,4496,1791,-2326,-2217,-3360,2231,886,-2855,-820,-1068,-988,1135,3061,-4648,2658,415,-3667,2363,-2108,829,1613,3244,1142,4683,3684,-1269,-6969,3133,3819,-5204,-718,1547,2346,3364,-171,-3590,32,590,5043,3641,115,1381,-5646,5294,464,-358,-3481,-5892,1920,4680,5507,2395,893,1744,4589,-674,-1575,980,-3676,2790,6719,10182,792,-4154,2053,1164,3424,-4824,-1640,5434,-2788,-1989,-1827,-1242,1047,-2644,2585,-205,3633,183,4772,-394,-1118,-4265,2368,-287,-2790,329,-2983,4134,3442,-1329,-713,-5194,-3113,1241,-1585,-124,3220,-485,1385,-1097,3903,2549,-5600,-1435,0,-1293,1375,-174,5754,-4549,-285,-3081,732,2663,1079,5199,2685,668,1986,-2126,-2096,1174,-8117,-418,1829,-1199,-5103,3892,1707,-1932,-2232,735,1018,264,-1881,-6669,2867,-1040,1466,-3004,-2589,2627,5486,858,-1927,-1946,-2695,4202,369,288,-3174,-561,-1230,-2741,1710,6009
1319,-100,2372,3064,1171,2261,2304,-244,1319,-165,-304,1635,-1853,1927,2461,-706,-27,-1241,3368,-1392,3208,-60,2822,-1660,-5369,1080,3367,608,-1079,-1992,-2412,2234,4944,1894,154,-2720,399,-1365,3754,-964,4459,-3962,1285,1679,247,1616,-670,-4910,-535,3437,1635,-2569,1111,826,5425,111,-1152,533,2247,-1857,-2265,2246,-2040,-1586,657,-276,-2531,3145,-754,-2275,1484,-4462,2540,2745,3711,1947,51,1364,-568,1585,-472,-1540,1974,-1038,-508,139,424,-266,2150,-1916,399,2273,1603,-3268,-1471,-4291,606,871,2154,-1281,1664,4855,-2191,5419,2635,-2128,4161,-599,-22,-1221,-1146,2264,1539,1283,1736,841,3057,-3290,1128,2432,2197,1835,-4970,-1243,-1089,-2752,-3963,-2246,452,1716,846,829,-1801,-1736,403,382,-1119,-1412,866,2995,2518,3730,2272,2808,521,-1344,-3928,301,3655,1184,487,2010,1362,-1977,-757,2252,-323,1938,-962,2870,984,-5864,1702,2384
-5,408,-1127,625,220,-3850,-6035,-1091,1797,-5416,-2577,333,1294,-2413,-3695,-3136,1140,6303,1192,3188,1676,2333,-333,3159,1331,-2069,-1693,-4970,-1674,4238,1197,-2590,674,-2752,-2122,32,-2905,-2357,-1913,-2334,-2650,716,2479,-40,-713,1360,721,1566,5607,-3259,-2213,-448,3689,1210,1226,686,-1618,-675,-1762,367,-3415,-639,-7104,-4000,3626,2260,-1139,975,-2549,2887,-2768,-953,-7123,-467,-6533,-139,-188,366,-45,230,-2603,4379,940,649,-99,-1924,-2194,-478,-1416,-1479,-2157,-860,42,2383,-2044,-2076,-2127,-120,2199,-1820,-2639,-3170,4563,1820,-5102,-4241,3421,2679,3122,873,-632,299,-3258,2309,-772,925,-2514,-2066,-2892,-2072,-3281,3863,-118,-89,1693,4024,4353,-6653,-1873,3521,-2114,-686,5438,507,2510,-1661,-3914,4045,-372,1523,2887,-2305,-4610,677,-2790,3158,4849,-3963,83,187,1670,-737,732,-1561,-374,1840,-2453,1817,-81,2983,2945,-735,1451,2427
-2024,-3010,-1465,-2117,-1250,4495,5792,5114,-2473,536,598,457,2641,438,5268,-771,2576,1048,-2903,-806,-2889,-2517,-3738,1189,678,-2309,-5499,4137,-1726,-212,-3004,839,612,1873,3174,-1306,-4800,191,2563,5992,-1003,-1094,3011,685,-1692,-4732,424,5482,-1199,1303,-224,-4017,658,1314,-2409,-3167,-469,-4888,2655,3188,6062,-3706,796,524,1406,4668,1879,-2955,-4583,-1394,2064,2141,1393,6509,2312,-3030,-746,5557,-1662,-1655,949,-2474,2085,1230,-1032,-304,-2695,-537,1533,355,-4401,164,659,2683,1207,-1627,845,-747,-3384,-7198,-884,-141,-1295,-2565,5211,766,1934,-4752,-800,-3238,2361,-694,5500,-4806,339,162,-323,3099,4453,1508,1903,-2897,-1413,-2642,843,647,1013,364,-2513,-4336,-4877,-1798,4300,-2814,2361,-1846,2269,-1057,-1222,2528,-6070,592,4894,376,4161,-4929,-1715,3246,-3377,-3847,-219,-1322,-3218,-1024,-5120,-5107,1048,-2596,-3719,-939,1114,-1708,-5546,-1502
-3745,4815,2611,-419,-1870,-5097,2650,-2786,2628,5117,6310,-3986,-1592,-4518,370,5107,-220,1784,-6758,-1528,-1917,348,3118,-3489,5056,2973,3299,-2994,7613,-2230,2530,-3875,-3091,757,-4332,6693,234,-1013,3535,-6880,-4825,-417,-1132,6091,-1757,-5611,2056,3579,3735,-4763,4427,-1305,889,2283,-824,1843,-4183,-1273,3182,-1377,2527,-3290,898,-2239,172,-4102,-10488,-5926,1664,-1983,3415,-1619,-1598,1212,6460,1038,6326,-2188,1783,-5,-2454,-1452,-1529,-5990,-3886,-501,-5274,496,-7598,3269,-1077,-1678,-2552,-5793,4169,2940,6277,8572,6419,4500,2677,510,-861,1006,183,5153,-6204,5705,1234,1106,-767,986,1324,-3085,7157,-724,2069,-624,3089,212,-2416,-290,-64,-6429,-2886,233,4947,-3957,-1640,-2637,3468,-4961,1436,-2264,1184,-4286,-914,2962,-1739,-1067,-774,619,3081,2558,1042,-586,-6319,5763,7746,-1689,-10022,-966,439,-716,966,2927,1127,-804,4789,1244,2337,4478,1663,254
-1256,1693,-2398,-2944,-3575,-2536,-4274,-6142,1286,5693,390,-8384,-1093,-5192,-5540,-2990,-3063,-2493,-1520,-121,2638,2037,1283,-6040,6678,-561,3210,-738,1042,1798,4424,-3119,-4401,4241,3788,-870,-829,-27,-1286,-4082,1254,3259,-405,759,4881,-1079,-2765,-2990,2699,-1555,895,112,-320,617,-2933,1466,385,2463,-3981,-2826,-932,3583,-183,-4105,-4015,-2563,890,3804,1944,-1804,-3996,4301,-85,-213,-1007,2518,3568,-4783,-78,1361,-1451,-2424,561,4022,607,-1874,15,792,845,-272,-601,169,-68,-3285,-2335,6642,149,-647,2186,983,-2576,-645,2646,-3356,-1455,1536,-5221,2965,971,2609,-4945,244,-2207,6131,3617,2196,-3423,-2390,-1628,-1552,-5290,3544,508,3712,1890,1691,2187,2816,-2003,-202,-1137,687,-397,364,-4791,4605,-140,3348,2858,-4184,-874,-5848,-2076,1011,-78,998,-1115,761,-1450,-1803,1914,836,5129,625,728,-137,-1888,121,3203,-1167,-219,6204,3263,-217
48,951,4284,2378,-10,1716,2269,-1424,192,2423,-568,-2294,-2109,2568,-421,-1604,-1097,-3883,-1915,-5367,475,-961,2419,-867,-1236,1309,2448,1828,644,-4780,-1621,969,1284,3243,39,1321,3118,746,5783,-2023,-947,-1652,868,1478,-2145,2165,2359,-4175,-581,2457,2063,-1143,-3353,-1622,-143,191,-937,1065,1022,-2226,3523,1878,552,1399,-1451,-1451,3383,-141,4911,-2629,2237,1065,-1618,-1026,528,-7,3284,-2102,-1224,-1138,1778,-1265,-3172,-670,-561,-2210,-4268,514,1146,982,2571,-2996,-1076,-3881,339,-3515,5186,4688,4099,615,-3073,797,-3073,3335,1624,99,1356,387,-2363,1313,359,-677,355,-474,2159,1405,1748,-787,1583,1377,-4066,-910,-3671,-612,-1824,-7420,407,116,1598,974,2542,396,-4833,-2692,-596,-1228,571,-633,4542,1728,-13,2442,38,1907,-419,-2992,-292,4522,-597,-1053,-1942,4261,-1453,2803,2364,1372,1056,929,-2036,-1185,-206,-1772,4395,2615
-2307,-115,1693,7559,119,-510,1999,-1906,68,955,-56,-575,-1614,2087,-357,1941,-3398,3164,-2736,3272,-1635,1857,669,-1940,-3113,-2263,4296,-600,-1833,1191,160,-1168,1416,1448,-2976,962,1920,-4515,312,-4510,-1609,-4718,363,2628,71,4829,1411,-2216,-904,483,4119,557,-3989,-4285,-935,758,1786,4940,2123,1610,-2046,1784,-2607,-3019,3029,-3971,-903,2030,2819,2318,-2969,1715,-1699,460,171,-661,279,-4513,1679,2249,-352,944,3136,1253,1581,-2566,-2739,-3416,953,3178,3455,-4115,-3387,-6331,2197,-4524,5112,1319,8099,27,-3544,2693,3123,1094,-2693,-663,1523,201,-42,3777,1769,2785,1832,-1353,-2890,-1312,-2141,249,-554,-1383,-2795,5213,83,2891,4907,-4043,-2181,-685,3138,-921,1592,-2121,-5196,1038,-3825,-3100,-4701,-2573,1591,-443,3105,1940,-5359,2088,-2250,2936,4988,912,1048,-385,55,6061,2069,1192,193,3133,1770,3880,2606,1187,-3738,-1039,6531,1923
-567,-454,-3250,-3059,-3046,87,-1713,2917,1638,2060,427,-494,2756,-915,2259,3557,1823,1696,-627,-1771,-4902,790,-866,-2137,3090,2908,-3821,-5025,-1954,-2275,448,-1773,2002,-5910,3228,-4541,-5330,901,203,2864,-5945,-312,1611,-1749,30,-7678,-3435,1779,1942,-1111,1403,1853,2717,-1163,-1225,-1419,-1645,3245,-1111,1077,-149,-7027,1313,4476,188,-1786,-3869,-2303,-5255,403,-5662,311,-2921,1568,-3497,3995,-9,669,-4138,5581,434,1480,2163,-769,1470,4697,-5,-4833,5859,1772,-3239,-1208,428,3240,190,537,-2818,1281,-3066,-639,-1007,-3032,270,174,-573,-2738,-1527,4989,-1397,-3814,558,1044,-35,-541,2651,-397,1420,5839,3763,-1842,-952,-4412,3597,-642,1550,397,1509,728,-3244,-1263,3172,-2552,-527,8097,-139,134,79,249,-6562,-3360,-3697,-820,181,-2712,606,40,-845,505,633,-393,-1425,-5085,148,-1225,3724,-3814,1121,4077,3572,1257,1363,2642,-5723,-7671
4247,1270,524,-4340,4136,-716,-4444,-525,1786,-2341,-1808,6301,1242,39,4054,-4653,2569,860,-1251,1138,6775,1505,-685,1277,-3803,1664,-6393,-1484,2129,4537,-3166,5884,1078,-6420,-5008,574,2291,2638,-2386,8730,-3106,4403,1430,713,-1965,1548,-477,1160,2273,3178,-1992,13,886,3096,4278,759,-294,891,-474,2148,2583,-800,1958,1850,1783,2620,725,-870,-2770,-1125,1671,-6401,-841,-4662,-734,1659,146,3654,3118,110,394,2927,-792,-4243,1624,4011,-4196,7557,3250,-2345,-1184,-4027,9047,3635,2527,-3212,-3375,-3990,-1002,-5284,3691,-9451,1671,6604,-2156,5127,587,3857,1131,-3768,4306,-2618,-3892,5536,-4101,-116,-2078,-170,-927,1137,692,-3772,-1526,-3306,-3633,-1918,2525,1732,-920,448,-1871,2941,4906,-1456,2943,-729,-2404,5424,3403,2386,-345,-3009,4368,798,-5009,684,-1934,-4605,527,-716,1589,2769,-6339,-4369,-1613,558,-7417,-2961,-1409,-808,-1190,-2937,-1857,4917
-2167,-3659,-4319,2810,-2774,-2200,4300,2561,-4810,296,-4827,3987,2287,-336,3265,1434,1277,3470,2220,-366,-1232,4799,-2203,-2340,-7052,4143,1427,-2181,232,2050,938,1304,-2102,-1493,3362,1292,-577,822,5444,5266,-7031,-5471,-109,-1324,-87,-867,2982,-216,-3771,1638,-1545,-3291,-577,-5446,4582,4296,-3341,471,1507,2873,1344,-4893,-236,-922,2354,-3888,-6407,5425,4700,-1744,4742,663,1641,3731,-2406,-240,-1411,224,-695,2740,1919,4392,54,-2308,4013,3268,2097,-4487,-257,719,1709,-7381,-4951,2053,-7413,-1340,7755,5508,3763,-5558,1887,2545,3330,-539,2997,716,-4227,-594,-3696,3443,2374,5028,3791,-2838,4395,-5013,1086,-4026,5415,296,-389,-2380,1193,-9139,803,-186,5607,-1318,-3840,-3331,-4522,-3268,913,-1179,-1234,1308,-4845,1071,-1928,-2019,-5031,353,309,-8409,-3739,-1568,5011,-3358,1928,477,-1565,-4595,-2095,-1386,-3080,767,1719,-4177,-5196,2540,-4788,-5503,6048,-3108
-1401,1619,5005,1817,4257,-524,3523,-696,-2814,268,-1328,1497,-5572,2566,-4421,3344,1055,-2201,2016,-4236,1197,-5333,804,-1136,-3833,-603,1938,5885,-705,3725,310,1961,-4564,2181,-2277,3043,3278,-379,2049,-2375,1745,1239,193,-5280,-1825,3264,2235,-117,-2732,848,-2358,-2045,1162,236,4167,-123,-1913,-114,678,-1205,1947,-216,3597,-2088,-4040,2443,-6659,-2968,1020,-6060,7093,-3206,-3214,969,5273,-1560,2231,1441,-607,-6474,-59,1180,1951,-7099,-5753,130,2002,222,-3762,-1678,-5373,3100,1754,2003,-5352,204,1575,-2661,3837,-609,1907,924,-1799,2455,-5279,2396,-812,-7723,-1496,4447,2038,-6185,2812,-2231,-3919,4047,1917,-2652,-4609,5127,2223,-984,915,-574,-3993,2592,2581,2343,5092,-271,-1443,-849,2083,-5614,53,76,1453,-2551,564,890,6255,1762,3448,148,2561,-422,-3344,503,442,1784,597,2729,-3279,-1356,593,-1777,2149,-6393,301,909,-2600,1266,433,-3666
