-674,6848,-2564,2166,-5154,-285,1091,-3641,4191,1413,-5968,1110,-1562,3797,1666,-2299,-3503,696,2851,1939,-298,618,2071,-302,1962,2387,1026,66,-3438,637,-975,-408,164,-1148,-1321,-4181,1480,6344,-493,1357,-610,3755,-1170,395,2114,9,-3311,-3883,506,894,4150,4918,2389,-1872,-3826,-3399,-824,1407,3326,1678,1741,18,681,-1431,-417,3331,764,2297,-2812,3622,-3929,-193,2265,2984,-328,2861,-4966,-392,-3384,-5168,-1295,-2982,1621,4837,-1178,-2545,2214,879,-1836,2239,-434,1559,195,-23,705,3231,-2916,1747,450,1995,-1068,1812,-2571,78,-2286,2518,-1669,2182,-1494,-565,-2601,2549,-944,-1980,4944,-308,142,-2773,-1896,367,333,3714,161,-3960,-2537,-324,2588,1307,-1962,314,1795,-1831,-3597,-574,4441,2738,-426,-171,2890,-2114,-1448,2962,561,1780,847,313,-1505,2491
-1132,168,-940,237,-1886,3144,-818,-4368,-3097,1609,-853,-423,2586,1202,-248,615,-4593,-1913,424,1811,1035,2600,-39,-2376,32,1925,455,-212,3672,-406,678,155,-2536,2133,77,2811,-1460,1430,-689,-918,1246,1296,865,887,1083,-1473,549,-1062,-1895,-355,-947,353,-3075,1703,-1347,-4484,479,1193,1045,1848,225,21,-1710,-460,1486,2033,-2494,-3707,3057,963,-2169,3713,-2078,-1420,-224,-1829,-2147,-1248,-701,762,-1432,-3621,3062,5025,2432,-2390,-1761,-2193,-1139,235,-1576,-1805,2822,-1023,-1803,-104,1487,-947,398,1482,137,324,-1493,2109,1341,-2910,258,-754,2181,1228,2493,-5111,1729,3275,1669,1959,1019,-1191,-1814,-1538,4668,1355,639,767,92,-1464,-4637,293,1913,-1356,-3237,-3376,842,1560,-28,2342,903,-332,430,-1787,102,-3938,-1608,-65,-1074,-204,-287,-2077
1727,-1542,957,3576,1915,-4972,-358,-2593,1484,-594,1630,959,-2002,-3771,-847,-687,159,1097,688,-3457,-974,2686,1656,-332,-505,339,2424,-3618,1807,2614,-3607,-692,-1509,-144,2457,1874,563,-513,-1030,4490,804,-668,353,4628,-1588,-912,-2722,2844,-1923,-2272,-2635,-2464,-393,-2077,5019,-408,-1106,889,-143,4897,-530,-2980,-4716,-560,2768,-893,-633,50,-252,586,-904,-2487,-951,788,-230,2392,647,1375,-2102,1812,1410,1019,1840,-3175,2663,-2459,1328,243,-2946,-1223,1524,-3451,-401,-1417,513,1558,-4009,-784,-2163,-1525,-1372,-214,-2831,-1757,1568,1549,-2755,1946,5985,-1996,2488,-3717,-2007,-1224,2152,888,712,-3261,-1453,1925,927,-981,-3669,68,-682,3694,-2084,-4748,253,621,1725,-2109,2836,2690,4327,311,2407,515,679,1713,-2151,-994,-1403,4579,1267,88,827,-2511
2520,-2820,-2949,1753,1332,2192,2852,2387,-1370,2859,2439,4098,798,-3171,77,-2401,668,2531,2913,-575,-2270,1577,436,-1948,857,982,-1772,556,2104,-1827,687,680,-2159,-63,507,2642,-2671,-326,628,-1258,630,-341,-1050,1788,3819,786,628,998,650,-1880,877,-2398,-254,-617,131,2208,697,-723,-226,-374,1340,-2829,-769,-211,-189,650,-1129,-2000,1760,3171,1333,-1183,786,-1218,791,833,26,-3066,3034,352,1738,930,-1096,-2764,1120,165,1499,2706,-1352,-1952,-1504,-2598,855,1808,646,-3325,-642,753,818,-2413,1098,-3080,-2126,-1753,119,-1977,-2852,170,-545,365,-2019,-1883,-1739,1572,-999,2026,3632,816,-1500,131,-900,-2588,1199,-1914,-2578,1437,-1199,-1339,479,-1645,767,-2926,506,-2928,-244,-2137,3297,695,-1592,930,-602,320,-2070,-1797,-1496,542,-902,-1590
-3951,6212,1624,-1567,-2138,-1093,-2306,-2841,601,-1162,-4112,-5004,2570,3891,172,2960,-931,-3463,-4185,-1461,1806,541,-1638,4345,4657,-535,1771,847,-1172,2380,-335,-2074,4953,191,253,-2754,3433,-926,2145,-205,2685,1349,454,-3056,-3346,2107,-3067,-1159,1350,31,-1762,6452,-412,-657,-3563,-2666,-551,1504,1186,-2727,1489,-515,85,-579,-1957,2325,3006,4499,-2398,-2157,640,-121,1503,1897,516,-2437,-1012,1975,-2601,-3716,-1436,-2332,1822,4040,1487,798,1350,-2925,1651,-796,4556,3812,-185,-419,-711,-166,1585,-272,2225,1890,291,3421,199,-37,-1479,3838,1084,-626,-900,2671,-1316,5451,1111,-1355,300,-2000,-1807,-2802,-906,-523,2190,667,-115,1386,162,42,3800,810,-6015,660,-231,4248,2459,2457,237,4957,-34,264,-1300,-1353,-1275,3728,-1142,-3738,-1080,-2823,1206,4202
-1812,1813,1561,-5212,-1088,4949,-98,-1,-3162,1489,-850,-1077,1213,3751,-1933,2651,-718,-1383,-1906,3790,2146,-2237,-1382,647,1019,-2514,-1085,2457,-2804,-1471,2273,1463,857,-1339,-2725,-847,-1273,-2006,-197,-2568,4104,-3356,-1885,-2639,1465,-589,2996,-620,-641,3459,3468,4806,-1040,144,-2973,531,-1927,-1568,3033,-2913,3809,1756,276,-1786,-2010,509,-1955,-95,507,-2113,4302,1662,-1082,1554,-1120,-1763,-1944,-3117,-263,-1473,-921,-266,-2189,3094,-1830,286,-1948,-3710,4096,-308,-1261,112,-1202,4132,-151,2657,1638,4915,741,1140,-1029,161,2205,3266,-352,-1709,-968,-2238,-1545,721,456,-763,2347,-167,-2257,-1458,-2204,4630,539,-1746,-3283,1111,3650,920,-522,-4458,601,5652,2274,-360,-5643,3625,-5572,806,-2054,761,-1304,-408,1858,1125,3634,981,1148,-1273,-1296,2434,-504,-88
-1021,2471,1401,-113,-674,-1268,1513,2392,840,1814,-2124,-535,-1769,2470,1932,3467,1905,1067,408,2908,-808,942,1456,2439,5437,-1893,3227,282,-100,900,1348,529,534,-3755,2252,-2952,-466,-1786,1614,-1288,2100,-176,-3136,-3980,2198,561,-1963,-480,1244,707,2478,1759,900,579,-665,-987,1769,-2198,-385,-2137,3848,-1572,-296,-278,-1983,-1248,-42,-296,-171,-4094,1304,-981,-62,2875,-886,-619,-819,-188,-536,658,-1988,-273,2736,141,882,2076,-558,-363,3492,-1337,3236,-2003,-51,-1080,168,-390,-312,2863,131,1686,-242,1671,1922,743,205,857,-1802,-875,-2529,-4121,310,1187,-1234,-1260,-433,-2779,652,1269,-517,-3245,-1982,870,1214,-1292,1073,1523,1383,260,-3149,1455,-1114,2026,1154,242,-590,-1016,1934,-1254,365,-603,4750,3333,1831,-212,-2278,1251,-2282,-1148
263,820,-494,-2707,2059,-3045,-3418,-1467,-441,1027,-1634,-2710,-1883,2938,-678,1349,-2212,2013,-1312,-235,660,-1352,-1061,2853,1172,828,2379,1369,113,-1714,2662,-3479,2739,-2546,-1094,-1618,2301,-4091,216,391,-1475,277,1438,-197,-2575,-1285,-826,1748,6039,-425,-2021,-1655,-730,-2329,-3085,459,317,97,1961,-4130,1537,2342,769,-182,-1074,-1472,-573,230,-1114,-2976,2193,442,421,396,-2583,-1051,4421,-1014,-990,-4711,-3204,543,-1110,-1795,-475,656,-1359,-2176,-2551,4093,1129,-1053,3237,-420,-2024,1721,509,-150,1901,3748,3696,2077,-838,-3063,1576,2033,-194,-3282,-453,-1232,-2418,-2295,-1500,-1891,-951,651,-691,-145,-1854,-756,-2106,3600,18,1563,-312,1725,592,-694,-2967,-465,-2311,2072,1829,2710,940,2665,2006,-1392,-937,-2327,56,156,-449,-1550,-662,1124,-1984,3073
3529,-1544,-5121,1561,1935,-288,899,446,-2710,893,-170,109,-695,-1284,-806,-1821,-1690,-33,1730,-1507,-1292,-1527,3379,1806,-2997,2586,-1019,2875,3321,-2040,-341,-2137,-2106,-1975,-162,-2141,-1412,-1828,2257,-1728,-775,-4861,838,1788,-1824,930,-1893,3288,7370,-2933,-2854,-3488,-2877,-2701,-3467,2424,-2556,-533,2069,-410,-266,-1879,-1737,-3873,-2052,-810,-635,-329,-239,2251,2927,-1876,2146,2032,552,-2199,4014,-2067,849,-317,188,2043,-2979,-4144,860,534,844,1135,-809,2535,-164,-451,395,-801,-1174,-127,1046,-656,3853,2974,2626,-4325,-2735,-3813,-248,-3592,-3595,-67,99,2167,-2331,-1177,-109,-829,499,1745,3488,-412,-4975,-1788,-2715,415,-627,4052,1631,-2160,-1904,682,-690,-553,587,-510,692,-1755,748,357,-12,-1304,2628,168,-3671,-4284,-2871,-1831,1980,165,5,-403
-1472,-1582,-84,-1613,1957,-868,-2525,923,-1146,-986,-191,-1307,-1344,4762,-1666,2225,1050,-967,-4618,-1127,4325,-1042,-3834,3763,-876,-1289,932,1171,241,-3478,1842,319,3045,-1918,-351,-2478,60,-4573,1654,1465,-1981,-529,372,-1065,2102,-1866,-1079,3732,2325,4112,-1852,-1565,-1375,353,-2480,2294,-1536,-1614,-3586,-5335,387,4406,1815,3744,-2466,-267,-343,263,-3473,-4750,-679,2141,-11,-2605,3477,-1959,4727,444,1890,-1050,-2895,1098,1701,-3009,1883,772,-4470,-1028,-575,609,-1809,528,319,352,-555,-1511,-2388,-2221,53,-1281,5976,3240,1912,1790,4412,861,2909,-4102,-4281,-2446,3727,-3577,-2101,36,928,2297,-1053,-1389,443,-1901,-1151,992,-93,805,673,1942,1888,3179,-640,-58,-981,3641,4094,1742,89,-1496,-3620,-3167,-3305,-3558,1766,2298,-1679,-346,1483,6985,-910,-589
-360,3305,-2524,1395,306,1340,4322,702,1517,-1412,786,-28,-1704,156,598,649,592,-2307,790,1203,1467,470,981,3893,-1298,-476,-3813,1738,-416,3673,-638,1327,-91,785,-156,-3062,-1782,-644,4448,1330,2473,-3582,-3200,-1724,292,2543,-1446,-1442,2443,-1145,-697,1690,-284,-2571,802,1633,1053,-358,-1445,-1120,477,-1740,-1318,-1809,-2679,642,1772,1311,-1978,-2250,-299,-2847,1749,-322,-2770,710,-440,2393,1134,2000,-391,-1407,3603,725,1354,793,2007,302,3805,132,187,-1760,-776,-2294,707,-1095,-640,1052,3134,-1233,640,-1685,2072,208,-1815,-23,-1816,-746,-3685,1039,-414,1876,1887,-2677,-1107,-3548,3024,-666,-317,376,50,-3430,4634,-3889,3106,-1742,2024,1030,-1297,485,3168,-1152,1216,-1418,-3428,-241,-762,-829,-214,925,-1017,2722,-2935,-547,1723,139,-429,1553
-1151,673,256,-1907,509,1206,-1234,-1108,1562,-1708,54,-3966,-1245,1364,-645,753,-3171,-591,-3576,2067,1215,-2240,-2471,1695,-1050,648,-443,473,493,2359,2194,-1872,199,1375,-2385,1075,-349,-722,1178,1095,712,-1085,1877,189,-927,-2687,4626,-1221,1780,824,719,1613,179,-760,-2285,-379,593,-715,-3431,108,-1397,2714,1820,-1085,-94,-3799,-3055,-150,1647,-1888,-6,932,-577,2455,-3028,-3294,851,-3057,1819,2087,-162,-2415,842,2089,580,-1887,-5268,-3174,-442,1448,-3032,-690,1516,-2978,-2643,-333,1429,-1714,-296,3044,1572,1429,1095,2819,2973,2247,246,-371,2152,-900,-215,-492,460,405,-3087,1565,-2522,1876,-764,1841,1879,-52,4903,662,1339,-1325,2167,2315,-1313,1016,-1931,-1550,1146,5292,-1410,-663,-1940,584,171,-1846,2122,-1990,94,-275,148,1175,1293,1568
-4340,345,2018,-2380,37,1115,-2290,-492,-4660,-220,-2062,-1248,3642,2675,-1673,586,2053,-2390,-2270,542,-650,2992,-2325,608,664,-3217,17,-330,-2806,-2863,-2179,2689,1737,-993,-89,-946,832,-3110,-1518,-1519,240,1730,1540,-1221,2619,2287,2087,296,-3077,2784,-1273,-1634,-4445,3047,-2592,1822,-3848,1019,1571,-3560,493,3823,2073,2485,-2738,1660,-921,-1024,179,-1100,1145,2192,-1713,-484,3667,-1239,1026,1784,2333,-1547,968,737,784,-538,2255,1311,-1068,-2433,3325,-2099,778,2107,-1326,3599,-2087,2230,53,1381,1841,-662,978,1117,-477,1351,405,-689,500,-3608,265,1107,3814,861,610,2775,-1260,613,-2913,-140,2784,-291,-1074,1302,-1653,435,785,-504,-814,2808,-121,2526,103,4711,304,220,-243,1450,1058,54,-2717,-535,633,2083,1706,-1544,-33,3039,933,-2984
-1779,4271,-2443,446,-2156,-7,1692,-4366,-2178,-1358,-1203,-4792,-2940,3283,-1550,5191,-2631,-646,2242,4411,180,3051,3808,1058,2177,-2136,-818,529,2532,702,-3807,-1908,-900,-858,-1720,-1694,547,-1703,-152,2623,2718,551,3693,-1371,-529,-325,674,-703,1895,798,-1744,677,1792,-539,-1161,-2687,323,2178,2963,-1533,1054,2523,-1864,-1810,-1414,-2193,1146,-2042,1334,112,-2547,705,-932,-1084,-3386,539,-317,-647,-3284,756,-2435,-3940,2778,1725,2378,47,-1069,-2500,1049,2488,1042,-1936,-1025,-1242,-1402,2922,2689,2322,2494,3137,-953,938,-51,1263,-2825,-565,370,-2094,-114,-1134,987,-2111,2246,1033,3279,-112,2872,-3276,-2422,-1147,776,2452,1678,2084,1628,123,-2078,-117,-3324,-1169,148,-1270,648,3197,-462,4333,-576,-4903,2491,1157,1679,-758,365,-1554,-1521,-934,891,-112
1845,-224,-1382,1607,-1489,1105,1453,1600,586,2514,-1247,2113,-557,-563,1475,-876,1693,-1016,2551,82,-1898,-1441,2109,-1144,-458,1285,-3442,-1398,-1610,808,-500,896,-2533,-1024,1597,704,-2140,2115,-401,-1317,-499,-477,-2539,1457,687,2524,-3735,-1108,598,-875,817,-1018,-1382,1161,782,-22,-356,-344,481,2241,-614,-230,-311,-1184,1586,-444,-1139,1216,-766,1771,-3120,-785,2023,-35,851,39,454,-776,-267,1596,-1581,-1373,90,644,1742,717,1619,2297,-1639,-225,2120,-588,150,560,386,-2024,-783,1092,-1630,-2114,655,-2903,1157,1335,1395,-2109,-82,2865,479,-1605,-2190,-1068,2565,-964,2637,3415,-257,2135,-1509,-1047,950,53,2169,-1734,-1164,-2850,890,2430,2042,1352,53,-3218,-716,-2044,-360,302,-9,-2580,2482,-1009,1145,41,362,1411,59,2423,-3853,-1901
-1857,-2118,1962,894,1180,-814,-2401,-508,-1500,-575,91,-200,2654,-2029,2325,1344,303,-468,-570,-1175,-1214,4185,-853,-2233,472,-2168,1495,-430,1683,138,1131,1810,1182,-454,2804,2506,2397,-1409,-4476,-2004,-2913,2401,3348,13,1147,-1792,-411,-1352,-2425,151,-747,-770,-1709,1950,3128,-1075,1400,-716,516,-556,-2300,642,-758,2337,56,-606,926,140,47,2873,-2904,397,-4954,-1806,2671,-3074,-1447,2277,4581,1380,2524,-1186,873,-85,83,1986,1224,-1287,420,-1925,-1200,1816,-3004,684,-1603,-1600,884,352,-1033,-648,219,-131,-1945,527,-445,1205,736,33,327,5447,371,1392,-112,1638,-453,-683,225,-779,3313,-1184,1335,-1209,-3415,4246,1289,2424,-1679,-1046,1386,413,48,687,3826,-1861,12,-242,2440,2307,671,-1198,855,-2170,105,-318,-402,-1504,3350,-3273
-530,1684,1645,695,-2617,-489,983,48,-563,1735,-3803,-75,1651,3143,1065,2534,2292,-1286,3442,2373,-246,-499,2160,783,3754,-344,-136,-737,-1614,910,-332,4377,-482,-1627,144,-1261,-44,2872,-1538,267,-55,-453,222,-1375,-69,1090,-2408,-2740,-1632,1163,2340,1613,-930,1606,113,-3757,-923,33,3226,2649,1219,651,-2411,-986,-1823,1558,132,-1597,82,-1440,-2444,2812,646,133,2775,-775,-1570,1204,-1742,-513,-96,-1491,625,3987,1583,-1146,3096,3249,2052,1286,3208,-453,-1953,1248,1568,469,-2417,2028,-456,-1626,-2048,1354,-1704,-880,-479,-687,254,1685,-467,262,-3352,3138,801,-4335,1843,-2213,-1000,56,1481,-2041,462,358,-3221,2280,-49,-2344,315,105,3354,-524,902,-737,382,-1308,-1228,3200,2841,-1997,1583,-459,1655,1410,3695,987,-953,-874,1096,-1546
