2294,-4249,245,-6069,-5901,4561,-10136,314,1560,-5879,-2013,-315,5352,2690,-1735,-3475,12149,-2572,1870,-147,-7,-4050,-2285,-3690,1972,2769,2855,-12358,-5870,-3212,417,-3311,-510,3471,5794,-7545,4398,2066,-5624,-1998,-4233,2614,-3221,354,9615,8061,8919,7302,8460,-6933,1457,-229,3575,-2722,4475,748,400,-4660,-4779,-4059,3242,6803,6773,-61,-174,596,-1954,-976,-2894,-3551,3840,-2325,1720,5829,-2649,-3603,-7642,-3340,3412,530,5257,7337,-814,-6496,7044,5285,4655,-1830,5734,-2334,-3557,5682,-1613,2004,-976,-2339,-2137,-2357,-803,-8212,-856,269,9508,-33,-1042,-2692,-9530,-8476,250,-862,5583,764,2392,7158,-4168,-1043,-1391,-12555,-5760,-4486,5076,450,2017,2779,-292,-4176,-275,6062,2780,1648,113,2067,3866,307,-1899,4366,2960,1790,-2300,-3143,4707,-260,4769,1812,4447,-4490,-4717,1573,559,4020,6332,2098,7340,-3097,1880,3087,-1336,2382,-769,-5524,-5307,-3793,-4006,-2484,-5423,-2429,-85,-6707,1796,1497,-4854,4278,-4,-2611,143,-64,-749,-1255,3845,1972,-4125,-728
1234,1390,-710,6323,5883,-2709,1482,-427,-5524,7475,-3055,-1226,-294,-4797,4044,6260,-3312,-958,5069,6546,7243,-2830,-3152,3037,3359,-7337,4871,1061,-1354,1434,-4710,-3798,-4469,-8479,-1218,4500,-2229,-2136,3521,-1800,4951,3508,-1651,404,-7911,-3774,5053,-9546,-278,469,-3208,-33,1074,-1516,-12271,-2747,598,-2329,10837,5404,-6604,1838,-11507,3806,-7537,-2943,-986,3621,3946,4019,-653,5055,-7662,-3069,5388,1951,11678,2035,-4658,-1679,-5803,-862,4225,-2766,-2010,2819,117,-813,-2357,3594,7200,-4822,-1112,996,-4955,-3441,5415,-6300,-1415,3736,-1886,8636,-1513,-1367,6087,-1066,1481,-1231,-1074,-2483,5883,-1160,-1115,-1768,3708,829,-5443,7603,-4541,1894,-3166,-3062,-1957,2883,-308,1350,1177,-2390,-5134,-9000,10400,8453,-5672,3980,-1482,-7003,-2163,2295,2825,3539,6802,-3120,-2408,-7240,4957,1294,4087,867,-2041,2616,-2863,1346,-8151,-1054,13,-1786,-1447,-4118,5330,3710,-1010,7891,-3258,516,190,-3069,-1943,1455,-2392,2542,3466,830,-2114,-5878,818,-3847,2410,4313,-2139,1878,6977,-5683
-5681,5445,-813,-4353,733,1496,317,-1228,1386,-6659,-1948,6025,4139,2300,-1867,-983,2318,5234,1088,-140,-632,1307,-939,3347,734,5325,-1674,-1402,-904,1445,1585,2872,4056,4177,-676,3359,3787,5989,-1188,-3815,-7623,711,-2633,658,3602,4498,-3180,-804,6712,514,1507,-965,-457,3218,8253,-2289,5700,293,5996,452,1159,430,3873,-2014,4469,3193,9964,2182,-8011,-398,-20,5103,-2245,-4827,-1903,-2940,-4403,-1360,-3076,-3617,4880,-1662,-2665,3428,1140,-5379,-3141,-3517,4615,-4014,4656,-4964,-2789,-1006,8138,1037,2625,3248,2361,3920,-7815,-1595,3919,-2960,-1927,-6256,1046,76,3582,5921,-3490,2977,-2479,-3753,-1007,-1187,4258,-2682,-2878,185,-72,-1920,-541,-3003,-2904,1485,1260,-1691,4670,1929,-2817,4594,-4371,512,1502,-3410,-2557,-3314,-2051,143,1616,950,-11646,-689,-2468,1602,-274,-4434,-1997,480,937,-914,4363,1452,-2046,126,-2003,-54,5460,5376,6948,-11542,-1851,-5886,-3294,4123,-2395,-7975,7040,-4484,5309,-2899,469,1086,-5018,-4841,-97,-1767,-3244,-2591,1575,-5031
-3651,-3582,269,-5077,-6047,-1585,810,4575,9103,-13564,3971,6888,-6257,1237,5477,-1411,3161,6802,-3712,-3448,-4536,455,1857,-4523,-2404,5976,-294,-4147,-4525,6775,-1599,9217,4052,5141,2912,856,272,4936,-3320,-671,-1023,3780,4794,-1499,12114,3939,-910,2642,5435,-6221,2519,-896,-307,-1223,9337,4002,4214,77,-9089,-4588,7470,2268,12881,1819,8154,8045,-2181,2157,-10580,1991,1654,3284,-1723,6058,-10549,-2630,-9465,1725,8154,-7220,5065,-1102,-836,-363,-3091,-4024,2352,-970,5923,4875,-3016,-5608,-1384,-3818,8626,3324,-905,4724,5933,-646,-484,3915,962,-2124,270,-395,3509,-2601,4924,570,1361,6421,-3154,639,-6825,-4371,6283,-9466,153,-3345,5707,3574,-191,-3787,-6696,-247,-4417,9287,4499,-1659,1515,-818,-1661,-6089,7542,-1031,1429,822,-3765,-8474,-3146,7477,-2914,7406,2299,-1098,-3483,-5660,2201,1082,1339,1254,2005,5274,61,762,6999,603,875,-2339,73,-9064,1794,-2513,-1430,-67,9799,-7417,4176,-3826,-2377,-6171,-2278,4701,-975,-4864,-6111,-3966,-9839,-2854,969,2144
274,-6881,1686,2087,-3017,-4857,7596,-2132,3202,-4258,-3829,-1424,-329,-2686,-3287,-4451,-9729,11394,1012,-5657,3613,-312,8881,3264,-1642,-1971,-2773,2784,4638,-14534,8556,8964,-21,5016,874,3955,1762,107,-4130,8876,5622,-612,-612,3976,574,-3935,-3049,935,1583,357,-2874,-7899,8263,-1507,-2961,-75,-325,8273,-8637,5399,7300,-442,2363,-1532,-2158,-1983,765,-3616,574,2601,7042,4401,4413,4128,-4111,-958,2352,-519,7374,-4377,-5923,4306,350,232,1611,4379,2432,6590,149,11308,-8532,-4120,7526,-479,3925,4844,-3656,3431,-4821,1601,990,1613,1429,9051,-3503,7858,3936,1114,-2429,2371,-5362,-3253,-1685,-110,1840,-88,-6113,3344,7896,-389,-4112,-1220,-9509,-1202,-1845,1101,-4009,-5154,-4892,6230,-10492,-8634,7495,150,5920,1562,-1398,-4902,342,1430,-980,-118,3446,-2882,-560,1854,-6965,8567,-282,-6280,-3398,1930,477,-3493,5735,-9474,-3750,1183,-4750,3378,-9985,1177,-1343,-10507,4230,-4259,-4677,1267,-1385,-1665,-3170,4732,8940,-7351,5662,-2422,1565,-5324,280,-3934,-5131,6563
-7120,3274,-8688,349,741,-1053,-3538,1182,-5537,-625,3042,3784,-10251,5750,-6465,-6404,-264,483,255,7084,6225,-4491,-2294,-3332,2820,3386,-649,777,-2988,8737,-4228,10565,3665,9888,-3996,2996,-3496,1110,-7586,1426,-2161,6088,-962,152,3549,5230,-2709,-2350,3246,6734,-4927,-2291,-1123,-2464,796,1771,-4112,4510,-8541,3951,4581,-4050,5924,1549,2175,1873,1932,-9086,-7350,-4915,2712,-1222,2423,817,-2273,-1217,5989,5358,7942,-4922,-3681,-6516,2910,4111,-3663,-3435,2250,7172,116,2159,5589,-7364,-3993,4700,5479,-11292,-2941,-10584,-4948,-2973,1530,2624,-4427,-630,6058,6980,-5463,5557,3181,449,3870,-3273,-7289,729,-2069,2905,-2917,-948,5252,242,4838,-320,4765,1407,51,1595,-5419,-443,8086,-1665,4473,-613,4461,5597,4850,-2353,2053,2479,1975,-1117,-9322,8427,-5212,9914,1289,1006,-5393,5813,800,-5279,161,-5166,6192,7147,-4489,1533,8578,1053,1177,-2047,-3195,5655,4875,1985,-3640,-1170,8286,3275,968,7204,-50,-501,2969,958,-10897,-2934,-6186,-3080,-4103,-5043,-1460,-2503
-3319,1006,-2948,-2653,6336,-6819,-5533,8695,-2133,-3442,-1783,3279,-3998,11171,5955,-7138,6927,-189,-8214,-784,1693,-7103,-1452,-8893,-1443,3042,-1790,-996,-1210,1897,-1277,7133,-6680,2924,1991,-1162,-365,-2709,-4469,-148,2196,5153,1239,5322,8997,-717,10628,-3971,1580,-4522,-5944,4783,7462,-2938,-3911,3174,451,3141,-4276,-2679,2764,1283,1159,552,8108,1379,-6196,3811,-2024,258,412,3464,245,-5225,1063,-3484,5303,-3692,-2334,1992,10721,-1865,-1383,-6835,-9104,-1272,3461,-6591,-5632,-4264,4523,-5327,-9519,-3711,-6646,-1744,-1776,-3129,2467,-747,-364,2321,278,-63,-5090,1135,889,-2084,-5511,5075,-760,-6418,-10591,4782,4278,1099,3672,995,-7585,-6584,3992,807,-1893,8515,-1887,1193,-362,2372,2032,3114,6852,10333,1803,3395,1255,-2702,-3330,3604,-4668,-1773,-4378,10050,3109,8093,7007,-1568,8456,5567,1726,3968,-224,-7995,5064,4414,4271,1699,-1581,2827,3290,263,-1945,252,4247,3715,-9986,87,3160,-2868,-4953,3952,4495,-1178,-2166,6221,-4234,558,107,3432,-4582,3706,1917,-9058
8210,-1618,-8760,2304,-1291,-2964,-4265,4364,7133,3677,622,525,1420,9169,1859,4359,-1576,-6951,-5382,-5732,-2451,-4053,-2504,-1684,2671,9260,450,-6821,904,-5607,-3711,-481,-10125,2543,491,1367,-718,340,-1558,-5598,-878,-1585,949,8700,3472,252,4196,-6266,372,4071,-568,10619,3762,-1528,-7052,-4828,-12388,-2171,297,1913,3616,-7093,-1977,267,703,-3162,656,-2259,3575,-172,217,996,4516,5770,4024,4099,-1774,1613,4400,3826,633,5261,75,801,-26,-5415,-4814,1331,-5910,3672,5172,2875,-2820,5320,-1168,1090,-2025,1804,-5564,862,4620,2789,2202,3300,-3858,-790,-589,5373,492,4072,4039,6082,1836,9494,-3468,2774,-3821,-3057,2894,-6847,1933,-554,580,8770,3630,-6644,-1790,7131,538,2756,3437,-9284,-4577,2533,1984,-4584,-4175,412,3120,191,-6787,1542,1428,1292,-4868,-3247,3633,10446,1047,-1328,-2622,-917,-1864,-59,993,1488,-724,5287,-7368,-1520,-7929,5308,6462,4132,1564,6507,4467,-3841,-7349,-5027,-5857,3521,157,5558,-343,3129,-2945,-248,2090,1905,4065,-9780
807,1435,2489,-3507,5785,-3957,-4849,-3349,-100,870,2289,-2004,10843,-636,-2565,2199,557,3381,4298,-649,-737,-3403,-1805,2872,-3623,-3736,-162,5348,-1444,-3769,-4298,769,-296,2533,5082,-5024,-361,-9634,3445,3356,-5462,5139,236,709,8023,-2118,9886,9055,5051,-501,1284,489,-1086,1979,-4309,-1498,2994,-702,626,2335,-5112,7039,364,9465,1586,484,11382,8182,870,-4812,-351,-2703,3790,-10790,58,1104,7545,372,-9111,-3457,5332,-3739,-1187,8193,2833,2024,-6072,2989,2693,-534,5000,1034,-928,9812,-2302,9120,-4201,-1774,5855,-12111,-19,920,4146,5381,-8028,2401,-5443,-4454,-543,-878,1321,-2891,-5564,5612,2826,6624,-5931,6709,-3440,-5599,-7651,-2136,-3735,1438,-3282,-9918,3887,-14610,2433,1900,5738,1534,6463,-713,4622,606,-9851,-8365,5117,1248,-381,-515,1887,2519,1258,3723,-3478,4529,2167,8616,-2861,-2135,4255,882,-651,8511,-7556,-4882,6671,3647,1647,3271,-6596,1462,-6569,-1473,772,-1714,-5862,5463,10473,-3949,274,-3774,-4356,3488,-6450,-4422,4205,5277,-2901,681
-1912,-2677,-2129,6026,-5593,-6096,9259,-909,7149,-2587,3929,4715,-5517,3870,1045,734,-7859,5636,-1062,-1968,-350,-7194,8576,-1637,-2430,4769,-8360,5405,-218,-2554,198,6820,-4215,695,-4406,6264,-957,10271,575,5782,-9679,1816,21,10105,3808,-6255,-9202,-5453,-12580,9774,3748,278,3357,-5450,4142,-6398,-6572,7043,144,-715,7747,-9315,387,-7874,1291,-500,-2901,-5620,-2951,5275,-2246,3089,3831,1030,-1365,-5665,4104,4432,7406,-1426,-2678,-1999,2639,-149,-2591,-2980,2101,1715,4880,4677,2508,-5937,4284,-4177,588,4500,-1543,1596,744,6788,8242,4980,-2561,2533,-3865,-2537,2621,6199,1599,6807,-2419,6034,-2568,2040,-718,-537,10162,3066,5267,5813,2483,-4023,-3115,3232,-7406,4997,-6710,4368,282,-384,-1104,-3426,-3378,-2642,1977,-1990,3688,-18,-4936,-2257,-5503,5302,-8742,620,2134,-6536,-2116,-2374,-3194,-3248,1308,-3489,2909,-617,1762,-3488,5774,4576,-7259,48,-6167,-4336,12677,3421,1485,5918,-914,-671,5836,-7216,-4832,787,-6414,727,-3095,193,-911,-3625,-5447,-7373,4614,-2648
-3391,3764,-1777,-2096,-5593,5120,-835,-3460,-2941,5893,543,8902,4327,-922,-8390,-607,-3144,-5651,-4635,3204,7424,269,5212,2156,8311,1768,-5083,-2318,-1571,2968,3222,2090,3767,-1680,-4521,6810,1135,4084,-3373,3691,-3687,5547,385,-1896,949,5009,-743,-2437,-3095,6861,-6607,-7566,-1951,1704,5080,2776,-5596,2044,6652,6296,6020,-2622,-304,-2211,-3665,4162,735,2069,-812,-2557,-574,2873,7671,1596,68,-2189,-4937,56,-6427,-7805,-3256,-4842,7998,1063,2191,4588,-1195,2245,1427,-1003,-7079,5342,564,-4351,-398,-4722,8024,2598,2612,8286,-1579,-3026,4944,-961,-1789,5322,1744,4060,-789,-5213,-2404,2580,3051,-4055,7893,-6793,1603,-295,-1193,6212,-3532,-2998,1365,-1572,-4486,4600,-2570,-3084,-364,-7629,1633,1247,408,8836,-828,4969,-261,-362,-3555,686,3441,-1999,-7004,684,4514,-990,2189,-75,-530,954,-673,-4212,4261,-350,-8143,-1403,-3352,5074,2166,-4,372,-10487,-1699,1838,-5467,3743,-3217,-3940,-2875,3584,2771,3948,4281,-7462,-5264,5211,-1910,-2406,2097,-8919,-624,-1104
-305,4684,5646,-8213,1832,266,-2053,872,-1746,-1393,1725,-4468,6938,1305,-2001,4853,4857,1898,-2601,-2614,-7841,4710,-2460,4242,-3570,-1363,-183,-3834,288,2203,806,-4734,8143,-1348,-233,-1331,-202,-3376,3397,842,-2867,-2764,3278,-7586,272,4263,4285,4663,843,-2913,724,5520,-5151,807,-1121,5431,3178,-3291,3671,-8238,-363,5914,-1869,-795,351,2344,-1602,4317,6615,-4311,-4729,-8194,-2856,-1936,-5153,1436,-1839,-382,-4363,3194,8361,-2315,764,-5033,-3080,-1590,2226,4631,-1243,-1317,-5065,4600,-2883,921,-1614,854,-3387,3219,4063,-9779,-1156,-3013,4203,-242,-1844,2192,-3165,-7250,-4020,-8304,1204,6164,411,-4803,1776,1835,292,-72,-7732,3273,-9492,-3392,-1403,-2005,828,-4550,7039,-4019,1796,4320,-4231,-7350,-2467,-3548,-2184,2790,-5824,1001,3136,-25,4439,-2928,3148,1951,1668,4831,4308,-5166,3046,858,2935,4677,-1415,-1581,1331,620,-392,370,8399,3960,1474,-4544,-11290,-2435,-22,3765,-1113,1798,-9235,3309,5338,-2956,3005,312,2388,2727,-7256,-3835,6194,-2043,3502,1298
-1445,1203,1889,3335,1516,3810,-682,-9251,-5830,5755,-1557,-1995,3731,-7441,-2748,-1886,-286,-2211,4229,5361,4862,230,1831,1716,1946,-3837,-3105,5126,-1620,1608,-614,-2885,204,-4363,-3867,-332,1969,-3345,5367,1402,-1791,2398,-568,1174,-3027,-410,-2313,2759,-3753,-1301,-3657,-5093,-3154,1041,116,3505,3910,1442,1569,5225,-1851,-1856,694,2179,-1255,-1962,4168,2575,-425,-1490,14,-224,-567,-8544,7070,-6041,2969,1519,-10458,-989,-3658,-3573,-776,2748,3112,4703,-5270,-1499,921,-5017,-341,1581,2819,-914,-3873,889,4426,-464,6335,2491,290,-807,154,-1552,241,-2999,-1432,-764,2350,-202,-2414,-6964,-2376,-1856,3830,-3659,1961,4670,-1538,-220,-11,1495,2329,-1071,-1349,3358,-2244,-5852,-1065,-3231,86,5989,2934,3473,-84,2838,-178,-3119,-2593,5419,-540,-2061,-1353,-3275,-1677,2786,-959,-5462,-3003,-1072,-930,-3113,1090,-543,-2193,5078,-5518,-1322,529,-242,4899,357,-4925,3092,-2105,-3990,-8544,5929,1829,2223,4974,1348,839,-1987,-4974,2111,2992,1760,3658,1604,-909,2253
