-187,609,-580,-474,562,159,121,-40,17,-241,-526,-416,-486,-203,-296,103,-404,37,-212,-212,162,-28,66,383,-197,-328,542,119,152,19,-383,101,245,-425,358,-208,-48,184,-567,-201,-221,227,-186,-966,330,395
-766,58,-488,-309,403,-200,37,1233,59,120,-606,-444,666,621,-268,83,433,-284,493,-247,279,832,521,193,-117,-185,-194,192,-52,-228,81,-335,577,-418,-649,-176,-332,364,-60,-735,140,453,-477,-127,149,-3
-61,-283,522,294,-619,-313,-171,-633,-209,207,46,41,62,-177,223,-275,106,302,-514,269,-158,-486,-42,-459,325,277,-179,-72,518,-236,-107,-217,7,287,-57,712,-267,-359,-455,825,-334,335,566,146,-603,265
300,197,102,257,-10,489,23,-111,150,862,379,-364,-717,-618,419,1125,-645,-493,-805,253,323,-282,394,-117,-384,186,42,823,-329,320,-294,135,-521,-225,291,-354,925,51,-372,-8,254,-202,470,-447,-133,-188
-278,-110,-482,127,-122,144,-231,448,107,241,130,364,-311,-263,197,-288,116,17,333,447,-1037,182,-285,-114,341,-583,-161,-344,-24,-128,51,-50,411,520,438,624,134,-260,347,-1,-135,-342,-260,-13,448,212
-535,-89,-185,501,-269,26,-327,407,-68,301,257,-161,523,303,-417,-201,219,-445,741,584,-100,590,147,-159,379,-461,-65,149,113,513,113,654,-430,-230,93,77,42,185,23,136,270,-8,669,450,536,135
-29,762,-1081,147,-58,454,-640,72,-272,164,52,447,-930,17,-156,709,-121,-427,380,-387,-634,-151,-335,446,-150,-552,-67,-242,274,131,99,192,-211,-326,757,-363,564,576,86,-855,-871,423,-348,104,268,235
101,440,-440,-32,-17,-319,-258,-201,595,-343,361,-542,82,340,-831,-163,-690,440,-269,-219,374,-824,41,733,56,195,-61,26,368,305,283,74,600,-587,347,422,363,537,-308,-104,-736,-593,-695,-484,68,82
208,-110,22,-350,-333,375,-203,238,502,65,-277,-700,-394,-260,465,-59,-63,186,-670,-351,385,-472,37,-113,-259,374,649,1244,213,111,423,-311,204,-460,-318,-250,608,-29,-260,39,-605,388,-80,-139,-52,-894
-308,434,-443,-387,24,428,74,233,12,353,559,-156,196,-556,755,49,-503,447,157,72,529,368,-257,633,-562,-351,573,293,374,-51,290,-379,-196,-250,135,309,-140,143,187,257,530,-4,382,61,-461,153
194,113,-277,494,121,349,-166,-400,-75,326,273,637,-431,-65,164,409,-290,-649,256,-474,-311,182,405,-349,-175,-337,59,-324,205,-334,-157,659,-4,461,660,-315,-162,342,236,520,-582,317,-226,81,31,239
81,326,178,-166,242,-115,8,-607,-877,-146,-424,136,-12,387,-747,198,-121,52,106,326,-813,-314,-383,-702,345,-157,-406,-589,263,283,-409,110,-375,-98,240,-151,-416,110,-190,-462,140,-162,174,-150,139,101
-295,497,37,210,-233,96,-36,-93,-112,586,779,23,-135,-174,72,153,271,-232,248,59,315,-243,816,33,-94,-6,-737,-340,-221,245,-395,-597,196,-29,-397,-165,482,326,480,-3,81,-224,392,256,201,20
504,-654,220,174,-414,305,-572,-41,73,-217,-44,164,443,-110,311,-350,-160,208,-348,-52,-252,619,-204,-269,-282,259,311,335,-25,145,660,226,-338,-84,-75,296,-69,-104,296,160,-29,385,598,624,-347,-587
150,-147,86,418,-760,-44,-196,-552,361,-16,456,287,204,872,-32,-841,-290,974,103,35,-178,-23,-26,-885,630,269,-109,375,227,-121,391,-506,10,-97,-285,119,421,632,976,169,-692,-49,305,697,-414,130
143,392,438,-75,265,-314,9,-413,115,-441,-414,78,-96,696,-1089,-93,283,756,-377,-329,235,-407,192,340,-254,-123,25,-126,331,-421,432,-451,138,62,-359,-196,-221,-125,-56,-141,-71,-167,-648,-559,-318,629
657,-411,671,24,249,-244,621,-263,654,-921,-95,200,-565,-512,569,-192,-372,364,-660,-898,774,-567,-151,-274,-49,-21,-331,-56,-352,241,498,469,-960,55,-395,-220,392,58,-654,1075,-189,-56,-7,245,438,-23
221,70,277,-529,-31,277,28,-246,94,-655,-246,-173,-59,-30,300,-580,175,715,-231,-476,-113,-547,-291,144,135,233,381,383,-374,616,158,-553,246,298,-371,4,381,527,468,210,-318,336,-152,-281,-164,165
-275,324,71,-153,-10,-211,-50,5,-715,723,-271,-329,-213,80,224,943,-242,-284,-51,712,-59,-96,-312,-429,-270,-7,-551,-311,364,145,61,-560,-583,-459,464,-141,-347,-692,-412,-181,-435,397,406,126,-269,-536
0,-7,-49,-124,141,83,0,143,-9,2,-36,-21,-136,-103,99,-223,377,-102,327,-34,-1,121,-52,122,-137,321,297,304,-364,160,-11,53,-79,245,439,-158,185,-242,291,-64,-303,-205,-324,-384,53,-88
