3,91,268,357,64,478,-209,-203,-356,19,-86,-494,-341,-159,443,76,503,1,489,-704,-151,-381,433,-142,333,-222,-262,244,-240,275,871,-229,-80,814,-519,-146,250,255,-19,-23,117,91,-291,-429,-419,451,-304,3,272,-436,-392,-104,-163,112,300,725,366,-394,-76,612,353,-205,355,303
-167,-100,-646,-6,-356,319,11,-366,-482,547,434,-309,-1136,-988,703,-218,-340,-77,-137,-103,526,-775,108,562,320,202,-222,897,553,-181,-277,301,-30,-396,-380,-206,-282,-357,-173,365,167,782,77,-585,-283,231,-23,127,-93,354,283,-773,-545,-273,183,33,404,-19,-633,252,412,865,-366,197
-1390,1009,1285,887,19,63,-297,88,335,650,185,-272,735,64,-409,-272,-293,554,1136,517,633,581,442,-1296,-814,490,222,-261,89,-330,-62,70,-55,686,-268,-73,-570,-40,506,-328,-885,-131,3,-943,-503,-653,-278,303,-278,603,173,1181,1028,72,-60,410,476,-492,-253,-147,152,-215,2,-106
-397,-433,710,312,-177,-434,-695,-474,367,-390,-225,777,-226,-894,-1353,18,0,-235,-250,49,437,613,-399,378,-507,15,1159,54,-797,-885,339,230,193,196,-633,-300,-70,449,-201,630,-260,1142,-669,150,-479,-766,-1606,-508,-785,460,198,376,-14,-18,-69,354,-264,-133,-29,137,32,169,-86,-548
-377,-305,272,442,292,-923,-27,155,700,233,873,652,-774,-487,198,-926,-167,224,43,-148,601,540,-478,184,37,148,369,261,508,-274,-16,-413,-747,-418,76,-180,145,134,-145,379,5,-197,-758,-370,-452,-1015,57,121,753,-537,347,153,-530,-452,-323,-1021,-104,581,732,558,-369,979,1077,-37
828,283,-155,154,570,-49,871,391,89,-191,192,563,-293,-271,723,-246,-10,-68,-324,22,19,-324,-47,527,77,-31,-550,634,885,-69,-489,299,-350,-950,749,-17,-390,348,-177,-327,608,649,151,168,535,314,559,-505,-158,-604,-617,-231,-422,-27,268,225,-88,-250,-167,-78,149,-498,-350,280
169,280,476,-160,446,-855,-305,357,450,-714,177,429,431,29,-718,589,367,85,-794,-293,-1050,1117,-439,-308,-424,25,-360,151,-463,-534,-278,-268,-675,-557,-50,406,-511,535,-349,-403,284,-399,-730,245,-394,-128,-331,-334,-148,73,12,241,435,220,106,342,305,21,-339,-7,-343,490,46,-537
-590,-369,578,901,-172,-309,65,-1075,239,-261,191,-455,-647,78,-570,-206,-333,20,330,-462,-235,61,400,-288,-65,-132,-182,299,-515,-860,177,203,442,664,-777,572,678,283,205,-219,-427,181,-1458,-651,-372,-685,-239,372,-20,685,463,81,68,-425,-160,181,1043,-13,239,-278,348,-809,83,631
-273,258,-258,-925,-590,-283,-849,386,-608,477,242,241,662,-11,29,256,467,-10,-554,467,131,177,-48,-156,-286,-499,-216,-155,-756,-181,-183,-842,-273,-724,280,-262,-247,-402,-324,70,48,-394,667,538,-41,637,-69,-67,9,-128,41,-554,926,-601,808,-523,-354,457,349,111,18,225,112,-614
-78,331,79,-312,-113,307,114,45,97,133,-439,-159,491,466,-395,-33,-449,-227,579,-117,133,-637,-371,-227,-15,53,274,-403,67,108,-287,-644,324,25,449,-372,242,-445,27,423,744,-416,-322,-5,-290,178,216,-563,-394,36,-222,324,-128,707,-413,449,-368,45,-172,-122,209,-406,-530,204
403,355,-426,-64,415,146,-110,231,-524,-98,178,659,-504,-431,944,-507,421,-259,-383,-48,184,-304,-38,301,334,-368,-69,204,74,-56,-586,-163,279,-1,-316,-604,-568,67,-1047,59,-300,153,1066,73,94,655,166,-578,-21,-431,-689,-419,-167,-191,1085,-158,-251,312,-738,364,-235,302,-100,573
483,111,-639,-832,-174,508,-57,796,65,-262,-1091,104,788,958,-8,512,-331,131,-292,9,-632,-263,480,-69,39,-913,103,-676,304,534,-346,-94,-76,-4,98,-442,7,665,-14,-303,-238,-252,419,398,-363,443,-252,346,-181,-75,-665,284,696,869,-339,263,-362,-798,-1054,121,-54,-89,-290,-165
-26,236,-442,244,659,683,29,250,-151,459,621,414,-292,-334,530,-306,-204,-752,-134,104,110,-248,155,-535,207,19,124,-288,97,846,349,-4,680,89,167,-578,-133,278,-258,28,-322,-719,885,-219,-442,-391,385,97,195,268,171,-183,-806,86,62,55,-543,-937,-656,326,71,289,175,1011
334,935,110,272,541,102,287,1385,-91,1228,-89,400,811,110,564,-193,68,224,280,682,668,-418,19,152,531,19,54,-559,519,94,-773,-196,32,-840,624,-76,-725,210,-598,-439,455,-262,198,298,382,466,1001,-872,-201,-843,-1087,484,38,-216,636,481,-62,278,-346,236,530,-352,-741,-381
8,-92,-84,-37,146,257,-570,-14,-108,198,-140,-233,11,55,-219,220,124,-440,102,200,-148,-121,-325,-639,-159,-28,-182,-6,-45,674,174,-61,221,106,9,-614,403,-136,-117,426,-77,-747,-136,-165,127,472,51,43,485,101,-346,-439,-576,136,13,435,-149,492,122,240,64,705,155,500
-336,-240,-881,-47,-1319,639,-456,396,-336,825,-320,-23,-370,-973,479,-97,-401,302,-1013,653,167,326,-46,213,-677,-403,485,1039,72,759,-754,455,-218,-473,-314,-130,-438,336,335,1429,-88,224,-346,517,-410,309,-1010,-205,5,233,-93,-625,877,-788,774,-49,1266,-638,-21,430,-310,500,163,-487
-155,618,-315,-456,342,202,256,77,-353,240,13,145,-467,-113,236,316,-14,-484,768,23,376,-636,-133,-78,67,112,-670,405,444,426,358,768,621,-634,-54,-308,28,73,29,-317,265,96,690,-225,-162,803,-136,572,432,72,-311,124,80,913,233,258,-1176,211,-143,156,1046,483,-142,-237
27,970,673,67,1097,-543,-343,876,175,-255,475,466,88,751,-73,-614,-309,121,856,-594,137,226,306,-231,27,-170,-463,-611,54,78,-346,-875,-128,-134,424,-817,-468,218,-692,-809,-572,-897,-294,-159,-516,174,48,-601,13,-1147,-130,872,-82,689,-69,286,-463,-40,93,167,-387,109,-19,190
131,73,-288,8,45,-50,-49,45,211,410,-580,395,-638,-576,125,138,-351,-407,11,110,485,-536,-64,-133,-626,-175,-105,203,653,503,-827,134,59,-756,332,-364,113,-26,45,-195,-42,109,-692,-557,-909,221,-116,411,-125,-23,247,-129,-930,544,744,248,-722,213,-413,976,229,470,-26,323
-221,670,481,-549,-99,-1463,601,-556,498,-287,247,676,-52,10,-308,-64,-469,162,-32,-361,-367,688,-706,249,-903,1198,-325,13,365,-567,-737,557,-332,-658,-315,541,-199,192,-46,-293,502,-104,-343,712,-357,-298,215,-257,71,723,329,628,186,244,33,235,82,872,-542,-1061,348,83,-45,-29
-108,582,-157,164,142,-214,314,-315,-139,-69,702,10,218,131,-445,575,110,25,80,407,-684,693,-344,-374,82,-57,103,295,279,-617,-993,661,-174,-380,345,-241,-520,790,-255,-589,-130,489,302,692,-113,82,135,82,170,727,-204,-140,-877,-473,44,-89,34,-495,-175,-221,-333,13,171,-326
-469,-245,1066,1035,309,477,-439,622,42,482,-136,-259,-173,-300,-757,-22,-216,243,282,370,1068,-110,1071,521,-255,339,408,-662,-1004,-657,972,-538,845,172,-138,80,-191,-231,270,644,338,628,-818,-928,84,-814,-765,-15,-294,-623,-240,289,399,-415,-974,29,748,-115,346,-150,779,-651,-883,940
236,-567,378,238,4,98,-350,-117,-346,106,-950,-653,-332,-473,-934,564,-272,31,234,220,973,-157,363,746,-473,-70,102,-326,-185,-786,-648,430,62,-110,-408,370,236,-553,763,734,305,830,-711,-775,405,38,-740,139,-854,464,-123,-731,-795,404,-206,541,116,223,17,-321,-26,-293,-834,-157
-798,-50,-350,-156,-853,730,-882,93,235,-78,-346,-257,-21,219,-525,197,-591,285,70,241,-119,-768,389,-944,-78,-589,352,167,22,351,-273,-322,277,716,52,-515,-891,363,570,281,-982,154,-300,316,-746,301,-1163,-56,-295,449,303,83,357,-99,-218,-692,701,-477,-238,236,280,826,427,-176
-240,597,424,217,251,186,-672,354,-716,555,-12,77,390,-329,219,-73,917,550,99,418,683,58,536,-254,-46,81,934,-461,-98,-315,-194,-168,-302,235,257,-523,-726,-189,-189,-328,-763,-255,588,-358,-721,122,-50,-456,-650,-10,-478,70,693,-73,487,835,272,-399,-78,329,-550,-139,692,-220
109,-287,-520,-460,-165,256,-18,339,323,-159,160,10,341,7,-287,-180,352,157,-352,-66,79,-229,-504,135,-444,-369,414,127,-463,-311,-81,-1043,203,-330,641,-255,-31,-157,66,286,805,-415,-211,241,90,55,177,-713,7,719,101,-560,-180,-31,-621,-1128,-400,-104,123,666,-238,-81,235,-810
134,-189,-1044,-113,-891,205,393,-348,-250,997,49,170,151,-165,683,11,455,-151,-582,1119,-603,-100,-292,351,-398,225,19,1097,563,729,-186,932,137,-647,683,410,-173,476,19,-107,256,-769,316,161,-373,696,62,303,674,107,-248,-255,-59,-1010,152,-435,666,-148,377,-551,106,252,683,-6
608,-8,188,-614,-132,-152,-61,-325,-720,325,-1062,114,703,-63,-74,775,963,-139,373,-276,173,-685,445,528,-98,-39,-272,-1049,-391,-186,1063,-140,866,-443,-88,443,760,399,-307,-416,495,-204,778,249,873,403,113,-593,-775,-113,-439,-491,527,79,698,775,-705,343,-197,-506,64,-652,-489,-186
-135,16,135,61,-518,68,217,-577,-52,-302,154,466,-428,-409,607,-299,308,592,-680,-254,-35,-200,287,197,-558,-679,-485,740,4,-117,208,-255,-96,-444,-464,-401,-173,551,-170,480,73,152,-257,41,202,-176,-163,-370,60,130,-9,-485,932,-185,212,-319,286,-16,333,116,505,-199,-172,530
126,-191,350,146,723,132,394,-297,1338,-1356,-303,370,-304,449,-399,-388,-41,-316,78,-1022,-756,-782,-446,173,86,625,-856,917,273,-143,1638,-407,780,543,-584,81,-127,-11,-503,113,540,-384,-110,-173,570,-40,112,-95,399,38,13,49,259,653,-282,-163,-423,177,-266,-147,774,740,-343,1099
-440,-80,2,838,182,-255,410,386,950,-141,928,454,-477,-196,158,-619,-516,379,-42,-534,-281,236,421,696,905,246,-173,531,641,-826,437,-94,-92,-358,441,576,-556,1201,-413,-260,-754,324,-488,422,241,-1044,-141,405,217,-79,526,951,492,-529,-37,-872,877,-1408,-54,80,-746,814,1087,-106
-72,69,54,-852,-268,-191,-396,-454,-299,-381,-229,-198,-457,431,-32,460,-387,777,-439,173,-132,-420,166,-487,171,-67,-942,615,65,45,-287,-403,-102,-308,-111,-552,-195,-78,-21,47,809,163,367,-645,-833,313,363,-506,-45,-79,642,-651,-685,-789,-52,282,-156,311,-19,-303,524,671,114,340
650,155,29,136,343,-328,198,-299,-505,-141,-374,-271,-198,443,524,-435,-18,-267,655,-604,-277,-638,217,57,-32,-72,-497,227,946,-61,-577,363,-243,641,317,-34,631,640,-272,-777,-565,194,240,-524,118,737,181,-418,-363,116,-293,283,166,753,-502,773,426,271,-288,-593,-657,-616,-382,254
2,-336,-18,419,199,-202,-75,-332,283,29,-219,-234,-224,-166,-784,502,-179,-478,329,162,123,-330,-161,-228,277,435,-305,399,617,-196,275,629,154,257,514,261,474,689,77,-86,-139,557,-425,-316,-222,-2,-516,165,15,280,-658,31,-438,36,42,-39,28,-163,-374,-356,-465,106,111,332
-34,-186,-136,342,476,248,-401,608,-62,-1,362,-265,-535,0,258,-586,-500,-401,-533,-203,98,-152,-125,-728,127,39,128,-470,56,364,-722,54,-341,190,-130,-503,-528,-693,-852,204,-452,59,-561,-455,212,-410,59,464,43,-476,-133,-543,341,-274,-173,-206,428,402,-568,294,-399,337,-45,1094
822,-628,-425,78,285,231,-365,626,-68,-488,86,320,66,-541,-223,-110,467,87,-1446,-13,224,239,710,1097,-207,-1032,-29,-176,-1139,-610,82,-443,-26,-768,-125,-403,-601,-135,-698,258,372,-238,-83,-107,-152,355,-501,-823,-728,107,-671,-394,-648,-335,-597,106,274,-114,-474,-8,-460,203,-583,33
-303,-259,224,410,-93,105,-378,205,368,-250,-465,-575,-558,-286,-796,464,-742,163,152,-326,393,-170,613,309,-95,262,29,361,19,-1021,-109,-569,363,382,-323,393,-561,206,592,130,-692,1122,-1005,-462,-164,366,-1152,197,-604,438,387,461,267,507,172,-446,757,-361,-690,139,524,-467,-249,-73
-51,-274,205,-79,117,-299,-402,-84,-290,-359,184,-68,-401,433,-262,-36,-421,140,-18,249,-205,217,358,243,275,111,154,-356,-228,-566,-411,-87,162,460,153,-45,47,212,-126,-292,-194,725,226,169,80,27,-331,295,247,-1,381,-180,-322,-318,-854,-336,-39,157,198,-664,-364,401,11,293
154,361,-175,-478,292,49,-194,622,699,-602,-224,393,250,-24,-328,297,-116,-46,-148,267,-316,77,-397,-791,-792,-75,344,305,984,757,214,-540,-738,-85,411,-265,-389,-288,682,64,809,66,-495,500,-411,393,-434,-265,115,5,-300,-212,-534,481,-202,-206,-197,-225,-1266,-120,18,777,-80,217
-98,-298,-460,-297,38,252,-345,-84,-7,211,-547,14,-715,-340,75,-20,-168,-69,-189,-336,-281,-518,-384,-276,125,-74,487,314,297,-48,151,-198,96,196,-661,-444,259,-545,128,59,302,-302,235,-477,-1136,-154,88,-284,-310,842,647,-641,-512,80,446,316,136,294,-640,87,79,499,601,105
-297,-8,-254,-315,-198,-143,84,232,598,-474,-144,-350,-538,114,-53,557,-735,712,21,-141,333,2,456,-571,343,-381,-360,151,476,-12,-483,-104,-624,-122,-56,-272,-115,-708,1034,-91,180,846,-184,402,-489,-158,-590,198,152,207,245,142,-926,-193,208,-531,218,-48,-283,235,180,668,364,-289
-208,-174,-165,-604,226,-697,750,-291,506,-793,476,225,-703,847,47,-423,-1807,-18,-301,-279,-123,-164,641,-337,1257,826,-67,-626,-163,-594,-564,820,502,-149,-471,177,673,-307,587,-544,703,507,374,738,-589,-251,-243,724,230,372,882,828,-752,-87,-1116,-212,59,319,88,-1154,40,-74,295,587
-420,605,229,42,53,-527,190,218,-472,461,523,-471,151,116,412,118,596,446,594,365,67,27,113,-127,-83,385,-594,91,786,-593,-603,502,-846,-235,761,778,66,-324,-206,-704,-122,257,72,-190,774,218,462,633,550,-202,-240,-52,897,-689,-100,-508,184,664,88,-764,-561,294,224,-325
-426,371,-101,-291,22,41,-109,380,-646,275,-51,-243,-18,263,2,-210,-747,45,-502,353,138,985,-348,-57,350,430,515,695,-153,-1220,-1226,559,201,-266,-554,-653,-610,-43,-298,263,-379,10,431,-146,-700,402,-111,1018,-352,566,-248,730,553,432,-171,105,250,-14,363,-598,-270,-71,-243,-665
423,-381,-792,-879,-338,138,-13,329,-102,453,-585,111,282,-102,211,680,-148,-882,-15,-376,-387,-620,112,-2,3,-48,-225,-498,-141,408,594,-368,928,-823,59,153,558,245,-29,-274,143,-41,966,747,-8,207,249,264,-139,244,700,-476,-83,298,260,3,-500,-367,60,214,-224,-77,35,-55
112,-240,-749,-14,264,654,-548,518,-231,651,-645,240,-364,29,-23,-115,-44,-984,342,-192,-696,-665,-241,-251,-428,-1362,-95,131,-305,246,-37,-424,588,269,-540,6,29,550,-508,-299,-10,-195,-241,-823,-886,223,258,384,-43,479,377,-696,7,-304,759,-31,-185,-3,-744,427,439,84,90,-209
-303,125,98,-354,-535,69,115,-660,-361,-488,-70,-140,-383,362,480,-942,-656,852,397,-556,385,115,473,690,464,-476,27,357,110,-291,235,-88,-220,616,-1323,-321,387,-280,272,359,-366,220,171,91,-115,552,-411,166,-557,328,364,593,426,182,-186,74,42,-231,81,-421,-266,-347,551,-608
16,-67,148,-310,65,-312,-514,94,-375,126,-96,250,314,203,49,354,901,367,-591,548,169,353,121,99,182,-388,259,-407,-511,-90,28,-519,-193,370,30,-168,236,-318,-186,77,-220,-154,415,8,-318,31,85,225,42,-133,-86,-87,-77,-557,-5,-6,-688,420,11,58,-8,-176,-95,-342
-403,62,113,192,-375,-22,235,-450,-88,307,221,543,-390,-1016,222,-83,469,-92,-257,219,389,367,-385,403,-790,495,477,519,232,234,217,1040,-303,-375,-306,476,-563,384,475,1019,154,280,15,222,227,-326,-470,543,995,14,525,-428,487,-95,339,-26,-357,-322,-2,-61,325,140,165,154
-36,-191,-199,179,223,-33,96,158,481,194,-724,-31,-586,292,-164,66,-141,62,354,-144,-282,-945,-272,-16,362,220,245,411,901,-355,-257,-139,336,195,430,363,194,173,188,-272,-55,-65,-816,-658,-240,49,80,-90,6,319,4,-100,60,-367,249,-282,422,377,-176,126,563,345,653,428
-32,-115,177,196,-13,-245,8,225,548,-192,303,324,383,432,493,-551,-57,16,-314,253,376,-137,837,-631,-13,-673,-649,-482,-411,347,136,-227,-173,-46,315,-156,-1,-281,-339,-413,1,-274,-3,-171,218,-430,299,462,222,-204,-354,469,-318,-834,-430,-424,-25,260,472,231,224,-224,-456,264
-207,-102,212,42,-225,-401,-238,517,182,325,153,-146,438,265,-111,-592,-398,781,-173,531,232,513,309,537,-310,347,596,-313,525,-500,-92,-630,-279,-188,35,-273,398,-242,-616,56,-42,281,-294,125,346,-296,-275,200,-278,406,66,532,787,-137,-1245,-449,384,322,-138,-358,-640,197,312,-251
-100,264,95,-240,-5,-96,-263,185,-252,188,-360,268,-22,-210,-65,172,5,3,-205,6,214,207,11,23,-180,160,354,16,46,103,-223,370,-80,-159,-164,-4,-108,74,85,346,-621,-284,7,-132,-356,134,-316,262,-428,320,141,-82,376,550,37,416,-80,-163,-151,64,326,-283,10,-651
0,3,0,0,0,0,3,0,0,0,3,0,3,3,6,-3,3,0,3,0,0,0,0,-3,0,-3,-3,-1,2,6,-1,-8,-28,-68,59,35,1,21,22,0,24,-61,-121,47,6,76,99,-57,170,-111,5,-85,59,-68,-66,-13,36,-195,-181,-197,-174,-18,231,-105
