521,2386,-2491,1322,-3644,-3593,1901,-1505,2622,-3234,1581,6158,81,-1305,841,2667,-1706,256,-3,-3477,-3810,-1709,-3460,-5926,-116,171,2075,506,3406,-1114,1386,-3387,1173,1767,850,-116,1634,1620,2301,-2341,-521,-113,3064,1538,817,-2906,511,-1010,-3794,319,-550,-1163,3430,1893,-104,-280,-3604,1550,-1868,1927,-2124,863,282,1115,-3590,-727,1287,1767,-232,1372,-993,684,5481,2482,4393,1195,2344,-438,-282,555,225,-947,4986,155,1444,3176,-751,-3901,-3558,4950,-2235,-1945,546,-2086,-2654,3560,-1689,-2823,-468,2766,-1280,2358,5162,-2354,-3059,4185,-3944,1320,2082,-1842,-1690,-500,-274,3999,-46,-1566,2140,118,61,-1613,-208,-1520,4134,3890,1690,3636,-7205,-33,933,-4387,-2753,-727,-2295,17,2813,-421,1372,3479,1221,-1677,-1651,-3112,3213,2354,187,128
570,-2928,952,2775,232,3287,1752,-669,2980,295,732,-1481,-1325,-322,-1143,914,830,1093,-1370,-134,733,-1909,280,-2525,367,789,-340,668,536,86,-556,-2211,-1864,1784,3790,5287,1422,-476,147,-2665,466,-3476,-3543,-408,2639,-3080,-628,-2829,-838,-2483,3538,53,-1822,1125,-1297,2188,-2642,5323,-4619,1674,-2818,-14,-2262,-548,1537,1939,-5171,1718,2622,310,-3861,-1640,62,709,-1345,1504,3173,-3485,2392,-2997,3009,-5060,-579,1586,2269,214,-1420,480,-1217,2934,-541,-238,4364,1781,2133,1510,309,752,869,1398,-2497,-403,-1467,1029,246,-3647,-807,44,1926,3331,-1229,293,6556,390,252,801,-396,2127,-641,-2872,2338,255,-1330,-4404,230,1250,2227,-339,-200,-778,-1054,-3932,986,-1809,2226,-5391,-3331,646,203,-1963,2206,4755,-233,904,-2098,-1157
-4418,-1926,683,-6297,-5568,3441,3305,-1139,760,-4576,1981,409,-4288,-3277,381,-4445,-6801,5879,-4263,3093,3063,-498,-3232,-2760,2269,679,4860,-2414,3376,-1347,-6617,-3998,2307,910,-4503,-1040,1539,538,-2591,-359,-3291,-4659,2295,-1300,-36,-4138,-2699,-3225,2785,2479,-478,1850,2917,3149,1388,386,-3412,5437,3649,2542,-3792,-143,-2423,-1750,-4804,551,2081,-1535,1377,-3283,-6622,-4408,3980,-2716,-2184,2268,-720,6514,549,3813,2255,4438,7731,-146,-2660,4002,-2780,826,-3412,4334,2620,1391,1347,3185,-3141,-1545,465,-3934,4027,-2827,-2568,628,1791,-2243,-5046,4177,220,4747,801,-1677,-87,-2149,3082,4622,3313,1648,-2968,2636,1511,-1019,-4262,-5320,2642,-3760,-1515,-928,-1626,1141,807,-162,264,4790,1574,-3713,-416,759,-3527,-2140,-296,-853,-2374,3415,1570,-1686,3101,-70
-1742,966,-2988,3928,-3439,-1297,4476,1613,1412,-1959,2096,-2245,1402,-2820,-1392,-1689,-177,-377,-583,-1428,-3388,-8,-2281,612,-1840,2379,2752,3715,-4416,5050,-144,229,-2211,-765,786,2272,-2414,2552,991,4995,-1356,-455,-2732,2475,661,4430,1554,-5471,-804,3992,-1115,1936,-2827,-742,2350,2853,1607,-1054,360,1504,-1350,-887,4555,33,-600,-2058,-838,-639,-3746,84,454,-1109,253,-558,39,-224,-3927,1851,-427,-2705,-1752,3813,4295,3070,4420,2632,1452,6065,-176,2648,-3815,6506,-3387,-838,5267,-2105,-3969,603,1506,-2535,-1928,-2536,4481,-1653,458,266,-929,-1377,-1098,-1938,2593,2925,1810,-718,-1652,41,-876,1737,-102,5379,4662,-1384,-619,-821,1973,1499,-5169,1555,-214,-1445,528,216,-3342,1317,22,-1262,81,-2629,1803,-2472,906,3379,1806,-5092,2250,3196
2278,359,2511,6256,-1662,-1180,85,443,3725,-294,6758,-1354,2379,-2991,-2220,1472,936,-3603,-1229,-763,-244,-1336,743,1688,-1873,5352,1645,1111,-1623,1139,523,-2365,-2730,2071,580,-674,502,168,687,-2408,597,-2853,-1291,2141,-3614,4168,4440,-1759,1228,-4027,-288,1258,709,-1341,3231,3144,-1365,510,931,-5374,-1234,-468,3388,446,1048,-2851,751,4820,1860,3562,-1157,-3604,3631,-4021,-1425,-850,275,803,-783,-901,1096,-976,-665,1664,833,1105,882,5338,-320,1351,-5222,3100,3623,-1804,413,1091,438,420,1890,-372,-1441,-3469,27,-1885,-2780,-311,-872,191,-3070,1440,1900,-370,-986,355,-2888,-4412,2146,-981,-1324,-2153,-764,64,-791,445,3313,535,-2380,3200,1370,-1626,-462,-2926,-2809,308,-1709,699,-3572,1807,4620,-3454,4267,3585,-1518,1795,-748,-1007
2179,3833,329,-4734,2069,2014,-1755,2390,-1924,4314,-3284,2073,792,6988,-210,-2442,829,1408,2493,-371,-537,-932,167,-2124,-3365,-1763,-3,-6638,-3077,1102,3446,-1469,23,1520,-1219,-1317,723,-817,-2775,134,333,3581,1292,-304,1106,-2318,-2028,2400,3385,-664,-4586,-4732,3428,4354,-2654,1030,-2086,1229,-364,3382,2965,896,1185,2495,4170,-982,-620,-132,3036,-5341,2764,2889,-4430,-2879,1333,788,3949,-524,-781,424,-583,1287,3027,-2838,-1684,-59,4,-5641,1616,-3814,3222,-3681,4022,773,-3177,-5414,1736,-1452,-1990,-808,-174,4532,-1275,242,-4772,-114,3070,1921,4656,-2827,512,-3549,-1193,-528,4571,828,-3825,1171,-379,472,384,449,1211,-1613,-3953,-2989,2174,-1461,5293,732,7478,867,3035,736,1035,3199,-408,-996,-2129,62,-1398,-3450,-387,147,956,4169
-681,-353,-382,-1400,1317,-1473,-75,1402,-1756,293,-92,3762,1338,3037,-2953,-88,1569,629,3061,-2270,-438,962,-3244,-101,-789,-939,-2183,122,454,171,3088,-1256,-2390,1060,397,396,510,-2610,663,-1173,931,4820,2280,-827,852,425,-1545,2808,465,1024,-1378,43,2683,-778,-1175,-3559,2579,984,1785,2272,1560,3396,-1875,1285,1483,240,-643,2570,2334,944,1419,1796,1589,2230,2352,-1715,2518,-2316,-221,1919,-3340,-622,659,1372,-1291,1026,2529,-4642,1615,-2645,1537,-1921,772,836,-1044,869,1030,1347,1171,858,-738,1814,-1759,-2738,1253,3951,1692,3388,5316,-2276,-200,-838,-823,482,717,1679,1401,-1065,3271,818,2160,1038,2955,-456,-1336,-2964,-22,-1084,-529,-142,2930,-2526,-1982,949,17,1159,4285,2347,-1291,4747,-1107,-2780,1091,1164,-860,-1430
994,4669,814,-2396,-1218,1229,-3920,371,1110,921,607,893,570,922,3283,-3280,-553,-2371,2395,954,-4627,-4543,-3888,-2264,-1883,-365,3460,-579,-170,1061,-662,-659,-725,3204,694,-4368,-26,4342,807,-191,1647,2263,-151,1896,-3127,-146,1439,2230,3263,-323,-2305,-1132,1754,1245,-2855,3030,1107,45,257,2794,-510,-2251,1961,2658,-2049,-3421,733,-832,1124,-2271,-2479,-137,-631,-4114,2751,12,2284,525,-2644,1304,-1731,-2715,2774,-1782,1254,1232,-1947,-1792,724,3007,-287,-2813,42,-2918,-3979,348,322,-2241,-4692,1701,495,2875,2438,407,-1606,2830,-2152,-108,1945,-1498,-1848,187,-2874,-1909,1929,2355,-1587,-955,2198,-3054,-2386,-11,2721,3596,385,1815,465,-1635,274,-3353,2173,-870,-892,773,2328,-309,1579,1131,1759,-984,-2293,-4189,818,1120,966,-121
3082,-2189,1134,1866,3341,2408,-3477,853,1311,1802,-1009,60,-4904,1762,415,488,3186,-2844,161,5124,566,-2891,4260,1538,-3471,1882,-823,-927,-1458,753,3207,4587,1736,1911,3710,37,-978,3815,409,-1228,-301,-343,1424,1752,3763,-4377,54,3080,3744,-6335,2673,-1397,-1290,-705,-689,-1005,-1050,-1645,-6764,772,-863,717,-2363,-783,936,-320,-1543,-2380,1145,74,-2,-232,-1715,-5406,-1161,1577,-364,-2715,-477,-229,4756,-2681,-6058,-6060,5157,-4730,-1497,1945,-846,-1915,4147,-3745,835,781,1876,3194,-260,-1549,-1973,-743,3227,1815,664,3167,-2478,-4053,98,-1747,-4355,3271,1926,2167,3272,-2767,-359,-3137,144,-1551,-4989,-2673,-136,-361,2360,1130,-1784,3722,2499,-3350,-209,-1415,-335,-3860,4296,-2145,-185,-4479,-5813,2453,604,-4064,2545,-1367,-3449,-411,-426,-2742
1405,3501,-474,-3761,-21,-445,297,-1424,-2925,-2007,-3110,2441,-337,2145,1387,-1082,-3374,2899,-2987,-964,541,1139,1477,-627,2671,-1322,2481,-1673,443,-1753,-2046,4799,1091,-646,732,-702,-2251,-345,-2807,-767,-1610,775,1261,1829,1018,-2293,1062,-644,-1343,525,-924,-533,2641,4962,405,403,38,-1284,4606,-75,2934,-1840,3006,-6704,-1000,736,4462,-1439,-3668,-4111,863,735,-842,-346,531,-2150,-470,2951,-2058,650,32,3719,6146,-241,-1561,629,-3064,-1714,1435,807,-1163,-2254,-2597,93,-2791,-313,-1921,-4771,1796,1328,-702,2602,85,157,-1475,754,1108,-18,-3468,-2206,1590,-2501,-2710,-24,-957,1632,-914,4640,-857,1932,-6023,273,-969,4852,2825,1031,-6,-1055,-678,970,518,5126,3701,-239,-5246,1105,-2931,-2828,1831,475,-906,-746,1119,2961,1364,4484
1581,-3473,-2602,3931,1469,-2449,833,1266,423,-1674,-540,1464,-5221,-2191,-6171,1661,2557,-890,-963,2946,1838,2331,3038,3819,-1976,523,224,-1942,-1308,1872,1188,4580,319,-2025,4638,3932,-2166,644,747,3195,-279,-4752,1805,-655,2501,-4188,-3642,-5687,-2531,-1216,2477,-2644,329,-1261,168,-2663,-172,-474,-3195,-2803,-770,393,-1048,-1830,1657,2512,-1232,-229,-1281,571,1828,475,48,-3559,-1318,1372,1459,-302,1391,1205,2329,3112,-1099,-204,3311,-5727,-322,2975,-1622,725,-140,120,-1776,-275,882,4587,-2329,115,4361,-2837,4206,60,-810,3080,-3195,-2598,-1228,-420,-4903,-933,3452,2776,6545,-407,108,-2714,1866,-1106,-4013,700,263,-3081,2764,-815,-834,766,-563,-1787,-780,180,715,-1326,3073,-3106,-1772,-2937,-6848,243,-1424,-1264,1411,2586,-4328,-3206,-1136,5557
-261,-539,-1126,3064,2166,-1012,1579,-1492,-2984,1224,1133,-938,2266,-505,-7494,-380,1413,351,108,-1964,-2384,-1465,-1185,-1935,-433,-583,-1356,1139,-1686,2119,1338,-465,-1911,961,3127,3376,120,-3197,1256,-929,73,-73,-2296,417,-1303,2007,-804,-498,-4149,-270,-604,1907,178,-1565,172,-1328,2176,-1156,541,1671,-331,2883,969,-392,2365,4097,-2297,1561,-1415,2062,-521,1794,2507,611,6,-538,1284,-3798,1045,-2198,-4364,-871,184,2888,-1126,221,2900,1734,1606,-1249,-1564,517,-2020,-2173,2256,-2758,295,-975,4862,3737,-2013,-1040,-1669,-5932,3215,-2941,-142,2018,1171,1508,1604,-670,328,-539,-3096,2744,1581,-1836,3523,-701,2561,-3,-1411,-1572,3456,-3074,-684,1630,-1353,-1546,339,-2935,-5646,714,-727,2003,3548,-2392,1296,1472,3981,2512,1028,-2003,-3248,-985
-3096,-1693,-2890,-4994,-837,925,2266,17,-3451,-4992,-2919,-947,2185,-2400,2698,-1763,-6252,5622,672,2223,845,1346,2907,810,4647,-124,1651,1041,1747,-861,-3765,2992,3693,1198,377,-826,-451,-661,1711,5085,-95,-1980,2257,-3355,1962,-2408,-4259,-2421,-3606,5347,-3488,1884,77,967,-117,-1813,39,588,4519,3742,-2327,-2338,-9,-2049,-7047,4492,408,-2216,-1186,-4979,-4725,1469,-3442,-1198,994,594,1584,630,-4217,4699,-4415,6367,5013,2452,-319,-3335,-3954,2733,-4182,-166,1297,367,-2753,1312,-1441,-56,254,269,2969,-5661,1751,-838,1302,1205,-3584,3183,1794,557,-742,-1088,-300,3959,2343,-555,559,1704,-497,3530,-136,-1211,-406,-2513,890,-2552,-2293,-1427,-642,474,245,-589,-2307,3058,3246,11,-2085,179,-3049,-2917,-2859,-1327,-3770,-116,4087,-622,3928,2672
-979,2066,-3553,-448,-1717,-563,2053,2106,1044,-240,-1354,1330,370,937,854,-1065,1795,282,1662,-3181,-1571,1242,-1962,140,-3125,-493,613,687,-2123,3077,193,-1822,-1312,-1439,-159,299,-1397,2760,-203,4700,-579,2036,394,-172,1372,-177,-1764,-1480,1473,2646,-2432,-1777,-2330,-2119,-2127,1994,-59,2236,-2377,3811,1095,-1006,653,3203,823,-128,-178,310,-354,-6186,1046,1997,-938,-1417,1674,694,1525,-937,1514,-1518,-1917,1463,2659,1944,2119,-800,-1105,-1227,-1735,1290,-892,375,544,710,548,-1276,-1556,-1188,-976,76,746,596,2969,950,-842,2607,1664,-843,1319,-4086,1087,-1242,409,-2050,3484,-990,-1392,2369,1246,3144,2462,-1664,189,-2742,-1971,-2497,-4474,-966,2095,-2633,1281,1227,-604,-537,204,2034,127,-1700,-659,-695,-3011,-330,459,-2791,-387,4210
2726,3228,4542,-142,-506,-483,-2750,-684,-3117,1890,90,-1230,4574,3979,861,557,-381,269,-2128,1013,-3331,-647,-750,-2307,177,-39,447,-4848,-1169,685,2279,1774,-2152,1644,643,-823,-2480,-3226,622,-815,-838,167,-2740,2601,-3120,2329,130,1179,-4110,-2771,1684,1852,1784,3308,2938,2309,-378,-5267,3592,-1559,-1242,-423,3487,-1368,-1730,-28,3464,-628,-1204,253,-283,691,-1321,-1900,-983,-432,-730,2929,-1369,108,585,271,-2457,744,-77,1225,1724,1741,5457,-4617,-1816,-253,-472,-658,1905,-3841,-2825,-128,-401,231,1579,-3343,-1135,-2764,-190,-2130,-1072,2914,-269,1686,-901,-137,-532,-473,-861,4982,-699,267,-1328,-1839,-3561,4580,-2582,4835,-197,-1076,512,2916,2832,-1614,2876,2813,3480,5611,-112,1671,-295,-1007,3594,1756,-330,-4906,1971,-95,846,1146
-979,-193,-1500,-1555,3386,1798,-3032,1294,-1053,2178,-672,-540,490,1393,2072,-1321,-48,-3405,3991,-658,-577,-1191,2347,409,-1433,-889,-206,1442,-1506,668,751,-128,-1796,839,1640,77,1067,913,2162,-272,3076,4330,259,-1477,2165,-811,-1513,2842,2481,-1677,-2539,-1500,-390,-246,-3501,-296,3665,1216,-576,2586,760,-385,-751,2640,-1082,-485,-216,-168,760,42,1304,4251,-2753,1603,2202,-412,2494,-3384,-702,-629,-2198,-399,-2790,-2484,-2457,-442,-2371,1498,-987,-1089,291,-4760,-1761,542,1094,-1116,2751,44,-2580,-954,225,1486,1116,1599,374,2768,2407,-57,111,576,-606,877,-952,-2960,2160,-157,-1955,-1244,-295,-1423,1577,-121,897,-2399,-1147,-4109,-1391,-2192,-420,-859,-229,-2662,-2400,69,-735,-824,570,418,-1249,621,-1270,-1550,348,2449,-178,-1283
-1080,-3458,1240,-1923,907,4793,631,2919,5583,-1119,1889,-1055,-3317,2395,2451,-1115,332,2131,-13,3209,3945,-2456,1491,2501,-974,3063,-100,1230,1035,641,-2747,2992,2183,-277,-1065,-2384,-548,2500,-4181,-3562,1766,148,2037,1583,1716,-4666,1264,2293,5160,-869,-351,-3278,-138,2283,-2482,-2088,1630,3325,-4350,3893,425,40,-2461,308,4349,-704,687,287,3858,-1298,1382,-1958,1289,-3822,-1443,-2197,-889,1937,-758,489,2707,759,-377,-4856,3462,176,774,-745,932,-712,3366,-208,3585,2878,1406,1187,4135,-235,-1165,-2184,-4080,1291,-947,2348,-2151,2209,2336,-266,572,624,2432,-1683,2657,-5185,86,-4154,737,1969,-4895,57,-429,-926,3599,-2558,-5095,2421,2670,-1901,-2052,3217,-579,1234,4084,171,-140,-4394,-3323,4367,-3370,143,1691,1346,-3656,1675,378,1151
-1407,-1422,-3578,3483,-1654,-5310,719,-269,1150,-3434,-77,2555,-2460,-7006,-1717,2706,127,-4838,601,-3179,-1122,2798,-2090,336,-69,-2815,254,2258,-3655,1671,-1184,69,422,-2097,-2210,409,-729,552,3938,4350,-1783,-1119,2538,-4706,-991,389,2206,-2866,-1747,2281,-1252,-84,-3380,-3950,-1714,76,1960,-1300,1860,-2688,-472,-731,-50,225,-2289,-1497,-2311,170,-1979,814,-685,735,3037,6324,-1387,1352,1882,-1878,3891,-530,-1385,1648,211,2099,-2144,-1506,-1488,1949,-2511,2997,-2864,2158,-3720,-3945,566,4365,-2612,3170,-1968,-1859,1459,-666,900,1667,1547,588,-2991,-2710,-1841,-2231,-126,5890,-591,2267,-964,-1036,1806,-988,1401,-1053,665,-969,335,3239,4883,1359,-4675,285,-2889,-256,-5009,-301,-2789,-553,454,-2570,468,-1434,1895,-968,-948,1559,459,-2716,1772,-42
-1520,643,-1205,2666,-3854,2066,4904,-3664,-1846,1281,-120,-3330,-3377,-3049,-616,-1076,640,-110,-4763,3323,122,-49,-2669,-2192,-40,282,1919,2325,-1289,1922,-344,-201,-982,-2103,4528,5731,-708,4038,-539,2530,1228,-3898,-4494,3232,1990,2657,1703,-1195,-491,-147,3961,1847,-3687,-2364,2942,357,-3606,-696,-2007,-1052,-4622,650,962,273,570,1267,-1407,-3355,-4817,-171,-1053,-2651,1785,-1175,-298,5221,-4169,-3179,1333,-1650,1977,332,-2083,-882,4628,2064,-1895,3509,-3872,3607,-1999,1829,610,257,3546,-2814,-4755,-4855,2465,5891,1527,-855,4112,-3805,3822,-2416,-3287,-2037,-4475,738,491,-1526,3844,2045,-967,-83,-592,-3022,1825,5274,2275,-2365,-4209,2069,-1745,3651,1523,7,2384,-4924,-2057,3771,-901,-2532,-3418,-19,579,-1254,2259,-2231,1061,4560,1886,-4407,-3194,-2207
845,1446,661,1304,-885,1318,2817,-1906,-4384,-76,-2830,475,-1169,1138,-2052,-2346,565,-3179,-2416,1902,419,-1112,913,748,442,-1365,1756,-1990,-2317,1766,1078,4878,399,708,3566,1901,-2753,-1315,1095,1558,-2332,-1313,-2198,-286,-71,-45,2362,-522,-395,-2916,-1307,2373,-2063,-708,1921,-232,-2195,-3871,2538,-2364,-1807,808,1892,-463,-68,-895,-1720,-613,-2466,-3242,-3738,1002,-1516,-703,-1935,1616,-1600,-15,-500,2765,639,-542,-1289,-404,5108,-1354,-388,677,1967,-230,440,-413,973,-707,1079,-2057,-4301,-2621,1033,2635,924,-2082,2938,-1565,-557,-893,-1658,-3256,-2824,-2063,3069,1198,3714,1784,-4202,1067,256,-322,-755,1926,1299,-1117,-3282,2533,-586,2116,-357,1754,794,-279,1874,2429,2607,699,-3104,-514,-2091,-2571,3050,2031,1013,195,974,116,-2259,459
