-125,-154,-30,971,-1012,-382,594,130,-1964,1595,501,565,745,-1413,-105,1007,-431,-1270,1370,-896,-526,1510,-1904,268,2125,-136,1139,172,-848,-1230,1415,-883,-1079,-59,-1801,-308,1724,-44,-2100,236,1995,-160,9,-1710,1395,-1077,-660,-996,-1479,-1111,128,1151,1753,375,-1521,939,437,1587,-1389,355,376,431,91,829,-775,467,1716,1037,-735,182,1067,-1045,-1053,-487,1848,1447,-371,-367,952,619,1070,-526,-30,-1129,925,-154,-520,663,1048,800,-252,-257,650,-1711,-1127,378,-2020,1823,-30,1165,397,1446,-394,-923,776,-234,547,-87,-779,3082,899,521,1361,-2468,135,-835,-867,833,269,-983,-528,-542
-1681,8,-389,68,-1040,1307,2269,192,-658,1038,162,547,90,-1573,-336,-1185,-110,-350,-202,-1491,-1845,1893,568,-1383,-510,2700,-971,-1927,-1148,1655,-1139,432,499,-1514,-289,-1483,-582,355,900,-371,174,328,-2170,1138,18,180,-986,-851,1122,-227,1274,-400,-67,421,587,236,-216,-2497,1810,2028,-230,345,-704,2645,2340,922,428,-2028,734,-183,-1534,1058,-586,-931,-1437,367,108,-665,-948,-1966,-194,208,344,-651,-418,-428,1741,518,-265,680,381,1087,48,1058,-2252,-969,109,1393,-2250,-1965,298,-1210,241,-478,-846,-351,-607,530,788,-626,-3211,628,1535,-572,-1623,-1558,874,-745,205,738,-488,324
174,-1106,-805,-251,-785,41,309,-827,1991,-406,223,142,-815,107,246,-470,-371,817,-335,1296,-767,465,-797,1037,-1400,813,710,871,1293,30,505,951,-150,725,2405,282,-2741,1789,-1624,1795,-940,1547,-1134,-724,1747,656,-194,292,-53,1605,-570,1254,-633,1233,467,865,-1679,429,1346,-714,-358,-66,-912,1581,1385,1392,1073,-1253,735,-2321,-1987,-243,71,-241,281,1040,1242,-868,-1590,-1278,-1520,2733,-876,-856,85,-518,-1257,-2236,-494,-815,-1216,758,466,-968,-650,260,956,-2036,398,1034,645,-983,1046,-1673,-117,936,-283,126,1926,-1876,91,-712,174,418,98,383,152,372,-384,723,-1347,-1381
-8,217,101,-1453,195,-565,565,-1431,-111,-200,3839,488,169,-1225,1434,-177,1384,-960,519,-1273,-296,734,-1836,1313,-1260,-36,877,-1070,1199,-1359,-177,-722,-1489,362,-1540,-868,-607,367,-10,-155,-974,582,-2104,1786,338,-400,-1204,-790,7,204,828,627,-1990,760,452,281,-1052,-1962,-815,-37,-805,-2010,-55,842,2334,-643,-416,-130,-1558,244,-898,904,1,-1210,-1660,2043,-618,-762,-469,-322,-2193,1292,-1247,855,-2179,-645,-1468,-143,-725,443,818,1153,977,-1126,176,234,1285,-1386,-987,806,-1406,-728,371,854,595,-1106,41,2229,468,593,334,1101,880,1156,-1502,-819,274,95,1033,832,-1307,827
-2601,-2543,-51,520,-2192,-913,1522,2243,1677,3471,1234,2179,-1680,-142,-1642,962,703,378,-1060,-502,-1543,164,-178,426,-2330,2197,-1016,-2088,-484,-856,-88,1440,-868,583,1523,2380,1694,312,1311,-554,93,-220,-88,2655,349,1358,130,-1064,750,-316,1609,-125,1293,-694,-1655,732,160,-347,-1378,1917,-411,-1239,2274,1137,198,-2090,873,-4346,-381,-1392,-2820,1773,3481,-671,1070,-301,-1446,-1367,677,212,-2326,1041,-1449,-1030,303,-1106,-715,-593,433,2742,-1916,1773,-1001,422,-1930,554,459,-1607,-615,-263,1384,-241,2050,665,1151,-1631,-1479,1509,-1741,-51,-1570,-441,-910,730,-2523,981,1623,1938,920,818,-358,-1551
-58,2614,643,422,1041,-61,-2092,-1208,-2077,-462,150,482,-978,-268,-345,-998,-78,-910,39,716,480,1327,-313,-1050,1156,344,-255,1445,-1780,-1278,866,2448,670,971,-960,910,1655,1324,-2415,-535,771,-1532,1681,168,-307,-2488,1891,2776,-771,-321,-2980,394,862,667,-608,-600,1419,-180,34,2380,159,-219,340,-935,-1453,-636,2159,2685,441,1071,481,1719,-222,963,589,1593,-106,-2586,262,2140,2307,309,2183,1070,159,167,3075,84,-1093,1134,-2576,-1760,-870,82,-1274,-2551,-744,2863,-1019,3443,2162,1134,-1197,-275,2063,957,-297,-1174,787,2118,-887,545,-1456,-2648,1053,-3261,-583,534,2621,-1034,1240,-2790
-2658,-1084,-1008,3959,-707,96,2105,1368,170,-360,-1156,1013,2315,-2752,-2330,-1423,-888,1779,-1220,3118,-2128,1631,3117,-1150,-2089,1599,-1427,-632,-1077,1797,2630,684,419,-1990,2129,453,1478,1296,1056,-202,881,649,-2369,-1092,-1141,-363,272,1606,1694,612,-1740,-199,2023,-656,2556,-298,2114,-1290,1730,1566,-693,-1619,187,434,1328,987,1474,-863,167,-2967,279,3149,865,1362,792,-3498,596,-453,1563,568,4207,-2278,-713,-3272,1686,-1247,1146,2533,-808,2855,-1038,871,214,-570,-470,-1598,-236,1920,-950,-148,-1018,-2143,810,-1937,1377,726,-1378,1435,-1223,-11,-3022,-649,328,-322,182,-1090,3672,-444,-1441,148,-442,-1288
-1072,-1550,699,601,-1358,261,2129,484,564,862,-362,1079,500,-627,-1566,-354,1710,1129,1026,-1010,-65,2074,1852,-568,-68,-413,-1407,-1668,-1244,1089,-2212,1142,625,-1598,588,-1871,363,-1303,2388,-105,242,-1113,-642,821,-522,1170,637,-478,-333,-610,2434,52,-83,-10,-86,-1606,-1709,-567,666,660,540,-1644,828,1313,1129,-385,-352,774,2055,-525,-1709,1033,302,-993,1352,51,2114,-475,1129,-362,-997,-246,267,243,-3,-2787,72,1764,1369,1217,715,1818,-1672,-10,1050,801,1666,1031,845,-907,901,-945,433,347,-810,-1,-964,-244,-381,-811,-489,606,882,-90,-1176,528,1442,744,-703,-814,-491,1418
1608,652,694,893,-254,-64,2650,-1396,-804,-225,-113,110,1961,66,-1530,144,2141,-316,1317,-236,-2622,-281,2116,-346,1004,-1703,980,1272,-583,919,229,1034,59,-2177,-846,-2520,-2452,-647,961,-1583,-379,1045,576,-2281,1256,589,-683,-155,577,-1565,-827,3040,-2178,-3155,-425,-492,544,-495,-142,180,-981,-785,-4001,60,367,2166,280,3178,-2857,678,2416,-1144,-2138,-3696,125,424,2046,-1510,535,-1750,441,-1355,1865,1365,2166,-472,516,165,2423,2704,275,1225,2635,-3046,749,-497,1411,-572,72,-688,-589,1961,2282,-436,-1734,-599,-1024,1121,2106,-1537,-42,935,1322,-2361,1382,-521,442,-101,1175,-1710,-45,134
80,-473,-418,718,-723,-1128,343,2115,-652,300,-1774,208,-836,-874,151,-88,-201,252,-352,-1781,-1800,1534,169,-514,-618,356,-1517,176,-685,-114,751,1307,-1083,717,1447,903,471,874,1049,-727,953,-84,137,1711,1114,-921,-241,-1855,-1051,-1611,4,465,429,-1953,1372,281,242,-1507,21,784,-616,-881,133,1622,-733,-864,948,-1146,-405,1248,-1293,-1193,-376,-1895,1396,568,-177,-2351,1014,103,-1499,-851,-567,275,888,-1679,-341,50,1519,1710,1433,-1031,828,-530,-1124,1828,-474,-913,787,-985,168,-948,888,550,-1539,713,-265,1100,109,-490,-219,-1096,-215,503,-1498,1265,339,-455,1162,-1384,-1001,-155
-1754,-1014,1950,-672,-1136,1727,-573,289,527,2132,1092,144,272,-389,873,605,-1012,-2000,1064,-712,320,-2255,-330,-130,-654,2667,363,78,346,64,-1629,133,1757,228,-1210,-673,531,-171,656,-1386,-1086,-1198,-184,1344,1099,249,391,-1381,-193,-339,1079,-1604,1438,2974,-1345,1753,532,2184,-1371,1861,-153,1602,-784,-128,747,692,250,1706,1961,978,-451,-2216,-1253,1165,1735,937,-797,-879,-2097,-1148,1319,2661,514,-1183,-2477,-433,908,-980,-31,-1536,-728,2378,-2322,935,-843,681,-991,1619,289,1570,1947,-687,-1962,-1135,1538,-656,-21,-2300,449,2169,1802,-935,-1465,224,2991,-749,-459,1108,-1261,1155,-561,-305
153,-161,235,-1365,-178,-1183,-695,679,275,-120,1228,1193,-2496,-492,796,1411,806,-76,156,-644,-310,1175,-1995,596,557,-2283,-1086,-672,656,-2526,606,811,-67,-141,-323,744,-422,1909,-955,-471,-506,-843,-350,450,-439,-74,-1638,-393,-1000,104,106,684,-1618,78,177,123,-1431,-1005,-376,-545,-463,-106,1201,316,801,-2266,272,-1438,-294,-316,-696,39,922,-1248,744,1789,-881,-654,875,709,-3468,-388,-865,-357,1657,1100,-1244,-920,336,499,1540,311,451,612,-1560,1277,769,-686,-23,439,274,-759,195,638,-190,-631,2101,1013,1083,-612,-593,1099,1608,272,-2111,-76,-1434,827,1797,39,-1108,314
-437,-558,878,656,-755,-1162,-233,822,2444,-2440,1264,-686,-547,1800,-1021,-426,2457,1668,2906,-152,712,2384,2229,-1354,-1217,-2322,-1555,311,-1497,-2705,1321,2557,2706,-1153,1364,1983,-2557,-2423,1169,-96,869,247,1526,785,1474,1435,-944,2015,-1329,-485,-720,1055,-54,-971,-142,75,-401,358,1128,-298,659,102,-1455,484,736,361,144,732,522,-2178,-559,-205,1168,-2019,1550,2143,697,-133,-494,-1573,-2302,519,-306,1088,1118,-1477,247,-387,-1284,-139,-480,1132,-1080,1194,-1427,-526,-39,905,161,-1249,721,-528,-2338,1395,-956,-1084,2404,-48,167,1784,-1393,399,1361,1068,-377,-1788,-1875,402,-51,-1766,996,-973
1643,1951,8,-1265,-247,1055,-46,-2045,-760,-835,197,1492,-2321,-111,1926,2696,1753,-2271,-1307,1851,892,-605,-2061,363,1354,-38,1796,1494,295,820,-1137,1006,-275,40,-2018,-467,-937,-459,-1849,521,-196,3216,-370,-1622,63,-1069,432,1224,1654,1023,656,-1808,-2085,948,359,430,11,450,-1147,227,105,2122,-1489,-940,562,921,-267,699,1153,-822,402,269,-1131,228,-2123,1121,609,-214,-462,620,1090,-412,1693,-366,430,2831,-7,-1095,-1481,-324,-860,481,598,-941,156,368,-95,-137,-172,526,883,164,56,333,1591,-1128,1771,1588,-96,-1750,39,2587,562,-861,1062,-1012,-739,-873,1131,3158,1143,-396
-775,-293,-457,865,-581,918,-92,145,-428,-1150,-124,-576,870,300,-435,-709,-2068,1230,165,-481,1257,-453,1353,279,137,-765,-1112,-915,622,-468,2626,-941,660,-1058,811,693,-571,753,-1278,-1588,2108,-1877,800,-1240,-1919,608,-352,-196,648,1311,101,-463,283,610,-1008,575,-844,1294,-478,-1342,868,2262,-827,-1519,790,472,295,-1440,-823,-488,1566,-216,-764,84,1638,-1643,-1986,1237,-539,1130,-157,380,-488,-1312,343,1618,-1405,580,-311,-1195,345,131,-422,989,-1516,-1814,-465,1732,117,-460,498,1501,-2048,781,-1265,261,525,-1968,-823,3052,1205,-152,59,-877,-1172,-545,-808,-49,-2833,-790,1585,2004
33,48,-19,765,367,-643,-54,-443,1346,-846,-516,2221,-75,-1868,389,-758,-633,473,-272,-20,351,1181,-309,-525,-951,-998,148,-541,612,217,383,-840,-390,416,293,2000,-526,370,-85,256,949,-833,918,-1318,274,-880,-333,511,-2383,1073,2044,-151,-305,197,2678,1171,-885,-490,-1714,-607,-54,593,-387,-582,-410,-443,-965,60,2151,-556,-437,-426,1388,1689,-508,-263,295,117,1235,1307,-342,174,-42,-10,1121,233,-1530,-225,351,-1656,966,425,-2701,1514,-286,-229,-1464,-644,-58,909,251,-796,-1191,1717,-612,-149,1519,1447,703,293,-278,-1418,-313,319,1127,492,-1063,255,4,700,-119,-592
478,-502,52,792,-1576,-1215,1014,-537,1156,-1722,891,-323,1556,322,-546,-123,558,-388,2000,291,-807,-796,2859,-731,80,-441,81,-956,-1296,1975,-114,-303,743,-2126,946,-412,-2331,-401,-501,-1450,927,1145,2190,-1695,1194,980,-788,805,-382,-1064,1317,417,-1109,147,-1174,-821,-1189,2578,-1491,1115,-805,44,-2321,421,997,1096,-1428,534,-397,-2034,837,166,373,-1187,956,-1547,107,-113,1046,-862,355,289,216,51,657,-1556,-747,1258,850,13,657,1542,434,192,1391,-734,-1127,-764,1263,-952,1249,-254,1983,737,-580,-733,-1753,-600,1652,1120,-1085,2291,1215,-352,315,-1502,459,1465,-1254,-295,1411,1731
438,5,-700,-154,-365,1005,1255,-445,-2193,744,-1190,-51,625,-547,1077,-347,-1704,-1608,-725,-1596,-1165,2443,-559,-937,724,140,930,-1239,410,319,39,-1715,-155,214,988,-512,-654,-563,-292,1181,1282,191,-1600,-1467,516,80,443,-1133,-582,573,882,564,1040,-119,898,-1180,562,1113,46,-212,1604,-1729,-390,1389,-1570,940,-209,465,765,791,943,-673,-530,1382,-998,184,386,1304,382,-1439,-1078,10,-107,918,19,410,1047,2241,943,338,77,-854,428,327,389,-1389,-99,360,-197,-330,-1992,649,1274,809,-1881,724,1090,-753,-1354,-1444,769,-90,-158,-1060,-1027,445,664,-815,340,1556,48,1960
2583,715,471,-1284,814,-693,-971,-357,-1173,-1158,-1630,-1083,-1162,627,1055,220,512,-676,642,80,564,1056,-610,1441,1146,-1073,860,1533,2,416,-499,279,-776,1301,-1061,-1188,-1225,561,260,910,-645,723,-385,-43,-1830,-873,2047,470,-1572,-1514,-16,4,-1550,1196,1304,-2504,-56,-435,1100,-1874,-370,-1310,224,558,-223,586,-383,2287,-538,2541,181,-1250,-2053,-1405,235,1559,2371,-1802,1211,-1597,-906,-1957,1462,1658,-165,267,461,797,1671,-752,2672,-2360,-145,-543,1700,3,-867,-195,2472,289,-1487,-1581,747,-368,-659,2469,868,480,2232,-444,1481,-497,1280,-527,1035,-519,-163,-1256,782,408,-587,1639
243,1107,227,-1664,2070,608,-253,-914,-2410,1941,-1206,-271,-175,705,-226,153,1586,546,-1247,-776,1203,1454,-811,622,2137,-957,1102,322,-516,-863,-1399,-504,-1133,-13,-1500,142,676,-412,336,619,-461,-1604,-1827,-200,-3996,491,1715,376,156,-625,-445,-1460,316,-879,696,-2169,943,-952,1280,-823,-85,-1884,1157,916,-454,-1555,-296,-736,748,2386,-742,1408,323,935,-1690,2229,68,935,942,918,-1099,-1405,264,1808,221,407,877,1071,724,1161,179,-1516,-232,-240,363,-1246,622,1779,63,107,-1405,2061,2180,-589,-1717,414,-456,-24,-263,162,-1300,-83,471,-939,-2383,412,-523,-2105,589,421,689,1994
1467,-286,-2190,723,954,-2288,532,-187,-432,-1401,-1418,-560,3542,-2271,2280,-1050,-236,801,1266,-822,-1762,2341,-103,1035,-31,-2546,-285,630,-1623,1020,1547,-611,-533,-2283,-1215,-1476,-1519,639,-959,20,-1236,1460,-907,-1123,1962,-285,-799,-1498,66,-1080,-710,-452,-598,-807,3843,-1259,-345,-3175,641,-577,117,-558,524,486,-2833,-53,300,1062,-1424,-1652,1402,129,-1379,580,434,104,2635,103,1968,-164,-393,-1668,960,2066,475,-2641,-631,493,673,-1088,2041,-3028,1143,347,2417,1911,-777,-3548,1409,1181,-1210,-1184,352,-1397,355,1242,-879,3887,1078,-1466,-61,-1471,610,508,37,1774,1414,296,198,-681,-2648,896
-216,860,776,1001,542,1370,2164,-2342,-1750,1291,-121,2012,1692,-2244,-1794,-771,1026,-1291,-947,-184,1044,963,1539,1729,839,970,1819,-383,810,61,-887,1034,584,-155,-3416,-1157,133,-1674,570,-1420,636,-452,-1983,-475,-1612,-1425,2314,640,318,-976,-241,325,-1301,-125,1521,-1099,1472,-459,-673,1310,74,-363,-1186,-1070,605,-461,203,1685,423,1417,-446,1096,-31,365,-855,1446,2328,-1521,719,1478,2393,419,2610,-268,-1712,215,1032,802,1371,932,-1304,1577,-624,-2096,1996,-573,1600,1367,-1573,795,-419,854,833,-1884,1792,-448,-509,1703,-803,298,861,-411,570,-2513,801,-791,1546,-1221,-2186,1643,1246,231
549,578,1422,-4134,3665,-742,-3600,237,734,1888,99,-1447,-2753,1916,429,979,-1214,-2558,-1024,-1415,2223,-927,-111,-163,2845,-447,335,-185,927,-3356,-3276,-795,2056,3055,-1046,-26,1902,-517,-591,2064,-1634,-2892,-198,-96,-1226,-1625,-1022,1278,-1087,-2359,-441,-1285,-665,-892,-963,160,1613,1505,423,1561,-253,-222,3430,767,-2323,-2458,-3307,-124,862,2345,-1332,-18,1003,595,-2573,1978,-1363,1224,-942,-1814,-557,1090,-1131,2169,-1412,1035,3715,851,-2278,-2678,2306,-2736,-864,2669,525,2138,1930,-30,-1609,-294,-751,1181,3237,-1041,937,422,3135,-1394,2604,-1380,170,-795,-132,1418,-968,488,-3134,-1251,475,1602,129,-2014
739,-574,2905,-1297,2017,-196,-458,819,2807,1592,-285,-1793,-927,1921,-278,1201,1693,-1419,-1169,-1859,3047,-1935,1986,-1173,325,346,74,1692,659,-1993,-1355,2443,-375,725,1998,-482,-60,-4078,2707,1577,-1258,-712,-969,-152,295,-1014,2259,-673,-415,-1017,1826,-668,-2659,-2041,-1242,-381,1444,342,529,-1204,-31,1922,-1411,-1657,135,-552,-3415,-2343,1740,1025,-3499,-2444,686,-1125,-421,912,6,-273,-2190,-791,-877,2974,1622,1597,-1161,-1782,842,-132,-77,-3267,977,2885,-2105,1013,-348,2492,2240,86,-336,-1636,-21,1572,565,-179,-168,-112,2925,-216,2081,-2227,407,-367,1036,2062,745,634,-1743,-1085,-2293,-319,1303,-773
2781,2082,1667,-2459,1489,-129,481,-1551,644,-569,-344,1337,-1733,1539,-237,810,4029,487,228,-319,-403,-613,-1356,-9,1810,-2711,-273,2419,47,1914,-3201,2960,316,477,-1331,-1630,-1593,-2208,1089,-1003,-2655,1560,640,1217,-615,-1288,136,341,-458,-1271,1657,-634,-2951,-1099,1526,-597,-2956,-1216,55,-2228,-1906,206,-1076,8,1689,148,-658,-452,274,1884,-641,-1751,-483,-1755,-611,1052,2002,-2461,1708,-996,-933,-772,1980,1940,1758,-600,-1633,-2407,3047,-344,1704,-508,567,-1350,2140,1695,619,-476,1904,-1043,1567,950,269,502,-2310,-1018,678,966,2382,-2811,279,1042,1040,-649,-477,1608,-687,-219,514,-1098,-641,1935
