861,-163,-614,989,-2254,-1132,1035,-1086,339,-921,902,-1012,1901,390,-1393,1483,-1133,-994,-1637,-1020,325,-307,1708,-1805,1180,224,84,-2172,323,-1699,2138,100,20,-13,1714,-672,838,-1068,273,494,832,-398,975,-467,234,0,796,-1232,1294,-708,1156,2011,1189,85,948,-1302,-1052,1313,96,-1139,-1089,239,-151,-262,-689,-602,-552,67,-583,-1575,-574,-2225,-687,836,-93,1428,-743,128,1419,-2285,2516,-1547,1487,-1193,550,416,518,1761,-479,-1149,177,738,1790,-1222,782,-320,1853,-1670,-1715,265,430,-590,-435,-417,-143,535,1758,-1074,-494,1112,-812,-1128,-946,518,-1321,-619,-1905,1311
-1226,-570,-370,-1495,847,-1185,-1464,-559,-1106,-652,1080,1711,330,2412,170,680,-1621,1132,-947,-1672,2305,1281,469,-106,2042,-828,-375,1423,-1043,491,-421,986,-181,1527,1992,1494,520,1853,-1034,-3371,361,321,1324,954,2480,-1278,1880,-280,1962,-1583,840,1463,2084,-824,-944,2619,-2337,-344,-180,-679,15,-1198,-223,298,-433,2374,-49,-1301,-16,1130,-1579,-72,886,601,939,-741,-1043,3599,2235,1510,-886,-912,-448,-1067,-337,2236,323,-90,2087,-405,-64,141,388,-144,2569,2699,-1599,180,1003,-927,-254,-928,1584,460,-1605,-886,-2539,-260,-2283,1328,1584,1910,-1205,-1118,629,-1923,-583,-1304
1271,-475,-347,-347,636,1330,2016,-545,382,562,-158,-1543,-715,179,221,1519,-353,-523,-116,205,-230,1112,-205,-367,-1948,-1332,-1158,659,3153,541,-2169,-81,933,156,-3291,-1762,1029,-424,69,1159,-2357,-198,-1475,-638,-1395,-729,37,867,-950,-1261,1974,-949,-243,-1381,1743,-709,-887,-800,-382,1086,111,293,785,-103,763,-210,124,238,-1064,-194,104,-161,-501,284,-1234,1031,1828,-1860,1010,-2363,1679,-871,956,26,-320,-1399,571,-1297,666,653,1836,441,962,98,1211,-1575,864,-1064,-1568,-908,393,238,1911,668,1731,-872,744,328,1598,-902,-724,-2904,1313,-882,-106,2851,883,297
747,851,-896,-456,773,393,1704,723,-121,-993,839,-755,336,-1225,-36,-2240,-800,1157,-476,-1343,-842,881,2218,-1680,-1392,-354,350,351,1572,112,-114,-1160,2600,-3052,758,-1542,347,-521,1901,718,-468,1274,283,-84,-169,-234,-619,1493,-710,-550,-200,752,-814,-760,741,-2319,2348,-358,-2611,-1434,808,708,133,1211,880,-2316,35,1444,-2830,733,-582,-105,-1301,281,-646,1179,858,-2229,446,-2341,2357,249,2158,913,1217,-816,-788,330,-973,-537,-235,790,-313,385,-653,-117,-107,1422,-140,-1557,459,-753,-139,-1116,187,-942,2156,-103,-288,-2637,-689,-942,1627,1478,-1473,1025,-1235,393
1996,971,-1514,-933,-1347,-157,-406,1146,-317,-1021,358,-662,-1077,758,8,-73,534,-929,-323,3115,-1196,-521,-583,-1196,-1574,1738,2130,-1509,476,-3457,1224,401,-2350,278,1140,1162,-393,1238,962,-650,3105,-191,-55,2465,2422,-228,-2212,-2742,2054,-329,-1754,-419,-1949,99,-579,-1964,446,1030,584,-2180,155,1217,-2545,584,1442,-1433,-495,-488,-1575,491,-519,-1633,-829,1649,471,945,562,214,-143,-585,126,833,1634,-1499,2474,-77,-1532,312,-662,1326,-909,1385,957,-316,1907,-91,1015,1720,2590,1029,2272,-756,-86,-338,-5,-62,728,-2986,1469,-1375,-1810,-576,3470,171,-1262,1431,604,1154
-1605,134,1280,-39,-123,-491,-1626,1119,1248,-344,2185,291,1048,-289,230,-635,-881,1882,-616,608,-92,-19,-814,-175,1413,-1792,79,677,-504,1567,-807,304,527,-971,547,1151,202,636,-1004,-655,510,-367,1143,1767,748,-16,790,-2752,-1315,-53,-1660,1038,2799,1677,2120,1535,846,629,2037,3164,-51,195,567,2060,1263,965,-186,1677,-791,-912,-888,335,331,-275,898,-1562,-5,-938,833,267,764,-234,-371,1530,-457,2556,636,517,464,2512,578,-314,-115,-318,188,755,-485,1574,1074,-506,-582,-659,1390,-1882,737,954,-415,-689,-751,-1367,764,-723,953,943,2959,1025,1776,-733
-919,2375,-137,-482,1220,-1042,-1947,-695,555,675,-709,-1488,-2492,-434,1333,-2427,-2106,447,1487,-907,492,-321,-653,996,-596,418,-1062,4361,-722,-420,-1083,-609,2982,-1424,-900,-463,125,-493,-770,-2449,991,-2491,429,1393,1216,-732,-601,1327,-476,-417,-1249,-1685,1671,799,-1696,895,1664,2169,1196,1482,-329,1419,2362,-547,727,1440,-1275,-548,-1652,2279,-1227,2154,-889,188,1346,-1249,-665,-374,-1301,1419,-209,-275,-410,1376,-18,-119,-2641,-1521,-1578,313,-247,888,912,2539,1508,813,117,2567,-680,-1912,-1231,-1181,2072,180,1147,1145,192,-782,1351,-2353,-1492,-24,332,601,838,1499,-2634,-102
-1122,1523,1810,-1354,-583,824,-760,1801,935,-613,1062,-302,1022,-1597,760,365,-774,644,-1578,1743,-2354,-1838,-2086,-441,1137,-497,1198,316,-356,-1861,1239,591,-1274,2807,-580,766,-411,-125,631,1347,1039,1337,-247,837,1418,-215,-837,-2679,-1881,214,-1652,1856,-1007,1061,-144,-1493,-39,-1223,-375,-157,-653,571,-1278,-745,2107,-1271,-433,862,387,-1270,-506,840,-162,-893,583,66,545,-1179,-2532,1327,391,210,1195,-1037,-1432,1692,672,-1796,-842,1611,45,-1161,-1295,1133,-435,-1226,-579,236,2113,270,1747,-8,1453,1927,-901,763,205,-628,-918,-607,-521,-1438,1041,1834,1022,1339,618,76
159,3281,1419,-609,-1569,-1283,220,-1775,-3397,-1763,-1465,-573,1251,-333,744,793,1872,464,643,2531,-1966,1380,-710,-78,1156,1136,725,381,425,1088,-712,192,591,-259,-61,-180,-687,-845,1403,-1433,1107,417,761,613,500,-626,-1554,-202,334,500,-1379,2847,-3285,313,-3486,-585,-992,1968,378,-1177,1649,905,1768,-1289,-485,-2035,1671,-2061,-1972,1113,2957,-878,-637,1355,-2226,1804,1676,-2993,258,3286,-1933,1262,2075,-1635,1325,-484,188,-472,520,1563,-979,2472,628,1508,-1577,368,312,468,1342,28,742,-1863,-1763,-321,-444,-294,-766,-1734,-1691,148,91,-1915,1684,1552,-3273,-762,-1270,2212
-520,-1199,743,1834,154,-229,-485,-246,-1496,1237,725,588,2489,2140,-1117,1155,-641,1681,-461,-2170,420,905,806,520,2310,1707,-1338,-1190,744,401,-1886,2819,-587,2206,-500,-838,2747,1032,-476,2182,907,-147,-327,-2054,837,223,-734,1197,299,-606,312,1028,-293,-843,935,218,-2460,293,61,710,620,-1330,60,588,-290,-1195,2477,-389,1742,269,-57,1428,-323,435,-314,490,123,227,1628,334,-240,-1976,-371,782,-1074,768,2187,-638,93,-360,-316,-667,-1553,-1615,63,895,-639,-479,531,-1630,-1202,-933,1378,281,-39,-864,-112,628,-684,-499,2173,623,-670,-1708,931,-2495,-1362,724
988,591,2808,1074,-2048,-652,-112,679,-1612,-1826,-772,1014,2308,-1277,1211,868,910,685,-1307,132,575,1428,-599,-255,1126,36,-2405,-1147,953,716,1077,1991,-396,587,115,-1167,2139,-964,343,281,434,-541,-591,-310,-424,1815,-162,-1447,383,1198,211,2126,-3259,-815,1155,-974,-318,-1066,-1398,-2719,1670,992,-540,-319,-1664,-2064,1688,2681,178,457,1212,-309,1086,589,-3125,983,827,-1291,519,35,-1090,-337,1076,-432,-1921,-1491,1807,-1427,-100,250,-2683,1538,202,-359,619,-1620,419,-654,1432,747,2157,-1544,646,1432,126,1677,-1095,571,-795,567,-681,-351,-600,1603,-637,-1547,464,1190
272,-960,-1557,-298,258,-1982,218,-1040,266,1072,-931,540,260,2215,-744,2221,657,-1257,-183,-237,-83,2195,806,-920,1647,-359,-1384,587,1018,1416,410,-405,-348,-818,1326,1092,203,562,729,-1042,1113,1315,-917,869,126,1372,-722,-504,618,-89,1651,533,1039,64,-196,1259,-1367,-1144,1277,1760,1507,104,-53,1510,-678,1233,1452,-239,-1938,515,-1399,-1776,477,315,-1064,-277,3,-617,1776,-163,1780,-1357,-1241,-563,834,239,-381,175,1884,539,802,-358,749,-936,1479,1573,573,-354,-530,-1798,-652,1073,-1913,-370,-807,-1576,240,-853,-1136,-460,49,738,98,-1293,114,-922,-735,685
-5,-2127,209,1531,-1844,333,1462,-269,479,180,2337,1254,983,386,-64,1239,925,-842,-1295,-895,554,-246,1362,133,1659,253,-923,-3313,202,298,-1674,1247,-2402,242,-2017,1528,995,1784,-1632,1365,-1564,491,-534,-282,-1475,242,379,-388,-595,-692,303,908,1876,-3028,545,1315,-826,-256,1308,-368,-103,-2796,72,819,-507,227,1715,-292,2114,-1120,724,-1846,234,-2703,-462,2358,-1221,1762,1514,-1783,172,-2413,439,1370,-851,358,1912,1390,-490,-31,1307,-498,1074,-2105,-105,1843,645,-2185,-1193,-237,-46,1798,-149,409,945,-264,-203,1031,2544,1284,80,-637,-2085,-3335,631,171,796,443
1560,1513,753,-92,-865,1165,-1271,-385,-2314,547,-2186,-327,-1936,2411,-1492,2582,1745,444,-19,2257,-1583,105,-2672,1979,227,726,2120,877,-458,-1210,-930,-481,36,4322,-61,324,-703,442,-298,-983,2323,-984,2649,-1589,1049,-2495,-267,-1411,426,-363,-221,-244,-2636,369,-2643,-359,-664,-195,1138,455,1875,1049,1390,-273,-300,-185,-700,-1889,1642,1155,535,723,-3601,2972,-1509,2058,1341,1659,-3313,938,-2029,353,871,-1880,1778,547,-948,523,1657,2353,-1470,530,-434,-34,-375,-1481,-1555,-395,3668,1908,459,-1647,-628,-1008,-599,-1766,-1723,-1321,-727,-1427,1552,-1464,5684,-399,313,-271,1234,-864
67,602,1702,447,-1697,375,-1467,803,1006,-836,-1992,2295,1968,1455,82,2983,1587,1815,-2143,1220,-506,-187,-711,28,-1334,71,-679,-1128,-312,-1936,1337,2010,-2383,752,-922,-1057,-1967,-1264,403,2766,1384,-533,2102,-1871,-549,-218,-219,-1371,-1093,941,1479,-529,-1890,1571,2239,-495,3002,-328,1957,594,-467,-237,305,38,2306,-2349,-1390,1082,396,-1140,1034,2461,-762,2465,-1971,1994,775,-1629,-838,-1002,493,-1677,-47,867,1283,391,-1464,94,1732,-796,-1945,-392,-1101,-1771,-15,-2038,-366,-1647,915,611,-1404,190,187,3044,1566,1779,-1487,-933,575,728,-704,-1485,665,-1052,1461,-1004,1327,42
1654,-3486,-1735,110,1149,-51,1412,-1329,-157,802,-598,-1631,-636,1091,-1589,2748,-232,-2946,1475,830,1722,1184,1446,473,-960,-319,-843,-1834,1848,277,684,123,-340,300,-1547,-466,68,288,-2440,24,-742,420,-2445,-333,-1425,2575,325,-600,2589,-1282,1697,-807,569,1018,1929,294,-3227,-2432,318,460,-768,350,-1651,-79,-814,1867,-854,-954,1277,-2210,598,-1628,2569,400,1247,-2584,347,-340,2598,-549,110,-757,-2496,-1086,-2846,-329,1303,728,290,-1322,2452,257,996,-248,2391,-1704,753,-2185,-548,570,-687,1442,-565,-1035,671,-2690,-1351,-434,-365,1785,397,655,-744,-698,901,659,2389,-64
45,522,470,-989,-101,1577,-718,-665,254,-1727,561,334,-1098,-1687,1523,-1491,523,71,-1760,-2000,1845,-78,-656,4066,-136,-2505,453,2044,654,-1047,381,-2763,688,153,203,-614,185,263,-1099,-3133,-2428,90,858,1082,138,-1005,1909,1007,-1822,2283,-1113,-1262,1148,-313,298,466,1642,-931,-329,-1809,-403,63,-531,-1280,917,1731,-821,-217,470,257,-1169,-374,2,-782,584,380,142,1603,-2255,1933,-1578,104,-522,-643,-2211,2109,-91,493,-1449,128,-1826,194,606,780,610,-137,915,-1217,1068,350,-148,116,1632,2906,453,400,-1214,846,1744,897,-574,-616,-965,2100,1437,1230,220,-3140
1430,-1219,-1584,-773,239,693,2352,-1465,-1066,-69,523,-1835,217,1136,-1795,1401,852,-2623,1474,-193,1084,1139,1618,-1287,-1171,747,1316,-237,74,-1080,663,-2293,1015,58,-441,-664,-564,396,-927,-694,-1028,549,351,-1422,-1506,1373,1673,-158,1051,-964,-328,-1136,-143,-1252,-260,1957,-1609,-972,-737,868,886,-1205,-162,33,-336,991,781,-306,711,-1818,962,-1105,328,-897,-186,159,-508,-143,2150,-2292,1137,-232,2577,-1433,-142,-916,1103,892,1841,-221,1441,556,694,-412,-58,-187,715,367,-2173,-1230,1055,717,-1252,-415,-642,-1747,354,-2223,821,-1150,-2308,-918,624,-22,-146,-615,255,1916
-1623,1584,1777,1488,-351,-2414,-1859,805,1269,-2214,-600,1610,976,-1849,2865,-2527,-2078,1056,-1120,-1762,11,252,1520,-782,569,746,-1714,2446,-1867,1988,-382,1125,2909,-2440,-198,-2928,1934,-3851,777,137,-245,-1524,1573,2066,-1546,961,-1172,1508,-2048,-79,485,1539,-889,1176,-293,-2529,3302,1996,-135,-830,-3493,-124,2400,286,33,-296,-487,776,-1816,-220,599,-966,1062,-942,1050,349,1388,-3751,-1171,1735,1502,-1577,-1060,2695,-169,-577,-519,968,-3428,-2707,-1962,-501,653,3147,134,1110,-3083,-1179,-1563,-1881,-2576,-403,1734,592,1858,3000,488,3572,-1949,1218,1927,906,-3456,1759,-369,-2036,-3354,-300
-628,241,1599,955,-2310,-2229,-1407,-130,2156,837,-1338,821,332,203,-197,2192,-789,-496,-2659,-446,-424,-687,-683,-153,3661,-579,-2342,-220,-607,431,1084,1738,-304,604,-431,452,2058,726,-176,536,-58,1262,-1888,50,-9,1648,-1029,-3169,427,1008,-675,2062,409,-256,180,-183,-76,-1445,1006,-588,-59,992,1906,-1600,-134,1384,149,1446,1104,-58,-921,-656,-878,-518,-1274,62,-1592,-433,-1576,931,872,-1470,-368,-719,-1368,-418,-519,-1431,107,481,662,-1012,919,-1121,61,23,185,-2900,81,596,1269,-182,820,372,-164,1482,-498,742,-476,569,-861,-1558,-1264,121,1626,-482,-2109,332
261,105,-199,-1142,-111,200,1235,280,-682,-1870,-1,473,533,736,-694,856,754,-832,259,697,-187,50,817,-1504,-150,-641,1807,-68,-315,55,-125,-1025,1320,-417,1791,-776,-413,214,514,-299,-2157,451,2272,-27,-347,15,-525,1180,-7,-303,139,-431,-1070,291,-365,-1171,-554,992,-1780,-2235,-1340,-2214,607,1883,89,848,-1478,-1572,-1182,-1312,1064,-1422,356,1098,910,-100,2634,-1117,1318,-1038,172,454,2014,670,585,-353,-182,2031,3482,-121,-778,-1197,751,1079,-1039,-958,-1554,1991,-537,-715,1004,-838,-178,-1610,-178,-1145,-1447,-171,-1905,573,1172,-639,367,512,-1721,-1440,-75,-192
-518,1638,1075,1068,-391,1488,-766,386,279,467,-262,-1329,823,-2033,1753,-1914,-237,1741,-1366,-671,378,203,-1867,1560,-2002,-1848,83,1543,1352,-45,-1543,105,-1015,1397,431,393,-20,-2236,1653,1185,-1402,-1625,1657,-333,314,-2351,83,256,-607,2049,-1215,-89,544,1663,496,-709,-84,1021,-1297,751,-133,1154,-1577,-3015,-374,-254,-688,1163,-1564,-886,-827,1889,-2104,1337,-1763,-111,-1070,-1235,-1462,-350,-2000,2226,2191,-865,392,178,554,-2859,66,177,-758,-1058,1043,-1639,-687,301,1632,203,452,87,871,-1151,1933,-253,1666,754,802,729,557,-163,-339,126,1520,-72,-2200,657,-833,-655
-981,-325,933,1939,-1073,-202,-629,1723,2648,1568,1436,-535,505,-2750,1666,-1918,-924,113,-2565,-705,280,-1200,-837,150,999,-1143,-1659,-1568,-546,-449,-995,2673,-2096,-12,-1813,1278,1450,-695,-613,2308,-756,-212,-1351,-235,-335,1314,-331,-3033,-473,1420,-1180,851,2401,244,1490,38,-142,-115,-167,1323,-736,1250,-828,-2548,-893,289,462,2937,-583,-2090,147,650,-752,-1578,-36,-343,-2676,471,-1223,-406,-708,-124,1512,1013,-736,325,303,-2732,-1122,-18,369,-1806,-285,-71,-425,1029,688,-1799,-537,1002,1498,1390,1918,-214,1514,643,49,1464,2358,-1530,-1908,-1194,-19,-61,249,2047,-659,553
1349,-1843,-752,1741,82,-2688,1382,-271,168,1694,-492,-539,-123,2677,542,4265,-1382,-2348,200,1462,85,1523,1153,-461,2212,2183,-1846,-751,941,1081,-2701,3808,1634,-45,-2667,-1722,2654,-581,2050,2278,-411,-367,-2596,587,-2654,3101,-763,502,1258,-3189,2818,-244,-77,-2192,411,-1726,-2802,-1683,451,1181,-1965,1179,1022,2406,722,-55,1185,723,793,-1371,78,-2158,-146,517,340,-521,288,-2512,2533,-1668,2270,-3145,703,416,408,-3442,1405,-226,1295,-2369,1987,652,1588,1102,2147,1592,-1226,-572,-1813,-2490,-1943,-502,-423,-1998,222,-1620,-539,-346,-750,1502,1187,-778,729,-1669,522,165,-1610,2312
684,-491,-1471,-577,-58,-343,-124,-588,1508,1580,-1126,-1180,-1167,1777,-2022,-117,376,-1772,286,-1552,70,40,-542,-1204,423,-376,151,447,1084,-573,658,-1722,139,1454,434,573,-233,743,-256,-832,-864,-253,175,-72,-445,-367,-46,-28,835,-214,-257,-1983,-700,-183,-172,1595,-710,-812,-1023,109,685,-1186,1231,-1059,1062,1665,66,-1398,-465,1076,-1404,521,-515,611,-590,0,664,1398,-671,-950,661,16,822,-888,1043,251,-1057,-1331,891,276,-18,-1481,308,-590,708,-1237,2149,2084,-1965,-373,1696,603,172,2091,-382,30,1101,-316,1929,-1563,318,-503,-1304,-1086,-41,-628,-1218,1567
-420,1470,1951,486,-3829,-1244,585,-1052,347,-982,2834,-1975,2768,-1090,-224,345,747,-100,-1296,1077,-718,-1088,-1093,-282,3507,-1970,-345,-1237,1539,-621,411,470,-321,22,-1257,2556,1753,-531,-977,-1369,391,-493,1226,288,-632,263,210,-3455,-886,791,-2236,2407,1717,-1222,1388,463,-152,2589,657,51,-57,-713,-152,-2234,314,1111,2118,1940,-598,-1464,-243,-1652,-1213,-1596,-1368,946,-1285,-800,1723,-457,-52,-644,3252,-1242,-1353,3235,2092,-2061,652,3260,-224,784,2499,-911,303,1084,3296,-635,39,-633,2389,-136,503,-248,-49,3123,-50,-1670,1815,-1446,-1611,-3678,-1174,391,-660,611,-1583,751
-813,-529,-718,-1814,2320,1284,-631,1421,-1101,-2134,1355,1536,121,-373,2095,-2095,1014,115,-346,-999,1651,1705,1162,1029,-1744,-476,1490,2498,-1009,713,-211,-1611,-497,1287,1740,259,420,-941,687,-1961,-732,634,2221,386,672,-447,-21,1788,-822,-484,-994,-780,-1268,-943,-998,1248,884,-223,-1461,-1516,-2284,-2651,-1588,512,1877,1002,-427,-1711,-507,-13,-654,-1731,822,-579,788,-424,1696,-309,-401,1518,-1229,1895,1079,810,116,2276,164,2210,261,-583,-1686,-2136,-1140,1925,1002,2071,-2983,1237,2541,-2060,-2288,916,1160,879,634,-2095,-1861,671,-1048,631,1587,2964,-972,1522,-140,-847,1762,-2892
-1583,999,-444,-1547,788,-1206,-113,-2372,988,-882,-852,-970,893,99,92,-69,-1210,-10,-9,-1672,915,-182,1696,-566,53,-2488,-1216,2748,354,817,300,-1176,1030,1,-995,-2045,-850,-1512,-362,-1210,-2026,40,686,235,101,338,-618,1765,-1760,366,-95,97,565,1617,795,618,-56,1062,-1241,-831,-861,-2414,1854,-2105,2171,1081,-1164,-1360,-1705,987,-285,1116,479,749,802,-756,1116,-1681,1523,2105,259,-703,-2502,125,-1084,2224,-1866,-1254,28,-973,530,-402,1356,1198,1714,-1545,695,-338,-2636,-2174,-2068,806,1116,1874,823,930,226,156,-855,1742,477,-254,-3558,-168,-695,-2238,-2083,-766
182,83,821,-168,-1131,-1713,-720,686,1869,-1214,-1465,1362,-43,693,-1534,1229,-1749,756,-710,209,-1579,-772,1326,-1979,1754,1165,191,-284,-1097,-230,2297,-230,1284,-1652,2325,-1173,-444,378,1643,664,1400,392,-1198,142,221,79,-43,-739,207,258,1691,1184,-755,-98,1374,-2499,2721,-1065,-96,-1563,-486,-405,1435,2742,1390,-1428,-1528,-423,581,636,-1265,-145,1164,626,675,-324,-41,-1698,-1566,-479,2567,-1789,-1052,190,648,-1097,-750,878,-1530,-2130,287,863,220,-454,693,-2593,-1505,-1004,-335,320,902,-1561,866,1332,-1374,1114,327,239,-3639,1369,2138,-1811,-1525,856,2409,-1194,-513,348
