567,227,99,-191,-270,284,-1074,341,869,1083,532,112,300,900,605,178,1075,804,561,-367,-245,-297,-577,45,-314,0,257,1098,-52,-81,-122,2,-216,1108,651,257,-1166,466,286,-111,-122,80,-177,-55,42,733,-211,-106,779,-75,209,288,198,-822,-274,-182,-554,786,-28,-559,-1589,-568,-113,-742,441,-1323,230,217,341,467,-604,472,-1228,-772
652,247,-647,459,444,456,-567,779,803,1036,506,-688,969,356,-188,354,118,876,-770,-780,-1037,-295,-214,15,-1182,-388,167,-1003,778,1568,546,147,-903,151,-244,-1304,296,931,-947,172,274,198,-1,953,221,286,-103,-640,1106,-303,-658,212,-714,1087,-101,6,400,-554,1263,460,221,-1095,1080,-455,1514,-918,806,-137,499,583,180,396,684,171
-31,-309,692,-831,279,308,-459,-531,191,-356,-221,648,-1084,-1003,1857,-151,641,-1050,738,730,545,584,484,453,652,499,-115,730,-491,-794,-165,-427,-682,1084,-466,916,389,-61,1179,599,353,938,-651,-998,-575,459,877,243,-92,58,122,332,-159,-507,-764,832,-453,-177,-105,-62,291,-166,-362,-21,829,389,-505,-266,765,106,-379,102,69,678
736,299,-140,577,-694,-578,295,-116,417,160,-515,-651,55,151,-176,703,466,1084,-1102,-1254,-776,-269,-74,217,695,-996,-529,-349,-653,936,73,839,1227,-299,1105,-254,-941,141,-115,145,979,8,-360,338,-429,-23,218,871,372,-326,-114,-153,-942,-30,919,-552,1103,-623,1226,746,176,288,79,462,746,-47,99,1067,-502,477,-99,125,-25,-1094
1215,985,-234,-289,107,400,-351,1100,15,1161,432,-935,684,780,62,-412,270,1276,-322,-223,1084,425,319,-435,53,628,81,-376,656,1558,324,28,105,-594,525,-1533,345,691,-673,-447,483,433,126,-333,-644,1275,-638,-242,947,844,-750,1101,-752,-550,-408,151,691,248,-314,307,-646,-649,1054,-791,164,-1503,164,105,80,194,62,-247,564,145
658,899,2,-488,996,270,-249,699,-131,750,528,-294,595,302,448,261,-151,230,-1135,-87,-347,-274,243,-940,-60,185,42,-757,593,831,340,497,32,228,-693,-549,154,132,-579,-39,64,439,-195,343,-245,468,728,-715,676,4,-100,158,-235,416,-520,775,69,-57,-280,166,-223,589,1439,48,814,-706,540,89,-311,441,239,-185,532,598
840,230,-172,233,-199,329,-738,-220,523,480,624,-343,-226,611,96,-791,917,741,394,4,486,-795,-154,822,-272,319,444,351,71,403,591,-196,-281,834,-101,-380,-263,560,-1187,-960,-285,-238,420,-240,179,874,-958,644,-13,882,139,-10,-983,765,-61,724,234,232,481,375,-537,-626,453,-1350,-14,-156,303,152,901,-146,498,-432,-178,858
-195,-82,-112,-246,-198,-214,-504,427,672,822,140,-1091,94,140,764,110,397,259,-549,149,367,569,679,-61,-238,-366,-557,213,87,-347,212,-397,311,786,317,365,-205,61,-692,486,-185,270,-346,-621,-47,-79,-808,-912,409,675,453,707,203,-485,-293,-1098,-219,937,-512,-188,-1119,-240,670,-673,123,-602,133,-727,-9,-410,-176,-144,-869,250
-231,-290,638,-388,-94,-473,402,-716,581,265,-371,158,293,-377,159,419,-337,-544,1354,-294,222,400,855,180,-425,-290,137,157,-717,163,-830,-602,-386,-616,-45,-217,-245,245,708,170,-639,-8,57,-581,-503,-233,198,-500,-447,-186,110,454,-246,-594,-445,292,-322,-289,-256,243,29,-70,183,-120,-899,335,183,815,141,-29,-25,325,327,-594
-445,63,10,312,473,539,-332,136,-585,-308,103,275,-360,177,-423,-115,-353,-62,-576,-353,-44,381,196,-144,-142,56,280,-501,476,-53,-425,596,981,245,-894,-750,769,-241,116,-10,433,-30,715,344,629,-283,453,147,-931,155,254,-816,610,885,17,-597,413,-148,542,-870,345,445,567,-205,772,411,-346,-798,-674,-290,-279,169,227,-165
606,126,-795,-555,-461,30,-258,5,529,-913,239,-739,-234,-634,34,351,-94,312,-177,561,757,307,363,779,-203,595,339,364,836,-620,759,407,-179,406,476,578,-919,485,77,-231,-387,559,-685,-512,-789,-145,-177,-887,-456,-229,201,1230,-855,388,357,-340,1382,494,-151,1011,-431,33,-823,268,-42,-304,-477,358,326,227,808,-592,-308,785
-586,-114,-479,-500,-6,103,-147,273,-80,-1030,-731,95,-647,-1378,869,275,-685,-925,-66,847,160,1566,381,318,328,615,-727,1060,750,-331,456,-364,-77,373,297,768,846,-334,424,1639,29,1151,-312,-930,-220,518,749,-485,-77,-390,-394,-225,-407,-331,-105,776,50,-334,-577,-20,-657,-294,690,1012,153,191,-645,-867,367,145,-39,-419,361,346
27,984,-86,111,-482,-334,441,-238,1113,166,754,343,366,-83,-379,58,-470,-2,-82,-380,941,-273,1226,-500,-193,450,274,-613,-104,266,674,-433,224,370,217,280,-594,342,-44,-118,57,-500,307,534,-591,-501,-193,-557,515,1200,-232,653,-1216,-1148,446,-131,-475,454,-431,-559,-43,580,300,-515,-1524,367,-108,175,131,159,-439,-197,-562,-571
240,-426,-437,-177,368,1208,-445,685,-414,-556,-315,382,-471,-250,239,297,762,776,344,929,-50,24,-805,12,1029,298,74,601,264,-47,-744,388,-535,75,538,516,-655,-362,-202,-278,118,190,654,-657,211,1041,-302,621,456,-1097,799,147,-154,511,46,284,292,-124,311,33,-1058,-457,-323,450,1019,-1118,27,-392,401,-355,-221,409,522,105
258,497,1031,-438,295,-223,46,50,-369,290,270,659,113,56,550,78,417,-880,581,607,560,-104,-102,-749,307,95,128,-230,-47,-380,-483,18,84,-1091,-158,-1118,112,-719,1156,-64,261,-37,-98,-145,-748,-172,41,232,-39,-21,-427,891,497,-650,-994,-39,105,-69,-442,334,-455,397,-648,327,13,-163,468,116,-669,222,-539,636,-249,-133
-500,-697,-389,1505,-1196,345,-788,-306,474,103,212,-719,424,360,-373,-1018,889,316,944,7,92,-155,-553,-279,243,-533,497,-126,-792,838,-302,-747,-735,-18,652,223,-322,41,354,-894,-684,-435,401,72,13,399,-828,156,-275,1003,212,69,-533,-364,813,-796,11,433,-566,-1430,-691,-806,-325,-1422,-333,-423,-194,-658,1503,-367,97,713,-118,210
-244,-486,-92,-72,-697,58,361,-416,-359,-1017,-821,-245,-119,-466,-46,-221,-721,-716,865,-596,-221,884,654,720,693,-51,-280,140,-100,-387,197,77,33,348,386,562,555,-92,283,69,0,-602,-1073,-441,228,-448,337,-142,-570,-492,226,486,802,-440,558,-271,492,-284,315,-392,1456,489,-652,286,-886,913,-724,328,-41,539,-277,-802,712,50
504,330,-37,797,-189,839,-317,784,-90,255,191,-193,348,-378,255,-283,206,385,-609,-220,73,19,-171,-663,1414,-426,-154,-677,-113,876,-422,195,-481,-763,1297,-618,922,979,-227,55,445,131,219,-473,218,585,-789,500,1333,-118,-1004,-496,-453,167,741,-513,434,-803,107,-1,-608,-891,-216,-71,625,-752,834,-335,-142,-754,-12,192,1090,74
-56,222,-636,14,-226,363,-400,-14,1485,425,-692,-1098,1119,-388,1044,537,207,-56,256,-319,-420,-69,-301,39,-966,-892,493,-55,-651,236,445,64,-707,728,-129,-186,-227,452,483,-315,277,970,-962,-441,-978,-227,786,-747,71,389,85,884,235,-107,-411,365,-179,282,324,-269,-452,192,794,78,340,-1419,554,-22,489,1180,-550,589,-98,329
-122,4,704,350,235,-52,-136,533,-791,356,610,13,410,742,-63,-1056,211,-288,574,85,116,80,-283,-1348,356,-436,-385,-554,34,334,-230,-47,-528,-414,-102,-1441,1184,-662,926,-210,-176,-928,-116,940,384,59,-227,65,-283,-296,419,-267,954,-553,-63,-614,-518,-350,328,-313,584,-467,-98,-883,-106,-321,193,-123,-972,-785,-187,419,-384,-212
-122,-636,287,427,-515,555,-288,-851,-37,-151,-257,245,-503,-253,70,-216,-478,-731,740,-570,-18,480,817,645,408,-222,-378,472,-1572,-647,-1014,-291,-61,938,152,-50,550,735,-197,-611,83,-384,-639,-129,271,-116,-691,-73,-760,-472,-474,-734,-13,408,214,-387,796,-656,622,-21,338,784,-704,-160,309,1053,-220,-535,610,319,377,-234,412,-73
-218,110,132,-338,16,-859,336,-473,771,0,478,473,-453,-285,350,423,482,-410,-405,232,-88,-66,128,-568,-549,-57,-28,-768,685,-334,708,-377,-60,-122,-181,557,-635,-804,302,482,116,101,97,188,64,-360,832,-52,-271,169,1322,249,-603,-370,-734,-480,-197,990,303,-422,383,-305,153,284,-292,349,-521,613,-234,258,329,-111,-1032,244
368,-199,477,-258,-770,-353,-189,34,199,77,79,-395,14,495,-215,-10,-318,477,1548,-197,332,891,894,1128,352,-517,-722,-72,156,-160,-1381,-311,245,247,1338,-177,-156,931,366,-365,144,-1010,-902,-714,262,-235,-379,-828,-1231,-166,581,1092,-5,-311,252,-657,885,314,266,290,-629,-137,-1144,-682,-459,-113,306,1,-85,-212,-349,-405,440,-338
321,-480,-6,62,-146,553,-515,32,258,-342,-22,181,-864,-312,-157,622,976,470,929,-367,256,78,-249,871,757,380,461,330,-42,-225,-324,167,303,137,459,490,683,165,-482,531,338,709,92,-823,257,1027,-338,1170,217,-1068,1101,-118,-393,655,304,-609,21,-56,671,448,-659,-708,-458,-159,953,-129,-76,216,559,-61,530,304,889,-3
-294,-97,503,-913,1114,416,864,-419,-60,-195,433,738,-750,-668,1047,776,544,28,-535,546,1244,-115,2165,76,-293,-578,401,-837,-64,-1126,-154,1173,-138,758,-567,269,58,-472,-455,-695,1065,1045,-536,-939,-598,-167,81,720,79,22,1030,128,1063,-449,-383,67,-367,-42,-200,77,63,379,-135,208,313,626,-130,-99,-628,146,-773,327,-390,471
802,-483,998,-137,270,312,-319,-904,-533,658,404,561,-1050,469,64,-592,1070,233,134,-841,-486,-48,140,-188,1,397,-95,-470,-382,-670,233,-694,-412,217,79,-430,270,-65,-937,-905,-299,-219,822,-334,441,753,-711,998,-681,165,343,71,141,147,-843,-400,346,-362,710,-456,-132,51,-929,-21,71,336,-931,1263,-653,-723,941,-178,91,78
1027,170,-163,169,-565,1297,-945,639,-807,-78,-997,-1288,-15,116,347,-812,-222,1,605,-202,91,613,-266,870,954,515,-387,624,-1112,280,-53,-71,82,827,896,-930,1148,333,-153,-163,-599,-28,-470,-1296,225,693,-1155,304,-518,525,-671,796,182,1068,442,269,1226,-565,96,99,-462,773,-110,-202,712,-720,-580,-446,-398,523,-494,-221,1396,217
-148,-263,-754,625,-1065,-97,300,-543,261,-1045,-831,-666,-463,-1146,-452,6,-166,75,188,138,476,617,40,333,935,-5,-422,765,-258,-652,-385,-136,630,-74,302,-67,234,478,-132,-329,-12,80,281,-417,-374,230,71,710,-499,687,212,-819,-1128,131,474,898,909,-367,239,401,-359,546,-493,297,-626,1243,-839,497,667,-340,1276,-392,444,577
811,-321,257,27,-916,523,-192,-745,181,-252,308,-201,-976,-583,413,-722,-427,-1391,-128,-114,1152,-109,248,376,394,801,-22,128,-1450,-1516,-321,-12,120,1123,852,58,75,1328,-24,-897,-898,-227,-942,-531,10,-183,-1483,21,469,82,-710,33,-231,704,62,-1158,833,426,-212,619,-138,618,-615,174,339,792,-921,267,663,267,1481,-1640,608,105
47,-621,285,-72,-473,-1211,377,-618,-567,190,-823,81,-760,740,-434,271,602,352,674,264,-620,183,-657,1319,311,-245,-1084,231,37,-641,-224,-569,465,-387,-9,766,536,-948,204,637,-48,-783,-29,-16,-571,722,825,1090,-640,-13,872,-360,-968,472,787,435,533,1267,316,384,96,-479,-365,708,-634,813,-607,374,-157,-181,536,-239,-101,-426
266,-301,-243,-1243,692,218,803,-378,-86,-640,-444,1059,-2,-332,-218,1586,8,-575,-54,41,368,-23,863,84,-12,499,875,821,172,200,740,628,-739,169,-270,1084,-579,-472,387,497,-74,578,-473,-40,-1181,515,442,-22,459,-1365,273,1283,536,-1344,-35,349,-163,-216,520,702,1024,113,633,1567,-45,-49,-97,998,-156,836,-420,-435,404,-41
110,577,209,343,-680,267,-620,62,1043,-55,1345,51,-311,-804,336,-246,-699,-827,-544,-834,762,478,1300,-70,-193,933,401,-483,73,-116,-80,118,793,786,311,105,-201,914,-54,378,-759,255,-221,-383,438,-348,-1050,-803,730,-175,-926,40,-324,42,33,-1389,119,-217,-470,-420,-564,-342,-69,-1077,-69,189,-197,244,525,446,-166,-230,165,-200
377,69,366,546,483,853,679,19,-1142,238,608,791,82,830,-359,-470,710,-215,-1260,-457,680,-1070,523,-1468,657,-707,251,-1007,-393,-276,327,383,-258,190,698,-652,341,-82,-25,-981,468,-412,268,499,-296,-214,-726,1693,1447,264,-333,-1027,1424,-258,15,-50,-447,-491,-308,-318,682,-184,-171,308,-467,-53,-264,-306,-1047,-382,60,-127,466,-79
0,-402,640,-686,60,-159,370,255,-857,559,-639,-205,191,398,427,-421,-901,-852,540,308,468,981,499,203,78,-95,-611,587,-1000,-399,-683,227,-152,-109,-6,-814,654,-132,666,209,-285,-572,-1280,-219,-64,-282,-502,-306,-168,-410,-780,540,343,-833,101,-742,502,-295,-670,995,15,776,253,149,-149,-121,222,-562,79,314,-194,-113,379,-770
394,543,151,193,67,783,-978,732,-70,433,600,-450,-29,-51,882,-857,-472,-444,-875,-284,320,612,230,-852,154,-341,261,216,-318,396,-14,246,361,180,89,-1074,1470,369,330,-270,286,511,-143,-174,919,255,-184,-541,-152,40,-887,-703,580,202,-554,-186,268,-22,-107,-430,-865,460,539,-104,1093,-613,645,-610,-233,-354,-508,-143,-46,863
-276,-348,580,-5,-808,-171,519,281,609,-194,-468,-295,69,-820,786,-840,-551,-471,1505,194,609,400,43,438,889,-611,-66,310,-772,82,-873,383,-335,-402,465,-452,503,140,534,-483,-175,-540,-500,-544,175,-677,-1045,-744,-230,-49,-110,141,-55,-613,538,-457,-125,-822,-255,883,31,80,-783,-718,-9,456,-95,317,341,-265,-265,-30,102,-527
-1076,-1705,-74,510,-151,83,9,-441,-158,697,-210,-18,367,565,-91,-368,-420,208,69,-603,-1826,554,309,315,-196,-1360,-376,-695,318,134,-1102,176,-834,-40,-450,1581,-353,-416,-711,-1184,-212,-1393,-536,568,845,-435,401,-590,-454,28,441,112,149,135,866,-861,-192,188,-223,-1176,672,-277,104,-156,225,733,-117,-499,1161,-214,64,376,-152,-817
-372,99,773,-580,421,-610,805,68,-765,133,-581,92,229,55,420,78,160,-142,1036,273,110,141,-374,-562,409,488,-633,-180,-515,-50,-683,231,356,-718,-317,-80,400,-259,128,386,-11,-65,-589,-140,-304,-24,106,430,14,-607,227,18,1087,-683,-43,83,-845,-444,-333,-227,328,407,-44,110,-732,265,-364,211,-167,-31,-739,90,657,-632
-90,-509,401,-158,190,903,-121,-418,83,21,411,567,-174,-780,902,-211,-35,-623,669,504,290,230,615,-531,-197,178,-128,334,-746,-92,-591,152,-1030,-62,330,417,156,418,97,-1248,-483,-545,-118,-409,-47,98,-796,-94,517,-274,-460,52,46,-304,-791,212,58,-491,-482,-344,-422,-160,-683,-718,542,452,-606,241,1079,166,-403,-11,124,151
-704,94,-289,-125,-412,-463,259,-364,1365,298,199,436,201,-997,797,780,-576,-376,220,743,-101,-6,684,247,-774,126,48,-79,-587,159,-1008,19,-366,809,-114,908,-1459,363,749,-8,-273,224,-918,402,-102,-353,242,-973,300,66,-158,-138,-818,-1034,434,468,-685,284,-1080,-499,-853,-732,831,-127,-695,-333,135,285,1530,729,-826,-219,-777,-248
-45,448,-1091,-75,414,737,-82,165,890,-447,-84,587,270,-1417,-396,1554,-516,-61,-327,-82,-804,-52,327,-369,37,661,714,365,244,962,738,-553,-720,555,-762,505,534,-289,11,222,225,1570,475,499,-343,603,320,-449,624,-185,-15,7,-803,-488,-260,2021,-375,-82,703,-10,357,-411,566,223,25,-204,217,1302,530,1272,-18,680,326,949
-337,327,537,53,477,-22,272,-576,177,9,762,679,-712,-631,115,-224,-437,-323,64,503,564,186,1159,280,-1014,-169,766,-1473,-240,-619,-223,-355,-467,-42,-629,-654,310,-284,231,-563,-377,20,98,-28,-217,-269,401,3,-555,232,289,-137,-516,494,-236,-294,-182,-691,-468,-651,-90,379,-157,-265,-413,-226,-281,266,-282,-534,116,377,-22,473
116,-722,150,492,258,370,-122,-21,-563,232,-254,14,695,826,-315,125,-53,-470,-219,-858,-975,-139,-479,-292,403,-856,-902,-226,-109,215,-1261,658,20,238,549,-163,439,929,-128,-523,65,-790,-257,638,241,-87,-14,511,66,-380,-36,-541,209,236,310,-373,-154,-473,1031,-106,615,-64,514,281,802,477,856,-464,-342,-230,109,-198,1022,-483
-60,-1038,321,207,1105,330,371,-700,-732,1167,91,345,464,572,152,84,889,559,-7,-205,-907,-135,363,109,-1444,-1254,233,-574,-326,829,-8,362,-1362,-349,337,-437,-80,-220,-782,-1391,68,-169,-734,52,-698,1117,54,1514,992,-438,-413,-137,464,-822,-1151,678,-1043,-1326,261,-212,186,-1689,195,120,-449,-868,424,35,477,313,600,259,633,397
2,411,24,156,-422,-563,-29,375,-72,-494,-205,-442,1106,223,-227,292,-146,-366,187,473,-62,-517,-772,-823,679,-809,-755,821,301,175,-419,650,596,-717,1032,-376,-147,412,1398,297,-100,-596,142,264,49,-935,64,-36,-779,566,393,-22,398,-652,287,330,160,436,-251,364,-464,362,-364,-139,-360,145,980,-255,-1052,38,-844,-427,-450,-264
-94,-61,119,61,-303,88,184,-202,133,298,-77,93,18,-311,216,-82,-244,180,247,-97,-86,704,417,-67,-427,-151,189,227,-629,-124,162,226,91,-217,252,261,-135,-129,348,-450,-317,-982,-177,-56,-414,427,9,208,617,-471,-515,180,-77,-663,260,243,202,-234,-242,51,-760,909,-435,281,-652,105,-585,385,770,420,-609,134,-176,-896
-263,480,1393,-546,438,-876,479,442,-157,966,937,588,-371,409,788,-898,-273,-79,657,509,724,227,987,30,-665,-145,-348,-1201,-214,210,-100,-299,427,-826,-439,-988,1051,-1187,654,-37,683,-800,305,-116,895,-514,-395,-758,-25,58,-580,343,-131,-636,-698,-820,-621,196,-673,88,-298,-293,-469,-849,-471,348,494,-276,-868,-85,-956,-229,-1179,-255
-13,-75,-361,1055,-844,-294,648,-304,341,-815,-506,-914,346,-180,-253,343,800,148,-539,-309,743,-811,-268,-224,1216,-927,-882,-483,-683,-376,-142,1181,630,432,456,-556,-78,379,102,201,813,-42,-414,101,-1532,-446,-190,930,251,341,545,-537,-197,368,1431,-835,483,126,1310,662,392,51,-220,-244,445,628,257,-121,-123,254,377,559,315,-274
730,-204,54,-440,-16,212,-220,161,-65,189,-250,-212,583,743,362,418,778,122,285,-256,-435,-869,-277,-133,262,57,-358,428,-120,436,-209,606,-630,852,455,655,-841,-92,296,140,-109,505,-774,562,-825,299,-91,-65,220,235,415,1169,36,-361,268,501,-185,87,-634,88,-65,-591,349,332,660,-244,-33,-3,-564,556,-702,-70,143,-1011
507,-265,748,-1524,198,150,726,-37,-246,-218,-525,604,-1246,-420,1581,-19,289,-997,43,649,766,3,611,373,575,251,-185,395,-433,-2033,615,118,-965,893,-253,-120,-81,-204,268,562,-80,678,-1491,-449,-330,-77,-301,-134,64,-800,335,172,984,-776,266,-363,427,-182,-309,1101,-1,1088,-984,741,293,661,-409,328,-632,29,-726,-612,-251,551
-444,457,-846,358,600,661,-315,798,-22,-134,-32,-653,707,-1165,-333,896,-825,536,-123,635,-423,394,314,-141,-372,-173,-76,-597,522,1017,188,162,-55,-619,66,-685,1572,-252,-36,75,-81,668,591,-614,33,334,218,-760,139,-228,-433,71,-320,1477,121,997,234,-184,-218,-127,-483,-447,302,-80,679,-1366,-57,-415,-218,579,619,-45,874,286
-47,279,-147,229,134,354,-439,271,416,-26,485,700,565,285,-689,69,-334,-453,441,-225,245,-500,-852,-582,172,412,875,733,-62,610,-598,362,398,-251,-516,-9,508,186,414,-425,-224,-402,1198,373,750,-53,-484,191,-264,-77,-45,-175,-473,-141,-238,169,-811,448,545,7,247,-80,816,-177,79,-259,1034,222,-69,-120,-269,331,-73,-176
-798,-855,-837,-17,367,431,408,-304,358,-806,208,1199,-349,-486,-682,842,-148,58,-340,377,-277,73,9,3,-721,381,254,280,400,-820,-143,-409,-1556,596,-388,1617,-1015,224,-513,754,-348,428,993,347,-164,532,616,-35,366,-801,458,-962,563,-205,109,-257,-775,-93,782,-478,173,-659,-246,172,272,135,-165,157,93,144,-7,507,-498,-74
439,-58,367,-1367,540,-283,800,321,-1063,-21,-459,-300,122,764,547,-493,-234,-47,182,73,-187,230,456,-455,-277,-42,-416,222,871,-215,830,687,-175,280,-3,-36,-539,-1261,-333,93,-529,-356,-1124,653,-232,-424,170,-297,114,88,697,757,654,-1017,-536,558,-437,-220,-685,256,276,963,490,848,-981,483,-615,16,-731,293,-70,-788,333,213
-172,717,208,-355,509,243,-331,971,249,-434,1238,988,-308,-956,84,69,-1266,-805,306,1025,416,765,359,-339,-275,802,434,-643,850,94,-386,-80,-38,-135,177,-358,589,-329,1128,628,-561,-174,357,7,839,-84,-381,-760,193,-1083,-211,-309,-710,385,-69,-366,-201,-339,-681,360,-974,-118,211,-184,234,-805,554,-397,-233,123,-2,-143,186,622
-235,789,961,-1136,1318,-826,594,-185,59,507,302,841,698,562,-117,919,-502,-598,396,349,524,-1050,369,323,-1159,13,199,-229,199,-240,-32,553,75,-214,-1319,-671,354,13,207,811,-111,-221,169,-141,309,-1277,437,-947,-1188,399,338,878,720,347,-781,342,-572,516,520,229,1003,990,443,-42,22,16,542,-132,-1593,481,-1054,-192,-256,-801
898,263,301,-33,-401,98,-1181,-525,939,97,-76,-221,-288,467,1169,-658,1023,-375,339,-864,474,256,-577,1069,-212,-374,926,672,344,-40,216,525,301,147,145,-199,116,720,322,111,455,507,36,-911,-275,256,904,925,-620,723,-7,162,-1011,634,-833,-445,722,-115,1005,-192,90,-252,683,532,619,-364,848,-293,392,-24,-180,-35,-261,375
73,51,327,-699,-137,-209,-329,-377,-154,72,-129,101,-294,355,1039,-982,-336,-909,417,154,113,1029,477,283,-546,469,-386,768,199,-532,701,-409,245,919,-316,626,99,-425,527,259,-61,-691,-323,83,-453,-305,631,-181,-377,590,-500,135,-422,-609,-626,275,-40,338,-542,-1,35,643,405,374,-1135,718,-496,-599,814,308,-551,-1072,-515,439
-33,163,-216,16,20,-173,-562,-571,314,-13,-671,-428,90,-449,-118,667,239,271,172,-336,-1160,444,-167,388,-428,376,-204,261,-211,186,400,-1293,599,-386,-420,600,-20,-107,-197,378,-82,411,1116,-958,-294,561,839,-2,-835,382,-73,979,-33,352,-687,941,192,108,600,-956,-290,288,-60,443,-298,215,255,604,-142,74,-240,314,-318,538
-5,-41,-180,-621,399,574,-523,415,151,-416,-119,332,65,-229,576,42,-406,-1383,754,564,294,615,-239,343,-513,611,425,844,615,-495,-232,137,-248,812,-802,-282,404,210,1252,812,-677,68,-437,-244,-201,350,845,-54,325,-737,247,199,412,214,-814,367,-577,-299,33,-26,-24,36,773,-25,17,98,465,-606,46,611,-630,160,80,746
416,-577,352,-495,-100,-274,219,-109,-498,-290,136,9,-830,323,-15,-700,549,-110,258,141,572,-46,-217,188,292,306,131,249,575,-583,624,-324,-416,-159,310,-124,-287,-154,-196,-72,-689,-276,-119,-75,471,-143,-503,-359,-166,-373,242,225,471,-349,-324,-464,-147,-22,-169,447,239,-489,-482,-116,-138,419,-770,354,-121,-847,752,-523,197,229
27,61,1,30,-102,35,-267,365,142,53,261,4,312,326,-332,-48,-326,-105,283,-314,-309,-195,-256,-108,355,138,-62,-238,469,83,-387,99,-30,355,-340,-142,250,50,-288,205,0,-627,420,239,638,-538,72,-917,-592,238,-79,459,197,441,278,-591,-52,459,-135,-90,58,143,260,-386,471,-67,206,24,-322,-11,257,-148,204,-14
18,17,0,0,-14,18,-21,-10,31,-10,2,0,-81,-80,98,-17,1,-20,-81,53,74,-68,61,67,135,43,32,21,-190,51,30,40,-118,174,-118,79,146,218,105,164,117,-16,-162,223,191,-77,-241,93,162,84,24,-260,48,-65,352,-218,244,-119,92,131,419,158,62,-312,223,64,-93,-229,-52,130,29,-2,-93,40
