-273,201,-315,-448,-1,-584,75,-380,170,164,-16,-234,-679,1278,11,-150,-17,-671,-598,-723,196,337,45,4,-245,716,184,-207,-323,449,-450,627,333,431,817,622,-298,-117,241,145,280,309,311,762,-962,418,1333,-181
-366,-943,491,-334,442,165,141,-155,-484,-218,-19,838,-484,103,-426,-816,753,307,-553,-223,-53,-59,565,-293,-861,-854,354,124,-323,230,-889,237,621,174,-377,-361,-114,611,-92,251,-107,-283,601,54,204,-408,121,-231
118,561,311,-293,149,138,-10,-131,98,447,266,521,-274,23,373,450,197,-714,-184,188,-78,-310,378,-325,102,-106,-279,403,568,420,272,-318,227,103,186,580,214,309,-10,741,341,732,-172,-379,426,-442,-12,-379
-86,-182,-473,-281,-813,699,203,432,-448,376,534,127,-895,-11,36,-255,-607,-669,-64,233,-137,-305,475,353,174,591,-541,-128,-264,-539,656,-408,-123,465,602,71,288,46,221,-758,-1277,40,-635,-162,89,240,119,364
-108,-111,477,-247,337,-328,-261,-244,778,-2,-280,223,-175,-420,370,307,-128,-726,223,418,-192,66,-505,-44,71,-638,133,241,216,225,-26,665,-490,64,-789,951,-605,361,-138,-45,145,302,796,95,635,-4,111,9
415,209,31,303,-388,380,835,345,-820,13,-124,-83,-443,-351,-742,-131,396,104,38,489,112,-62,345,-426,-423,118,98,-819,-137,-427,372,163,1268,652,355,-97,327,-331,-558,818,466,-209,48,-5,-29,156,31,610
312,93,-205,-15,655,-117,-130,179,177,-409,-682,-103,752,-144,75,59,-401,635,-249,137,-114,1149,-228,20,578,-361,276,-277,119,-85,-172,158,-190,-603,-158,541,47,-481,453,647,649,-475,490,208,-105,-210,71,-55
-126,-631,-132,375,-388,239,215,700,17,-176,212,-53,-478,318,-400,-116,318,541,27,-434,496,468,12,759,-27,-320,143,-274,-544,-164,-71,-55,-212,-522,215,-476,-535,-288,88,-336,-480,-49,-246,362,-57,16,-62,152
-86,109,-242,221,68,-46,63,47,238,440,-189,102,199,204,-52,98,-95,-198,-226,149,1,125,340,170,-107,-383,161,270,-100,-114,581,-290,-330,-24,-139,11,-47,-117,411,262,-21,-85,-67,-135,-628,160,254,-75
-632,14,101,-415,88,-88,-528,-12,-333,-541,300,187,-505,23,443,-260,-51,-632,-83,212,263,125,344,44,94,-41,-905,669,53,605,-431,-21,-409,-525,-327,-25,57,206,287,-437,-356,693,201,-9,-48,314,21,-198
-4,0,74,76,-4,4,74,4,-1,-4,9,-8,-2,0,-77,-2,197,41,-7,80,38,61,-38,-105,-189,-136,75,-56,-123,115,-62,4,126,-61,47,243,-261,208,192,-320,-19,-10,44,-118,50,489,23,288
