59,-1833,-1449,100,1625,-1206,316,882,-155,2779,103,-2213,3233,-1243,2631,-1597,1540,460,1810,-1195,-904,482,1582,866,156,1590,639,534,-1899,-2038,1672,-103,-381,456,1706,1339,520,2675,288,1563,-2032,-1398,-53,1483,2016,-282,-1188,-1912,1741,-1751,2817,-1513,1216,1919,-211,794,2934,-938,923,-979,-1281,354,1159,520,956,1912,768,-203,2368,-1273,-1455,-804,-1951,1853,-189,-1845,2129,658,-774,-925,-212,-1889,4058,-329,-762,-2446,840,-1483,-663,296,-1416,1948,-9,159,-1212,-1315,-2808,1426,487,674,146,272,126,-369,-151,-560,-2419,1426,-132,99,-1029,1293,448,-154,-598,1833,396,-1125,561,-2895,316,1836,-2020,428,1803,529
-1086,-403,66,950,-375,1175,455,1502,561,1386,-1561,38,-454,-382,328,-899,609,477,254,2163,-1106,985,-721,1825,326,-1061,26,622,1730,-713,533,1069,-957,567,-398,-458,1526,703,1292,1188,-1387,-43,-338,457,531,310,-2171,-216,1916,-634,-152,-1821,97,1268,-73,902,2210,-105,831,-314,-317,-239,-621,-803,-97,-224,-1108,-1157,1060,861,-620,-1042,-1102,-823,-522,-317,3178,-181,-1409,-1863,198,-171,2678,845,-223,241,329,-1397,-840,443,-1791,2366,2069,-653,1019,-807,-1034,1844,-539,706,794,-804,155,-1022,-545,47,-456,1746,-1870,576,1846,1696,479,-89,578,1129,-459,-1184,-1139,-194,-28,1841,-185,430,-419,1075
509,-13,-1943,-718,216,253,784,-601,1078,1637,-1355,-1289,201,381,638,32,216,-949,1672,-1523,-2519,-185,1153,394,-687,-2973,-2959,3338,-2200,9,-2291,-436,-2097,-452,-1621,-80,1627,-2970,1058,-1049,1452,-435,-286,-706,24,1059,-918,-437,933,-1442,214,-2305,81,1098,1578,505,294,1161,2149,1171,321,1620,-1039,834,-631,-37,1541,-1477,-152,946,-659,1691,2578,310,242,-233,-498,887,-2034,231,2876,283,2967,916,-467,-1961,315,1068,-4154,477,250,1205,-67,6,772,-3503,396,2871,2282,-1632,326,1363,773,-1753,-684,-1385,-1844,579,1589,-629,253,766,347,-1576,63,300,645,1121,-217,-1144,2033,459,-975,2094,2262,520
2843,-2701,-328,-171,-1314,1604,220,3952,-1770,-2397,379,-353,963,-373,754,-1476,-1118,1677,452,791,-900,-787,-479,-3516,862,1418,-1347,-289,2374,-739,521,-3110,-195,-1706,-630,1052,-514,-17,604,853,3977,3177,-31,-604,-1479,-2194,2074,-158,1290,-734,826,-45,1486,-789,170,304,-389,-1046,-2053,-1394,-2546,-336,3164,2269,2932,-1054,1800,2119,-332,2227,298,299,-3151,-3541,-2362,37,-147,1091,1776,1052,847,-873,437,1252,-260,2140,-378,-692,390,856,-1802,1445,2405,-2135,4092,1407,-2585,-886,-2034,3289,441,593,281,-385,1737,349,-809,3719,-2079,2228,1793,-1843,839,594,589,2820,2133,-69,3185,-689,1609,-828,-1019,-790,-231,3336
238,177,571,-344,-1031,-2174,-7,-1106,204,419,1300,-2364,526,-536,397,1333,1329,-2423,-936,2299,2046,186,-1446,314,-1311,-647,-1079,865,170,329,155,1466,1140,-1221,-760,1031,-1914,478,1662,-792,-828,243,728,634,611,-1107,-475,-1164,-13,2228,-433,114,380,67,-262,207,-570,639,472,2212,2278,204,-2091,156,164,-1732,1338,-684,456,-344,-38,-1016,-14,778,-2464,-221,1122,-821,249,2202,-78,837,-1423,1053,657,719,384,-1106,842,-568,-834,-1832,1361,-1793,1785,1685,-613,145,-1374,-2425,-734,-1167,292,1323,448,1185,919,-2083,-359,405,1386,1454,635,-361,575,-203,533,913,-2514,-54,368,-1245,-296,-233,-249,-513
863,1004,-663,1706,1641,-2806,-517,-2223,-1177,-423,4032,-128,1372,-1649,1180,779,495,-3025,1192,-2775,2849,2508,-243,-1581,-1802,1301,-2540,-1987,-895,373,-202,128,2017,2075,2049,-191,-3348,-1507,-1283,304,151,203,-1970,-323,1031,-722,-722,-365,-2536,-2002,3285,1953,1355,-796,-1478,1014,-504,587,-441,1121,954,-1333,-250,-1619,-881,754,21,313,304,-2734,1657,90,374,1563,1266,-1942,-504,947,2022,1356,-1373,1100,-1411,-1043,686,-1513,1872,854,407,-1495,1046,-1173,-2664,1924,-2155,2654,40,145,744,-1268,-39,3314,394,2182,92,-1209,-361,-197,376,-947,-2658,-1603,960,802,-1246,1855,-505,2546,-1241,-1465,1832,-1717,-224,-613,-623,-1436
301,772,2059,-2846,-4418,-930,4489,2989,1259,-3220,-2711,-989,-1653,1342,1771,234,-2630,2342,-234,-1188,581,-3218,-2839,-396,1583,-2516,-175,518,-1846,-799,1695,-1821,-32,-1550,-1368,2850,-2376,2680,2169,-1132,1787,1095,1369,791,-2974,1624,1210,1575,-1976,-852,-1688,2659,1741,-1513,-860,-2003,344,631,-1672,-830,-477,566,226,2824,1417,-1030,-1137,-1583,-1410,925,-1595,-798,-3190,2141,-1506,1513,-330,-1419,3567,369,851,-1114,-298,-318,-1892,2790,84,1428,-191,3573,416,-2488,2932,-1043,2604,3189,-1532,-2951,-834,138,1172,-2161,-2264,-2445,-1402,2167,1325,-440,-809,1010,-1228,-1197,-1333,-639,-538,1152,388,822,2060,4855,-2902,-491,69,-1900,859,-511
-713,302,-105,2112,1687,-1383,-1186,-1356,-1570,-3687,320,2875,-1155,-405,-1951,-954,-283,15,-1953,396,979,-487,-1753,1,-1807,-1010,1155,-1774,-1786,3385,4527,1324,-483,550,3149,-1911,2923,-2224,-1029,-354,-2635,1722,-2832,296,-963,578,767,3412,-1390,-260,-368,2247,934,-2615,-384,44,-439,1668,-570,781,-4119,108,-2134,770,805,1412,-797,-3256,1550,262,2491,-2928,1834,-1303,1784,931,-1446,493,3953,1506,-1701,-590,-2391,-1142,1600,-703,336,970,3505,1544,-300,41,1993,3355,-183,2558,1711,-2481,260,114,143,1108,1414,332,973,-596,2454,-1699,998,-153,-2338,-1993,211,1841,153,1391,-2726,3119,538,1656,-2140,-2113,1069,-158,-2276,-1696
974,155,409,-941,-710,450,370,-1303,-1606,-2430,-1692,1576,-575,274,-903,159,313,108,-50,2406,-307,1267,620,1280,-999,-670,161,28,-425,-754,-71,-1434,-1773,2984,-2144,-1215,146,-1406,958,-1647,546,1695,-354,-64,-312,2692,-928,-409,-942,-1053,-1070,-146,548,-721,1178,-514,-821,694,-2689,40,-711,-893,-985,-1576,-147,-11,-462,757,-1941,-528,-563,265,632,-1430,851,2552,425,100,-88,1141,1662,-1319,-691,552,91,895,619,839,450,1235,-1743,433,-1721,-433,-224,611,538,-640,-233,898,14,923,-907,1092,71,1436,930,-1083,394,173,-78,-275,-858,-1064,1936,538,7,1360,1573,828,-1714,680,547,-62,2547,2473
-363,594,558,1077,705,1048,-303,-2009,-488,-1241,-927,299,-1726,938,-2991,348,138,-372,286,-1016,-20,-449,857,549,-658,-1111,1420,-932,92,2589,511,930,657,1182,2896,-1783,611,-2421,-2607,-189,-1406,-1148,-1353,609,-748,330,44,3143,-915,544,-1565,340,-1092,-1249,181,1344,-2296,-1753,1765,-807,-1054,-901,233,-492,-1397,810,-1326,605,229,344,1780,-473,496,-1838,3743,1304,-233,1226,-212,207,-838,-253,-505,1455,-351,-723,188,1067,1664,662,559,-1886,-1095,1378,-367,-1460,1145,-784,649,341,-66,1637,-165,-108,-430,-2012,187,-1071,2338,-172,-631,-1034,-1880,2213,-1539,104,-138,1257,-90,1485,-1603,2127,-1997,47,-177,-189
-216,-401,-1831,-185,1415,-2107,61,284,490,2285,2689,-38,1503,-1003,1940,-34,-457,1372,-708,-657,-307,-52,697,-1103,-1520,1952,-1882,894,593,1758,754,-425,506,-2457,1076,-43,-1525,814,2119,-431,-2150,-1955,-695,406,890,-2026,-524,-2172,1239,2491,1288,-500,-1510,127,1389,-1026,-17,-1127,-318,2276,1386,560,832,206,893,-65,1545,-705,1913,-438,919,995,258,1199,-1942,-189,-1391,896,-165,1528,-184,1888,1657,1204,2276,718,-1693,-1752,-1255,-643,-1876,-766,-373,-408,-146,-2101,-1091,-240,-1872,-2682,-2314,-3048,-1258,-971,422,-358,-2177,-1853,572,-244,-1021,-477,-22,-1606,378,-1592,879,1629,-2308,-211,1670,-988,-151,-579,-117,-687
1036,-1680,1008,-756,1856,-759,-428,321,-1861,-437,-1037,-870,2198,-895,-2316,-671,679,1423,1912,1114,-2313,39,356,336,1887,1971,1359,-1033,-24,14,2389,661,-3098,259,-49,-1751,396,-382,-271,1132,-1640,-1104,184,815,622,-1063,-811,1783,3947,-305,-355,11,-2733,786,1940,-1157,916,-1140,-1035,1164,-2313,2136,848,-176,2739,755,-853,1370,2887,541,-493,-972,-377,-99,921,904,1399,1634,703,29,-2204,-1966,-121,445,6,5,-1797,-1724,597,2184,-1149,-1550,1824,-712,448,-404,-453,-307,-2385,3294,811,-306,1083,-263,1267,1740,-907,-982,-21,1744,1815,956,-986,2176,-2681,-1156,363,-2808,1185,713,-341,830,-139,1492,1137,3307
1776,881,610,-2815,-1261,-2245,-14,-60,913,390,-800,-1663,1013,-510,-1599,-2560,653,1723,28,650,1110,-1018,1326,-2765,-556,1352,-2687,2312,-578,-2146,-346,-158,2712,-14,-2951,2618,-1342,1174,2367,-1112,-660,-825,2018,-1955,-181,-546,-1668,-3414,3367,-760,-1163,-796,-1937,-1836,-783,234,738,3115,449,-628,-182,405,1084,2541,443,3014,1938,-2059,-71,-1890,-1997,-558,-2003,1920,-2415,-867,-1180,-1609,838,-53,-427,1207,553,-838,-529,1744,1562,95,1732,1639,-4076,733,781,-610,1208,2350,-1556,2625,2003,1663,1729,-1122,-692,-1696,141,1199,-2623,609,-2856,-246,704,1695,-2554,-1301,1730,-66,1679,-249,-2057,-1174,838,-1671,-1674,876,-1492,757
1100,-463,1304,-834,29,-266,-687,154,1332,418,-880,-1487,-1355,-798,-1487,-1732,742,845,-971,-562,214,-654,1945,-1798,672,207,294,-83,388,-1321,-259,1447,2892,-539,-176,1540,0,602,-1063,-2258,-47,-2444,-90,-1207,-1031,-1187,355,-1377,-118,-201,-2066,-94,-1608,-275,-64,1346,-1718,-457,1194,-2602,-1229,681,3085,105,-600,1023,782,-55,-1142,360,1237,884,-1224,-410,241,47,322,1525,-1152,-1695,-1469,498,-500,392,-1134,1077,470,659,1109,1675,-94,213,596,1371,1509,-187,-525,607,1361,1819,-725,554,-1249,-778,-922,-677,618,-699,11,1503,388,79,-2854,948,-558,-901,899,-1104,-1088,-603,-55,13,-1950,-17,-366,774
159,-986,-16,-2105,179,-733,-1595,-1135,1402,1493,723,327,-532,-458,31,-175,-235,1109,-1580,-1231,-1143,-1818,1018,-627,940,-50,768,972,336,931,-447,1784,-658,-1476,469,218,-248,-1078,-40,-1144,-1568,-1385,1181,2124,-2079,-686,-763,-1106,294,1664,-1460,243,-2623,448,95,-967,-1742,-525,591,-969,923,-488,345,444,2234,-101,849,-62,-1895,-293,1049,1512,666,-1476,-2140,1110,-3954,187,-2401,1030,-457,-1511,-658,-1391,690,-251,-1178,-351,472,407,-219,-479,-653,568,-834,-236,1121,-486,-1157,-602,-3016,-1593,453,-1523,2567,1211,1400,-2526,1713,1493,2268,1267,-453,-427,-686,-2658,1356,-157,360,-189,736,-1563,-811,-1380,-649,-1556
-1100,125,1446,-399,-818,-1048,-35,-1682,-35,707,-1165,-2707,-406,-415,-12,1196,1307,-1505,-32,2783,605,1758,1380,249,-189,-420,657,1696,382,489,-57,1455,534,716,-884,-123,-753,588,782,-1116,369,-606,-441,557,2010,825,-832,-1269,-2018,-4,-758,-1394,-404,-491,235,-1237,-1446,-1160,-721,399,1883,875,-861,-1488,-1174,-734,-745,-760,-216,-1318,1115,-185,-119,925,-531,712,641,286,-1279,1251,-353,754,1598,-498,-663,-91,-890,-229,810,131,-416,-861,-843,-557,-656,-145,-211,242,-2034,-1345,-1179,-1038,-1444,142,633,745,1478,-1136,-538,-27,1127,1932,-550,-1169,1261,-1443,547,-331,-2672,224,-2122,741,-731,-899,577,902
-34,1479,654,-1534,-2005,-1138,1802,-325,2005,-1040,-1921,-392,232,739,-1232,-786,105,-559,517,1189,424,-179,-911,1603,-1270,-826,217,-1624,-455,-936,-1725,748,951,1479,-480,960,-1618,751,1495,-1003,485,736,-10,1303,1172,3684,-1862,-1126,-827,-573,-944,19,625,-523,-765,-671,-670,-1368,-187,1014,410,-1158,-851,2036,373,1477,-1570,-955,-559,-1247,178,1273,253,1603,-1983,1265,-737,-2398,-157,-318,1994,-931,957,-819,-540,1801,2251,440,1277,1223,-41,-836,1490,-1258,1175,2798,-744,-144,726,-2277,-275,-186,-208,537,168,1905,-240,-2700,-1203,-1970,-1445,695,-2896,-2118,788,-352,-1015,1446,-2276,993,754,231,-2159,-1620,729,-357
-790,-1415,-250,564,1419,-467,667,1811,401,-1230,-1456,1665,283,-2228,1228,-910,201,-93,-1971,557,-774,324,604,1218,754,-425,3871,-2277,787,264,2770,-653,209,678,2856,-336,-15,1834,-36,-918,-1412,2350,-2801,880,840,881,-1000,267,606,-605,2414,1798,2185,-1456,899,-361,-915,-2581,-2118,509,-2680,815,2388,-315,2452,636,-3435,-2044,1370,-986,-426,-1654,-2355,1628,1073,2457,-705,-25,-412,726,-1097,-4088,772,820,-1062,192,1625,334,-690,2444,-1354,1694,2953,1108,67,-591,-768,57,-1447,906,187,-654,-1199,-1952,690,2487,845,-2176,-1176,234,-2251,-1994,298,-44,-767,-825,-283,41,389,297,140,1296,1381,-1883,690,462
-1573,-144,1161,-479,1458,156,149,1522,-347,1488,1813,1260,1155,785,2191,-1558,-460,1236,631,500,214,-2157,2303,88,2725,2415,-1461,-2151,139,-1460,857,-352,-858,1054,505,-1453,91,2468,330,629,-716,313,-1355,121,719,-332,-1131,99,458,1258,1519,784,214,1745,961,-554,2239,-1498,-364,-872,600,336,-1091,-892,-349,-1587,527,314,3214,-1014,-2347,1765,148,1062,-813,442,586,-279,-967,-676,119,-1067,56,-358,409,212,-1767,2050,373,-1001,393,746,-1702,2989,-3641,-2854,135,-1228,-1665,-1189,732,-3366,472,-2832,-2641,-1774,-637,-384,2142,-2477,-1263,-907,-828,139,290,-3088,445,146,-325,139,772,-1159,1885,234,-550,322
876,677,-2104,574,-461,1630,283,1951,1009,-777,-1256,2642,8,372,1103,-1409,-1261,1161,-1524,364,-2659,439,-644,-424,-685,1412,893,-774,-1839,-40,-771,-2502,-513,-534,-4822,36,2439,660,1613,-905,1398,1323,-137,-2066,1542,180,431,-1639,712,-2487,1390,-1698,-908,710,-1643,1208,762,3677,-1517,-1088,-1195,-141,693,68,2222,2026,-1070,-1515,-3092,824,-328,-621,-320,751,586,-1914,-638,-208,2423,-2639,2663,-820,-150,-1393,-1331,833,2466,374,-152,-1118,295,4191,2469,52,920,596,-1879,1693,2500,1263,-1637,2091,-2063,2158,799,2608,-1031,2644,-547,-81,-2671,1477,429,-271,2430,107,613,453,2813,-2669,697,-1518,726,1441,-868,-1169
-3061,-879,2085,-1087,-773,462,2754,931,1353,2703,-377,-949,-1715,1990,1379,-915,1471,995,-737,-278,-2019,-1797,622,1891,2491,-734,2419,560,652,-205,916,1757,-331,-306,2258,918,530,3832,-1180,1992,-3579,-485,-1181,1127,-1100,183,-234,882,-2329,1941,-438,-1542,1656,1051,711,-1134,1563,-4276,1980,-2018,1276,479,1278,539,-184,-1912,-434,319,2165,595,95,21,-1694,-1949,890,1994,1730,739,-3856,-738,-1909,-3560,4511,907,-1107,-2815,-1298,-1959,-1877,1387,863,-1075,430,2057,-1067,-3181,-1736,-1845,-2022,-1237,1199,-2789,731,-3541,-2623,-1872,2159,-784,714,159,411,-588,-62,2604,-2557,-2807,1423,370,37,2084,-1542,658,-802,-2604,1599,-654
2155,706,-429,2093,1825,-210,-589,-1037,-2539,-1259,2006,200,1355,-2126,-2530,1497,-703,-918,1978,-509,2435,1559,-82,-1700,-3125,2211,-1552,-429,400,739,194,1337,2185,1030,563,-1871,-1828,-2868,215,693,272,866,-1261,1313,965,-2611,-1915,1607,249,981,774,2656,-1774,-1620,50,2158,-1011,786,-752,2189,-2568,-570,-253,-247,-645,-344,1189,2199,631,715,1163,-530,-1024,-1645,1622,-603,-271,2424,2079,792,1617,1961,-2902,1396,1326,2056,1178,-114,2393,-2192,1117,-1763,141,141,2158,607,-1370,-1186,197,-156,-470,1030,677,1729,996,577,-1165,-184,1760,-1644,-340,-866,-507,-1856,-184,-26,-376,1511,491,-669,2177,1024,-156,2053,-95,357
1840,-1211,-3615,2047,2170,188,-1720,-1014,-1504,944,-251,-1409,1787,-1243,-515,-97,1389,919,334,131,-1548,2708,721,-1696,-3533,865,368,2139,-2828,486,-650,-74,894,-1717,-478,-1055,2498,-3001,-624,297,574,-2186,-1333,-1082,2841,-1825,52,-1053,1718,-2065,-371,-3275,-1137,1529,-812,1603,-160,3084,430,198,-1917,1282,699,-159,-230,2884,2876,-197,-120,631,2857,-480,1045,225,1185,-2083,1991,1878,1713,-1511,1499,2741,766,681,-301,-1468,247,-1060,-794,-1844,-574,976,-1083,1064,62,-2031,-117,1669,2845,1495,-3322,3200,-2933,3769,954,-953,-1585,1903,1667,1033,354,658,102,-517,2786,2754,764,-1391,835,-2597,74,-55,-3277,3065,1598,-36
-470,374,2366,-1681,-2474,-171,3985,1535,786,-1134,-1544,-1198,-41,2929,-888,-517,213,316,1461,842,-1420,-1654,-2331,1956,1656,-1375,814,-1268,-1347,-1910,1787,-639,-694,333,488,1297,-2252,1106,1092,1220,2065,18,192,1277,-117,1113,-339,2584,-1415,262,-1724,1928,534,1829,38,18,1461,-1374,67,1229,-654,85,40,1036,-478,-937,-1587,23,1754,771,-1125,-1175,-1310,-1055,217,1043,829,-89,-263,891,-389,-1292,1698,1350,-2526,-316,-194,-1787,351,2456,1370,-3315,1512,-1813,1468,279,-706,-1192,-1603,-449,1289,-910,627,-842,-1648,1324,19,-143,-421,-792,-154,-273,-2401,655,-1992,602,495,932,367,2121,-272,131,175,-1858,1530,1400
-131,-938,-1291,-166,409,1489,-1512,65,2019,3065,452,127,339,1166,1596,-313,-394,306,-1451,-1033,-2235,-868,1131,1391,1494,371,239,72,968,-922,-1974,-547,-1255,-2381,103,841,1838,-376,-1688,1106,213,-1280,2517,-29,-89,-991,-2,-1997,554,-433,733,-3469,-1700,2912,456,1025,671,360,877,-1146,1493,-2943,1113,-587,350,872,1239,-480,-1001,969,-1018,771,1525,-325,-981,-607,-1164,-1604,-1804,-1582,1512,-605,532,490,-1417,-356,461,-964,-2032,-1486,381,1319,-662,566,-2138,-1958,-1010,1671,860,699,-2626,-932,-251,1001,1905,-749,-53,1090,864,1954,1905,2307,2389,538,-136,-365,724,-1774,135,-2774,999,-102,-18,-942,-243,-1643
-173,893,1278,-868,781,-474,62,-1135,-2169,-270,921,-317,940,1544,-4147,-788,1694,795,1019,1559,547,-2200,-1722,-1661,-1009,1267,-1449,-1167,-264,-368,638,-1333,-2135,-871,-2491,-2778,-2143,-2092,-387,2156,-2063,-633,-933,-2986,2703,-451,1289,-213,2221,3507,-1972,546,-2380,944,1783,-208,4475,1554,960,1729,-243,1406,-1105,-654,379,122,430,-624,2810,237,140,-1037,81,-218,1126,-587,991,878,-1414,1935,-526,591,-351,680,2202,-1292,-985,636,2015,2011,-568,-3563,-1989,-454,-1711,-1433,-1033,-935,-403,-380,-55,-150,2050,-1677,-2202,-1637,1091,1442,-896,-2113,971,-372,-166,601,-2340,-532,941,1801,-1378,786,1855,-1028,-110,2746,449,2417
1403,-1809,-3,1131,277,1145,-9,172,-1979,-2766,-969,1819,-812,-1073,-1257,266,-668,1267,-1996,1088,-749,2567,-965,-310,1542,-1103,2926,-1292,1928,-184,780,-678,-1330,1216,814,-1053,-156,-149,-2470,-524,522,496,-2946,681,-1748,245,468,806,-1658,-2471,373,667,593,-1632,1727,-520,-2250,-327,-4855,-865,-4375,916,2237,-1767,880,833,-1371,951,-1624,1537,1473,-184,-1387,-3207,1189,759,2252,240,935,2798,-638,-759,-2013,849,-856,1019,1215,-659,-501,3330,-362,2246,1298,493,686,1191,785,-1555,-681,2996,-1452,2373,-910,1932,2333,-90,2749,207,149,1542,-359,-1844,913,-993,-676,2217,-975,-2176,2199,-915,-958,-234,250,-526,737,1292
