4060,68,1786,-4332,-2426,-7762,-2222,713,-2518,2355,473,728,-1035,3154,2713,-893,819,-1344,-2251,-2173,2253,-181,-4506,-3330,2676,2942,1973,-2055,3330,-656,-1334,219,4684,-7049,-6526,1835,-3581,-3090,2240,5353,-2355,-5788,-1126,-1381,6643,627,-4119,383,1653,3218,-646,5987,-537,-1664,1048,-3058,730,-3067,1035,-1580,-811,-7131,1412,14,-309,1339,1724,-551,4007,-108,1467,-4471,172,-3959,549,2311,3069,-2152,2640,-180,-419,-4264,-6498,-3234,705,1124,-3627,-1794,-778,-2596,165,2572,2374,-6423,-846,274,-1498,-761,3071,2801,-1443,335,756,187,475,3620,-390,-3855,2877,2085,-1715,4314,689,2544,-2046,-2400,4364,2657,-3910,3858,-2504,2045,-3314,2070,3524,-1671,1170,-621,-3271,2779,2869,-2578,203,3744,-5326,-4,1599,2765,2520,3415,-358,-2000,1718,-1416,-589,-1457,850,1323,-1099,4558,-1056,-2170,1267,2410,-3390,6287,943,-430
-1710,-1446,614,2657,-943,262,-3166,-2031,2428,-421,1109,354,-1586,-577,-3725,4661,-824,1039,-1415,2464,-3225,2627,1421,1449,1600,-1011,-4771,1292,-2020,258,2791,5033,-407,3118,-3570,3192,3935,275,3908,2986,-1875,2999,1130,193,-4121,1527,-637,-848,-5162,440,-589,-344,-7900,-324,1062,-924,3720,3035,-2718,-1511,-1919,-2029,1801,5937,-1638,3149,611,374,1701,448,-1349,2451,1313,-353,1021,-476,1248,-308,3799,1246,-1016,3031,5593,-615,-2086,699,1237,-4943,-6868,-796,-741,-2469,-1262,3985,-1910,303,-2758,-386,1062,1367,-210,19,2152,-1756,-508,-4957,-621,277,-1365,222,-1319,1478,1023,2845,919,508,760,-361,2808,-4302,-1920,-1941,-477,344,-1281,1005,-1339,-3005,2258,-2292,-447,-2831,-4053,-1674,782,-144,4895,-62,1775,-1511,-5766,-1022,-1725,3580,2582,-3700,-793,-1331,2903,-4427,-2915,530,-1335,-1332,776,-3473,1804,-3038
-933,1712,514,3036,-5925,-1560,-2672,1396,2287,-838,176,-918,-6170,2833,-749,-1165,1351,-4067,-205,3246,-930,-1224,2616,-281,5754,173,-2447,-1256,-3446,-2256,1037,1214,-611,-671,-3369,6565,-1403,-1493,461,5807,-2146,-127,2542,-2669,-4998,3495,-2192,-986,-833,-297,-226,1446,-5616,713,884,-2859,-705,1928,158,2664,-3666,-2131,956,-13,-860,519,1209,2691,1149,-165,1224,2222,1847,-677,2213,-1724,4265,1649,1623,1937,906,-188,-1800,-2268,-632,1623,569,-1337,1310,-1951,-96,-304,-995,-2831,-4513,3148,3564,-2816,1105,1630,-203,-1786,-3438,725,2184,-420,-1520,1519,2541,1938,1993,4059,1524,-2756,-2164,-2315,878,-620,3201,3815,-2509,-2672,-1994,-336,-683,-2111,-914,-4829,1316,694,113,-4914,-729,1720,5426,718,3258,-2419,2066,3825,-1324,-3241,3122,3625,-1067,1932,1354,-2418,-737,-2586,-3569,-1461,-299,3176,-275,-688,623,-533
4219,441,1959,-2699,974,2358,-1667,-3563,130,-3457,-816,-2844,2041,-6172,-224,1105,-770,5302,-2385,1872,-386,3054,-2902,1011,-2854,-2578,-3082,-1472,167,-4363,-5941,3579,3712,1090,-2017,2708,1369,-212,637,-3188,-942,2612,2435,2172,-3284,-1832,4642,-1791,-1268,-2589,-929,-1445,1372,2194,1409,-3706,-284,3897,3173,-1091,5465,1237,3228,1480,-3528,1072,-1099,1651,1857,3461,1820,-159,-3288,-2068,1068,301,3658,3160,-3220,716,-2249,-4223,3006,-1453,-3361,-2123,1335,1146,1579,-876,338,-1394,2096,49,2426,-1552,-2180,2405,1651,1501,408,2488,959,78,2626,-1204,5264,224,901,-4114,477,-810,-2313,1552,-5221,338,-1539,689,-2491,-513,4466,-3897,-4121,-2475,647,-1506,-1076,4479,96,-1063,1938,5424,1955,-2028,1399,-2863,-2578,-1649,-1042,-310,-1040,-2844,-2107,2217,-2529,-487,-2194,-1895,-4867,3366,-570,1029,2905,3523,4460,-1383,849,-1609
185,-1655,901,-1632,917,1668,-20,-1846,2248,1420,-1217,-844,1244,-3265,413,549,-1690,3822,-579,-1369,49,4728,-3281,1403,-3222,-3221,-1970,556,98,-1122,-360,3356,1351,1240,-522,2167,-4486,-852,403,-2006,1088,2907,228,152,-1723,-577,962,378,1920,-89,734,-2373,-2235,2588,474,-1424,1932,426,-384,-3207,723,1113,290,2494,2673,-1040,1201,426,130,-3304,-2452,-3702,380,788,-2171,-171,3015,2110,1082,3575,-2609,-986,1771,-30,-1704,-2033,1499,-2956,-2667,-2998,1417,-2048,-2548,-1433,-2598,-751,-1026,1550,47,-42,-1379,1222,3814,-875,-1181,-1325,1713,-1199,-1662,926,-487,843,473,2844,-658,2121,2790,9,-2002,-2308,1780,-1176,981,1958,874,-1688,146,330,1779,681,2592,1382,-1532,725,-1694,-2083,-1845,-2068,-2829,-1906,2232,-151,1840,-152,1734,-354,-1611,-1266,-655,1293,-2742,525,-1548,-3505,3968,-131,1494,-118
-1087,-739,2838,1154,-1342,2511,1819,-2536,-661,-906,-348,-646,2,-4979,2598,-2524,1907,-1620,-2233,-1270,-2688,3241,-3570,-1395,-293,-5418,-3771,369,-4094,-1027,-2079,882,1860,-3328,-2749,2955,-2571,-482,-97,-101,-4964,2006,-764,-512,-1808,2145,-5404,541,-387,2464,-1489,-443,1076,2604,4173,1052,1548,-2910,1026,-1702,-1256,2207,4381,2707,1690,-1681,2436,-63,-197,-2083,-237,-1591,418,-1436,2542,596,2761,4314,-1320,-2973,-1445,-4369,-1836,-2237,-936,1291,-3445,-1123,-1758,-6666,1350,-1026,-276,-2384,-2295,365,-2940,-1009,-55,3295,257,-4569,1827,-1728,3545,-1079,227,-4004,-2089,3164,-565,3083,-2166,3153,-2501,-4046,2225,3963,865,2172,66,-2301,-2944,-1053,-1023,1622,-2063,-2432,683,768,2896,-1080,1861,-1143,-1131,1449,2534,-6922,3910,-3477,-2543,-4490,2940,-1557,-2783,-611,-859,1672,-2172,905,-735,610,1757,-407,4266,-2592,3458,2931
-1585,-2421,-855,-112,8455,5072,7539,-5380,-5590,1418,-1522,2848,2661,-4563,-2683,2502,-3380,-1818,-3585,-300,-2881,-2086,-169,4078,-4028,-3152,-5318,687,5914,2053,-680,-3471,2900,-2544,1701,2955,1356,2190,-1823,-3073,-2942,-1207,2853,1250,922,-2151,2714,-3351,-3245,-3664,-237,-1163,5136,3362,-1725,6282,3771,-7732,4455,-3384,-3061,4111,4210,6688,-1926,-4091,-1420,516,829,1966,-189,355,323,1710,8414,4491,-3426,-2448,-4365,-4370,-1299,-2409,265,1890,-60,-4078,-4519,-2808,2290,1874,-782,-593,86,-60,-1387,-284,-5065,2362,-3469,524,4770,1464,-214,-1569,-802,-149,-2396,2517,-4531,169,-2599,6581,-3370,3479,-1129,-4179,-3287,-802,-5549,-1683,-760,-3132,-2413,-2236,-2876,4610,-3567,-1335,7,-788,2761,748,3513,-5342,-510,3535,-2096,-2854,2543,-469,2734,2144,-1871,500,-2081,462,-1917,-3570,1984,-3254,5903,-399,313,-4287,3579,343,15,-125
-2030,-3760,1844,-138,2108,3998,1860,-4008,4192,-247,-2887,2465,751,-1781,1921,-3330,3720,751,3511,1411,-4508,4554,763,-1915,-5257,-4237,968,-588,432,-3265,1247,-2493,-3788,3403,-2539,2147,-2005,572,-830,-1090,3295,1217,-1755,-528,118,-396,-1348,-3437,-1846,-6305,-406,-962,-471,2299,-724,5099,2796,-513,-726,-1791,-4286,2290,-316,274,1684,114,-3991,1161,-1777,-151,-1924,-1432,1531,1902,2194,428,2769,563,1269,3518,-2061,-2358,4121,-1331,-1576,-3923,-2035,-2061,-3856,-2044,2096,-961,-125,3118,-1193,-662,10,-80,-3826,-2824,1884,-3422,237,-178,-2744,-2314,-399,3534,1446,4980,592,-534,-1319,764,323,1495,2185,-249,-1233,-720,-643,-4013,64,973,1681,-1796,-3173,-3606,3563,-3688,-4868,-3040,1600,-710,-2966,-2894,-1681,-1215,-529,922,-1306,-1431,745,-442,-2092,-449,-2282,-1798,-2733,-555,-698,1703,-2436,-3092,1871,1121,-551,-4589
1590,-47,2601,8,-2507,-2008,-1691,1056,1581,-1022,1192,-2608,-2427,1901,842,-2879,1294,3980,-1249,2903,-17,2356,-1159,-1468,1904,-364,-2229,330,-1336,-1305,-3621,-2370,-1907,3138,1620,-886,2190,-6058,-1193,-734,-1309,-3583,-1467,-3063,-1541,2023,388,-3203,726,4681,-4256,929,-324,-2802,-999,-4923,-121,3939,-517,1910,1764,-2812,-2599,-3214,-604,-797,-2172,-752,1892,-567,-902,-2041,-2437,-182,-887,600,-166,666,-2517,89,7771,2448,-3083,-1095,-74,-806,-3545,1598,1283,-2065,-1166,868,-1186,535,717,-2166,-536,-2479,733,44,-3079,-571,-3141,1939,-1487,-328,1383,-1324,712,-1766,4742,-747,1455,-4392,23,1615,-1159,171,2701,1803,-236,1034,-8,-392,1201,-784,2946,-1380,-517,-2796,-1497,648,1047,-444,1325,712,-411,97,86,30,992,-2521,213,-1026,2402,-507,2014,2170,-873,-1848,-5286,953,498,1325,-1177,-525,-3603,877
68,669,1119,1637,-3435,-3960,-2014,3397,-1189,-1097,1815,969,828,2777,-1783,-3638,3397,555,-4738,1574,3647,2684,-5374,566,3138,1292,21,-1674,-1431,-290,-1118,-786,-241,-1662,4680,-3295,3397,-515,-4036,-786,224,-9,-819,-602,-1804,411,-975,2,1975,1015,1269,4549,1778,762,452,1434,2031,465,476,-575,1070,-1252,-1016,2772,1626,-123,2404,-1336,3841,1582,3561,-2935,-38,-1798,-1297,2462,-663,-200,598,3183,2695,-1311,-4203,-654,72,1043,-1262,1351,-1460,-2925,-4498,4016,2720,-2631,2901,-1554,-1584,-2144,1878,1452,-2701,-885,-2343,-561,937,733,3223,-1973,-1276,2864,3605,2171,-3037,-2126,2499,430,3231,-1316,3362,-539,-1395,3194,2457,90,1998,-2212,5211,-1775,-6268,2037,-1808,-314,884,579,-386,-840,197,-2282,-282,-3725,3115,708,3516,1651,-711,-807,1844,4865,2036,-3540,-2004,2716,4839,-3571,-84,80,-1539,-262
-2283,-1189,-168,-93,152,1393,-595,1911,-1329,1305,-1255,115,322,90,-2843,-593,286,-1040,269,1932,-716,-1209,-1262,-4171,-1085,-282,758,2515,-2219,-1731,-2941,-1795,-1115,-2284,1445,-840,-3145,3007,-3358,-1464,505,2784,366,-4495,-1998,-1799,-684,307,-437,-510,-1299,2216,-1405,1939,-1111,630,-1827,-2783,1753,-220,1194,1617,779,-538,811,665,-1221,-484,696,1566,-856,656,2047,214,-727,3715,-2642,1465,-1352,2442,-756,-1079,-694,-202,-1056,-34,1350,500,-2699,791,-780,293,-177,335,1422,1093,2416,-13,-2402,-3866,-376,-896,-2764,-685,479,335,-2235,-65,-572,1235,4293,-2606,-2220,740,642,-2342,590,1676,-347,2691,836,-452,635,-742,-1255,-2090,-995,780,733,-40,-3322,-1365,1056,-3477,-434,-93,-582,1056,72,-5137,619,-642,410,2888,-1384,143,1914,1464,1117,1544,1932,-2823,-194,-324,975,-297,-2132,-197
-2414,889,-1899,1335,2123,-1930,3329,-810,-4055,3684,-2053,2428,-455,2405,-3002,1136,-2049,-5486,-433,-1594,2168,-4827,60,1031,1915,2387,3337,-1021,2761,2651,3054,-2808,1553,-5593,2692,-1176,-441,3644,-1097,-962,-2840,-2432,1589,2416,400,-287,1734,4104,-1459,-1487,1316,4174,141,802,-1280,4787,4238,-5799,-117,-955,-169,685,-656,2944,10,-1273,1568,1551,1368,3012,1989,1293,1076,2764,3010,-1912,-1656,-865,1792,-1062,-2394,-2634,371,2470,1234,1001,2632,-3550,-621,3099,-180,230,-694,-2246,1529,916,-2266,526,-2291,878,1553,-1756,-4212,-791,-744,-679,-403,524,835,1762,-1881,3007,-1815,684,611,-2075,1560,-151,541,-757,-1234,1473,1836,695,-582,-629,-2894,-2457,-2945,700,1848,-4376,-1101,1976,-693,1370,3988,2040,-78,2870,2045,2761,3841,-1141,-785,1008,79,238,3659,-818,3812,-1580,1740,-426,-1777,732,2726,606
-4534,9,-726,-946,-529,-2174,-3840,6233,-2430,5194,-1033,962,56,7313,-4417,-418,-37,-3227,-1121,2055,3768,389,1823,-674,2332,2748,-63,1168,-3767,5376,3339,-1484,2438,-3675,-2231,288,-458,1555,-3262,2423,-1202,-4146,3432,-531,-870,3154,-1746,2040,4416,-1087,-2351,1671,1115,-296,-3235,602,-5114,-3551,1591,2292,-4977,-2527,-2363,1363,5903,-2643,1745,3366,4576,-3289,-1120,-324,3556,-1060,-1040,311,-1608,-4613,-638,-2977,3231,2539,-2609,-1124,3311,-550,6526,2049,-3753,2687,-2843,4000,-68,-1464,4776,2325,2923,2175,3721,-523,-294,1266,-1749,1232,-555,4587,-3435,1438,-5691,3065,3423,-2653,5535,-690,4997,-6185,-383,2502,-4425,-476,-1811,1891,3576,1555,564,977,-3456,1314,-4108,-3734,-3352,-4372,192,-27,2018,1868,-2324,2432,1613,-3177,-829,88,565,1575,2417,3626,5270,-421,984,-1387,2098,1613,-816,-5839,418,1279,2369,3484
-1463,-1138,-544,2759,-945,3517,4686,-7140,4170,-2704,-1503,-2354,-475,-4499,2540,585,-972,1179,2316,3455,-1318,485,-223,3374,-2271,-3727,-1972,2968,2209,-1617,3633,1487,-2388,-1192,-2381,4017,-838,-36,2699,-3026,-1605,3354,-2167,1663,-3273,989,1912,-214,-3749,-845,-398,-2944,-1821,-1555,636,1842,2186,735,-3775,-2571,-1077,4112,921,1309,-5984,3659,-2036,4541,611,2343,-1531,4569,-805,2344,4048,-825,2575,2998,-27,-1289,-4666,-2771,2228,3743,-3756,2027,-2295,-3280,-360,251,1865,1535,-802,2155,-3637,-1046,-2292,-1117,-1364,3969,2702,-1919,1146,-509,4702,-1649,264,-3825,5685,3190,-470,1576,-1720,-1917,-4026,1763,-1815,1227,920,-414,-1936,-2215,1722,-3789,-3188,-581,-2798,-488,2644,174,1155,-1996,3873,1860,1211,1269,5384,-4048,580,1855,-490,-1307,-1450,1496,-1903,-2618,-3427,-3168,-2063,2587,675,4079,-1273,2773,3915,-3437,4378,-518
5245,1838,3068,-984,-2269,-5051,-3384,-325,2591,-1523,2981,-3061,239,2398,3025,-1734,4353,3912,-1409,49,-1845,-705,-3907,1298,-472,801,1090,2721,5173,-241,-1473,190,237,576,-2392,-3281,5934,-6458,1445,1097,1676,-2760,-149,-373,1806,-410,-1631,-3322,3050,3153,-1019,-58,-1104,-7357,1690,-2593,-721,2511,-3517,1273,1796,-6911,-2750,-3372,-614,769,1314,-1066,2829,2016,2111,-5618,-4332,-742,-720,123,3273,-1149,146,1639,3655,2288,400,931,-1387,-1455,-4168,-26,3083,-1569,3836,-946,-259,1,383,118,355,-1363,4388,1406,-4725,1113,-1040,2383,944,1011,1604,-5435,1226,-898,-2479,-1078,-616,-2785,433,2175,1736,143,3939,4510,3107,-2621,-585,2698,3090,-4427,1726,880,1075,-1637,1971,2810,3329,4996,-1719,-2959,2995,3650,1070,609,590,-154,2047,-1870,3564,-4007,-5494,4597,-2824,631,-8028,2962,455,1102,-2993,1767,-748,2401
3602,-4212,194,-6048,3605,-1375,605,-2396,1284,-742,-868,3259,4696,1915,1956,-3231,-524,5077,4997,-618,-2723,3469,-4911,1208,-1988,-570,-176,945,2710,-2610,552,-1038,-1327,1034,1717,-3276,-3765,-2822,1428,-897,1002,348,-1749,2042,1571,-509,1453,241,-2518,-1345,2419,-1073,4148,-973,-3664,-1200,2397,-1636,-1747,-255,-3096,-331,-1014,-2636,-1069,4037,-1225,85,2094,540,-2015,-1478,-262,2091,-5485,-146,-1389,-2824,795,1087,85,-1260,2207,-560,-852,-999,-3187,3133,-103,-1812,2648,-454,-2562,-947,-5550,-6950,-2610,-1144,-3014,-2302,115,792,-2,842,-2521,-3385,2653,974,5203,1651,223,3097,-3019,278,199,2532,-1884,-1163,1430,2196,1706,-386,3401,2996,1726,-640,2286,687,-1003,-853,1254,2467,104,887,-2530,-273,-3578,4599,-5866,708,3150,-207,-95,-4179,-3507,-3624,-105,2270,-1340,664,-2798,4303,3754,-792,576,1518,-2123,-706
-3081,2483,-217,4292,426,3111,2659,3460,-3145,1455,1909,-2293,-1184,-2988,606,85,-4060,-2114,-1768,537,1515,-2356,2637,2429,-574,-2001,-3857,853,-2132,6024,-2957,432,538,3375,1331,-592,2654,-1110,-4115,-927,-628,-2279,1852,-511,-855,2397,1165,1478,2014,3326,943,-4581,1608,-1895,623,1118,-1297,-4128,1706,2694,-1532,907,-245,1049,4105,-7974,2952,-855,-377,-4206,-3586,-427,2214,85,3429,-953,-3120,446,-2483,-6796,3732,4825,-3271,2089,2486,4294,-1577,-1733,3317,3186,-2445,1724,782,2487,-412,908,163,-1839,261,3045,3751,-4186,-2913,-1498,-1111,-2808,307,217,-4478,-1471,-2829,-3001,560,-4064,30,-3406,-5786,761,-215,-117,2927,-2073,2800,304,-5196,180,-3967,-981,1641,426,1647,161,-216,-473,4439,4105,1148,-4850,1575,-2192,-950,-2140,1415,1812,4847,5828,-205,-3220,2140,-3371,377,2146,-2400,-2749,1392,-975,487,4742
