-253,543,-1409,937,709,-205,1013,-987,313,-670,-1359,-8,470,-1004,790,1034,-717,-338,-280,1037,-444,20,857,117,-1310,-1558,-93,-182,319,49,262,-198,712,636,-411,572,-533,-263,-1340,828,-1726,-178,243,-386,-16,-200,-95,839,233,-737,-785,343,290,-1067,-669,600,647,771,-1984,416,509,-793,746,-1024,-136,236,-1711,-558,375,-246,193,1198,-113,-18,397,905,-937,-1055,856,967,-422,610,-124,359,620,-885,693,418,93,53
-359,-338,449,228,-81,84,88,133,-486,-1019,-249,-139,734,-219,-717,-453,527,1457,-437,-786,-257,135,91,-152,-68,-957,-1084,-342,-729,63,100,-687,-848,471,-872,-185,342,44,16,291,249,-154,666,-714,9,71,629,672,-579,-135,-514,-421,540,355,-1157,11,-1220,-930,1334,-455,-179,110,-601,-587,646,-690,-87,-36,-532,1772,-443,291,-1018,-701,-321,-671,278,-554,497,-477,-529,274,521,-428,-131,-852,455,-374,166,637
253,-33,-676,158,874,70,-123,-197,-341,-76,-914,215,264,-13,181,435,-233,209,-25,319,1053,-415,-657,429,-512,-612,-26,-345,291,1038,660,151,916,-140,98,-574,-365,41,488,526,-1187,-18,350,-118,-76,-326,-1114,-44,280,-455,-35,-110,-94,380,273,-217,924,495,-550,-513,-299,1402,357,-651,844,735,-91,-620,52,674,591,375,-219,446,844,2,-589,749,1865,283,696,262,222,95,-128,693,919,-374,-753,88
148,-418,997,-496,32,242,174,1202,-987,910,-62,94,55,503,674,-24,855,92,-1087,225,609,1183,176,-276,-283,213,-414,-216,-1237,402,1069,-629,212,37,392,538,676,-607,-266,-908,576,1249,-64,1129,230,-347,224,-930,896,-624,936,-183,812,256,1006,391,963,-453,-967,-332,-611,143,-563,229,-218,-62,251,210,-345,88,-256,-875,687,-466,-825,-322,-538,1177,162,34,-761,353,-169,594,577,1000,699,-43,-701,-592
246,1110,1083,-513,-468,-1135,153,414,815,584,1586,-23,25,532,124,-1204,-559,-867,153,199,-912,-254,207,-50,961,761,320,-1234,-300,0,380,-433,29,-1993,-141,236,184,-619,652,603,-418,1132,-591,1357,1252,18,-860,-92,2228,-286,1038,939,-559,634,423,-48,-734,806,-10,-940,295,-1556,-979,68,-1447,-1556,940,898,-552,-1272,-777,-135,427,279,155,144,845,200,-1272,-516,-93,93,-1619,-1149,573,827,-293,97,197,-1144
389,-294,300,-35,-1261,402,1017,-487,-590,-676,-382,171,82,-93,-1102,587,-1003,342,295,-522,1187,-669,115,513,751,-976,623,525,683,-643,137,-332,-479,-689,-1155,323,988,-335,-135,38,-136,973,222,839,618,-1123,-401,48,-52,121,822,149,861,-521,-98,-551,784,283,356,-1339,414,967,-332,980,-674,357,-567,-231,1135,567,762,-220,-516,-706,-531,77,-180,-49,-188,-467,5,953,-161,-379,75,210,308,-394,120,-98
539,38,1102,-1383,-1540,1726,-387,-479,-709,1463,1159,1101,-432,-751,636,-709,72,1393,589,-349,425,-265,280,-42,1193,147,415,-1313,153,299,560,939,-675,-1341,690,-308,-71,778,366,-529,244,1077,299,645,-390,-491,-110,-914,86,-725,302,45,-22,1190,370,-615,-1536,-991,-475,5,661,623,-1253,-16,685,-680,629,1579,178,-455,-840,-284,-180,-502,-598,1144,1228,-371,-1381,213,-871,350,-334,-818,649,1053,-99,-815,-1010,324
573,-103,89,433,-449,172,25,341,921,-1169,-91,-740,-199,-331,-85,951,-856,-1099,-745,99,-787,193,-448,-577,1022,-194,39,516,19,-518,-44,448,217,-841,-789,-236,1010,-33,-313,31,88,584,630,-102,-136,31,758,208,-1204,-240,-112,-177,-1118,-176,-815,-366,-743,1058,848,-211,929,72,-356,85,464,187,447,-495,-710,266,122,-1763,-362,1051,261,200,485,317,-890,-756,344,-105,-159,412,-611,-413,1367,794,958,-1370
-557,-265,-125,873,643,356,527,-408,-605,668,-190,1090,-1193,-438,460,279,889,520,-1117,-393,-249,689,768,420,-986,-708,-378,319,-1195,472,-85,35,207,479,197,727,366,859,-409,-98,542,-1098,-365,1012,-266,-497,1555,970,-141,280,80,-97,38,-901,-629,341,189,203,870,749,334,-829,-695,-423,69,-968,-1535,590,-96,261,686,-18,-242,-307,-1453,-175,-435,416,-378,942,-965,-45,1211,1288,-895,-170,-812,-325,-556,555
468,-1212,1021,-1202,-70,352,1027,-866,-143,425,-1520,-257,1096,-365,-295,685,-204,460,410,-798,-810,240,128,-1106,-383,786,-1129,-226,-512,1605,517,321,-1452,-1199,-168,-710,-241,336,19,190,-1111,-686,-502,-1178,379,518,-510,320,-826,-948,-493,-559,-1018,144,-1129,-1270,-741,-1100,-342,42,205,79,817,-707,124,-95,1165,-584,1344,56,209,36,-800,168,870,425,374,315,791,286,569,-349,706,749,1246,-172,900,-872,237,-401
816,-1034,82,135,-551,30,-333,597,-66,-273,431,-69,-935,-258,-42,1136,-893,-1418,-53,306,171,-327,-1073,441,1310,283,2260,596,-207,-941,-584,335,-474,419,-532,-248,1112,1137,1666,651,1088,409,758,427,279,436,932,140,-1104,801,-248,426,-125,-386,-159,1156,716,-759,598,581,-589,815,795,867,374,932,84,-1062,-747,473,1802,-1440,1135,-610,649,735,60,381,-1051,-1328,1696,299,398,-147,-495,-623,181,750,469,14
297,731,668,1204,-472,-267,750,-438,985,-518,102,-1022,-187,-98,-1068,648,-127,-1074,-774,935,266,1633,-855,988,859,-340,-656,230,-632,-1048,179,-978,1308,145,-67,958,-273,-90,-336,602,-1233,334,662,1505,1370,-12,184,484,-456,-740,413,303,-634,-1497,-1211,18,784,102,703,-1083,195,-338,791,-541,551,-721,-165,-164,-269,-6,406,-1282,-792,1444,41,-1170,-172,51,-285,-202,-840,858,644,-504,-1104,-195,-1047,1326,847,-714
720,24,303,-92,-147,433,112,-107,-136,188,-146,736,48,769,-686,-10,-220,596,-1207,1419,342,143,-272,941,126,395,1159,-960,115,-134,433,-154,729,-490,-544,-307,874,-396,77,46,-84,-473,194,393,-406,-1232,-755,44,186,-222,469,-170,-322,361,799,-199,713,298,-238,-803,213,-139,-248,-204,-867,-677,-234,-398,-1022,507,-187,-509,-60,-503,844,-51,-689,971,655,-162,-1170,305,-278,-704,365,44,409,-310,543,-497
-177,343,1175,-178,765,-1522,749,-74,-716,1055,971,-471,1165,38,-179,-859,-16,237,580,-624,-846,-764,679,184,-845,-603,90,-1179,-783,295,1357,-1318,-607,-1226,32,177,-948,-99,677,587,-1418,1143,-162,35,1052,138,-261,-1695,1198,-1018,155,218,409,587,1315,-13,425,-678,-1003,-1691,-1301,-1770,-1041,-185,-35,-525,1153,493,1230,-170,435,499,138,-123,-374,250,-286,-538,-412,200,271,245,-53,21,1951,-532,-696,87,11,-774
236,47,-1203,1515,506,192,159,-869,268,-300,248,800,-1238,503,7,926,701,-155,375,-111,-76,-97,421,-77,-219,-828,580,781,21,-1352,-704,-736,1037,1745,-289,1322,-178,499,-1444,670,1096,-1236,-425,-93,-736,-1051,12,-248,-1522,670,-485,1086,-1326,-766,85,-240,580,1147,496,1381,0,-280,-287,220,-72,663,-35,-890,-372,1145,179,-198,-270,-55,-839,-1016,-654,-645,145,1255,29,-153,-680,726,-1191,-458,-564,1113,770,478
-98,388,-175,405,-212,-542,918,-493,-220,-1185,-548,-284,-668,-437,187,-114,-389,-143,521,-597,-44,-10,-625,476,592,604,223,277,143,-141,-1076,736,-733,192,-134,-650,-646,-57,-497,519,-409,73,543,449,570,59,190,1230,-891,189,-738,793,-192,-1275,-1200,-204,180,807,-85,-900,378,663,685,423,239,1268,16,115,-243,27,-169,180,201,504,508,925,-64,-1097,-396,-1277,-656,94,395,-190,-1088,-25,-529,924,879,-254
1156,-174,1271,-331,-1077,580,-88,-876,670,1409,1770,1662,-525,1277,-978,-386,-470,-705,1183,505,111,-1441,-120,732,-216,786,1649,-2233,-596,-164,531,-753,88,-1463,100,358,-203,652,-197,355,-393,-465,470,505,-345,-10,-479,-1393,784,-512,1907,348,229,978,1191,-185,-1029,-310,5,669,-338,-925,-789,757,-1423,-379,-294,-42,-395,577,-1454,-46,-218,-186,-215,-214,1089,234,-954,226,-250,279,-1323,-531,169,741,-1274,1235,353,-502
924,614,-660,-417,279,-112,-550,1057,-151,172,-57,-1376,487,464,336,521,402,-1218,263,1411,793,634,-54,499,224,242,339,563,524,-938,625,1446,754,-130,2001,533,179,352,317,-441,-306,1227,-1,-549,-430,-169,-1053,-365,1107,-688,-42,426,-846,-179,1419,-91,1553,906,-631,-361,-171,1216,-1,-189,79,222,571,820,-633,-2129,1056,-332,1346,-76,862,457,-839,161,-83,-863,570,-88,70,-988,508,682,-73,789,-392,-997
-788,-6,-444,629,-186,-575,377,-467,479,-49,-405,751,-333,130,-1067,-123,-259,101,-357,-246,94,512,1232,551,231,-291,827,491,-256,377,-119,-972,-231,1371,-1006,20,355,-505,-597,504,464,-1466,230,301,-100,-790,-43,1024,126,260,223,29,1573,-585,8,861,-96,162,208,872,-514,-769,-22,-55,-674,-1609,-1503,-292,676,716,366,513,-53,-886,-962,-176,-1206,184,183,-260,-22,-660,-929,-87,-349,-503,-568,319,-693,1138
450,-363,642,-1254,-300,1010,-649,199,312,-180,-1121,-818,1215,-156,-819,1020,368,291,97,-367,230,29,-1218,-1331,-473,-73,-1506,6,-185,-36,842,9,-462,-53,466,-670,456,120,-962,-878,-1853,421,333,-175,643,1204,-1137,-537,-47,-1339,-428,-643,-1251,135,96,-1521,656,-1201,23,-254,-119,1159,-620,-1026,968,-180,515,205,427,-510,-946,189,-676,180,706,302,619,377,356,-534,-42,49,308,255,229,878,762,251,-279,-1376
268,118,283,-759,-529,-453,-135,301,-510,1295,856,622,212,1214,643,-1751,60,616,-142,718,469,-822,159,633,600,1391,1218,-961,364,-786,-513,366,224,-712,-159,-448,-390,-299,590,-784,-557,769,-250,2068,-252,-204,-605,-1040,1134,573,-279,710,970,1006,869,-486,796,285,-526,-1270,468,-238,307,1083,-971,-270,861,1082,16,-3,-428,766,1265,125,748,1074,-527,379,-146,-304,-43,-1618,-131,-1454,1232,966,-386,-576,-91,-354
331,287,544,702,175,767,75,-2007,-155,1787,655,2093,-1156,96,-584,1040,1228,877,-330,-1451,277,719,1194,-23,-502,-826,560,-1152,-790,389,824,-1072,151,1023,271,933,-513,1862,-1293,822,-353,-521,733,1766,777,-1310,341,-511,8,-1101,157,339,-113,-1860,-515,-503,-120,-291,-120,468,-261,-851,-2224,-504,-58,-708,-965,156,-49,297,628,286,-1355,17,-1101,544,1140,284,-890,320,-948,-94,-91,897,-160,808,-730,936,235,167
-910,123,-182,123,203,37,902,-1161,574,-581,-671,-175,-489,-369,778,553,46,-141,316,-561,-924,1219,-567,-1145,-25,-277,-455,1678,233,809,55,-740,54,532,-916,-363,-878,-718,-168,452,-335,-935,-512,-595,-548,-178,642,201,-533,-46,-981,459,-961,-176,-394,-492,-486,935,368,-278,416,-708,562,-345,-897,1457,-993,-325,-602,1321,-523,-260,308,378,-957,-341,-8,677,186,727,-1407,-45,-662,1041,-498,-689,-497,84,-85,600
72,667,222,-524,86,165,-1376,1692,1218,-1261,-211,-941,94,-308,-512,-86,-212,104,-1172,-107,-461,777,-1001,-460,853,128,-1195,-60,-778,434,193,524,-83,18,671,293,1744,-661,99,-1073,444,162,15,-633,542,411,-636,1247,310,105,338,-1397,-179,-98,-192,118,-988,716,1392,-203,1110,641,-1190,-572,385,-1888,736,147,-1275,-551,-1392,-778,-1302,364,-216,-771,625,657,-438,-600,103,487,-217,712,-1332,5,1386,-190,62,-823
-77,-163,-85,-113,734,-431,-561,-19,267,336,42,-339,893,-112,-79,301,371,162,-564,-178,-646,38,-62,-660,-473,158,-444,-122,412,-137,-401,-497,189,309,304,307,27,-126,655,680,208,-340,-246,-492,71,664,-303,-597,-12,142,-465,537,-254,-608,-448,415,-197,-1900,-953,-229,-688,-687,725,-710,-383,56,343,-200,599,-851,538,-793,-4,449,484,-511,107,-77,228,-369,769,-478,-178,-244,1117,-671,941,-881,-187,-564
-753,1133,233,-871,-7,878,-1501,-258,-261,178,283,-911,561,-124,-538,-963,957,2134,-1014,346,434,638,-670,-1061,-169,561,-448,-418,1536,-951,-323,42,849,-44,-204,-1293,-317,878,188,-731,236,258,214,-206,354,-241,-326,89,1138,-1234,-354,-993,-599,-1186,-483,-1763,-295,-1583,530,-1025,283,921,-715,-804,369,781,333,2115,-732,-78,-951,-714,422,1000,686,-69,576,-462,-393,-371,-1688,-1219,299,-1347,635,271,-687,-2007,1059,45
-429,-548,704,-483,-116,-111,-161,-295,-604,137,-364,291,911,966,-1740,-112,1037,1845,-836,-775,-428,363,832,-586,-313,318,194,-562,160,-515,-329,-765,-506,880,-1272,-1101,1360,-115,-254,387,937,-997,-274,411,666,-146,-1593,-131,203,175,265,717,596,39,963,-588,265,-1172,492,-77,-287,260,-841,-70,-691,-276,386,-217,281,1398,40,-306,144,-948,-256,-514,221,473,224,-283,-710,-354,-584,-532,778,161,-224,-1568,807,234
569,165,22,5,360,-312,-434,96,-257,910,1024,1360,-466,416,596,-536,356,-1142,1203,-671,798,-1034,715,-363,1082,-417,694,-218,-12,662,15,-256,-919,-322,450,552,-524,182,84,722,-235,-596,420,861,81,52,-809,157,1277,-58,558,-501,-374,-1005,167,1079,-742,365,-288,-468,-647,-632,-363,-168,386,806,274,185,753,-716,-144,597,410,-293,747,1265,627,-934,-483,712,1759,-702,344,518,14,1316,-416,851,-1304,-637
-1000,758,1107,-747,-1502,601,257,-349,201,-69,769,-159,-308,-563,-352,-1002,-881,334,297,-1076,866,551,-138,-615,1169,-1056,-1156,1557,506,1158,612,10,-912,-347,466,-57,-532,-727,831,-329,-636,584,693,659,1051,-136,1760,21,1259,-882,643,-970,1356,337,-374,-859,-1035,-811,1160,-352,229,637,39,206,-1274,-312,-178,842,-27,-262,-1118,62,-327,584,-1619,995,162,620,-938,-899,-1115,-179,271,639,-741,339,-1171,19,-399,858
-255,24,278,602,-70,-662,303,-1457,1187,553,302,112,337,865,-798,14,276,285,-208,-76,-45,960,348,422,-1001,1227,17,-967,206,30,273,-1212,385,1129,-1136,-605,-200,-745,-184,508,-362,-120,160,361,986,1205,428,-609,-414,-646,588,835,-508,-253,-52,-642,-663,-693,886,848,348,-93,-474,440,-1069,32,-1099,-627,220,900,657,392,-520,597,-205,-1189,420,118,-527,-299,510,-324,-999,-759,597,505,-628,902,487,631
-853,-802,499,-89,1134,-1355,322,446,-1104,-535,475,690,303,562,449,-517,1174,715,45,-2295,-757,-125,176,-946,136,-800,-64,683,-760,623,-273,-1650,-1185,911,-1114,-918,274,55,1048,1290,797,-333,-1163,-316,869,1212,-278,-3,393,886,-456,342,829,-775,154,1272,1,406,341,-946,-859,-1149,-467,301,-555,1199,209,-668,-255,1279,-389,391,492,-989,-765,-257,772,-665,-148,267,277,382,-388,957,208,-1047,429,-555,-389,260
-195,-968,951,-1521,338,803,-828,776,-552,1067,-27,759,628,23,431,-61,465,733,-911,-213,-331,898,45,-1357,259,-401,-45,-45,-700,1658,403,-130,-780,-171,331,-619,734,-908,675,-313,1210,-790,-152,-1051,-462,-15,-595,-816,1389,-606,98,-933,441,1260,1862,544,-1036,-2032,-911,334,-442,-636,-254,-1689,-300,-67,650,-122,-754,227,-303,-1528,1099,-856,-384,7,78,1256,699,359,582,-171,-424,436,1196,-317,870,-1785,-1528,315
296,-994,174,586,-1219,281,1304,-657,105,-1050,-499,157,-134,18,-212,1481,166,-984,3,-265,-315,863,376,478,338,-537,12,1031,61,-671,-184,-394,-621,455,-1502,-210,377,258,-68,712,112,1060,82,479,451,636,916,533,-1221,84,547,817,700,-660,-1134,431,68,1049,861,1018,1120,278,203,559,-522,304,-1438,-1024,-497,312,380,275,-700,-66,-221,-123,373,628,-544,-1179,-772,957,-386,-275,-440,-657,-185,1048,-113,-130
-422,-269,275,-314,307,-713,248,19,-115,-430,-298,-650,70,48,-38,214,-55,-1060,674,-571,-550,458,-168,-150,-452,1218,103,432,223,226,-121,351,-1307,-584,-39,-1070,-319,460,315,434,342,-476,-287,-532,325,938,271,537,79,183,-405,425,-624,230,186,286,-479,-414,205,-97,-421,-479,933,90,-373,776,143,-159,-99,460,202,262,880,-209,647,-82,284,-299,-609,-1217,334,106,-112,183,-300,509,-691,824,22,-317
-257,-1332,-468,821,1897,-159,-120,-648,-533,538,99,1261,356,1306,193,221,1176,-651,-379,-71,-707,-607,-176,-458,-2831,-475,-306,736,-113,80,-1746,377,-613,357,-129,-1121,-397,1099,-110,265,-25,-2318,-499,-1398,-564,1553,516,-699,-77,551,-48,-107,-1324,-244,232,735,-290,-389,104,1029,-1618,-1513,412,-2,-294,2075,-1415,-821,69,28,198,304,926,715,206,-848,228,31,938,1617,578,-259,1451,1156,664,-100,-414,-690,99,854
-869,1762,-302,1108,104,120,-857,466,354,-986,1231,-473,-1337,-698,-382,-686,-202,526,-937,297,205,102,-1179,200,-287,-1302,-748,1198,590,-1444,-710,-418,918,786,334,989,338,-123,-350,-1014,815,20,-628,764,898,-521,1260,987,536,364,269,-507,-356,-1397,165,-377,6,711,1930,-429,570,260,-2066,253,-63,-1313,-768,1287,-642,-432,-1212,-358,25,1423,-1249,-1188,368,-804,-1310,-308,-1181,151,439,1030,-1895,234,-599,-274,732,767
612,-1116,870,-317,-704,218,1234,-1141,418,38,126,1044,26,689,-540,385,-524,-432,749,-736,-681,-77,494,-8,592,-215,704,50,-700,597,129,-315,-683,-1009,-896,-201,-69,363,-219,284,-510,-704,98,-878,-427,-220,11,-51,-717,163,802,-47,-544,730,101,-610,-1101,869,430,487,597,-1364,-639,165,-877,15,173,-672,517,968,-153,239,-1120,195,-154,-157,460,182,-203,-215,492,457,-779,155,428,-249,-279,307,395,-717
-547,150,1116,-688,503,-772,110,972,-731,-194,20,-17,62,686,-959,-516,-52,77,-859,-707,124,427,43,-522,188,181,332,307,-401,956,245,-183,-610,-205,-264,-65,216,-85,-210,96,522,40,38,112,1111,-656,-112,767,1774,-345,677,-662,421,-265,629,764,447,-86,346,-745,-887,-1245,-769,-779,-1604,-167,503,370,-877,629,-453,-187,587,185,188,-543,43,197,178,-796,-240,975,-282,-41,425,742,-8,-508,1059,-556
262,325,-603,1276,149,-59,-350,956,-691,-784,971,-662,-466,-507,683,915,754,-987,-86,-42,-547,353,1059,124,62,-1015,-995,453,21,-1561,-395,231,949,534,513,477,198,969,344,57,806,1084,92,404,581,-588,338,-292,529,473,-25,674,305,-12,-610,1391,614,882,529,386,-17,615,-907,110,816,-451,817,5,-311,-531,736,-333,-349,456,-586,-502,89,-549,-1321,-184,-663,1166,638,-270,-1031,-959,4,287,38,526
