-81,-652,-1176,-511,78,674,-63,-359,209,67,-589,558,743,417,175,508,31,965,-86,-470,296,-823,154,851,713,-883,-221,949,626,643,-644,164,14,-132,550,-449,170,384,-1398,-210,90,169,-103,484,-841,101,-5,-135,138,-530,710,-184,-65,68,-130,-38,77,198,-50,108,-316,1017,595,-516,-349,-497,910,-464,211,-668,-669,-337,-375,176,30,-465,-260,-715,367,28
218,84,383,-192,1580,1045,311,-834,-511,1613,1471,-195,164,93,718,372,1129,965,738,-570,861,1502,1259,329,-1121,350,-512,-560,818,116,-895,184,-137,698,804,515,781,-209,-4,-859,-117,-635,299,214,-38,517,-948,258,361,219,-746,223,913,-962,-28,1018,-1163,-321,70,948,-349,-195,50,526,386,-1017,623,-1286,429,1147,66,295,1392,296,497,-180,1700,-781,-345,844
394,846,1218,-170,-279,-1051,615,-931,354,447,630,-92,340,294,-598,192,-487,-705,-556,552,721,815,794,-583,52,864,6,332,-1410,-31,-491,1029,-677,-353,-602,117,670,-1428,178,366,-321,-4,398,131,881,-376,967,1391,-403,492,-363,-773,817,-284,-634,-864,-654,420,640,619,-186,-662,112,-710,-165,48,-213,959,266,-733,-522,-319,-151,-282,-363,327,154,-253,990,1031
-513,101,-890,903,597,153,386,-135,-251,1145,1104,336,-150,-521,1336,212,712,121,1650,66,441,-37,259,223,-321,-54,842,-26,347,-81,1114,-456,-108,802,1133,-1238,-596,242,447,319,-916,124,-1068,-388,-84,1039,597,-1931,187,-827,675,718,-371,60,1422,956,1620,281,711,-243,485,-708,583,-175,616,-123,906,75,116,1014,1480,1038,690,339,-478,-764,-34,-216,-771,-916
-822,635,-660,-453,496,916,-247,-491,333,655,-83,-178,959,1458,-4,758,-41,540,-291,-1207,185,-452,39,691,981,-81,1094,1389,-306,2022,-229,-11,226,-525,899,-288,-1111,91,-684,-40,-130,-803,55,946,82,324,967,-15,-408,-366,518,192,199,-50,315,-696,836,416,943,674,181,-459,562,-1820,-1,107,651,-691,130,-435,913,233,-419,-982,474,-391,267,-792,-72,841
183,666,90,485,855,1263,-25,-535,-767,858,1432,276,-531,-795,-590,644,183,1118,-166,-249,1299,770,-313,-147,-929,774,-203,-564,861,-407,581,-53,-777,133,944,1175,-243,-848,-182,-254,641,166,-162,633,-1027,568,-388,223,-445,-478,620,-239,-249,-960,-194,1061,236,-449,-424,-190,173,-1040,83,416,-485,-579,60,-796,770,-207,704,432,1366,1080,-168,624,451,-704,1022,821
-646,443,186,865,20,589,-610,946,-451,-1119,107,331,263,-190,-650,-415,-52,-774,516,-690,-38,-131,-847,588,46,930,136,-791,250,174,747,184,-466,-328,-650,-529,-280,360,-35,135,826,911,385,792,747,-5,-483,122,504,-358,659,786,-686,-188,842,1250,1771,859,-146,-871,650,-1402,-1173,778,-432,267,-117,-531,1000,-66,694,509,-931,362,1770,-644,-696,216,-1302,253
-234,591,-550,407,-181,-388,106,-520,-596,625,-32,458,384,-771,554,227,-550,450,185,-1090,659,283,-230,-754,-838,-375,975,102,267,645,137,-167,-734,288,-317,-50,-685,201,155,226,-1380,44,-472,477,843,1284,1087,-3,-949,131,687,-18,-44,-846,-66,485,74,537,-87,-434,163,-1099,1355,-415,-927,-734,389,-405,-71,-710,-456,107,-742,534,-632,829,213,288,674,378
177,67,27,882,-628,-210,-108,-62,1018,-390,-244,455,674,-731,78,-636,-247,-859,14,140,-181,91,-175,-147,-266,-540,-971,-1245,469,-136,83,-636,441,-452,-269,-1017,-63,405,536,277,1019,331,-493,199,-263,-58,413,-1174,-870,242,562,675,-183,611,550,411,576,-270,246,-349,163,-90,-368,794,56,120,-964,320,-461,-282,-196,189,-811,-11,250,32,-253,317,-385,-577
-667,-613,-1088,-718,558,474,-355,-860,997,-117,-506,-575,4,135,-1302,85,1189,1627,-378,-912,-155,205,190,92,666,-66,-1085,291,110,1453,-859,-566,680,-1158,1834,-308,-605,1000,-673,-858,907,393,-1190,986,-1274,557,515,-1018,-371,-493,503,34,474,-572,305,161,117,749,-197,-286,-186,211,87,-947,1228,-1094,791,-753,449,-206,380,-391,871,694,637,981,-250,254,-1364,-417
-98,332,599,1551,-1185,232,85,592,-371,-449,1140,-882,1049,229,-33,991,344,-1115,-23,-372,-32,345,-315,-703,264,167,770,-489,-120,-237,582,142,-13,-1166,-1441,-330,1347,-1026,-173,-389,1448,-259,-323,-91,-58,-203,171,869,-809,-900,-189,-272,5,1714,915,-994,860,-666,142,-559,715,-699,-888,377,-114,-452,-690,1032,178,-427,-503,336,-844,136,898,-1977,-33,597,576,-112
-863,404,-216,-393,69,-982,-379,-238,-410,-387,-1033,-155,213,616,36,-191,37,-340,-163,-992,463,-255,306,-755,-658,-181,678,1122,-794,19,172,507,-515,-429,-737,130,-259,-153,670,-567,-1325,-225,551,-18,990,-489,1045,-6,210,227,368,345,812,108,-234,-145,29,618,62,-878,724,145,421,49,-223,354,-228,89,-670,-837,-454,-898,-825,-74,-540,377,-180,736,-54,-439
-529,879,-917,729,811,582,1840,-1639,-758,199,-331,634,265,-844,249,1709,-651,-152,132,-972,311,24,-210,911,-86,-669,366,1766,1736,30,156,62,331,205,471,-634,-702,403,173,46,227,-1667,-242,182,-978,-285,541,-523,-1816,-855,571,175,-374,-24,-383,-66,1102,-211,913,575,-246,-895,438,-1017,413,-1850,598,22,1644,-601,568,141,541,40,199,-401,43,-392,428,-708
317,89,985,-537,961,-544,-741,-164,773,110,230,631,-353,938,-219,-692,-185,-442,-400,572,323,-540,-578,726,331,1650,-99,59,-881,-709,551,-6,-120,704,241,1030,-179,196,-641,1985,-805,1202,-24,-808,632,-595,-652,-191,1223,741,509,944,127,-741,-1052,415,-52,361,-48,-902,-184,492,-487,246,275,428,840,-67,-60,836,-852,749,601,140,-86,1019,476,-748,-904,1326
-530,1058,595,-103,817,246,-397,-193,-1293,709,863,125,-500,-130,-101,301,562,457,-170,-846,806,481,-18,-83,-1234,914,891,-250,170,-9,1150,493,81,351,-111,1334,-963,-251,1096,-711,-1044,243,266,-632,987,-88,-165,596,1032,733,292,-485,310,-2443,344,1167,-234,193,-216,-339,1349,-245,-206,25,56,50,-281,-429,183,22,-207,1135,718,-884,346,566,362,52,544,1562
395,-367,-394,293,-1030,-284,-167,747,223,-210,-620,470,681,-418,1128,-1215,-1064,-520,-529,217,-517,-458,-480,-332,251,-562,-566,-515,85,77,356,378,234,316,-632,-36,-731,361,522,-279,112,-224,-459,79,63,358,-476,-446,-349,421,-251,568,2,887,-512,-241,650,-464,289,-1328,667,283,137,571,-1001,-47,151,54,-683,52,-825,1067,-339,-226,-1015,-117,282,1045,348,-549
-28,-139,-982,-44,-274,185,918,-315,80,-384,-786,605,-609,-869,-178,-86,83,586,-85,-382,-619,-516,-12,459,209,-775,310,166,-104,104,-745,0,-406,263,-576,-1304,-314,1465,-347,-591,-619,-442,-1199,1552,-4,257,592,299,-285,-78,270,-876,-445,211,94,336,445,592,-35,866,-212,644,557,-451,162,-456,951,182,738,364,-101,130,16,-301,92,206,-675,527,-360,-599
-341,932,507,1129,75,-73,-119,141,-459,-296,348,818,-224,-718,-592,-47,-654,-988,80,-226,-16,-594,-975,-122,-622,355,628,-523,-111,-1260,512,384,160,587,-799,-166,-94,684,632,223,-170,1,-360,-335,1041,-100,339,18,-712,355,653,-258,-379,-261,-511,543,1449,140,107,-226,1094,-518,-100,743,-13,276,195,324,167,-254,-654,119,-402,-338,845,716,-245,516,-736,-191
573,1279,-221,840,193,958,201,-187,-536,1007,-330,340,-729,-595,835,1112,-59,316,-245,-1534,689,-821,-671,-335,218,1256,-149,716,-183,-611,853,572,-111,2156,581,695,-885,-433,-117,-15,-980,-1360,143,133,45,-227,888,-146,-380,-188,651,665,-130,-99,-1281,385,736,159,458,45,3,64,-301,696,-1463,638,276,-2180,1178,-687,565,140,59,791,-1083,1302,-1152,-304,719,625
517,-407,145,751,-3,959,508,837,-596,116,-194,932,210,-1383,803,1455,1060,-275,900,-193,-1082,-704,-18,874,-608,-495,92,-154,614,-94,337,-806,-155,1169,-1043,625,840,188,-560,-382,-736,-179,-870,-91,-503,636,155,1300,-358,-397,-57,-840,-1855,-178,-130,624,-110,111,-572,-467,-426,-388,-556,882,-837,-1380,1902,334,2148,-159,-472,-250,39,380,749,-855,-2064,-68,509,-513
415,231,374,632,66,-110,551,-805,587,-293,818,818,-774,-1320,-1166,-89,36,611,-221,-95,-39,494,76,-10,-236,304,210,-410,-78,-253,-220,-654,-555,-442,25,88,307,326,-624,616,-191,487,-998,-46,-8,94,365,188,-735,788,902,-948,-496,-1314,54,1064,-81,551,-348,629,-180,-377,47,-167,373,-431,70,634,760,-409,-271,160,702,824,484,1771,-609,276,-776,346
-368,693,815,-160,770,392,-247,11,671,-48,-898,819,1359,175,-848,84,-464,-897,-933,-1038,450,66,-176,901,-286,-50,-465,510,369,611,-581,261,236,326,-86,546,-1097,167,-426,-887,351,-542,388,399,-148,65,-308,740,-735,264,155,788,-100,17,-282,-515,-14,-139,320,-265,1404,-53,-937,-35,-357,-163,767,-275,675,-469,-416,452,-348,-1491,864,390,-387,-739,-143,1152
-650,152,-432,-802,-545,-369,-263,52,-100,-136,-167,-149,449,-130,-158,-647,150,261,770,136,360,249,-297,-155,-558,-482,619,-203,200,1433,482,-27,-417,-745,374,-131,-663,159,145,-812,126,878,293,1086,511,685,-535,62,1040,876,548,-435,694,-888,1043,-41,455,684,-53,-818,62,-432,686,-1225,-1388,348,445,-566,-198,-505,1147,1280,-303,-822,-121,-840,156,333,1065,560
-420,-898,-875,-670,301,269,195,539,-551,-632,-812,-164,-228,-284,339,-191,686,27,1018,965,-1181,-168,-265,1025,-644,-528,-521,276,930,260,609,-160,354,-24,190,-406,-14,963,497,170,245,390,-124,251,-724,-179,-872,-269,636,-828,-159,-98,-363,130,514,406,256,-23,-467,-665,-875,176,270,132,272,-543,533,-304,-450,334,664,514,675,602,599,-1165,434,875,256,-341
1283,-450,481,-553,-231,-665,92,459,538,15,-1036,744,-896,-839,204,-748,-891,-859,-523,788,-370,157,325,421,209,558,-1705,-208,-133,-1221,61,515,258,465,-1289,555,507,10,838,483,30,28,72,16,177,384,-67,1004,81,103,-785,83,-1103,-279,-808,381,-1309,489,-1191,242,-180,842,177,947,169,888,597,629,190,170,-1266,-696,-479,-574,-335,948,-616,602,518,-93
414,-1139,-582,107,314,459,-357,-169,1007,481,915,-119,160,287,565,-1083,-177,301,984,151,-616,355,728,-293,1202,200,-759,703,75,-397,277,-1449,-236,-889,358,91,1121,898,-550,769,273,-238,-238,261,-269,950,182,-1124,-29,-248,320,846,-561,422,-73,-136,-86,413,-417,771,-770,-70,345,-596,1047,340,-546,573,-576,765,268,-54,252,218,-133,322,-808,367,-756,-485
-653,-17,-382,-346,830,-754,945,-907,-429,-530,-1190,911,787,-751,507,-687,-162,-1540,515,97,-61,137,280,938,-525,-1029,-57,992,1561,418,-353,526,-252,-4,-699,-914,-653,665,506,-692,-318,618,-2,-629,-489,-443,-439,-46,-615,-596,-1080,747,-68,57,19,664,575,336,79,-1045,-114,-89,115,763,957,-1209,494,701,589,-530,-773,-21,-375,-925,-394,-631,118,-137,386,-1314
-69,502,-39,696,352,1039,-468,-130,-230,628,771,328,814,952,286,349,-564,173,116,-1010,509,-1497,-496,-61,860,673,619,-271,53,-369,-204,486,70,1152,29,810,289,-21,-1051,-190,-576,-568,-6,-136,107,43,183,-187,197,-120,496,-146,559,-30,-1307,-166,990,-29,633,437,427,-207,-416,-599,-106,310,315,-796,1187,390,-841,-75,-438,199,447,216,-597,-1099,-451,-237
332,24,255,-28,221,459,951,-1117,511,-1029,-315,-6,-676,-612,-1043,629,87,-602,-421,-79,-273,1132,122,883,505,80,-640,595,1111,59,-461,-938,363,-1568,174,-303,-48,151,-394,199,1571,75,-38,559,-1270,-654,-10,657,-1084,-297,-304,-666,-413,-375,35,-368,-501,-33,-872,611,-408,23,-480,-366,912,-905,-432,460,892,-829,788,-839,1175,-212,1014,532,-345,-133,240,-53
80,241,504,345,-5,-479,609,-213,664,357,-318,-417,815,-648,-381,962,674,223,-319,-935,119,705,-166,-339,-507,-228,-527,735,51,641,-621,-419,417,41,570,79,203,-61,-131,-522,238,3,-171,-413,-70,-536,-89,962,-1120,-26,172,-136,897,114,208,-1570,-508,17,-77,-393,-49,-482,-279,-336,-452,-997,580,-224,65,-712,-416,592,354,254,127,-408,683,630,-51,872
-125,293,-559,-332,-546,-521,-30,309,-430,-142,-279,-523,-879,615,-282,-496,-1594,-135,-983,97,508,-430,65,421,1908,-52,-89,677,187,461,-76,1899,185,-419,181,-567,-716,-906,623,276,215,-762,692,-881,-14,-1143,243,-1237,-324,177,493,-114,373,-834,-219,-137,264,983,447,354,824,325,697,-795,595,1337,72,484,-285,-16,663,273,-4,-312,-173,372,95,233,-138,-226
-605,-321,-478,-157,757,-403,408,-707,-264,-486,354,-454,-872,-422,-966,-479,544,205,752,287,600,-43,-152,-242,-275,-236,7,406,799,-284,5,10,-819,-549,576,-182,145,479,-229,-603,75,238,-361,247,-1371,-466,-1056,-1263,365,-503,398,-253,667,36,41,-96,389,0,-1099,-881,-440,-183,28,309,484,-316,354,-263,224,653,257,198,1233,544,-250,567,-108,508,-378,-513
-244,-339,23,-279,674,998,-765,37,-856,-192,290,-871,-329,869,-1201,1239,612,447,485,160,267,-331,-798,-69,582,945,-135,-157,720,-699,279,-79,229,-279,-168,1010,649,-573,-585,605,758,673,614,435,-403,234,-223,678,410,-1169,489,592,-379,354,-1083,-397,-990,-354,-1318,169,-447,540,-915,93,539,-278,-650,-118,610,-57,387,-1236,-192,908,893,-17,-144,46,-6,442
-617,60,212,383,759,759,-84,558,-590,-289,511,224,140,121,-591,1075,779,504,891,71,-879,-670,-625,607,-559,754,1430,-207,24,-406,895,-184,51,423,263,5,634,93,-228,180,222,611,-54,-695,708,-2,-579,532,1255,-616,306,-261,-715,285,393,814,698,-224,33,-402,-528,-922,-288,103,262,-298,328,250,349,296,517,548,-22,549,1777,-815,-333,-501,-1185,1
-483,-160,-1021,-47,-163,293,128,-716,457,-664,-1182,616,721,100,74,80,-910,40,-1041,-944,-534,-355,-209,431,167,-1231,-742,594,678,175,-353,-413,628,-548,261,-78,-596,1305,414,-212,483,-775,-243,189,-443,315,299,-210,-1371,-348,-162,73,-74,607,-227,-114,385,431,69,-200,473,503,-155,-432,394,-680,239,39,346,-242,-582,-272,-251,-741,261,125,-179,457,-521,-857
349,-150,480,172,-605,752,-1018,1447,-278,1620,434,-1297,497,-242,866,685,920,484,438,-350,-324,-156,84,-1730,432,-212,138,-993,-264,1095,269,-991,1025,920,249,795,-838,-534,1004,-1274,-315,-806,-336,-493,22,1212,553,-28,411,902,256,268,-394,335,438,-324,-1069,-3,395,513,1247,-175,-400,-139,-1025,-401,-702,-849,-380,652,56,-269,646,-921,-203,-381,-391,-139,1750,560
-589,151,-896,412,99,122,-57,-1338,137,-261,-337,362,559,130,-95,383,-231,152,-798,-918,427,29,-896,76,-168,-121,-698,89,486,-573,-536,105,580,75,109,524,-816,840,362,394,409,142,-178,473,-932,241,436,-617,-967,-616,700,450,30,13,-607,-36,66,-502,-52,-91,160,521,-704,168,498,-693,-62,78,660,-394,-149,-332,-179,392,-98,630,-23,303,-997,-460
-374,370,498,234,-600,112,-467,-172,27,490,522,-287,1592,1223,622,112,-113,-1099,-308,-862,377,78,1179,-705,193,-626,-56,122,-268,472,-78,10,176,-743,-608,111,408,-293,469,-1405,49,-1198,222,534,-52,111,536,1124,-791,889,-36,-82,1146,416,63,-1693,53,-293,197,776,1646,816,-433,-1151,-596,480,-714,1299,-431,25,-811,-451,-452,-2408,239,-1315,-239,292,629,-291
648,-601,-535,-312,-471,-634,-427,172,938,237,-252,729,-5,534,1893,-1149,-489,-169,-92,-109,-400,-67,890,876,375,77,378,-16,-702,355,306,-289,-65,151,-87,-673,-201,794,167,1166,-1688,216,-699,-1036,435,698,-74,-715,82,372,-50,-53,-238,-358,-246,616,-239,550,419,-156,-634,729,926,218,102,394,-402,7,-1658,655,-787,90,-1067,417,-599,595,-269,-323,-471,-533
-336,83,-144,-148,-226,-875,782,-1116,684,-802,-371,-246,342,-39,-777,-183,-997,-488,-592,203,77,735,48,-229,279,-377,202,1119,81,126,-168,-321,-61,-1268,467,-483,-137,-119,-206,390,409,-283,-582,-422,-449,-667,144,-331,-910,-384,176,-533,512,477,-54,-1046,-51,-172,1042,332,499,-588,465,-1221,866,-569,-970,447,-1090,-401,141,89,711,-16,-99,299,81,539,399,-391
-310,336,-13,-674,1879,204,-345,-349,421,1091,-499,877,-99,-390,-374,-765,391,411,141,-91,527,73,-412,505,-1064,-9,-705,436,509,39,-313,-613,-172,996,1012,180,-1344,1156,-70,377,-743,256,-337,463,392,169,103,-797,101,-311,220,1535,-388,-499,-38,429,-23,118,-577,-547,-485,310,543,701,96,310,782,-658,-220,215,148,196,580,-281,-614,1082,917,-927,-1127,763
-102,36,-12,-353,-22,84,-613,290,-286,286,61,-688,226,580,-484,-341,256,545,-676,-511,469,110,-180,-670,591,901,-22,-410,-395,784,-762,846,-52,-618,-739,79,123,-544,-171,-374,241,79,-89,608,713,-153,235,296,377,-624,-268,425,521,-228,-139,-63,-58,234,57,-116,10,-56,103,122,196,44,-277,-518,-219,-12,-738,-47,-271,177,19,495,720,-142,-288,416
-102,-1185,-598,-766,776,579,-474,-20,148,-21,-787,75,507,710,927,-63,1157,668,192,-248,-155,416,251,980,-374,-46,-436,-712,1096,159,-1284,-354,1067,536,62,61,-23,221,-408,-257,163,348,574,109,-964,491,-550,-598,1035,-821,-587,1011,298,-95,-31,799,-1086,-738,-431,-18,-199,611,-273,635,617,-1246,-136,-428,-167,1059,250,-521,247,274,280,30,526,-292,-1426,-1107
-160,-685,885,-168,-451,-1311,-336,1043,1056,-796,-475,-950,686,787,-346,-613,390,-825,-289,506,-356,220,373,-347,-341,-683,-791,-182,-887,-222,-81,-710,391,-1009,-508,66,606,-120,205,364,408,-20,315,-824,299,-1147,-511,-423,19,-126,-716,7,595,1365,1032,-1127,-707,-507,-391,-665,245,173,-1043,709,590,968,-540,923,-1252,575,-599,382,-103,-577,502,-1013,315,132,-923,381
-580,-976,-294,-985,1314,144,-860,338,534,1244,601,166,1412,399,78,-937,1251,514,1263,476,125,487,213,1544,-822,-323,-1048,13,-253,215,-666,109,256,-60,297,239,178,929,116,-460,-26,1261,-2109,743,-41,932,-1007,-217,670,-652,-67,477,-121,62,237,-187,-454,677,-502,252,342,396,941,-290,1188,-675,1822,226,-653,770,-474,396,407,154,875,-555,357,237,-782,308
249,-522,460,277,-377,54,-1039,325,422,-310,-131,575,1666,157,752,-521,-450,-36,-552,-521,-1077,-438,-881,-571,707,275,616,-196,32,317,55,-645,250,301,-430,1060,532,-107,-713,955,355,1012,970,-1305,560,65,-844,302,1066,691,-261,201,-284,-751,-542,706,-128,-355,-515,-1052,343,-647,54,217,-651,-1440,-640,582,19,-180,-1253,471,-663,251,-197,-74,-731,-15,-134,-206
-517,79,132,214,78,1,-50,363,-694,-97,-321,-583,430,-55,-145,617,439,-211,295,-102,-191,-148,-83,-575,-569,-642,-185,-53,335,17,426,-361,-88,-370,-498,277,-23,-390,528,-630,609,-322,628,427,-406,-311,430,61,-684,-161,-238,223,87,51,409,-255,-197,-172,-379,-1120,121,-343,-69,215,1,67,-420,12,-34,-71,72,-113,-78,-88,-199,-812,11,163,510,-441
-388,320,395,-332,-176,24,-705,1713,-934,-377,-288,-423,-710,-180,-410,-1105,-801,-880,-680,827,-843,-479,-731,135,-65,-317,-140,-528,-390,690,523,537,155,-317,-900,56,-1273,760,1664,-248,585,-206,-366,265,572,-906,-659,-111,451,315,-849,146,-799,-376,392,559,732,482,211,-134,995,-769,41,723,467,345,-261,-341,-167,766,120,814,597,-1403,632,199,527,471,575,583
702,343,831,571,-644,407,-60,960,437,475,176,-131,-409,-702,-544,696,148,20,-45,416,-766,-283,204,-884,370,894,-336,-1200,-1151,-418,485,-87,555,221,-308,72,-25,-534,792,-320,300,103,190,160,825,541,1667,1061,1,507,241,-674,-1110,168,322,128,236,529,-113,1009,523,-434,-672,51,-261,879,-279,-244,759,-373,201,130,-253,-20,601,28,-1469,293,725,-251
217,135,756,-569,72,-1437,646,87,775,14,-496,-300,-378,51,223,-573,-331,-443,-99,1084,-676,-165,391,-218,-577,-478,146,306,-1214,-226,187,-78,533,254,215,-318,10,187,762,518,-804,-361,26,-1023,732,-752,-329,-668,343,706,-976,-435,455,135,420,-251,23,1,1161,34,-126,-409,337,561,363,559,-41,-574,-1342,486,-820,841,759,-843,-572,-184,647,-491,9,535
-1,-205,-761,-599,-44,799,102,-366,-882,48,78,231,-1395,-536,-319,137,-109,1230,211,804,-447,-583,-135,-366,173,-484,476,-356,476,313,39,10,-226,781,474,362,-866,537,-94,-794,-163,-36,-55,1202,-926,606,-47,67,1089,931,861,-865,-1097,-663,-110,941,-760,-489,-124,1005,40,862,758,-779,-737,-627,448,64,359,339,1180,-577,891,-620,-563,588,-27,843,1089,-59
-729,303,-241,-9,609,246,-1109,235,-707,515,376,231,342,148,-517,-785,233,1091,334,-406,506,-696,-742,-816,-683,483,564,-1352,-17,51,-559,719,-117,519,-170,-9,111,257,32,-540,-45,761,106,547,1194,478,111,-718,803,210,605,594,776,-1256,-217,1358,1127,232,12,-516,7,-703,1060,390,-266,149,127,-719,-647,-14,-787,88,-697,531,480,622,895,-183,-1372,94
-83,-866,-457,-641,235,96,-239,-1253,279,-1195,-473,675,550,588,277,-193,-625,-747,-21,153,-584,32,104,100,278,84,-151,1108,1327,585,125,-1014,74,-1468,44,971,1019,40,-485,930,150,888,815,15,-832,148,-753,1163,421,-180,-316,178,-370,-583,-1112,-595,39,-274,-992,-630,-647,304,-269,24,242,-1351,-787,917,29,-1061,-152,-1331,-170,-541,139,455,-509,272,439,-934
590,-17,438,370,-568,-162,-891,226,312,-10,488,-631,-1005,207,632,-333,677,352,-978,-839,-201,215,-46,-796,632,1015,109,-680,-839,-137,436,-485,30,240,-76,809,311,125,620,401,69,55,419,-1336,-204,-675,-751,-422,837,1454,80,278,128,-1106,-138,928,-992,33,-279,-455,223,682,-785,1152,-252,274,-824,6,-136,748,-190,27,305,-47,-938,753,-516,292,-592,-28
-380,112,310,70,-277,6,-62,-85,367,237,-459,186,512,-55,-598,861,-158,452,-1290,116,-648,-333,-368,-1163,-269,-1312,87,170,-760,-454,-839,-1011,618,225,318,606,-776,353,533,-401,94,-335,155,-88,239,-70,1013,289,-333,611,67,-216,-575,244,257,-1262,-752,-672,166,837,1103,161,-105,-332,-15,-589,-68,1495,165,105,-112,-642,267,-1822,-334,6,-204,171,-54,-344
