692,449,1751,-1254,3327,-2230,890,199,608,1018,-1803,634,-749,-546,-87,1919,1293,-28,566,287,-1333,-639,1132,1639,-796,-192,-1399,792,-228,-266,-2100,525,-1406,-391,541,-1387,31,469,927,-1814,-1025,-656,-1322,633,88,-714,-743,-350,-552,-1261,-2071,880,-1424,-172,1317,-2004,928,892,-651,644,-1012,-450,-696,-570,-2220,371,2489,154,1391,-680,3401,2452,-1021,2795,-2279,-472,1708,-794,1273,23,-2307,1674,184,1846,956,-2605,466,358,-682,-2645,22,-632,-1670,2390,180,-2052,614,2151,271,-363,-370,-2094,474,-535,1764,2733,-643,933,-276,-57,185,133,-1581,-1839,771,1949,-854,-15,429,1816,647,-972,384,815,684,1454,393,-1121
1122,-3248,-763,388,4092,110,671,2024,-963,1043,-2516,-134,-609,-1164,710,-2002,475,-2740,1793,-3242,-373,-1919,-148,-1266,-1313,-2422,-726,607,513,-1313,694,3660,-3964,1341,195,-437,196,-200,2733,-191,1574,1446,-572,-760,373,-992,-2387,1233,1345,619,-3575,-1457,-1965,2188,-844,147,1805,-1707,-2180,852,2113,-673,-838,1189,-84,3668,-457,-1513,-350,-109,2559,343,1363,-230,265,1525,-62,-404,-306,-2158,1749,524,458,488,-426,-841,1531,980,-590,1370,2718,165,-1515,168,-597,1676,604,-1174,-1376,373,-1858,1062,-539,-1493,-439,-2213,720,1390,-765,1650,9,-2762,-1977,1148,-86,-109,2264,-2676,-2036,1270,-160,-2614,-741,-809,453,-3356,637,-840
-362,-1170,-293,-528,407,-510,2347,-1878,280,691,-2871,-1704,1259,1898,3457,205,1927,2406,-1056,-168,-435,-2254,1693,-236,-859,-2929,-2305,47,-1292,-531,288,4265,-648,-555,-2322,-275,-106,211,944,-1919,-1173,399,3448,-735,-1146,1558,-99,-1595,-1846,2028,-2799,-1173,536,-486,1741,1577,1625,-274,709,294,366,3843,213,1749,-1447,839,-1607,-1552,-554,983,1078,3215,896,-998,-408,2142,2391,-925,-1095,-137,109,-348,-1394,237,-637,1667,85,181,978,-1076,-1101,554,-530,-1135,-1005,223,-256,-1377,666,-395,1067,809,1324,-1971,-1317,236,-1161,1177,526,3630,-1501,-927,1897,791,2000,-3160,-1471,-161,-3955,-234,768,1891,-1111,-513,-1069,-2315,1498,-434
-1099,1545,1029,561,-1379,-2578,-1700,-878,-359,-1201,1080,-1050,-180,379,-1587,1283,749,-497,-903,1295,986,1910,-1155,1370,823,-394,329,-653,715,1287,199,787,915,1046,-1222,-842,-1100,810,-2396,873,2019,-1071,1229,2128,2630,260,1548,904,-1086,-1259,606,2498,-1102,-1564,704,-1604,898,1934,-1118,870,-1262,-300,790,1205,-1795,-614,773,1720,-479,318,-3160,-1423,-1492,406,-351,-2809,411,1610,1726,1213,-493,-226,1240,197,-140,-3049,-911,-594,-316,-1548,-1682,706,2577,260,188,-830,-562,-267,296,-1591,-455,-28,709,2328,-288,1232,2307,-550,-2805,-2484,1028,1947,1953,-76,-1009,1267,-512,236,-470,-934,-134,1009,3473,1099,2227,3305,-442,-1119
-1061,-642,1270,-1530,-1475,557,-2413,834,-1106,-4071,-776,79,1487,-120,-340,746,1692,-1404,57,-918,2131,1492,-1925,-632,-778,-2158,518,1192,258,78,400,417,-3022,2384,-1672,-599,60,213,1588,-181,-1083,-144,1353,-937,636,1601,3266,-2677,2720,1882,2909,2980,-1236,-1026,-580,367,189,462,1989,3049,-992,1479,-1520,1401,2299,1146,-2081,-40,-443,-904,-1210,-328,-1961,-496,-772,-137,110,2399,497,642,332,-2816,2096,2932,-667,2161,2192,-1740,-43,-290,-323,1018,339,-3789,343,986,-526,-2114,-694,-850,-1492,1300,455,114,-1053,352,3442,-494,-2035,1751,866,1311,3234,1040,133,-1496,-108,-411,-1335,135,-613,1415,-972,-2312,1136,-1035,-1425,-1050
-1177,-608,1829,1986,2297,475,-1034,1726,-2024,1006,-1406,-1515,-2146,2673,-2691,-524,546,-114,2163,-895,3349,-2439,161,-1231,395,1913,-1890,-2067,31,490,-1112,2032,-732,3257,413,-3533,283,235,1938,-2756,-1218,722,1618,-3208,2875,2307,680,400,-952,-437,-2989,-996,-216,463,-875,1871,647,-2489,-735,-740,542,-3110,-1927,668,447,-1315,384,1421,4043,-193,-1390,-1400,-1156,105,-1733,764,723,-686,2225,680,1421,-2832,77,1264,1013,1570,2569,699,-791,-3043,1632,-2161,-362,2042,-2285,1581,989,-2172,-1070,-47,-1474,-715,2885,-125,-2357,-754,526,2645,-1079,1571,-1486,240,476,1994,-361,-2155,-361,591,-1507,1213,468,-1667,460,120,-843,1993,2510,1288
2004,-2424,-3624,1977,3071,-657,-1053,1484,-1405,2732,-93,809,-513,-2891,-1898,-404,-1659,-2158,-2147,-1631,-867,-33,-667,-2577,1197,2527,915,2471,-1186,-2943,2320,1522,-254,966,2236,195,1543,-841,3490,1222,3590,796,-2289,173,1186,1036,-1825,3375,-297,-3447,-785,-2886,-117,2125,-556,-1394,879,308,-4257,-265,1850,-806,1962,1235,-344,1654,2243,1363,-148,-2130,-1204,-145,1342,2756,-1091,-2597,-1030,-121,-763,620,2142,3582,2878,1086,902,-837,177,2640,-379,2065,3934,-970,259,4070,400,2369,1396,675,-2211,-92,-3817,-854,-2124,2180,2089,-1019,-2106,-2086,-1418,158,-907,-2000,-1270,-87,-809,4342,1789,-4700,502,-2187,-304,-2538,-1082,306,1009,97,-1816,-625
-1546,-1000,2247,-1724,-825,1109,581,-97,-1520,-644,-1024,1239,2624,50,-1496,454,1332,-2212,1391,862,-3148,457,-969,1792,-1300,-1855,-1867,584,2137,-1882,-1755,-734,-3503,218,-1575,-2073,-2278,622,-712,-1695,-1003,-390,878,-1226,168,-214,1937,-2203,2804,3510,894,697,306,353,-720,1309,-251,-2227,-375,1517,109,-764,-1647,980,-197,1051,-2237,-138,-829,-132,3477,962,618,926,-1975,2967,1851,1420,149,-1029,-781,-459,-665,56,291,1041,2526,-727,612,-1016,-1409,-10,-1738,-1956,3883,-2282,1427,-954,-602,148,2068,-934,1062,-1580,-3467,521,2750,-932,-1586,1431,-666,-1831,2586,434,2477,-2881,1697,1926,-1526,2785,-616,-3532,-1613,-874,2086,24,-1414,830
587,-1235,-516,-557,-2008,397,38,-1339,-2809,2620,411,-1724,459,-1330,-819,-2241,-2262,911,-3374,-743,-293,-338,2122,-4025,3489,-1114,-896,-2137,-1638,-221,329,-1394,1175,-1028,-988,1040,541,-2062,-3603,591,-335,1967,1280,-890,574,-82,858,-1164,609,-289,-452,-1368,80,-645,23,-2240,699,285,-507,-711,2720,1972,-90,3440,-1808,-2492,-651,1286,-2148,-1899,-1354,2042,3063,-787,-398,-1495,1220,1626,-5010,1235,2227,1197,-128,-2374,1651,-1316,-3210,904,-1760,2923,745,-995,1988,1085,1522,-866,168,-686,-2601,1692,-1269,-719,-1116,-1112,-484,390,641,-495,-2712,-1134,3333,-727,1114,-279,1873,215,634,-778,-1026,-895,429,1666,873,3384,592,1537,742,-2459
-2262,1704,3030,571,54,-2640,304,-2202,62,-257,67,-1383,-1209,933,1155,-470,2003,411,1120,-364,-270,497,1658,1975,-330,-1402,-1307,-1272,73,-204,-2282,-1031,-337,1720,834,-699,-3321,1090,-3552,-2740,-2007,-773,65,465,-908,-508,482,-1589,135,-74,-216,2225,-946,-1699,1072,-590,1936,-79,-330,1156,-2232,-310,-1910,1729,-963,-1087,-379,2245,-183,1754,2007,-193,802,1344,-408,-462,859,565,1182,381,239,441,-1055,606,1660,-700,294,-810,-1565,140,-1614,1640,539,-413,1629,345,1643,-70,797,101,283,-1469,-259,-673,-1172,2497,2866,2603,-1405,1174,1817,251,952,680,808,-1655,151,314,-1186,-1256,-7,1567,2461,1600,366,3355,2487,-334
1710,-2485,-2121,-1788,2179,-950,1224,-1741,-261,2073,-541,181,2962,-1551,-28,869,420,-1346,-3170,611,-4506,-671,-1422,-478,660,-1493,-462,1592,-858,-2929,3927,1093,-1450,294,-3332,833,348,258,1646,-293,1877,-1019,-553,1010,-242,-1437,-1389,240,-1101,-1025,-1577,-3310,1434,622,931,-1469,2229,265,-2431,352,-1100,841,1088,-281,-1736,1771,-399,-1,-1065,-1072,2571,2533,-1188,1331,-79,-1852,1457,1498,-1621,1215,514,1881,3988,1941,-515,-1478,701,-1171,59,-632,854,-341,-1846,2165,860,66,-1772,1833,-163,-671,-1328,-760,-2229,-10,-775,1646,675,-2136,-1800,-1220,55,-1530,919,-1919,2050,1823,-728,-2289,-2006,2373,-17,-2044,-1003,-289,-207,-624,-405,-1458
-345,-161,1339,83,-1359,-211,408,58,-979,-735,-314,-701,2070,872,-1118,705,419,-1029,570,808,-340,317,-813,-887,376,-835,1378,-833,-781,504,379,398,-687,2055,-373,311,691,607,-2014,2295,-503,38,667,178,1222,723,1371,-797,208,779,-164,21,-239,130,-1186,-894,-717,-645,-1079,-458,251,393,-323,2045,951,-551,-2588,336,192,-653,-1413,68,-231,-92,736,-998,-1326,264,-229,-207,337,-1688,-725,-570,-1292,-432,-135,-1162,665,840,-3645,-43,-721,-1421,154,-1292,-1292,-1064,-950,1444,1362,-40,660,-1031,-1499,-306,460,99,-891,-643,1000,-657,1085,442,647,-2293,105,941,-2290,1571,-855,-1073,-74,2084,360,-204,-1290,-328
-2521,879,1346,3393,2622,-3739,-1185,814,-1167,-1711,467,-54,-1369,1306,-4021,2124,4039,-1230,924,-1936,687,1724,-1462,2589,-636,-504,3056,-21,-678,1492,-1999,389,-526,3382,-695,-1292,-3288,861,2138,65,419,-2041,-304,234,-302,130,-1555,-1233,1449,-2235,770,232,-1545,39,-1061,-1317,1429,-1023,-3072,888,-2382,-2101,86,1984,-438,369,941,4239,1554,-267,-2035,-1271,-73,2127,-1256,-2326,-866,-21,2942,1588,1316,-1182,1292,3224,-1452,-2446,2579,-166,-1024,-2363,-1402,317,681,193,-745,1003,1813,36,-2021,-2367,-1909,-1842,1377,1541,820,1599,2697,273,-2688,1250,-1223,-75,396,1767,515,3971,2919,-359,-1294,1220,-531,-1744,2835,848,680,1526,424,1102
-1631,553,1385,-895,-2075,156,-1538,-2409,-1315,-86,-2082,-18,2905,103,707,1880,109,1121,-1344,2008,753,-1388,-320,-2467,-1854,-466,1262,122,438,156,-1281,-1225,201,-1049,-2175,420,301,1771,-1247,-2270,-124,1980,4668,294,2708,1310,1700,-1669,-88,2500,-260,1047,50,-1244,1030,1147,-119,511,-44,2153,2643,1726,-114,111,71,-1887,337,-1344,1658,-534,637,1938,-818,-941,-2210,-1892,893,2542,1705,-8,-766,-2458,403,-90,753,-1305,-1344,-24,2571,-3545,-73,120,1608,622,-20,510,-424,-1702,-888,667,2087,1281,-708,-1744,-2015,-812,-1772,-482,-1676,2041,-1041,3406,-1589,-1411,1687,-4048,-491,-2523,-616,1212,61,2309,-1446,-1137,1271,2176,-488,33
1254,-788,277,1748,404,934,178,1212,355,2466,1270,-2133,-153,1759,-1238,-2883,224,-696,2809,-886,1739,-878,-426,331,473,1434,-194,-863,395,150,-695,-215,2816,285,3447,-1485,292,852,773,562,-165,1613,-185,-1811,1579,574,-555,-133,-514,-539,-1158,-598,1614,1396,-1657,200,-2036,-1243,267,-1469,829,-3055,130,813,1321,-471,-2197,-105,1028,-1298,-1476,-2503,-331,2973,709,-962,-1945,137,131,-352,1574,-1316,-696,-812,1274,-181,563,557,-363,2006,-1443,-2105,496,1617,-669,-1834,1548,463,-342,458,-1675,-1394,1106,-1509,-178,-1654,-436,1745,1358,1879,-867,-463,415,1267,-1019,154,2348,210,-468,-526,792,-2969,1932,1721,-38,154,463,656
829,-1285,-1021,449,-612,1054,-4258,3716,-591,-2246,-104,-1333,-842,-2027,-1250,714,-662,-3030,2019,-210,1734,1994,-1725,-1834,2114,2777,2582,569,27,386,-1081,-250,962,163,4334,-1638,1395,-353,1132,2822,2031,1357,-2210,-621,2372,523,1679,260,1259,-188,2333,2818,-2703,322,-2957,-331,-3212,1781,564,2976,-161,-2771,-1543,-1276,3221,-839,1801,-45,770,-1634,-2201,-2951,-49,-293,-143,-67,-663,1355,83,413,2111,-1059,-221,723,123,-534,-602,-407,478,143,1879,2,2036,-1950,261,1490,-609,-689,-586,383,-2327,1241,2470,1039,1180,-3698,-378,-2467,-576,-1688,1464,-1357,-436,1747,-2265,2885,56,-1686,562,431,86,-83,2107,-1572,2209,-501,-1212,-389
670,27,-1225,2042,1465,-1584,616,-501,324,3053,1636,-902,-720,1128,-415,-1804,-327,-870,-317,-46,-681,-617,61,-44,308,1071,-1698,599,149,-1666,2558,953,597,1012,21,287,-3197,-519,75,332,2250,-423,-914,-613,-954,-1293,-1863,948,-1879,-1356,-207,-3360,248,-465,810,398,474,-1733,-1873,-2293,1006,-2112,2059,264,-1007,1284,-251,3279,-50,1076,23,-1581,476,646,257,-476,-829,-2056,1035,803,1351,1935,-534,-361,-76,-1300,390,579,-2099,1759,2123,66,740,2299,-1137,786,463,1361,238,-64,-1896,-637,-281,2077,758,596,-60,1640,-652,-263,595,-1270,-367,-575,-1209,1264,1904,-2025,-1054,-764,21,-2100,1956,1425,41,1023,1023,285
-90,-429,757,391,1722,-1352,819,712,-1467,458,-1453,1092,-735,-451,-1195,-1274,-1141,-425,-1011,-1622,150,70,647,-457,551,-766,445,-920,-5,546,-36,1028,-988,2757,190,787,182,695,483,-250,-184,-442,299,880,1747,-1623,-550,1946,83,-1921,-1783,-105,-890,518,1,-945,2359,-1052,-568,-771,-562,379,6,1919,-1063,-1453,-437,594,186,-401,-376,1431,-1066,54,-220,487,-355,31,-230,-698,-884,633,2235,128,-276,-265,58,450,1222,152,108,-2910,-165,254,-74,-694,1702,-1133,132,-1337,520,-180,-277,-1346,-486,-75,1416,277,-744,-202,-784,1061,38,-147,405,1985,-550,692,1361,-15,295,-1689,-449,1747,-750,1264,706,-2285
702,-1282,-1218,-255,-449,-427,175,-1032,404,1534,820,-1080,2038,-286,194,-248,-829,-1303,-1010,1776,-2483,-669,-96,-442,392,772,367,1371,436,-2577,1497,256,-276,432,42,579,-284,495,-1765,-4,1561,1372,-1209,406,1165,-2034,189,-1128,-607,-1222,-2,-2003,800,613,-667,-390,1078,-1145,-774,-474,1195,-23,-725,361,133,-407,-112,1337,-243,-1501,475,899,-249,801,611,398,-124,-332,-1526,687,674,1617,696,210,56,-2413,544,170,175,1491,279,-620,-931,14,961,-680,13,2469,-598,-195,-933,-154,-1707,-388,692,-397,-1056,-888,-1558,-850,768,-1460,1692,-878,-92,599,1208,-493,-40,765,448,-1311,1186,2339,1869,1060,-139,-903
-59,331,-77,-3691,-834,2641,412,-447,1538,-2635,1612,2726,-601,-1798,56,-658,-1603,912,-2964,-566,-1240,-117,263,3613,-1995,-1984,-962,-274,536,-466,-182,1055,-913,-2255,-2550,2150,1277,-1340,-1656,-3372,-3922,-816,-495,2376,-3180,-507,1662,-1530,230,10,-401,1892,2213,-1202,1826,1093,-201,2045,2545,1960,-2152,973,-1590,-572,-2037,2923,-390,-3429,759,956,915,968,-1390,-2050,-1404,4443,1319,-158,-1077,60,-3299,-714,3022,-869,-648,1857,893,371,2170,-1355,999,1615,-2372,-1412,1025,-1111,-2946,-649,1461,112,1137,95,-1801,-2069,-626,3120,1928,-2144,-308,-478,-1130,1782,1440,-1486,11,-1439,-238,3416,1068,1030,779,806,-4868,-4211,-917,-3090,-144,-405
-2137,603,-1118,1649,-2112,-188,-541,-1501,1389,-2446,1272,558,247,-232,-987,249,-601,1174,-1131,1170,-254,605,-1246,1833,-420,1204,3566,-488,-299,-1129,1110,1454,224,-720,-1339,2005,381,2139,-1184,-704,-472,-1953,-506,1083,30,-685,32,-1178,-398,-1392,1901,1254,1930,-1136,-1556,504,425,676,-62,699,-260,-548,-898,809,1258,1015,-503,282,2568,154,-1846,-2769,-1121,-525,1174,-651,-820,1079,1659,654,-1268,-2954,-1053,1207,-2737,-122,1751,71,2319,1114,-994,1537,-1900,-38,-764,1895,-1830,-469,-401,-2014,748,1063,-1821,175,-247,278,1255,-993,-1770,509,47,180,774,521,823,-379,-614,967,277,-1178,306,860,-1651,-1083,-955,-874,-37,989
-1245,1076,-290,-1002,-702,727,56,775,-260,-66,2960,2825,-608,-111,-2061,-775,-19,1023,959,1187,-407,992,-1137,2622,1328,1158,-1039,-42,1223,-184,1600,-819,-2929,-46,-619,394,-1709,-2883,-2429,-817,-2320,-1944,-2728,2487,-4343,-1022,-316,-663,860,237,972,1425,1397,17,970,1436,-407,-1760,255,-2166,-2156,-945,-1126,-698,-1666,-936,1967,149,162,1979,-476,-1595,803,-635,-767,1455,-1090,57,-645,1614,817,2491,121,-927,-1400,438,3064,855,-1921,368,2617,1924,-2097,525,1805,-531,-1188,3117,469,-270,-530,-1028,-152,264,873,2420,216,-1149,-2241,-2123,-1868,-1107,126,595,378,474,152,3028,-672,696,-1108,-945,240,-1208,1268,1353,-3184,977
-2451,450,-267,1800,-2752,162,386,-2328,-1162,-539,87,-1303,1738,3235,1509,-242,1500,3169,-954,-85,1772,-570,743,-1491,458,37,2603,-2730,-472,2199,-211,-1045,-268,1621,-1143,1495,-260,281,-2608,983,-218,619,1293,-534,-433,1004,-445,-1218,-499,1129,482,-986,2076,531,347,1481,-404,-2203,58,-2120,1563,1761,-140,2677,1019,-1124,-1579,661,-731,371,-2021,594,1669,-1890,1527,-748,-1360,482,334,37,2508,-3116,-2557,252,-1747,198,-161,-36,-1180,411,-1488,41,-1782,-1236,-964,2306,-561,-2689,-1176,692,165,427,1015,-1190,-2915,-243,1628,463,710,1438,-1728,563,-765,1337,2494,-1942,103,541,-1938,-1513,-2049,2447,853,186,1332,-459,-1509,356
-2578,-115,-1402,1039,147,-2846,-586,430,-305,-2854,-1803,-440,-1374,-450,430,2201,728,82,-420,309,-1510,1544,1534,1870,1128,-818,2242,-1200,-1105,-1774,842,1632,-723,-316,-435,847,-556,365,-730,-1083,-1446,-2818,-854,-375,-3504,-779,-1175,-578,-137,203,1620,1298,-1780,-2890,-1116,1681,1614,526,-394,573,-1854,2183,-1137,2261,-177,-158,675,2585,-970,2903,-140,-108,731,-1341,-2520,1563,2368,-3573,-856,686,143,-757,-204,4003,-253,-394,456,-470,-173,-454,-16,4805,-2375,-2865,2,280,-834,1093,-524,-2964,520,-1155,2712,2005,3188,1442,937,-1088,-2026,1527,-1771,-2894,551,509,2049,820,-276,-409,373,410,-459,1452,-240,-3282,1679,-481,254,1097
-381,-312,1973,938,-218,-1631,62,-902,-139,603,-1883,-1434,2460,227,-328,1597,2786,-1801,1417,1727,-2060,2137,232,888,-324,1555,874,658,2577,-859,-1881,650,1489,542,827,-2593,-2936,4386,368,1190,1229,-895,2090,-258,2449,-1010,244,-41,-1786,994,1335,658,-820,-231,-1208,-364,-886,-456,-474,2304,81,-2720,328,-66,2192,-697,-2270,-644,-1746,-1461,2226,836,-1675,2284,194,-641,-410,631,-64,-1112,-1282,-792,-2164,627,233,1517,-272,-2620,1151,-330,-2538,-1954,1937,-756,1087,-1300,805,-737,511,-316,2317,705,718,-759,-976,-2406,1651,-353,1452,-350,1163,712,1586,-10,2310,-261,-1044,-433,-272,-444,184,-2151,1277,1172,190,721,-636,411
-733,669,659,1532,378,-2132,1578,-301,-848,-79,-2736,796,-75,2759,2012,-823,1480,1320,323,-1334,2584,870,1271,-1653,1741,-782,-961,-1305,64,1750,-761,1615,-1079,2074,1140,-895,-283,241,1066,1531,1175,750,1719,-318,2028,1085,-1010,1504,-1862,1003,-1111,496,-208,989,2051,126,1563,-1333,-9,-1421,652,3251,-257,1395,-977,-1140,-454,140,-1762,726,-1024,283,-545,575,1240,461,314,-498,-414,-1668,1338,269,-1579,648,204,381,-43,963,-402,-424,-486,-3042,552,186,-337,1134,2655,-1566,-281,20,-190,-905,1470,182,-1214,-1134,1586,996,1433,3195,-1164,-1597,323,77,408,1945,-405,282,89,-2205,-1097,590,1379,1417,850,1047,1800,-292
