25,-388,1,129,-313,-520,-268,268,-382,304,-432,7,-886,-322,-598,-493,404,-94,-314,-384,-52,-165,-338,401,173,84,216,2,-223,-681,-69,-165,-144,-509,883,-402,-112,126,17,-72,-211,311,-171,-202,-342,-109,525,-151,46,239,116,338,429,-1092,408,-540,-592,-619
-293,-699,-556,100,-504,-581,-238,265,183,173,-1213,890,-374,-304,212,627,672,-1300,-486,449,915,194,440,-231,-232,723,553,281,-178,-270,-557,822,486,610,596,-769,911,-491,788,-98,-624,-283,428,-395,-485,183,-337,-6,-152,1032,280,527,-162,367,455,-228,-601,238
886,-163,-392,172,156,-191,-409,251,581,-298,-115,-7,257,-304,-180,5,108,-126,-566,513,118,-469,-430,399,848,58,5,40,-96,593,-69,-205,0,78,-430,-16,107,430,227,277,-26,-104,-730,55,-239,-519,-251,-206,-252,-39,-295,105,-298,-104,-543,-441,-421,-643
169,11,-282,228,-118,217,117,517,708,-144,-244,-262,103,-475,296,-67,435,-159,797,192,-237,481,-43,-323,-236,535,-50,39,-209,128,-367,-883,-290,399,-206,342,-55,110,499,50,155,-415,-392,29,-139,-598,25,323,43,-57,75,200,331,-220,-151,-61,458,-190
706,75,-1041,-317,390,291,13,683,476,-839,186,216,-52,-213,398,485,-75,-143,-510,606,357,-166,363,-812,474,-534,18,-293,698,-89,-72,887,307,359,258,-220,414,-105,34,-394,-14,-205,-1218,-493,908,355,329,303,295,-85,-61,-84,213,139,-30,184,-337,794
-3,-261,-194,-718,-235,-278,-138,192,-311,-25,81,397,268,-31,-877,131,297,-469,267,-356,-344,-487,-163,373,-240,-202,146,-151,758,94,377,75,97,-429,33,-301,-309,-966,-945,-431,-388,501,596,-262,-168,150,-58,758,592,-213,-475,-386,-16,-344,-232,106,-721,-336
3,588,-931,-407,199,376,-165,-36,-623,-872,1256,-370,-536,1223,1227,249,-155,-432,-369,296,-671,-198,-109,-675,213,-153,432,-530,532,31,902,398,-27,-65,93,-846,426,273,-236,-322,-414,186,-136,-280,1088,254,-302,-619,657,-352,471,331,201,53,-553,779,586,438
-36,-349,-384,274,672,-223,61,111,109,537,266,35,-905,371,-201,-336,-365,-352,-824,-228,-557,647,98,653,1007,1068,288,282,294,394,376,113,-136,-45,561,-489,-91,354,-461,-1215,-536,157,-747,-351,406,-474,56,-925,553,-352,470,111,-13,-474,214,-438,105,-252
111,44,188,365,101,-98,-327,383,-86,328,-643,-35,498,-10,78,791,-433,-256,-277,-314,-25,318,-13,380,62,-98,409,-374,-294,-205,246,-367,412,224,378,476,571,-1,155,442,544,-202,327,418,122,317,354,1,326,-27,-229,-73,-577,298,278,-666,-844,-255
-475,-187,480,-155,418,99,519,-539,-300,43,14,8,-978,-150,-75,-7,-198,479,795,-224,308,33,92,-43,-185,847,-340,-39,-136,-975,-931,76,597,287,-19,-362,71,-14,-533,-340,-937,-314,-207,-356,586,-319,449,-409,-640,-430,-100,2,-143,91,-128,328,425,430
194,204,-257,152,177,324,23,70,-279,-165,300,-607,141,243,210,101,555,-681,-117,-597,-540,-407,160,-668,-362,-83,371,-854,498,-59,576,-54,-93,-199,246,-171,476,213,-13,268,-630,-280,154,331,-222,-433,-562,-581,-148,-6,-101,337,199,101,-48,-283,-222,17
463,-180,-527,-371,491,-140,-70,261,187,-83,-453,-127,364,-428,-380,221,757,-299,236,-536,-275,-488,-461,-891,-259,-339,240,273,30,-18,202,-185,-34,168,-63,9,502,334,-133,589,-649,-231,214,-484,-130,-564,-160,-107,520,156,-608,-182,-567,493,-514,313,39,-27
375,754,576,466,-239,-144,-184,160,-533,266,-112,-345,298,192,687,690,-383,-2,692,454,172,20,176,350,-78,-227,23,-156,75,4,681,-134,1068,1233,-1069,263,4,103,522,351,776,118,-253,366,-52,-293,-380,-555,-164,525,-169,72,-390,205,130,897,566,17
-451,-171,146,196,-414,-238,252,63,-227,184,216,-94,-777,-513,-358,-542,456,-246,-178,-621,-148,-244,213,-364,-103,-198,-393,302,-612,-336,14,475,414,-434,380,505,103,-173,88,-325,-881,85,-464,-361,-608,-49,-50,78,-333,162,1107,190,409,-30,377,575,-178,-62
-27,-50,255,6,221,-195,104,-262,667,-124,40,461,-660,-236,-414,-276,-569,103,-46,-32,-315,387,529,745,389,309,-361,822,-106,550,-52,26,191,465,-557,-304,129,167,-298,-79,319,436,490,-655,-579,-757,372,4,156,-271,-70,101,95,10,-37,-217,-442,204
-315,515,406,726,556,994,284,118,363,245,-29,-162,108,222,100,-142,352,-41,495,-465,-652,744,-30,-275,460,723,403,111,297,591,-85,-535,-488,67,72,-84,352,340,132,365,126,-536,172,-706,662,-126,32,3,389,-814,228,-402,684,-4,-480,-616,176,207
-846,-454,619,-3,52,369,322,-951,356,-165,928,501,28,84,-155,-281,-375,693,-184,-106,-339,897,-717,27,-159,-178,-419,386,-1307,285,-562,-29,266,-256,33,469,-801,-753,261,-56,-629,-685,-164,447,70,-313,-549,654,-340,-652,-242,73,-165,323,-464,294,-61,-365
-412,-13,16,-448,87,389,1009,-86,233,-546,67,213,-185,329,-60,-169,191,-375,304,-31,-311,-785,467,-423,-710,126,-567,-158,-243,210,-113,1200,212,232,-33,584,309,127,370,-64,-274,97,-174,-527,114,-51,-652,122,-521,212,24,-508,675,-47,4,695,-490,261
-315,-38,-91,-852,664,227,302,44,-365,293,86,667,643,978,-496,-529,41,261,237,-150,502,141,336,421,-526,-64,410,370,1300,235,84,633,-609,-535,-764,61,-410,-488,-852,218,-499,-609,196,-1022,985,942,674,559,724,-794,154,-725,-252,-585,-673,-97,-512,203
144,271,-332,-772,96,-728,-859,-254,220,-405,-244,539,179,-226,-395,417,-440,-142,517,301,-48,752,-216,-359,-278,685,-81,790,-197,-611,-551,-494,-31,-6,-634,-65,733,-206,-334,-253,184,126,875,-691,26,49,721,346,879,-65,-340,410,-654,-656,-328,-626,28,114
84,367,-572,-342,-446,-412,85,863,-156,-290,-326,-528,-357,336,482,-109,-558,-95,287,482,403,432,419,-376,-1075,-606,-234,-517,542,-174,256,-274,19,-297,449,546,679,39,461,-246,-223,643,358,-409,317,-4,21,58,575,-166,313,583,351,-892,34,269,-349,-10
537,50,832,942,-162,605,178,191,615,-397,-101,390,505,-649,-59,596,847,-145,611,573,68,-236,55,912,1028,-303,310,-21,-619,354,371,-620,123,1051,-196,746,-1180,-28,475,203,297,-645,-1017,232,-273,-272,-119,15,-745,946,-172,-671,50,742,-632,-201,-138,-696
13,324,-217,-229,-29,113,-327,-485,133,-128,549,-53,389,-129,635,182,-680,71,-401,-189,0,295,211,-167,326,-494,-639,462,-554,99,512,297,-255,-323,136,-112,93,-301,-362,11,394,-17,209,183,-279,310,204,398,753,-30,-376,-12,422,680,-381,-204,614,174
-54,13,-331,170,-96,-3,-400,292,-360,-119,206,-843,218,219,606,414,-154,-305,-203,-524,-972,-627,51,-280,-294,-34,68,-306,-522,-72,-232,-49,114,-295,249,-114,-63,239,609,546,433,-83,594,-20,192,-177,74,273,264,-279,-38,395,-268,-105,378,117,-103,78
-119,28,-381,-179,-265,464,234,539,-3,-158,307,244,333,425,390,181,277,-203,-29,574,-106,-381,-526,-473,40,-516,-353,98,263,188,-247,556,-6,9,201,105,251,-993,288,-481,-55,-299,-513,-551,422,393,-378,-2,-273,209,383,689,537,138,-114,495,-607,-13
275,546,516,746,-307,-274,-636,37,-207,80,136,-138,-455,-357,29,-198,336,-472,-393,-690,-23,140,-88,-200,-85,-315,-544,-60,348,102,343,-649,908,167,-860,-284,687,673,344,598,-147,75,319,-11,92,-636,-378,35,-653,88,120,78,-449,-113,266,285,-42,-333
-348,-506,-411,-351,-194,-264,500,181,349,-644,141,-479,-83,-278,-507,-71,-214,-88,268,897,-71,96,161,151,-97,603,457,-405,-527,-289,-633,203,-90,-209,464,939,-610,-388,126,-860,444,-135,-64,52,-21,384,-521,183,-261,-28,81,10,-593,-1105,-264,-471,-445,-337
22,-104,-364,130,-197,-589,-16,727,-242,-444,-121,-304,-783,17,-329,316,346,-725,208,497,-233,309,182,114,279,268,1182,210,-26,-426,71,68,985,429,-201,13,95,-177,-156,-279,-356,-149,-189,-202,-280,-250,-514,-483,215,120,601,401,-478,-604,76,27,-466,-25
55,-92,91,-179,264,-359,-4,-509,337,277,-25,27,139,-243,-66,-254,-701,421,454,185,-68,545,885,-117,-157,-124,-52,505,-245,-845,282,-487,-706,-305,88,171,-367,188,-252,-360,531,-282,-36,202,-691,-97,491,-405,442,157,-2,280,-498,-153,-351,-459,340,281
-697,28,993,612,171,372,42,-1230,101,-61,-56,354,216,-577,-826,71,-312,233,181,-775,-471,787,240,-137,320,-170,539,-44,-460,-463,-383,305,-153,-13,73,-329,-1059,-26,-504,-85,-432,-181,214,-35,94,511,-275,286,45,-715,-719,282,3,375,-165,-400,-702,-281
-597,335,637,784,-709,611,-28,-15,-294,-422,590,0,-640,-484,388,147,662,473,858,277,-610,235,-52,-513,46,-465,202,76,-411,-587,-412,-475,293,769,262,188,-457,-530,288,353,153,-345,-315,152,-90,325,-590,-265,-341,-294,1021,69,714,92,644,746,430,324
-14,-60,-291,223,-694,-180,-762,-353,363,-633,-280,548,-420,-715,347,559,-354,45,34,793,229,336,743,99,74,653,-350,90,109,-638,-480,-31,-468,128,382,-591,29,58,106,320,383,690,77,212,-231,-17,640,-48,494,-134,-223,914,247,667,550,168,213,213
273,-251,-422,-795,169,221,267,29,576,145,180,114,578,-203,44,94,-689,490,54,537,153,61,-617,33,725,-120,-521,-153,-186,340,-405,560,-516,-743,510,-1,9,-397,617,-739,780,82,-190,-13,-366,-385,105,328,-228,118,-72,-471,238,-374,-878,-317,226,85
-671,257,285,-166,-844,11,517,116,120,-243,245,201,-709,12,483,-349,-218,85,1040,607,704,27,982,-423,-494,68,-546,-70,170,-501,-448,-85,444,-385,109,42,458,-836,103,-681,389,483,-186,-432,141,123,347,211,-804,-337,945,18,1071,-597,-188,969,320,1215
-92,646,580,-41,81,-319,291,677,-1097,1271,-425,-546,300,1433,87,28,-493,-571,206,-1313,-156,212,647,528,-735,-318,360,-357,585,146,1256,794,737,-576,-234,-205,662,499,184,-138,185,436,1052,-101,-130,401,113,79,625,283,854,-576,285,-613,89,-228,-377,313
30,856,-79,-77,204,116,-434,80,-680,133,311,-279,-240,664,258,184,-332,188,-217,-660,-862,178,-74,-664,-328,-273,-211,140,1061,-213,296,540,305,247,-14,-673,684,365,-72,379,-184,590,544,-417,455,625,-54,-731,663,-330,528,-151,690,158,1511,496,103,214
-472,201,288,-428,-16,56,255,-162,-860,163,-79,240,-277,451,39,-104,-354,311,453,-330,607,456,358,-64,-876,-636,-145,-33,279,-1072,257,469,-207,-651,239,-315,281,-110,-304,-483,-1091,62,189,338,106,834,56,147,540,-283,505,198,498,27,-34,466,-168,90
42,-320,74,-313,589,320,1330,283,524,-28,144,-206,-204,-184,-617,-64,371,171,388,166,609,73,90,284,325,415,284,92,89,951,396,367,-107,91,101,871,-647,-42,-156,-317,-171,591,-560,-284,-173,-630,-292,-198,150,-36,-139,-903,71,178,-775,296,493,130
203,252,317,-690,889,14,431,-553,-428,211,-293,13,373,281,-766,191,55,201,678,-83,288,-298,-329,146,-140,300,-47,359,1096,320,239,529,-835,104,-534,186,-289,268,-295,-66,-594,139,348,77,117,-124,-326,-790,338,520,-571,-750,-560,-293,-233,-148,274,-19
245,327,23,-34,-502,-123,-403,48,-152,-307,-320,115,428,82,83,793,52,214,683,-144,-189,7,-165,-330,-265,-86,8,-273,-3,-987,149,23,614,437,-173,-161,16,5,-26,-365,100,203,420,505,79,531,809,128,330,-258,-882,283,347,455,493,603,-265,338
-563,73,138,-345,-371,562,-437,522,-192,-696,319,224,268,-192,177,570,-12,103,972,-498,-663,-395,90,939,537,-222,-958,263,-66,-723,-511,-651,98,56,-22,1006,702,-297,-1330,937,-351,-983,582,-177,-4,-406,334,1062,206,-235,573,-851,-98,-441,197,-327,-321,277
-23,-46,-18,231,-489,129,-567,-257,132,-332,-73,638,27,-533,688,598,4,-302,-174,758,463,-216,327,479,677,-44,-524,346,5,53,-468,111,-135,209,-199,-573,-96,-214,465,403,227,-39,-77,534,-46,335,-193,346,-240,920,273,-61,147,227,-103,446,324,129
171,-456,-207,-416,-186,-805,549,435,284,499,-645,-457,114,-439,-382,-687,204,355,362,292,1042,-366,32,-168,-463,-372,-186,198,151,195,-507,-101,-58,-237,-363,960,-109,629,-87,-323,417,146,3,128,-753,248,-136,285,-799,527,427,-613,-366,-393,-103,-86,158,171
-61,174,61,-282,-163,-161,-80,177,-185,-440,133,155,-137,817,137,-39,-63,-316,-80,41,63,-344,-3,551,-174,255,-425,318,-96,123,661,-291,-55,5,-747,275,382,440,47,142,-264,435,337,124,90,32,-130,27,-285,-57,209,-346,14,-242,-137,258,40,-378
-317,246,197,136,341,574,106,-368,255,-31,916,30,72,21,123,-640,-318,1,-239,-546,-83,378,788,572,292,134,-696,-49,518,648,414,-124,14,-409,-645,-26,306,-145,-582,281,-444,-187,101,-360,508,-800,-243,974,-233,-411,335,-630,121,-95,-262,-220,849,267
338,62,-511,-101,-148,-808,-562,-11,-311,-233,48,-104,-231,325,-92,-332,100,-295,-335,252,-139,19,-172,-389,-237,-38,148,390,368,-466,248,217,21,169,-217,-179,-488,103,85,-442,-134,-262,-344,-40,310,49,3,-740,-91,-248,-366,610,-388,-752,132,75,-735,167
181,12,-154,11,192,-218,-216,126,-395,165,278,-354,-52,442,-52,-172,36,152,-363,50,-161,35,-376,297,-44,283,-117,548,136,46,82,-144,-328,-241,-103,183,-252,201,35,-367,-38,274,-317,72,155,-32,48,-256,-125,92,263,256,-284,-21,645,-255,74,-613
3,0,55,0,-19,42,-3,-55,16,-19,-19,74,45,-81,-3,97,-5,11,74,20,30,0,34,53,53,-20,31,-50,-24,-12,16,17,17,81,33,-20,-46,-175,-63,27,45,-109,106,129,-24,-47,174,-89,203,138,-154,23,-221,66,-199,-98,230,-87
