205,-288,-280,824,515,-303,240,-523,-40,198,-781,56,-198,-118,738,771,124,825,649,-223,-199,-74,385,569,720,457,-327,355,-456,-486,22,786,81,-14,181,68,-376,-139,-718,252,-347,140,117,153,-514,-424,-788,767,55,682,-330,-337
-434,556,-457,-171,-480,188,-197,21,-79,-182,-429,662,25,236,-341,267,89,126,-552,146,9,278,-85,244,449,-634,-359,460,-638,-137,-199,-574,-308,-730,-533,-130,581,377,-403,-315,112,-148,-570,745,-203,-121,-332,-26,648,-415,-205,-35
228,-655,-223,-27,-280,-324,116,371,-82,158,-163,-305,-522,416,177,-581,113,-24,345,-113,-8,48,-106,-311,293,-596,-264,310,309,-330,20,197,-550,-220,-422,-212,769,224,775,-76,437,-436,-117,65,181,390,184,-292,225,224,-234,307
-20,353,-262,-183,44,433,217,301,156,62,-8,164,285,-381,293,233,-142,-172,-608,-448,1053,-321,-247,759,-134,-77,-91,15,647,-494,326,283,80,-10,6,-129,-61,91,190,-389,-319,-331,88,-727,22,-219,273,231,-445,1,-308,-390
-8,637,160,-519,-283,452,297,1285,306,-189,753,5,-750,-326,-751,-708,636,-553,55,-795,329,-672,-3,876,-360,355,297,296,-11,-610,88,-230,-275,-206,-69,169,296,-308,291,-1149,164,298,282,-111,814,-153,205,206,94,-368,-324,254
-504,590,121,-295,-714,9,-38,-487,154,134,-703,-96,125,-81,995,29,-82,-564,-260,-625,-821,-288,-269,-23,164,-483,-505,25,-247,473,-255,297,218,-227,100,304,-727,-106,-400,-143,-569,295,510,573,-190,-134,-667,1049,533,-382,-109,531
-204,385,113,-458,-372,-541,49,382,-407,-74,258,47,247,-474,148,2,-267,-487,-603,425,792,133,-182,405,-605,19,835,-856,-22,99,128,-428,460,-421,-303,266,-146,548,-180,27,208,11,-579,109,218,293,142,-139,-212,-527,348,-24
255,-57,-195,235,109,399,-352,-97,322,0,300,122,544,-634,-102,556,-300,147,-160,196,78,60,-44,25,-120,250,-518,-353,-75,-175,-63,401,-756,24,147,-162,148,482,-28,-238,-308,123,-288,-782,-291,300,-702,63,-771,22,92,33
99,166,40,104,418,-291,25,352,-195,176,238,-118,-576,500,-44,-713,53,-83,-189,-219,259,24,462,-53,480,-137,759,-510,-264,-159,-378,-50,303,562,-34,445,942,-297,397,-208,143,-370,233,103,46,34,100,-349,414,-324,295,33
-308,366,-43,249,277,281,-911,118,14,475,5,518,-32,135,-11,258,390,630,231,111,140,-387,367,294,-73,-62,273,254,-198,-716,-605,-227,-1089,87,-446,299,651,396,476,-18,-269,388,-221,-511,662,-31,-105,-291,754,-540,470,179
-266,97,-546,-157,-1251,-88,271,247,65,-180,-56,327,-234,4,-566,-429,-609,-618,528,-37,60,-121,-2,-353,65,-1037,-159,-93,-981,-131,-509,-832,-754,-510,-205,149,336,-12,119,-495,-48,159,-145,695,22,252,85,108,-278,-531,-84,496
-284,647,-483,269,658,95,414,244,105,-304,712,-75,201,107,241,-252,282,-250,21,-796,467,30,114,-27,92,42,348,-417,602,-184,-324,76,916,-33,-811,59,487,-29,160,-605,715,-767,346,-567,493,490,98,-218,-79,-449,129,577
-451,69,529,418,-56,-138,-193,-486,575,262,-76,465,-128,-453,731,302,329,437,264,215,-303,-431,20,846,257,461,-834,550,-935,-13,758,537,227,-44,9,-224,-72,158,-535,61,389,312,-509,207,273,-164,-148,-84,-135,32,336,222
-181,108,389,29,279,429,184,-187,325,-459,-15,2,259,-83,759,350,344,-166,337,-97,-768,-175,-10,-109,-153,674,84,146,-248,1130,270,316,598,-292,1009,441,-1197,542,-535,-3,233,473,86,15,413,-131,-213,231,373,-10,319,-433
-248,95,-354,400,-349,73,65,209,-201,-418,216,120,45,-795,-97,584,175,-279,344,318,3,-29,-154,733,415,80,-292,344,-421,-613,-285,-154,-417,-221,282,-396,-239,124,-247,-528,325,-98,-165,13,-378,563,229,576,-131,-61,-210,625
-173,-5,424,-280,33,431,117,241,216,38,644,213,134,-837,282,-153,611,-75,4,-605,384,-654,-127,437,129,224,-68,315,461,85,628,-2,-153,-510,210,-342,14,-370,127,-17,458,-83,-38,-56,523,130,-99,-277,625,595,-165,-66
266,624,254,-65,298,-131,-201,169,137,-35,261,-229,607,-204,-222,128,-208,-103,-310,106,118,-129,160,793,-429,-52,372,-444,-168,-18,-463,582,131,458,-43,-305,-159,-247,224,287,-615,293,527,316,-468,-289,249,316,-88,-492,417,-371
8,-263,263,225,-312,-781,390,-343,504,525,261,538,-762,-139,51,-205,266,-492,203,-20,-180,1,330,163,-314,351,71,795,372,-239,-230,75,95,139,348,185,105,42,-127,91,482,97,-196,81,375,215,-232,-89,-519,-214,-80,-85
816,118,176,-43,504,-286,22,495,102,-208,367,546,165,573,-922,-310,-669,-692,-1020,379,91,553,25,-192,81,-537,236,-239,-298,-326,-695,-800,-115,136,88,41,530,-491,197,612,84,321,-743,59,188,-623,-70,-74,636,329,160,-192
300,-398,120,-270,-9,-447,-185,47,-93,53,346,180,305,-76,63,-293,182,171,31,851,339,-46,-621,139,-985,-455,434,142,351,48,-916,-74,-454,-538,-490,-627,33,522,-87,66,217,50,-51,-237,-426,313,-460,-509,141,67,-752,77
-242,129,-376,-320,52,560,296,376,-167,-225,240,-4,520,124,-184,-206,160,148,382,-386,-118,114,-327,152,516,356,-237,-183,427,150,-143,-194,-574,-17,-74,-132,73,171,230,-102,631,-62,741,-23,609,281,35,-156,429,-119,-933,98
38,-346,-63,611,-287,-1016,1064,103,373,-435,284,535,-748,-172,467,-433,-110,-69,886,655,-109,886,707,586,312,67,-130,508,-216,501,291,543,132,-108,83,229,-202,-11,-414,-396,380,35,-604,762,117,-51,-147,254,116,356,-270,236
-80,71,161,-468,-276,-74,154,57,366,193,-10,-223,33,170,761,268,653,-438,-337,-57,136,138,178,102,-438,-216,938,-285,630,443,-623,340,247,-748,-162,-193,-457,99,-33,-564,-20,626,478,198,-116,579,354,-284,200,-521,3,-188
-193,-41,213,-1339,-640,639,-128,-134,94,674,-559,-264,125,436,204,-638,-82,-542,-789,-746,251,-384,-978,-540,-458,-444,-17,-76,593,848,151,-75,411,-559,-122,-739,-161,749,21,244,-194,-115,622,114,648,496,-204,-21,-109,65,-565,-564
-40,755,-31,127,533,180,118,423,-129,-200,-8,79,-361,166,-242,-161,433,-48,174,-523,-154,-207,892,71,134,299,519,543,398,-182,-650,117,1099,495,522,781,149,-302,-198,-198,-395,-401,-165,24,978,-397,461,690,317,-215,517,-567
21,300,260,44,-405,-338,-118,-222,236,-163,452,-33,550,-754,-202,-285,9,-297,191,95,-246,164,-64,458,-502,-651,-384,-86,-281,405,-160,30,-107,78,-164,-612,560,-814,543,-364,375,-251,-195,-101,216,-804,-138,-102,62,-225,-137,-150
-283,522,-447,147,477,182,324,369,-354,-326,581,-181,608,52,279,-489,-505,-328,213,-281,645,372,354,294,549,-378,-19,-683,37,155,-100,-13,298,671,-77,437,456,-411,558,-171,189,-336,643,-179,205,417,240,92,153,300,-166,-1
-6,-230,844,-264,-827,-550,-264,-659,420,684,70,734,130,-329,-239,-468,-532,-473,-275,1003,277,-176,-295,364,-401,83,-268,112,-512,653,154,106,-117,-322,57,-131,50,-73,-220,347,-101,432,-748,-597,-289,-51,-159,-759,44,856,-56,-9
135,-427,-451,1041,838,-321,855,146,-364,-1064,257,-45,-49,258,776,636,621,310,797,168,197,168,-9,166,390,531,714,-402,-3,173,-114,45,399,-45,-153,156,557,-1162,427,109,473,335,62,-167,-405,267,-172,68,683,799,237,773
-300,276,-733,494,282,-210,244,399,-465,221,-472,845,-230,406,134,29,-807,546,544,506,1085,92,524,476,-195,-436,12,302,-103,-2,-526,176,-541,564,-462,1194,414,334,-509,94,-387,246,50,-324,78,-147,227,342,-357,-415,89,-297
147,-764,-391,215,157,-123,101,-333,-401,317,-314,-65,363,452,111,122,-579,597,629,-7,46,292,-915,-585,-340,-62,-540,221,217,378,359,-171,-450,-76,-547,213,325,394,24,220,354,65,430,-157,-268,236,620,22,-470,-291,138,-26
575,0,186,146,771,-130,-351,-149,-389,-650,263,58,891,-282,514,451,-635,-268,-893,453,-81,802,-200,-633,-177,-329,344,-538,-119,622,-413,-599,588,-128,123,323,54,63,-455,457,342,-74,-440,-144,-598,-397,-1199,204,396,683,307,-781
-925,673,-571,-28,-404,1000,-250,-269,-296,-470,-342,-557,118,-276,276,160,87,-41,937,-525,-406,100,914,-514,898,182,-177,85,178,127,117,138,534,-226,295,29,-799,180,-567,-680,-73,-978,-50,795,141,-102,-39,713,15,137,472,112
223,-165,1248,-439,-126,105,-1039,-553,284,754,158,23,-252,-225,-227,-513,494,190,-310,294,-540,-627,-124,-121,-458,648,649,-266,-195,152,282,56,52,-63,227,2,-405,-139,-138,751,-331,725,-414,-340,391,-380,-634,-659,390,-65,435,-581
377,-449,269,767,-68,-501,-468,-902,-80,-283,125,-648,-213,-673,271,490,609,-190,-125,561,-958,333,-86,-384,574,200,-81,32,147,-833,-494,14,330,74,32,-679,-111,-838,-129,115,-149,-197,-724,-103,-891,-518,-670,206,-487,409,5,697
-373,-337,-21,268,-83,-335,182,-273,-140,-149,-341,-61,-90,44,610,473,268,-240,61,82,-515,73,-110,-211,107,56,-142,700,591,255,525,-53,140,-101,454,-30,76,-157,-604,2,501,330,-476,372,-32,466,271,34,52,-155,92,78
286,71,261,-69,-137,-78,-132,-518,722,419,144,-38,-61,23,-190,-102,94,-359,-703,-368,-277,-69,-251,-303,244,234,-215,-259,-65,-417,-195,53,111,280,-261,-214,-68,55,204,-20,299,-211,-81,-142,-232,251,-246,-257,-515,300,-293,-25
-163,-127,-137,-24,-21,490,-579,-273,-321,220,-226,-542,368,-47,139,-135,-454,-290,202,-392,104,-418,-196,-811,263,-378,4,-459,20,-23,-524,-87,201,255,434,209,78,517,357,93,-279,-153,150,-148,-101,-319,281,133,13,65,360,334
-66,0,-66,0,-58,-63,-161,-138,0,290,-267,152,-129,175,8,100,-127,32,-165,29,167,-72,5,-40,-148,-131,63,109,8,-17,-166,-84,-489,317,148,7,326,427,-12,-230,-172,-96,-163,-298,-191,-48,27,398,384,-281,-7,-83
