-424,590,-60,-651,221,-1141,-900,-522,1379,328,-42,-1387,-620,-2,-1262,-182,763,-258,711,-559,-517,897,-190,-200,-229,1416,1140,188,-562,310,223,1643,169,458,150,-512,-247,-771,1186,-869,1484,5,-81,1003,328,501,-1381,-717,1061,1252,39,1517,-391,-643,732,77,702,1041,188,-232,679,-142,-243,-762,11,616,182,526,-33,-363,-1493,-903,-664,-120,449,1248,-1187,1158,-136,761,361,-1071,35,208,-583,207,1642,-761,869,794,197,-1600
-62,238,-71,19,935,-533,-554,-747,-1764,-574,672,1479,207,-297,386,-708,652,-766,636,-1909,89,-138,431,-637,-338,771,-757,-347,-302,-493,512,543,-1026,-513,1655,804,845,240,-586,413,-365,-136,-1513,-362,86,456,387,-509,591,15,718,624,-897,76,-26,880,1251,-554,328,808,-693,13,756,-615,859,-266,1473,-58,335,-950,-400,492,-142,-1228,191,148,608,271,55,974,-356,-172,41,286,-503,-343,-437,-30,730,163,1070,1120
-469,-578,1249,-155,447,-568,-851,421,-286,-433,-1103,432,845,418,-78,-736,-609,131,-77,-612,-701,-1170,450,-115,1299,-208,-386,670,808,-1120,981,-997,329,-861,356,349,244,1204,-288,1674,-969,-905,-1366,362,-467,96,-129,893,952,361,548,-660,723,-521,-895,-199,1138,-939,-955,-420,248,327,391,-258,39,-73,-26,437,-10,421,290,-45,61,72,703,545,460,304,354,786,331,-1367,-1327,750,-9,-77,693,1144,-83,514,264,-521
859,-1072,659,701,123,1317,930,654,-398,-1406,-308,422,1603,-400,659,31,1255,-652,154,15,306,-886,304,88,696,-323,-453,949,243,-362,-1086,-721,710,-530,-462,322,799,-563,-1280,349,-99,652,-631,-161,-471,182,402,659,-562,-342,278,-1498,-393,549,219,-239,-77,-423,-279,127,205,211,716,-114,879,-1698,-337,244,196,581,181,369,1190,-793,-611,-214,1346,138,-902,83,-987,602,-1125,774,357,-1638,119,1186,-215,338,-208,60
1166,-278,-861,862,-363,1267,-176,1275,1145,1066,-201,-760,-665,823,667,-181,-219,-330,168,-608,91,754,423,564,146,-388,-10,-1300,-424,665,724,427,467,69,-800,190,-850,-1919,-358,-1763,-64,304,-282,-971,205,1305,487,-132,-1265,-346,-837,-617,-873,-14,-985,-800,-349,-855,1043,56,-203,-555,426,11,-1091,246,370,-219,375,209,373,887,80,687,-1034,1162,151,533,-73,184,763,1073,-233,-461,576,-11,-65,-1454,198,-975,-1116,-1642
-911,828,201,773,340,3,100,200,-799,-206,490,1187,-369,-2463,206,-52,364,907,1028,-154,430,523,-492,-947,-289,480,-21,-331,371,-125,-28,-592,-188,476,44,115,1129,-1558,-447,495,-260,1282,-1642,120,1285,423,-902,-240,243,680,-22,-1020,531,-390,389,129,327,-343,-94,-432,-1393,102,644,-136,118,443,394,1026,-876,364,-510,1407,1043,-185,906,78,57,-146,-92,253,335,370,90,692,-352,67,429,-82,-1348,93,966,-1129
33,97,268,69,-423,-762,-324,25,-857,-9,-801,12,516,779,-621,705,-957,441,-632,160,394,171,-125,-634,968,-784,-73,-1129,-233,-758,29,-379,-640,-797,218,-232,270,343,-527,775,744,789,-808,-1244,-921,47,1369,422,612,-738,-306,-830,-292,577,-290,346,823,-19,924,-330,-1201,-370,495,-600,-1373,88,1082,-171,738,-54,134,111,-725,740,152,487,500,-496,-158,-273,-27,835,-1263,-191,-387,425,-225,878,-570,-596,623,267
-633,-378,360,-513,-1087,1263,-613,624,521,659,150,578,-815,153,-4,-1069,330,-1092,60,-382,516,793,-499,1457,442,24,-623,394,364,31,-654,-500,-2126,-686,1081,1156,-14,-686,-1264,-506,-697,-1769,-177,-149,21,-1755,-562,664,455,-1138,693,-1194,-123,-841,34,142,-179,-1913,-472,12,-1152,-525,881,-1020,802,-854,-1811,-489,74,-198,-502,-1066,1272,-321,-675,160,921,315,305,-684,2033,876,-532,-385,-39,-49,277,-1589,1593,940,-1326,-301
108,-1328,116,-735,-663,1229,121,770,129,186,439,880,-336,1172,1847,336,-1026,103,164,260,894,-1353,230,553,-654,-1272,-884,-492,-684,-81,-662,-841,-1155,-193,283,1129,306,144,-403,-1332,-852,-674,1724,-60,490,-558,80,-1389,82,-326,-1352,-1024,249,206,88,-818,-615,-1563,-56,927,468,-1075,-700,410,295,-1177,-513,-48,185,495,230,417,1202,633,213,-1625,-521,-250,-389,-474,270,302,-9,-937,533,-207,-1158,117,802,-256,1103,1223
-137,-266,-411,-184,88,587,-418,-892,-69,423,1710,-211,-197,945,265,657,462,-1461,-312,-776,1158,609,-222,-429,-843,1168,-175,-254,-312,498,-246,1012,-257,2270,-315,1322,-143,-439,371,-53,-486,454,366,55,-768,543,-213,-886,-1088,-176,-361,258,-479,161,153,-753,442,182,-759,349,354,-404,539,-1060,295,-882,40,-396,-628,139,-520,159,-28,402,-546,84,123,1652,-983,509,17,1367,-833,802,-38,-56,209,-346,353,945,964,796
-1253,773,238,1225,-1388,-998,-256,901,948,888,-732,1221,-810,-1035,-1204,-945,-1071,1398,636,704,-1531,-1511,648,210,96,585,345,246,-766,1130,324,-690,441,-1861,-572,-899,603,-241,-265,1064,-1553,-621,130,-875,-48,74,781,237,576,1310,-951,492,1001,410,-725,645,483,174,897,-719,-1595,565,-1056,732,911,-224,-1564,-184,207,-1281,-590,214,614,-721,-709,61,427,-1280,-124,-96,816,-609,409,-250,973,943,-1274,-116,-1714,-246,441,-24
840,-698,-730,-801,-58,557,1,-1003,-903,-565,-659,177,60,1584,420,711,-434,72,-603,479,510,-664,-102,273,-994,-1167,185,-817,-749,395,-111,467,201,-614,401,1582,177,1234,-563,-1077,597,-326,1012,-282,377,-1366,-13,-392,39,-827,-993,-34,712,840,749,-239,-662,882,418,-22,2150,-85,-350,-100,-803,-960,1475,709,477,521,17,-179,-777,100,1224,-946,-1118,135,-127,-724,-217,502,430,-1245,-138,-207,-1359,843,281,-404,-751,1602
-218,348,-654,192,-1600,679,-311,1011,1504,514,-259,-227,-1131,159,394,67,-443,-91,-858,882,-580,-774,-1062,-412,-590,316,30,-447,-1157,952,-1153,485,-875,-751,43,-1250,-1852,-957,-545,-727,-30,-1269,1404,-573,863,-1282,857,-127,-261,-774,-330,262,-459,55,-23,-558,-1469,577,792,239,550,-355,-1198,768,-1220,-602,-484,-727,-215,-676,-837,-523,842,476,-524,-117,-1066,302,83,-966,380,855,-520,-327,283,336,-1194,-2509,391,359,-60,-161
-45,-352,180,-462,-713,406,-30,1363,497,98,-969,-249,-142,-304,872,-188,-1096,1138,1067,1377,800,839,500,253,141,-438,118,-404,1181,-528,-604,254,-59,102,992,-181,215,507,598,-1246,755,-627,-399,135,145,-1386,-266,-386,814,598,-986,-745,712,82,626,-956,-205,-340,691,273,-762,-518,8,857,-932,1389,-154,-489,704,326,1123,-162,368,244,135,-1036,424,-97,1294,-968,213,1364,567,-1339,307,160,61,187,217,-802,86,-191
956,338,-170,385,287,-347,764,-191,75,603,-301,-890,432,-382,-370,-764,341,46,-1090,176,53,675,-810,-110,823,140,497,-1558,203,-76,-648,611,1378,-12,-801,-646,-497,-314,439,-117,1868,1359,-176,-820,-56,576,508,258,448,251,155,300,-516,-723,-1042,460,382,629,-663,671,895,574,1523,149,388,524,-242,-320,414,597,1339,252,-809,-34,-408,358,-635,-936,250,-286,-687,220,-513,502,-218,-905,117,136,-1062,-671,-362,-1558
577,-683,-64,74,-1241,144,177,1179,1726,938,-1413,-1584,1396,1144,136,1693,-1265,343,-43,713,-927,572,450,814,-690,-1844,709,-354,764,-944,-233,810,-186,-599,460,104,472,481,1588,-329,656,317,-104,1035,95,-487,262,-886,423,1551,-2291,-954,-44,-162,269,-800,49,1001,895,202,280,-1437,-156,-23,-788,-265,-1057,92,421,685,776,208,-924,447,-251,-41,-1000,341,-315,-381,78,1231,97,-466,1365,1866,-1192,-746,152,-1686,-1,-172
-529,-717,294,-474,-256,361,823,-194,706,402,329,-511,-207,406,-711,383,-445,15,660,751,209,-183,903,1399,-950,491,679,762,1010,218,-1060,-219,194,506,-77,-430,-7,977,474,305,-54,-882,414,731,384,-1083,-152,-898,717,517,-883,-321,1184,-811,1305,-950,125,709,-1010,211,712,-194,-817,-140,481,-18,-954,142,-285,535,-665,-913,129,-937,86,-654,-240,346,275,-654,664,-819,1020,-555,-306,614,584,344,-38,829,624,402
40,-74,-71,7,415,-1212,-830,544,602,41,-738,-1343,1404,150,-607,-279,1643,-105,901,-646,-702,73,1275,100,1542,-513,2035,356,-927,-1041,-731,602,76,-991,-1229,-451,760,-108,963,249,1415,945,-1304,1558,-871,868,-34,-757,290,1310,-457,58,-665,-389,-1251,113,1493,-294,839,-931,36,839,328,-421,218,-27,-435,100,903,598,40,-284,-50,-290,-416,1025,-3,-114,-380,1531,-603,-504,5,1076,-594,-106,1231,534,533,438,1136,-1380
-320,-176,-1030,-24,-222,191,-1011,-1223,-582,-88,406,528,-563,609,-240,763,-17,-75,945,121,612,470,610,542,-41,-561,337,-699,428,756,1473,189,-111,685,696,804,743,725,-603,375,-297,-71,373,130,-324,219,-138,737,-331,-378,95,370,1118,336,763,1010,-129,91,44,-452,93,44,219,186,-439,33,933,252,-71,333,-774,-620,-981,178,490,81,-132,43,-472,41,1192,-76,478,-269,145,366,-655,785,362,1043,756,1283
1410,-1600,64,464,657,1128,1614,-1045,-249,-987,145,-103,682,-90,420,440,1192,-711,777,411,1204,-127,1066,164,-247,554,494,196,1300,1241,-810,199,1111,1142,-607,313,1639,1793,-1039,99,881,552,894,829,-1655,798,117,276,-283,-475,-104,204,249,1451,1272,121,259,1026,-1493,-681,1440,957,-154,-245,1277,-875,-83,2582,-151,433,-983,169,-497,-2226,131,568,307,83,-453,355,-571,-242,-873,-318,502,-726,395,2727,933,948,424,653
500,-360,170,-946,15,665,696,-1076,-317,78,740,-428,-582,973,-681,409,-562,-1733,-172,-1275,1332,992,-873,215,-1742,2,-1234,-490,166,1100,273,1472,-1392,1120,598,431,-233,538,-80,477,-648,-865,258,593,539,645,-434,-439,-299,-260,-207,-363,646,-814,938,-132,-465,694,-497,898,-66,-1556,39,-633,133,213,1236,-1267,90,57,-552,281,-494,-1113,641,1191,331,722,27,153,1252,-16,-863,-1638,-1115,835,54,-1464,1897,817,-1497,398
898,-310,-1033,1776,-677,1491,1204,-1220,-177,-39,-378,108,-1048,134,-115,530,596,-182,468,353,-592,-17,686,950,-621,36,735,-1338,644,922,1414,-1064,465,1485,-332,311,272,815,-376,670,-800,920,816,-328,-461,1853,585,1993,-609,-949,125,70,1019,744,755,649,43,474,152,-729,-426,1315,896,542,730,-651,-349,1634,-722,954,161,837,-678,-1023,-428,699,500,136,-619,248,884,-145,-5,-791,-147,353,-769,1795,349,380,-499,825
-252,541,-324,-152,620,-317,-135,-890,-1692,-208,-787,-167,549,-408,-265,-476,193,395,-78,220,54,706,206,-190,-381,-564,163,213,20,-448,1376,83,313,115,-570,1071,516,225,535,1348,-141,-16,-1295,770,-200,-312,-190,365,419,427,-8,1,-219,-1007,704,266,116,673,-12,387,-283,914,775,325,2,113,242,-630,-75,149,1006,20,-1070,-849,533,-582,231,786,27,351,-703,227,387,-573,-1468,692,225,-567,-863,-433,-385,286
596,-108,-56,843,-593,-622,-261,-119,1246,514,-261,-255,459,1057,-42,1262,-357,-514,-1181,-680,-1601,-1418,16,-193,-633,318,2,-503,-608,-117,-202,254,440,-678,54,660,-451,752,460,175,84,-130,336,198,114,1420,625,617,-281,612,-506,673,427,784,-262,762,755,85,1214,618,1057,-748,-370,-661,-698,-989,-701,-63,-64,-744,-255,577,-452,597,397,1156,-1361,-179,-822,239,367,-599,-883,833,797,5,-587,451,616,106,-283,31
730,-60,-989,758,-1043,-370,-448,-369,465,310,-599,-1281,613,1522,-486,1851,-352,50,-428,-80,-411,547,108,-723,227,-1422,864,-1746,-632,24,691,973,-163,33,184,92,2,537,204,731,491,891,-99,161,-1036,973,1435,1152,-348,220,-143,-171,-61,813,-270,503,876,1008,1698,250,-92,242,82,-370,-756,-699,75,94,880,-362,349,-57,-1388,631,-717,902,-96,272,-1003,284,-247,689,48,473,243,598,-797,-24,780,-26,150,383
184,-1643,346,-292,699,336,-1081,877,1559,372,902,951,-284,530,-56,-1276,-260,-608,840,-1617,1465,-772,856,-21,988,349,-866,1518,-114,2256,-733,-35,-108,722,173,-626,367,-366,-544,-1286,-1067,-1408,664,68,-1469,313,-980,-50,-1571,935,308,339,941,1285,168,-521,3,-504,-616,-963,605,-649,-2311,-1435,324,1024,-17,342,56,-31,-1502,253,-91,-243,289,-30,-123,726,571,1085,1434,-1111,-692,-108,1792,-1186,1248,122,1125,2301,245,-399
-262,1106,35,503,-1326,-1000,175,-1315,744,-116,199,-741,-1236,500,-1812,321,228,-369,-952,821,-356,325,-1527,-1114,-91,1197,256,-1599,-1330,1589,-54,1715,764,69,-350,-799,-215,-393,23,1529,869,775,1744,-365,-1133,2344,285,1559,657,-22,-136,743,11,-36,-450,673,1275,1688,-718,-244,-196,891,221,73,387,-1015,-541,-409,568,-1618,-890,45,-772,-140,-699,1594,42,-2126,-816,127,-454,337,-1444,1338,216,-215,-810,-41,1043,991,7,-881
-170,-677,935,-1123,665,-107,708,-846,-60,280,1649,1046,331,-112,170,-352,196,-837,-458,-1624,229,-622,-823,-124,-1163,-113,-810,-81,105,-81,-1383,156,-1336,1105,-496,1219,-66,990,1103,371,-744,129,1971,718,-60,155,-842,-1271,-259,501,-569,699,649,-661,-436,782,153,-282,-1212,1527,422,-185,591,-318,1773,-664,-516,1074,-893,319,-99,323,1747,-562,-73,-738,-473,247,14,-274,47,-570,192,-112,557,-885,-414,-466,873,-200,-711,1377
612,-41,-354,-1039,591,1014,775,-1281,-1677,-1197,253,151,-905,758,133,-671,843,-999,-180,818,1889,1343,-180,841,-1397,309,-830,-43,455,727,-9,119,386,87,94,1059,-712,3,-691,-436,616,-988,699,-1160,-155,-1048,-351,119,18,-1872,429,-129,-500,-753,908,366,-1424,301,-1148,-12,921,328,233,519,-332,-391,1204,-1183,-816,-401,-252,-731,-897,-660,484,-1255,393,-1071,325,-315,-1052,-107,497,-1583,-1061,-154,-151,-261,-94,-297,-1391,1786
411,-802,-1102,-196,915,215,-701,212,319,594,41,-936,-352,781,1264,-601,728,1152,667,780,1043,578,2604,-190,488,-1295,983,-427,-438,-626,205,412,910,674,-1181,239,-155,-463,1062,-986,1485,-878,657,1165,-1382,227,228,206,87,-1186,514,-389,-1005,-249,-54,-1008,-371,521,4,-105,852,693,-450,694,-630,61,-44,86,-357,967,888,154,-97,-19,1000,-561,-18,-332,80,1260,-1302,120,323,-251,264,-1015,172,45,592,550,1194,-590
-515,-178,-1696,1058,-1424,1275,-108,60,1801,954,656,-277,-487,-38,302,1423,22,219,1560,1037,-1301,-470,1182,2148,-1708,-551,967,-166,-21,480,648,898,1437,303,-655,331,-518,-448,1320,-378,-640,-334,1193,783,1324,205,1370,-631,-1550,723,-1198,-527,361,86,829,-586,-1553,595,802,-128,1024,-1130,248,1328,-406,-1784,-1162,-459,-909,1077,-437,-413,29,480,-465,-971,-1268,38,-971,130,739,832,1882,-533,74,1248,-1090,-191,-897,-34,1638,674
-479,-1076,354,113,-669,-275,201,250,656,877,-120,414,28,652,-706,14,-506,-446,946,405,258,-217,1375,1002,289,-853,1268,-558,450,-290,-368,-483,-1304,-443,-213,-246,-1092,397,886,473,-925,-736,793,-36,-1951,-436,332,-453,134,-881,-1047,-533,951,-54,877,124,466,321,85,-345,-215,-532,-680,1000,278,-557,-187,374,-431,1404,-791,-1339,335,-677,40,533,1339,-433,726,168,243,-199,-676,-1362,4,437,630,510,345,-212,578,13
388,657,78,240,473,-771,193,-901,-491,-699,423,1752,-679,-464,61,-81,515,-683,-6,-1452,-40,-183,-875,-451,-866,337,-358,-303,-1205,957,565,-107,1074,-543,603,252,219,590,-229,-468,-110,275,1207,-1671,472,397,-387,24,-1043,451,343,1232,494,624,-556,1415,-757,-357,505,-1251,-92,412,399,93,41,188,464,229,-312,-593,-344,767,722,206,1190,819,-1519,-1389,133,-1085,466,-1381,208,1061,339,-1800,-710,1102,-285,-459,-682,219
6,515,-94,-556,429,-580,-506,-910,-1057,-659,327,949,-1447,294,644,210,495,461,42,-1787,775,35,74,-1391,246,193,-189,-1379,-703,-643,1188,-378,-537,-180,876,-489,1268,995,-953,-766,532,373,1077,-654,-13,929,-113,-736,1915,-578,1495,782,-1317,-247,-224,276,214,-422,-180,-479,-1416,243,1155,38,-99,567,563,859,880,-708,286,722,121,726,99,1618,-1077,-340,483,-144,968,-846,144,1201,58,-760,-932,793,174,356,410,-306
155,-868,45,503,-1102,748,2,934,867,-444,-1536,-556,1050,649,-541,855,80,-305,347,814,77,70,827,951,191,-1509,820,88,1275,335,-466,-609,-839,-1251,-274,-13,262,-158,893,428,-747,680,426,113,-878,-104,5,63,-522,259,-766,-1629,655,-150,1134,-435,-338,1081,803,-795,-366,-62,-681,491,-218,-1263,-575,620,-1067,808,-403,-239,-66,467,-40,-373,61,248,-377,414,-453,139,-763,-892,145,1288,-765,107,585,-885,468,-259
-1044,-732,200,-450,-581,460,-46,380,1092,2145,1657,1203,-1376,115,-115,-1144,-1047,-388,1529,-337,-252,108,-140,1539,-1282,192,-930,32,-825,-336,400,-1080,-1244,1079,-425,458,-1568,-592,210,-714,-1579,-956,-235,-218,780,-26,383,-1374,-1420,-343,-940,-1204,1817,-196,-114,-669,-923,-1846,615,-93,-960,-1788,-40,-81,356,905,-1129,-211,-121,-521,-1329,-537,542,-31,-13,-475,-51,444,-95,-10,1112,110,790,-1887,-843,109,1342,-318,351,-1159,-348,1012
1361,-995,-481,-236,1165,386,156,328,89,962,56,-1141,584,1286,1583,1346,140,625,-1026,-204,741,507,505,-577,679,-2459,239,-614,-398,-1533,661,-1102,-239,1437,-1667,1975,-801,-393,-454,-1234,114,396,476,1465,-955,753,-307,469,-1013,-939,-62,-105,-1008,242,-497,-369,-329,-475,-193,-83,1310,292,421,-237,-540,-79,-112,2495,-144,1726,398,764,390,1750,265,463,-230,226,-1023,-267,-1382,250,-438,-94,226,-61,550,144,60,-977,-1198,-707
-462,-1214,62,-937,15,-332,-324,-863,15,846,1586,605,-40,594,974,383,35,366,-74,407,959,-696,-432,-754,293,-1126,577,-1215,-422,-785,298,-30,-299,518,-823,1293,523,586,182,-172,425,127,1726,1474,-1384,690,-82,-721,751,-477,113,129,310,116,-638,146,-53,-78,-1313,385,1199,176,420,453,81,-450,-438,1265,-60,976,-618,-272,163,70,866,177,115,-866,-517,1165,-971,330,-378,-394,368,-934,-346,1467,576,424,1134,126
-1367,625,575,-1047,-87,-424,-240,265,760,1352,1375,-683,-1621,313,-641,-1030,-1118,449,283,195,-471,-228,-529,907,146,1288,-364,926,-918,144,313,197,33,1557,24,-115,-1069,-858,837,-499,-925,-1383,15,238,1018,143,-300,-531,89,863,764,696,949,-1327,-1446,-1016,-29,-1593,-1146,1239,326,-215,-662,-314,309,1089,-498,-1055,945,-188,-277,36,1133,356,-652,-713,725,155,-422,140,580,311,1048,-238,-1245,-385,1673,-816,770,901,-293,-500
-318,431,-676,1132,-923,228,-855,826,851,-134,13,626,462,-922,177,-148,1293,559,7,-735,-1496,-1112,-1,-701,291,-159,179,-417,-488,39,-1189,704,210,-1362,-482,194,-178,-1086,494,-37,-69,855,-320,-471,1,582,855,298,134,571,955,-575,-835,518,-686,1157,188,-168,1356,752,-872,489,1405,-22,356,-2069,-1282,-376,-115,-472,-109,153,380,305,-1131,-586,-59,-534,-826,966,-109,1152,586,1136,1267,-694,-1652,-652,-409,209,497,98
-158,-487,1277,-153,188,-370,1278,-701,-559,-704,-151,790,239,-386,-268,279,-693,-49,577,130,179,-171,-35,-407,150,-339,430,-402,1171,-928,1083,-517,384,-491,726,541,1111,2555,-599,1693,-291,250,549,584,-166,-280,-697,68,743,-41,-122,428,1114,-49,151,-4,795,104,-1867,-488,699,467,649,982,1407,783,-419,2269,-835,-27,137,-904,590,-387,-12,540,732,-296,1055,-902,-919,-962,299,316,-286,-120,-135,2016,306,-466,464,675
-159,-361,692,-962,1408,-1467,-449,-465,-890,276,960,12,1014,-296,120,98,-122,202,-90,-95,1728,114,32,-545,880,138,326,117,-377,-70,-57,166,370,108,-496,244,1324,396,-483,313,713,984,-553,804,-1029,191,25,-1145,527,501,475,847,369,110,-138,-98,88,311,-1388,456,374,426,-149,-1121,8,-105,792,479,504,169,-761,207,75,592,1413,-312,109,-145,-369,601,-1393,447,-430,689,-237,-905,1551,640,-380,542,1348,-983
-258,-164,427,424,126,-801,479,657,212,-157,-549,514,478,-897,-27,454,-877,771,1422,-92,-270,-166,976,-564,656,-1365,1053,-280,661,-301,184,553,56,-735,441,-777,462,1817,233,751,-604,421,-103,1073,-732,-412,-387,-484,194,973,-922,831,628,80,-256,397,852,296,366,-707,-518,-18,-698,1803,-37,1607,352,1308,-248,535,-80,262,852,-208,325,221,337,-795,1396,-123,-83,-1202,777,266,828,904,-501,475,-543,-467,1115,-14
539,295,-705,-809,1928,-895,-773,-1330,-988,-602,644,-378,870,-703,392,280,1238,-205,232,-986,1108,1844,-353,-896,-23,-1046,-142,583,-568,247,1199,1229,131,1031,-438,230,1356,631,5,227,1259,482,-387,1925,-598,11,-951,-21,-860,719,1222,865,-852,-23,678,410,-394,1005,-540,-665,-75,-75,354,-122,-805,1071,801,93,92,-768,-36,401,-1136,171,1109,127,-1072,287,-106,838,-815,-504,646,414,-56,-331,640,-235,412,675,-529,90
-517,-68,1482,-853,782,-794,45,-69,-1180,-68,451,1525,-50,-991,131,-1487,-474,-114,229,-1035,1269,-453,-684,-1034,-494,1136,-2013,558,-260,-371,-28,-1171,-1059,-111,1182,436,549,163,-903,528,-1400,-483,-1530,-577,150,-488,-302,-1240,728,-167,875,-288,746,146,-520,-41,-803,-709,-712,-29,-964,37,-484,-1144,1258,1151,360,-117,181,-1216,-552,-5,727,-572,1057,11,314,541,294,691,85,-151,-525,-3,-190,-742,727,311,-191,-511,-427,55
-562,-531,1762,-682,-80,-874,588,187,322,-483,1046,1559,421,-308,65,530,-1336,114,-528,-533,-132,-1502,-1362,-742,173,480,-316,896,144,-301,-452,-627,237,-1290,1565,-602,1002,1053,-506,335,-242,-136,943,-284,93,-1063,90,-143,597,1176,288,1451,638,764,-326,562,163,-1409,-810,585,1033,-502,-435,-180,683,-160,-40,431,602,-1070,-280,-234,432,-582,371,18,487,-711,1051,-1191,-397,-265,481,695,1438,-1117,-20,1073,367,476,434,684
938,67,-78,100,285,200,687,237,299,158,-99,-947,510,491,-771,515,-3,394,-330,-606,-293,-26,978,444,705,-931,-467,-32,-749,-1236,-855,740,406,-406,-839,440,323,-634,-262,-1004,1496,992,0,281,269,1135,-350,9,-106,197,-253,-199,-640,-225,-229,782,566,-830,1171,548,759,-971,482,-892,608,545,809,-184,385,1596,693,769,-113,-33,-667,7,-101,-302,-230,476,-19,-196,293,121,84,301,211,-240,-840,244,-1164,-47
