-358,-191,2144,278,-2959,2420,1065,-3281,3214,1093,-242,-2009,-2906,-1781,-1946,-376,-1404,2550,-810,521,-2433,831,2233,-3010,-137,-448,-3179,-1421,1951,3540,4265,-1770,-3369,-688,-3148,2197,1821,-1096,-550,-1825,-3815,1304,-5567,271,877,452,513,1275,1236,161,-3664,560,1783,-1566,4519,-1847,582,800,-668,-466,-808,-5657,2015,2912,-3817,1164,-3052,548,-258,-181,-4339,-1870,5177,-2191,940,3726,988,-1999,2080,1367,3682,5060,3236,2319,-2152,902,-1040,-3688,469,-950,-4049,968,1085,2001,-2647,-472,141,888,-177,-1141,223,2427,315,-361,1795,39,-1834,-5289,1308,1377,1452,3008,905,6216,1367,-878,784,879,587,-1501,574,3567,-4329,186,389,-1035,491,-427,-4330,-2705,-375,5970,4384,-95,1231,-1165,2473,2850,2450,2774,350,-1813,2813,-143
-697,-701,4077,-564,-3803,-1231,-2464,-637,3758,-1301,-3102,-1810,-325,386,-1443,3973,376,-109,250,1109,-401,1226,1580,-871,-1602,-2066,-1548,-2102,616,-1449,-538,289,883,-2111,-496,-385,671,1659,790,-3104,-484,2255,-2115,-1963,1444,3403,-761,-2664,426,668,-121,390,4808,3209,714,-1057,2850,1539,-253,-610,-607,-1293,30,2711,-3243,2179,972,2,-1157,-3765,794,-1899,-1118,-379,-2874,-1028,1846,-650,1750,3076,5005,6423,1911,-2135,682,-2884,855,229,-1175,-327,-2749,-170,1917,1278,924,-747,3735,1403,2766,-1121,-5650,1640,1411,-1849,3454,1538,-1782,3231,3465,-1647,1442,-2208,2193,-970,104,2379,-1050,2500,-517,2896,-818,-338,2733,-529,-1322,-1726,-1468,-454,-226,2988,340,907,-1035,-751,-551,-1467,-1,-704,-1263,1407,985,1889,-1190,1452
1557,3780,3001,-1115,-3489,-262,-872,-2094,1891,-1439,441,-1080,-1919,-2767,-1370,1053,-1527,1319,-1972,-473,-83,2713,444,-2546,-2134,-1250,-1722,116,2579,263,-1714,-52,-99,-3480,-635,-641,1671,26,2138,1160,5652,4130,2099,-4170,-716,1858,-304,-1341,-758,1666,-2178,-1844,398,1173,-137,-2080,1237,-690,2419,-143,938,2196,-305,2735,-2106,3009,4187,-1148,-956,-1018,1031,1392,-4571,-1570,957,-1402,98,-3383,1102,-844,298,332,2114,-1232,1576,-4643,2457,255,556,-2479,189,1366,2292,1591,-265,-1288,1092,-751,3445,-3429,111,2580,-5,-2983,2146,1730,2564,1526,78,-993,-4160,-3313,16,-51,-2320,470,1592,3897,2515,740,-1,86,4532,-8,512,-1372,-586,-1457,-1573,-1635,3402,-1625,1538,-582,3539,2902,-1305,3964,-1250,758,-3641,4403,2730,959
3037,3049,-59,4598,-1232,2369,1078,2539,-2605,172,1976,457,-860,2229,-146,202,2612,-635,-3153,-452,-3331,1674,-2928,63,-3035,2261,1530,4338,-236,-5717,-2949,-2768,-1271,658,-2995,4264,1206,1601,1153,1290,1113,-2422,1887,-89,619,-645,-2860,540,-1994,-917,3144,145,2234,6367,456,2001,517,1443,2329,-336,1206,-1098,2953,4322,890,1058,4770,1107,565,-697,-1077,4330,1112,2478,2171,810,-1617,-3572,-1485,3121,-1717,-235,1561,953,-1521,1152,-2070,-241,1121,3535,979,-2947,1051,906,2505,-167,-2405,856,-2637,-684,1217,4482,4677,-1177,-2308,-1071,-1026,1290,2718,351,-201,2187,421,3217,-1074,-3472,464,-366,-1567,678,-233,-4455,-1312,-2936,-2442,654,-128,914,-1611,3013,-3254,2334,-2284,866,-606,2917,1690,-131,-3856,2048,308,689,92,-3050
-331,-117,-2513,340,776,84,1614,1427,-766,-98,-2703,3147,-1615,-1863,-1033,664,3072,878,-914,-2566,-1096,-916,1106,1955,2459,1397,2288,-2745,1889,-542,4220,304,-365,3483,1490,-689,483,-910,-3623,2309,-3065,-38,2074,1889,2173,426,150,-2193,1889,1425,239,904,-1379,-3809,397,634,285,1383,464,2397,-1049,4347,-2092,466,478,-1510,-1412,-1112,461,-2380,1318,680,1799,1113,2095,2142,93,-997,457,400,1123,-753,561,3048,3447,449,423,793,543,-1138,3473,-2019,-1002,-1408,-1842,655,-799,841,-379,2435,604,1881,1419,665,1257,-44,-3377,224,1375,-2016,859,1033,520,-3131,1344,514,-656,-2435,2290,-426,-1950,-552,-306,-1608,1398,2022,1360,1971,-1263,1631,147,1061,-2297,2204,-2172,1548,3951,-1290,16,-490,2357,-3427,-1375,-905
1232,1939,1013,-1152,-2555,-847,509,-982,4244,3111,-1016,-981,1980,-1397,-3697,2630,-2483,3770,1829,2959,-1719,-53,1253,737,2737,-255,1447,-186,3984,1929,-3096,-2661,-1795,-497,-4018,2726,2713,-2021,630,-184,114,2659,-3275,574,2133,1700,-46,-1827,-541,1864,-3090,-1787,-1513,-4249,1510,-1221,1874,4112,-1344,1635,-1333,1605,1030,830,550,1273,1034,1720,-48,-2559,-1675,-1179,610,321,1854,5763,-108,-3011,-272,1962,1358,729,1256,1131,1032,491,-355,-1140,-1395,-1811,-3828,2956,412,3167,-1191,-1585,2470,1401,1751,-470,-1320,-807,1287,-1584,1985,-91,-3701,-2484,1041,-571,3,-414,1525,1363,1368,1427,4256,2911,252,3052,576,-427,-1750,266,557,-471,3144,-2283,-1099,1904,36,746,1317,1735,707,429,840,15,-1414,2201,1345,-1594,887,258
-1896,-1078,-551,-1822,2878,2477,3951,-2680,-1041,2043,4444,1594,-1821,-1668,3208,-3712,-3731,-612,-570,242,309,-777,802,1104,3373,19,-2578,-114,2058,2255,2193,-960,-4079,-1501,926,-1408,-850,-3939,-2111,3073,-349,2057,-450,-95,-1657,-858,-2051,-28,2155,800,834,542,-109,-3127,641,-958,-700,1263,-2113,91,-1771,-32,-4741,-2537,41,-1844,547,1352,2564,100,265,-652,-498,-3823,273,-425,2383,-2100,867,-2456,-1360,-1572,835,1775,-738,28,-1480,669,2048,-827,-1122,2571,6,-1189,1095,1635,-485,-988,485,-2103,2919,-3664,-2740,653,-1053,923,1816,-2596,-4395,2004,-2833,1502,-1326,937,-1791,-1427,-3437,-523,3832,-2121,683,3490,304,294,1989,-1535,879,1145,823,-3206,961,-1518,1245,-2118,459,1226,311,2060,1419,-2812,1600,230,2688,1517
-802,3059,656,-1631,-2412,-424,100,961,-253,-1218,1896,-2599,-1264,77,73,825,-1521,-791,-2931,-2446,3863,852,385,1020,-2549,1653,1460,-1013,-458,-2387,1291,-909,1140,-4012,1692,-3597,-113,-44,892,621,5175,1208,1419,-4132,-1578,-47,-171,-3841,-1637,710,-1744,-75,-1086,1758,-869,-1096,-369,-504,583,-650,-1536,-355,-2188,-219,-804,-600,2686,-1262,-1247,-2018,58,-66,-471,-2057,303,-2582,-3373,3082,-168,340,-1748,-383,-277,2756,-210,-1,598,3153,2349,-183,189,1396,-842,-1245,2,-1195,2156,66,2061,572,49,-1544,-1561,-2294,-1237,2274,1258,2810,-4371,915,-375,-4456,800,838,-180,-2549,-2631,757,2616,1710,-3129,-1702,3759,-860,697,-229,604,857,222,-2283,3318,-2365,1139,167,2531,-237,-5333,2528,627,196,-4463,2541,-1001,274
-372,-1472,-589,-2682,-1142,51,-3240,-1396,3562,758,-1462,-391,3628,-869,-315,122,-609,3210,4068,-799,26,1983,-588,456,2870,-1095,-2311,-720,1059,3943,641,914,1837,546,-665,19,44,164,-425,-471,-3294,986,1113,-309,2352,75,-1738,-1457,2238,4296,1372,1253,-153,-2669,1187,-755,813,1899,-80,370,-892,2266,17,-95,1202,-1049,-699,590,1309,889,-3885,-3934,1129,-844,-1720,26,3496,1255,475,-355,2541,148,-341,-582,409,-2655,-1650,-1190,-3063,996,-1084,-890,-1819,1933,1715,1519,933,-1100,3241,796,-2392,-531,4333,-587,-1017,683,1719,1449,1441,-499,-1464,925,-1175,-2340,-912,3652,3197,-841,-1536,713,487,3741,184,995,1590,-469,1398,-567,-600,-161,-2815,-118,134,1060,-644,-612,480,-589,-735,1651,1778,2980,-862,-188
3342,1101,-2303,-1007,1065,-2736,167,-177,-3449,1944,-1605,2413,89,-2129,922,109,4871,2558,-1502,1452,-1035,-602,-662,-592,-1995,94,-1932,-919,-1279,-3056,-567,1295,877,2574,1443,2098,484,296,-2045,800,3822,-1476,693,3961,1085,-1020,3186,325,-1549,-1340,-1965,-68,-3022,156,-320,3850,-1937,-3363,65,1527,-971,1710,4980,28,1058,5631,-1200,-917,1406,4517,-809,631,838,-707,1821,5149,-429,192,-2089,-565,2064,-1821,-2386,-1245,818,4175,3973,-1091,1969,2194,663,-506,-2790,969,291,-2519,-437,501,-4671,-587,464,4391,-2117,-1811,1086,1535,663,-3438,1567,1009,-1962,2771,1412,-1965,1372,-1654,2585,-858,114,1110,-2440,-864,1662,762,-1327,-1394,-471,-75,-325,-1319,1112,973,-1060,2375,-3264,-1217,3460,908,2345,2975,-274,-3335,-6,2266
88,-1087,1878,1453,1055,-65,1697,-5044,2431,-399,-3374,920,-2583,659,1179,2901,2988,-1021,-1530,3044,-3171,-770,92,252,720,-3418,-1191,426,2676,-930,1976,-4824,-629,824,879,3148,369,-979,-1139,-440,-3565,2442,662,1130,1940,2367,2915,569,1084,-649,-2974,515,5235,-1068,5259,-2983,5563,134,-997,-483,3701,-1570,1445,354,-1041,1280,-2899,-970,1635,-534,-1285,-1588,3372,-1016,453,-470,2701,-2881,1879,2751,5345,2102,2933,-815,-1504,-3629,2218,-1431,-2990,-1508,-1428,-795,2079,377,228,-1710,1488,3099,2417,-1641,-1988,1118,1960,306,1903,15,-822,-3176,4730,1028,487,1142,1025,1664,157,-200,-1282,2106,881,3453,449,1142,-473,416,-2614,-3019,42,538,-2834,-1406,-238,3171,-1325,-1923,-1339,-406,5224,1146,1814,252,1436,-5121,2292,-480
627,-1431,-1404,4334,6049,2117,1057,-920,-3818,-300,840,3288,214,3281,5313,-3641,638,-869,270,1227,-2782,-2727,482,2446,-3237,-3342,2462,2302,-2248,-2367,1124,-2184,-1199,-484,709,3068,-409,-691,941,4843,348,-4611,3015,1692,-507,-5528,-243,1177,218,-2398,2204,3252,786,452,2781,-872,-123,-1879,-1167,-1569,2749,1288,1453,1915,699,-1199,-1461,657,-384,2196,1453,2268,1553,2436,976,-2206,-1069,-1483,-2121,607,-2279,-1693,-2675,-1550,-4154,-561,-686,-1231,-2626,2946,2610,-3186,-316,-103,2007,2111,-660,2634,-2558,-1245,2310,1398,497,3229,-1685,-1216,1367,-548,2263,1861,-288,3134,1140,-2837,-2643,-2475,-895,-1262,646,2108,4076,-395,2052,-49,-1966,1342,-1188,-530,716,-2719,-1092,-2266,-2723,-4307,-1966,3277,725,-445,-1029,1511,2104,-2117,-2375,-1146
3747,3159,322,-74,-4434,607,-1436,-692,-2897,-4163,3364,-3784,-2328,-170,2938,-1978,3736,-1908,-3646,1017,-3354,4256,-2359,-1377,398,-651,-2411,1210,2815,40,-2586,-2556,-4330,-1716,-3656,5336,-1426,1951,1601,1606,5348,1689,4916,1506,-576,1596,1154,154,1735,-396,-1622,2802,-38,3038,-1887,-2281,-3710,722,1709,-440,1457,-1989,2496,-2375,-2063,1106,1865,387,-1835,1102,-1677,-966,2803,-148,4474,2817,967,-682,-2916,-54,-4660,-681,4701,4109,1034,-3348,2665,3622,-159,-62,-1044,659,653,4003,1663,-2763,-1395,-338,660,-5111,3075,2985,-480,-266,-2804,-3680,2383,-674,-2504,3288,-1993,176,-724,3251,-2123,-4315,1052,48,1483,3595,-2507,-1203,1197,982,-187,-3221,-1454,-3276,-1250,-879,-3347,1748,-682,4466,2560,1384,-1609,2409,3,57,-1013,-1091,581,1209
-1498,-3701,-811,-103,4287,-424,1025,-1127,-3426,2928,2955,5435,2347,4620,5323,3125,2625,1032,537,5385,-2353,-1861,1795,1259,-1638,-1859,1212,2871,-2748,-1308,80,-1691,2013,-813,811,-1693,-1439,-79,312,648,218,1169,867,921,-684,-4660,-182,-3782,2379,-1607,1315,1226,-943,-3707,-1428,274,1303,308,-1330,1382,-619,-3104,-131,-3115,-623,-176,412,2665,2861,423,2588,1242,340,-3225,-228,559,-1869,198,-107,3722,-1173,2698,531,-1627,674,-1830,-2140,2742,940,44,-689,-2843,1571,1473,2618,2550,1675,216,331,-3418,777,-2377,-2950,1339,-2043,3655,1778,-684,692,1760,2243,3547,-1177,-348,-2035,-3402,-2738,1774,-2936,3150,3179,-1299,378,3434,-837,-288,-1536,1667,-3533,-1033,438,-3732,517,-2,-4644,-3398,2384,-4992,2028,880,3455,49,-4405,4357
49,-2204,-1284,-1278,336,-2024,-4451,1234,733,685,-1004,-406,3903,879,-1472,-999,-2452,3429,3139,-992,437,648,3003,1624,-1158,524,-179,174,-2581,3802,-1523,1521,3509,-1754,-1245,-2366,-3030,1863,460,-989,1003,-1485,357,429,1455,-3106,2541,389,962,-1663,-530,-143,-2079,202,-696,1771,-2549,-1513,-27,247,-677,1428,602,-906,-536,-2077,-3063,1107,-570,2688,-1844,-1622,-433,510,-665,2205,51,1468,-267,-1661,2246,-335,-2852,299,493,978,-1547,-260,239,1464,128,1361,-1148,2000,-499,3092,-835,558,-4131,-659,58,842,-1525,1973,3143,-872,-286,-1031,-748,-1423,-1014,989,-2032,-963,64,2719,1909,-2367,-1408,97,1039,2115,-2009,540,1071,2103,738,-1241,-221,476,-1377,-1405,-386,-211,-1920,-3457,-563,-1945,916,1056,54,961,-1346,-471
-1007,-3250,884,-1470,771,-1232,-1814,2204,-1727,-3486,-2294,-216,3695,-1761,2381,-124,-527,430,1576,-1085,960,1744,-1291,463,833,-2984,353,-2580,-1344,1564,-1821,2182,793,-94,2933,-3893,-1166,374,632,-3992,-502,-1690,-178,-1503,2503,357,313,-351,2710,-686,-14,545,2311,943,-1355,-2143,838,118,-15,-1999,-334,3339,-5214,-3418,356,-1847,-580,-1482,-642,-943,95,-2075,-5181,1117,-1312,-1240,364,4378,-955,-1970,-1831,1055,2348,-2235,2398,-1113,-797,570,-1800,962,-813,599,-914,-422,1208,1496,1777,-1163,328,3864,-747,-2080,-501,1915,-425,274,-730,3159,-430,-2491,-2470,-2962,-135,-3206,-1078,261,-4216,-4932,-152,-554,432,-1727,1409,369,2540,2313,2448,5139,3461,-430,-1140,-2723,-3386,-2308,1746,1104,-638,-2812,-1123,-3678,-652,2694,355,-192
-657,-1369,259,-512,-3907,-331,-852,5799,-2892,729,3716,-373,3645,1445,-831,1541,1285,484,1130,-623,-2200,2724,-257,-1175,208,371,-1306,-1664,-5185,521,-2593,-99,-3240,288,-5395,600,-1957,-132,1095,-5073,1603,-217,-2068,-74,1898,-243,-1513,-3298,1925,-942,-565,3321,-2076,4154,-2950,1890,-4703,2982,1111,1694,-3042,-3833,-473,-2661,-4175,-274,3255,5496,-3769,-2853,-2419,-964,-2153,2099,1004,504,-2149,2153,-1897,2192,-2168,4404,-550,-2516,5522,1063,-2988,-1066,2687,1829,-2928,-225,927,4712,128,3842,-61,1467,-2555,2540,-1415,1874,955,-2961,-1636,153,-529,347,667,-105,-782,-1117,966,1840,974,-1865,-103,-1105,-4541,-2945,-2523,-4605,-5985,-570,1359,46,-1202,1951,-3015,3983,-1679,-31,-2347,4717,-554,-1944,-512,-6568,1487,1373,1771,3295,-114,-45
-2100,1093,-2166,1545,597,977,-369,-1156,1257,1751,-21,2232,839,2598,2066,3059,578,1447,765,-1227,-1499,-919,1335,1413,3243,1220,-428,1238,-874,1093,255,-1219,1062,57,-802,2215,-207,-1132,4415,-231,-586,2044,2948,377,-620,-1956,-2682,-971,831,-279,1227,543,-863,544,226,-969,865,-853,-1573,746,-941,-454,1615,2711,1776,-1173,1478,1765,113,-1569,1177,1197,291,-141,-118,95,-974,-1036,2210,453,-1787,-2164,-2111,-462,275,-2516,-2128,-1440,274,-1062,3864,-223,373,4583,-896,1340,-4080,2519,367,-358,-1954,2641,4258,1801,3104,1246,926,2167,1315,-229,3857,-611,1508,-759,-2355,-505,-614,155,-4575,1083,-471,210,-428,71,225,3822,-72,2147,-1840,2003,-1104,-1505,485,2648,-1003,1392,3583,-2692,-967,846,1220,2726,-4415,-1359
772,-192,-619,289,-1711,-107,-740,2520,-4015,69,2153,2195,-1832,3026,105,-488,-684,1882,-2901,490,-2501,3455,-2849,-2229,-2077,4415,1532,1688,-3966,-1450,349,-1360,311,1251,-1808,-138,-2306,243,1665,-1832,1084,1096,-552,-269,1437,-4566,1256,-2185,1331,-3338,295,-493,-1162,3265,-2621,2632,-2917,-173,916,-651,204,-463,1004,-619,-2601,507,448,2073,-96,1736,367,1928,967,1236,1000,1539,-4318,2205,-175,875,-387,637,-1741,2919,1543,4759,-2024,893,3923,2499,-219,210,-2331,364,-994,2303,-1623,-388,-1874,487,3665,3205,-551,-486,-2489,-678,-780,-1245,-2304,528,-461,3174,777,2083,2119,-2319,-1299,-2287,-1602,-483,-1303,-3406,-2022,-385,2913,2376,-1752,2015,-1430,561,1042,343,-914,3358,2121,-1298,-452,-1207,3254,135,-81,1904,-3666,2798
1407,-1335,1303,758,2075,-5100,2184,2464,-1774,-2797,-3151,2374,-1038,663,-2867,2333,5977,-4254,-904,1762,1358,3221,-4558,2112,793,-2367,4300,-88,713,-2478,1357,-545,3806,3097,2746,946,-914,1650,-6199,-1731,-3035,850,2528,3203,1337,2425,3748,1124,-2117,993,-981,-628,-182,-3505,-927,1953,1156,201,4964,2484,3993,-884,-1932,-3680,1500,-481,-1288,292,847,-2003,2530,1208,888,821,3873,-555,-492,1498,2158,882,1938,1168,1683,-1833,3857,452,4399,2272,-1216,-602,568,-2380,34,-1028,-204,-2175,4331,-3042,2810,3884,427,732,-1154,-804,-3598,452,-2321,1906,5315,2311,556,-579,1566,-3297,3721,-1217,328,1339,-2678,277,-1502,-3762,-1935,2726,-1034,-2754,700,2906,-2327,1522,1377,2537,-2324,2289,-604,-2508,1478,-323,1185,-3017,-1561,-5124,2311,2768
149,-405,-1034,-1853,1724,2152,-375,-2142,442,3142,3085,1943,3805,-730,3286,-1450,-1400,3158,3168,-738,-2499,101,2140,-1399,-1074,-3196,-1483,588,117,3102,-320,1528,926,-1373,-717,-623,179,-1113,971,3743,-411,1928,788,-2704,-250,-3597,-3239,-1464,3845,2543,2760,3131,-3464,-1438,-1050,-460,-448,478,1008,-586,-3018,3459,-21,21,3071,-898,2380,1672,953,1845,-821,352,-2544,-2145,244,-987,2589,-2563,-2599,-2035,-2846,-953,1411,-2077,-445,-3021,-2866,-130,-3198,370,1581,-14,-2280,2401,4094,1761,1676,-1060,2867,-3356,2744,-2132,95,-49,-3128,2317,4852,1347,-1944,55,-2545,337,-2956,-839,-4169,-1168,1777,2428,-2213,881,3442,3378,2015,2335,34,868,-255,-859,-1930,-3154,-2204,-3875,1515,-84,-620,2511,-21,-472,-1663,2242,229,3982,676,-658
