-83,432,125,557,-142,458,763,-530,-610,483,244,292,-56,106,-937,7,-325,-1197,721,-229,549,183,-6,570,-344,-198,492,-1084,-234,744,-18,61,-382,-318,-423,-91,-120,189,-22,-382,-1197,38,309,291,-356,691,502,725,-299,-795,-364,-302,672,869,-388,888,-1068,640,226,256,-500,-375,180,-178,78,-401,-362,-343
-577,61,-98,672,-105,-4,182,-8,-149,680,-414,151,78,-213,388,-262,13,64,-1014,223,-431,-216,587,169,517,25,-140,-817,-66,-236,159,72,-674,741,-343,-371,-567,264,-261,256,-1123,-5,-271,-78,261,427,454,239,49,-594,467,191,-279,7,-255,68,164,356,272,353,379,-444,227,-89,-1361,148,-265,60
429,-698,223,843,-531,-216,260,19,-550,644,902,-1211,1556,527,118,167,-88,-334,-497,-165,-206,-125,536,-683,207,-777,-673,967,-343,-606,67,595,-534,-179,-451,84,136,-498,-317,50,823,780,370,-472,-508,-594,733,-239,53,-262,-29,-668,-85,-6,-302,-717,-319,-1072,-68,209,220,-139,365,479,297,-237,-249,484
559,-12,93,-473,-259,-671,-204,-79,116,-292,-213,-772,-585,-132,-91,-312,-192,264,396,-217,2,1223,-1880,-215,751,155,578,-58,334,-114,-3,233,240,146,-82,-3,-66,-84,158,61,1043,-602,93,261,109,-491,-301,34,218,-596,-510,94,-505,472,284,-709,303,75,-454,-535,-437,-13,-106,-398,872,955,119,-173
-167,482,-99,-263,-370,160,626,-48,-151,-168,-133,341,-125,-704,42,-379,-56,-381,998,31,-251,-35,-905,-47,307,-109,1155,-48,-493,204,-343,172,617,-566,202,-461,678,413,1055,-775,-454,272,1328,-704,91,-57,-137,-342,928,-374,-659,18,-242,155,-343,-469,-687,-72,-292,-219,-354,-521,-114,-629,77,410,408,-592
-61,-1271,369,105,167,-65,-797,-25,-450,527,457,251,-582,891,637,-304,-414,-4,235,-149,-792,964,701,-1024,974,-385,-1389,-192,-663,-797,-324,517,-378,-517,-668,-204,-307,-259,-290,86,-63,310,-372,-102,-172,-1030,763,-342,215,1212,125,431,-31,-113,958,-1014,141,286,-607,-756,218,1014,593,-80,-244,112,-265,1767
-77,1118,33,-144,232,-486,206,-793,424,-130,1000,-616,-670,58,-1022,-436,132,420,682,767,1064,-829,-532,158,-117,268,919,-457,-531,300,-604,-27,1301,370,508,-44,0,543,685,223,-111,-440,41,2,277,669,-395,610,-197,-450,-827,-984,413,817,-621,1079,-712,504,-393,-171,196,-519,204,241,772,542,370,-172
117,-320,95,-179,575,-19,-970,-97,410,-687,46,417,-620,823,-83,-563,447,-76,-494,488,750,177,765,-130,-672,295,-588,-264,257,458,455,-986,-259,-122,274,-457,45,-538,-220,146,-616,-236,-90,398,770,-507,444,-239,-253,798,1033,591,671,-86,254,955,555,161,330,251,839,-141,46,671,-305,-399,-355,921
500,-87,-99,566,176,-379,-94,-17,213,54,510,-434,939,-85,-510,-111,844,275,-348,-10,227,-785,306,147,147,31,-300,384,359,309,477,891,216,-147,-133,446,-410,-859,-447,34,579,389,-616,-176,130,1024,-665,231,29,215,358,-138,-733,406,-628,-213,502,-111,-317,165,-366,188,343,106,611,74,54,-206
143,-796,-513,192,607,-184,-301,-68,302,1036,-112,923,-807,730,1097,-445,-88,343,-113,645,-536,290,-244,-215,206,-325,-50,1617,-414,-462,330,704,-356,-347,85,-55,-422,-737,-1057,477,352,319,-559,-939,-5,-743,-14,-1592,655,982,209,197,-958,678,109,-714,649,318,426,-1334,1072,-563,-87,-730,-62,1067,108,750
-16,-18,-563,202,4,94,-254,513,168,183,435,-207,-332,964,133,164,-175,140,126,354,436,-388,375,-536,-175,93,425,89,21,475,213,21,20,-202,-105,221,372,196,-340,-83,-321,774,-525,-129,713,-640,-276,-220,-286,101,395,-172,583,-524,615,175,-121,-75,684,854,42,374,713,245,-202,-314,-159,478
388,479,296,-678,165,-591,281,-1141,-467,313,194,350,-681,147,34,-558,-354,244,484,-527,-78,721,-1069,553,-261,-8,309,380,-118,692,-78,-1033,176,-599,-235,249,-101,-386,361,-527,80,-703,-367,-289,940,34,683,968,-787,183,-270,648,171,65,-1203,844,399,343,365,-720,585,-218,-642,-179,189,-351,280,913
-206,-48,546,472,400,68,157,332,-1011,750,-315,259,567,867,343,99,815,-237,93,287,-204,-168,395,303,-108,-983,-750,-229,-644,172,1418,-288,-49,205,-131,-134,46,-747,-145,366,-44,-503,-719,428,434,351,-259,944,150,160,167,105,-43,334,-1152,117,598,247,-550,139,215,-168,-300,309,-351,-209,181,-384
181,602,269,-483,-964,-202,546,-391,-413,163,75,-1255,-55,-208,-438,-159,-357,666,111,-298,50,607,-592,219,54,430,490,-473,-664,219,-19,-30,131,907,109,682,-424,-138,-202,-622,397,-876,-177,-336,-334,-182,183,43,-863,-716,-845,331,-442,-126,13,-58,137,-513,199,342,-14,9,-269,-716,58,852,-33,-293
-616,627,152,438,-682,-480,493,154,-468,916,-465,-660,-743,2,639,-135,164,-468,-957,51,807,-246,-177,-176,527,-464,-223,-888,362,107,485,-585,-411,290,617,60,-1315,199,-119,10,62,-1129,50,156,673,-82,-153,417,-683,-1057,175,61,2,784,-532,592,-574,-728,1165,-671,-230,-869,-200,-195,-738,1250,496,643
-87,73,-712,217,-48,71,143,512,577,119,-225,-150,220,-266,-190,-221,-643,254,-1128,-408,-515,-469,-287,-411,-129,-66,84,634,280,-932,-262,498,124,84,71,349,-248,-216,192,-451,275,-248,99,-373,814,382,-264,97,639,-306,683,319,-197,-558,-52,98,403,-649,50,73,-174,229,-346,-510,-419,704,-119,-247
219,528,-627,181,-611,-301,738,368,-938,895,159,-189,-142,185,-306,-189,-340,18,514,106,-116,547,-438,-309,99,-445,393,629,-65,388,-98,558,-285,130,170,844,281,136,-266,-804,-242,2,-220,-820,177,55,367,-252,-46,194,-271,69,-487,-396,-74,-427,180,-734,378,-449,27,-132,-400,-1132,144,-82,-336,38
-275,-233,79,793,64,-16,762,148,282,-29,-1132,354,1165,45,990,196,37,71,11,375,-198,461,-794,404,366,-693,-237,-195,-202,-505,-569,-561,-622,196,-131,525,-646,291,747,206,-305,-33,-215,-418,-73,140,-407,1257,597,-882,483,741,157,30,-744,452,1187,-285,413,1542,-275,-877,-548,-39,410,-330,-46,-281
605,-370,-817,146,-206,542,221,1177,-195,-266,-551,-570,880,-294,-776,300,-740,-119,133,-704,-302,782,-807,418,97,-22,896,78,-68,212,473,707,111,-359,-623,777,877,-779,-26,-823,301,240,408,243,-289,734,-791,-206,-95,-183,224,254,480,-621,1148,-559,-84,-293,-126,86,-784,-3,234,-659,936,-569,-1053,-1051
-526,335,146,-369,-168,469,1333,-134,-564,570,-618,411,102,-804,574,50,328,742,895,-314,-629,-6,23,1451,671,508,533,-486,-1021,453,-709,305,700,-468,-354,137,-668,-21,311,-913,-100,-420,981,-174,-333,306,-65,-37,-122,-33,-1141,779,-77,-1240,509,86,504,362,143,-862,361,22,-12,-1137,99,-960,-384,-699
-459,-111,57,253,-99,466,393,816,-428,297,116,103,279,125,446,293,872,134,466,89,-245,-653,862,451,454,-79,31,418,-18,-116,-504,590,-218,-371,-97,-25,-88,725,-72,-804,17,865,391,227,-286,-155,241,-532,285,666,-844,-48,450,-195,475,-992,-243,-242,-65,-583,-475,387,971,-203,-22,-138,-867,59
-469,549,-79,-42,-282,164,-32,411,-773,674,42,-587,-217,-388,-179,-48,-84,412,163,-360,-554,240,210,355,179,-186,572,-625,-652,-29,148,-347,-29,521,-444,587,-114,-28,-296,63,-32,-3,-376,53,-5,567,156,-330,-820,-145,-887,-269,-351,-26,-134,14,-912,-378,33,-343,-423,637,421,-754,-502,708,-311,-290
698,-428,436,230,-785,653,632,-325,38,-350,-239,-426,366,708,-661,1181,-1348,-1035,457,-435,517,700,-242,-593,529,887,-51,-423,-387,70,32,318,-823,620,250,-38,434,-64,-634,-406,-286,-338,-9,188,-1002,-356,-496,814,276,-284,810,-793,472,173,200,883,-741,32,354,748,-338,-713,375,156,-363,-586,-593,262
-54,9,456,-251,463,653,93,-671,1247,58,806,-296,90,343,-245,-281,331,-344,-266,174,223,-1089,-538,-202,-12,455,4,322,-179,-230,128,-14,-51,223,-3,184,-596,425,-176,759,903,-954,459,-79,-572,-396,-506,-501,398,-680,309,-848,699,759,678,368,417,-520,-318,485,98,-171,117,613,1108,477,769,107
-556,46,-153,654,-762,493,878,982,-756,659,-238,-699,492,-301,-521,334,-671,92,247,14,-607,-148,239,-183,658,254,252,-452,-1240,-283,109,555,317,358,206,15,343,-10,-266,-156,499,82,887,223,-798,472,-717,-346,286,-559,-365,-760,-346,64,468,-62,-1113,-856,-168,-423,-410,67,703,-755,-487,458,-495,-328
-125,976,300,-634,-954,-131,740,-373,-789,526,116,-461,-489,-599,-645,-418,-99,370,935,-126,533,305,-449,-540,533,-224,187,-761,87,245,-102,639,92,532,421,403,-510,602,389,122,-222,-721,-20,-332,-30,-610,104,514,-300,-60,-984,-84,-845,689,-194,-574,-175,-158,-588,264,-469,262,-440,-636,188,563,424,-331
-82,262,490,245,-1193,-475,201,72,-1003,-645,117,-782,106,-648,-1166,-721,157,-224,-259,67,877,238,283,-307,-215,-255,331,-534,53,519,154,-233,-643,-538,234,-369,88,-328,134,-361,-81,39,344,1081,-206,312,1032,242,-547,-271,-386,54,-119,425,-298,296,-280,-302,58,335,-39,-229,65,616,-129,-81,273,-209
-318,1144,-1149,431,-377,-898,1155,-382,21,1074,-280,444,-11,-927,117,-338,0,524,-400,850,714,-269,383,497,-170,-905,-130,-408,475,729,-451,548,321,160,77,1028,-1599,1223,346,498,-797,802,-462,-1104,98,-424,-716,-92,-184,-264,-558,-88,-945,-744,-98,394,-215,68,1259,297,-239,-584,-765,-1464,599,489,1078,-899
-76,2,-240,154,288,-475,148,139,-679,313,-570,362,-254,275,615,449,-269,-605,34,223,363,-131,389,202,-664,-1094,335,-87,-341,-192,797,-349,782,-395,-610,-519,-225,-146,17,-77,-83,-217,-178,-152,142,-266,-710,873,308,124,-694,162,9,-720,-502,452,-360,-593,-270,-100,908,-503,35,-102,-545,-273,322,14
111,151,254,-688,-779,-417,-318,322,-361,-1216,-810,-417,-185,-393,-87,-205,424,305,129,753,1086,453,-59,-405,77,16,412,-430,-378,203,-12,-75,221,-340,780,261,245,857,384,186,-4,-812,127,665,-85,-983,-748,-43,-487,-673,-588,899,-534,-538,256,148,426,474,100,-75,-127,-27,-360,125,143,108,359,-421
849,-224,-1089,722,812,-155,-600,404,1194,151,539,-726,851,712,-182,544,783,663,-681,-207,312,-836,-455,-154,-446,-332,1102,825,1105,-660,-350,915,-164,456,-865,370,-50,-408,-263,1059,-482,-25,-1219,433,186,638,-322,0,-150,185,870,-798,-324,-289,-235,561,666,401,422,866,7,-207,607,303,538,-845,24,-492
-25,-560,-421,1339,145,183,324,1215,-884,1395,-424,-264,474,822,147,596,91,-655,-207,-77,-533,687,32,-374,959,-1048,301,156,-287,-49,600,455,-750,998,-1091,344,-65,-233,-771,796,-244,99,-259,664,7,1024,-36,-222,-31,480,234,-498,355,-248,194,315,-444,80,533,496,-970,-379,942,-248,58,-42,-667,138
374,-412,-334,395,13,-34,-468,310,-254,-250,117,29,350,433,-30,609,-6,-493,374,-123,18,89,466,44,-403,270,66,-658,288,149,193,119,-276,-459,-430,-560,1110,-92,-878,-657,-980,988,-138,94,-66,-230,-6,-357,-212,-167,439,-395,-254,-270,599,-382,-513,350,238,130,217,287,801,132,-665,-542,-317,-435
437,-1118,-207,715,-413,-157,188,77,-243,20,-754,-411,850,-458,61,667,-1292,-255,-270,-277,129,482,-184,-6,359,-70,322,54,-508,-106,710,1108,-502,-19,-341,344,525,-258,-388,579,-194,764,201,238,-85,-204,-80,120,489,-378,121,398,-204,-272,507,-4,229,51,742,290,623,68,772,177,12,-79,45,-1033
263,-109,883,-524,-410,543,158,237,-768,-240,-43,-252,325,1125,-578,-134,-86,162,418,-8,-305,394,-30,101,-791,125,-233,412,-532,702,927,-355,208,-92,-523,632,607,-232,-15,-188,817,-948,-280,639,152,-11,-1033,563,-395,-269,-222,506,-113,-286,-1252,68,600,-652,-735,404,-104,-53,-471,435,-336,-697,-775,265
857,156,292,-481,-608,490,623,-624,191,143,491,-619,632,411,-353,327,-625,-326,613,-794,146,-99,-1292,152,-148,472,179,260,405,-69,271,245,-741,-359,173,689,397,-95,-306,-758,476,-720,316,-377,-336,-965,-461,354,14,-918,612,-229,-76,1093,-389,36,53,-666,256,319,-547,-551,-15,-145,559,-19,186,-265
617,-647,1021,-188,-567,209,-778,-316,-246,-759,1097,-1466,693,979,-573,365,36,-255,-176,-396,-263,-263,-134,290,-522,739,161,-118,-494,-141,496,212,-602,-489,-737,-156,1006,138,-1315,-750,77,-532,-384,1404,-665,-792,110,13,-288,-735,643,364,375,173,279,-480,-38,-475,443,-150,-773,-15,1078,911,-223,-154,-670,69
162,116,297,-211,-5,-453,628,-445,-571,542,187,-558,-240,-681,-557,-238,319,703,679,-672,513,249,-246,359,801,187,537,-29,-49,539,233,1021,271,4,-385,168,-236,-884,152,-224,806,-315,-278,349,-34,176,389,715,-989,785,-1002,-410,-311,-286,-111,317,335,-19,-933,-240,443,8,271,-239,658,-169,126,58
440,-547,-31,410,-49,635,-210,99,714,153,746,-507,569,599,-387,527,-45,-26,-196,-399,44,-622,22,-687,-576,-105,207,967,65,-641,-117,296,23,627,27,319,650,-335,-29,986,-56,-37,78,-441,-590,-635,386,-496,-302,631,456,-941,196,797,54,72,-193,-524,-200,442,101,80,232,748,368,562,-50,-312
-351,366,167,-587,-152,202,-15,719,-1146,250,-691,304,-499,-377,139,-105,323,28,771,-155,-66,314,28,-192,445,-29,608,143,-181,638,1025,59,189,-159,413,169,646,64,276,-188,226,-3,-231,321,913,-336,-73,387,-601,248,-880,-230,23,-303,-834,-348,-576,188,-790,-555,-596,456,-311,-520,-978,-1,-309,454
212,-433,-517,442,494,225,149,-326,415,403,24,855,-6,-396,-221,-37,-124,-948,-284,40,70,-126,-451,293,-1,-26,-200,494,411,-384,-603,379,-764,-663,-220,-64,-220,228,-618,705,-394,69,553,167,-505,-134,387,-909,689,418,463,-316,119,487,1265,284,-346,480,517,-551,308,-593,141,22,506,-118,601,-390
527,21,-197,643,-152,-337,543,-666,-359,731,-1,-111,654,-50,-177,699,371,-622,-350,-405,713,-201,261,412,-578,-284,1,-399,843,-20,-452,222,-425,-92,-805,-46,-592,166,-727,479,-273,274,-641,137,-466,-232,260,502,-927,-400,145,-443,-555,-80,178,1381,6,576,604,474,340,-599,-98,-28,-576,-369,443,-451
-501,-119,222,-109,87,-24,-237,-200,-15,-13,382,-165,131,-622,-427,-484,-278,601,-169,-381,-745,373,1051,-313,79,25,-489,-520,-742,189,-231,192,240,-232,-597,-165,-331,-525,-62,297,802,345,51,-185,26,662,147,-637,-504,-258,-563,-154,-256,-948,277,-515,-394,-99,-914,493,-206,994,-539,229,-268,449,-119,116
-229,558,-389,-14,-50,-45,404,-221,52,504,116,-232,-92,-530,-442,-655,-397,-125,-545,261,176,-322,-498,249,-132,222,-203,-39,292,-96,-256,-191,-140,-7,426,-7,-740,162,-43,-87,305,-160,154,-205,139,-118,-280,-277,318,-855,591,-115,33,167,191,368,-232,-455,584,-50,56,-434,-572,45,281,215,245,-206
447,-512,603,-123,-504,-136,-372,-225,-207,-1028,230,-317,460,301,91,376,283,-208,699,169,443,114,206,33,-260,287,358,-470,-49,415,98,-84,-224,-1064,-485,-599,881,165,-71,-577,-495,614,-62,501,-647,-716,-137,503,-104,-246,-152,142,4,106,63,-390,426,326,-47,333,128,-13,627,879,-463,-399,36,-153
-12,-18,200,-182,156,-452,3,-307,29,-496,-439,109,268,-500,344,-84,-109,-125,-132,398,291,35,-312,272,51,84,-67,295,66,27,66,-147,247,-341,221,-279,36,180,351,-303,616,151,240,311,218,-173,-287,738,623,-580,-371,264,0,-361,-771,97,310,288,-24,219,128,-405,-97,364,261,166,134,458
-237,165,-1,-164,182,21,-29,3,169,204,201,-82,-63,-9,310,-337,205,483,-124,68,-275,-86,-302,5,336,-222,127,292,-14,-129,-249,47,-229,28,-240,516,-160,283,390,-68,20,-341,-351,-112,188,49,367,-58,-70,129,163,275,231,-180,60,-77,572,113,85,56,-50,-22,-71,232,377,-380,-68,15
22,-14,-1,15,-9,-8,-1,-2,-9,-16,-9,4,-1,5,-31,12,-6,-35,9,1,30,4,4,-3,-82,-53,-6,-21,50,0,-7,46,78,1,-4,-164,44,-61,128,-7,-95,-15,90,43,-3,34,17,-141,-16,-57,-31,-76,24,321,-23,-249,-44,285,256,-269,90,-8,-84,-52,-89,318,109,-1
