150,660,22,510,611,323,-207,-321,105,-264,-853,-850,-965,-27,-245,-383,456,-363,-475,-562,547,-632,466,-419,-46,-1142,-277,160,-584,1733,22,612,-704,119,-671,-944,984,1075,1232,924,630,286,-559,953,-1283,260,183,480,912,199,535,1,-23,-961,334,630,-737,671,1023,349,299,587,59,404,697,584,-293,1453,-301,-394,-351,-542,285,-2030,435,98,-541,-848,-200,832,-1028,354,-97,673,-492,452,206,-525
630,-444,-875,-177,26,533,-63,-402,1211,479,193,-22,-260,247,315,714,194,419,245,-598,-273,-532,-477,-186,-81,-841,-156,-495,589,263,-659,532,-13,622,504,-1275,1460,528,1285,-111,135,247,140,-252,-399,1893,1181,-30,-1062,-1144,595,489,-872,-142,1640,-354,73,-859,-243,126,209,352,-877,681,688,-32,1749,-414,534,226,651,-829,-772,238,806,-831,704,-422,126,-498,-20,-450,-336,208,-175,41,-473,-130
379,-894,-231,849,221,550,-356,-48,1202,-702,431,-1,-686,690,1691,-934,1001,570,889,-1234,-1184,242,348,-784,-851,-564,93,-965,-1092,-982,-58,641,1982,545,642,283,988,-253,543,1773,120,1269,338,277,592,866,-1038,115,-231,-375,748,-1077,668,-173,170,1101,-1259,-429,986,-771,694,858,-1190,478,-203,-944,544,1996,891,1275,898,-594,-290,-109,-576,-188,893,266,-1449,-134,-1374,-25,736,847,-857,-384,-1522,-648
-162,385,60,-463,798,61,13,-233,-440,-210,117,-592,620,486,-1238,-707,506,206,546,-41,-57,-609,273,719,888,-422,-572,-228,1214,-5,-120,52,-126,464,-359,-602,539,-249,1267,-1034,48,403,296,-763,-1071,659,-95,-194,-132,-11,179,-739,-354,-532,-278,781,-383,-145,920,132,617,-462,-203,-103,1664,1150,177,130,-559,14,-1113,-332,-1042,-1821,-599,-113,-903,-785,-330,-430,-200,-949,-1084,185,-645,-236,1031,1664
521,-1433,333,936,518,-104,574,-221,-59,555,113,-1,127,460,-277,798,-106,455,-37,-154,-506,-559,-1134,1064,-1312,631,-905,-1271,242,-1394,931,-508,1208,-200,482,-882,-367,417,92,-241,-278,734,831,-728,761,486,597,-886,-389,-255,-1227,-7,43,226,15,-551,-364,-211,802,-673,672,37,-219,311,-1408,-481,751,792,-342,1250,946,61,-204,1662,-1371,602,96,-36,-5,-204,-418,-768,107,286,343,179,169,-453
-5,-45,514,493,-91,525,-23,-312,286,390,-1311,252,-458,-415,443,-725,-211,389,48,-6,-56,1073,68,-825,-530,540,-220,75,-424,-279,-142,-764,-1,-45,560,-629,-784,-73,-908,161,-283,508,774,284,37,-537,-612,513,-523,166,184,-103,130,-236,-107,-195,360,66,-635,-217,-196,-536,171,-864,-639,130,797,276,292,701,465,324,690,54,222,532,-159,327,-326,120,-700,1246,418,-1145,771,-228,-769,-795
-20,342,1243,1823,1011,371,152,-332,-693,664,-212,321,1109,1,-1113,-562,-176,157,-472,3,238,-547,-10,19,772,1781,-209,-1025,-652,-432,-294,-256,512,1568,554,391,112,-135,-70,56,887,-611,1329,-626,455,55,391,-47,349,1257,-1488,-684,1061,-438,-327,735,-331,1007,280,1231,801,-859,-114,67,-878,1021,-789,-457,-391,-666,-677,-130,-966,-138,-1280,-343,348,143,288,220,-810,414,140,-378,363,185,-785,-408
251,-824,-1186,-326,-238,123,-437,439,512,695,565,407,-169,253,1358,-53,1069,-420,-553,-5,-642,-2,-606,-131,-355,-315,-1432,58,-553,-415,-684,251,882,283,737,54,-135,161,827,823,-613,234,488,636,581,-29,131,-148,-1255,-91,-257,235,-202,289,233,-548,-801,-662,318,387,67,565,-832,287,-286,-1552,94,741,926,366,859,-63,-42,708,856,1048,-254,-958,-414,159,295,-158,236,-425,-698,1339,-299,252
1088,1155,698,-79,992,-237,1552,-1098,-988,479,33,-1961,1206,-942,-1793,225,-50,-181,932,-154,1192,-166,-430,1017,-355,-238,-55,-595,1341,1017,-1374,788,338,999,-998,-1497,19,1081,970,-720,1633,-697,95,-169,-582,1668,749,82,-655,-595,-580,518,-153,701,1013,310,-248,474,-19,1448,-802,-656,-82,1008,29,1001,218,-925,317,87,-579,-1184,-1644,-1619,-19,-273,524,-200,599,-281,583,-1331,-582,-980,-1315,-1328,521,213
-341,240,118,-5,-634,855,-651,897,635,-653,-188,-283,-852,406,804,329,1039,-535,-519,-81,-616,331,557,-660,607,632,211,-590,-321,918,-91,-628,-857,1,201,224,845,-101,377,1158,755,362,70,-125,151,-149,591,1117,1079,-200,-643,100,414,-869,534,-124,454,858,233,314,478,645,542,-205,225,240,1,658,558,-929,457,768,1083,531,1428,-1472,701,675,107,-756,10,-336,-463,159,663,1259,527,144
144,-403,-346,913,884,595,-920,-397,-177,493,-1117,-60,-912,-273,81,-654,201,533,-475,-611,875,364,-403,377,409,-363,-734,599,265,655,188,-289,-455,1136,298,-122,27,998,54,149,715,-250,798,444,-58,-545,-706,-106,-1962,423,591,929,-539,-330,-1259,940,-182,673,538,1147,581,-844,1146,26,1089,101,235,-411,127,52,-1007,-701,381,-633,-760,684,-1083,-714,-129,-143,-1101,314,-778,-693,1126,448,-892,-326
38,-371,101,989,372,-398,-933,187,-338,533,677,128,262,923,100,-472,276,-185,-726,91,-92,-948,393,-421,683,306,257,-580,-725,156,-226,71,1415,-442,611,1114,198,370,741,296,16,371,289,-665,669,154,120,241,584,1151,-1100,-451,44,256,-710,248,-640,-431,1190,823,652,18,-594,-4,868,230,-1110,482,-276,-589,151,-109,-679,-864,-797,628,-858,-405,-410,1414,-559,157,592,248,-339,367,-345,-367
-614,-62,582,796,764,739,-1020,963,-997,3,370,-142,-999,495,-39,-480,-113,988,-459,-1218,-75,-221,383,510,-419,374,77,288,-897,517,481,-540,-171,90,529,331,-276,309,-66,-203,948,-67,414,-588,180,937,106,182,636,811,241,551,598,-875,-362,1586,90,511,641,681,1613,204,934,167,-140,851,200,275,-128,-482,-667,288,1326,864,-1411,400,-157,-10,-1403,-1096,-1838,731,-1001,-781,1208,339,237,72
310,-293,-1434,78,-151,-42,95,-768,702,98,484,502,186,303,50,766,298,65,-769,-1240,526,324,63,-629,439,298,-631,385,761,-122,-604,241,-83,-310,377,-87,504,-467,1238,-1258,-343,-548,260,-287,-346,859,-946,-316,-813,-624,140,892,-265,597,192,105,-1647,213,834,475,-1120,-1144,-506,936,409,-957,1214,-563,-487,625,724,-1387,-1490,361,153,572,-18,-458,100,26,593,-462,550,-681,372,534,-302,-310
144,-688,1133,1428,437,-575,-710,-273,-882,136,1,-592,-652,147,-174,-397,-940,-484,-152,361,-157,-1621,-590,808,417,629,333,-432,-272,703,583,-1494,-49,497,-126,1901,104,613,325,-264,29,1758,509,-704,435,-105,-80,-830,343,1124,-1192,-364,185,-197,-173,59,123,-315,-759,-236,1359,1315,855,203,168,730,-194,-935,-958,-461,-866,382,45,-1251,-2194,-1153,-848,852,-424,600,-13,947,-598,728,1068,-465,-381,-1265
-958,-150,-1237,-823,100,117,-1062,77,374,30,588,1096,563,1155,-383,58,512,-392,-792,-945,14,513,-212,667,143,-50,-94,364,266,-232,-408,-183,-1087,-1006,695,364,71,-642,-579,-582,-340,-923,-603,304,243,-17,-431,401,-849,145,388,237,-522,-933,-5,-401,387,771,1842,-378,604,-1038,-182,-199,-103,185,368,-571,-835,228,-884,740,79,475,-15,235,-358,-981,72,46,337,-685,441,399,-268,1386,565,347
-70,-96,461,80,-992,1015,257,-316,735,488,-1474,-538,-221,-403,912,-1129,60,434,73,17,-1207,1677,-305,-441,14,352,188,-1134,436,-106,992,-2075,-558,89,1407,-33,-7,-278,-70,-176,110,1331,1854,280,713,-101,-55,1296,342,-251,631,170,643,-497,631,1038,444,823,-1657,-1232,-234,1305,-838,-136,322,-380,520,-360,823,446,28,985,1130,1179,504,-227,-100,835,-539,-1636,-228,1253,-187,-1115,1544,135,20,-150
46,193,-397,393,-9,-73,1247,-877,323,-1001,-1045,-1066,466,-655,146,-908,1124,910,863,-1285,-154,893,795,637,550,-648,-307,-967,1204,448,667,-720,1304,1085,1055,-66,446,-590,1371,-658,124,-249,966,-375,-419,-24,-1794,-798,-677,-78,-401,142,1228,282,-1361,1073,-1179,1692,938,347,-657,-507,-219,1620,674,-262,1074,-394,1270,980,352,-1339,-460,-661,-1179,-456,855,794,23,-1097,-24,-1230,-1030,-826,-103,475,733,345
225,388,1172,-452,-468,-546,178,1453,-1933,256,283,-1714,101,-215,-752,349,493,111,1250,1491,968,-727,12,1211,446,225,540,-415,-163,1015,123,-331,412,399,-1696,-167,-1109,-365,-835,435,323,-233,-123,-246,613,341,1163,420,396,279,-1477,372,338,-352,1077,1386,1119,283,-540,1247,-79,458,-284,20,-321,1955,196,-457,728,-823,-635,526,789,-295,-13,-792,521,372,1050,-712,-4,-322,-908,241,-336,-292,1573,558
270,-41,-3,783,-767,-1462,890,680,-965,-314,252,-136,-917,-675,-321,1036,-1092,982,-929,1153,1463,-942,-529,279,428,896,822,130,-868,-566,1085,689,1106,-200,8,790,-1423,794,177,523,-640,-99,-27,653,780,665,-459,-653,761,198,-407,692,130,276,-658,-360,-392,172,122,-1340,-177,55,-135,-50,260,928,-699,-403,513,-558,1290,-716,-550,-83,247,1509,-844,408,-265,771,110,-339,477,-24,231,345,28,-184
-699,-331,-1092,-173,-815,390,36,-1212,1199,142,-346,1117,1045,1222,-275,-251,66,-698,-254,-936,-482,1306,-249,-302,952,1050,516,-34,225,-931,355,-1246,164,-1444,1882,-286,740,-1188,881,-688,-1485,135,23,332,1303,-344,-650,722,-160,-956,286,119,-40,-120,503,-486,-329,973,-108,-1460,-882,-277,-721,-6,-864,-431,1307,-381,-417,1152,212,879,-757,597,-565,456,-301,1164,899,-344,1180,226,1845,-478,1176,-160,-494,-672
760,-748,-78,1382,392,-108,-11,-610,586,308,206,-60,-354,84,298,751,-368,-80,-523,-1140,193,-101,-865,-207,-396,91,-750,-699,-240,-908,-727,-504,13,-56,4,-145,666,621,886,148,44,165,764,420,966,339,-360,-501,-222,-275,-859,-307,-410,-262,484,269,-743,455,825,532,261,-531,-357,439,-294,-689,579,95,390,622,919,-739,-837,131,-858,143,275,-331,349,465,-384,-460,356,-285,-228,540,-971,-951
534,493,363,-393,-250,360,635,-300,-370,-32,998,-656,293,265,410,213,-220,-583,340,-936,-452,-294,-92,-366,-635,-460,905,-121,53,975,-122,-130,112,-851,-469,-19,660,-253,635,-581,-400,9,43,-54,162,1406,475,364,580,-606,760,-226,836,258,953,1059,-928,52,-1300,33,-471,1005,-551,801,-44,-776,166,887,732,-375,901,118,426,501,1094,-784,1435,1039,-255,-1474,427,445,-255,-488,2,-680,625,383
-237,-179,-348,387,-1054,-712,289,-176,509,-312,88,498,-792,-878,554,700,-1470,1165,-440,-480,-383,1170,450,-1686,-574,650,814,379,-23,-304,584,-715,254,-1568,865,734,-104,-739,-478,-1059,-198,688,174,691,290,135,-495,251,452,-449,-365,1016,-744,1445,-72,-372,-541,673,-794,-268,-1281,100,-213,810,36,-480,815,-159,216,299,1158,-372,-480,472,-561,-549,59,319,-1130,30,-13,1071,983,-622,1988,-112,-279,-1027
343,-1047,174,284,488,644,-892,-1039,1644,966,-769,323,621,838,216,-94,-460,-443,-16,-1187,-1401,343,-455,305,-875,-1296,-342,-564,550,-588,-345,-978,-340,-214,268,-897,1038,-83,-324,-342,-16,1131,169,-112,139,-411,326,-430,-631,403,821,197,-717,-1106,236,204,-98,-287,-92,-424,738,-87,269,-538,175,-1274,498,-283,-1113,1147,-1118,318,8,-778,-1115,-1330,136,208,118,420,-1295,480,-133,1103,-72,-59,-646,-735
-787,-22,-874,-428,-466,382,-776,161,397,-548,-115,939,-303,-483,125,-756,230,494,-536,20,-481,1337,35,-482,508,23,32,421,283,-476,280,-918,-275,-208,761,-159,-62,-736,-672,-394,10,39,-122,706,93,-103,-363,225,-307,-219,119,-149,-553,-150,-1061,145,124,450,612,-485,-163,685,-179,173,834,332,-263,-731,1740,774,-842,84,583,379,-541,-182,-912,287,-480,1212,-832,586,157,-791,1533,-750,-568,778
650,-549,-291,173,-788,-784,710,-761,137,362,-93,-691,-201,228,342,-876,1009,349,734,694,-58,-433,142,285,75,-538,-199,-642,237,-122,22,-380,1232,-106,380,185,190,-1,-231,657,-394,-246,793,-343,-675,766,-657,152,-198,-480,309,-245,1089,474,981,-560,-264,-1386,-945,-676,258,255,-1935,796,-217,149,208,338,1117,562,867,-1020,-794,-755,176,716,-27,186,352,1006,357,486,628,248,-446,-551,-567,175
-378,-56,-637,967,493,122,642,-23,-432,-955,-171,542,-903,96,-958,75,1233,1036,-405,-585,186,-892,-290,55,368,1299,-719,193,-698,-69,613,735,510,974,459,-561,224,-1049,-123,1065,-183,-698,278,400,-996,868,-428,-584,-172,68,-407,-304,792,-558,361,657,-793,1044,1512,521,896,-323,-13,1186,-1417,840,465,1312,1024,-110,912,-775,-189,765,89,722,442,-494,-279,391,-914,-692,1,350,1028,263,539,-115
973,752,1200,-287,147,136,1006,-59,289,170,-639,-689,1160,-834,-651,246,-78,376,847,360,-900,-245,-122,387,552,-497,32,-587,-96,595,-1155,619,435,1350,-112,-129,-377,-598,724,-265,560,262,69,92,-752,478,725,670,658,529,144,-36,497,287,167,440,-187,801,-534,1877,563,-569,922,174,1213,374,-32,-472,145,-820,-192,-345,349,-268,1114,-1264,510,-494,672,103,-287,-1042,-886,652,-466,-342,1078,1323
-1332,1019,-861,-810,-135,-4,-503,1187,-817,-1090,1222,-680,-826,520,-272,-558,1310,-813,-125,314,-126,-58,618,-479,325,540,1374,658,-63,1577,786,-240,297,-796,-243,462,857,-397,439,972,419,546,-1316,442,-276,537,-215,592,1474,-788,-386,-899,-1023,270,238,921,-414,-354,301,-949,-191,1945,-707,-262,-709,361,-586,1383,644,-228,399,585,-223,-483,-514,-309,172,53,-984,587,848,-234,361,84,-787,110,759,-179
1002,-98,417,-206,-1114,-1515,1235,-263,864,457,-604,-1336,-407,-1530,39,1060,-961,1503,1537,1184,192,336,1437,352,174,-581,-95,435,161,-432,-464,306,1070,38,-1239,-71,-1599,127,-501,-178,1006,-99,-611,647,-585,-674,-939,869,289,-583,467,2450,-1353,1584,881,-1704,710,-407,-1564,-44,-923,-185,-744,674,1082,42,710,-561,-149,1421,355,-1644,-482,-582,328,-534,-149,386,168,700,163,-1621,-10,1525,7,-729,-464,609
100,64,360,-15,601,1208,86,-500,1133,-131,-607,1155,1896,273,754,-968,-24,-32,580,-238,-728,277,-406,-235,-293,-812,-65,-1155,-97,-225,34,1627,549,1583,739,599,977,-437,1149,430,1,-301,1186,-271,891,-293,657,145,-602,-169,131,-1578,1311,-1384,-828,16,-161,805,348,276,-146,95,-1,-58,848,419,455,-24,-27,-941,-546,740,-50,94,330,-526,949,-492,-235,-1823,334,288,-119,-935,-777,-62,-423,1229
-205,267,787,1625,739,608,497,-334,57,-155,-1272,373,308,-766,-672,-768,81,557,-188,-203,-1173,-422,-108,629,1463,500,-1122,112,-587,-296,1276,-278,-209,1351,917,311,311,-171,162,-279,1366,212,1321,615,613,-472,-167,788,198,956,-254,980,1124,-344,-361,801,-1278,1033,841,1109,485,-764,-139,-457,-7,1124,-706,-268,598,111,-683,500,580,364,-504,522,619,224,-202,-586,-938,127,-842,-118,1223,704,-80,-104
-201,560,-672,-801,-995,-579,-343,1015,1027,-892,24,-184,-700,-271,787,1115,-589,391,-306,-422,594,1283,462,-723,47,-1275,1761,623,498,355,-410,473,-382,-409,124,244,471,333,-893,1118,-75,-433,-1600,214,-429,-477,-1132,-216,850,-533,445,227,-552,-215,-1007,-438,637,361,963,-611,-603,-935,480,-220,894,46,-282,-189,-241,-523,658,-388,-539,-773,662,-1165,1289,-571,1034,-116,732,-814,10,572,-328,1232,462,-94
-646,42,-377,39,1210,-569,572,-910,-518,-1214,-815,-1102,-820,567,-723,-1088,781,686,787,-1497,-931,-559,150,1429,-977,-705,954,443,353,584,188,-261,670,463,1148,79,1155,1134,370,1037,856,-51,356,283,-1010,126,-1456,-177,-893,492,394,-307,-663,-914,-841,707,-362,396,1456,-791,1371,-664,1180,1138,-220,855,-517,906,43,210,-20,-1244,554,-723,-674,1185,-683,239,-1065,-465,-159,-586,-665,1324,-741,863,1882,1007
-253,398,-364,144,616,582,302,-593,198,367,-497,450,359,-754,-517,-292,-94,62,-112,-115,104,80,597,-377,1171,1000,-770,524,446,-546,59,-288,-3,955,618,-559,51,-716,615,-462,-197,-307,84,-7,-327,304,288,-260,-383,-74,621,728,-236,195,-664,879,164,158,-364,673,193,-610,-350,628,-315,-12,-292,-620,-293,420,-550,-628,-148,206,-726,96,-496,-66,-313,221,-363,-747,-163,-599,1162,-507,-1283,-15
702,-328,-117,-392,-748,278,168,582,-165,741,-542,-18,816,83,546,-274,891,-353,-1032,165,-325,115,-866,1026,368,-509,-973,222,-180,-443,-138,411,309,1175,484,-322,-1430,-257,836,-126,-742,-463,1295,-89,-44,-749,250,-389,-536,1386,470,370,1113,-379,-187,1032,-1206,-353,-671,-51,-107,-858,-179,-795,754,-455,-126,-697,1043,10,-749,-86,302,355,764,659,-290,79,821,-93,-173,132,649,-854,324,351,377,493
670,501,75,-647,159,4,497,-294,274,582,-176,-544,1398,87,1,-320,-137,-288,797,-412,-324,-188,-644,337,43,-1515,765,-10,586,-277,-963,1043,430,902,881,-725,384,666,635,370,-515,-169,490,427,-82,-140,364,-74,-1323,228,696,-665,75,232,301,1022,-428,-707,13,257,-610,-831,-761,-88,410,390,-51,-495,250,-461,91,-408,-626,-1143,613,-449,1201,-414,627,-787,1024,-874,620,-105,-1046,-144,682,525
-91,593,-19,-332,394,559,1713,-909,42,813,-883,-308,1672,-559,-1437,-1160,1209,705,353,74,-1158,985,-36,891,797,882,-1065,-453,1776,-967,210,-772,368,2061,875,-1122,-15,-964,346,-449,559,-971,1374,-936,-709,-112,-494,398,-782,-114,520,-100,963,476,-591,1195,-869,561,-308,724,24,-1245,-922,495,-576,-472,-363,-111,149,930,37,-1057,-890,448,-718,788,-23,-606,-93,-773,-540,-723,-460,-1046,707,-446,458,1443
-971,490,-950,-496,-26,-226,-97,-394,-109,-436,512,1415,592,-672,-222,-719,-10,-335,-556,507,-248,175,-27,108,891,-284,57,115,168,41,496,-914,-814,-138,474,877,594,-363,-574,-865,-452,-800,-737,534,-279,-319,-280,-169,-634,-79,-45,-503,343,269,-684,-532,134,176,-57,-330,70,304,-454,541,757,-132,-910,-910,524,128,-476,437,-463,688,220,-125,-676,-312,263,815,343,470,-210,-346,64,374,-137,984
-515,942,-223,29,660,546,-38,353,139,-567,-16,-151,63,-1316,866,-310,-461,-318,105,-865,-305,110,1039,-813,228,-1129,-335,950,-77,600,-2,311,-40,814,-272,-559,911,270,1294,451,-198,271,140,600,-101,-178,572,-631,499,301,226,303,93,-236,-764,1542,219,39,644,602,-1224,423,-1108,713,339,312,-785,603,613,327,-923,-79,210,-136,-346,-741,509,220,-930,-1144,50,-181,-1137,-1138,181,282,-346,159
-301,-237,-418,-589,-5,142,-283,465,-146,-910,1044,949,353,475,804,1203,319,-1486,-711,-97,0,-738,584,-231,-756,285,368,-484,-524,427,783,674,98,-1042,-819,160,470,-852,239,199,-694,-830,-1148,-984,302,328,1041,-706,657,-234,-1186,-874,-375,-444,-740,-372,133,520,52,-378,-719,79,611,288,-1472,-334,-382,283,-58,-590,723,677,641,1418,371,-551,963,1167,1205,-356,218,-79,-129,414,-295,487,566,276
-9,164,-4,604,690,174,-467,-1029,1243,268,-970,125,-123,793,-349,151,-1218,40,-181,-1123,461,212,150,-323,12,-433,1775,152,-5,-160,-191,160,-450,-410,938,-558,1211,1282,-315,703,330,-470,-9,411,23,388,-698,23,369,332,1909,94,-388,-1202,-608,-533,700,-406,766,-816,323,-1766,156,-579,73,521,-97,-48,-1939,-47,-142,-569,249,-1091,-500,128,16,76,711,536,230,-386,871,898,-334,319,-1749,-804
-473,932,-576,-805,449,611,-776,-135,-50,-323,441,90,1303,642,203,-1157,1124,-1486,683,-792,-18,730,232,-769,656,-1152,299,642,661,394,-1565,433,-461,-252,96,-330,618,-447,853,-196,-107,-528,423,1088,-342,-1284,311,316,-201,241,21,-1353,-277,-111,70,721,-292,515,1329,490,-1035,-241,-285,-22,807,109,90,503,639,350,-953,622,-660,-1032,14,-391,747,-132,229,-1122,1053,-100,445,-397,-1209,780,616,89
1066,-1108,-496,156,-1000,-578,273,-472,456,-276,516,260,-581,162,707,1099,-317,-429,-401,416,635,-1385,-1016,-2,348,-511,-898,-1201,-554,-559,938,929,-582,-789,-390,647,978,576,1208,-370,-854,399,-722,-270,1193,1061,972,-603,-815,-587,-147,153,469,355,1257,-852,-439,-374,-1096,-504,-441,1278,-715,820,809,-1545,266,-935,508,-391,455,-334,-223,-446,785,-315,-105,697,1077,871,550,-26,816,821,-232,-761,-266,-554
-27,463,-203,284,170,-86,154,-74,-601,830,-180,-30,1353,212,-1167,-476,288,-35,148,147,934,153,-701,825,922,-702,-253,1047,-283,269,-733,706,325,595,-117,-780,-278,317,-288,-15,134,-585,-21,847,-54,-431,75,533,-644,1183,535,956,333,141,447,671,-57,-540,371,642,-1040,-724,-1771,-340,-104,585,346,-202,404,114,-1197,969,-1131,-654,354,957,88,90,509,583,-58,115,965,-507,-918,725,11,-32
-740,609,-284,-1050,1111,1167,-715,-217,258,203,-499,416,1461,76,-554,-989,1230,-1464,-207,127,-1109,710,250,-204,249,-208,-816,-53,1164,208,-538,-471,-1026,411,-359,-1086,468,-1163,329,-582,477,52,741,227,-841,-495,855,-91,-23,405,133,-800,-747,-840,-548,1463,374,834,600,608,-130,-741,736,-1070,343,143,-751,144,-329,144,-1742,766,-27,-619,124,-57,-642,-845,-366,-99,-444,-153,-484,81,-586,-79,404,849
710,517,745,-612,-1283,-311,-258,480,743,-332,207,-637,-462,-525,471,161,-448,507,748,504,236,1032,-177,-128,-933,-1411,1853,-874,-210,627,-516,898,-502,-406,-1377,-64,-1126,164,-1593,916,950,96,-1269,753,96,-326,318,1029,494,-62,776,-64,-228,260,1394,-1243,394,543,169,-466,-9,1106,251,-1093,1431,592,832,-1309,351,245,298,-218,320,-679,377,-1930,921,-69,724,301,32,461,114,898,-230,-1934,-223,-200
-162,374,-66,-525,-280,-351,232,-289,870,-589,524,517,652,778,24,352,-615,46,84,-1296,-644,-11,673,-516,-388,-1244,800,510,444,-840,-1090,195,44,-1379,457,-439,693,549,316,-597,-778,-338,-782,-373,-614,-678,-12,-349,1119,109,296,-654,-48,-269,158,-853,460,48,989,-1137,90,-213,206,481,504,-530,28,404,72,622,522,-922,-157,-350,318,-180,624,914,233,-263,360,-23,133,201,-425,309,504,768
-264,391,406,-58,141,-246,772,384,-952,-276,4,-120,-481,-1153,192,-120,-30,-265,302,1349,707,-380,957,149,261,1117,-454,727,97,-421,701,-130,37,1013,-974,141,-1175,283,-521,-228,77,-617,-793,-517,-402,-799,-391,-492,290,-378,-211,125,381,895,-1024,-536,455,-1121,-950,-219,577,55,142,-201,-1035,57,-1106,301,4,567,374,-293,399,479,-406,305,232,719,-517,483,490,-433,-384,-722,-260,-400,-944,-387
