1,-253,89,271,390,33,-556,18,1217,-357,-705,-573,-114,56,703,-516,31,-211,-225,102,-97,470,-290,-609,67,423,-276,129,-1090,-387,540,-214,699,24,-659,-236,-472,260,-479,-159,-16,-668,180,190,34,-567,-570,778,479,579,-1354,-581,-57,-300,-45,-286,-16,178,45,-80,483,73
873,412,-627,-381,-68,-972,515,-280,714,-400,783,645,123,627,-184,-45,-452,0,602,-127,237,-181,-871,382,112,-408,752,-92,153,436,-225,186,826,242,92,-724,-559,121,-48,-193,79,-145,485,148,92,889,142,96,-55,408,508,402,270,773,554,-90,-99,387,-796,-24,161,685
740,342,-804,197,-194,-573,-143,1062,19,72,-32,-360,-71,994,118,-282,-14,-482,83,-30,627,-453,101,-326,51,39,-569,308,-784,137,-490,68,40,-44,-731,70,-544,328,117,-130,272,-859,53,671,-84,527,825,247,-414,181,-38,476,4,91,-352,402,-949,273,-186,91,290,-308
475,243,-449,-122,-158,-434,-110,-120,832,52,233,328,-123,-72,456,-323,-503,-100,144,-286,196,60,-636,-285,-110,-200,-156,83,-340,460,383,262,471,384,352,-185,-363,313,255,-180,-304,-611,42,78,165,-508,-307,75,-213,-548,-597,599,-88,982,723,27,-1010,-280,250,-183,566,323
-192,825,-100,441,209,11,643,-244,-558,-552,-567,-556,-459,31,352,66,-337,581,538,429,-176,-534,622,-83,-171,262,-601,1083,-430,-193,394,-390,721,291,125,1006,179,-155,-21,639,632,-320,817,-816,282,54,450,412,-1014,-263,-619,213,986,109,-423,-11,729,-501,432,-531,-186,-112
-50,358,140,-431,830,-177,60,249,-13,-324,494,297,815,-3,-547,-839,-542,371,-403,-206,-609,218,-414,680,-128,-469,390,-116,453,385,-23,-356,-15,-399,338,-288,876,771,52,-204,650,348,376,-266,848,-347,366,-754,-12,-22,900,338,881,563,-217,-426,378,135,-273,483,-99,80
-230,726,408,612,123,-673,224,-1260,225,-708,-38,109,51,-106,-212,-411,-292,370,491,649,122,1,-121,-976,-570,-38,476,283,113,721,715,-569,162,356,429,43,-186,999,68,-92,630,183,-299,-255,359,-1054,104,887,-139,-10,-747,53,396,-568,-95,50,-476,-393,65,151,-9,618
-6,-500,385,-846,490,680,-405,-652,269,-138,431,79,-393,224,-583,-339,-375,65,-84,160,808,791,-985,992,76,680,215,-530,506,-12,-290,-250,179,435,-357,-20,-48,-338,-1577,204,61,832,-1053,-286,148,203,280,100,212,511,103,343,-309,696,-86,707,413,-614,-484,100,102,310
399,206,124,-414,-64,635,1236,466,-955,444,9,323,434,-95,-266,-90,-540,1294,375,794,348,-545,-32,274,158,84,30,888,768,2,-168,-539,617,219,-1318,-125,-148,-800,-230,271,158,344,-125,-48,-575,80,312,478,-535,-78,1254,908,1394,857,-781,485,632,384,-368,-213,-849,-292
-514,-7,-284,572,-610,-52,150,-382,-412,547,-19,6,-689,-36,191,737,-151,-237,519,80,-354,-365,788,-477,248,-497,-654,-261,-920,-354,548,737,132,-41,191,836,-583,48,254,91,-453,-130,-192,412,115,199,396,-153,48,-559,-199,-406,-846,-921,246,4,-1104,-271,-203,-551,141,-351
316,-123,-194,-711,612,545,-79,404,562,-143,-467,397,383,251,278,-349,-211,543,30,309,757,644,-1018,547,126,522,397,-145,117,83,-517,-419,672,-236,-176,-829,-198,-139,-673,-416,-11,410,-184,-532,-200,-443,-216,161,102,97,-440,481,603,-11,-245,-190,127,32,-457,-145,149,-223
-337,-228,534,-161,194,70,-493,-312,-78,-118,-205,0,201,-251,-526,-439,-301,-804,-57,-120,-206,548,512,-294,6,229,184,-481,373,162,273,-283,-11,343,-315,-274,503,175,300,127,-521,7,-164,232,-112,-674,-1080,382,302,404,-378,-179,-331,-101,553,-297,-145,-297,117,-83,142,287
-557,737,-847,92,-334,532,-220,-200,-458,585,68,-612,-58,89,-397,-558,-386,295,602,548,-732,652,-611,322,716,-148,-480,515,818,-292,1032,654,664,-11,1,1040,517,338,662,-160,191,198,1071,-35,342,-371,86,915,-181,-723,484,422,-122,-218,499,-743,-143,-404,500,-296,-375,233
-172,7,301,370,-15,-298,-306,-400,335,-161,-129,-207,-699,-122,270,-226,-385,-138,-86,542,205,-471,397,-456,-615,303,73,312,-687,293,1086,156,290,41,-403,15,-60,172,432,206,838,-63,-353,5,238,34,-371,641,-14,-189,-199,-798,-263,-219,216,345,-122,253,853,101,-225,113
188,421,-507,-115,353,-198,-771,179,-334,-330,-60,-368,117,-189,-672,198,27,-234,253,-207,-453,838,-661,-315,51,-90,106,119,635,-577,-212,163,-139,-253,115,271,253,158,421,-959,-44,-93,-26,35,-430,-171,535,304,-276,-73,754,241,-446,285,-183,298,-381,-457,-723,355,702,448
-153,-425,223,-394,237,98,-1038,445,92,-421,-270,-524,-104,0,219,-40,419,-462,-25,458,232,696,-518,-107,-344,729,-149,375,-313,-147,-768,-66,89,-141,-588,-544,171,-39,-266,-504,257,-590,237,154,-1,458,-343,14,442,245,-612,-131,141,-457,-283,182,798,-1251,-118,22,377,-142
340,-93,209,293,5,-231,13,224,-6,776,-339,451,-248,654,-97,-262,-184,141,-507,-514,684,42,594,-522,-60,28,-422,630,-12,486,154,74,-561,-490,116,-312,-444,-14,194,-330,349,139,-886,852,6,-623,-333,-10,40,276,-151,-340,-263,161,-226,-120,-519,203,191,-117,-45,-19
207,-200,-191,38,-1064,18,488,135,-291,497,82,655,115,-138,29,611,233,218,-28,-185,347,-198,258,211,350,8,-77,510,582,-430,-415,324,-198,-173,-218,138,116,348,535,-381,-314,7,52,441,-147,440,-125,-552,242,311,506,854,-385,189,355,386,-375,-252,-509,-534,-604,-53
-342,-50,386,-395,140,207,161,-324,-329,-258,-329,460,175,-31,-93,-312,-108,452,-115,-82,314,149,91,931,-347,-103,-68,821,-306,601,-224,9,225,476,100,-385,651,124,-737,-205,-144,24,238,-583,488,-196,-299,-514,233,207,-324,333,190,394,-495,-25,561,-461,49,-275,-241,-262
187,-130,-188,-249,276,623,-115,495,234,76,-297,-499,493,183,167,-300,390,-67,73,-41,214,233,-464,774,295,-13,-239,38,176,-192,-357,-246,-180,217,-646,-386,-484,-327,-1121,-375,397,-350,-726,-178,-180,-199,63,728,-372,30,-49,153,-330,15,-264,-812,17,81,56,527,-429,-63
-314,364,-335,784,449,1138,140,776,-354,448,-801,-1434,-272,-289,86,-293,-218,-103,-135,751,-500,-541,258,-201,701,206,-969,-55,-203,-989,-77,-1023,-337,-127,-576,307,-766,452,87,710,440,-393,116,-681,-269,-708,657,987,-391,-297,246,558,24,310,-437,-505,-221,894,541,235,-258,-677
-56,-662,-293,-123,-483,992,-270,100,376,260,204,-349,-365,-296,330,691,268,-820,720,154,567,286,-187,571,805,1560,-854,-1099,782,-701,-353,5,-335,384,-203,700,-299,-579,-798,259,-994,-163,-558,180,-121,232,-343,-294,-347,-73,408,-426,-947,63,664,116,96,-453,147,-164,360,-923
102,158,-436,206,-978,44,776,-68,97,543,463,278,-116,-828,1152,697,222,1112,238,257,-259,-850,357,200,287,-114,-519,766,-547,-548,-27,620,288,915,651,253,136,-434,228,-325,360,-391,-195,-513,-377,473,-501,-414,7,-702,521,29,699,251,396,-41,206,582,377,-111,-376,-61
-310,-91,-46,-444,304,627,-501,-120,163,-65,-143,49,-36,-73,435,91,171,-38,-263,-32,-607,-175,-119,1229,-102,-272,-185,-348,159,647,-260,686,308,1176,207,403,415,168,217,-290,368,-479,-535,-922,32,18,-70,314,191,-565,-304,444,170,301,-565,-466,389,293,638,700,-468,-592
-162,268,182,-30,-71,-188,546,28,-685,221,297,99,659,103,-92,-385,-364,77,727,205,22,-159,646,-566,-14,-47,-76,90,192,352,-139,-816,-252,-15,25,-149,-97,91,-27,272,629,-56,-432,129,165,-832,28,-72,-196,361,728,355,545,-422,-130,-612,364,-159,-259,497,-257,-113
-125,640,-232,442,280,-342,296,-375,228,-1161,-830,216,458,-535,-290,122,-278,-490,1188,779,-295,-375,22,-695,-229,4,1248,207,-642,418,340,-641,13,187,134,215,-1020,-241,120,48,-561,122,518,-306,-12,-395,-293,-49,56,-230,743,163,1183,-1175,-151,98,-207,450,119,-295,428,383
50,183,-201,4,105,-82,-93,-438,121,-550,-56,-999,289,-590,327,-555,-46,129,541,-393,-167,-299,-332,-241,11,385,-14,382,-320,-836,655,-522,268,113,-275,-329,493,-800,96,483,-106,-99,171,-559,-168,201,-215,530,-392,403,200,-915,-409,-16,122,33,13,-377,291,75,677,226
272,-155,-422,-273,-276,27,-329,448,-21,171,-328,497,-19,674,106,469,430,-190,-51,-119,462,355,243,14,27,226,260,-190,676,483,-484,672,224,-719,354,-10,-159,-3,461,-671,-326,6,158,33,-420,118,289,-285,-30,-100,-506,717,171,-242,-24,256,-197,34,-174,-105,-850,-639
408,-372,111,-220,-199,-61,-472,300,859,-22,3,168,-133,300,700,-370,732,834,-674,-353,41,578,-628,49,564,709,-629,1057,58,-402,-153,877,-168,-185,20,-817,-406,-166,-654,271,209,340,146,-377,98,89,-387,-111,353,796,-810,-514,65,202,180,-110,676,-196,288,110,920,932
129,-35,170,442,-733,-517,-414,158,-234,-424,0,-509,-8,-670,158,480,592,-204,166,155,-343,-143,188,-1008,-970,266,-381,964,186,214,775,59,-780,-27,100,584,286,-224,565,951,148,-448,137,385,-74,612,-189,-124,-163,-373,258,-957,211,-349,-431,760,-227,-379,-71,394,382,156
58,-265,-202,-819,435,37,-1073,25,774,-594,-190,82,800,-658,398,-182,-25,-623,-66,-989,-292,1229,-284,439,-983,-367,359,-504,-310,396,573,-72,-188,163,235,16,578,182,-744,-682,-485,-718,-158,-17,592,-325,-571,-718,-348,-52,-97,-93,158,-119,348,164,-341,421,-346,890,628,-138
808,-191,-299,-673,-74,574,487,283,-209,340,-85,-50,596,-62,446,269,-269,524,190,-591,227,-623,220,279,260,443,85,871,419,817,-378,137,1073,59,-121,-677,-380,-1234,-819,-237,61,74,-548,-222,-528,177,-142,-83,-910,745,224,436,1180,501,-35,259,50,31,-533,-62,-192,46
-57,-469,-124,-155,-665,421,-329,847,-11,730,322,33,-951,55,112,518,-30,-179,-18,859,160,631,-224,725,555,186,-548,200,-12,-960,293,367,90,210,-1035,570,264,386,-38,405,195,-11,354,532,-281,449,-229,-188,709,-581,279,225,-693,364,532,73,237,206,575,-106,-285,440
660,711,-366,257,325,-343,208,173,-73,-680,-35,22,64,47,132,44,-124,493,121,-450,467,-200,-71,153,536,437,129,482,217,517,11,-432,32,-136,446,340,421,93,-448,166,32,-39,-98,-320,-226,-1074,764,40,-586,-3,-50,325,374,-244,-605,606,-637,441,-248,47,613,60
-272,180,-917,-402,-118,459,-133,-450,528,86,339,-184,354,-859,258,-97,-253,-315,681,245,-592,731,-376,62,360,174,255,-1063,-242,-174,199,-128,625,182,277,111,-189,-822,-279,-502,-602,-116,622,-321,-53,252,-523,83,-209,-807,813,506,-364,-302,997,117,-527,828,98,209,536,-320
-704,210,30,474,-33,-125,562,-597,310,-294,175,158,85,-473,424,54,1000,-285,515,202,228,78,-79,408,172,-38,481,-339,-941,40,-698,-331,-377,601,408,-523,322,-254,403,424,-429,536,56,49,880,-118,-686,-371,699,-650,134,-4,-584,-574,621,-759,298,1055,65,-763,-251,-47
136,431,-347,-548,121,-700,212,-1356,-464,571,906,55,18,381,35,155,-556,61,536,-713,-365,84,415,-551,-42,-678,10,-1139,204,1024,196,332,1153,92,406,-633,-158,-590,326,-1006,677,-180,-455,140,-281,330,-368,234,-640,-411,8,500,-133,-39,274,-74,-620,-601,-582,799,155,688
80,-393,231,-110,-957,-1,559,-488,306,191,184,430,-57,-875,979,315,295,589,-11,-229,15,-671,-95,-638,40,-208,745,264,-249,-159,57,-414,401,570,-319,-120,198,-568,193,567,-558,-354,407,180,-290,147,-677,249,-82,95,-395,-57,297,720,763,-274,-312,39,190,-276,-239,465
499,129,-698,124,337,871,175,970,93,458,-271,-182,80,-135,-58,599,157,-10,-420,-414,82,-188,-795,721,573,-330,413,-103,802,-342,-278,-74,45,-911,579,428,-1023,-488,-146,-657,395,75,133,-26,-776,-726,699,-142,-254,-641,159,596,225,711,-42,-24,-574,637,-178,145,124,-11
-130,-625,421,-253,-402,693,-451,124,-54,-339,-522,47,-36,-635,-34,456,383,-126,-192,-19,-223,13,-314,421,-191,245,-155,304,299,-83,209,400,-290,462,-587,842,443,-404,-235,938,-618,-448,285,-86,-21,600,138,290,-350,467,-86,-719,105,579,-396,528,13,-199,421,-400,-93,-139
14,25,-290,197,-581,-553,17,-255,-156,132,414,665,-804,532,9,452,201,-215,729,-128,388,110,123,107,510,-250,-237,-49,46,63,391,775,-339,-43,-84,381,-31,200,769,338,-345,-7,-91,272,443,-5,177,-686,573,-169,-500,-52,-1158,179,94,6,-378,249,-283,451,243,473
539,-444,-580,-1020,-934,-143,-20,15,-89,484,908,520,445,-204,266,537,522,379,7,-642,-103,522,-434,50,-229,-548,408,-221,490,314,-295,-71,-94,-478,-331,345,46,-832,-541,-525,-347,-30,221,522,-522,1462,152,-845,108,118,590,534,-130,638,271,967,-40,-148,-940,211,-83,241
1097,-463,-206,-1026,152,-479,-678,146,128,-774,322,374,-243,675,602,1075,667,101,399,-1021,466,291,-731,471,82,708,151,237,902,786,-1456,480,248,-97,-171,-623,238,-1051,-1058,24,146,-564,-747,72,-863,1484,658,-301,-461,1062,-185,-389,-216,578,33,661,462,-1141,-714,501,1093,-4
449,982,-1091,443,67,-349,459,224,244,-575,443,-946,448,6,-139,-292,195,-46,227,343,-494,90,69,11,186,817,-506,517,-70,102,-196,-580,679,430,350,443,-552,208,-305,31,21,331,1078,-297,131,103,901,-197,-374,-31,744,190,651,-249,-362,494,6,708,-680,-104,456,-208
215,30,-242,-477,433,399,125,-80,-383,728,65,-176,410,359,42,-287,-483,191,-167,-748,-569,-546,627,-232,429,-145,-257,-772,-274,582,-294,284,191,262,-4,-212,-914,-969,-278,-546,-371,81,-630,-231,-320,201,-72,700,-1255,-80,560,80,-106,83,-294,-555,-589,-201,200,767,255,-103
-172,101,206,221,-842,-1126,231,-489,381,-5,770,571,257,266,-158,-176,486,-421,70,-86,-443,268,467,-497,37,-321,-228,100,42,650,442,865,-193,15,739,403,166,589,642,222,-103,-102,1254,127,1107,115,-802,-826,699,-260,-549,-182,340,-197,568,-341,439,-161,198,-767,-202,899
-20,31,733,-87,720,-532,-183,-435,120,-629,-282,884,-23,-144,53,3,-282,1050,-567,17,-481,-109,49,-735,-818,-711,776,-213,93,85,256,-366,-248,-379,470,-476,31,502,268,-548,27,607,-153,-650,-513,-304,-375,-104,397,-389,-496,-419,554,-99,-567,140,406,42,-193,1102,586,292
-58,-165,914,-70,85,234,341,368,-997,368,28,54,65,-150,-613,-388,-119,246,-478,-168,520,-195,364,56,-287,-352,134,893,789,78,145,-615,-691,-18,-25,-70,647,-176,-330,890,719,149,-768,249,-536,-680,-401,-136,-466,89,48,150,386,982,-22,-254,609,-133,142,-238,-414,195
-3,-180,61,3,59,367,99,293,-248,34,-195,82,-437,-368,161,921,-405,-213,344,346,118,-44,-313,133,242,150,153,-597,156,-95,90,-388,-204,-641,-242,290,172,-206,105,800,10,-384,621,280,85,356,-29,-187,-231,-77,-6,229,153,-228,-398,935,-210,-97,-136,-248,98,-17
260,6,-429,-200,-142,255,-14,58,168,52,249,-322,287,-104,252,353,213,43,213,68,-538,113,65,66,259,669,-573,-120,420,293,-170,395,660,128,149,-26,-686,-738,-350,-218,-175,122,367,-28,175,282,121,106,88,-480,165,-213,496,-86,-107,263,-128,-87,-172,261,-220,-522
51,20,184,304,-294,-71,549,-194,-133,0,181,51,-200,-245,-111,295,508,8,-189,-293,17,-466,-116,557,262,-35,-435,269,506,-374,39,533,-709,78,-106,-22,-10,-460,249,515,165,243,293,-605,383,289,-270,-99,-190,-235,253,378,-149,627,-36,-100,498,260,-164,-122,236,-200
7,-70,63,69,-87,0,87,-11,7,0,-63,70,16,-81,86,278,167,-2,-59,39,-147,-157,200,-86,-95,15,-48,-5,-112,321,18,240,-77,60,253,346,-38,-361,-54,105,5,-118,-75,-18,84,147,80,-91,-142,-528,-58,-247,157,-22,-444,71,-100,34,232,-352,15,-34
