-479,71,-122,-257,-60,-3,-64,-88,375,-9,347,-129,637,-338,-186,135,-498,-46,141,-102,-53,-33,335,396,-587,-30,-332,-245,-65,606,364,-310,286,-344,135,49,204,522,80,545,-62,-102,440,-570,366,369,191,106,61,92,-163,-995,-388,-303,-301,-195,487,341,354,49,225,376,187,267,-175,-441
-685,-687,69,166,133,327,-147,-793,665,-126,594,-749,425,-244,112,341,205,312,401,156,-293,19,-54,-373,-433,693,-340,-22,524,47,347,50,-916,-112,956,-364,382,259,-155,324,-257,35,702,417,-680,41,-767,-467,298,-589,-361,4,684,-55,-618,118,625,-180,-119,-357,498,521,-700,-33,392,-99
73,508,221,262,-641,359,549,-101,626,879,82,83,-651,7,-509,115,134,-191,-343,5,420,-535,-425,-461,-724,-372,-545,408,-264,-371,306,222,-382,26,778,-390,-1178,462,420,456,795,-493,311,-71,301,-17,-477,-3,-62,385,-464,706,72,-190,-490,-918,562,-417,242,-503,-584,-92,304,115,19,-105
-174,1256,-262,46,-372,345,-316,690,970,615,-98,-902,-377,144,-501,336,669,-86,-782,-565,802,-66,-431,-214,-601,785,-499,436,-958,-550,1032,-504,600,-543,484,-345,-1241,880,290,725,1361,78,1027,-765,77,75,-892,-442,596,788,72,-755,-512,-86,442,-882,121,989,548,-362,-579,-942,-696,-59,-401,-467
171,-18,74,432,138,-26,278,-476,-747,-179,431,170,103,151,-74,295,1243,-141,-213,564,-809,543,669,149,-123,-388,-65,184,118,-444,-319,-14,412,190,-253,1188,271,388,574,-775,444,430,321,-105,393,62,128,126,852,-194,678,83,289,8,-135,-258,868,-352,250,171,-352,70,249,-117,243,834
159,323,18,-415,514,293,1,1266,931,205,-529,-184,-280,-109,-343,-110,-87,-350,-795,-264,248,-678,-990,-1076,921,807,-593,529,-102,73,283,1093,-796,-150,957,-584,-48,786,278,-79,-177,7,-56,-506,-175,423,-666,-486,163,104,-645,312,-128,-446,723,-314,5,245,741,380,-210,-37,-5,-318,-838,-81
-250,-490,99,-519,-281,-25,-201,-406,-151,-386,-640,-199,308,-233,204,542,-563,-165,404,-1003,398,-340,683,380,96,-320,506,-259,-10,382,257,-339,-338,-272,-109,-534,73,260,-519,-102,-93,117,232,3,-245,412,-162,125,-127,-458,-458,-101,449,-1,-471,-130,-180,384,-690,450,177,519,178,-197,127,88
615,1146,-677,852,-396,115,-409,681,113,399,851,1036,-523,672,185,-327,385,302,-293,261,-698,-86,-370,141,36,477,-154,-351,-475,-169,-557,425,1238,584,-337,24,235,-143,574,424,420,331,978,-1198,657,217,482,11,-108,371,591,-128,177,386,455,265,921,364,240,361,-688,500,-518,485,195,480
203,-378,-130,323,369,-342,-80,-910,-1189,76,-95,-430,-725,294,729,-249,190,119,522,-459,681,261,573,-340,359,197,59,-53,143,-101,23,-18,127,-427,-204,615,285,-1038,-104,-973,-23,88,-908,717,-296,-419,-153,294,323,220,-178,591,-891,44,49,412,-270,192,-339,-391,116,90,554,-101,-59,-24
505,829,104,168,-282,78,-422,464,53,302,264,-125,-687,1149,-770,173,7,-996,-226,-425,796,-1012,-653,-451,305,141,-241,-204,-625,-20,-385,-376,-19,527,165,-69,-133,158,208,344,486,-624,463,-614,130,794,-642,773,43,-214,308,169,-60,-188,-142,-227,676,-23,-512,-696,-510,766,232,596,299,577
503,538,338,-682,338,32,-163,264,-661,248,105,177,-238,440,109,-902,-109,-311,-630,-281,817,-564,251,65,-24,-1108,-628,-1025,-805,-157,667,814,515,-72,-457,-110,-749,-415,119,-338,46,-59,-553,-88,582,-226,361,796,-245,967,-210,-477,-613,720,845,-621,297,178,1254,14,-203,-367,790,361,777,814
-448,-251,306,-50,16,464,156,-35,306,213,-533,307,531,-439,290,-187,-335,802,-372,-434,171,324,258,-722,-273,216,-56,504,6,-106,1026,-99,82,-421,162,328,363,475,93,-154,-495,-214,-363,-304,95,-204,-207,-599,-250,375,-164,1,-487,-80,-334,-80,-189,-159,369,1,-713,102,434,382,205,305
246,200,-277,490,-522,-725,328,-277,76,56,686,1063,-157,-291,568,-213,341,-186,255,853,215,319,81,646,-54,-60,-353,-431,60,243,-195,-325,836,239,-714,623,-710,-58,-93,129,2,-151,-139,701,-144,-561,-208,703,124,208,126,-235,-171,-157,-217,91,-142,175,-545,-284,-70,-210,-339,-43,-354,257
252,241,-259,458,-399,-159,-149,-64,-11,-293,-47,7,-331,-332,219,104,-33,-510,383,338,-42,37,-42,-203,-114,478,185,-761,6,-9,-502,-376,-162,-33,86,294,-219,-852,296,122,105,-10,108,-100,-24,-101,-69,68,552,-57,-35,423,-121,-28,57,-254,308,120,-119,-921,-244,293,-127,-384,103,-11
-249,-249,274,-2,2,248,49,25,186,187,-197,176,-165,-225,106,437,173,-66,237,-171,-201,-47,-87,-148,391,33,41,357,217,-71,-78,-84,-349,-156,138,-381,-147,-61,-94,241,-491,130,292,-3,-296,-320,-256,47,63,-26,-514,601,-124,-23,-317,621,-273,-3,-122,19,-419,138,105,-489,-634,424
-38,-38,-8,4,-4,38,-2,-46,35,35,-40,-38,45,5,-34,-4,-72,86,27,3,-125,-49,0,48,44,37,-82,-20,-48,142,-43,-77,-5,68,58,57,170,-12,-160,-18,22,-102,251,207,-84,-88,-64,26,-282,-149,-37,44,-16,-246,-153,-20,224,-33,91,-17,102,-279,203,256,-40,-109
