30073,126503,-65881,187488,186015,-140606,13050,134480,166878,60255,185046,-81965,116583,162522,-192345,17419,210806,154060,-133283,62402,68165,-71840,119280,70105,-189813,-144099,-48222,-141582,176234,22329,187057,71104,-59257,-215686,111241,123283,65642,10983,-190079,-184718,214245,87925,-112192,-81396,28487,-65348,-183190,142015,124648,88255,155533,-182071,-755,73386,-145357,-189405,203266,-153098,27784,134745
-162,-182325,118177,72682,-156302,86420,91405,2465,-64115,165510,179847,-108601,197303,-75292,-86389,48904,190030,200089,31930,136156,-133967,98360,-168572,171333,-92144,-101420,-129479,-106848,-52682,58162,117056,121394,-113866,-18380,-107691,-147757,160520,22342,19920,-214211,175849,186960,-92970,132484,-70537,-22892,-32751,20315,126180,-47412,-71292,-26436,41817,66322,-210849,-157110,126085,-168973,-181462,-92175
-194142,-20251,-19625,120710,-146262,-157684,42816,74352,41533,-111919,-200163,-29293,-76441,55779,152662,-58941,100880,-39326,78588,-33968,90784,-139440,210494,-123428,-121139,-11702,31614,-211855,-213156,-72668,-187354,116639,89495,-194500,131525,-75566,-153071,-187750,-170282,183350,-102105,-163988,-40262,-175436,-114818,172840,16858,-20414,26924,-156850,-83215,-175848,-61630,202531,18452,-18904,-18574,-143331,-138475,109266
18566,156852,103547,-173056,86732,143701,135907,31484,-114795,-169880,-16924,28339,106290,-27072,77107,-136409,91092,-106268,-129405,65604,-160494,-155582,144470,179654,-112110,-188438,202047,132089,-214321,184641,74164,-190817,-195772,69818,87639,-4230,-115794,171613,-140017,108705,-13768,191395,-203022,-183991,199261,-196528,125114,-123289,160266,656,-171120,-88623,94011,194875,101118,-113058,-96141,-178670,-33022,-112926
2679,-30943,-193534,160135,-26962,-71357,-122606,28572,-74263,70980,105622,191730,-208891,-59721,-9939,164917,153337,159031,95984,158756,-129255,29469,-208616,80555,98101,170470,-26976,33580,-158027,-7061,159420,-36466,-165147,-201228,114105,-125290,100538,124380,-74330,-14585,177604,-65660,-155059,-78798,-100552,-150622,45126,-28355,-48547,185122,39273,-54422,27256,-152617,8430,178702,-119279,110602,-58439,78317
139704,123788,123280,-100834,-211397,98592,17507,122274,-211810,-43143,41950,58604,162225,-163483,171743,93232,-74162,-70105,-59576,-189483,-210636,-76755,194486,65819,86945,-7658,-129756,37669,-21502,-12695,-136845,-4786,-142634,-170529,51996,-36873,81147,-178117,-94983,-135448,-27102,-100633,-69729,-208236,40982,-70548,56063,-201737,-106370,-213196,45907,-90139,126641,-85005,178087,70673,-88774,15083,130812,-127237
-12970,-152686,157659,-32750,103634,85469,31407,127525,-48825,-18889,139877,170856,75780,-59575,46725,-121301,-142216,-89252,-202146,127209,202237,110288,205221,-21985,-109524,65022,172390,-126122,48918,-3058,178052,-146476,-165334,209304,-187387,-124414,-131252,70456,168029,-53957,53315,22479,129095,162959,144075,127095,-166832,-209262,23000,-134930,182682,130444,150745,182383,-34214,18695,-105928,-111499,107531,133383
171851,-69409,-175875,60847,1719,17332,64277,199865,-158748,142375,149833,-106532,-31177,-91995,-180961,-66829,42945,-179017,-178893,214860,-138603,13893,69849,-99559,-203304,147233,-108668,158934,16403,-28418,-86234,68333,-141355,40591,-74110,-140032,-5205,-167860,24851,1429,-195896,199147,-156622,77972,156133,-56277,-170650,-181387,22474,204226,188758,-136240,138436,-147451,13349,-94097,18926,-192566,-54223,63207
190982,-4107,-159776,11230,-71801,168151,-118066,88474,36878,21800,-142883,153626,-581,-150708,-94054,-213985,92743,-40092,35250,-176676,53073,109681,-188192,45631,-117371,-136906,-82678,132752,-36108,-150077,118398,-2883,177349,13929,-169147,-133835,-80685,-128030,118711,106224,175895,-139637,-154531,182602,-199778,151563,-40720,-102851,70559,201751,-21145,-142732,-183259,-178147,-78406,109288,158977,-193418,111514,165094
-30711,170583,205059,-28743,206154,-33889,201517,67505,-43535,-177908,80785,166780,111112,-63212,-171920,62060,-57466,-133201,782,115196,192390,103060,-11262,-59691,-737,22585,95460,-177982,-83143,-45208,99342,-20730,-150423,-137448,17861,-215315,-66790,-66283,-132192,-98062,30935,21677,-195513,129380,90600,144413,147246,68853,-196498,-127486,201897,-14012,85704,100225,-184575,181093,-47958,-177595,31072,202121
164984,173755,-173442,169876,209238,-65446,-50521,-39141,-51463,-44462,-106256,-11408,109755,209217,202153,138683,-204216,-86754,97293,112809,99695,91884,-201867,21578,183581,63740,-39348,-175979,19209,70544,83710,40771,55340,94574,215725,212313,77099,65465,92021,20205,15757,-210498,-103689,-25749,-153609,-172813,40182,-169575,9483,-45875,110397,-72907,188549,-50664,60196,-191816,-183970,73769,-80200,192464
49653,-187951,-42861,166251,-18859,-194453,3385,106228,-5076,50625,58345,42812,196935,152044,-199955,20355,-99663,-208649,95903,148405,-53271,-3932,-49190,167355,152622,135277,-42709,-78300,-204303,-189219,212180,8961,-55757,-144099,-184380,-148385,91049,-66417,-210692,-106104,-75786,45577,76744,155328,93710,-200897,-167980,-177603,-188533,63340,-165743,135896,146611,-26324,53466,-108979,-120617,-28434,-30926,183196
1483,56793,69296,78517,77558,82378,-163131,-13529,71433,-126564,137613,120811,23983,146041,-45814,-79163,-119400,-42079,-113538,152248,-116769,60786,175979,-161006,-133039,167395,65789,74027,187169,19342,-160400,175826,-178285,146177,177301,-23469,-117607,3666,13267,110617,-148766,-58563,73291,-156765,-177961,-69942,-110654,-186338,28822,-39763,146953,207259,-33720,52861,35435,54574,-14873,104361,105550,-207714
-949,193458,171538,134274,-44789,-149464,103707,29448,-7924,191768,109367,-85338,9002,-36922,26356,203878,90801,-152706,133259,24152,66298,125179,-80238,100517,135793,33718,8145,207229,-94966,-142556,99169,-13680,29460,-101244,56174,-45473,-170996,-83925,-178823,-162879,-202297,148375,7942,-94101,166713,148404,74450,-205259,200783,-169669,53235,-113338,-170507,194527,-22016,112468,-70862,77937,176748,197024
55435,-181315,76444,-125421,-67162,2358,-123036,-73927,170257,-201414,1302,-11435,-19765,-200272,-23820,33884,34314,-42846,-11182,1390,-133609,-60277,27531,-207025,-208962,123328,73767,151058,95216,193936,-44741,74503,-33576,-206331,-139971,-161261,-33845,-188653,122749,63737,-89013,-51287,-28269,-175816,-84791,-89099,103788,199619,188462,55288,-163819,15639,-66967,33333,100209,-174809,90194,-33530,75094,11216
-83058,-133318,202620,134121,82066,72706,208737,-64826,113433,-188840,-1977,-124754,-43171,73274,-15173,-184438,105562,8196,-165532,204903,78406,-144597,-51235,38420,-10840,-170396,-167737,164158,-47235,-121537,202623,189217,-206068,199386,14902,175655,134862,638,91666,-180640,115012,110410,-69008,119044,90069,16079,67066,-153095,53522,170479,95841,200965,-145855,-64995,-1733,-102769,-165890,-27636,21665,53410
119829,-119888,-175976,-85202,-211919,-129354,144938,-117537,197813,-42759,141743,126075,-78124,45432,18521,-314,-25947,169442,-63030,145360,-25580,-114066,-124820,206223,-102712,10325,194424,210615,118739,-113826,2,-82264,170838,66226,130550,67414,-62563,63384,-91433,46171,159141,-127518,148194,209544,-97766,-190457,-115899,-34170,193183,196826,-92029,-159931,-2010,-122870,82250,-31878,215970,174991,-102751,-184271
33680,213903,-17405,9900,-157928,106575,53475,115872,-206243,64881,-140283,6400,-123570,-164178,158535,146940,-180549,137946,-128829,-137011,109707,65476,214960,-109160,57149,-94412,-93196,-33300,116174,146595,-151684,-102832,24719,-132567,144497,-18137,-121882,56065,87086,-60468,-138611,-132806,47157,165989,-188371,-68977,-26842,207596,199061,5148,79201,-1410,12860,-212395,-94194,66022,-196961,-82639,-159637,-47695
-59175,38834,35610,-137138,9029,163361,-213376,-113298,208590,-9707,81942,-139800,-67529,58912,-92343,133358,-85171,-163412,-65581,15172,3825,39726,14587,13757,44818,-153482,-54834,-185969,107228,153198,-168141,-110798,158282,147141,173005,-85074,-46670,94735,-104370,-104283,148190,-30751,2183,1272,-69285,-114341,210508,99432,15809,-197738,-99228,61140,88930,-173795,-109294,96924,174766,-96814,-166584,-77724
-64379,-58223,-75260,-166121,97871,-53062,-166482,-13080,34776,111096,43098,112481,-200861,62735,-99015,90881,-139599,165276,-94273,-51789,72014,-35488,137872,200229,-21774,-202886,-68658,107570,200074,-143236,-27576,48186,36993,5085,-14676,-186429,-119229,155698,-177056,-7645,-155867,-8106,91891,-27471,-52679,-127328,-163794,-188530,185431,-182097,-121493,156054,-163285,37194,-178345,-149870,100438,96604,151259,96854
51877,104377,150980,25900,-83019,25085,215029,166836,123910,163676,-82863,126354,-215034,52197,112831,104271,74946,200965,199436,-159434,124672,-17420,200191,172614,-184433,112451,-195307,193137,-37119,159876,-148011,43004,90998,-8643,-140697,120303,195121,-45143,189360,162561,193357,-159030,-32691,125664,-11572,70538,9338,105257,199435,-198595,213367,-68134,-180910,141666,-182667,211387,-62164,-46980,140251,151953
96249,208289,37580,-192985,203811,116834,-122785,111202,27225,176341,-168466,-154640,125444,174141,-95495,-206328,-85157,84414,-16475,-18729,-163129,62301,208277,-157058,-75963,109612,77848,176702,80042,149157,166076,2677,213499,209571,87398,183650,-134777,-149482,15633,203898,-165086,60595,-160587,-165850,162025,-167347,179398,-72332,-101996,-211615,92961,-137111,-86514,61683,190785,108325,-133976,-177874,-61769,-157244
179161,-51441,-195368,118072,81322,106130,-54114,-117954,181841,-8643,170860,149914,198997,-52392,-187160,-56225,173748,-193171,-175863,201258,41964,72635,-48490,-193618,-180426,-146998,-196331,-195014,119635,40670,111136,-75145,80367,57715,185234,-36019,-52712,-85802,-146405,86600,-13342,191816,-48835,101034,164722,98758,128703,-25962,200632,32319,58382,179314,147690,-146182,-174845,-196136,-194092,-138174,-721,129394
191954,43915,187663,151921,11014,-209171,147904,166432,39055,-83701,171355,-213690,185809,-212136,154653,103254,207956,-21610,18869,-15999,-13874,210243,37973,-121724,208361,-70748,171149,201985,-121514,78977,-109088,188828,-37571,82722,24497,96505,-124024,72783,149490,214683,69978,94726,20676,45494,-205505,-115094,161513,-105855,-100566,90175,-208865,-79932,37839,-215874,-101019,-52492,-18102,-111946,113897,28408
52159,-114360,153078,170955,-158652,195589,77426,-128410,65425,31454,177930,-126816,33247,-92700,189736,98390,58506,-96491,-98321,50442,-93326,-143014,5186,-72179,160383,211822,-83581,25027,-29777,156135,34949,-128733,135759,-32531,-205425,4135,177642,78166,-98192,25379,-213009,-194121,154821,-70742,-19649,161019,-110159,-143596,-2549,173101,63928,-141641,-214444,178816,-121376,195223,153842,204462,81885,201783
-40309,-112908,-140685,121468,-166998,10718,116223,-63263,124079,-169746,133191,-18842,-94631,-106343,150812,-158476,-157272,135470,-148789,-139362,-168605,-42838,20511,-14104,17017,-127595,26143,4148,-162851,147432,157719,-46017,140991,-162982,75768,-41221,139834,-137956,103882,1540,-52928,8989,120045,-125100,-79816,-127699,-168279,174187,-40876,82310,53311,-71548,88341,197204,117928,-37910,-120272,-125012,-14753,-196977
-39641,-60353,-70911,-28298,-127208,182355,178559,-201181,38314,-78276,31603,-154866,-752,-150054,125838,-143597,123290,-207219,-85576,-186926,-30573,6531,-10290,-106464,-92735,-194535,13663,197276,128253,66423,-186755,205572,108445,23331,-199433,-181891,-158540,-138167,181133,49500,-168355,-204400,-44983,-101961,209432,-117716,-165487,-213273,-209679,-214614,-180118,146629,190193,-99366,-52383,126887,210106,172399,168458,-169088
33774,34506,515,-82692,-182904,-95659,-35688,-65051,191508,53030,206023,159415,-186585,-171292,-165931,185674,-192329,-191625,-175162,-159516,151454,76286,28946,75262,55415,-175882,164144,-123183,155247,110756,95340,-141576,-201612,186158,150056,-110996,2080,18603,-27692,-114538,-46483,117539,-129930,59700,130754,-165819,-72884,-185146,-176914,184471,210657,54985,43994,-22862,101184,-93192,-214458,-164564,173097,-186346
152769,-52276,-42004,-153619,192808,141264,-118714,-15095,184725,-8604,-91963,137531,-63992,51074,136263,71460,-102957,-175118,-109033,-63847,179329,117801,-128125,77687,-53750,-162948,-144781,57812,-38638,197778,-135874,84284,110378,147960,127236,-165179,-113079,-196697,-30602,-101287,185728,-121306,198648,210374,159674,266,180638,140002,169987,162968,-143066,-163931,-67547,-25507,-153840,-215692,161693,-27919,58337,-111435
178033,-173812,-199355,-156368,75452,-197793,-135758,-68801,-134627,1017,-48033,152377,146644,-138095,-161243,147348,60247,-129603,-91134,-136731,-160697,-182380,57671,-173227,113466,128514,114781,189486,-7741,8650,-185550,151510,33983,18486,-166101,-148666,-58865,-17066,-4644,17213,150935,143211,-91919,-100421,-123944,202623,35063,-46758,212693,127381,13329,-72725,-120172,-109794,-198043,161037,-7329,-83822,170129,2784
71738,-164695,-146299,-203442,203985,70140,146979,-124446,-116388,-32182,-99664,149100,208700,-148082,-215952,-40005,145535,-176317,-187587,154125,28986,100601,-152150,129424,10115,193642,157325,-185944,-166330,-159164,-63958,214139,130534,-150741,22103,180214,160584,151072,-24402,-160632,-97699,72638,151994,208622,54080,18922,59773,-159340,120242,162852,184985,-86579,-207884,-109847,192973,-159362,94317,-99229,155204,157279
-10433,-56176,-150303,-50397,-180498,-1529,209423,-52141,-23852,168553,116126,35042,118071,211329,-150685,206709,-191035,-67080,185,108625,-136393,57386,124987,81977,65344,125610,-120138,138906,-95135,85275,-136914,-66439,-36409,55872,-19433,7029,-14207,146651,-196546,122008,65406,103866,179120,-127581,90518,-114713,-65811,155300,-131750,169883,4600,-123181,-138242,119461,194562,-85023,-213277,-86889,115782,165796
-47623,-82112,144979,94540,-110404,-104816,10782,-204144,177677,-143763,119837,-51322,-114651,200921,-125665,196848,-16643,-173526,-145191,102494,76159,121194,100133,25564,-126221,-55320,192695,78666,10921,-104885,-208633,-197674,67601,-143020,168335,53116,145506,-158116,-74066,-202814,-7167,166184,-57125,15731,-1363,148495,176028,54206,177804,-101010,163662,-83846,-4197,146502,155635,101292,-25221,-143676,-184754,-89060
-197776,-44821,128283,191545,-124185,47885,121529,-131650,-184272,-109496,-30523,-29295,50747,81465,79587,53192,-1064,-145143,26786,70666,205249,155367,34981,86372,-209590,6425,-143706,41193,-188511,37458,-15278,160066,124820,-137629,90317,-46975,71307,-113264,-134289,-82416,-189126,49708,-102132,102422,-23748,72586,4994,-113764,46162,102164,-95994,-113509,107077,-123695,-46735,164666,-60661,-185667,-162406,62114
153308,-111089,193308,108057,-171856,181237,-38507,-198819,-74400,-39246,-37133,168409,-54897,-78624,-158248,-58137,-198905,9447,43861,-118767,-186351,-48096,62638,-106014,-87138,58717,-32575,22578,24236,-179272,-145506,15351,-213577,-195532,-193851,-66275,47867,15447,181995,129162,63995,-97959,83121,55836,181692,166562,-107296,131086,180847,-172296,67121,79558,-192981,-11968,-62356,48465,57009,-207177,-202433,25746
-82157,-178494,11319,12073,-64066,189973,-142054,-30053,73888,-193186,67811,-143841,-80640,186061,-53552,-32366,11166,-103223,-210703,45082,-25577,-76670,151483,-4245,184151,-161005,-7922,-74132,163735,-96798,-180429,175801,-132816,205024,50034,-45238,102075,-111002,100734,-123257,-17339,-1844,-127493,-73744,150599,-127897,194597,-209486,113714,83157,116053,130358,134697,-106153,-106677,32129,-170628,16398,-45932,171816
-30473,-32058,189245,177016,192520,182798,-7614,-29474,85931,-176608,-113287,58148,124745,45499,-87681,-150840,118690,174844,8464,12254,40410,-196212,-41502,-96432,-41846,194241,-136518,-39659,35878,128202,-199899,-80751,27687,-459,-194496,83452,-153057,-202075,13197,74980,132791,165768,-52382,213385,-22030,156057,-108048,-24333,62341,127671,-151173,7451,141016,-70639,152991,143324,-116691,-69057,40765,-138072
70415,-4537,151739,90601,-102825,-179847,-120734,80511,194427,-29130,-130152,50880,165616,136071,10106,-167865,-140999,134009,-102620,-120081,97142,-151673,-140442,103128,-149509,108494,-182364,5293,173424,189167,86934,-109206,171884,-183085,85406,-163142,177444,212112,-207474,-179440,34726,-99042,198166,143396,-102496,204952,-49378,-95301,-61444,-177147,203989,132385,8206,-69928,-96483,-115676,-54488,109681,117207,176030
-92203,-82030,30112,69700,105248,188822,183164,64582,-70841,163265,104484,66403,64554,-6205,-45235,-10173,-180687,62786,101241,-205705,-39423,23740,-127753,-119609,-104488,-52595,-142105,175556,199290,31124,-140842,130753,29125,13516,174338,-4234,194942,190763,-160548,-146868,-156094,-124193,-141298,-210938,147879,-199480,155269,-38732,27009,211275,-3232,-28175,-50072,-202068,-181944,-152595,-157788,-25593,-38092,170899
101134,69474,7956,-170067,-215723,-2440,65503,88986,-51161,162114,-104541,-193555,-105164,-64344,30475,-126450,-178576,18931,130982,-205352,-107511,-116047,-129083,-95812,-48781,2484,-130677,-197209,109957,-52975,126334,213450,107100,152329,-25814,-91613,63610,199,38996,-86876,-1494,190769,-205337,-132615,-68586,136459,158323,-192777,186575,94804,-87230,205617,-61930,-170642,-100643,-97472,106834,79798,-81184,34165
-81578,1271,74888,-100851,156393,-187220,96059,169940,-45809,213128,72836,107556,-182415,79957,109052,-111163,-13858,198260,-54298,-88428,183563,-202053,121218,175676,150138,-187905,-155064,-142773,-19649,57975,200901,-160062,118198,93832,-45820,-86211,-168007,-143752,-120361,-59205,169618,-27932,94080,-74792,55087,-64908,34294,36560,23502,87940,-188372,204654,-192642,26243,127839,199821,-136095,-49925,-105463,-73671
-58367,118458,-65352,74544,-176249,-107303,164653,-39679,-209314,32078,-60122,61999,3149,-155417,-159903,132036,165596,-160556,-31827,-8046,-183266,-53106,150185,198711,213293,99070,164232,-187957,-26733,-131085,-175794,-120148,130538,63534,183950,132887,-85506,17775,-56668,206733,-69759,-180587,-200802,97246,-203972,-51463,150551,58165,208298,17126,78320,37838,-191081,178129,-8480,154484,-48773,76483,-199804,-198487
38681,-76141,-72363,148325,89480,-36400,83455,-24434,-80137,-129498,-50241,185900,-1287,-55137,-12893,71371,69650,-120340,-55890,-62883,81886,-15795,-16734,-152207,82120,-2599,-140352,-196475,-135023,-215658,104643,7108,-53607,125661,-61291,69980,74469,64763,-109598,-95794,-154771,168025,-24651,130649,-98695,-165070,173863,48491,-64468,-12661,144351,-141141,-106920,179150,213722,-200297,112232,-34822,127006,-47802
174821,191476,16391,-177893,-136779,-12808,181004,-111644,-42396,-3331,-112502,142171,2289,-125330,-49168,-149710,-86621,-119685,21999,41893,-82882,5103,-80225,35142,-44910,-201001,41253,119707,168215,-184271,-199279,101507,-2355,-196439,154594,-10028,183147,-203352,-141509,-20738,-189845,154565,106456,-71906,16795,17590,180843,45375,66663,-93927,-767,75049,45597,-41256,169167,3582,-158054,163334,118077,6253
136126,57931,-144886,112222,-57811,-149402,-192968,-113,113710,34532,-38122,-128159,47511,105320,-52377,-22091,58908,-30531,-120734,114907,-135686,79272,76367,-34961,7499,103320,-204018,204700,113004,9445,204815,29657,-38610,-166209,6949,101254,60976,-17168,138583,-123148,34974,-99973,121370,-136043,200225,-161566,-22780,-174612,-204062,-120094,-57475,-118177,148705,-203887,212418,111352,136060,194359,-9219,-13684
-120563,210396,-15381,-144299,28286,-204415,154111,-196674,-123422,-213937,-54037,105882,84103,-123521,-116389,65581,-50596,-191608,47535,-190486,-80403,-200698,81375,135137,35269,-92961,-110437,-44218,-102210,-55042,62242,-27710,173687,135249,57702,-210949,-52914,-21049,-5898,24911,-103127,-79841,39210,-170962,2915,85092,33010,-169071,11793,28163,-125219,194896,-44179,44757,-120609,-60347,-59419,-147269,171342,-60351
72505,-28545,-76966,96713,89586,-113129,-142593,138163,201021,-25653,127957,-17609,37271,143648,-79534,-127410,-190284,-55089,54507,84153,-61676,-20683,171422,170930,-159997,102393,214524,117778,-184428,152412,209034,139298,-90162,-38310,119723,-192270,56116,88516,-175030,124238,63269,-36132,202777,48372,-85879,11605,54846,40644,-77615,-185856,-30565,-14431,-199877,-11617,198219,-104236,84844,102952,171154,183691
151782,80241,42877,-205352,204241,-66737,94274,-2043,-135969,208755,-82787,151060,16440,28141,-9300,-167815,-1638,-51602,-108232,-106862,-94228,-210873,-16248,-75187,-94602,-134223,-122629,20579,-187592,-130393,-208162,-162680,167426,-40025,-61443,43899,82177,58317,-27270,-27728,51149,168030,-77416,-85252,94961,-124702,-102013,-196222,89865,58659,156026,212378,184576,-192251,-72000,189004,35517,162279,140806,67286
-109151,51174,-125046,120861,-26845,108101,-120765,104036,-153795,-191845,100133,46147,29559,134389,201641,200847,-91577,3403,31170,93395,-111096,197131,63234,134955,198317,68024,-99181,-177178,-50071,139430,147714,161001,-30612,-170662,123457,211331,196312,-182663,-177278,-186757,-67207,-44712,-208260,112442,134371,-109170,-112748,2768,43234,-99136,182419,-122176,133328,-182538,-96206,-205986,196773,-22924,32322,-99838
-157070,-112252,-210755,-160902,-185710,52972,78086,173155,-147124,-160856,-75850,156037,211561,91517,-138788,87272,-108663,188563,-137303,-8697,89535,213329,22013,17277,156198,46761,-147403,-178770,85078,-11187,33093,-210555,79787,102556,49742,-33553,61605,-199076,-102434,53855,-132804,171978,-196296,-14403,22498,-168878,112421,80106,170667,-27809,131338,176968,71632,153131,-158288,19293,132468,-85575,-90624,118012
