-57524,-6001,-5815,35766,-43337,-46721,12686,22030,12306,-33161,-59308,-8680,-22650,16527,45233,-17464,29890,-11653,23285,-10065,26899,-41316,62368,-36572,-35893,-3468,9367,-62772,-63158,-21532,-55513,34559,26517,-57630,38970,-22390,-45355,-55630,-50454,54325
-30254,-48590,-11930,-51981,-34021,51212,4995,-6049,7977,-46474,-24657,-52103,-18261,60009,5467,-5602,-5504,-42469,-41030,32375,5501,46474,30680,-51276,25698,42578,40268,9328,-34014,-50335,-5015,8396,31493,-8022,22846,-40418,26990,-31487,-38343,19438
-47554,-46099,42806,53231,-33218,-55834,59865,39137,-63503,54708,21974,-56539,-58007,20686,25967,-1254,-34310,50848,-41487,32209,-4080,56709,-60155,-54516,59040,-58231,37071,-36530,47486,194,-50703,-26259,27855,57740,29961,-33499,-28487,-52940,-9785,-33460
793,-9169,-57344,47447,-7989,-21143,-36328,8466,-22004,21031,31295,56808,-61894,-17695,-2945,48864,45433,47120,28439,47039,-38298,8731,-61812,23868,29067,50509,-7993,9949,-46823,-2092,47235,-10805,-48933,-59624,33808,-37123,29789,36853,-22024,-4322
52623,-19455,-45944,-23348,-29794,-44629,13370,-8402,-14385,54851,11636,-16125,8076,-45220,2497,52949,-35342,32771,-17316,23205,41393,36678,36527,-29877,-62637,29212,5187,36229,-62759,-12783,12429,17364,48066,-48440,50887,27624,-21974,-20772,-17653,-56143
-62411,-22743,57625,19502,25761,-2269,-38447,11161,-6371,-3762,-40547,-1419,-42262,-50528,15406,-10926,24043,-52776,-28143,-40133,-8031,-29817,-20661,-61700,12142,-20903,16611,-59774,-31517,-63169,13602,-26708,37523,-25187,52766,20940,-26304,4469,38759,-37700
-3843,-45241,46714,-9704,30706,25324,9306,37785,-14467,-5597,41445,50624,22453,-17652,13844,-35942,-42138,-26445,-59895,37691,59922,32677,60806,-6514,-32452,19265,51078,-37370,14494,-906,52756,-43401,-48988,62016,-55522,-36864,-38890,20876,49786,-15988
15797,6660,38250,48284,42689,37657,-49432,-62004,6815,-39980,54128,38650,44665,54039,-10138,5539,-31387,-33037,31861,39521,50918,-20566,-52112,18028,509,5135,19045,59219,-47037,42185,44395,-31565,-9238,-27258,-53618,-19801,12724,-53042,-53006,63662
-41068,4116,20696,-29499,-60239,43624,-32198,47091,4860,-8420,-25551,20246,-41883,12026,-21959,-41491,-1543,-49737,7363,423,-58044,59006,-46407,23102,46261,-16675,-50563,-53745,6658,60511,55928,-40368,41018,-43689,3955,-27881,5607,-57057,-16066,18728
56587,-1217,-47341,3327,-21275,49822,-34983,26214,10927,6459,-42336,45518,-172,-44655,-27868,-63403,27479,-11880,10444,-52349,15725,32498,-55761,13520,-34777,-40565,-24497,39333,-10699,-44467,35081,-855,52547,4127,-50118,-39655,-23907,-37935,35173,31474
52117,-41374,-45787,54104,-59194,44907,-12066,-30475,20906,59778,-6265,-42291,-54299,-52785,-23232,32381,47104,-57309,33041,48916,-9100,50543,60758,-8517,61082,-10042,59708,20001,-12900,-52714,23936,49416,32922,-18730,-50940,18388,-17027,-39467,231,34132
57004,30536,-3337,-17687,-219,6691,28284,-52736,-24635,-13395,29434,-6143,-44570,-40726,5292,-63797,-19790,-19640,-39168,-29056,9166,6422,-57930,38334,26844,42789,43628,20401,-58222,-37774,59821,-4152,25393,29696,-54689,53657,-14210,-52621,9206,59887
48884,51483,-51391,50333,61996,-19392,-14969,-11598,-15249,-13174,-31484,-3380,32520,61990,59897,41091,-60509,-25705,28827,33424,29539,27225,-59813,6393,54394,18885,-11659,-52142,5691,20902,24803,12080,16397,28021,63918,62907,22844,19397,27265,5986
4669,-62370,-30723,-7630,-45514,-51204,11905,-50245,2809,-13593,32710,-21602,55866,-15012,17836,-56835,-54510,21857,-23763,57026,14712,-55689,-12700,49259,-5588,-57616,1003,31475,-1504,15000,17287,12685,58351,45050,-59246,6031,-29530,-61822,28415,43971
-15784,-1165,-14575,49586,45221,40082,-12655,-23200,-60534,-56065,62868,2655,-16521,-42696,-54632,-43966,26977,-19679,-62428,-31439,-22455,13504,22739,46023,27766,-59525,-49772,-52623,-55862,18767,-49109,40265,43440,-7800,15841,-32291,-35739,-8425,-9164,54280
439,16827,20532,23264,22980,24408,-48336,-4009,21165,-37501,40774,35796,7106,43271,-13575,-23456,-35378,-12468,-33641,45110,-34598,18010,52141,-47706,-39419,49598,19493,21934,55457,5731,-47526,52096,-52825,43311,52533,-6954,-34847,1086,3931,32775
-44079,-17352,21716,-46449,-52729,-20724,-32787,-55211,8540,-11782,43541,61410,-9992,15662,10499,16170,-4407,30921,31274,-61545,-281,57321,50826,39785,-13271,-44286,30728,8725,-2348,56820,32405,-25286,2667,-10940,7809,60408,26904,-45247,39484,7156
19643,37090,-23774,29782,40235,9990,2413,61401,-28138,-42239,29383,-4054,8728,-29999,16644,-13474,-50666,-24867,-52985,-48261,-59940,43963,2353,-27882,49396,43971,22059,-60818,59491,-50273,15773,-33582,-50521,57637,-6524,33324,-20996,23092,52369,58377
16425,-53723,22650,-37162,-19900,698,-36455,-21905,50446,-59679,385,-3388,-5857,-59340,-7058,10039,10167,-12696,-3313,411,-39588,-17860,8157,-61341,-61915,36541,21857,44757,28212,57462,-13257,22075,-9949,-61136,-41473,-47781,-10029,-55898,36370,18885
-26375,-15197,-8376,-52094,-25124,-26400,30752,59146,55840,16381,-48539,4634,-19843,9876,29691,-51796,26724,-9935,22250,3323,-24610,-39502,60035,39739,24316,21542,61848,-19208,33609,-55953,-586,-36965,-12792,21710,-4496,-54649,31277,2428,-49047,60712
23231,-42844,-15181,11383,-3212,-50488,-49700,48639,-13996,-36011,60036,56064,-61057,59077,4415,52046,39959,189,27160,-53523,34077,32714,-20447,35272,26687,4764,19871,-45362,15858,50512,28397,59545,-43217,-19258,-514,-30450,-49153,-8189,6419,15825
35505,-35523,-52141,-25245,-62791,-38328,42944,-34826,58611,-12670,41998,37355,-23148,13461,5487,-93,-7688,50205,-18676,43069,-7580,-33798,-36984,61103,-30433,3059,57607,62404,35182,-33726,0,-24375,50618,19622,38681,19974,-18538,18780,-27091,13680
